0	Index      	 *	Score 	Summary	Detail	
1	12636 24331	 * 	207.44	ACR|3DMG|2VULN|1AART|2CDMG|1DUR|1SELL	189DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|aDUR
18	12636 24333	 * 	200.41	ACR|3DMG|2VULN|1AART|2CDMG|1SELL	189DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|aDUST
19	11563 32261	 * 	199.47	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|27BPWR|37VULN|47ASPD|58AART|6RMIN|9RCR|aLIT
20	11563 32263	   	199.47	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|27BPWR|37VULN|47ASPD|58AART|6RMIN|9RCR|aBEXP
21	13563 32261	   	199.47	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|37VULN|47ASPD|58AART|6RMIN|7BPWR|9RCR|aLIT
22	13563 32263	   	199.47	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|37VULN|47ASPD|58AART|6RMIN|7BPWR|9RCR|aBEXP
23	11563 32262	   	199.37	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|27BPWR|37VULN|47ASPD|58AART|6RMIN|9RCR|aTLV
24	13563 32262	   	199.37	DCR|3DMG|2AART|2VULN|2ASPD	127DMG|37VULN|47ASPD|58AART|6RMIN|7BPWR|9RCR|aTLV
25	12124 65335	 * 	198.67	DCR|3VULN|3DMG|1AART|1CDMG	167DMG|2CDMG|37ERES|4MBVNT|578VULN|7BPWR|9AART|aRCR
26	12631 53326	 * 	197.27	ACR|2AART|2VULN|2DMG|1CDMG|1DUR	18DMG|2CDMG|3aAART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR
27	12632 53326	   	197.27	ACR|2AART|2VULN|2DMG|1CDMG|1DUR	18DMG|2CDMG|3aAART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR
28	12636 23225	 * 	196.57	ACR|3DMG|1AART|1VULN|2CDMG|2ASPD|1SELL	17aDMG|2aCDMG|3AART|4RCR|5SELL|6VULN|8CGEN|9aASPD|aBPWR
29	12636 23316	   	196.38	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9ZMB|aDUR
30	11333 11515	   	196.27	DCR|4VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|569aVULN|7RCR|8CDMG
31	13333 11515	   	196.27	DCR|4VULN|3DMG|1CDMG	123DMG|4LHND|569aVULN|7RCR|8CDMG
32	12423 13441	   	195.41	DCR|3VULN|3DMG|1CDMG|1ZMB|1DUR	136DMG|2CDMG|4CGEN|56aVULN|6BPWR|7DUR|8ZMB|9RCR
33	11563 53131	   	195.24	DCR|3DMG|2VULN|1AART|1DUR|1ASPD	127DMG|2BPWR|39VULN|4ASPD|5AART|6RCR|8LEGI|aDUR
34	13563 53131	   	195.24	DCR|3DMG|2VULN|1AART|1ASPD|1DUR	127DMG|39VULN|4ASPD|5AART|6RCR|8LEGI|aDUR
35	11563 52333	   	195.12	DCR|3DMG|2VULN|1AART|2ASPD	128DMG|28BPWR|39VULN|48ASPD|5AART|6RCR|78LHND|aDUST
36	13563 52333	   	195.12	DCR|3DMG|2VULN|1AART|2ASPD	128DMG|39VULN|48ASPD|5AART|6RCR|78LHND|8BPWR|aDUST
37	11361 21263	   	194.86	DCR|3DMG|2VULN|1AART|1CDMG|1ASPD	123DMG|2BPWR|4CDMG|57VULN|6LIT|8RCR|9AART|aASPD
38	11362 11263	   	194.86	DCR|3DMG|2VULN|1AART|1CDMG|1ASPD	123DMG|2BPWR|4CDMG|5LIT|67VULN|8RCR|9AART|aASPD
39	13361 21263	   	194.86	DCR|3DMG|2VULN|1AART|1CDMG|1ASPD	123DMG|4CDMG|57VULN|6LIT|8RCR|9AART|aASPD
40	13362 11263	   	194.86	DCR|3DMG|2VULN|1AART|1CDMG|1ASPD	123DMG|4CDMG|5LIT|67VULN|8RCR|9AART|aASPD
41	12631 53343	   	194.54	ACR|3VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|689VULN|7aRMIN|8BPWR
42	12631 53351	 * 	194.54	ACR|3DMG|2VULN|1AART|1CDMG	189DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|aLHND
43	12631 53352	   	194.54	ACR|3DMG|2VULN|1AART|1CDMG	189DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7aRMIN|8BPWR
44	12632 53343	   	194.54	ACR|3VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|689VULN|7aRMIN|8BPWR
45	12632 53351	   	194.54	ACR|3DMG|2VULN|1AART|1CDMG	189DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|aLHND
46	12632 53352	   	194.54	ACR|3DMG|2VULN|1AART|1CDMG	189DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7aRMIN|8BPWR
47	12631 53342	   	194.44	ACR|3VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|689VULN|7RMIN|8BPWR|aTLV
48	12632 53342	   	194.44	ACR|3VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|689VULN|7RMIN|8BPWR|aTLV
49	12636 22311	   	194.29	ACR|3VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68aVULN|78LHND|8BPWR|9LIT
50	12636 22333	   	194.19	ACR|3DMG|2VULN|1AART|1CDMG|1SELL	189DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|aDUST
51	12636 22334	   	194.19	ACR|3DMG|2VULN|1AART|1CDMG|1SELL	189DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|aCANSTR
52	11361 33252	   	194.16	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|2BPWR|4CDMG|5aVULN|6AART|7DUST|8DUR|9RCR
53	11365 31252	   	194.16	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|2BPWR|4CDMG|5DUST|6AART|7aVULN|8DUR|9RCR
54	13361 33252	   	194.16	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|4CDMG|5aVULN|6AART|7DUST|8DUR|9RCR
55	13365 31252	   	194.16	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|4CDMG|5DUST|6AART|7aVULN|8DUR|9RCR
56	12636 23341	   	194.09	ACR|3VULN|2DMG|1AART|1CDMG|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68aVULN|9RMIN
57	12636 22336	   	194.05	ACR|3DMG|2VULN|1AART|1CDMG|2SELL	189DMG|2CDMG|3AART|4RCR|5aSELL|68VULN|78LHND|8BPWR
58	12652 42331	   	193.92	DCR|3VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RPLT|5LIT|68aVULN|7RCR
59	11361 35124	   	193.83	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|28BPWR|48CDMG|58VULN|6AART|78LIT|9RCR|aCGEN
60	13361 35124	   	193.83	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|48CDMG|58VULN|6AART|78LIT|8BPWR|9RCR|aCGEN
61	11361 35121	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|28BPWR|48CDMG|58VULN|6AART|78LIT|9RCR|aDUST
62	11361 35122	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|28BPWR|48CDMG|58VULN|6AART|78LIT|9RCR|aTLV
63	11361 35125	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|28BPWR|48CDMG|58VULN|6AART|78LIT|9RCR|aLEGI
64	13361 35121	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|48CDMG|58VULN|6AART|78LIT|8BPWR|9RCR|aDUST
65	13361 35122	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|48CDMG|58VULN|6AART|78LIT|8BPWR|9RCR|aTLV
66	13361 35125	   	193.73	DCR|3DMG|2VULN|1AART|2CDMG	123DMG|48CDMG|58VULN|6AART|78LIT|8BPWR|9RCR|aLEGI
67	11314 11221	   	193.22	DCR|3VULN|3DMG|2CDMG|1DUR	123DMG|29BPWR|49FEWX|5DUR|69aVULN|79CDMG|8RCR
68	11334 11221	   	193.22	DCR|3VULN|3DMG|2CDMG|1DUR	123DMG|29BPWR|49LHND|5DUR|69aVULN|79CDMG|8RCR
69	13314 11221	   	193.22	DCR|3VULN|3DMG|2CDMG|1DUR	123DMG|49FEWX|5DUR|69aVULN|79CDMG|8RCR|9BPWR
70	13334 11221	   	193.22	DCR|3VULN|3DMG|2CDMG|1DUR	123DMG|49LHND|5DUR|69aVULN|79CDMG|8RCR|9BPWR
71	11313 31552	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|2BPWR|4FEWX|5aVULN|6DUR|7CDMG|8AART|9RCR
72	11314 11552	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|2BPWR|4FEWX|5DUR|6aVULN|7CDMG|8AART|9RCR
73	11333 31456	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|2BPWR|4LHND|5aVULN|6DUR|7CDMG|8AART|9RCR
74	13313 31552	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|4FEWX|5aVULN|6DUR|7CDMG|8AART|9RCR
75	13314 11552	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|4FEWX|5DUR|6aVULN|7CDMG|8AART|9RCR
76	13333 31456	   	193.06	DCR|3DMG|2VULN|1AART|1CDMG|1DUR	123DMG|4LHND|5aVULN|6DUR|7CDMG|8AART|9RCR
77	11563 53332	   	193.02	DCR|3DMG|2AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|2BPWR|3VULN|4ASPD|5aAART|6RCR|8SELL|9ZMB
78	13563 53332	   	193.02	DCR|3DMG|2AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|3VULN|4ASPD|5aAART|6RCR|8SELL|9ZMB
79	12631 53316	   	192.43	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9CANHEL|aFLTHEA
80	12632 53316	   	192.43	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9CANHEL|aFLTHEA
81	11513 56221	 * 	192.42	DCR|3VULN|3DMG|3CDMG	127DMG|279BPWR|379VULN|4DUST|59FEWX|679CDMG|8RCR|aLIT
82	11513 56222	   	192.42	DCR|3VULN|3DMG|3CDMG	127DMG|279BPWR|379VULN|4DUST|59FEWX|679CDMG|8RCR|aBELT
83	13513 56221	   	192.42	DCR|3VULN|3DMG|3CDMG	127DMG|379VULN|4DUST|59FEWX|679CDMG|79BPWR|8RCR|aCGEN
84	13513 56223	   	192.42	DCR|3VULN|3DMG|3CDMG	127DMG|379VULN|4DUST|59FEWX|679CDMG|79BPWR|8RCR|aLIT
85	11513 56223	   	192.32	DCR|3VULN|3DMG|3CDMG	127DMG|279BPWR|379VULN|4DUST|59FEWX|679CDMG|8RCR|aTLV
86	13513 56222	   	192.32	DCR|3VULN|3DMG|3CDMG	127DMG|379VULN|4DUST|59FEWX|679CDMG|79BPWR|8RCR|aERES
87	12636 24321	   	191.79	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	18DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|9RMIN|aDUR
88	12623 11615	   	191.72	DCR|3DMG|2VULN|1AART|1CDMG	17aDMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9BEXP
89	12623 11621	   	191.72	DCR|3DMG|2VULN|1AART|1CDMG	17aDMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9RMIN
90	12623 11641	   	191.62	DCR|3DMG|2VULN|1AART|1CDMG	17aDMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9TLV
91	12623 11661	   	191.62	DCR|3DMG|2VULN|1AART|1CDMG	17aDMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9NUKE
92	12631 14612	   	191.04	ACR|2VULN|2DMG|1AART|3CDMG	1aDMG|278CDMG|3AART|4RCR|5BEXP|6aDUST|9aVULN|aBPWR
93	12632 14612	   	191.04	ACR|2VULN|2DMG|1AART|3CDMG	1aDMG|278CDMG|3AART|4RCR|5FEWX|6aDUST|9aVULN|aBPWR
94	12462 35212	   	190.97	DCR|3VULN|3DMG|1CDMG|1ZMB	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9MLV|aZMB
95	11563 43231	   	190.54	DCR|3DMG|2VULN|1AART|1DUR|1ASPD	127DMG|2BPWR|39VULN|4ASPD|5AART|6BEXP|8RCR|aDUR
96	13563 43231	   	190.54	DCR|3DMG|2VULN|1AART|1ASPD|1DUR	127DMG|39VULN|4ASPD|5AART|6BEXP|8RCR|aDUR
97	31523 53225	 * 	190.36	DCR|2VULN|3ZMB|1AART|1DMG|2ASPD	12aZMB|2aBPWR|3aVULN|4CGEN|5AART|6RCR|7DMG|8RCVC|9aASPD
98	11313 11654	   	190.32	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|48FEWX|56VULN|7RCR|9AART|aCDMG
99	13313 11654	   	190.32	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|48FEWX|56VULN|7RCR|9AART|aCDMG
100	12631 53336	   	190.23	ACR|2AART|2VULN|2DMG|1CDMG	18DMG|2CDMG|3aAART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUST
101	12632 53336	   	190.23	ACR|2AART|2VULN|2DMG|1CDMG	18DMG|2CDMG|3aAART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUST
102	35424 32381	 * 	190.20	DCR|3VULN|2DMG|3ZMB|1CDMG	18aZMB|2CDMG|38DMG|4MBVNT|568VULN|7RCVC|8BPWR|9RCR
103	35424 34381	   	190.20	DCR|3VULN|2DMG|3ZMB|1CDMG	18aZMB|2CDMG|38DMG|4MBVNT|568VULN|7DMSP|8BPWR|9RCR
104	12633 36326	 * 	190.20	ACR|3DMG|1AART|1VULN|2CDMG|1DUR	179DMG|29CDMG|3AART|4RCR|5LHND|6DUR|89BEXP|9BPWR|aVULN
105	11324 31328	 * 	190.14	ACR|3DMG|2VULN|1AART|2ZMB	123DMG|2aBPWR|4RCVC|5RCR|6MBVNT|7aZMB|8AART|9aVULN
106	11344 31328	   	190.14	ACR|3DMG|2VULN|1AART|2ZMB	123DMG|2aBPWR|4DMSP|5RCR|6MBVNT|7aZMB|8AART|9aVULN
107	13324 31328	   	190.14	ACR|3DMG|2VULN|1AART|2ZMB	123DMG|4RCVC|5RCR|6MBVNT|7aZMB|8AART|9aVULN|aBPWR
108	13344 31328	   	190.14	ACR|3DMG|2VULN|1AART|2ZMB	123DMG|4DMSP|5RCR|6MBVNT|7aZMB|8AART|9aVULN|aBPWR
109	12636 22325	   	190.09	ACR|2AART|2VULN|2DMG|1CDMG|1SELL	18DMG|2CDMG|3aAART|4RCR|5SELL|68VULN|78LHND|8BPWR|9RMIN
110	12636 23361	   	189.79	ACR|2AART|2VULN|2DMG|1CDMG|1SELL	17DMG|2CDMG|3aAART|4RCR|5SELL|68VULN|9AIRHEL
111	12631 53313	   	189.79	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9CANHEL|aZMB
112	12632 53313	   	189.79	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9CANHEL|aZMB
113	31312 62422	 * 	189.50	DCR|2VULN|2DMG|3ZMB|1AART	12aZMB|2aBPWR|3aDMG|4BEXP|5AART|6CANSTR|7aVULN|8RCR|9DMSP
114	31312 62462	   	189.50	DCR|2VULN|2DMG|3ZMB|1AART	12aZMB|2aBPWR|3aDMG|4BEXP|5AART|6CANSTR|7aVULN|8RCR|9RCVC
115	12636 23313	   	189.44	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9ZMB|aCGEN
116	12636 23312	   	189.34	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9ZMB|aDUST
117	12636 23314	   	189.34	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1SELL	17DMG|2CDMG|3AART|4RCR|5SELL|68VULN|9ZMB|aNUKE
118	11324 23326	   	189.29	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4RCVC|5RCR|6ZMB|7DUR|8AART|9VULN|aCDMG
119	11344 23326	   	189.29	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4DMSP|5RCR|6ZMB|7DUR|8AART|9VULN|aCDMG
120	13324 23326	   	189.29	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	123DMG|4RCVC|5RCR|6ZMB|7DUR|8AART|9VULN|aCDMG
121	13344 23326	   	189.29	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	123DMG|4DMSP|5RCR|6ZMB|7DUR|8AART|9VULN|aCDMG
122	11313 11521	   	189.11	DCR|3VULN|3DMG|1CDMG|1DUR	123DMG|2BPWR|4FEWX|56aVULN|7RCR|8CDMG|9DUR
123	11333 11521	   	189.11	DCR|3VULN|3DMG|1CDMG|1DUR	123DMG|2BPWR|4LHND|56aVULN|7RCR|8CDMG|9DUR
124	13313 11521	   	189.11	DCR|3VULN|3DMG|1CDMG|1DUR	123DMG|4FEWX|56aVULN|7RCR|8CDMG|9DUR
125	13333 11521	   	189.11	DCR|3VULN|3DMG|1CDMG|1DUR	123DMG|4LHND|56aVULN|7RCR|8CDMG|9DUR
126	11266 32261	   	189.01	DCR|3VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LIT|4AART|5CGEN|6RCR|78aVULN|9DUR
127	13266 32261	   	189.01	DCR|3VULN|2DMG|1AART|1DUR	12DMG|3LIT|4AART|5CGEN|6RCR|78aVULN|9DUR
128	11324 35328	   	188.84	ACR|3DMG|2VULN|1AART|2ASPD	123DMG|2aBPWR|4RCVC|5RCR|6MBVNT|7aASPD|8AART|9aVULN
129	13324 35328	   	188.84	ACR|3DMG|2VULN|1AART|2ASPD	123DMG|4RCVC|5RCR|6MBVNT|7aASPD|8AART|9aVULN|aBPWR
130	11321 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|2aBPWR|4RCVC|5aBEXP|69aVULN|7RCR|8aCDMG
131	11323 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|2aBPWR|4RCVC|5aFEWX|69aVULN|7RCR|8aCDMG
132	11325 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|2aBPWR|4RCVC|5aLWND|69aVULN|7RCR|8aCDMG
133	11341 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|2aBPWR|4DMSP|5aBEXP|69aVULN|7RCR|8aCDMG
134	11343 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|2aBPWR|4DMSP|5aFEWX|69aVULN|7RCR|8aCDMG
135	13321 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|4RCVC|5aBEXP|69aVULN|7RCR|8aCDMG|aBPWR
136	13323 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|4RCVC|5aFEWX|69aVULN|7RCR|8aCDMG|aBPWR
137	13325 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|4RCVC|5aLWND|69aVULN|7RCR|8aCDMG|aBPWR
138	13341 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|4DMSP|5aBEXP|69aVULN|7RCR|8aCDMG|aBPWR
139	13343 21515	   	188.68	DCR|3VULN|3DMG|2CDMG	123DMG|4DMSP|5aFEWX|69aVULN|7RCR|8aCDMG|aBPWR
140	11523 52126	   	188.53	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	129DMG|2BPWR|3VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|aCDMG
141	13523 52126	   	188.53	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	129DMG|3VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|aCDMG
142	11313 11513	   	188.48	DCR|3VULN|3DMG|2CDMG	123DMG|2BPWR|4FEWX|569VULN|7RCR|8aCDMG
143	11333 11513	   	188.48	DCR|3VULN|3DMG|2CDMG	123DMG|2BPWR|4LHND|569VULN|7RCR|8aCDMG
144	13313 11513	   	188.48	DCR|3VULN|3DMG|2CDMG	123DMG|4FEWX|569VULN|7RCR|8aCDMG
145	13333 11513	   	188.48	DCR|3VULN|3DMG|2CDMG	123DMG|4LHND|569VULN|7RCR|8aCDMG
146	11563 53133	   	188.21	DCR|3DMG|2VULN|1AART|1ASPD	127DMG|2BPWR|39VULN|4ASPD|5AART|6RCR|8LEGI|aDUST
147	13563 53133	   	188.21	DCR|3DMG|2VULN|1AART|1ASPD	127DMG|39VULN|4ASPD|5AART|6RCR|8LEGI|aDUST
148	11563 53311	   	188.16	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|2BPWR|39VULN|4ASPD|5AART|6RCR|8SELL|aFEWX
149	13563 53311	   	188.16	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|39VULN|4ASPD|5AART|6RCR|8SELL|aFEWX
150	11563 53312	   	188.06	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|2BPWR|39VULN|4ASPD|5AART|6RCR|8SELL|aERES
151	11563 53313	   	188.06	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|2BPWR|39VULN|4ASPD|5AART|6RCR|8SELL|aDUST
152	13563 53312	   	188.06	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|39VULN|4ASPD|5AART|6RCR|8SELL|aERES
153	13563 53313	   	188.06	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	127DMG|39VULN|4ASPD|5AART|6RCR|8SELL|aDUST
154	11361 21264	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|57VULN|6LIT|8RCR|9AART|aCGEN
155	11362 11264	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5LIT|67VULN|8RCR|9AART|aCGEN
156	13361 21264	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|57VULN|6LIT|8RCR|9AART|aCGEN
157	13362 11264	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5LIT|67VULN|8RCR|9AART|aCGEN
158	11313 11546	 * 	187.88	DCR|3DMG|2VULN|2CDMG|2ZMB	123DMG|2aBPWR|4aFEWX|56VULN|7RCR|8aCDMG|9aZMB
159	13313 11546	   	187.88	DCR|3DMG|2VULN|2CDMG|2ZMB	123DMG|4aFEWX|56VULN|7RCR|8aCDMG|9aZMB|aBPWR
160	35424 35331	 * 	187.85	4VULN|3DMG|3ZMB|1AART|1CDMG	178ZMB|2CDMG|378DMG|4MBVNT|5678VULN|78BPWR|9AART|aFEWX
161	35424 35332	   	187.85	4VULN|3DMG|3ZMB|1AART|1CDMG	178ZMB|2CDMG|378DMG|4MBVNT|5678VULN|78BPWR|9AART|aRMIN
162	35424 35334	   	187.85	4VULN|3DMG|3ZMB|1AART|1CDMG	178ZMB|2CDMG|378DMG|4MBVNT|5678VULN|78BPWR|9AART|aRPLT
163	11361 21261	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|57VULN|6LIT|8RCR|9AART|aDUST
164	11361 21262	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|57VULN|6LIT|8RCR|9AART|aTLV
165	11361 21265	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|57VULN|6LIT|8RCR|9AART|aLEGI
166	11362 11261	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5LIT|67VULN|8RCR|9AART|aDUST
167	11362 11262	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5LIT|67VULN|8RCR|9AART|aTLV
