0	Index      	 *	Score 	Summary	Detail	
1	65223 32621	 * 	189.17	DCR|3VULN|2AART|2DMG|1SELL	16aVULN|2SELL|35AART|46DMG|6BPWR|79FEWX|8RCR
23	22141 28246	   	176.22	DCR|2VULN|2DMG|1AART|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8aVULN|9CGEN
24	22141 28261	   	176.22	DCR|2VULN|2DMG|1AART|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8aVULN|9FEWX
25	22141 28281	   	176.22	DCR|2VULN|2DMG|1AART|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8aVULN|9LWND
26	15248 44612	   	176.07	DCR|3VULN|2DMG|1AART	19CGEN|29DMG|3MBVNT|4LHND|5DUST|689VULN|7RCR|9BPWR|aAART
27	22141 28234	   	175.89	DCR|3DMG|1AART|1VULN|1ZMB	14MLV|2AART|34aDMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC
28	65224 32332	 * 	175.32	DCR|3DMG|2VULN|1AART|1SELL	16VULN|2SELL|3AART|456DMG|6BPWR|7LWND|8RPLT|9RCR|aMLV
29	65224 33332	 * 	175.32	DCR|3DMG|2VULN|1AART|1SELL	16VULN|2SELL|3AART|456DMG|6BPWR|7FEWX|8RPLT|9RCR|aMLV
30	65224 32331	 * 	175.22	DCR|3DMG|2VULN|1AART|1SELL	16VULN|2SELL|3AART|456DMG|6BPWR|7LWND|8RPLT|9RCR|aTLV
31	65224 33331	 * 	175.22	DCR|3DMG|2VULN|1AART|1SELL	16VULN|2SELL|3AART|456DMG|6BPWR|7FEWX|8RPLT|9RCR|aTLV
32	22463 24213	   	175.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9FEWX|aCDMG
33	22463 24233	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9MBVNT|aCDMG
34	21122 24234	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	12MLV|38VULN|4ZMB|5AART|6aDMG|7RCR|9MBVNT
35	22141 14233	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aCDMG
36	22141 34233	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aCDMG
37	22141 28233	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC|aCDMG
38	65223 32611	 * 	173.52	DCR|2AART|2DMG|2VULN|1SELL	16VULN|2SELL|35AART|46DMG|6BPWR|7FEWX|8RCR|9RPLT|aLWND
39	65223 32622	 * 	173.52	DCR|2AART|2DMG|2VULN|1SELL	16VULN|2SELL|35AART|46DMG|6BPWR|79FEWX|8RCR|aLHND
40	65223 32623	 * 	173.52	DCR|2AART|2VULN|2DMG|1SELL	16VULN|2SELL|35AART|46DMG|6BPWR|79FEWX|8RCR|aRPLT
41	22111 23461	   	173.47	DCR|3VULN|2DMG|1AART	1MLV|2AART|36DMG|4TLV|5ERES|789VULN|aRCR
42	22313 23461	   	173.47	DCR|3VULN|2DMG|1AART	1MLV|2AART|3ERES|4TLV|56DMG|789VULN|aRCR
43	65223 32612	 * 	173.42	DCR|2AART|2VULN|2DMG|1SELL	16VULN|2SELL|35AART|46DMG|6BPWR|7FEWX|8RCR|9RPLT|aTLV
44	65223 32613	 * 	173.42	DCR|2AART|2VULN|2DMG|1SELL	16VULN|2SELL|35AART|46DMG|6BPWR|7FEWX|8RCR|9RPLT|aERES
45	22433 46321	 * 	173.11	DCR|4VULN|1AART|1CDMG|1DUR	1MLV|2AART|356aVULN|4DUR|7CDMG|8DMSP|9RCR
46	62443 21232	   	172.97	DCR|3VULN|2DMG|1AART	149VULN|2ERES|3AART|56DMG|7FEWX|8LHND|aRCR
47	62443 21332	   	172.97	DCR|3VULN|2DMG|1AART	149VULN|2ERES|3AART|56DMG|7FEWX|8BEXP|aRCR
48	62443 22232	   	172.97	DCR|3VULN|2DMG|1AART	149VULN|2ERES|3AART|56DMG|7LWND|8LHND|aRCR
49	62443 22332	   	172.97	DCR|3VULN|2DMG|1AART	149VULN|2ERES|3AART|56DMG|7LWND|8BEXP|aRCR
50	62443 23211	   	172.87	DCR|3VULN|2DMG|1AART	148VULN|2ERES|3AART|56DMG|7TLV|9CGEN|aRCR
51	22141 44211	   	172.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9LIT|aASPD
52	62313 41285	 * 	172.43	DCR|3VULN|1AART|1DMG|2ASPD	16aVULN|2aERES|3MBVNT|4VENICY|5AART|7DMG|8RCR|9aASPD|aBPWR
53	22141 34253	   	172.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|69FEWX|7RCR|8VULN|aCDMG
54	22141 34261	   	172.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14aMLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9CDMG
55	22141 34263	   	172.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9CDMG|aLWND
56	62423 24232	   	172.32	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|2ERES|3AART|4ASPD|5RCVC|6DMG|7RCR|9RPLT
57	22141 28812	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8RPLT|9CDMG|aVULN
58	64212 31235	   	171.83	DCR|3VULN|1AART|1DMG|2ASPD	15aVULN|29ASPD|3DUST|4BASHEA|6AART|7DMG|8RCR
59	21122 24266	   	171.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9CDMG|aRCVC
60	15246 42342	   	171.37	DCR|3VULN|2DMG|1AART	18CGEN|28DMG|3MBVNT|4LHND|5LWND|678VULN|8BPWR|9RCR|aAART
61	22141 22482	 * 	171.14	DCR|3DMG|1AART|1VULN|2ZMB	147MLV|2AART|347DMG|47BPWR|57ZMB|6MBVNT|8CGEN|9VULN|aRCR
62	15223 38228	 * 	171.07	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|29DMG|3MBVNT|4CDMG|58VULN|6RCVC|7AART|aRCR
63	15223 85424	 * 	171.06	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	16CGEN|2DMG|3MBVNT|4CDMG|56VULN|6BPWR|7FLTHEA|8AART|9DUR|aRCR
64	22141 22132	   	171.04	DCR|3DMG|1AART|1VULN|2ZMB	147MLV|2AART|347DMG|47BPWR|57ZMB|6MBVNT|8ERES|9VULN|aRCR
65	22423 24262	   	171.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2AART|38VULN|4ASPD|5RCVC|6DMG|7RCR|9CDMG|aLHND
66	22141 44223	   	170.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6aDUR|7RCR|8VULN|9LHND
67	32381 47313	   	170.92	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|78aVULN|8BPWR|9LWND
68	32381 47331	   	170.92	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR|aFEWX
69	32381 47333	   	170.92	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR|aMLV
70	32381 47334	   	170.92	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR|aLHND
71	32381 47373	   	170.92	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|78aVULN|8BPWR|9FEWX
72	32381 47332	   	170.82	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR|aBASHEA
73	32381 47335	   	170.82	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR|aDUST
74	32381 47337	   	170.82	DCR|3VULN|3DMG	18BEXP|2aERES|3MBVNT|458DMG|6RCR|789VULN|8BPWR
75	32381 47343	   	170.82	DCR|3VULN|3DMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|78aVULN|8BPWR|9DUST
76	44122 24231	   	170.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	13LHND|2ASPD|4ZMB|5AART|6DMG|7RCR|8aVULN|9DUR
77	21122 24165	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|3aVULN|4ZMB|5AART|6DMG|7RCR|8LIT|9CDMG
78	21122 24213	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9FEWX|aCDMG
79	21122 24253	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9LHND|aCDMG
80	21122 24262	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9CDMG|aLHND
81	21122 24263	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9CDMG|aRPLT
82	21122 24265	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9CDMG|aBEXP
83	21122 24233	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9MBVNT|aCDMG
84	22141 14631	 * 	170.18	DCR|2AART|2DMG|1VULN|1ZMB	14MLV|29AART|34DMG|4BPWR|5ZMB|68BEXP|7RCR|aVULN
85	22144 33421	 * 	169.56	DCR|2AART|2VULN|2DMG	14MLV|29AART|34DMG|4BPWR|5DMSP|6LHND|78VULN|aRCR
86	22141 25154	   	169.48	DCR|3DMG|1AART|1VULN|1ZMB	14MLV|2AART|348DMG|4BPWR|5ZMB|6MBVNT|7RMIN|9RCR|aVULN
87	62421 24232	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|25ERES|3AART|4ASPD|6DMG|7RCR|9RPLT
88	22111 23421	   	169.26	DCR|2AART|2VULN|2DMG	1MLV|29AART|36DMG|4TLV|5ERES|78VULN|aRCR
89	22111 63161	   	169.26	DCR|2AART|2VULN|2DMG	1MLV|26AART|38DMG|4TLV|5ERES|79VULN|aRCR
90	22313 23421	   	169.26	DCR|2AART|2VULN|2DMG	1MLV|29AART|3ERES|4TLV|56DMG|78VULN|aRCR
91	22313 63161	   	169.26	DCR|2AART|2VULN|2DMG	1MLV|26AART|3ERES|4TLV|58DMG|79VULN|aRCR
92	34253 21116	 * 	169.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	19BEXP|29ASPD|3DUST|4RCR|5ZMB|6NUKE|79VULN|8AART|9BPWR|aDMG
93	63133 64232	 * 	168.93	DCR|3VULN|2DMG|2CDMG	159VULN|2BELT|38MLV|4RCVC|69DMG|79CDMG|9BPWR|aRCR
94	32381 47317	 * 	168.91	DCR|3DMG|2VULN|1CDMG	18BEXP|2ERES|3MBVNT|458DMG|6RCR|78VULN|8BPWR|9LWND|aCDMG
95	15242 42347	   	168.75	DCR|3VULN|2DMG|1CDMG|1DUR	18CGEN|28DMG|3MBVNT|4LHND|5DUR|678VULN|8BPWR|9RCR|aCDMG
96	62313 31285	 * 	168.22	DCR|2AART|2VULN|1DMG|2ASPD	1aVULN|2aERES|3MBVNT|4VENICY|56AART|7DMG|8RCR|9aASPD|aBPWR
97	62423 24233	   	168.12	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2ERES|3aAART|4ASPD|5RCVC|6DMG|7RCR|9RPLT
98	22141 28411	   	168.10	DCR|3DMG|1AART|1ZMB|1ASPD|1DUR	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aDUR
99	22141 34163	 * 	167.97	DCR|3DMG|1AART|1CDMG|1ZMB	14MLV|2AART|34aDMG|4BPWR|5ZMB|6FEWX|7RCR|8LIT|9CDMG
100	15242 77342	   	167.95	DCR|2VULN|2DMG|1AART|2DUR	18CGEN|28DMG|3MBVNT|4LHND|56DUR|78VULN|8BPWR|9RCR|aAART
101	62436 23113	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2ERES|3AART|4DUR|5BELT|7RCR|8LWND|9CDMG|aDMG
102	63122 43664	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2BELT|3MLV|4MBVNT|5ASPD|6RCR|7AART|8DMG|aCDMG
103	63325 61122	 * 	167.34	ACR|3VULN|1DMG|2CDMG|1DUR|1ASPD	13aVULN|2BELT|4DUR|5RCR|6aBEXP|7ASPD|8DMG|9aCDMG|aBPWR
104	22111 63461	 * 	167.33	DCR|3VULN|2AART|1DMG	1MLV|26AART|3DMG|4TLV|5ERES|789VULN|aRCR
105	22313 63461	   	167.33	DCR|3VULN|2AART|1DMG	1MLV|26AART|3ERES|4TLV|5DMG|789VULN|aRCR
106	22141 44231	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9RCVC|aLIT
107	22141 44232	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9RCVC|aDUST
108	25241 35431	   	167.11	DCR|3DMG|1AART|1VULN|2DUR	1MLV|256DMG|3MBVNT|46DUR|6BPWR|7BEXP|8AART|9RCR|aVULN
109	63325 41232	 * 	167.06	ACR|5VULN|2CDMG|1DUR	1389aVULN|2BELT|4DUR|5RCR|6aCDMG|7aDUST|aBPWR
110	55241 35431	   	167.01	DCR|3DMG|1AART|1VULN|2DUR	1TLV|256DMG|3MBVNT|46DUR|6BPWR|7BEXP|8AART|9RCR|aVULN
111	63325 11131	 * 	166.77	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	13VULN|2BELT|4DUR|5RCR|6LWND|7ASPD|8DMG|9aAART
112	62213 35263	 * 	166.67	DCR|4VULN|2AART	189aVULN|2ERES|3DUST|4VENICY|56AART|7RCR
113	25363 23421	   	166.56	DCR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|3DUR|4AART|5RCVC|78VULN|9DMSP|aRCR
114	55433 31322	 * 	166.51	ACR|2VULN|1AART|2CDMG|1DMG	1TLV|2DMG|3LIT|4AART|5RCR|6aVULN|7RCVC|89CDMG
115	22443 24321	 * 	166.32	DCR|3VULN|2AART|1CDMG	1MLV|28AART|34aVULN|5RCVC|6CDMG|7LHND|9RCR
116	63622 46114	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2BELT|3RMIN|4MBVNT|5ASPD|6RCR|78DMG|9AART|aCDMG
117	22141 14211	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9LIT|aASPD
118	22141 14215	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9LIT|aDUR
119	22141 14223	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9LHND|aDUR
120	22141 14253	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9FEWX|aDUR
121	22141 14261	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9BELT|aASPD
122	22141 14431	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8LHND|9DUR|aVULN
123	22141 14521	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8DUR|9LHND|aVULN
124	22141 34211	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9LIT|aASPD
125	22141 34215	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9LIT|aDUR
126	22141 34223	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9LHND|aDUR
127	22141 34431	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8LHND|9DUR|aVULN
128	22141 34521	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8DUR|9LHND|aVULN
129	22141 34631	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8BEXP|9DUR|aVULN
130	22141 44212	   	165.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9LIT|aLHND
131	65223 31622	 * 	165.62	DCR|3VULN|2AART|2DMG|1SELL|1MSE	16aVULN|2SELL|35AART|46DMG|6BPWR|7MSE|8RCR|9FEWX
132	22141 28211	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LIT|aASPD
133	22141 28216	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LIT|aDUR
134	22141 28223	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LHND|aDUR
135	22141 28263	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9FEWX|aDUR
136	22141 28271	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9BELT|aASPD
137	22141 28283	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LWND|aDUR
138	22141 28422	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|9LHND|aVULN
139	22141 28436	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|9LWND|aVULN
140	22141 28531	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8LHND|9DUR|aVULN
141	22141 28542	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8LHND|9ASPD|aVULN
142	22141 28621	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8DUR|9LHND|aVULN
143	22141 28642	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8DUR|9CGEN|aVULN
144	22141 28731	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8BEXP|9DUR|aVULN
145	22141 44213	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9LIT|aMBVNT
146	22141 44222	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8VULN|9LHND|aCANHEL
147	22141 44321	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8LEGI|9LHND|aVULN
148	64212 31214	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2ASPD|3aDUST|4BASHEA|6AART|7DMG|8RCR|9aCGEN|aBPWR
149	62436 23131	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2ERES|3aAART|4DUR|5BELT|7RCR|8LWND|9DMG
150	33135 31463	   	165.22	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2RCVC|3CDMG|4ASPD|5AART|6AIRHEL|78VULN|9RCR|aDMG
151	62421 24233	   	165.21	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|25ERES|3aAART|4ASPD|6DMG|7RCR|9RPLT
152	64212 31224	   	165.12	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2ASPD|3aDUST|4BASHEA|6AART|7DMG|8RCR|9aERES|aBPWR
153	22146 31242	   	165.05	DCR|2VULN|2DMG|1AART|1DUR	148MLV|2AART|34DMG|4BPWR|5DUR|6LHND|79VULN|aRCR
154	34251 31111	   	165.03	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	169BEXP|29ASPD|3DUST|4RCR|5DUR|79VULN|8AART|9BPWR|aDMG
155	15242 46342	   	164.86	DCR|2VULN|2DMG|1AART|1DUR	18CGEN|28DMG|3MBVNT|4LHND|5DUR|68VULN|7RCVC|8BPWR|9RCR|aAART
156	22141 22187	 * 	164.82	DCR|3DMG|2AART|2ZMB	147MLV|2aAART|347DMG|47BPWR|57ZMB|6MBVNT|8ERES|9RCR
157	22111 23452	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2AART|36DMG|4TLV|5ERES|78VULN|9DUR|aRCR
158	22313 23452	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2AART|3ERES|4TLV|56DMG|78VULN|9DUR|aRCR
159	22433 45333	   	164.65	DCR|4VULN|1AART|2DUR	1MLV|2AART|356aVULN|47DUR|8BASICY|9RCR
160	34253 21111	 * 	164.59	ACR|3VULN|1AART|2ASPD|1ZMB	19BEXP|29ASPD|3DUST|4RCR|5ZMB|6NUKE|79aVULN|8AART|9BPWR
161	25433 15322	   	164.41	ACR|2VULN|1AART|2CDMG|1DMG	16MLV|2DMG|3LIT|4AART|5RCR|7aVULN|89CDMG
