0	Index      	 *	Score 	Summary	Detail	
1	36424 31233	 * 	190.01	DCR|2VULN|2DMG|1AART|2ASPD|1CDMG	1BEXP|29DMG|38ASPD|47VULN|5CDMG|6RCR|aAART
31	23365 12236	 * 	173.32	DCR|4VULN|2DMG|1CDMG	1FEWX|2689VULN|3DUST|4CDMG|57DMG|aRCR
32	16111 21115	 * 	173.17	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	19DUST|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aDUR
33	13152 61612	 * 	173.17	ACR|3VULN|2AART|1CDMG|1DUR	1DUST|259VULN|3LIT|4RCR|67AART|8DUR|aCDMG
34	26111 21115	 * 	173.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	19FEWX|2CDMG|39CGEN|4RCR|5VULN|6AART|7aASPD|89DMG|9BPWR
35	35234 33311	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2CGEN|3DUR|48VULN|5AART|6RCR|7LHND|9aDMG
36	52442 83814	   	172.72	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|3LHND|4DUR|5AART|6RCR|79DMG|8VULN|aCDMG
37	52442 83824	   	172.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3LHND|4DUR|5AART|6RCR|7DMG|89VULN|aCDMG
38	23254 33311	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|28VULN|3ERES|4DUR|5AART|6RCR|7LHND|9aDMG
39	13156 12421	 * 	172.34	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|27VULN|3LIT|4RCR|58DMG|6BEXP|9AART|aZMB
40	52362 72321	 * 	171.63	DCR|2VULN|1AART|2CDMG|2ASPD|1FLTHEA	1RCVC|2MBVNT|38ASPD|4RMIN|58VULN|6AART|78CDMG|8BPWR|9RCR|aFLTHEA
41	52383 72321	   	171.63	DCR|2VULN|1AART|2CDMG|2ASPD|1FLTHEA	1RCVC|2MBVNT|38ASPD|48VULN|5RMIN|6AART|78CDMG|8BPWR|9RCR|aFLTHEA
42	36224 32126	   	171.38	DCR|3DMG|1VULN|2CDMG|2DUR|1ZMB	1BEXP|279DMG|3ERES|4VULN|59CDMG|6ZMB|89DUR|9BPWR|aRCR
43	33235 53222	 * 	171.37	DCR|3VULN|2DMG|1AART	178BEXP|258VULN|3ERES|4LHND|68DMG|8BPWR|9RCR|aAART
44	31521 53343	 * 	171.26	DCR|2AART|2VULN|2DMG	1BEXP|2RPLT|35AART|48VULN|6DMSP|7aDMG|9RCR
45	52125 34124	   	171.09	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|39aFEWX|4VULN|5aCDMG|6RCR|7AART|8aDMG|aBPWR
46	52125 34154	   	171.09	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|3aFEWX|4VULN|5aCDMG|6RCR|7AART|8aDMG|9DMSP|aBPWR
47	33465 12111	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|26VULN|3MLV|4AART|5DUR|7RCR|8DUST|9aDMG
48	16222 24125	 * 	170.72	DCR|2VULN|2DMG|2CDMG|2ASPD	19DUST|26CDMG|39ASPD|4CGEN|5aVULN|7RCR|89DMG|9BPWR
49	23244 31633	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|28aVULN|3ERES|4BEXP|5AART|6RCR|7ASPD|9DMG
50	24234 31633	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2BEXP|3ERES|48aVULN|5AART|6RCR|7ASPD|9DMG
51	13152 64332	 * 	170.64	ACR|2VULN|2AART|1DMG|1CDMG	1DUST|25VULN|3LIT|4RCR|68AART|7BELT|9DMG|aCDMG
52	26111 22534	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|57VULN|6AART|8RPLT|9DMG|aZMB
53	36322 35513	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|29DMG|3RMIN|4aVULN|5AART|6DUR|7RCR|8ERES
54	36322 35611	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2aDMG|3RMIN|48VULN|5AART|6DUR|7RCR|9DUST
55	36322 35631	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|29DMG|3RMIN|48VULN|5AART|6DUR|7RCR|aDUST
56	36322 35633	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|29DMG|3RMIN|48VULN|5AART|6DUR|7RCR|aERES
57	36634 12313	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|29DMG|3DUST|46VULN|5AART|7RCR|8LWND|aDUR
58	33416 35232	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2aVULN|3MLV|4LWND|5aDMG|6AART|7RCR|8ASPD|9aDUST|aBPWR
59	26111 22232	 * 	169.74	ACR|3VULN|1AART|2ZMB|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9aZMB
60	16111 22232	   	169.64	ACR|3VULN|1AART|2ZMB|1CDMG	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9aZMB
61	62213 41431	   	169.35	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2DUR|3RCVC|45aVULN|6AART|7ASPD|8RCR|9CDMG
62	52125 31146	   	169.33	DCR|4VULN|1DMG|1CDMG	1RCVC|2MBVNT|3FEWX|479aVULN|5CDMG|6RCR|8DMG
63	32111 24343	   	169.28	ACR|2VULN|2AART|1DMG|2DUR|1SELL	18BEXP|2SELL|3CGEN|4RCR|58VULN|69AART|78DUR|8BPWR|aDMG
64	33152 63231	   	169.19	ACR|4VULN|1AART|1CDMG	17BEXP|257aVULN|37LIT|4RCR|6AART|7BPWR|8MLV|9CDMG
65	33152 63312	   	169.19	ACR|4VULN|1AART|1CDMG	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DMSP|aCDMG
66	33152 63112	   	169.09	ACR|4VULN|1AART|1CDMG	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUST|aCDMG
67	13152 63312	   	168.99	ACR|4VULN|1AART|1CDMG	17DUST|2579VULN|37LIT|4RCR|6AART|7BPWR|8DMSP|aCDMG
68	13152 63412	   	168.99	ACR|4VULN|1AART|1CDMG	17DUST|2579VULN|37LIT|4RCR|6AART|7BPWR|8FEWX|aCDMG
69	52362 72322	   	168.98	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1RCVC|2MBVNT|38ASPD|4RMIN|58VULN|6AART|78CDMG|8BPWR|9RCR|aZMB
70	52383 72322	   	168.98	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1RCVC|2MBVNT|38ASPD|48VULN|5RMIN|6AART|78CDMG|8BPWR|9RCR|aZMB
71	31522 42343	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	15BEXP|2RPLT|3AART|478VULN|6ZMB|9RCR|aDMG
72	61521 41213	   	168.83	DCR|4VULN|1DMG|1CDMG	1LIT|2CDMG|3RCVC|458aVULN|6RCR|7DMG|9BEXP
73	61521 41223	   	168.83	DCR|4VULN|1DMG|1CDMG	1LIT|2CDMG|3RCVC|458aVULN|6RCR|7DMG|9LHND
74	36263 31451	   	168.81	DCR|3DMG|2VULN|1CDMG	19BEXP|29aDMG|3ERES|4MBVNT|5CDMG|6RCR|79VULN|8NUKE|9BPWR
75	33265 24123	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19BEXP|24VULN|39ERES|5CDMG|6ZMB|7RCR|89DMG|9BPWR|aDUR
76	61521 41233	   	168.73	DCR|4VULN|1DMG|1CDMG	1LIT|2CDMG|3RCVC|458aVULN|6RCR|7DMG|9DUST
77	26111 12163	   	168.54	ACR|3VULN|2DMG|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|56aVULN|78DMG|9RCVC
78	16111 12163	   	168.44	ACR|3VULN|2DMG|1CDMG	1DUST|2CDMG|3CGEN|4RCR|56aVULN|78DMG|9RCVC
79	36634 12323	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2DMG|3DUST|469VULN|5AART|7RCR|8LWND|aDUR
80	36322 35523	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2DMG|3RMIN|49aVULN|5AART|6DUR|7RCR|8ERES
81	26111 12131	   	168.24	ACR|3DMG|2VULN|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|56VULN|789DMG|aRCVC
82	32111 21113	 * 	168.19	ACR|3DMG|1AART|1VULN|1ASPD|1SELL	19BEXP|2SELL|39CGEN|4RCR|5VULN|6AART|7ASPD|89aDMG|9BPWR
83	16111 12131	   	168.14	ACR|3DMG|2VULN|1CDMG	1DUST|2CDMG|3CGEN|4RCR|56VULN|789DMG|aRCVC
84	32111 22223	 * 	167.99	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3CGEN|4RCR|578VULN|6AART|9DUR|aDMG
85	14322 35623	 * 	167.65	DCR|4VULN|1AART|2DUR	13aDUST|2BEXP|489aVULN|5AART|6aDUR|7RCR|aBPWR
86	52125 34112	   	167.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RCVC|2MBVNT|3FEWX|4VULN|5CDMG|6RCR|7AART|8DMG|9FLTHEA|aDUR
87	35234 35213	   	167.40	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1BEXP|2CGEN|3aDUR|4VULN|5AART|6RCR|79DMG|8ASPD
88	35234 35223	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1BEXP|2CGEN|3aDUR|49VULN|5AART|6RCR|7DMG|8ASPD
89	31521 53342	 * 	167.32	DCR|2AART|2VULN|1DMG|1CDMG	1BEXP|2RPLT|35AART|48VULN|6DMSP|7DMG|9RCR|aCDMG
90	26111 22225	   	167.12	ACR|3VULN|1AART|1CDMG|2DUR	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9aDUR
91	61431 43213	   	167.09	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1LIT|2CDMG|3DMG|4SELL|579VULN|6AART|8LWND|aRCR
92	61431 43313	   	167.09	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1LIT|2CDMG|3DMG|4SELL|579VULN|6AART|8BEXP|aRCR
93	45321 22331	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3RMIN|4ZMB|578VULN|6AART|9RCR|aBEXP
94	45321 22334	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3RMIN|4ZMB|578VULN|6AART|9RCR|aFEWX
95	16111 22225	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9aDUR
96	43125 22231	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|378VULN|4ERES|5DMG|6AART|9RCR|aBEXP
97	43125 22234	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|378VULN|4ERES|5DMG|6AART|9RCR|aFEWX
98	45321 22333	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3RMIN|4ZMB|578VULN|6AART|9RCR|aDUST
99	45421 22231	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3ERES|4ZMB|578VULN|6AART|9RCR|aBEXP
100	26111 12115	   	166.93	ACR|3VULN|2DMG|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|56aVULN|78DMG|9RMIN
101	26111 12132	   	166.93	ACR|3DMG|2VULN|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|56VULN|789DMG|aBEXP
102	16111 21145	   	166.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2CDMG|3CGEN|4RCR|5VULN|69AART|7ASPD|8DMG|aDUR
103	43125 22233	   	166.88	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2ZMB|378VULN|4ERES|5DMG|6AART|9RCR|aDUST
104	45421 22233	   	166.88	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3ERES|4ZMB|578VULN|6AART|9RCR|aDUST
105	16111 12115	   	166.83	ACR|3VULN|2DMG|1CDMG	1DUST|2CDMG|3CGEN|4RCR|56aVULN|78DMG|9RMIN
106	16111 12132	   	166.83	ACR|3DMG|2VULN|1CDMG	1DUST|2CDMG|3CGEN|4RCR|56VULN|789DMG|aBEXP
107	26111 12136	   	166.83	ACR|3DMG|2VULN|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|56VULN|789DMG|aNUKE
108	36424 31232	   	166.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aBEXP|29DMG|38ASPD|47VULN|5CDMG|6RCR
109	13152 63233	 * 	166.78	ACR|4VULN|2AART	17DUST|2579VULN|37LIT|4RCR|6aAART|7BPWR|8MLV
110	16111 12136	   	166.73	ACR|3DMG|2VULN|1CDMG	1DUST|2CDMG|3CGEN|4RCR|56VULN|789DMG|aNUKE
111	26111 21145	 * 	166.71	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|5VULN|69AART|7aASPD|8DMG
112	26111 12133	   	166.69	ACR|3DMG|2VULN|1CDMG|1SELL	1FEWX|2CDMG|3CGEN|4RCR|56VULN|789DMG|aSELL
113	16111 12133	   	166.59	ACR|3DMG|2VULN|1CDMG|1SELL	1DUST|2CDMG|3CGEN|4RCR|56VULN|789DMG|aSELL
114	26111 21111	   	166.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19FEWX|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aBEXP
115	26111 21114	   	166.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19aFEWX|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR
116	26111 21116	   	166.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19FEWX|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aLIT
117	26111 21113	   	166.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19FEWX|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aDUST
118	33152 61231	   	166.33	ACR|3VULN|2AART|1CDMG	1BEXP|25aVULN|3LIT|4RCR|67AART|8MLV|9CDMG
119	33152 61312	   	166.33	ACR|3VULN|2AART|1CDMG	1BEXP|259VULN|3LIT|4RCR|67AART|8DMSP|aCDMG
120	63333 41523	 * 	166.33	ACR|2DMG|2AART|1VULN|1ASPD	14LIT|24ERES|3RCR|4BPWR|58DMG|6aAART|7ASPD|9VULN
121	26261 12113	   	166.25	DCR|2VULN|2DMG|2CDMG|1ASPD|1DUR	1FEWX|2aCDMG|3ASPD|4DUR|56VULN|78DMG|9RCR
122	52317 72434	 * 	166.23	DCR|3DMG|2CDMG|2ASPD|1ZMB	1RCVC|2MBVNT|38ASPD|4LHND|58CDMG|6RCR|789DMG|8BPWR|aZMB
123	16111 21111	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DUST|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aBEXP
124	16111 21114	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DUST|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aFEWX
125	26111 22521	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|57VULN|6AART|8RPLT|9DUR|aDMG
126	26111 22533	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|57VULN|6AART|8RPLT|9DMG|aDUR
127	13152 61312	   	166.23	ACR|3VULN|2AART|1CDMG	1DUST|259VULN|3LIT|4RCR|67AART|8DMSP|aCDMG
128	13152 61412	   	166.23	ACR|3VULN|2AART|1CDMG	1DUST|259VULN|3LIT|4RCR|67AART|8FEWX|aCDMG
129	33152 61112	   	166.23	ACR|3VULN|2AART|1CDMG	1BEXP|259VULN|3LIT|4RCR|67AART|8DUST|aCDMG
130	63323 41523	   	166.23	ACR|2DMG|2AART|1VULN|1ASPD	1LIT|24ERES|3RCR|58DMG|6aAART|7ASPD|9VULN
131	64333 11221	 * 	166.21	ACR|2VULN|1AART|2CDMG|1DMG	1LIT|2CGEN|3RCR|46CDMG|5MLV|7DMG|8aVULN|9AART
132	32111 21112	   	166.19	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	19BEXP|2SELL|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aCDMG
133	16261 12113	   	166.15	DCR|2VULN|2DMG|2CDMG|1ASPD|1DUR	1DUST|2aCDMG|3ASPD|4DUR|56VULN|78DMG|9RCR
134	16111 21113	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19aDUST|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR
135	16111 21116	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DUST|2CDMG|39CGEN|4RCR|5VULN|6AART|7ASPD|89DMG|9BPWR|aMBVNT
136	16111 22563	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|57VULN|6AART|8RPLT|9DMG|aDUR
137	64336 11221	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|2CGEN|3RCR|46CDMG|5ERES|7DMG|8aVULN|9AART
138	22111 21324	   	165.99	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1FEWX|2SELL|3CGEN|4RCR|5aVULN|6AART|7ASPD|8CDMG|9DMG
139	32111 21424	   	165.99	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1BEXP|2SELL|3CGEN|4RCR|5aVULN|6AART|7ASPD|8CDMG|9DMG
140	12111 21424	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|2SELL|3CGEN|4RCR|5aVULN|6AART|7ASPD|8CDMG|9DMG
141	26111 22231	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aLSRICY
142	26111 22235	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aLHND
143	16111 22231	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aLSRICY
144	16111 22235	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aLHND
145	26111 22233	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aDUST
146	26111 22236	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aMBVNT
147	61521 41211	   	165.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3RCVC|458VULN|6RCR|7DMG|9BEXP|aZMB
148	61521 41221	   	165.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3RCVC|458VULN|6RCR|7DMG|9LHND|aZMB
149	23244 33311	   	165.71	DCR|2VULN|2DMG|1AART	1FEWX|28VULN|3ERES|4BEXP|5AART|6RCR|7LHND|9aDMG
150	24234 33311	   	165.71	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|3ERES|48VULN|5AART|6RCR|7LHND|9aDMG
151	16111 22233	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1aDUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB
152	16111 22236	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9ZMB|aMBVNT
153	61521 41231	   	165.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3RCVC|458VULN|6RCR|7DMG|9DUST|aZMB
154	61353 41221	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1LIT|25CDMG|3TLV|4ERES|6RCR|7DMG|8aVULN|9AART
155	51642 32131	   	165.53	ACR|3DMG|1VULN|1CDMG|1ZMB	1aRCVC|2LWND|3CDMG|4RCR|5VULN|6ZMB|789DMG
156	53642 32131	   	165.53	ACR|3DMG|1VULN|1CDMG|1ZMB	1aRCVC|2BEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG
157	16111 26232	 * 	165.44	ACR|2VULN|2AART|2ZMB|1CDMG	1DUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9aZMB
158	52442 64711	   	165.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2MBVNT|3LHND|4DUR|5AART|6VULN|7ZMB|8RCR|9aDMG
159	16261 12115	   	165.13	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1DUST|2CDMG|3ASPD|4aDUR|56VULN|78DMG|9RCR
160	36322 35213	   	165.00	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1BEXP|29DMG|3RMIN|4VULN|5AART|6aDUR|7RCR|8ASPD
161	36322 35223	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1BEXP|2DMG|3RMIN|49VULN|5AART|6aDUR|7RCR|8ASPD
162	45621 21331	   	164.98	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RPLT|2DMG|37ASPD|4ZMB|58VULN|6AART|9RCR|aBEXP
163	45621 21333	   	164.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RPLT|2DMG|37ASPD|4ZMB|58VULN|6AART|9RCR|aDUST
164	52125 34134	   	164.78	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3aFEWX|4aVULN|5CDMG|6RCR|7AART|8DMG|9aBEXP|aBPWR
165	16111 24322	   	164.72	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	18DUST|28CDMG|3CGEN|4RCR|5aVULN|6AART|78DUR|8BPWR|9ASPD
166	52125 34127	   	164.58	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39FEWX|4aVULN|5CDMG|6RCR|7AART|8DMG
