0	Index      	 *	Score 	Summary	Detail	
1	34363 22342	 * 	203.68	ACR|4VULN|3DMG|1CDMG|1ASPD|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9ASPD|aCDMG
44	34363 22334	   	189.93	ACR|4VULN|3DMG|1DUR|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9DLOT|aDUR
45	34363 24231	   	189.93	ACR|4VULN|3DMG|1ASPD|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9DLOT|aASPD
46	34363 62121	   	189.66	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9DUR|aASPD
47	34363 12121	   	189.56	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR|aASPD
48	34363 13115	   	189.53	ACR|3VULN|3DMG|1CDMG|1DUR	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9CDMG|aDUR
49	54361 23121	   	189.32	ACR|3VULN|2DMG|1AART|2DUR	1aDUST|27DMG|36aVULN|4RCR|5aDUR|8BELT|9AART|aBPWR
50	34363 22116	 * 	188.76	ACR|3VULN|3DMG|2CDMG|1SELL	1BEXP|259DMG|356VULN|4RCR|5BPWR|7SELL|8aCDMG
51	34461 23212	   	188.72	ACR|3DMG|2VULN|1AART|2DUR	1BEXP|279DMG|35DUR|4RCR|68VULN|aAART
52	34363 11161	   	188.45	ACR|3DMG|2VULN|1AART|1ZMB|1SELL	1BEXP|259DMG|35VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aZMB
53	64232 33235	 * 	187.70	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aDUR|29DMG|3aCGEN|4CDMG|5BEXP|6aVULN|7RCR|8AART|aBPWR
54	54363 12112	   	187.39	ACR|3DMG|2VULN|1AART|1ZMB	16DUST|259DMG|35VULN|4RCR|5BPWR|7CGEN|8ZMB|aAART
55	34313 25144	 * 	186.62	DCR|4VULN|3DMG|1ZMB	17BEXP|257DMG|3567VULN|4MBVNT|57BPWR|8LHND|9ZMB|aRCR
56	54363 21223	 * 	186.53	ACR|2VULN|2DMG|2AART|1CDMG	1DUST|25DMG|35VULN|4RCR|5BPWR|6RPLT|7BELT|8CDMG|9aAART
57	34313 25344	   	186.52	DCR|4VULN|3DMG|1ZMB	17BEXP|257DMG|3567VULN|4MBVNT|57BPWR|8LEGI|9ZMB|aRCR
58	34363 11152	   	184.38	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1BEXP|25DMG|359VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aDUR
59	34363 11126	   	184.38	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1BEXP|25DMG|35aVULN|4RCR|5BPWR|6DUST|7SELL|8AART|9DUR
60	34313 72171	 * 	183.72	DCR|3DMG|2VULN|1AART|1CDMG	1BEXP|259DMG|35VULN|4MBVNT|5BPWR|6FEWX|7CDMG|8AART|aRCR
61	34313 12171	   	183.62	DCR|3DMG|2VULN|1AART|1CDMG	1BEXP|259DMG|35VULN|4MBVNT|5BPWR|6DUST|7CDMG|8AART|aRCR
62	54313 42171	   	183.62	DCR|3DMG|2VULN|1AART|1CDMG	1DUST|259DMG|35VULN|4MBVNT|5BPWR|6BEXP|7CDMG|8AART|aRCR
63	35363 22342	 * 	183.37	ACR|4VULN|3ASPD|1DMG|1CDMG|1SELL	18BEXP|258ASPD|3568VULN|4RCR|58BPWR|7SELL|9DMG|aCDMG
64	34363 24122	   	183.24	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LHND|9DUST|aLWND
65	34363 24123	   	183.24	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LHND|9DUST|aCGEN
66	34363 24131	   	183.24	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LHND|9ERES|aRCVC
67	54361 13212	   	183.23	ACR|3DMG|2VULN|1AART|1DUR	16DUST|279DMG|38VULN|4RCR|5DUR|aAART
68	34363 23532	   	183.14	ACR|4VULN|3DMG	17BEXP|25aDMG|3569VULN|4RCR|5BPWR|8RCVC
69	34363 24322	   	183.14	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LEGI|9DUST|aLWND
70	34363 24323	   	183.14	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LEGI|9DUST|aCGEN
71	34363 24331	   	183.14	ACR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8LEGI|9ERES|aRCVC
72	34363 26222	   	183.14	ACR|4VULN|3DMG	1BEXP|258DMG|3569VULN|4RCR|5BPWR|7LIT|aMLV
73	34363 26223	   	183.14	ACR|4VULN|3DMG	1aBEXP|258DMG|3569VULN|4RCR|5BPWR|7LIT
74	34313 73413	 * 	183.12	DCR|3DMG|2VULN|1AART|1FLTHEA	1BEXP|257DMG|35VULN|4MBVNT|5BPWR|6FEWX|8FLTHEA|9AART|aRCR
75	34363 22311	   	183.09	ACR|4VULN|3DMG|1SELL	18aBEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9FEWX
76	34363 22315	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9FEWX|aDMSP
77	34363 22316	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9FEWX|aRCVC
78	34363 22322	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9RPLT|aRCVC
79	34363 22324	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9RPLT|aLHND
80	34363 22325	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9RPLT|aFEWX
81	34363 22326	   	183.09	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9RPLT|aLIT
82	34363 22361	   	183.09	ACR|4VULN|3DMG|1SELL	18aBEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9LWND
83	34363 24211	   	183.09	ACR|4VULN|3DMG|1SELL	17aBEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9FEWX
84	34363 24222	   	183.09	ACR|4VULN|3DMG|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9RPLT|aRCVC
85	34363 23211	   	183.04	ACR|4VULN|3DMG	17BEXP|259DMG|356aVULN|4RCR|5BPWR|8ERES
86	34363 25211	   	183.04	ACR|4VULN|3DMG	1BEXP|259DMG|356aVULN|4RCR|5BPWR|7RCVC|8ERES
87	54363 32211	   	183.04	ACR|4VULN|3DMG	1DUST|259DMG|356aVULN|4RCR|5BPWR|7CGEN|8RCVC
88	34313 13413	   	183.02	DCR|3DMG|2VULN|1AART|1FLTHEA	1BEXP|257DMG|35VULN|4MBVNT|5BPWR|6DUST|8FLTHEA|9AART|aRCR
89	54313 43413	   	183.02	DCR|3DMG|2VULN|1AART|1FLTHEA	1DUST|257DMG|35VULN|4MBVNT|5BPWR|6BEXP|8FLTHEA|9AART|aRCR
90	54313 73413	   	183.02	DCR|3DMG|2VULN|1AART|1FLTHEA	1DUST|257DMG|35VULN|4MBVNT|5BPWR|6FEWX|8FLTHEA|9AART|aRCR
91	34363 22313	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9FEWX|aERES
92	34363 22314	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9FEWX|aDUST
93	34363 22323	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9RPLT|aDUST
94	34363 22332	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9DLOT|aMLV
95	34363 22333	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9DLOT|aFEWX
96	34363 22335	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9DLOT|aRMIN
97	34363 22351	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9MBVNT|aFEWX
98	34363 22363	   	182.99	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9LWND|aERES
99	34363 24213	   	182.99	ACR|4VULN|3DMG|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9FEWX|aERES
100	34363 24223	   	182.99	ACR|4VULN|3DMG|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9RPLT|aDUST
101	34363 24232	   	182.99	ACR|4VULN|3DMG|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9DLOT|aMLV
102	34363 24233	   	182.99	ACR|4VULN|3DMG|1SELL	17BEXP|257DMG|3567VULN|4RCR|57BPWR|8SELL|9DLOT|aFEWX
103	34363 22353	   	182.89	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9MBVNT|aERES
104	34363 22354	   	182.89	ACR|4VULN|3DMG|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9MBVNT|aNUKE
105	54363 31211	   	182.84	ACR|4VULN|3DMG	17DUST|259DMG|356aVULN|4RCR|5BPWR|8ERES
106	34363 13262	   	182.79	ACR|4VULN|3DMG|1SELL	1BEXP|257DMG|359aVULN|4RCR|5BPWR|6DUST|8SELL
107	34363 23134	 * 	182.79	ACR|3VULN|3DMG|2ASPD	17aBEXP|25aDMG|356VULN|4RCR|5aBPWR|8LWND|9aASPD
108	34363 62111	   	182.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9MGNLIT|aASPD
109	34363 62122	   	182.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9DUR|aMLV
110	34363 62123	   	182.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aBEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9DUR
111	34363 23113	   	182.69	ACR|3VULN|3DMG|1CDMG	17BEXP|259DMG|356VULN|4RCR|5BPWR|8LWND|aCDMG
112	34363 25113	   	182.69	ACR|3VULN|3DMG|1CDMG	1BEXP|259DMG|356VULN|4RCR|5BPWR|7RCVC|8LWND|aCDMG
113	34363 63111	   	182.69	ACR|3VULN|3DMG|1CDMG	1aBEXP|257DMG|358VULN|4RCR|5BPWR|6FEWX|9CDMG
114	13152 14422	 * 	182.67	DCR|3VULN|2DMG|1AART	17ERES|27LIT|3AART|4RMIN|57DMG|6RCR|7BPWR|89aVULN
115	34363 22134	   	182.64	ACR|3VULN|3DMG|1CDMG|1SELL	1aBEXP|25aDMG|356VULN|4RCR|5aBPWR|7SELL|8CDMG|9aLHND
116	34363 12111	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9MGNLIT|aASPD
117	34363 12116	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9MGNLIT|aDUR
118	34363 12122	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR|aMLV
119	34363 12123	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aBEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR
120	34363 12124	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR|aRCVC
121	34363 12125	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR|aLHND
122	34363 62131	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9AIRHEL|aASPD
123	34363 13111	   	182.59	ACR|3VULN|3DMG|1CDMG	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9CDMG|aFEWX
124	34363 13532	   	182.59	ACR|3VULN|3DMG|1CDMG	19BEXP|257DMG|35aVULN|4RCR|5BPWR|6DUST|8CDMG
125	34363 21411	   	182.59	ACR|3VULN|3DMG|1CDMG	1BEXP|258DMG|356VULN|4RCR|5BPWR|7DUST|9CDMG|aFEWX
126	34363 23216	   	182.59	ACR|3VULN|3DMG|1CDMG	17BEXP|259DMG|356VULN|4RCR|5BPWR|8ERES|aCDMG
127	34363 31213	   	182.59	ACR|3VULN|3DMG|1CDMG	1BEXP|259DMG|358VULN|4RCR|5BPWR|6TLV|7CGEN|aCDMG
128	34363 41213	   	182.59	ACR|3VULN|3DMG|1CDMG	1BEXP|259DMG|358VULN|4RCR|5BPWR|6ERES|7CGEN|aCDMG
129	34363 63113	   	182.59	ACR|3VULN|3DMG|1CDMG	1BEXP|257DMG|358VULN|4RCR|5BPWR|6FEWX|9CDMG|aERES
130	13152 11422	   	182.57	DCR|3VULN|2DMG|1AART	1ERES|2LIT|3AART|4RMIN|57DMG|6RCR|89aVULN
131	64322 23216	   	182.56	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3aVULN|4LWND|5CDMG|6ZMB|7RCR|8AART|9ASPD
132	64322 23231	   	182.56	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|29DMG|3VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aASPD
133	64322 23261	   	182.56	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|39VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aASPD
134	34363 12131	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9AIRHEL|aASPD
135	34363 12136	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9AIRHEL|aDUR
136	34363 12141	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9NUKE|aASPD
137	34363 13113	   	182.49	ACR|3VULN|3DMG|1CDMG	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9CDMG|aERES
138	34363 13114	   	182.49	ACR|3VULN|3DMG|1CDMG	1BEXP|257DMG|358VULN|4RCR|5BPWR|6aDUST|9CDMG
139	34363 13116	   	182.49	ACR|3VULN|3DMG|1CDMG	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9CDMG|aTLV
140	34363 21413	   	182.49	ACR|3VULN|3DMG|1CDMG	1BEXP|258DMG|356VULN|4RCR|5BPWR|7DUST|9CDMG|aERES
141	54363 31113	   	182.49	ACR|3VULN|3DMG|1CDMG	17DUST|259DMG|356VULN|4RCR|5BPWR|8LWND|aCDMG
142	34363 22112	   	182.44	ACR|3VULN|3DMG|1CDMG|1SELL	1BEXP|259DMG|356VULN|4RCR|5BPWR|7SELL|8CDMG|aLIT
143	34363 22113	   	182.44	ACR|3VULN|3DMG|1CDMG|1SELL	1BEXP|259DMG|356VULN|4RCR|5BPWR|7SELL|8CDMG|aMLV
144	34363 22115	   	182.44	ACR|3VULN|3DMG|1CDMG|1SELL	1BEXP|259DMG|356VULN|4RCR|5BPWR|7SELL|8CDMG|aLHND
145	34363 22114	   	182.34	ACR|3VULN|3DMG|1CDMG|1SELL	1BEXP|259DMG|356VULN|4RCR|5BPWR|7SELL|8CDMG|aTLV
146	64232 33233	   	182.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|29DMG|3CGEN|4CDMG|5BEXP|6aVULN|7RCR|8AART
147	64234 23233	   	182.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|29DMG|3CGEN|4CDMG|5aVULN|6FEWX|7RCR|8AART
148	64362 23233	   	182.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|29DMG|3aVULN|4BEXP|5CDMG|6CGEN|7RCR|8AART
149	64236 33233	   	182.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|29DMG|3CGEN|4CDMG|5DUST|6aVULN|7RCR|8AART
150	34363 12242	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8RCVC|9AART|aDUR
151	34363 12342	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|9AART|aDUR
152	34363 31342	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7CGEN|8CDMG|9AART|aDUR
153	34363 32342	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|8CDMG|9AART|aDUR
154	34363 33151	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7DUST|8CDMG|9AART|aASPD
155	64332 31224	 * 	181.67	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|28DMG|3VULN|4RMIN|57AART|6ZMB|9CDMG|aRCR
156	34363 34321	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7ASPD|8CDMG|aAART
157	34363 23225	   	181.04	ACR|4VULN|2DMG|1CDMG	17BEXP|25DMG|356aVULN|4RCR|5BPWR|8ERES|9CDMG
158	46223 43121	 * 	180.80	ACR|2VULN|1AART|1DMG|2CDMG|2DUR|1SELL	1SELL|2RCR|3RMIN|4aCDMG|5BELT|6DMG|7aVULN|8aDUR|9AART|aBPWR
159	64232 33253	 * 	180.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3CGEN|4CDMG|5BEXP|69aVULN|7RCR|8AART
160	34363 22122	 * 	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	1BEXP|25DMG|356VULN|4RCR|5BPWR|7SELL|89CDMG|aDUR
161	34363 26232	   	180.04	ACR|3VULN|3DMG|1ZMB	1BEXP|258DMG|356VULN|4RCR|5BPWR|7LIT|9LHND|aZMB
162	34363 13142	   	179.94	ACR|3VULN|3DMG|1ZMB	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9LIT|aZMB
163	34363 63132	   	179.94	ACR|3VULN|3DMG|1ZMB	1BEXP|257DMG|358VULN|4RCR|5BPWR|6FEWX|9ERES|aZMB
164	54363 32113	   	179.94	ACR|3VULN|3DMG|1ZMB	1DUST|259DMG|356VULN|4RCR|5BPWR|7CGEN|8ZMB|aFEWX
165	34363 13132	   	179.84	ACR|3VULN|3DMG|1ZMB	1BEXP|257DMG|358VULN|4RCR|5BPWR|6DUST|9ERES|aZMB
166	34363 21432	   	179.84	ACR|3VULN|3DMG|1ZMB	1BEXP|258DMG|356VULN|4RCR|5BPWR|7DUST|9ERES|aZMB
167	35363 35232	 * 	178.76	ACR|3VULN|1AART|3ASPD|1DMG	1BEXP|259ASPD|358VULN|4RCR|5BPWR|6TLV|7DMG|aAART
168	16612 33236	 * 	178.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12ERES|34AART|5DUR|6RCR|79VULN|8DMG|aZMB
169	45233 32412	   	178.54	ACR|3DMG|2VULN|1AART|1SELL	1SELL|2RPLT|3RCR|45VULN|5BPWR|6TLV|789DMG|aAART
170	35363 12161	 * 	177.96	ACR|2VULN|1AART|3ASPD|1DMG|1CDMG	1BEXP|25aASPD|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DMG
