0	Index      	 *	Score 	Summary	Detail	
1	33426 53123	 * 	298.13	DCR|2TLV|2VULN|2DMG|1AEPOI|1AART|1SELL	1ERES|25VULN|3SELL|45DMG|5BPWR|6RCR|7AART|8AEPOI|9aTLV
12	13333 41636	 * 	283.96	DCR|3TLV|2VULN|2AEPOI|2RAT	17AEPOI|26RAT|379TLV|47VULN|5RPLT|7BPWR|8ZMB|aRCR
13	62123 43236	   	282.29	ACR|DCR|2VULN|1TLV	1FEWX|2aRCR|3LHND|49VULN|5TLV|6RAT|7AAC|8LIT
14	62223 43236	   	282.29	ACR|DCR|2VULN|1TLV	1FEWX|2aRCR|3LWND|49VULN|5TLV|6RAT|7AAC|8LIT
15	42123 43236	   	282.19	ACR|DCR|2VULN|1TLV	1DUST|2aRCR|3LHND|49VULN|5TLV|6RAT|7AAC|8LIT
16	42223 43236	   	282.19	ACR|DCR|2VULN|1TLV	1DUST|2aRCR|3LWND|49VULN|5TLV|6RAT|7AAC|8LIT
17	42631 33236	   	282.19	ACR|DCR|2VULN|1TLV	1DUST|2aRCR|3RAT|49VULN|5TLV|6LHND|7AAC|8LIT
18	21363 51112	   	281.95	ACR|DCR|1TLV|1VULN|1DMG	1AAC|2aRCR|3LEGI|4DUR|5DMG|6DUST|7TLV|8ZMB|9VULN
19	13336 13161	 * 	281.26	DCR|3VULN|2TLV|1AEPOI	1AEPOI|2RAT|39TLV|45aVULN|6ERES|7RCVC|8RCR
20	42631 51314	 * 	281.26	ACR|3VULN|2TLV|1AEFBLL	17DUST|2RCR|3RAT|478VULN|57TLV|6MBVNT|7BPWR|9CGEN|aAEFBLL
21	13336 34532	   	279.97	DCR|2TLV|2VULN|1AEPOI|1CDMG	1AEPOI|2RAT|39TLV|45VULN|6RMIN|7CDMG|8DUR|aRCR
22	13523 32313	   	279.46	DCR|DCR|1TLV|1DMG|1AEPOI|1CDMG|1AART	1AEPOI|2RAT|3CGEN|4CDMG|5AART|69RCR|7BEXP|8DMG|aTLV
23	12434 12521	   	279.45	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69VULN|8DUR|aDMG
24	21343 51612	   	279.00	ACR|DCR|1TLV|1VULN|1DMG|1ASPD	1AAC|2aRCR|3LEGI|4BEXP|5DMG|6DUST|7TLV|8ASPD|9VULN
25	21625 12242	   	278.86	ACR|DCR|1TLV|1VULN|1DMG|1CDMG|1SELL	1AAC|2aRCR|3CDMG|4CGEN|5SELL|6VULN|7TLV|8MDPS|9DMG
26	25335 63121	 * 	278.41	DCR|2TLV|2VULN|2DMG|1AART	1AAC|2AART|39BEXP|4aDMG|5LEGI|69TLV|7RCR|89VULN|9BPWR
27	13333 41426	   	277.02	DCR|3TLV|2VULN|2AEPOI|2RAT	17AEPOI|26RAT|378TLV|47VULN|5RPLT|7BPWR|9MLV|aRCR
28	13333 41436	   	277.02	DCR|3TLV|2VULN|2AEPOI|2RAT	17AEPOI|26RAT|378TLV|47VULN|5RPLT|7BPWR|9AME|aRCR
29	13326 33632	 * 	276.49	DCR|2TLV|1VULN|1DMG|1AEPOI|2CDMG	1AEPOI|2RAT|39TLV|46CDMG|5DMG|7DUR|8VULN|aRCR
30	13326 35532	   	276.49	DCR|2TLV|1VULN|1DMG|1AEPOI|2CDMG	1AEPOI|2RAT|39TLV|46CDMG|5DMG|7VULN|8DUR|aRCR
31	31111 61515	 * 	275.83	DCR|2TLV|2VULN|2ASPD|1AEFBLL	1ERES|2MDPS|3aASPD|4FEWX|5AEFBLL|6RCR|7aTLV|8MLV|9aVULN|aBPWR
32	21366 51112	   	275.54	ACR|DCR|1TLV|1VULN|1ASPD	1AAC|2aRCR|3LEGI|4DUR|5ASPD|6DUST|7TLV|8ZMB|9VULN
33	13315 12514	   	275.51	DCR|3VULN|1TLV|1AEPOI|2RAT|1CDMG	1AEPOI|28RAT|3TLV|4CANSTR|589VULN|6CDMG|78AME|8BPWR|aRCR
34	62212 11316	   	275.35	ACR|DCR|2VULN|1TLV	148FEWX|2aRCR|3LWND|59VULN|6BEXP|7TLV
35	62225 11316	   	275.35	ACR|DCR|2VULN|1TLV	158FEWX|2aRCR|3LWND|49VULN|6BEXP|7TLV
36	42225 21316	   	275.25	ACR|DCR|2VULN|1TLV	1DUST|2aRCR|3LWND|49VULN|568FEWX|7TLV
37	52225 21316	   	275.25	ACR|DCR|2VULN|1TLV	1LWND|2aRCR|3LEGI|49VULN|568FEWX|7TLV
38	52325 21316	   	275.25	ACR|DCR|2VULN|1TLV	1LWND|2aRCR|3AETHUN|49VULN|568FEWX|7TLV
39	62212 21316	   	275.25	ACR|DCR|2VULN|1TLV	148FEWX|2aRCR|3LWND|59VULN|6AETHUN|7TLV
40	62212 51316	   	275.25	ACR|DCR|2VULN|1TLV	148FEWX|2aRCR|3LWND|59VULN|6DUST|7TLV
41	62225 21316	   	275.25	ACR|DCR|2VULN|1TLV	158FEWX|2aRCR|3LWND|49VULN|6AETHUN|7TLV
42	21131 54326	 * 	275.01	ACR|DCR|1TLV|1VULN|1AEFBLL	1AAC|2aRCR|3SPLARM|4ERES|5DUR|6TLV|7VULN|8AEFBLL|9AME
43	42631 51322	   	274.84	ACR|3VULN|2TLV|1ASPD	17DUST|2RCR|3RAT|478VULN|57TLV|6MBVNT|7BPWR|9FEWX|aASPD
44	42631 51334	   	274.84	ACR|3VULN|2TLV|1ASPD	17DUST|2RCR|3RAT|478VULN|57TLV|6MBVNT|7BPWR|9BELT|aASPD
45	42631 51321	   	274.84	ACR|3TLV|3VULN	17DUST|2RCR|3RAT|478VULN|57aTLV|6MBVNT|7BPWR|9FEWX
46	12434 12122	   	274.42	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69aVULN|8BEXP
47	12434 12622	   	274.42	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69aVULN|8LHND
48	12434 63122	   	274.42	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|56TLV|79aVULN|8BEXP
49	11324 12122	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69aVULN|8BEXP
50	11324 12254	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69aVULN|8CGEN
51	11324 63122	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|56TLV|79aVULN|8BEXP
52	12324 12122	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|57TLV|69aVULN|8BEXP
53	12434 12322	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69aVULN|8DUST
54	12434 63322	   	274.32	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|56TLV|79aVULN|8DUST
55	21222 33123	   	274.28	ACR|2TLV|2VULN|1AEPOI|1CDMG|1AART	1AAC|2RCR|3ERES|45VULN|6CDMG|7AART|8AEPOI|9aTLV
56	12324 12322	   	274.22	ACR|3VULN|2TLV|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|57TLV|69aVULN|8DUST
57	21214 12354	   	274.22	ACR|3VULN|2TLV|1DMG	1AAC|2RCR|34ERES|57TLV|69aVULN|8DMG
58	23324 12354	   	274.22	ACR|3VULN|2TLV|1DMG	1AAC|2AEWIND|3RCR|4ERES|57TLV|69aVULN|8DMG
59	21222 12221	   	274.22	ACR|3VULN|2TLV|1DMG	1AAC|2RCR|3ERES|459VULN|6DMG|7aTLV|8MDPS
60	31413 43221	 * 	274.22	DCR|3VULN|2TLV|2AEPOI	1ERES|2MDPS|359VULN|45AEPOI|5BPWR|6aTLV|7RCR|8BEXP
61	31413 43321	   	274.22	DCR|3VULN|2TLV|2AEPOI	1ERES|2MDPS|359VULN|45AEPOI|5BPWR|6aTLV|7RCR|8LWND
62	31423 43221	 * 	274.22	DCR|3VULN|2TLV|2AEBURN	1ERES|2MDPS|359VULN|45AEBURN|5BPWR|6aTLV|7RCR|8BEXP
63	31423 43321	   	274.22	DCR|3VULN|2TLV|2AEBURN	1ERES|2MDPS|359VULN|45AEBURN|5BPWR|6aTLV|7RCR|8LWND
64	31433 23152	   	274.18	DCR|2TLV|2VULN|1DMG|1ASPD|1AART	18ERES|2MDPS|38VULN|4DMG|5MSLFST|6AART|78TLV|8BPWR|9ASPD|aRCR
65	62412 22223	   	273.24	ACR|2TLV|2VULN|1DMG|1CDMG	18FEWX|2RCR|3TSLHEL|48TLV|5CDMG|6LHND|78VULN|8BPWR|9DUR|aDMG
66	42412 22223	   	273.04	ACR|2TLV|2VULN|1DMG|1CDMG	18DUST|2RCR|3TSLHEL|48TLV|5CDMG|6LHND|78VULN|8BPWR|9DUR|aDMG
67	61362 13236	   	272.99	ACR|DCR|1TLV|1VULN|1AART	1FEWX|2DUR|3VULN|49RCR|5MDPS|6TLV|7FRZARM|8AAC|aAART
68	21222 33126	   	272.77	ACR|3VULN|1TLV|1AEPOI|1CDMG|1AART	1AAC|2RCR|3ERES|45aVULN|6CDMG|7AART|8AEPOI|9TLV
69	21312 11242	   	272.39	ACR|DCR|1TLV|1VULN|1DMG	1AAC|2aRCR|3LEGI|4CGEN|5VULN|6BEXP|7TLV|8ZMB|9DMG
70	21312 51242	   	272.29	ACR|DCR|1TLV|1VULN|1DMG	1AAC|2aRCR|3LEGI|4CGEN|5VULN|6DUST|7TLV|8ZMB|9DMG
71	21343 51112	   	272.29	ACR|DCR|1TLV|1VULN|1DMG	1AAC|2aRCR|3LEGI|4BEXP|5DMG|6DUST|7TLV|8ZMB|9VULN
72	33426 53113	 * 	271.93	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART|1SELL	1ERES|25VULN|3SELL|45DMG|5BPWR|6RCR|7AART|8AEPOI|9AME|aTLV
73	33426 53122	 * 	271.93	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART|1SELL	1ERES|25VULN|3SELL|45DMG|5BPWR|6RCR|7AART|8AEPOI|9TLV|aLHND
74	33426 53121	 * 	271.83	DCR|2VULN|1TLV|2DMG|2AEPOI|1AART|1SELL	1ERES|25VULN|3SELL|45DMG|5BPWR|6RCR|7AART|8aAEPOI|9TLV
75	62412 52332	   	271.52	ACR|3VULN|1TLV|1AEFBLL|1CDMG	1FEWX|2RCR|3TSLHEL|4TLV|5CDMG|679VULN|8AEFBLL|aDUR
76	42631 51344	   	270.85	ACR|3VULN|2TLV	17DUST|2RCR|3RAT|478VULN|57TLV|6MBVNT|7BPWR|9DUR|aLHND
77	42631 51343	   	270.75	ACR|3VULN|2TLV	17DUST|2RCR|3RAT|478VULN|57TLV|6MBVNT|7BPWR|9DUR|aERES
78	13333 61256	   	270.41	DCR|3TLV|2VULN|2AEPOI	17AEPOI|2RAT|367TLV|47VULN|5RPLT|7BPWR|89AME|aRCR
79	13333 61266	   	270.41	DCR|3TLV|2VULN|2AEPOI	17AEPOI|2RAT|367TLV|47VULN|5RPLT|7BPWR|8AME|9RCVC|aRCR
80	13333 61426	   	270.41	DCR|3TLV|2VULN|2AEPOI	17AEPOI|2RAT|367TLV|47VULN|5RPLT|7BPWR|8RCVC|9MLV|aRCR
81	13333 61436	   	270.41	DCR|3TLV|2VULN|2AEPOI	17AEPOI|2RAT|367TLV|47VULN|5RPLT|7BPWR|8RCVC|9AME|aRCR
82	13336 14352	 * 	270.39	DCR|2VULN|1TLV|2CDMG|1DMG|1AEPOI	1AEPOI|2RAT|3TLV|45VULN|6ERES|78CDMG|9DMG|aRCR
83	13333 41652	   	270.31	DCR|2TLV|2VULN|2AEPOI|2RAT	17AEPOI|26RAT|37TLV|47VULN|5RPLT|7BPWR|8ZMB|9TSLFST|aRCR
84	13336 34132	   	270.31	DCR|2TLV|2VULN|1AEPOI|1CDMG	1AEPOI|2RAT|39TLV|45VULN|6RMIN|7CDMG|8LHND|aRCR
85	52323 22331	   	270.21	ACR|2TLV|2VULN|1DMG|1ASPD	1LWND|2RCR|3AETHUN|48VULN|5aTLV|6ASPD|7RAT|9DMG
86	12434 12121	   	269.79	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69VULN|8BEXP|aDMG
87	12434 12621	   	269.79	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69VULN|8LHND|aDMG
88	12434 63121	   	269.79	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|56TLV|79VULN|8BEXP|aDMG
89	11324 12121	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8BEXP|aDMG
90	11324 63121	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|56TLV|79VULN|8BEXP|aDMG
91	12324 12121	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|57TLV|69VULN|8BEXP|aDMG
92	12434 12321	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|57TLV|69VULN|8DUST|aDMG
93	12434 63321	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3MLV|4RCR|56TLV|79VULN|8DUST|aDMG
94	11324 12351	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8DMG|aLIT
95	11324 12352	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8DMG|aRCVC
96	11324 12353	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8DMG|aFEWX
97	11324 12356	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8DMG|aLHND
98	11324 12364	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|29MLV|3RCR|4ERES|57TLV|6aVULN|8DMG
99	11324 63351	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|56TLV|79VULN|8DMG|aLIT
100	11324 63352	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|56TLV|79VULN|8DMG|aRCVC
101	11324 63353	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|56TLV|79VULN|8DMG|aFEWX
102	12324 12244	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|28CGEN|3RCR|4ERES|57TLV|6aVULN|9DMG
103	14324 12351	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2RMIN|3RCR|4ERES|57TLV|69VULN|8DMG|aLIT
104	14324 12352	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2RMIN|3RCR|4ERES|57TLV|69VULN|8DMG|aRCVC
105	14324 12353	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2RMIN|3RCR|4ERES|57TLV|69VULN|8DMG|aFEWX
106	21264 12351	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AAC|2RCR|3ERES|4AEPOI|57TLV|69VULN|8DMG|aLIT
107	21264 12352	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AAC|2RCR|3ERES|4AEPOI|57TLV|69VULN|8DMG|aRCVC
108	21264 12353	   	269.69	ACR|2TLV|2VULN|1DMG|1AEPOI	1AAC|2RCR|3ERES|4AEPOI|57TLV|69VULN|8DMG|aFEWX
109	12324 12321	   	269.59	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|57TLV|69VULN|8DUST|aDMG
110	11324 12355	   	269.59	ACR|2TLV|2VULN|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4ERES|57TLV|69VULN|8DMG|aMDPS
111	13333 41286	 * 	269.59	DCR|2TLV|2VULN|2AEPOI|3RAT	17AEPOI|269RAT|37TLV|47VULN|5RPLT|7BPWR|8MBVNT|aRCR
112	21222 12211	 * 	269.59	ACR|2TLV|2VULN|1AEFBLL|1DMG	1AAC|2RCR|3ERES|45VULN|6DMG|7aTLV|8MDPS|9AEFBLL
113	52223 21641	 * 	269.51	ACR|3TLV|2VULN|2ASPD	189LWND|2RCR|3LEGI|4aVULN|57aTLV|6aASPD|aBPWR
114	12324 11322	 * 	269.16	ACR|4VULN|1TLV|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|5TLV|689aVULN|7LWND
115	12324 15322	   	269.16	ACR|4VULN|1TLV|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|5TLV|689aVULN|7FEWX
116	21222 12454	 * 	269.16	ACR|4VULN|1TLV|1DMG	1AAC|2RCR|3ERES|459aVULN|6DMG|7TLV|8DMSP
117	12324 14322	   	269.06	ACR|4VULN|1TLV|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|5TLV|689aVULN|7DUST
118	13315 13614	   	268.70	DCR|3VULN|1TLV|1AEPOI|1CDMG	1AEPOI|2RAT|3TLV|4CANSTR|589VULN|6CDMG|7AAC|aRCR
119	42612 61312	 * 	268.70	ACR|3VULN|1TLV|1AEBURN|1CDMG	1DUST|2RCR|3RAT|4AEBURN|5TLV|6CDMG|79aVULN|8AME
120	13652 31312	   	268.56	DCR|3VULN|1TLV|1AEPOI|1ASPD|1SELL	1AEPOI|2RAT|3ASPD|4SELL|5LWND|6RCR|79aVULN|8TLV
121	62412 22241	   	268.20	ACR|3VULN|2TLV|1CDMG	18FEWX|2RCR|3TSLHEL|48TLV|5CDMG|6LHND|789VULN|8BPWR|aAAC
122	62412 22242	   	268.20	ACR|3VULN|2TLV|1CDMG	18FEWX|2RCR|3TSLHEL|48TLV|5CDMG|6aLHND|789VULN|8BPWR
123	62412 22243	   	268.20	ACR|3VULN|2TLV|1CDMG	18FEWX|2RCR|3TSLHEL|48TLV|5CDMG|6LHND|789VULN|8BPWR|aLWND
124	11433 13354	   	268.18	ACR|3VULN|1TLV|1DMG|1AEPOI	1AEPOI|23MLV|4RCR|5TLV|6ERES|79aVULN|8DMG
125	12324 11321	   	268.18	ACR|3VULN|1TLV|1DMG|1AEPOI	1AEPOI|2CGEN|3RCR|4ERES|5TLV|689VULN|7LWND|aDMG
126	12324 15321	   	268.18	ACR|3VULN|1TLV|1AEPOI|1DMG	1AEPOI|2CGEN|3RCR|4ERES|5TLV|689VULN|7FEWX|aDMG
127	11363 13354	   	268.18	ACR|3VULN|1TLV|1DMG|1AEPOI	1AEPOI|2MLV|3RCR|4RCVC|5TLV|6ERES|79aVULN|8DMG
