0	Index      	 *	Score 	Summary	Detail	
1	15262 14131	 * 	201.67	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP	1BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|7SPLARM|8VULN|9ZMB|aBASARM
29	15262 11531	   	181.82	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	17BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8CGEN|9AART|aCDMG
30	12461 23622	 * 	181.31	ACR|1BASARM|1BASICY|1BEXP|1CDMG	1BEXP|2ERES|3DUST|4RCR|5MSLREG|6FLTFST|7BASICY|8CDMG|9VENTOX|aBASARM
31	12261 14131	 * 	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1BEXP|2ERES|3DUR|4RCR|5MSLREG|6MDPS|7AME|8DMG|9CDMG|aBASARM
32	15261 33531	   	180.75	ACR|2ASPD|2BEXP|1VULN|1CDMG	18BEXP|28ASPD|3DUR|4RCR|5MULARM|678LWND|8BPWR|9CDMG|aVULN
33	15262 11111	 * 	180.62	ACR|2VULN|2BEXP|1ASPD|1DMG	17BEXP|2ASPD|3DUR|4RCR|58RPLT|6DMG|9aVULN
34	15262 11315	   	180.62	ACR|2VULN|2BEXP|1ASPD|1DMG	17BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8FEWX|9aVULN
35	16326 22236	 * 	180.55	ACR|2DMG|2BEXP|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7LWND|8aDMG|9AART
36	14216 22226	 * 	180.54	ACR|3BEXP|1BASICY|1DMG|2CDMG	178BEXP|26CDMG|346DUST|5RCR|6BPWR|9DMG|aBASICY
37	15462 11111	   	180.52	ACR|2VULN|2BEXP|1ASPD|1DMG	17BEXP|2ASPD|3DUST|4RCR|58RPLT|6DMG|9aVULN
38	15462 11321	   	180.52	ACR|2VULN|2BEXP|1ASPD|1DMG	17BEXP|2ASPD|3DUST|4RCR|5RPLT|6DMG|8BELT|9aVULN
39	15261 33511	   	180.51	ACR|2ASPD|2BEXP|1DMG|1AAC	18BEXP|28ASPD|3DUR|4RCR|5MULARM|678LWND|8BPWR|9AAC|aDMG
40	16326 24232	 * 	180.50	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7VULN|8DMG|9AART|aLIT
41	16326 26232	   	180.50	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7DMG|8VULN|9AART|aLIT
42	12266 21146	   	180.45	ACR|2ASPD|2BEXP|1VULN|1CDMG	17BEXP|2ERES|3DUR|4RCR|5MBVNT|6VULN|89ASPD|aCDMG
43	13266 21146	   	180.45	ACR|2ASPD|2BEXP|1VULN|1CDMG	17BEXP|2AAC|3DUR|4RCR|5MBVNT|6VULN|89ASPD|aCDMG
44	15262 11143	   	180.41	ACR|2DMG|2BEXP|1ASPD|1AAC	17BEXP|2ASPD|3DUR|4RCR|58RPLT|6aDMG|9AAC
45	25461 31211	 * 	180.41	ACR|2VULN|2ASPD|1DMG|1AAC	168LWND|28ASPD|3DUST|4RCR|5MULARM|78VULN|8BPWR|9AAC|aDMG
46	16326 24231	   	180.40	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7VULN|8DMG|9AART|aERES
47	16326 24233	   	180.40	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7VULN|8DMG|9AART|aMBVNT
48	16326 26231	   	180.40	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7DMG|8VULN|9AART|aERES
49	16326 26233	   	180.40	ACR|2BEXP|1VULN|1DMG|2CDMG|1AART	13BEXP|26DUST|46CDMG|5RCR|6BPWR|7DMG|8VULN|9AART|aMBVNT
50	11664 33331	   	180.29	ACR|1BASARM|1VULN|1DMG|1BEXP	1BEXP|2FEWX|39ZMB|4RCR|5BELT|6TLV|7BASARM|8VULN|aDMG
51	15261 61311	   	180.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1BEXP|2ASPD|3DUR|4RCR|5MULARM|6AEFBLL|7VULN|8FEWX|9RPLT|aBASARM
52	24123 32254	   	180.11	ACR|3DMG|1VULN|1AART|1CDMG	1LWND|2CDMG|379DMG|4TLV|5RCR|6ERES|8VULN|aAART
53	15262 11113	 * 	179.43	ACR|3BEXP|1ASPD|1DMG|1VULN	17aBEXP|2ASPD|3DUR|4RCR|58RPLT|6DMG|9VULN
54	15262 11422	 * 	179.43	ACR|3BEXP|1ASPD|1DMG|1CDMG	179BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8MLV|aCDMG
55	15262 25111	   	179.43	ACR|3BEXP|1ASPD|1DMG|1CDMG	169BEXP|2ASPD|3DUR|4RCR|5RPLT|7LWND|8CDMG|aDMG
56	15264 21211	   	179.43	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2ASPD|3DUR|4RCR|5FEWX|6VULN|8CGEN|aDMG
57	21664 21111	   	179.43	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3ZMB|4RCR|5FEWX|6VULN|8ASPD|aDMG
58	15462 11113	   	179.33	ACR|3BEXP|1ASPD|1DMG|1VULN	17aBEXP|2ASPD|3DUST|4RCR|58RPLT|6DMG|9VULN
59	11266 21111	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2FEWX|3TLV|4RCR|5LHND|6VULN|8ASPD|aDMG
60	12264 21111	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2ERES|3DUR|4RCR|5FEWX|6VULN|8ASPD|aDMG
61	13264 21111	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2AAC|3DUR|4RCR|5FEWX|6VULN|8ASPD|aDMG
62	21264 21111	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3TLV|4RCR|5FEWX|6VULN|8ASPD|aDMG
63	21666 21111	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3ZMB|4RCR|5MBVNT|6VULN|8ASPD|aDMG
64	21666 21411	   	179.33	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3ZMB|4RCR|5MBVNT|6VULN|8DMG|aASPD
65	12265 51111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2ERES|3DUR|4RCR|5DUST|6VULN|8ASPD|aDMG
66	12266 21111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2ERES|3DUR|4RCR|5MBVNT|6VULN|8ASPD|aDMG
67	13265 51111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2AAC|3DUR|4RCR|5DUST|6VULN|8ASPD|aDMG
68	13266 21111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	179BEXP|2AAC|3DUR|4RCR|5MBVNT|6VULN|8ASPD|aDMG
69	21265 51111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3TLV|4RCR|5DUST|6VULN|8ASPD|aDMG
70	21266 21111	   	179.23	ACR|3BEXP|1VULN|1ASPD|1DMG	1LWND|279BEXP|3TLV|4RCR|5MBVNT|6VULN|8ASPD|aDMG
71	15262 13163	   	179.22	ACR|2ASPD|1DMG|1BEXP|1CDMG|1AAC	1BEXP|29ASPD|3DUR|4RCR|5RPLT|6DMG|7RMIN|8CDMG|aAAC
72	16262 11263	 * 	178.76	ACR|3DMG|3BEXP	179BEXP|2DUST|39TLV|4RCR|5RPLT|69aDMG|8MDPS|9BPWR
73	24123 32223	   	178.69	ACR|3DMG|2VULN|1CDMG	19LWND|2CDMG|379DMG|4TLV|5RCR|6ERES|89VULN|9BPWR|aCGEN
74	24123 32226	   	178.69	ACR|3DMG|2VULN|1CDMG	19LWND|2CDMG|379DMG|4TLV|5RCR|6ERES|89VULN|9BPWR|aLHND
75	24123 32221	   	178.59	ACR|3DMG|2VULN|1CDMG	19LWND|2CDMG|379DMG|4TLV|5RCR|6ERES|89VULN|9BPWR|aMULARM
76	24123 32255	   	178.49	ACR|3DMG|2VULN|1CDMG	1LWND|2CDMG|379DMG|4TLV|5RCR|6ERES|8aVULN
77	25623 23351	   	178.27	ACR|2ASPD|3CDMG|1DMG|1BEXP	16LWND|2aASPD|3AME|467CDMG|5RCR|6BPWR|8BEXP|9DMG
78	13265 23123	   	178.14	ACR|2ASPD|2VULN|2BEXP	1aBEXP|2AAC|369DUR|4RCR|5DUST|7aVULN|8aASPD|aBPWR
79	13262 13124	 * 	178.14	ACR|2DMG|2BEXP|3CDMG	1aBEXP|2AAC|3DUR|4RCR|5RPLT|6aDMG|7RMIN|89aCDMG|aBPWR
80	13462 13124	   	178.04	ACR|2DMG|2BEXP|3CDMG	1aBEXP|2AAC|3DUST|4RCR|5RPLT|6aDMG|7RMIN|89aCDMG|aBPWR
81	13264 21362	 * 	178.01	ACR|3BEXP|1VULN|1ASPD|1BASICY	17aBEXP|2AAC|3DUR|4RCR|5FEWX|6VULN|8BASICY|9ASPD
82	13266 21374	 * 	177.99	ACR|2VULN|2BEXP|1ASPD|1BASICY	17BEXP|2AAC|3DUR|4RCR|5MBVNT|6aVULN|8BASICY|9ASPD
83	13266 14741	   	177.94	ACR|2VULN|2ASPD|2BEXP	18BEXP|2AAC|3DUR|4RCR|5MBVNT|68DUST|78VULN|8BPWR|9aASPD
84	13266 21144	   	177.94	ACR|2VULN|2ASPD|2BEXP	17BEXP|2AAC|3DUR|4RCR|5MBVNT|6aVULN|89ASPD
85	13266 21372	   	177.91	ACR|3BEXP|1VULN|1ASPD|1BASICY	17aBEXP|2AAC|3DUR|4RCR|5MBVNT|6VULN|8BASICY|9ASPD
86	12266 21481	   	177.70	ACR|2VULN|3BEXP|1ASPD|1AAC	178BEXP|2ERES|38DUR|4RCR|5MBVNT|68VULN|8BPWR|9AAC|aASPD
87	12266 21482	   	177.70	ACR|2VULN|3BEXP|1DMG|1AAC	178BEXP|2ERES|38DUR|4RCR|5MBVNT|68VULN|8BPWR|9AAC|aDMG
88	24123 66211	 * 	177.66	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4TLV|5RCR|6BEXP|9VULN|aZMB
89	24133 66211	   	177.66	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4AME|5RCR|6BEXP|9VULN|aZMB
90	24123 66212	   	177.56	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4TLV|5RCR|6BEXP|9VULN|aAME
91	24123 66213	   	177.56	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4TLV|5RCR|6BEXP|9VULN|aNUKE
92	24133 66212	   	177.56	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4AME|5RCR|6BEXP|9VULN|aTLV
93	24133 66213	   	177.56	ACR|3DMG|1VULN|1BEXP|1CDMG	1LWND|2CDMG|378DMG|4AME|5RCR|6BEXP|9VULN|aNUKE
94	14236 32226	 * 	177.49	ACR|1BASARM|2BEXP|2CDMG	19BEXP|24CDMG|3DUST|5RCR|6ERES|7MDPS|8CGEN|aBASARM
95	15262 21432	 * 	177.16	ACR|3BEXP|2ASPD|1AART	16aBEXP|2aASPD|3DUR|4RCR|5RPLT|7CGEN|8aMLV|9AART|aBPWR
96	21664 21113	   	177.16	ACR|3BEXP|2ASPD|1VULN	1aLWND|279BEXP|3aZMB|4RCR|5FEWX|6VULN|8aASPD|aBPWR
97	15262 22432	   	177.06	ACR|3BEXP|2ASPD|1AART	16aBEXP|2aASPD|3DUR|4RCR|5RPLT|7AME|8aMLV|9AART|aBPWR
98	15262 22532	   	177.06	ACR|3BEXP|2ASPD|1AART	16aBEXP|2aASPD|3DUR|4RCR|5RPLT|7AME|8aCGEN|9AART|aBPWR
99	11262 11263	 * 	176.86	ACR|3BEXP|2DMG|1AART	179BEXP|2FEWX|39TLV|4RCR|5RPLT|69DMG|8MDPS|9BPWR|aAART
100	24123 51242	   	176.27	ACR|2DMG|2BEXP|1AART|1CDMG	1LWND|2CDMG|38DMG|4TLV|5RCR|6RCVC|7AART|9aBEXP
101	24133 51242	   	176.27	ACR|2DMG|2BEXP|1AART|1CDMG	1LWND|2CDMG|38DMG|4AME|5RCR|6RCVC|7AART|9aBEXP
102	21261 26612	   	176.18	ACR|1BASARM|2BEXP|1AART	1LWND|29BEXP|3TLV|4RCR|5MSLREG|6FLTFST|7MLV|8BASARM|aAART
103	25623 24233	 * 	176.11	ACR|2DMG|1VULN|2CDMG|1ASPD	16LWND|2ASPD|3AME|46CDMG|5RCR|6BPWR|7VULN|8aDMG|9DUR
104	21261 22612	   	176.08	ACR|1BASARM|2BEXP|1AART	1LWND|29BEXP|3TLV|4RCR|5MSLREG|6FLTFST|7ERES|8BASARM|aAART
105	24123 36225	 * 	175.95	ACR|2VULN|2DMG|1BEXP|1CDMG	19LWND|2CDMG|39DMG|4TLV|5RCR|6ERES|7RCVC|89VULN|9BPWR|aBEXP
106	24133 36225	   	175.95	ACR|2VULN|2DMG|1BEXP|1CDMG	19LWND|2CDMG|39DMG|4AME|5RCR|6ERES|7RCVC|89VULN|9BPWR|aBEXP
107	33323 32266	   	175.91	ACR|2DMG|1VULN|1ASPD|2CDMG	1MLV|2DUST|3TLV|4aCDMG|5RCR|6ASPD|78DMG|9VULN
108	24521 27122	 * 	175.79	ACR|1VULN|2CDMG|1ASPD|1DMG|1BEXP	1LWND|28CDMG|3FEWX|4RCR|5DMG|6MBVNT|7VULN|9BEXP|aASPD
109	24163 23243	 * 	175.75	ACR|2DMG|2BEXP|1VULN|1CDMG	16LWND|2CDMG|38DMG|46CGEN|5RCR|6BPWR|7VULN|9aBEXP
110	24123 24243	   	175.55	ACR|2DMG|2BEXP|1VULN|1CDMG	16LWND|2CDMG|38DMG|46TLV|5RCR|6BPWR|7VULN|9aBEXP
111	24133 24243	   	175.55	ACR|2DMG|2BEXP|1VULN|1CDMG	16LWND|2CDMG|38DMG|46AME|5RCR|6BPWR|7VULN|9aBEXP
112	16326 23253	 * 	175.44	ACR|3BEXP|1VULN|2CDMG|1DMG	13aBEXP|26DUST|46CDMG|5RCR|6BPWR|7ERES|8VULN|9DMG
113	16326 24213	   	175.44	ACR|3BEXP|1VULN|2CDMG|1DMG	13aBEXP|26DUST|46CDMG|5RCR|6BPWR|7VULN|8DMG|9ERES
114	16326 26213	   	175.44	ACR|3BEXP|1VULN|2CDMG|1DMG	13aBEXP|26DUST|46CDMG|5RCR|6BPWR|7DMG|8VULN|9ERES
115	14236 25213	 * 	175.39	ACR|2DMG|3CDMG|1VULN|1BEXP|1SELL	1BEXP|246CDMG|36DUST|5RCR|6BPWR|7SELL|8aDMG|9VULN
116	24123 21244	 * 	175.06	ACR|3DMG|1BEXP|1AART|1CDMG	16LWND|2CDMG|38aDMG|46TLV|5RCR|6BPWR|7AART|9BEXP
117	24133 21244	   	175.06	ACR|3DMG|1BEXP|1AART|1CDMG	16LWND|2CDMG|38aDMG|46AME|5RCR|6BPWR|7AART|9BEXP
118	13261 31764	 * 	174.99	ACR|1BASARM|1BEXP|1AART|1CDMG	1BEXP|2AAC|3DUR|4RCR|5MULARM|6LWND|7MBVNT|8AART|9CDMG|aBASARM
119	13264 21361	   	174.59	ACR|2BEXP|1VULN|1ASPD|1BASICY|2AAC	17BEXP|2aAAC|3DUR|4RCR|5FEWX|6VULN|8BASICY|9ASPD
120	15262 11341	 * 	174.58	ACR|2BEXP|1ASPD|1DMG|1BASICY	17BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8FEWX|9MLV|aBASICY
121	15262 11411	   	174.58	ACR|2BEXP|1ASPD|1DMG|1BASICY	17BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8MLV|9LWND|aBASICY
122	15262 11511	   	174.58	ACR|2BEXP|1BASICY|1DMG|1ASPD	17BEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|8CGEN|9LWND|aBASICY
123	13266 21371	   	174.49	ACR|2BEXP|1VULN|1ASPD|1BASICY|2AAC	17BEXP|2aAAC|3DUR|4RCR|5MBVNT|6VULN|8BASICY|9ASPD
124	15262 13125	   	174.48	ACR|2BEXP|1ASPD|1DMG|2CDMG	1aBEXP|2ASPD|3DUR|4RCR|5RPLT|6DMG|7RMIN|89CDMG
125	24163 21242	   	174.44	ACR|2DMG|2BEXP|1CDMG|1AART	16LWND|2CDMG|38DMG|46CGEN|5RCR|6BPWR|7AART|9aBEXP
126	24123 31225	   	174.24	ACR|2VULN|2DMG|1BEXP|1CDMG	19LWND|2CDMG|39DMG|47TLV|5RCR|6ERES|89VULN|9BPWR|aBEXP
127	24123 21242	   	174.24	ACR|2DMG|2BEXP|1AART|1CDMG	16LWND|2CDMG|38DMG|46TLV|5RCR|6BPWR|7AART|9aBEXP
128	24133 21242	   	174.24	ACR|2DMG|2BEXP|1AART|1CDMG	16LWND|2CDMG|38DMG|46AME|5RCR|6BPWR|7AART|9aBEXP
129	15261 61212	 * 	174.21	ACR|2VULN|2BEXP|1ASPD|1CDMG	18BEXP|2ASPD|38DUR|4RCR|5MULARM|6AEFBLL|78VULN|8BPWR|9LHND|aCDMG
130	15261 61232	   	174.21	ACR|2VULN|2BEXP|1ASPD|1CDMG	18BEXP|2ASPD|38DUR|4RCR|5MULARM|6AEFBLL|78VULN|8BPWR|9LWND|aCDMG
131	24123 32265	   	174.14	ACR|2VULN|2DMG|1BEXP|1CDMG	1LWND|2CDMG|37DMG|4TLV|5RCR|6ERES|89VULN|aBEXP
132	24123 41242	   	174.14	ACR|2DMG|2BEXP|1AART|1CDMG	1LWND|2CDMG|38DMG|4TLV|5RCR|6AEFBLL|7AART|9aBEXP
133	24133 41242	   	174.14	ACR|2DMG|2BEXP|1AART|1CDMG	1LWND|2CDMG|38DMG|4AME|5RCR|6AEFBLL|7AART|9aBEXP
134	12266 23446	   	174.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	18BEXP|27ERES|38DUR|4RCR|5MBVNT|68VULN|8BPWR|9ASPD|aCDMG
135	15261 33513	   	174.10	ACR|2ASPD|2BEXP|1VULN|1AAC	18BEXP|28ASPD|3DUR|4RCR|5MULARM|678LWND|8BPWR|9AAC|aVULN
136	11664 33213	   	174.00	ACR|1BASARM|3BEXP	18aBEXP|2FEWX|3ZMB|4RCR|5BELT|6TLV|7BASARM|9DMSP
137	11664 33223	   	174.00	ACR|1BASARM|3BEXP	18aBEXP|2FEWX|39ZMB|4RCR|5BELT|6TLV|7BASARM
138	11664 33231	   	174.00	ACR|1BASARM|3BEXP	189BEXP|2FEWX|3ZMB|4RCR|5BELT|6TLV|7BASARM|aLHND
139	11664 33232	   	174.00	ACR|1BASARM|3BEXP	189BEXP|2aFEWX|3ZMB|4RCR|5BELT|6TLV|7BASARM
140	15264 21133	   	173.90	ACR|2ASPD|2BEXP|1VULN|1AAC	17BEXP|28ASPD|3DUR|4RCR|5FEWX|6VULN|9AME|aAAC
141	11662 31216	   	173.83	ACR|1BASARM|2BEXP|1VULN	17BEXP|2FEWX|38ZMB|4RCR|5RPLT|6RMIN|9VULN|aBASARM
142	21662 31216	   	173.83	ACR|1BASARM|2BEXP|1VULN	1LWND|27BEXP|38ZMB|4RCR|5RPLT|6RMIN|9VULN|aBASARM
143	21662 31316	   	173.83	ACR|1BASARM|2BEXP|1VULN	1LWND|27BEXP|3ZMB|4RCR|5RPLT|6RMIN|8DMSP|9VULN|aBASARM
144	12266 21143	   	173.80	ACR|2ASPD|2BEXP|1VULN|1AAC	17BEXP|2ERES|3DUR|4RCR|5MBVNT|6VULN|89ASPD|aAAC
145	13266 21411	   	173.53	ACR|1BASARM|2BEXP|1VULN	17BEXP|2AAC|3DUR|4RCR|5MBVNT|6VULN|8LSRICY|9RPLT|aBASARM
146	13266 21143	   	173.33	ACR|2ASPD|2BEXP|1VULN|2AAC	17BEXP|2aAAC|3DUR|4RCR|5MBVNT|6VULN|89ASPD
147	11662 24331	 * 	173.02	ACR|3BEXP|1ASPD|1VULN|1CDMG	168BEXP|2FEWX|3ZMB|4RCR|5RPLT|7CDMG|9VULN|aASPD
148	11662 24332	   	173.02	ACR|3BEXP|1DMG|1VULN|1CDMG	168BEXP|2FEWX|3ZMB|4RCR|5RPLT|7CDMG|9VULN|aDMG
149	21662 24331	   	173.02	ACR|3BEXP|1ASPD|1VULN|1CDMG	1LWND|268BEXP|3ZMB|4RCR|5RPLT|7CDMG|9VULN|aASPD
150	21662 24332	   	173.02	ACR|3BEXP|1DMG|1VULN|1CDMG	1LWND|268BEXP|3ZMB|4RCR|5RPLT|7CDMG|9VULN|aDMG
151	14236 23111	   	172.94	ACR|2ASPD|2BEXP|3CDMG	17BEXP|246CDMG|36DUST|5RCR|6BPWR|8aASPD|9FEWX
152	14236 23151	   	172.94	ACR|2ASPD|2BEXP|3CDMG	17BEXP|246CDMG|36DUST|5RCR|6BPWR|8aASPD|9LWND
153	14236 23161	   	172.94	ACR|2ASPD|2BEXP|3CDMG	17BEXP|246CDMG|36DUST|5RCR|6BPWR|89ASPD|aCGEN
154	14236 23162	   	172.94	ACR|2ASPD|2BEXP|3CDMG	17BEXP|246CDMG|36DUST|5RCR|6BPWR|89ASPD|aDUR
155	14236 23163	   	172.94	ACR|2ASPD|2BEXP|3CDMG	17BEXP|246CDMG|36DUST|5RCR|6BPWR|89ASPD|aMLV
156	24233 23531	   	172.94	ACR|2ASPD|2BEXP|3CDMG	1LWND|246CDMG|36DUST|5RCR|6BPWR|79BEXP|8aASPD
157	11262 24331	   	172.92	ACR|3BEXP|1ASPD|1VULN|1CDMG	168BEXP|2FEWX|3TLV|4RCR|5RPLT|7CDMG|9VULN|aASPD
158	11262 24332	   	172.92	ACR|3BEXP|1DMG|1VULN|1CDMG	168BEXP|2FEWX|3TLV|4RCR|5RPLT|7CDMG|9VULN|aDMG
159	12262 24331	   	172.92	ACR|3BEXP|1ASPD|1VULN|1CDMG	168BEXP|2ERES|3DUR|4RCR|5RPLT|7CDMG|9VULN|aASPD
160	12262 24332	   	172.92	ACR|3BEXP|1DMG|1VULN|1CDMG	168BEXP|2ERES|3DUR|4RCR|5RPLT|7CDMG|9VULN|aDMG
161	12264 21115	   	172.92	ACR|3BEXP|1VULN|1ASPD|1CDMG	179BEXP|2ERES|3DUR|4RCR|5FEWX|6VULN|8ASPD|aCDMG
162	13262 24331	   	172.92	ACR|3BEXP|1ASPD|1VULN|1CDMG	168BEXP|2AAC|3DUR|4RCR|5RPLT|7CDMG|9VULN|aASPD
