0	Index      	 *	Score 	Summary	Detail	
1	32311 24333	 * 	200.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9aDMG
25	51233 22266	 * 	186.67	3DMG|1BASARM|2ASPD|2AART|2CDMG	19ASPD|2LHND|359DMG|4aAART|6CGEN|7BASARM|89CDMG|9BPWR
26	53533 32225	 * 	186.26	DCR|3ASPD|1BASARM|1DMG|1AART	169ASPD|2FEWX|3ERES|4AART|5DMG|7BASARM|8DUR|aRCR
27	52232 32562	   	185.85	DCR|1BASARM|2ASPD|1DMG|1AART|1AAC|1VULN	16ASPD|2VULN|3DMG|4AART|5AAC|7SNIHEL|8RPLT|9BASARM|aRCR
28	52262 13312	 * 	185.78	DCR|3ASPD|3DMG|2VULN|1AAC	179ASPD|27VULN|357DMG|4MDPS|6AAC|7BPWR|8ERES|aRCR
29	63261 51321	   	185.64	ACR|2AART|1ASPD|1DMG|1BASICY|1CDMG	1DUR|2TLV|3DMG|4RCR|5DUST|69AART|7ASPD|8CDMG|aBASICY
30	33261 52241	 * 	185.54	ACR|1BASARM|2DMG|1AART	18LWND|28TLV|39DMG|4RCR|5DUST|6AART|78MLV|8BPWR|aBASARM
31	33263 21312	 * 	185.54	ACR|1BASARM|2DMG|1CDMG	179LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|aCDMG
32	33263 21313	   	185.54	ACR|1BASARM|2DMG|1AART	179LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|aAART
33	33263 21331	   	185.54	ACR|1BASARM|2DMG|1BEXP	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9FEWX|aBEXP
34	33263 21332	   	185.54	ACR|1BASARM|2DMG|1AART	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9FEWX|aAART
35	52222 13536	 * 	185.53	DCR|1BASARM|2ASPD|2VULN|1DMG|1AAC	17ASPD|27VULN|3DMG|4DUR|57LHND|6AAC|7BPWR|8FEWX|9BASARM|aRCR
36	33263 21341	   	185.44	ACR|1BASARM|2DMG|1BEXP	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9MBVNT|aBEXP
37	33263 21342	   	185.44	ACR|1BASARM|2DMG|1AART	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9MBVNT|aAART
38	52222 13436	   	185.43	DCR|1BASARM|2ASPD|2VULN|1DMG|1AAC	17ASPD|27VULN|3DMG|4DUR|57LHND|6AAC|7BPWR|8DUST|9BASARM|aRCR
39	63243 16323	 * 	185.41	ACR|3DMG|2ASPD|1CDMG	1aDUR|29TLV|37aDMG|4CDMG|5RCR|6AME|8aASPD|aBPWR
40	33261 53241	   	185.34	ACR|1BASARM|2DMG|1AART	18LWND|28TLV|39DMG|4RCR|5DUST|6AART|78AME|8BPWR|aBASARM
41	33262 26141	   	185.34	ACR|1BASARM|2DMG|1AART	1LWND|2TLV|39DMG|4RCR|5LHND|68ERES|7AART|aBASARM
42	43243 26323	   	185.31	ACR|3DMG|2ASPD|1CDMG	1aAME|2FEWX|37aDMG|4CDMG|5RCR|69TLV|8aASPD|aBPWR
43	33261 26141	   	185.24	ACR|1BASARM|2DMG|1AART	1LWND|2TLV|39DMG|4RCR|5DUST|68ERES|7AART|aBASARM
44	13134 25241	 * 	184.79	ACR|1BASARM|2BEXP|1CDMG|1AART|1SELL	1ERES|2FEWX|3CDMG|46BEXP|5RCR|7MLV|8SELL|9AART|aBASARM
45	53124 22136	 * 	183.23	ACR|2BEXP|1ASPD|1DMG|1BASICY|1CDMG	1ASPD|2FEWX|3CDMG|48DUR|5RCR|6aBEXP|7BASICY|9DMG
46	32311 24331	   	182.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aDUR
47	32311 24332	   	182.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aMLV
48	32311 24334	   	182.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aLHND
49	32661 24333	   	182.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	13LWND|2LSRICY|4ZMB|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aASPD
50	53153 21316	 * 	182.86	ACR|3ASPD|2BEXP|2CDMG	17aASPD|27FEWX|3aCDMG|49TLV|5RCR|67LWND|7aBPWR|8aBEXP
51	32311 24335	   	182.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aMSLFST
52	32311 24336	   	182.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9DMG|aDLOT
53	32311 24363	   	182.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9MDPS|aDMG
54	13134 22636	 * 	182.66	ACR|3DMG|2BEXP|2CDMG	1aERES|2FEWX|3aCDMG|46BEXP|5RCR|7DUR|89aDMG|aBPWR
55	13243 61336	   	182.66	ACR|3DMG|2BEXP|2CDMG	1aERES|2FEWX|39aDMG|46CDMG|5RCR|7LHND|8aBEXP|aBPWR
56	13243 62336	   	182.66	ACR|3DMG|2BEXP|2CDMG	1aERES|2FEWX|39aDMG|46CDMG|5RCR|7DUR|8aBEXP|aBPWR
57	52631 11226	 * 	181.97	DCR|2ASPD|2DMG|2VULN|1AART|1BEXP|1AAC	18ASPD|28VULN|3AAC|4AART|5DUR|6BEXP|78DMG|8BPWR|9LIT|aRCR
58	52633 11226	   	181.97	DCR|2ASPD|2DMG|2VULN|1AART|1BEXP|1AAC	18ASPD|28VULN|3AAC|4AART|5LWND|6BEXP|78DMG|8BPWR|9LIT|aRCR
59	51134 22342	 * 	181.67	ACR|3ASPD|2CDMG|1AART|1BEXP	179ASPD|2LHND|39CDMG|4BEXP|5RCR|6FEWX|89DUR|9BPWR|aAART
60	51134 32342	   	181.57	ACR|3ASPD|2CDMG|1AART|1BEXP	179ASPD|2LHND|39CDMG|4BEXP|5RCR|6DUST|89DUR|9BPWR|aAART
61	52134 32316	 * 	181.18	ACR|2ASPD|2BEXP|1CDMG|1AART|1VULN	17ASPD|2VULN|3CDMG|49BEXP|5RCR|6DUST|8LHND|aAART
62	51233 22265	   	181.15	3DMG|1BASARM|2ASPD|2CDMG|1AART|1VULN	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89CDMG|9BPWR|aVULN
63	53124 22233	 * 	180.75	ACR|2ASPD|2BEXP|1BASICY|1CDMG	19ASPD|2FEWX|3CDMG|4DUR|5RCR|6aBEXP|7BASICY|8RPLT
64	33243 26363	 * 	180.65	ACR|2ASPD|2BEXP|1DMG|1CDMG	16LWND|2TLV|3DMG|4CDMG|5RCR|78ASPD|9aBEXP
65	51134 43113	 * 	180.55	ACR|2ASPD|2BEXP|2CDMG|1AART	1aASPD|2LHND|36CDMG|48BEXP|5RCR|7AART|9DUST
66	52631 11231	 * 	180.52	1BASARM|2ASPD|2DMG|2VULN|1BEXP|1AART|1AAC	18ASPD|28VULN|3AAC|4AART|59DUR|6BEXP|78DMG|8BPWR|aBASARM
67	32311 24361	 * 	180.34	ACR|1BASARM|2ASPD|1BEXP	14LWND|2LSRICY|3aASPD|5RCR|6LEGI|7BEXP|8BASARM|9MDPS
68	33263 21361	   	180.20	ACR|1BASARM|2DMG|1AAC	17aLWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9AAC
69	33263 21363	   	180.20	ACR|1BASARM|2DMG|1AAC	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9AAC|aLHND
70	33263 21364	   	180.20	ACR|1BASARM|2DMG|1AAC	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9AAC|aRMIN
71	33263 21365	   	180.20	ACR|1BASARM|2DMG|1AAC	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9AAC|aCGEN
72	52134 53232	 * 	180.12	ACR|3VULN|1ASPD|1DMG|1BEXP|1CDMG	1ASPD|28aVULN|3CDMG|4BEXP|5RCR|6DUR|7AME|9DMG
73	33263 21362	   	180.10	ACR|1BASARM|2DMG|1AAC	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9AAC|aERES
74	52134 41122	 * 	180.08	ACR|2ASPD|2BEXP|3CDMG|1VULN	19ASPD|2VULN|369CDMG|4aBEXP|5RCR|7ERES|89MLV|9BPWR
75	52134 41222	   	180.08	ACR|2ASPD|2BEXP|3CDMG|1VULN	19ASPD|2VULN|369CDMG|4aBEXP|5RCR|7ERES|89CGEN|9BPWR
76	52232 51331	 * 	179.94	1BASARM|2ASPD|2DMG|2AART|1BEXP|1AAC|1VULN	18ASPD|2VULN|38DMG|47AART|5AAC|68LWND|8BPWR|9BEXP|aBASARM
77	56121 31333	 * 	179.77	DCR|3ASPD|3DMG|1CDMG|1AAC	179ASPD|2CDMG|379DMG|4DUR|5SNITOX|679LIT|79BPWR|8AAC|aRCR
78	51134 52231	 * 	179.57	ACR|2ASPD|1BASICY|1BEXP|1AART|1CDMG	19ASPD|2LHND|3CDMG|4BEXP|5RCR|6DUR|7BASICY|8RPLT|aAART
79	33261 51331	 * 	179.50	ACR|1ASPD|1DMG|2CDMG|1BASICY|1AART	1LWND|2TLV|3DMG|4RCR|5DUST|6AART|7ASPD|89CDMG|aBASICY
80	52134 22236	 * 	179.07	ACR|2ASPD|1DMG|2CDMG|1BEXP|1VULN	17ASPD|2VULN|3aCDMG|4BEXP|5RCR|6FEWX|8VENICY|9DMG
81	52134 32236	   	178.97	ACR|2ASPD|1DMG|2CDMG|1BEXP|1VULN	17ASPD|2VULN|3aCDMG|4BEXP|5RCR|6DUST|8VENICY|9DMG
82	52134 32116	 * 	178.79	ACR|3BEXP|2ASPD|1CDMG|1VULN	17ASPD|2VULN|3CDMG|49aBEXP|5RCR|6DUST|8LWND
83	52114 22251	 * 	178.52	1BASARM|2ASPD|2DMG|2VULN|2CDMG|1AART	19ASPD|29VULN|34CDMG|5AART|6LHND|79DMG|8RPLT|9BPWR|aBASARM
84	31134 32263	 * 	177.89	ACR|1BASARM|2BEXP|2CDMG	18LWND|2CGEN|38CDMG|4aBEXP|5RCR|6ERES|78DUR|8BPWR|9BASARM
85	61134 31263	   	177.89	ACR|1BASARM|2BEXP|2CDMG	18DUR|2CGEN|38CDMG|4aBEXP|5RCR|6ERES|78LWND|8BPWR|9BASARM
86	32311 24321	 * 	177.69	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|79BEXP|8BASARM|aFEWX
87	32311 24322	   	177.69	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|79BEXP|8BASARM|aRCVC
88	32311 24323	   	177.69	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|79BEXP|8BASARM|aCGEN
89	32311 24343	   	177.69	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7aBEXP|8BASARM|9FEWX
90	32311 24325	   	177.59	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|79BEXP|8BASARM|aTLV
91	32311 24326	   	177.59	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|79BEXP|8BASARM|aLSRREG
92	32311 24353	   	177.59	ACR|1BASARM|2BEXP|1ASPD	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7aBEXP|8BASARM|9ERES
93	51233 22355	 * 	177.55	DCR|1BASARM|2DMG|1ASPD|1AART|1VULN	1ASPD|2LHND|35DMG|4AART|6CGEN|7BASARM|8VULN|9MDPS|aRCR
94	52134 22522	   	176.75	ACR|3ASPD|1CDMG|1BEXP|1AAC|1VULN	179ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8RPLT|aAAC
95	52134 32522	   	176.65	ACR|3ASPD|1BEXP|1CDMG|1AAC|1VULN	179ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|8RPLT|aAAC
96	42134 23612	   	176.62	ACR|2BEXP|2VULN|1DMG|1AART|1CDMG	1AME|29VULN|3CDMG|46BEXP|5RCR|7AART|8DMG|aFEWX
97	42134 23611	   	176.52	ACR|2BEXP|2VULN|1DMG|1AART|1CDMG	1AME|29VULN|3CDMG|46BEXP|5RCR|7AART|8DMG|aERES
98	42134 23613	   	176.52	ACR|2BEXP|2VULN|1DMG|1AART|1CDMG	1AME|29VULN|3CDMG|46BEXP|5RCR|7AART|8DMG|aTLV
99	32311 24341	 * 	176.51	ACR|1BASARM|1ASPD|1AART|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9FEWX|aAART
100	13243 21336	   	176.44	ACR|3DMG|2BEXP|1CDMG	17aERES|27FEWX|39aDMG|4CDMG|5RCR|67LWND|7aBPWR|8aBEXP
101	61243 13331	 * 	176.36	ACR|1BASARM|1DMG|1CDMG|1AART|1SELL	1DUR|2CGEN|3DMG|4CDMG|5RCR|6AME|7AART|8SELL|9RMIN|aBASARM
102	13243 44331	 * 	176.36	ACR|1BASARM|1DMG|1AART|1CDMG|1SELL	1ERES|2FEWX|3DMG|4CDMG|5RCR|6AART|7CGEN|8SELL|9RMIN|aBASARM
103	16133 44331	 * 	176.36	ACR|1BASARM|1DMG|1AART|1CDMG|1SELL	1ERES|2CDMG|3DMG|4DUR|5RCR|6AART|7CGEN|8SELL|9RMIN|aBASARM
104	43243 31336	   	176.34	ACR|3DMG|2BEXP|1CDMG	1aAME|2FEWX|39aDMG|4CDMG|5RCR|6RCVC|7LHND|8aBEXP|aBPWR
105	43243 32336	   	176.34	ACR|3DMG|2BEXP|1CDMG	1aAME|2FEWX|39aDMG|4CDMG|5RCR|6RCVC|7DUR|8aBEXP|aBPWR
106	43243 11336	   	176.24	ACR|3DMG|2BEXP|1CDMG	16aAME|2FEWX|39aDMG|4CDMG|5RCR|7LHND|8aBEXP|aBPWR
107	43243 12336	   	176.24	ACR|3DMG|2BEXP|1CDMG	16aAME|2FEWX|39aDMG|4CDMG|5RCR|7DUR|8aBEXP|aBPWR
108	52631 11252	   	175.51	3ASPD|3DMG|3VULN|1BEXP|1AART|1AAC	189ASPD|289VULN|3AAC|4AART|5DUR|6BEXP|789DMG|89BPWR|aCGEN
109	52631 11253	   	175.51	3ASPD|3DMG|3VULN|1BEXP|1AART|1AAC	189ASPD|289VULN|3AAC|4AART|5DUR|6BEXP|789DMG|89BPWR|aFEWX
110	52633 11252	   	175.51	3ASPD|3DMG|3VULN|1BEXP|1AART|1AAC	189ASPD|289VULN|3AAC|4AART|5LWND|6BEXP|789DMG|89BPWR|aCGEN
111	52633 11253	   	175.51	3ASPD|3DMG|3VULN|1BEXP|1AART|1AAC	189ASPD|289VULN|3AAC|4AART|5LWND|6BEXP|789DMG|89BPWR|aFEWX
112	53124 32361	   	175.41	ACR|2ASPD|2BASICY|2CDMG|1AAC	1aASPD|2FEWX|3aCDMG|4DUR|5RCR|6DUST|7aBASICY|8RMIN|9AAC|aBPWR
113	53124 32621	   	175.41	ACR|2ASPD|2BASICY|2CDMG|1AAC	1aASPD|2FEWX|3aCDMG|4DUR|5RCR|6DUST|7aBASICY|8AAC|9RMIN|aBPWR
114	51134 22322	   	175.16	ACR|3ASPD|1CDMG|1AART|1BEXP	179ASPD|2LHND|3CDMG|4BEXP|5RCR|6FEWX|8DUR|aAART
115	32311 56334	   	175.10	ACR|1BASARM|2ASPD|1AAC	14LWND|2LSRICY|39ASPD|5RCR|6TLV|7LIT|8AAC|aBASARM
116	12134 24262	 * 	174.79	ACR|3VULN|2BEXP|1DMG|1CDMG	1ERES|27aVULN|3CDMG|46BEXP|5RCR|8AME|9DMG
117	12134 23132	   	174.76	ACR|3BEXP|1DMG|1AART|1CDMG|1VULN	19ERES|2VULN|3CDMG|468BEXP|5RCR|7AART|aDMG
118	42134 21134	 * 	174.76	ACR|3BEXP|1BASICY|1AART|1CDMG|1VULN	1AME|2VULN|3CDMG|46aBEXP|5RCR|7ERES|8BASICY|9AART
119	42134 23134	   	174.76	ACR|3BEXP|1DMG|1AART|1CDMG|1VULN	1AME|2VULN|3CDMG|468BEXP|5RCR|7AART|9ERES|aDMG
120	31243 53351	   	174.70	ACR|1ASPD|1DMG|1BASICY|2CDMG|1AART	1LWND|2CGEN|3DMG|46CDMG|5RCR|7AART|8FEWX|9ASPD|aBASICY
121	52244 46241	 * 	174.65	DCR|2ASPD|2DMG|2BEXP|2VULN	19ASPD|29VULN|35DMG|4MBVNT|6FEWX|7LEGI|89BEXP|9BPWR|aRCR
122	53124 22431	 * 	174.63	ACR|3BEXP|1ASPD|1BASICY|1CDMG	1ASPD|2aFEWX|3CDMG|4DUR|5RCR|69aBEXP|7BASICY|8aLHND|aBPWR
123	31243 56311	   	174.60	ACR|1ASPD|1DMG|2CDMG|1BASICY|1AART	1LWND|2CGEN|3DMG|46CDMG|5RCR|7ASPD|8AART|9DUST|aBASICY
124	33243 53351	   	174.60	ACR|1ASPD|1DMG|2CDMG|1BASICY|1AART	1LWND|2TLV|3DMG|46CDMG|5RCR|7AART|8FEWX|9ASPD|aBASICY
125	53532 32225	   	174.50	DCR|3ASPD|1BASARM|1AART|1AAC	169ASPD|2FEWX|3ERES|4AART|5AAC|7BASARM|8DUR|aRCR
126	11243 56311	   	174.50	ACR|1ASPD|1DMG|2CDMG|1BASICY|1AART	1ERES|2LHND|3DMG|46CDMG|5RCR|7ASPD|8AART|9DUST|aBASICY
127	16133 66311	   	174.50	ACR|1ASPD|1DMG|2CDMG|1BASICY|1AART	1ERES|26CDMG|3DMG|4DUR|5RCR|7ASPD|8AART|9DUST|aBASICY
128	33263 64313	   	174.37	ACR|1BASARM|1ASPD|1DMG	19LWND|2TLV|3DMG|4RCR|5RPLT|6MLV|7CGEN|8BASARM|aASPD
129	33263 64323	   	174.37	ACR|1BASARM|1ASPD|1DMG	1LWND|2TLV|3DMG|4RCR|5RPLT|6MLV|79CGEN|8BASARM|aASPD
130	31243 56333	 * 	174.33	ACR|3CDMG|1ASPD|1DMG|1AART|1BEXP	1LWND|2CGEN|3DMG|469CDMG|5RCR|7ASPD|8AART|aBEXP
131	13243 43152	   	174.33	ACR|2AART|1ASPD|1DMG|1BEXP|1CDMG	1ERES|2FEWX|3DMG|4CDMG|5RCR|68AART|7BEXP|9ASPD|aLWND
132	13243 43153	   	174.33	ACR|2AART|1ASPD|1DMG|1BEXP|1CDMG	1ERES|2aFEWX|3DMG|4CDMG|5RCR|68AART|7BEXP|9ASPD
133	61243 41121	   	174.33	ACR|2AART|1BASICY|1DMG|1BEXP|1CDMG	1DUR|2CGEN|3DMG|4CDMG|5RCR|69AART|7NUKE|8BEXP|aBASICY
134	33134 22363	 * 	174.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	17LWND|2TLV|3CDMG|46aBEXP|5RCR|8ASPD|9DMG
135	52633 31251	   	174.31	3ASPD|3DMG|3VULN|2AART|1AAC	189ASPD|289VULN|3AAC|4aAART|5LWND|6DUR|789DMG|89BPWR
136	63262 22633	   	174.27	ACR|1BASARM|1DMG|1ASPD	1DUR|2TLV|3DMG|4RCR|58LWND|6ERES|7FEWX|9BASARM|aASPD
137	63262 23533	   	174.27	ACR|1BASARM|1ASPD|1DMG	17DUR|27TLV|3DMG|4RCR|5LWND|67ERES|7BPWR|8FEWX|9BASARM|aASPD
138	16133 41121	   	174.23	ACR|2AART|1DMG|1BASICY|1BEXP|1CDMG	1ERES|2CDMG|3DMG|4DUR|5RCR|69AART|7NUKE|8BEXP|aBASICY
139	56223 41121	   	174.23	ACR|2AART|1ASPD|1BASICY|1BEXP|1CDMG	1ASPD|2CDMG|3TLV|4DUR|5RCR|69AART|7NUKE|8BEXP|aBASICY
140	63243 41121	   	174.23	ACR|2AART|1DMG|1BASICY|1BEXP|1CDMG	1DUR|2TLV|3DMG|4CDMG|5RCR|69AART|7NUKE|8BEXP|aBASICY
141	11134 23155	 * 	174.23	ACR|3BEXP|1ASPD|2CDMG|1AART	1ERES|2LHND|3aCDMG|468BEXP|5RCR|7AART|9ASPD
142	51235 32261	 * 	174.21	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5CGEN|7BASARM|89CDMG|9BPWR|aZMB
143	51235 32263	   	174.21	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5CGEN|7BASARM|89CDMG|9BPWR|aRMIN
144	51236 32261	   	174.21	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5MLV|7BASARM|89CDMG|9BPWR|aZMB
145	51236 32263	   	174.21	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5MLV|7BASARM|89CDMG|9BPWR|aRMIN
146	51235 32363	   	174.21	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5CGEN|7BASARM|89VULN|9BPWR|aRCVC
147	51236 32363	   	174.21	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5MLV|7BASARM|89VULN|9BPWR|aRCVC
148	51233 22261	   	174.21	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89CDMG|9BPWR|aZMB
149	51233 22263	   	174.21	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89CDMG|9BPWR|aRMIN
150	51233 22264	   	174.21	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89CDMG|9BPWR|aBELT
151	51233 22363	   	174.21	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89VULN|9BPWR|aRCVC
152	51233 22364	   	174.21	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89VULN|9BPWR|aDUR
153	51233 22366	   	174.21	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89VULN|9BPWR|aLWND
154	33261 22633	   	174.17	ACR|1BASARM|1DMG|1ASPD	18LWND|2TLV|3DMG|4RCR|5DUST|6ERES|7FEWX|9BASARM|aASPD
155	33261 23533	   	174.17	ACR|1BASARM|1DMG|1ASPD	17LWND|27TLV|3DMG|4RCR|5DUST|67ERES|7BPWR|8DUR|9BASARM|aASPD
