0	Index      	 *	Score 	Summary	Detail	
1	13165 13161	 * 	206.00	ACR|3DMG|1BASARM|1BEXP	126ERES|3RCR|4BELT|578DMG|9BEXP|aBASARM
19	12153 62324	   	190.58	ACR|2DMG|2BEXP|1VULN|1AART	18ERES|2RCVC|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9LWND|aVULN
20	12153 62361	   	190.58	ACR|2DMG|2BEXP|1VULN|1AART	18ERES|2RCVC|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9CGEN|aVULN
21	12153 62331	   	190.48	ACR|2DMG|2BEXP|1VULN|1AART	18ERES|2RCVC|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9AME|aVULN
22	12153 62341	   	190.48	ACR|2DMG|2BEXP|1VULN|1AART	18ERES|2RCVC|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9TLV|aVULN
23	12153 13315	   	190.45	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aCDMG
24	12153 11316	   	190.35	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aCDMG
25	12153 16143	   	189.18	ACR|2DMG|2BEXP|1VULN|1CDMG	18ERES|2RCVC|3RCR|47DMG|56BEXP|9VULN|aCDMG
26	12154 52112	 * 	188.79	ACR|3VULN|3DMG	159ERES|2RCVC|3RCR|459DMG|59BPWR|69aVULN|7RPLT|8RMIN
27	13153 12214	   	188.77	ACR|1BASARM|2BEXP|1DMG	12ERES|3RCR|4DMG|56BEXP|7RPLT|8RCVC|9AME|aBASARM
28	12153 16431	 * 	187.50	ACR|3DMG|3BEXP	1aERES|2RCVC|3RCR|479DMG|568BEXP|aBPWR
29	12153 16432	   	187.50	ACR|3DMG|3BEXP	1ERES|2RCVC|3RCR|479DMG|568BEXP|aMDPS
30	12153 16433	   	187.50	ACR|3DMG|3BEXP	1ERES|2RCVC|3RCR|479DMG|568BEXP|aAME
31	13153 12534	   	187.49	ACR|1BASARM|2BEXP|1DMG	12ERES|3RCR|4DMG|56BEXP|7RPLT|8TLV|9AEMAG|aBASARM
32	12156 13511	   	186.78	ACR|3VULN|2DMG|1CDMG	19ERES|2RCVC|3RCR|49DMG|5RMIN|6LWND|7CDMG|89aVULN|9BPWR
33	13153 62313	   	186.74	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9VULN|aLHND
34	13153 62321	   	186.74	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9RPLT|aVULN
35	13153 62334	   	186.74	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9LIT|aVULN
36	12166 24311	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aDUR
37	12166 24312	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aRPLT
38	12166 24313	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aCGEN
39	12166 22211	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aDUR
40	12166 22212	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aRPLT
41	12166 22213	   	186.72	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aCGEN
42	13153 62311	   	186.64	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9VULN|aMBVNT
43	13153 62312	   	186.64	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9VULN|aVENICY
44	13153 62316	   	186.64	ACR|2DMG|2BEXP|1VULN|1AART	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9VULN|aAME
45	12166 22216	   	186.62	ACR|1BASARM|2VULN|1DMG	1ERES|2RCVC|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aMBVNT
46	13153 13315	   	186.62	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	12ERES|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aCDMG
47	13153 11316	   	186.52	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	12ERES|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aCDMG
48	13133 36262	 * 	186.02	ACR|2BASARM|1VULN|1ASPD	124ERES|3RCR|5LIT|6BELT|79BASARM|8VULN|aASPD
49	13135 32424	 * 	185.87	ACR|2DMG|2ASPD|2CDMG	124ERES|3RCR|5MDPS|6aCDMG|7AEMAG|8aASPD|9aDMG|aBPWR
50	12153 16411	   	185.59	ACR|3BEXP|2DMG|1CDMG	1ERES|2RCVC|3RCR|47DMG|568BEXP|9FEWX|aCDMG
51	12153 14361	   	185.59	ACR|3BEXP|2DMG|1CDMG	1ERES|2RCVC|3RCR|49DMG|568BEXP|7FEWX|aCDMG
52	12153 16421	   	185.49	ACR|3BEXP|2DMG|1CDMG	1ERES|2RCVC|3RCR|47DMG|568BEXP|9MBVNT|aCDMG
53	12153 16424	 * 	185.49	ACR|3BEXP|2DMG|1VULN	1ERES|2RCVC|3RCR|47DMG|568BEXP|9MBVNT|aVULN
54	12143 25161	   	185.49	ACR|3BEXP|2DMG|1CDMG	1ERES|2RCVC|3RCR|4DUST|567BEXP|89DMG|aCDMG
55	12154 31141	 * 	185.39	ACR|3DMG|2ASPD	156ERES|2RCVC|3RCR|458DMG|5BPWR|7DUR|9aASPD
56	12154 32141	   	185.39	ACR|3DMG|2ASPD	156ERES|2RCVC|3RCR|458DMG|5BPWR|7FEWX|9aASPD
57	13153 15152	 * 	185.11	ACR|2DMG|2BEXP|1BASICY|1AAC	127ERES|3RCR|48DMG|56BEXP|9AAC|aBASICY
58	13153 16152	   	185.11	ACR|2DMG|2BEXP|1BASICY|1AAC	128ERES|3RCR|47DMG|56BEXP|9AAC|aBASICY
59	12143 23214	   	184.92	ACR|1BASARM|2BEXP|1CDMG	1ERES|2RCVC|3RCR|4DUST|56BEXP|7CDMG|8RMIN|9AME|aBASARM
60	12143 23314	   	184.92	ACR|1BASARM|2BEXP|1CDMG	1ERES|2RCVC|3RCR|4DUST|56BEXP|7CDMG|8ZMB|9AME|aBASARM
61	12154 52111	   	184.74	ACR|3DMG|2VULN|1AAC	159ERES|2RCVC|3RCR|459DMG|59BPWR|69VULN|7RPLT|8RMIN|aAAC
62	13156 13513	   	184.24	ACR|2VULN|2DMG|1BEXP|1CDMG	129ERES|3RCR|49DMG|5RMIN|6LWND|7CDMG|89VULN|9BPWR|aBEXP
63	13153 16431	   	183.66	ACR|3DMG|3BEXP	12aERES|3RCR|479DMG|568BEXP|aBPWR
64	13153 16432	   	183.66	ACR|3DMG|3BEXP	12ERES|3RCR|479DMG|568BEXP|aMDPS
65	13153 16433	   	183.66	ACR|3DMG|3BEXP	12ERES|3RCR|479DMG|568BEXP|aAME
66	12154 34233	   	183.34	ACR|2DMG|1VULN|1ASPD|1AART	156ERES|2RCVC|3RCR|45DMG|5BPWR|7AART|8ASPD|9VULN|aLHND
67	45383 12144	   	183.01	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1RMIN|2MBVNT|3TLV|4RCR|5MDPS|6BEXP|7RCVC|8CDMG|9BASARM|aASPD
68	12155 15333	   	183.01	ACR|1BASARM|1BASICY|1DMG	1ERES|2RCVC|3RCR|4DMG|5AEMAG|68MLV|7BASICY|9DUR|aBASARM
69	12151 21245	   	183.01	ACR|1BASARM|1ASPD|1DMG	1ERES|2RCVC|3RCR|4DMG|56LWND|7NUKE|8MLV|9ASPD|aBASARM
70	13166 22211	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aDUR
71	13166 22212	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aRPLT
72	13166 22213	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aCGEN
73	13166 24311	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aDUR
74	13166 24312	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aRPLT
75	13166 24313	   	182.88	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|68VULN|7DMG|9BASARM|aCGEN
76	13153 15162	   	182.84	ACR|2DMG|2VULN|2BEXP	127ERES|3RCR|48DMG|56BEXP|9aVULN
77	13153 16162	   	182.84	ACR|2DMG|2VULN|2BEXP	128ERES|3RCR|47DMG|56BEXP|9aVULN
78	13161 21214	   	182.78	ACR|1BASARM|2VULN|1DMG	127ERES|3RCR|4BELT|5aVULN|6RPLT|8BASARM|9DMG
79	13166 22216	   	182.78	ACR|1BASARM|2VULN|1DMG	12ERES|3RCR|4BELT|5LIT|67VULN|8DMG|9BASARM|aMBVNT
80	61322 35353	   	182.75	ACR|2ASPD|2BEXP|1CDMG|1AART|1AAC	1BELT|29BEXP|39DUR|4AEMAG|5RCR|6CDMG|7AART|89ASPD|9BPWR|aAAC
81	12153 16122	   	182.53	ACR|2DMG|2BEXP|1CDMG|1AAC	18ERES|2RCVC|3RCR|47DMG|56BEXP|9AAC|aCDMG
82	12153 26422	   	182.53	ACR|2DMG|2BEXP|1CDMG|1AAC	1ERES|2RCVC|3RCR|47DMG|58BEXP|6AEFBLL|9AAC|aCDMG
83	13165 11413	 * 	182.15	ACR|2DMG|2ASPD|1VULN	126ERES|3RCR|4BELT|59DMG|7aASPD|8VULN
84	13233 51426	   	181.87	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	124ERES|3BEXP|5RCR|6VULN|7CDMG|8ASPD|9aDMG
85	13153 16411	   	181.76	ACR|3BEXP|2DMG|1CDMG	12ERES|3RCR|47DMG|568BEXP|9FEWX|aCDMG
86	13153 14361	   	181.76	ACR|3BEXP|2DMG|1CDMG	12ERES|3RCR|49DMG|568BEXP|7FEWX|aCDMG
87	13143 25161	   	181.66	ACR|3BEXP|2DMG|1CDMG	12ERES|3RCR|4DUST|567BEXP|89DMG|aCDMG
88	13153 15161	   	181.66	ACR|3BEXP|2DMG|1VULN	127ERES|3RCR|48DMG|56aBEXP|9VULN
89	13153 16161	   	181.66	ACR|3BEXP|2DMG|1VULN	128ERES|3RCR|47DMG|56aBEXP|9VULN
90	13153 16421	   	181.66	ACR|3BEXP|2DMG|1CDMG	12ERES|3RCR|47DMG|568BEXP|9MBVNT|aCDMG
91	13153 16424	   	181.66	ACR|3BEXP|2DMG|1VULN	12ERES|3RCR|47DMG|568BEXP|9MBVNT|aVULN
92	13154 31141	   	181.56	ACR|3DMG|2ASPD	125ERES|3RCR|457DMG|5BPWR|6AME|8CGEN|9aASPD
93	13165 11311	 * 	181.56	ACR|3ASPD|2DMG	126ERES|3RCR|4BELT|5aDMG|79aASPD|8aAME|aBPWR
94	12154 31142	   	181.46	ACR|3DMG|1ASPD|1BEXP	156ERES|2RCVC|3RCR|458DMG|5BPWR|7DUR|9ASPD|aBEXP
95	12154 32142	   	181.46	ACR|3DMG|1ASPD|1BEXP	156ERES|2RCVC|3RCR|458DMG|5BPWR|7FEWX|9ASPD|aBEXP
96	45383 22144	   	181.31	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1RMIN|2MBVNT|36TLV|4RCR|5MDPS|6BPWR|7BEXP|8CDMG|9BASARM|aASPD
97	13143 23214	   	181.08	ACR|1BASARM|2BEXP|1CDMG	12ERES|3RCR|4DUST|56BEXP|7CDMG|8RMIN|9AME|aBASARM
98	13143 23314	   	181.08	ACR|1BASARM|2BEXP|1CDMG	12ERES|3RCR|4DUST|56BEXP|7CDMG|8ZMB|9AME|aBASARM
99	12154 52323	   	180.76	ACR|2DMG|1VULN|1ASPD|1BEXP	158ERES|2RCVC|3RCR|45DMG|5BPWR|6VULN|7RPLT|9ASPD|aBEXP
100	12153 16631	   	180.74	ACR|2DMG|2BEXP|1ASPD	1ERES|2RCVC|3RCR|47DMG|56BEXP|8BELT|9RPLT|aASPD
101	13233 11424	   	180.65	ACR|2DMG|2BEXP|1ASPD|1CDMG	124ERES|3aBEXP|5RCR|6aDUR|7CDMG|8ASPD|9aDMG|aBPWR
102	13233 61424	   	180.65	ACR|2DMG|2BEXP|1ASPD|1CDMG	124ERES|3aBEXP|5RCR|6aLWND|7CDMG|8ASPD|9aDMG|aBPWR
103	12154 62133	   	180.33	ACR|1BASARM|2DMG	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AME|7DUR|8AEFBLL|9SPLREG|aBASARM
104	12153 16124	   	180.15	ACR|3BEXP|2DMG|1AAC	18ERES|2RCVC|3RCR|47DMG|56aBEXP|9AAC
105	13154 31612	 * 	180.12	ACR|3DMG|1VULN|1ASPD	125ERES|3RCR|457DMG|5BPWR|6AME|8MDPS|9VULN|aASPD
106	12154 43313	   	179.77	ACR|2DMG|1ASPD|1AART|1BEXP	15ERES|2aRCVC|3RCR|45DMG|5BPWR|6AAC|7BEXP|8AART|9ASPD
107	13151 63324	   	179.75	ACR|2ASPD|2DMG|1CDMG	128ERES|3RCR|4aDMG|5aLWND|6DUR|7CDMG|9aASPD|aBPWR
108	13133 36211	   	179.75	ACR|1BASARM|1VULN|1ASPD|1AAC	124ERES|3RCR|5LIT|6BELT|7BASARM|8VULN|9ASPD|aAAC
109	13131 41424	   	179.65	ACR|2ASPD|2DMG|1CDMG	124ERES|3RCR|5aFEWX|6LEGI|7CDMG|8aASPD|9aDMG|aBPWR
110	13133 36263	   	179.61	ACR|2BASARM|1VULN|1CDMG	124ERES|3RCR|5LIT|6BELT|79BASARM|8VULN|aCDMG
111	13153 22324	   	179.55	ACR|2DMG|2ASPD|1BEXP	128ERES|3RCR|4aDMG|5BEXP|6aAEFBLL|7RPLT|9aASPD|aBPWR
112	12154 34212	   	179.45	ACR|2DMG|1ASPD|1CDMG|1AART	156ERES|2RCVC|3RCR|45DMG|5BPWR|7AART|8ASPD|9LIT|aCDMG
113	12154 34213	   	179.45	ACR|2DMG|1ASPD|1BEXP|1AART	156ERES|2RCVC|3RCR|45DMG|5BPWR|7AART|8ASPD|9LIT|aBEXP
114	12154 43311	   	179.45	ACR|2DMG|1ASPD|1AART|1BEXP	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AAC|7BEXP|8AART|9ASPD|aFEWX
115	12154 43323	   	179.45	ACR|2DMG|1ASPD|1BEXP|1AART	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AAC|7BEXP|8AART|9LIT|aASPD
116	12154 63311	   	179.45	ACR|2DMG|1ASPD|1AART|1BEXP	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AME|7BEXP|8AART|9ASPD|aFEWX
117	12154 63313	   	179.45	ACR|2DMG|1ASPD|1AART|1BEXP	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AME|7BEXP|8AART|9ASPD|aBELT
118	12154 63323	   	179.45	ACR|2DMG|1ASPD|1BEXP|1AART	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AME|7BEXP|8AART|9LIT|aASPD
119	13135 21424	   	179.45	ACR|2DMG|2ASPD|1CDMG	124ERES|3RCR|5MDPS|6aAEFBLL|7CDMG|8aASPD|9aDMG|aBPWR
120	12154 43312	   	179.35	ACR|2DMG|1ASPD|1AART|1BEXP	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AAC|7BEXP|8AART|9ASPD|aSPLREG
121	12154 63312	   	179.35	ACR|2DMG|1ASPD|1BEXP|1AART	15ERES|2RCVC|3RCR|45DMG|5BPWR|6AME|7BEXP|8AART|9ASPD|aAIRHEL
122	13155 15333	   	179.17	ACR|1BASARM|1BASICY|1DMG	12ERES|3RCR|4DMG|5AEMAG|68MLV|7BASICY|9DUR|aBASARM
123	13133 36542	   	179.17	ACR|1BASARM|1ASPD|1DMG	124ERES|3RCR|5LIT|6BELT|7BASARM|8MLV|9DMG|aASPD
124	13151 21245	   	179.17	ACR|1BASARM|1DMG|1ASPD	12ERES|3RCR|4DMG|56LWND|7NUKE|8MLV|9ASPD|aBASARM
125	13133 36142	   	179.07	ACR|1BASARM|1ASPD|1DMG	124ERES|3RCR|5LIT|6BELT|7BASARM|8AAC|9DMG|aASPD
126	12161 36241	 * 	179.05	ACR|2VULN|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4BELT|59VULN|6FLTFST|7DMG|8AART|aASPD
127	13153 62341	   	178.80	ACR|2DMG|2BEXP|1AART|1AAC	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9AAC|aZMB
128	13153 62342	   	178.80	ACR|2DMG|2BEXP|1AART|1AAC	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9AAC|aLHND
129	13153 62343	   	178.80	ACR|2DMG|2BEXP|1AART|1AAC	128ERES|3RCR|48DMG|58BEXP|6AART|7MDPS|8BPWR|9AAC|aMLV
130	13153 15151	   	178.70	ACR|2DMG|2BEXP|1CDMG|1AAC	127ERES|3RCR|48DMG|56BEXP|9AAC|aCDMG
131	13153 16151	   	178.70	ACR|2DMG|2BEXP|1CDMG|1AAC	128ERES|3RCR|47DMG|56BEXP|9AAC|aCDMG
132	13153 26422	   	178.70	ACR|2DMG|2BEXP|1CDMG|1AAC	12ERES|3RCR|47DMG|58BEXP|6AEFBLL|9AAC|aCDMG
133	12161 36211	 * 	178.26	ACR|1VULN|2AART|1ASPD|1DMG	1ERES|2RCVC|3RCR|4BELT|5VULN|6FLTFST|7DMG|89AART|aASPD
134	13131 51426	   	178.21	ACR|2DMG|1VULN|1ASPD|1CDMG	124ERES|3RCR|5FEWX|6VULN|7CDMG|8ASPD|9aDMG
135	12153 62125	   	178.12	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	1ERES|2RCVC|3RCR|4DMG|5BEXP|6AART|7MDPS|8VULN|9MLV|aASPD
136	12151 63234	   	177.84	ACR|1BASARM|1DMG|1CDMG	1ERES|28RCVC|3RCR|4DMG|5LWND|6DUR|7CDMG|9CGEN|aBASARM
137	12153 35135	   	177.84	ACR|1BASARM|1DMG|1BEXP	1ERES|28RCVC|3RCR|4DMG|5BEXP|69LHND|7CGEN|aBASARM
138	13233 51423	 * 	177.82	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	124ERES|3aBEXP|5RCR|6VULN|7CDMG|8ASPD|9DMG
139	12151 63214	   	177.74	ACR|1BASARM|1DMG|1CDMG	1ERES|28RCVC|3RCR|4DMG|5LWND|6DUR|7CDMG|9AME|aBASARM
140	12153 22214	   	177.64	ACR|1BASARM|1DMG|1BEXP	1ERES|28RCVC|3RCR|4DMG|5BEXP|6AEFBLL|7RPLT|9AME|aBASARM
141	12153 52214	   	177.64	ACR|1BASARM|1DMG|1BEXP	16ERES|28RCVC|3RCR|4DMG|5BEXP|7RPLT|9AME|aBASARM
142	13154 31142	   	177.62	ACR|3DMG|1ASPD|1BEXP	125ERES|3RCR|457DMG|5BPWR|6AME|8CGEN|9ASPD|aBEXP
143	12153 11313	   	177.02	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2aRCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD
144	13133 25315	 * 	177.00	ACR|2VULN|2ASPD|1DMG	124ERES|3RCR|579LIT|69VULN|89ASPD|9BPWR|aDMG
145	12154 34122	   	176.92	ACR|2DMG|1VULN|1AART|1CDMG	156ERES|2RCVC|3RCR|45DMG|5BPWR|7AART|8VULN|9ZMB|aCDMG
146	13153 16631	   	176.90	ACR|2DMG|2BEXP|1ASPD	12ERES|3RCR|47DMG|56BEXP|8BELT|9RPLT|aASPD
147	12153 13311	   	176.80	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aFEWX
148	12153 13313	   	176.80	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aBELT
149	12153 13316	   	176.80	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aMLV
150	12153 13323	   	176.80	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9LIT|aASPD
151	12153 14153	   	176.80	ACR|2BEXP|1ASPD|1DMG|1CDMG	1ERES|2RCVC|3RCR|4DMG|56BEXP|7FEWX|8LHND|9CDMG|aASPD
152	13153 15132	   	176.80	ACR|2DMG|2BEXP|1BASICY	127ERES|3RCR|48DMG|56BEXP|9ZMB|aBASICY
153	13153 16132	   	176.80	ACR|2DMG|2BEXP|1BASICY	128ERES|3RCR|47DMG|56BEXP|9ZMB|aBASICY
154	12153 11244	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8MLV|9ASPD|aAART
155	12153 11311	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aFEWX
156	12153 11323	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9LIT|aASPD
157	12153 13312	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aAIRHEL
158	12153 13314	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7CGEN|8AART|9ASPD|aAEMAG
159	12153 63524	   	176.70	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|57BEXP|6AART|8MBVNT|9LWND|aASPD
160	13153 16212	   	176.70	ACR|2DMG|2BEXP|1BASICY	129ERES|3RCR|47DMG|56BEXP|8AAC|aBASICY
161	12113 13245	   	176.69	ACR|1BASARM|1ASPD|1BEXP	1ERES|2RCVC|3RCR|4DMSP|56LWND|7BEXP|8MLV|9ASPD|aBASARM
162	12113 13545	   	176.69	ACR|1BASARM|1ASPD|1BEXP	1ERES|2RCVC|3RCR|4DMSP|56LWND|7BEXP|8CGEN|9ASPD|aBASARM
163	12113 11445	   	176.69	ACR|1BASARM|1ASPD|1BEXP	1ERES|2RCVC|3RCR|4DMSP|56LWND|7CGEN|8BEXP|9ASPD|aBASARM
164	12153 11312	   	176.60	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aSPLREG
165	12153 11314	   	176.60	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aAEMAG
166	12153 11315	   	176.60	ACR|2BEXP|1ASPD|1DMG|1AART	1ERES|2RCVC|3RCR|4DMG|56BEXP|7NUKE|8AART|9ASPD|aMBVNT
167	12133 11445	   	176.59	ACR|1BASARM|1ASPD|1BEXP	14ERES|2RCVC|3RCR|56LWND|7CGEN|8BEXP|9ASPD|aBASARM
168	12133 13245	   	176.59	ACR|1BASARM|1ASPD|1BEXP	14ERES|2RCVC|3RCR|56LWND|7BEXP|8MLV|9ASPD|aBASARM
169	12133 13545	   	176.59	ACR|1BASARM|1ASPD|1BEXP	14ERES|2RCVC|3RCR|56LWND|7BEXP|8CGEN|9ASPD|aBASARM
170	12151 63334	   	176.59	ACR|1BASARM|1DMG|1CDMG	18ERES|2RCVC|3RCR|4DMG|5LWND|6DUR|7CDMG|9CGEN|aBASARM
171	12153 36135	   	176.59	ACR|1BASARM|1DMG|1BEXP	1ERES|2RCVC|3RCR|4DMG|5BEXP|678LHND|9TLV|aBASARM
172	12151 63314	   	176.49	ACR|1BASARM|1DMG|1CDMG	18ERES|2RCVC|3RCR|4DMG|5LWND|6DUR|7CDMG|9AME|aBASARM
