0	Index      	 *	Score 	Summary	Detail	
1	35334 31423	 * 	224.81	ACR|3DMG|2VULN|2AART	19FEWX|2RCR|38AART|49VULN|5AEFBLL|6ZMB|79aDMG|9BPWR
29	35343 12262	   	207.91	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8ZMB|9BEXP|aAAC
30	35343 12323	   	207.91	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9BEXP|aAAC
31	35343 12512	   	207.91	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|9ZMB|aAAC
32	35311 26121	   	207.91	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	19FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7AAC|8BASARM|aASPD
33	35311 26153	   	207.91	ACR|1BASARM|1AART|1DMG|1BEXP|1AAC	1FEWX|2RCR|3AART|4ERES|5aLWND|6BEXP|7AAC|8BASARM|9DMG
34	35362 26121	   	207.91	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	19FEWX|2RCR|3AART|4DUR|5ERES|6BEXP|7AAC|8BASARM|aASPD
35	65132 42321	   	207.89	ACR|2ASPD|1VULN|1DMG|1CDMG|1BEXP|1AAC	1VULN|2RCR|3TLV|48ASPD|5AAC|6BEXP|7CDMG|9DMG|aRMIN
36	65132 42322	   	207.89	ACR|2ASPD|1VULN|1DMG|1CDMG|1BEXP|1AAC	1VULN|2RCR|3TLV|48ASPD|5AAC|6BEXP|7CDMG|9DMG|aCGEN
37	65132 42323	   	207.89	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG|1AAC	1VULN|2RCR|3TLV|48ASPD|5AAC|6BEXP|7CDMG|9DMG|aMLV
38	35313 26121	   	207.81	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	19FEWX|2RCR|3AART|4ERES|5DUST|6BEXP|7AAC|8BASARM|aASPD
39	35311 26131	   	207.81	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|49ERES|5LWND|6BEXP|7AAC|8BASARM|aASPD
40	35311 26152	   	207.81	ACR|1BASARM|1AART|1DMG|1BEXP|1AAC	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7AAC|8BASARM|9DMG|aDUST
41	35311 26161	   	207.81	ACR|1BASARM|1AART|1DMG|1BEXP|1AAC	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7AAC|8BASARM|9MULARM|aDMG
42	35362 26131	   	207.81	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|4DUR|59ERES|6BEXP|7AAC|8BASARM|aASPD
43	35313 26131	   	207.71	ACR|1BASARM|1AART|1ASPD|1BEXP|1AAC	1FEWX|2RCR|3AART|49ERES|5DUST|6BEXP|7AAC|8BASARM|aASPD
44	65221 13523	 * 	207.60	ACR|2VULN|2ASPD|3CDMG|1BEXP	1aVULN|2RCR|3LIT|46aCDMG|5BEXP|7AEMAG|8aASPD|9MDPS|aBPWR
45	35341 13113	 * 	207.45	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2RCR|39AART|4RPLT|5DMG|6TLV|7ASPD|8CDMG|aVULN
46	32652 52223	 * 	206.87	ACR|3VULN|2ASPD|1DMG|1AART	19FEWX|268VULN|39ASPD|4RCR|59ZMB|7AART|9BPWR|aDMG
47	35333 14133	   	206.82	ACR|1VULN|2BEXP|1AART|1DMG|1CDMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LWND|6aBEXP|7DMG|8CDMG|9AAC
48	35335 14133	   	206.82	ACR|1VULN|2BEXP|1AART|1DMG|1CDMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LHND|6aBEXP|7DMG|8CDMG|9AAC
49	35531 31422	   	206.04	ACR|2VULN|2DMG|1ASPD|1CDMG	1FEWX|2RCR|34RCVC|5ASPD|68DMG|7aVULN|9CDMG
50	35343 12363	   	206.02	ACR|1BASARM|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8aLWND|9DMG
51	35343 12124	   	205.92	ACR|1BASARM|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9CGEN|aDMG
52	35343 12361	   	205.92	ACR|1BASARM|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9DMG|aAME
53	35333 14132	   	205.62	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG|1AAC	1FEWX|2RCR|3AART|4aVULN|5LWND|6BEXP|7DMG|8CDMG|9AAC
54	35335 14132	   	205.62	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG|1AAC	1FEWX|2RCR|3AART|4aVULN|5LHND|6BEXP|7DMG|8CDMG|9AAC
55	35334 31523	   	205.35	ACR|3DMG|2VULN|1AART	189FEWX|2RCR|3AART|49VULN|5AEFBLL|6ZMB|79aDMG|9BPWR
56	65132 32152	   	204.93	ACR|1BASARM|1VULN|1ASPD|1CDMG|1AAC	1VULN|2RCR|3TLV|4ASPD|5AAC|6LWND|7CDMG|8RCVC|9BASARM|aMLV
57	35333 14533	   	204.93	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG	19FEWX|2RCR|3AART|4VULN|5LWND|6aBEXP|7DMG|8ASPD
58	65132 32153	   	204.83	ACR|1BASARM|1VULN|1ASPD|1CDMG|1AAC	1VULN|2RCR|3TLV|4ASPD|5AAC|6LWND|7CDMG|8RCVC|9BASARM|aDUST
59	35315 21325	   	204.83	ACR|2BEXP|1AART|1ASPD|1DMG|1VULN	1FEWX|2RCR|3AART|4ERES|56BEXP|7DMG|8RPLT|9ASPD|aVULN
60	35333 14513	   	204.83	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4VULN|5LWND|6aBEXP|7DMG|8ASPD|9AEMAG
61	35333 14521	   	204.83	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4VULN|5LWND|69BEXP|7DMG|8ASPD|aERES
62	35333 14522	   	204.83	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG	1FEWX|2RCR|3AART|4VULN|5LWND|69BEXP|7DMG|8ASPD|aMDPS
63	65311 14133	   	204.82	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG|1AAC	1VULN|2RCR|3DUR|4LHND|5AART|6aBEXP|7DMG|8CDMG|9AAC
64	65241 12211	 * 	204.80	ACR|3VULN|1BASARM|1BEXP|1CDMG|1SELL	18aVULN|2RCR|3LIT|4SELL|5BEXP|6CDMG|7MLV|9BASARM
65	65132 32151	   	204.69	ACR|1BASARM|1VULN|1ASPD|1CDMG|1AAC|1SELL	1VULN|2RCR|3TLV|4ASPD|5AAC|6LWND|7CDMG|8RCVC|9BASARM|aSELL
66	35333 12642	   	204.64	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4VULN|5LWND|6BEXP|7DUST|8CDMG|9DMG|aASPD
67	35333 14112	   	204.64	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4VULN|5LWND|6BEXP|7DMG|8CDMG|9AEMAG|aASPD
68	35335 14112	   	204.64	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4VULN|5LHND|6BEXP|7DMG|8CDMG|9AEMAG|aASPD
69	35311 26114	 * 	204.52	ACR|1BASARM|1AART|1VULN|1BEXP|1AAC	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7AAC|8BASARM|9AME|aVULN
70	35313 26114	   	204.42	ACR|1BASARM|1AART|1VULN|1BEXP|1AAC	1FEWX|2RCR|3AART|4ERES|5DUST|6BEXP|7AAC|8BASARM|9AME|aVULN
71	35143 41233	 * 	204.35	ACR|2VULN|1BASARM|1ASPD|1BEXP	1FEWX|2RCR|3AEMAG|4LIT|56VULN|7MLV|8BASARM|9BEXP|aASPD
72	65232 22254	 * 	204.25	ACR|1BASARM|2VULN|1DMG|1BEXP	1aVULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|8DMG|9BEXP
73	65132 42221	   	204.14	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG|1AAC	1VULN|2RCR|3TLV|4ASPD|5AAC|68BEXP|7CDMG|9DMG|aRMIN
74	65132 42222	   	204.14	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG|1AAC	1VULN|2RCR|3TLV|4ASPD|5AAC|68BEXP|7CDMG|9DMG|aCGEN
75	65132 42223	   	204.14	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG|1AAC	1VULN|2RCR|3TLV|4ASPD|5AAC|68BEXP|7CDMG|9DMG|aMLV
76	65342 22323	   	203.96	ACR|3DMG|2VULN|1AART	19VULN|2RCR|38DUR|49aDMG|59ZMB|6RCVC|7AART|9BPWR
77	35315 21326	 * 	203.65	ACR|2ASPD|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|4ERES|56BEXP|7DMG|8RPLT|9aASPD
78	35341 12213	 * 	203.62	ACR|1BASARM|1AART|1DMG|1VULN	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8ZMB|9FLTFST|aVULN
79	35341 12413	   	203.62	ACR|1BASARM|1AART|1DMG|1VULN	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8RMIN|9FLTFST|aVULN
80	35343 12213	 * 	203.62	ACR|1BASARM|1AART|1ASPD|1VULN	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8ZMB|9FLTFST|aVULN
81	35343 12413	   	203.62	ACR|1BASARM|1AART|1ASPD|1VULN	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8RMIN|9FLTFST|aVULN
82	65311 14132	   	203.62	ACR|2VULN|1DMG|1AART|1BEXP|1CDMG|1AAC	1aVULN|2RCR|3DUR|4LHND|5AART|6BEXP|7DMG|8CDMG|9AAC
83	35341 12361	   	203.54	ACR|1BASARM|2DMG|1AART	1aFEWX|2RCR|3AART|4RPLT|59DMG|6TLV|7BASARM|8LWND
84	35341 12362	   	203.54	ACR|1BASARM|2DMG|1AART	1FEWX|2RCR|3AART|4RPLT|59DMG|6TLV|7BASARM|8LWND|aLHND
85	35341 12363	   	203.54	ACR|1BASARM|2DMG|1AART	1FEWX|2RCR|3AART|4aRPLT|59DMG|6TLV|7BASARM|8LWND
86	35341 12124	   	203.44	ACR|1BASARM|2DMG|1AART	1FEWX|2RCR|3AART|4RPLT|5aDMG|68TLV|7BASARM|9CGEN
87	35333 14223	   	203.44	ACR|3BEXP|1VULN|1AART|1DMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LWND|69aBEXP|7DMG|8AAC
88	35335 14223	   	203.44	ACR|3BEXP|1VULN|1AART|1DMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LHND|69aBEXP|7DMG|8AAC
89	62234 13313	 * 	203.16	DCR|2VULN|1BASARM|1AART|1ASPD|1BEXP|1CDMG	12VULN|3RCVC|4AART|5BEXP|6ASPD|7CDMG|8LIT|9BASARM|aRCR
90	35331 23161	   	203.15	ACR|2VULN|2ASPD|1AART|1CDMG	1FEWX|2RCR|3AART|46VULN|5RPLT|7aASPD|8CDMG|9FLTARM
91	65342 13332	 * 	203.05	ACR|2VULN|2BEXP|3CDMG|1DMG	17VULN|2RCR|37DUR|4DMG|5ZMB|679CDMG|7BPWR|8aBEXP
92	65221 33326	 * 	202.93	ACR|1BASARM|1VULN|2CDMG|1BEXP|1AAC	1VULN|2RCR|38LIT|49CDMG|5BEXP|6TLV|7AAC|aBASARM
93	65226 31113	   	202.85	ACR|2VULN|2BEXP|3CDMG|1DMG	1aVULN|2RCR|3LIT|48aCDMG|5DMG|6MDPS|7AEFBLL|9aBEXP|aBPWR
94	35332 13534	 * 	202.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2RCR|3AART|4VULN|5ERES|6CGEN|7SELL|8BASARM|9ASPD|aDMG
95	33463 35333	 * 	202.76	ACR|2VULN|2AART|1ASPD|1CDMG|1BEXP	1FEWX|2CDMG|37AART|4DMSP|5RCR|6BEXP|8ASPD|9aVULN
96	35311 26125	   	202.69	ACR|1BASARM|2BEXP|1AART|1AAC	19FEWX|2RCR|3AART|4ERES|5LWND|6aBEXP|7AAC|8BASARM
97	35131 31422	   	202.67	ACR|2VULN|2DMG|1ASPD|1CDMG	1FEWX|2RCR|3AEMAG|4RCVC|5ASPD|68DMG|7aVULN|9CDMG
98	35131 31642	   	202.67	ACR|2VULN|2DMG|1ASPD|1CDMG	1FEWX|2RCR|3AEMAG|4RCVC|5ASPD|69DMG|7aVULN|8CDMG
99	65311 14112	   	202.64	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1VULN|2RCR|3DUR|4LHND|5AART|6BEXP|7DMG|8CDMG|9AEMAG|aASPD
100	35311 26111	   	202.59	ACR|1BASARM|2BEXP|1AART|1AAC	1FEWX|2RCR|3AART|4ERES|5LWND|6aBEXP|7AAC|8BASARM|9AME
101	35311 26135	   	202.59	ACR|1BASARM|2BEXP|1AART|1AAC	1FEWX|2RCR|3AART|49ERES|5LWND|6aBEXP|7AAC|8BASARM
102	35362 26111	   	202.59	ACR|1BASARM|2BEXP|1AART|1AAC	1FEWX|2RCR|3AART|4DUR|5ERES|6aBEXP|7AAC|8BASARM|9AME
103	35313 26111	   	202.49	ACR|1BASARM|2BEXP|1AART|1AAC	1FEWX|2RCR|3AART|4ERES|5DUST|6aBEXP|7AAC|8BASARM|9AME
104	63156 22232	   	202.27	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG|1BEXP	15VULN|2MSLFST|3LHND|4RCR|6CDMG|7DMG|8ASPD|9BEXP|aAART
105	35341 12342	 * 	202.11	ACR|1BASARM|1AART|1DMG|2AAC	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9aAAC
106	35343 12342	 * 	202.11	ACR|1BASARM|1AART|1ASPD|2AAC	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9aAAC
107	65253 12333	   	201.93	ACR|1BASARM|1VULN|1DMG|1BEXP|1AAC	1VULN|2RCR|3LIT|4LWND|5ERES|6BEXP|7BASARM|8AME|9AAC|aDMG
108	33223 35333	   	201.76	ACR|2VULN|2AART|1ASPD|1CDMG|1BEXP	13FEWX|2CDMG|47AART|5RCR|6BEXP|8ASPD|9aVULN
109	65612 32222	 * 	201.70	ACR|3VULN|2BEXP|1ASPD|1AART	189VULN|2RCR|3ASPD|49BEXP|569ZMB|7AART|9BPWR|aRMIN
110	65612 32223	   	201.70	ACR|3VULN|2BEXP|1ASPD|1AART	189VULN|2RCR|3ASPD|49BEXP|569ZMB|7AART|9BPWR|aFEWX
111	65612 32221	   	201.60	ACR|3VULN|2BEXP|1ASPD|1AART	189VULN|2RCR|3ASPD|49BEXP|569ZMB|7AART|9BPWR|aERES
112	35341 63312	   	201.45	ACR|2DMG|2VULN|1AART|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5aDMG|6BEXP|7LIT|8RMIN|9aVULN|aBPWR
113	35343 63312	   	201.45	ACR|2ASPD|2VULN|1AART|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5aASPD|6BEXP|7LIT|8RMIN|9aVULN|aBPWR
114	65311 14223	   	201.44	ACR|3BEXP|1VULN|1DMG|1AART|1AAC	1VULN|2RCR|3DUR|4LHND|5AART|69aBEXP|7DMG|8AAC
115	35362 26123	 * 	201.30	ACR|1BASARM|2AART|1BEXP|1AAC	19FEWX|2RCR|3aAART|4DUR|5ERES|6BEXP|7AAC|8BASARM
116	35313 26123	   	201.20	ACR|1BASARM|2AART|1BEXP|1AAC	19FEWX|2RCR|3aAART|4ERES|5DUST|6BEXP|7AAC|8BASARM
117	35362 26133	   	201.20	ACR|1BASARM|2AART|1BEXP|1AAC	1FEWX|2RCR|3aAART|4DUR|59ERES|6BEXP|7AAC|8BASARM
118	35315 21433	 * 	201.12	ACR|2AART|2BEXP|1DMG|1VULN	1FEWX|2RCR|38AART|4ERES|56BEXP|7DMG|9AEMAG|aVULN
119	35331 23145	   	201.11	ACR|2VULN|2AART|1ASPD|1CDMG	1FEWX|2RCR|3aAART|46VULN|5RPLT|7ASPD|8CDMG|9LIT
120	35333 14413	   	201.11	ACR|2VULN|2AART|1DMG|1BEXP	1FEWX|2RCR|38AART|4aVULN|5LWND|6BEXP|7DMG|9LHND
121	35313 26133	   	201.10	ACR|1BASARM|2AART|1BEXP|1AAC	1FEWX|2RCR|3aAART|49ERES|5DUST|6BEXP|7AAC|8BASARM
122	63155 32132	   	200.88	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2MSLFST|37LHND|4RCR|5BASARM|6RCVC|8CDMG|9BEXP|aASPD
123	35333 63623	 * 	200.87	ACR|3VULN|2AART|1DMG	19FEWX|2RCR|38AART|469VULN|59LWND|7RCVC|9BPWR|aDMG
124	22233 12316	 * 	200.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1AME|2LWND|3aASPD|4BELT|5RCR|6DMSP|7DMG|8BASARM|9BEXP
125	42233 12316	   	200.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1TLV|2LWND|3aASPD|4BELT|5RCR|6DMSP|7DMG|8BASARM|9BEXP
126	35315 23613	 * 	200.22	ACR|2AART|2BEXP|1ASPD|1VULN	1FEWX|2RCR|39AART|4ERES|56BEXP|7DUR|8ASPD|aVULN
127	65131 25211	 * 	200.21	ACR|3VULN|1BASARM|1ASPD	18aVULN|2RCR|3TLV|4ASPD|5FEWX|6RCVC|7LIT|9BASARM
128	35341 36113	   	200.13	ACR|2AART|1DMG|1VULN|1BEXP|1CDMG	16FEWX|2RCR|39AART|4RPLT|5DMG|7BEXP|8CDMG|aVULN
129	35343 36113	   	200.13	ACR|2AART|1ASPD|1VULN|1BEXP|1CDMG	16FEWX|2RCR|39AART|4RPLT|5ASPD|7BEXP|8CDMG|aVULN
130	35315 21613	   	200.12	ACR|2AART|2BEXP|1DMG|1VULN	1FEWX|2RCR|39AART|4ERES|56BEXP|7DMG|8DUST|aVULN
131	65342 22322	   	199.95	ACR|2VULN|2DMG|1AART|1BEXP	19VULN|2RCR|38DUR|49DMG|59ZMB|6RCVC|7AART|9BPWR|aBEXP
132	65232 22283	   	199.86	ACR|1BASARM|2DMG|1VULN	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|89DMG|aRCVC
133	35341 31122	   	199.71	ACR|1BASARM|1AART|1DMG|1CDMG	16FEWX|2RCR|3AART|4RPLT|5DMG|7LWND|8CDMG|9RMIN|aBASARM
134	35343 31122	   	199.71	ACR|1BASARM|1AART|1ASPD|1CDMG	16FEWX|2RCR|3AART|4RPLT|5ASPD|7LWND|8CDMG|9RMIN|aBASARM
135	65612 13321	   	199.68	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1VULN|2RCR|38ASPD|4BEXP|5ZMB|6CDMG|7aRMIN|9DMG
136	65612 13322	   	199.68	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1VULN|2RCR|38ASPD|4BEXP|5ZMB|6CDMG|7RMIN|9DMG|aLIT
137	65612 13323	   	199.68	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1VULN|2RCR|38ASPD|4BEXP|5ZMB|6CDMG|7RMIN|9DMG|aDUR
138	35241 16222	   	199.68	ACR|2DMG|1ASPD|1VULN|1BEXP|1CDMG	1FEWX|2RCR|3DUR|49DMG|5MLV|6CDMG|7ASPD|8BEXP|aVULN
139	35242 16222	   	199.68	ACR|2DMG|1ASPD|1VULN|1CDMG|1BEXP	1FEWX|2RCR|3DUR|49DMG|5ZMB|6CDMG|7ASPD|8BEXP|aVULN
140	32224 15236	 * 	199.67	ACR|1BASARM|2VULN|1ASPD|2CDMG	1FEWX|29VULN|3LIT|46CDMG|5RCR|7AME|8ASPD|aBASARM
141	35341 12263	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8ZMB|9BEXP|aLWND
142	35341 12314	   	199.61	ACR|1BASARM|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9ZMB|aCDMG
143	35341 12321	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9BEXP|aCGEN
144	35341 12324	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9BEXP
145	35341 12326	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8aLWND|9BEXP
146	35341 12513	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP|9ZMB|aLWND
147	35341 12521	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	19aFEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP
148	35341 12522	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	19FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP|aLHND
149	35341 12523	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	19FEWX|2RCR|3AART|4aRPLT|5DMG|6TLV|7BASARM|8BEXP
150	35341 12631	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	18aFEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|9BEXP
151	35341 12632	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	18FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|9BEXP|aLHND
152	35341 12633	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	18FEWX|2RCR|3AART|4aRPLT|5DMG|6TLV|7BASARM|9BEXP
153	35341 32322	   	199.61	ACR|1BASARM|1AART|1DMG|1CDMG	16FEWX|2RCR|3AART|4RPLT|5DMG|7CDMG|8ZMB|9DUST|aBASARM
