0	Index      	 *	Score 	Summary	Detail	
1	16323 13145	 * 	214.66	DCR|4VULN|1AART|1ASPD|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aASPD
56	16323 43522	   	196.53	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3568VULN|4LIT|7RCR|9ZMB|aAME
57	16323 43523	   	196.53	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3568VULN|4LIT|7RCR|9ZMB|aLHND
58	16323 43533	   	196.53	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3568VULN|4LIT|7RCR|9BEXP|aZMB
59	32633 31522	   	196.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	16aVULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|9ZMB
60	42633 31522	   	196.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1BEXP|26aVULN|3DUR|4DMG|5MLV|7ASPD|8RCR|9ZMB
61	51521 36132	   	196.37	DCR|3VULN|3DMG|1AAC	1CGEN|258VULN|3RPLT|459DMG|5BPWR|6MLV|7RCR|aAAC
62	12632 51522	 * 	196.20	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB|2RMIN	16RMIN|2MDPS|35aVULN|4DMG|7ASPD|8RCR|9ZMB
63	35533 13231	   	196.19	DCR|4VULN|2ASPD|1DUR|1SELL	1567VULN|2DUR|37ASPD|47LIT|7BPWR|8RMIN|9SELL|aRCR
64	31213 22112	 * 	196.04	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aZMB
65	31461 22112	   	196.04	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD|aZMB
66	51521 21333	   	195.94	DCR|3VULN|2DMG|1CDMG|1DUR	1CGEN|259VULN|3RPLT|45DMG|5BPWR|6CDMG|7DUR|8BEXP|aRCR
67	31213 52112	   	195.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9ASPD|aZMB
68	31461 52112	   	195.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	15VULN|2DMSP|3AME|46CDMG|7RCR|8DMG|9ASPD|aZMB
69	62265 22112	   	195.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	1DMSP|26CDMG|3AELBLL|4ERES|56VULN|6BPWR|7RCR|8DMG|9ASPD|aZMB
70	34142 34144	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9ASPD|aCDMG
71	34143 34124	   	195.84	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DMSP|5DUR|7RCR|8DMG|9RMIN|aAART
72	34147 54124	   	195.84	DCR|3VULN|1AART|1DMG|1DUR	145VULN|2MBVNT|3DMSP|6DUR|7RCR|8DMG|9RMIN|aAART
73	34716 34124	   	195.84	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DUR|5DMSP|7RCR|8DMG|9RMIN|aAART
74	51521 21143	   	195.84	DCR|3VULN|2DMG|1CDMG|1DUR	1CGEN|259VULN|3RPLT|45DMG|5BPWR|6CDMG|7DUR|8LEGI|aRCR
75	31263 22112	   	195.84	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aZMB
76	31263 52112	   	195.84	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD|aZMB
77	62365 22112	   	195.84	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	1DMSP|24CDMG|36ERES|56VULN|6BPWR|7RCR|8DMG|9ASPD|aZMB
78	62413 13622	 * 	195.72	DCR|3VULN|1AART|1NUKE|1CDMG	1DMSP|2CDMG|3LIT|467VULN|5LWND|8AART|9RCR|aNUKE
79	16323 13413	   	195.66	DCR|4VULN|1MDPS|1AART	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8VENFST|aMDPS
80	16323 43413	   	195.56	DCR|4VULN|1MDPS|1AART	1RMIN|2AART|3569VULN|4LIT|7RCR|8VENFST|aMDPS
81	32633 31541	   	195.42	DCR|3VULN|1MDPS|1ASPD|1DMG|1DUR	169VULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|aMDPS
82	35516 23321	   	195.13	DCR|3VULN|2ASPD|1CDMG|1DUR	147VULN|2DUR|37ASPD|5RCVC|67LIT|7BPWR|8CGEN|9CDMG|aRCR
83	33522 21435	   	194.83	DCR|3VULN|3DMG|1AAC	17aVULN|2AAC|3RPLT|489DMG|5LWND|6RCR
84	16323 16343	   	194.63	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3569VULN|46LIT|6BPWR|7BEXP|8RCR|aZMB
85	16323 13141	   	194.60	DCR|4VULN|1AART|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aFEWX
86	16323 13144	   	194.60	DCR|4VULN|1AART|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aAELBLL
87	16323 13154	   	194.60	DCR|4VULN|1AART|1DUR	1RMIN|2AART|356aVULN|46LIT|6BPWR|7RCR|8DUR|9FEWX
88	16323 13614	   	194.60	DCR|4VULN|1AART|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8BELT|aDUR
89	16323 11343	   	194.53	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3569VULN|46LIT|6BPWR|7DUST|8RCR|aZMB
90	16323 13142	   	194.50	DCR|4VULN|1AART|1DUR|1MSE	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aMSE
91	16323 13146	   	194.50	DCR|4VULN|1AART|1DUR|1SELL	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aSELL
92	16323 43141	   	194.50	DCR|4VULN|1AART|1DUR	1RMIN|2AART|3569VULN|4LIT|7RCR|8DUR|aFEWX
93	34736 21434	 * 	194.50	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	15VULN|2MBVNT|3DUR|4DMG|6ERES|79ASPD|8CDMG|aRCR
94	16323 41343	   	194.43	DCR|4VULN|1AART|1ZMB	1RMIN|2AART|3569VULN|4LIT|7DUST|8RCR|aZMB
95	16323 43142	   	194.40	DCR|4VULN|1AART|1DUR|1MSE	1RMIN|2AART|3569VULN|4LIT|7RCR|8DUR|aMSE
96	34633 61423	   	194.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	15aVULN|2MBVNT|3ASPD|4LIT|6ZMB|7DMG|8DUR|9RCR
97	35533 51223	   	194.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	15aVULN|2DUR|3ASPD|4LIT|6ZMB|7DMG|8MBVNT|9RCR
98	33536 21531	   	194.13	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	178VULN|2AAC|3RPLT|4DUR|5ASPD|6RCR|9DMG|aRMIN
99	31213 22164	   	194.01	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9DUR|aASPD
100	16311 12251	 * 	193.92	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4FEWX|57BEXP|679ASPD|7BPWR|8LHND|aRCR
101	16312 22251	   	193.92	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4FEWX|579ASPD|67BEXP|7BPWR|8LHND|aRCR
102	31213 24631	 * 	193.92	DCR|2VULN|2ASPD|2CDMG|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|78ASPD|9DMG|aRCR
103	31213 52164	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9DUR|aASPD
104	51623 13412	   	193.88	DCR|4VULN|1SPLARM|1AART	1CGEN|2569VULN|3AART|46LIT|6BPWR|7RCR|8SPLARM|aAME
105	16351 12251	   	193.82	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4DUST|57FEWX|679ASPD|7BPWR|8LHND|aRCR
106	16352 22251	   	193.82	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4DUST|579ASPD|67FEWX|7BPWR|8LHND|aRCR
107	16311 12351	   	193.82	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4FEWX|57BEXP|679ASPD|7BPWR|8DUST|aRCR
108	16312 22351	   	193.82	DCR|3ASPD|2VULN|1AART	1RMIN|2AART|37VULN|4FEWX|579ASPD|67BEXP|7BPWR|8DUST|aRCR
109	31213 54631	   	193.82	DCR|2VULN|2ASPD|2CDMG|1DMG	13VULN|2DMSP|4AME|56CDMG|78ASPD|9DMG|aRCR
110	31263 22164	   	193.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9DUR|aASPD
111	31263 24631	   	193.72	DCR|2VULN|2ASPD|2CDMG|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|78ASPD|9DMG|aRCR
112	34142 34137	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9AART|aZMB
113	34142 34175	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9ZMB|aAART
114	34147 24174	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	145VULN|2MBVNT|3DMSP|6LHND|7RCR|8DMG|9ZMB|aAART
115	34141 34175	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	146VULN|2MBVNT|3DMSP|5DUST|7RCR|8DMG|9ZMB|aAART
116	33623 14326	   	193.41	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	156VULN|2AAC|3AART|46LIT|6BPWR|7RCVC|8RCR|9ZMB|aASPD
117	31252 22123	   	193.39	DCR|3VULN|2DMG|1CDMG|1SELL	136VULN|2DMSP|4SELL|56CGEN|6BPWR|7RCR|8aDMG|9CDMG
118	31255 22123	   	193.39	DCR|3VULN|2DMG|1CDMG|1SELL	136VULN|2DMSP|4SELL|56MLV|6BPWR|7RCR|8aDMG|9CDMG
119	16322 52234	   	193.16	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RMIN|2AART|38VULN|4LIT|5LHND|6ZMB|7CDMG|9ASPD|aRCR
120	33633 41242	 * 	193.04	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1AAC|1ZMB	1VULN|2AAC|3AART|4RPLT|5MDPS|69DMG|7RCR|8ASPD|aZMB
121	51521 36133	   	193.03	DCR|3VULN|3DMG	1aCGEN|258VULN|3RPLT|459DMG|5BPWR|6MLV|7RCR
122	16132 13684	   	193.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RMIN|2AART|3MBVNT|4aVULN|5ASPD|6CDMG|7DUR|8RPLT|9RCR
123	34214 17138	 * 	192.98	DCR|4VULN|2DMG|1SELL	148aVULN|2MBVNT|3FEWX|5SELL|6aCGEN|7RCR|9aDMG|aBPWR
124	35515 23321	   	192.67	DCR|3VULN|2ASPD|1CDMG|1DUR	147VULN|2DUR|37ASPD|5DMSP|67LIT|7BPWR|8CGEN|9CDMG|aRCR
125	34824 41128	   	192.59	DCR|3VULN|2DMG|2ZMB|1AAC|1SELL	18aVULN|2MBVNT|3SELL|4CGEN|5aDMG|6RCR|7AAC|9aZMB|aBPWR
126	16232 12226	   	192.02	DCR|3VULN|2AART|1ZMB|2RMIN	18RMIN|23AART|4RPLT|567VULN|7BPWR|9ZMB|aRCR
127	16241 53131	 * 	191.99	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|236AART|4DUR|5ERES|7CDMG|8DMG|9VULN|aRCR
128	34614 31622	   	191.98	DCR|4VULN|1ASPD|1ZMB|1DUR	145aVULN|2MBVNT|3ASPD|6DUST|7DUR|8RCR|9ZMB
129	34614 82424	   	191.97	DCR|4VULN|2ASPD|1DUR	1457VULN|2MBVNT|36ASPD|8DUR|9RPLT|aRCR
130	51612 13225	 * 	191.96	DCR|2VULN|2AART|1ASPD|1CDMG	1CGEN|28VULN|39AART|4FEWX|5ASPD|6CDMG|7LIT|aRCR
131	34614 15313	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6FEWX|7DMG|8RPLT|9RCR|aCDMG
132	34614 62313	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6DMG|7FEWX|8RPLT|9RCR|aCDMG
133	51623 13153	   	191.88	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|256VULN|3AART|46LIT|6BPWR|7RCR|8DUR|9FEWX|aDMG
134	32633 31511	   	191.81	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	16VULN|2BEXP|3DUR|4DMG|5MLV|79ASPD|8RCR|aMDPS
135	42633 31511	   	191.81	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1BEXP|26VULN|3DUR|4DMG|5MLV|79ASPD|8RCR|aMDPS
136	34614 35313	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6DUST|7DMG|8RPLT|9RCR|aCDMG
137	31623 61343	   	191.80	DCR|3VULN|1AART|1DMG|1ZMB	159VULN|2DMSP|3LWND|4AART|6DMG|7LIT|8RCR|aZMB
138	16336 12226	   	191.80	DCR|4VULN|1AART|1ZMB|2RMIN	18RMIN|2AART|3567VULN|4RPLT|57BPWR|9ZMB|aRCR
139	34143 34117	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DMSP|5DUR|7RCR|8DMG|9BEXP|aAART
140	34143 34164	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DMSP|5DUR|7RCR|8DMG|9AME|aAART
141	34143 34182	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DMSP|5DUR|7RCR|8DMG|9RPLT|aAART
142	31252 22124	   	191.65	DCR|4VULN|1DMG|1CDMG|1SELL	136aVULN|2DMSP|4SELL|56CGEN|6BPWR|7RCR|8DMG|9CDMG
143	31255 22124	   	191.65	DCR|4VULN|1DMG|1CDMG|1SELL	136aVULN|2DMSP|4SELL|56MLV|6BPWR|7RCR|8DMG|9CDMG
144	34141 34742	   	191.59	DCR|4VULN|1ASPD|1CDMG	1468VULN|2MBVNT|3DMSP|5DUST|7RCR|9ASPD|aCDMG
145	34147 44742	   	191.59	DCR|4VULN|1ASPD|1CDMG	1458VULN|2MBVNT|3DMSP|6DUST|7RCR|9ASPD|aCDMG
146	34143 34134	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DMSP|5DUR|7RCR|8DMG|9ERES|aAART
147	34147 54134	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	145VULN|2MBVNT|3DMSP|6DUR|7RCR|8DMG|9ERES|aAART
148	34716 34134	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2MBVNT|3DUR|5DMSP|7RCR|8DMG|9ERES|aAART
149	31253 22124	   	191.45	DCR|4VULN|1DMG|1CDMG|1SELL	136aVULN|2DMSP|4SELL|56ERES|6BPWR|7RCR|8DMG|9CDMG
150	33536 21112	   	191.42	DCR|2VULN|1AART|1ASPD|2DUR|1AAC|1ZMB	17VULN|2AAC|3RPLT|49DUR|5ASPD|6RCR|8ZMB|aAART
151	33536 22142	   	191.42	DCR|2VULN|1AART|1ASPD|2DUR|1AAC|1ZMB	19VULN|2AAC|3RPLT|47DUR|5ASPD|6RCR|8ZMB|aAART
152	33536 22522	   	191.42	DCR|2VULN|1AART|1ASPD|2DUR|1AAC|1ZMB	18VULN|2AAC|3RPLT|47DUR|5ASPD|6RCR|9ZMB|aAART
153	51342 23612	   	191.33	DCR|4VULN|2AART	1CGEN|268aVULN|3BELT|47AART|5LWND|9RCR
154	16323 62234	   	191.13	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RMIN|2AART|35VULN|4LIT|6DUR|7CDMG|8AME|9ASPD|aRCR
155	31224 33221	   	191.10	DCR|3VULN|2DMG|1ASPD|1SELL	134VULN|2DMSP|56DMG|7ASPD|8SELL|9CGEN|aRCR
156	16323 62134	   	191.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RMIN|2AART|35VULN|4LIT|6DUR|7CDMG|8TLV|9ASPD|aRCR
157	16136 62344	   	191.00	DCR|2VULN|2DMG|1AART	1RMIN|2AART|3MBVNT|46VULN|5SPLREG|7FEWX|89DMG|aRCR
158	31224 33261	   	191.00	DCR|3VULN|2DMG|1ASPD|1SELL	134VULN|2DMSP|56DMG|7ASPD|8SELL|9ERES|aRCR
159	16232 12526	   	190.75	DCR|3VULN|2AART|1ZMB	1RMIN|23AART|48RPLT|567VULN|7BPWR|9ZMB|aRCR
160	16323 13622	   	190.51	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|46LIT|6BPWR|7RCR|8BELT|9FEWX|aASPD
161	16323 43622	   	190.41	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|4LIT|7RCR|8BELT|9FEWX|aASPD
162	51623 13411	   	190.34	DCR|4VULN|1SPLARM|1AART|1AAC	1CGEN|2569VULN|3AART|46LIT|6BPWR|7RCR|8SPLARM|aAAC
163	16323 14335	   	190.12	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|46LIT|6BPWR|7RCVC|8RCR|9BEXP|aASPD
164	51612 13235	   	190.11	DCR|2VULN|2ASPD|1AART|1CDMG	1CGEN|28VULN|3AART|4FEWX|59ASPD|6CDMG|7LIT|aRCR
165	31315 33541	   	190.11	DCR|3VULN|1ASPD|1DMG|1CDMG	157VULN|23DMSP|45AME|5BPWR|6DMG|8ASPD|9CDMG|aRCR
166	51623 13523	   	190.02	DCR|4VULN|1AART|1ZMB	1CGEN|2568VULN|3AART|46LIT|6BPWR|7RCR|9ZMB|aRCVC
167	31324 21541	   	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	146VULN|23DMSP|5DMG|7AME|8ASPD|9CDMG|aRCR
168	31324 23341	   	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	146VULN|23DMSP|5DMG|7ASPD|8CGEN|9CDMG|aRCR
169	34142 34141	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9ASPD|aZMB
