0	Index      	 *	Score 	Summary	Detail	
1	34134 23133	 * 	227.33	DCR|3DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9VULN|aAAC
104	34632 33236	   	201.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3BEXP|458VULN|6AART|7ERES|9DUR|aRCR
105	64141 31222	   	201.86	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	13VULN|23CDMG|3BPWR|4DUR|5LEGI|6ZMB|7DMG|8AART|9DUST|aRCR
106	36526 23113	   	201.85	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17CDMG|2AART|37VULN|4RCVC|5DMSP|67DUR|7BPWR|8ERES|9RCR|aDMG
107	34536 14241	   	201.74	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2aDMG|345VULN|6MBVNT|7RCR|8DUR|9LIT
108	34134 23432	   	201.71	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8aRCVC|9ZMB
109	36233 43216	 * 	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1CDMG|2AART|3MDPS|4BEXP|59aVULN|6RCR|7ASPD|8LHND
110	64136 13214	   	201.52	DCR|4VULN|2CDMG|1DMG|1DUR	1357VULN|23CDMG|3BPWR|4DMG|6MBVNT|8DUR|9RMIN|aRCR
111	64136 22114	   	201.52	DCR|4VULN|2CDMG|1DMG|1DUR	1358VULN|23CDMG|3BPWR|4DMG|6DUR|7MBVNT|9RMIN|aRCR
112	34136 26232	   	201.46	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1DUR	1CDMG|24DMG|3ASPD|5FEWX|6VULN|7LHND|8AART|9DUR|aRCR
113	34134 23431	   	201.39	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8RCVC|9ZMB|aAME
114	36233 46312	   	201.38	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG	1CDMG|2AART|3MDPS|4BEXP|57VULN|6RCR|8aDMG|9CGEN
115	36233 46331	   	201.38	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	1CDMG|2AART|3MDPS|4BEXP|57VULN|6RCR|8aDMG|9LWND
116	34134 23433	   	201.29	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8RCVC|9ZMB|aTLV
117	34134 31261	   	201.25	DCR|3DMG|2ASPD|1VULN|1CDMG	1CDMG|245DMG|35ASPD|5BPWR|6LEGI|7BEXP|8DMSP|9RCR|aVULN
118	64136 14223	 * 	201.04	DCR|3VULN|1MDPS|2CDMG|1DMG|1DUR	135VULN|23CDMG|3BPWR|4DMG|6MBVNT|7RCR|8DUR|9RMIN|aMDPS
119	34134 23113	   	200.96	DCR|3DMG|1MDPS|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9DUST|aMDPS
120	34134 23233	   	200.96	DCR|3DMG|1MDPS|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8LEGI|9ZMB|aMDPS
121	34134 23533	   	200.96	DCR|3DMG|1MDPS|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8MBVNT|9ZMB|aMDPS
122	64136 14341	   	200.96	DCR|3VULN|2DMG|2CDMG	135VULN|23CDMG|3BPWR|4aDMG|6MBVNT|7RCR|8BEXP|9LIT
123	36223 43521	 * 	200.96	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2AART|3MDPS|4LWND|5VULN|6RCR|7ASPD|8AAC|9aDMG
124	36233 43521	   	200.96	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2AART|3MDPS|4BEXP|5VULN|6RCR|7ASPD|8AAC|9aDMG
125	32352 42162	 * 	200.70	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	1CDMG|2SPLJET|3SPLARM|4DUST|5ASPD|6ZMB|7RCR|89aVULN
126	34134 23126	   	200.54	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9AME|aRCVC
127	34134 23143	   	200.46	DCR|3DMG|2ASPD|1CDMG|1AAC|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9LWND|aAAC
128	33632 31266	   	200.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3RMIN|45VULN|6DUR|7DMG|89AART|aRCR
129	34134 23124	   	200.21	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9AME|aRMIN
130	34134 23125	   	200.21	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9AME|aFEWX
131	34134 23162	   	200.21	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9RPLT|aCGEN
132	34134 23163	   	200.21	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9RPLT|aLWND
133	33332 31266	   	200.17	DCR|2VULN|2AART|1DMG|1CDMG|1AAC|1DUR	1CDMG|2LWND|3AAC|45VULN|6DUR|7DMG|89AART|aRCR
134	14233 46223	 * 	200.12	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|3ZMB|4VULN|5LWND|67ASPD|8AART|9DMG|aRCR
135	33233 46223	   	200.12	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3ZMB|4VULN|5LHND|67ASPD|8AART|9DMG|aRCR
136	34134 23111	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9DUST|aLHND
137	34134 23112	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9DUST|aFEWX
138	34134 23114	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9DUST|aBEXP
139	34134 23116	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9DUST|aAME
140	34134 23122	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9AME|aTLV
141	34134 23123	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR|1MSE	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9AME|aMSE
142	34134 23141	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9LWND|aLEGI
143	34134 23142	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR|1MSE	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9LWND|aMSE
144	34134 23153	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9TLV|aFEWX
145	34134 23161	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR|1MSE	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8ZMB|9RPLT|aMSE
146	34134 23231	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8LEGI|9ZMB|aLHND
147	34134 23232	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8LEGI|9ZMB|aBEXP
148	34134 23236	   	200.11	DCR|3DMG|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|245DMG|35ASPD|5BPWR|6DUR|7RCR|8LEGI|9ZMB|aAELBLL
