0	Index      	 *	Score 	Summary	Detail	
1	23222 34522	 * 	225.70	DCR|4VULN|2AART|1ASPD|1DUR	179aVULN|2DUR|38AART|4LHND|5ASPD|6RCR
59	21655 22232	   	207.96	DCR|2SPLARM|4VULN|1ASPD|1ZMB	1589VULN|2LHND|3ZMB|45SPLARM|5BPWR|6RCR|7ASPD|aFEWX
60	21655 22233	   	207.96	DCR|2SPLARM|4VULN|1ASPD|1ZMB	1589VULN|2LHND|3ZMB|45SPLARM|5BPWR|6RCR|7ASPD|aLIT
61	23222 31661	 * 	207.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUR|3aAART|4LHND|5ASPD|6RCR|7BEXP|8DMG|9CDMG
62	23213 33632	   	207.90	DCR|3VULN|2ASPD|1AART|1AAC|1DUR	158VULN|2DUR|3AART|4AAC|6RCR|7aASPD|9BEXP
63	51521 33363	 * 	207.89	DCR|2VULN|3ZMB|1AART|1ASPD|1CDMG	138ZMB|2ASPD|4CDMG|5BEXP|69VULN|7RCR|aAART
64	23213 33622	   	207.80	DCR|3VULN|2ASPD|1AART|1AAC|1DUR	158VULN|2DUR|3AART|4AAC|6RCR|7aASPD|9DUST
65	23213 33664	   	207.80	DCR|3VULN|2ASPD|1AART|1AAC|1DUR	158VULN|2DUR|3AART|4AAC|6RCR|7aASPD|9BASFIG
66	21335 22234	 * 	207.34	DCR|4VULN|1ASPD|1CDMG|2ZMB	1589VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|aCDMG
67	21335 22265	   	207.33	DCR|3VULN|1AART|1ASPD|2ZMB|1DUR	158VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|9AART|aDUR
68	23642 52321	 * 	207.11	DCR|2VULN|2DMG|1AART|1NUKE|2DUR|1ZMB	19VULN|29DUR|3ZMB|4DUST|5RPLT|6NUKE|7RCR|89DMG|9BPWR|aAART
69	23233 46111	 * 	206.83	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1ZMB	1aVULN|258DUR|3AART|4CDMG|6DMG|7ZMB|9RCR
70	23222 34532	   	206.24	DCR|2VULN|2AART|2ASPD|1DUR	17VULN|2DUR|38AART|4LHND|5aASPD|6RCR|9FEWX
71	21655 22211	   	206.23	DCR|2SPLARM|3VULN|2ASPD|1ZMB	158VULN|2LHND|3ZMB|45SPLARM|5BPWR|6RCR|7aASPD|9ERES
72	23213 33432	   	206.14	DCR|2VULN|2AART|2ASPD|1AAC|1DUR	15VULN|2DUR|38AART|4AAC|6RCR|7aASPD|9BEXP
73	23222 34562	   	206.14	DCR|2VULN|2AART|2ASPD|1DUR	17VULN|2DUR|38AART|4LHND|5aASPD|6RCR|9DUST
74	23213 33422	   	206.04	DCR|2VULN|2AART|2ASPD|1AAC|1DUR	15VULN|2DUR|38AART|4AAC|6RCR|7aASPD|9DUST
75	23213 33464	   	206.04	DCR|2VULN|2AART|2ASPD|1AAC|1DUR	15VULN|2DUR|38AART|4AAC|6RCR|7aASPD|9BASFIG
76	23655 22122	   	205.86	DCR|2SPLARM|2VULN|1ASPD|1DMG|2ZMB|1DUR	15VULN|2DUR|39ZMB|45SPLARM|5BPWR|6RCR|7ASPD|8RPLT|aDMG
77	51131 61161	 * 	205.67	DCR|3DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2ASPD|3DUR|468DMG|5VULN|7BEXP|9RCR|aCDMG
78	12213 34522	   	205.54	DCR|4VULN|2AART|1AAC|1DUR	1LHND|2DUR|38AART|4AAC|579aVULN|6RCR
79	23213 32522	   	205.54	DCR|4VULN|2AART|1AAC|1DUR	159aVULN|2DUR|38AART|4AAC|6RCR|7LHND
80	23224 34522	   	205.54	DCR|4VULN|2AART|1AAC|1DUR	179aVULN|2DUR|38AART|4LHND|5AAC|6RCR
81	24112 23433	 * 	205.32	DCR|3VULN|2DMG|1AART|1DUR|1SELL	168VULN|2RMIN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aDUR
82	25222 36511	 * 	205.23	DCR|3AART|2VULN|1ASPD|1CDMG	1aVULN|2FEWX|378AART|4LHND|5ASPD|6RCR|9CDMG
83	51521 43122	 * 	204.85	DCR|3ASPD|2DMG|3ZMB|1CDMG|1AAC	13aZMB|26aASPD|4CDMG|5BEXP|7RCR|8aDMG|9AAC|aBPWR
84	51523 43122	   	204.75	DCR|3ASPD|2DMG|3ZMB|1CDMG|1AAC	13aZMB|26aASPD|4CDMG|5DUST|7RCR|8aDMG|9AAC|aBPWR
85	23311 23324	 * 	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AME|4CDMG|5AART|68ASPD|7RCR|9LHND
86	23311 23334	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AME|4CDMG|5AART|68ASPD|7RCR|9BEXP
87	23311 23515	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	18VULN|2DUR|3AME|4CDMG|5AART|6aASPD|7RCR|9LIT
88	24411 23324	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2RMIN|3DUR|4CDMG|5AART|68ASPD|7RCR|9LHND
89	24411 23334	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2RMIN|3DUR|4CDMG|5AART|68ASPD|7RCR|9FEWX
90	23232 23324	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AART|4CDMG|5AME|68ASPD|7RCR|9LHND
91	23232 23334	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AART|4CDMG|5AME|68ASPD|7RCR|9BEXP
92	23232 23515	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	18VULN|2DUR|3AART|4CDMG|5AME|6aASPD|7RCR|9LIT
93	22411 23324	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2ERES|3DUR|4CDMG|5AART|68ASPD|7RCR|9LHND
94	22411 23334	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2ERES|3DUR|4CDMG|5AART|68ASPD|7RCR|9BEXP
95	23411 23324	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3ERES|4CDMG|5AART|68ASPD|7RCR|9LHND
96	23411 23334	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3ERES|4CDMG|5AART|68ASPD|7RCR|9BEXP
97	34311 23324	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1ERES|2DUR|3aVULN|4CDMG|5AART|68ASPD|7RCR|9LHND
98	34311 23334	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1ERES|2DUR|3aVULN|4CDMG|5AART|68ASPD|7RCR|9BEXP
99	36411 23324	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1ERES|2aVULN|3DUR|4CDMG|5AART|68ASPD|7RCR|9LHND
100	36411 23334	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1ERES|2aVULN|3DUR|4CDMG|5AART|68ASPD|7RCR|9BEXP
101	23234 23324	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AART|4CDMG|5ERES|68ASPD|7RCR|9LHND
102	23234 23334	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1aVULN|2DUR|3AART|4CDMG|5ERES|68ASPD|7RCR|9BEXP
103	25231 23332	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2FEWX|35AART|4CDMG|6RPLT|7ASPD|8RCR|9DUR
104	23231 23322	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|8RCR|9LWND
105	23231 23345	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|8RCR|9AME
106	23231 23355	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|8RCR|9RMIN
107	23231 23362	   	204.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|8RCR|9DUST
108	23231 23316	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|8RCR|9LIT|aDMG
109	21335 22352	 * 	203.54	DCR|4VULN|3ZMB|1ASPD	159aVULN|2LHND|3TSLFST|458ZMB|5BPWR|6RCR|7ASPD
110	23231 23332	 * 	203.35	DCR|2AART|2ASPD|1VULN|1CDMG|2DUR	1VULN|29DUR|35AART|4CDMG|6RPLT|7aASPD|8RCR
111	51133 25211	 * 	202.81	DCR|3ASPD|2DMG|1VULN|1ZMB|1DUR	1ZMB|26aASPD|3DUR|49DMG|5MSLREG|7VULN|8RCR
112	21651 22234	 * 	202.80	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	189VULN|25LHND|3ZMB|4SPLARM|6RCR|7ASPD|aCDMG
113	23655 22113	   	202.65	DCR|2SPLARM|2VULN|1ASPD|1DMG|1ZMB|1DUR	15VULN|2DUR|3ZMB|45SPLARM|5BPWR|6RCR|7ASPD|8RPLT|9FEWX|aDMG
114	35141 11361	   	202.48	DCR|3VULN|3DMG|2DUR	1ERES|246DMG|34DUR|4BPWR|5BEXP|78aVULN|9RCR
115	35142 11361	   	202.48	DCR|3VULN|3DMG|2DUR	1ERES|246DMG|34DUR|4BPWR|5FEWX|78aVULN|9RCR
116	23222 35521	 * 	202.32	DCR|2VULN|2AART|1ASPD|3DUR	19VULN|27aDUR|38AART|4LHND|5ASPD|6RCR
117	23231 53251	 * 	202.17	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG|1DUR	17VULN|2DUR|35AART|4CDMG|6MDPS|8BELT|9RCR|aASPD
118	21335 22341	   	201.95	DCR|2VULN|3ZMB|1AART|1ASPD|1DUR	15VULN|2LHND|3TSLFST|458ZMB|5BPWR|6RCR|7ASPD|9DUR|aAART
119	22136 12353	 * 	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	19VULN|2ERES|3LIT|4RPLT|5DMG|6ASPD|7RCR|8CDMG|aAART
120	36136 12353	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|29VULN|3LIT|4RPLT|5DMG|6ASPD|7RCR|8CDMG|aAART
121	51524 31133	 * 	201.57	DCR|3ZMB|1VULN|1AART|1ASPD|1DMG|1CDMG	137ZMB|2ASPD|4CDMG|5DMG|6RPLT|8VULN|9AART|aRCR
122	25222 34522	   	201.55	DCR|3VULN|2AART|1ASPD	179VULN|2FEWX|38AART|4LHND|5ASPD|6RCR|aBEXP
123	51331 61163	   	201.50	DCR|3DMG|2VULN|1ASPD|1ZMB	1ZMB|2ASPD|3LHND|468DMG|5aVULN|7BEXP|9RCR
124	25222 34523	   	201.45	DCR|3VULN|2AART|1ASPD	179VULN|2FEWX|38AART|4LHND|5ASPD|6RCR|aTLV
125	23653 43122	 * 	201.41	2SPLARM|4VULN|3DMG|3DUR|1ZMB|1SELL	168aVULN|289DUR|3ZMB|4aSPLARM|5SELL|78aDMG|8aBPWR
126	62322 24325	 * 	201.28	DCR|2VULN|2DMG|1MDPS|2ASPD|2DUR|1AAC	1RPLT|29DUR|34ASPD|5MDPS|6AAC|79VULN|89DMG|9BPWR|aRCR
127	25222 35612	   	201.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|2FEWX|3AART|4LHND|5ASPD|6RCR|79DUR|8DMG
128	25242 31612	   	201.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|2FEWX|3AART|49DUR|5ASPD|6RCR|7BEXP|8DMG
129	25242 33612	   	201.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|2FEWX|3AART|49DUR|5ASPD|6RCR|7LHND|8DMG
130	23222 31612	   	201.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|29DUR|3AART|4LHND|5ASPD|6RCR|7BEXP|8DMG
131	23642 52323	 * 	201.16	DCR|3VULN|2DMG|1NUKE|2DUR|1ZMB	19aVULN|29DUR|3ZMB|4DUST|5RPLT|6NUKE|7RCR|89DMG|9BPWR
132	56112 23433	   	201.04	DCR|2VULN|2DMG|1AART|2ZMB|1DUR|1SELL	18ZMB|26VULN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aDUR
133	23311 23514	   	200.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	18VULN|2DUR|3AME|4CDMG|5AART|6ASPD|7RCR|9LIT|aZMB
134	23232 23514	   	200.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	18VULN|2DUR|3AART|4CDMG|5AME|6ASPD|7RCR|9LIT|aZMB
135	23611 52362	   	200.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1aVULN|2DUR|3ZMB|4CDMG|5AART|6AAC|7RCR|8ASPD|9RPLT
136	23231 23656	   	200.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	18VULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|9MLV|aRCR
137	23231 23625	   	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	18VULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|9DUST|aRCR
138	23231 23646	   	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	18VULN|2DUR|35AART|4CDMG|6RPLT|7ASPD|9ERES|aRCR
139	23124 61361	   	200.03	DCR|2VULN|2DMG|1AART|3DUR	17VULN|267DUR|3BEXP|4LWND|57DMG|7BPWR|8RCR|9AART|aFEWX
140	23124 61362	   	200.03	DCR|2VULN|2DMG|1AART|3DUR	17VULN|267DUR|3aBEXP|4LWND|57DMG|7BPWR|8RCR|9AART
141	25222 34512	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	17VULN|2FEWX|38AART|4LHND|5ASPD|6RCR|9CDMG|aBEXP
142	25222 34513	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	17VULN|2FEWX|38AART|4LHND|5ASPD|6RCR|9CDMG|aLIT
143	25222 34511	   	199.86	DCR|2VULN|2AART|1ASPD|1CDMG	17VULN|2FEWX|38AART|4LHND|5ASPD|6RCR|9CDMG|aERES
144	23231 24336	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aVULN|29DUR|35AART|4CDMG|6RPLT|7ZMB|8RCR
145	51536 33131	   	199.76	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB|1SELL	13ZMB|2ASPD|46VULN|5SELL|7RCR|8DMG|9RCVC|aAART
146	25222 32533	   	199.74	DCR|2VULN|2AART|2ASPD	1aVULN|2FEWX|38AART|4aLHND|5aASPD|6RCR|7RCVC|9BELT|aBPWR
147	25232 23524	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	18aVULN|2FEWX|3AART|4CDMG|5AME|6ASPD|7RCR|9LHND
148	25232 23534	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	18aVULN|2FEWX|3AART|4CDMG|5AME|6ASPD|7RCR|9BEXP
149	25311 23524	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	18aVULN|2FEWX|3AME|4CDMG|5AART|6ASPD|7RCR|9LHND
150	25311 23534	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	18aVULN|2FEWX|3AME|4CDMG|5AART|6ASPD|7RCR|9BEXP
151	21335 26335	 * 	199.72	DCR|3VULN|3ZMB|1AART|1DUR	157VULN|2LHND|3TSLFST|458ZMB|5BPWR|6RCR|9DUR|aAART
152	25222 34132	   	199.69	DCR|3VULN|2ASPD|1AART	179VULN|2FEWX|3AART|4LHND|5aASPD|6RCR|8CGEN
153	12142 36336	 * 	199.63	DCR|4VULN|2DMG|1DUR	156LHND|2DUR|3BEXP|4569VULN|56BPWR|7aDMG|8RCR
154	22641 12336	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	14aVULN|2ERES|3RPLT|5AART|6CGEN|7RCR|8ASPD|9CDMG
155	23232 23513	   	199.56	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	18VULN|2DUR|3AART|4CDMG|5AME|6ASPD|7RCR|9LIT|aMDPS
156	23311 23513	   	199.56	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	18VULN|2DUR|3AME|4CDMG|5AART|6ASPD|7RCR|9LIT|aMDPS
157	24411 23513	   	199.56	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	18VULN|2RMIN|3DUR|4CDMG|5AART|6ASPD|7RCR|9LIT|aMDPS
158	23231 24332	   	199.47	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR|1ZMB	1VULN|29DUR|35AART|4CDMG|6RPLT|7ZMB|8RCR|aASPD
159	21234 31336	   	199.44	DCR|3VULN|3DMG|1DUR	179VULN|267LHND|3DUR|4BEXP|57aDMG|7BPWR|8RCR
160	21335 22236	   	199.40	DCR|4VULN|1ASPD|2ZMB|1DUR	1589VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|aDUR
161	21335 26512	   	199.40	DCR|4VULN|1DMG|2ZMB|1DUR	157aVULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|8DUR|9DMG
162	62325 53122	 * 	199.28	DCR|1SPLARM|3ASPD|2VULN|2DUR	1RPLT|29DUR|349ASPD|5FEWX|6RCR|7LHND|89VULN|9BPWR|aSPLARM
163	24323 65321	 * 	199.24	DCR|3VULN|2DMG|1ASPD	137VULN|2RMIN|4DUST|5MLV|6RCR|89DMG|aASPD
