0	Index      	 *	Score 	Summary	Detail	
1	25633 32223	 * 	211.33	DCR|3VULN|2AART|2DMG	139LWND|269VULN|48AART|59DMG|7BELT|9BPWR|aRCR
62	45333 31321	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	126VULN|3LWND|4AART|5DMG|7DUR|8FEWX|9RCR|aDMSP
63	45333 31323	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	126VULN|3LWND|4AART|5DMG|7DUR|8aFEWX|9RCR
64	45333 31326	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	126VULN|3LWND|4AART|5DMG|7DUR|8FEWX|9RCR|aRPLT
65	45434 11422	   	187.70	DCR|3VULN|1AART|1DMG|1ZMB	129VULN|3MBVNT|4AART|5MLV|6DMG|7BELT|8ZMB|aRCR
66	25223 11356	   	187.69	DCR|2VULN|2ASPD|1DMG|2DUR	1LWND|29VULN|3aDUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR
67	45133 35221	   	187.68	DCR|3VULN|1AART|1ASPD|1DUR	127VULN|3FEWX|4AART|5BEXP|6DUR|8ASPD|9RCR|aLEGI
68	45332 35222	   	187.68	DCR|3VULN|1AART|1ASPD|1DUR|1MSE	127VULN|3LWND|4AART|5FEWX|6DUR|8ASPD|9RCR|aMSE
69	45333 31222	   	187.68	DCR|3VULN|1AART|1DMG|1DUR|1MSE	126VULN|3LWND|4AART|5DMG|7DUR|8BEXP|9RCR|aMSE
70	45333 31224	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	126VULN|3LWND|4AART|5DMG|7DUR|8BEXP|9RCR|aERES
71	45333 31322	   	187.68	DCR|3VULN|1AART|1DMG|1DUR|1MSE	126VULN|3LWND|4AART|5DMG|7DUR|8FEWX|9RCR|aMSE
72	45333 31324	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	126VULN|3LWND|4AART|5DMG|7DUR|8FEWX|9RCR|aERES
73	41365 32313	 * 	187.60	DCR|5VULN|1MDPS|1DMG|1NUKE	1567aVULN|2MDPS|3NUKE|4RPLT|6BPWR|8RCR|9DMG
74	45333 11221	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8BEXP|9RCR|aDMSP
75	45333 11223	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8BEXP|9RCR|aFEWX
76	45333 11226	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8BEXP|9RCR|aRPLT
77	45333 11321	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8FEWX|9RCR|aDMSP
78	45333 11323	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8aFEWX|9RCR
79	45333 11326	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8FEWX|9RCR|aRPLT
80	45333 11222	   	187.43	DCR|2VULN|2DMG|1AART|1DUR|1MSE	12VULN|3LWND|4AART|56DMG|7DUR|8BEXP|9RCR|aMSE
81	45333 11224	   	187.43	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8BEXP|9RCR|aERES
82	45333 11322	   	187.43	DCR|2VULN|2DMG|1AART|1DUR|1MSE	12VULN|3LWND|4AART|56DMG|7DUR|8FEWX|9RCR|aMSE
83	45333 11324	   	187.43	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3LWND|4AART|56DMG|7DUR|8FEWX|9RCR|aERES
84	33242 51611	   	187.31	DCR|3VULN|1ASPD|1DMG|2DUR	18DUST|28LWND|37DUR|4DMG|568VULN|8BPWR|9ASPD|aRCR
85	35242 21611	   	187.31	DCR|3VULN|1ASPD|1DMG|2DUR	18DUST|258VULN|37DUR|4DMG|68LHND|8BPWR|9ASPD|aRCR
86	45241 23233	   	187.29	DCR|4VULN|1ASPD|2DUR	124aVULN|3aMLV|5ASPD|6LIT|7DMSP|8RCR|9aDUR|aBPWR
87	41125 32313	   	187.09	DCR|4VULN|1MDPS|1DMG|2ZMB	167aVULN|2MDPS|36ZMB|4DMSP|5RPLT|6BPWR|8RCR|9DMG
88	25238 33313	 * 	187.00	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1LWND|26VULN|36DUR|4MBVNT|5SELL|6BPWR|79DMG|8RCR|aCDMG
89	35165 32313	   	186.99	DCR|4VULN|1DMG|1NUKE|2DUR	1DUST|267aVULN|3NUKE|46DUR|5RPLT|6BPWR|8RCR|9DMG
90	41235 31262	   	186.96	DCR|2VULN|1MDPS|2DMG|1ASPD|2DUR	18VULN|2MDPS|38DUST|46DUR|5LHND|78DMG|8BPWR|9ASPD|aRCR
91	45434 31313	   	186.93	DCR|3VULN|2AART|2DUR	129VULN|3MBVNT|46AART|5MLV|78DUR|aRCR
92	35238 33313	 * 	186.90	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1DUST|26VULN|36DUR|4MBVNT|5SELL|6BPWR|79DMG|8RCR|aCDMG
93	42254 13331	 * 	186.74	DCR|3VULN|3ASPD	14aVULN|2TLV|3AME|569ASPD|7RCR|8LIT
94	45333 32226	 * 	186.66	5VULN|3DMG|2AART	1269aVULN|39aLWND|48AART|59aDMG|7BELT|9aBPWR
95	43433 11121	   	186.63	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2LHND|3RCVC|4aAART|56DMG|7DUR|8LWND|9RCR
96	42254 13212	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	14VULN|2TLV|3AME|56ASPD|7RCR|8ZMB|9LWND|aDMG
97	42254 13231	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	14VULN|2TLV|3AME|56ASPD|7RCR|8ZMB|9DMG|aBEXP
98	42254 13233	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	14VULN|2TLV|3AME|56ASPD|7RCR|8ZMB|9DMG|aCGEN
99	42254 13222	   	186.28	DCR|2VULN|2ASPD|1DMG|1ZMB	14VULN|2TLV|3AME|56ASPD|7RCR|8ZMB|9DUST|aDMG
100	11322 16262	   	186.15	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2LIT|3RMIN|4DMG|5CDMG|6RCR|79aVULN|8DUR
101	11322 16632	   	186.15	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2LIT|3RMIN|4DMG|5CDMG|6RCR|78aVULN|9DUR
102	11342 16262	   	186.15	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2LIT|3RMIN|4ASPD|5CDMG|6RCR|79aVULN|8DUR
103	11342 16632	   	186.15	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2LIT|3RMIN|4ASPD|5CDMG|6RCR|78aVULN|9DUR
104	35223 34151	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUST|28VULN|3DUR|4MULARM|5aAART|6DMSP|7RCR|9CDMG
105	45432 32433	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3MBVNT|4AART|5CDMG|6AELBLL|7RPLT|8ASPD|9RCR|aDUR
106	35253 35223	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUST|27VULN|3DUR|4AART|56BEXP|8ASPD|9RCR|aCDMG
107	45134 32223	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3FEWX|4AART|5DUST|6DUR|7ASPD|8DMSP|9RCR|aCDMG
108	45241 11233	 * 	186.07	DCR|3VULN|2ASPD|1CDMG	124VULN|3MLV|57ASPD|6RMIN|8RCVC|9CDMG|aRCR
109	25531 35221	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|3MLV|4aAART|5AME|6DUR|8ASPD|9RCR
110	43531 35221	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2LHND|3MLV|4aAART|5AME|6DUR|8ASPD|9RCR
111	44433 31121	   	186.02	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2AME|3CGEN|4aAART|5DMG|7DUR|8LWND|9RCR
112	45135 31121	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3FEWX|46AART|5ASPD|7DUR|8LWND|9RCR|aDMSP
113	45135 31123	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3aFEWX|46AART|5ASPD|7DUR|8LWND|9RCR
114	45335 31221	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|46AART|5ASPD|7DUR|8BEXP|9RCR|aDMSP
115	45335 31223	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|46AART|5ASPD|7DUR|8BEXP|9RCR|aFEWX
116	45335 31321	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|46AART|5ASPD|7DUR|8FEWX|9RCR|aDMSP
117	45335 31323	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|46AART|5ASPD|7DUR|8aFEWX|9RCR
118	46233 31121	   	186.02	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2CGEN|3AME|4aAART|5DMG|7DUR|8LWND|9RCR
119	45134 31223	   	185.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3FEWX|4AART|57DUST|6DUR|8ASPD|9RCR|aCDMG
120	25252 52321	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|28VULN|3DUR|4aAART|5MLV|6DMG|7ERES|9RCR
121	42131 35521	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	17VULN|2TLV|3LHND|4aAART|5AME|6DUR|8DMG|9RCR
122	42132 35521	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	17VULN|2TLV|3LHND|4aAART|5MLV|6DUR|8DMG|9RCR
123	43252 52321	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	18VULN|2LHND|3DUR|4aAART|5MLV|6DMG|7ERES|9RCR
124	45135 31222	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3FEWX|46AART|5ASPD|7DUR|8DUST|9RCR|aBELT
125	45334 32221	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|48AART|5DUST|6DUR|7ASPD|9RCR|aDMSP
126	45334 32223	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LWND|48AART|5DUST|6DUR|7ASPD|9RCR|aFEWX
127	42233 31121	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2TLV|3AME|4aAART|5DMG|7DUR|8LWND|9RCR
128	42433 31121	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2TLV|3CGEN|4aAART|5DMG|7DUR|8LWND|9RCR
129	44633 31121	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2AME|3ERES|4aAART|5DMG|7DUR|8LWND|9RCR
130	45135 31122	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR|1MSE	12VULN|3FEWX|46AART|5ASPD|7DUR|8LWND|9RCR|aMSE
131	45335 31222	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR|1MSE	12VULN|3LWND|46AART|5ASPD|7DUR|8BEXP|9RCR|aMSE
132	45335 31322	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR|1MSE	12VULN|3LWND|46AART|5ASPD|7DUR|8FEWX|9RCR|aMSE
133	15225 31211	   	185.83	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR|1SELL	1AAC|2SELL|3ZMB|4TLV|5DUR|6RCR|79VULN|8DMG|aAART
134	42633 31121	   	185.82	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2TLV|3ERES|4aAART|5DMG|7DUR|8LWND|9RCR
135	45135 31221	   	185.82	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3FEWX|46AART|5ASPD|7DUR|8DUST|9RCR|aLEGI
136	45334 32222	   	185.82	DCR|2VULN|2AART|1ASPD|1DUR|1MSE	12VULN|3LWND|48AART|5DUST|6DUR|7ASPD|9RCR|aMSE
137	45432 21441	   	185.79	DCR|3VULN|1AART|1CDMG|1ZMB	127VULN|3MBVNT|4AART|5CDMG|6AME|8ZMB|9RCR|aDUST
138	45432 21443	   	185.79	DCR|3VULN|1AART|1CDMG|1ZMB|1MSE	127VULN|3MBVNT|4AART|5CDMG|6AME|8ZMB|9RCR|aMSE
139	45432 21444	   	185.79	DCR|3VULN|1AART|1CDMG|1ZMB	127VULN|3MBVNT|4AART|5CDMG|6AME|8ZMB|9RCR|aBASARM
140	46231 15331	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2CGEN|3AME|4AART|5BELT|7RCR|8DMG|9ASPD|aBEXP
141	42231 35531	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	18VULN|2TLV|3AME|4AART|5BELT|6DMG|7RCR|9ASPD|aBEXP
142	42431 15331	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2TLV|3CGEN|4AART|5BELT|7RCR|8DMG|9ASPD|aBEXP
143	46231 15333	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2CGEN|3AME|4AART|5BELT|7RCR|8DMG|9ASPD|aDUST
144	35252 52222	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5MLV|6DMG|7ASPD|9RCR|aBELT
145	23216 32236	 * 	185.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2LHND|3DUR|4RCR|57aVULN|6DMG|8ASPD|9AART
146	42231 35533	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	18VULN|2TLV|3AME|4AART|5BELT|6DMG|7RCR|9ASPD|aDUST
147	42431 15333	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2TLV|3CGEN|4AART|5BELT|7RCR|8DMG|9ASPD|aDUST
148	42631 15331	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2TLV|3ERES|4AART|5BELT|7RCR|8DMG|9ASPD|aBEXP
149	32151 52225	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2TLV|3LHND|4VULN|58AART|6DMG|7ASPD|9RCR|aDUR
150	35251 52222	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5DMG|6ASPD|7ERES|9RCR|aBELT
151	35252 52221	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5MLV|6DMG|7ASPD|9RCR|aLEGI
152	35252 52223	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5MLV|6DMG|7ASPD|9RCR|aMBVNT
153	25156 21222	 * 	185.40	DCR|5VULN|1ASPD|1NUKE	16LWND|24568VULN|3NUKE|6BPWR|7ASPD|9RCVC|aRCR
154	42631 15333	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2TLV|3ERES|4AART|5BELT|7RCR|8DMG|9ASPD|aDUST
155	35251 52221	   	185.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5DMG|6ASPD|7ERES|9RCR|aLEGI
156	35251 52223	   	185.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|2VULN|3DUR|48AART|5DMG|6ASPD|7ERES|9RCR|aMBVNT
157	43211 32236	 * 	185.20	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	17VULN|2LHND|3DUR|4RCR|5LEGI|6aDMG|8ASPD|9AART
158	25238 33223	 * 	185.00	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1LWND|26VULN|36DUR|4MBVNT|5SELL|6BPWR|78DMG|9RCR|aCDMG
159	35238 33223	 * 	184.90	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1DUST|26VULN|36DUR|4MBVNT|5SELL|6BPWR|78DMG|9RCR|aCDMG
160	45333 12316	 * 	184.89	3VULN|3DMG|2ASPD|1AART|1ZMB	129VULN|3LWND|4AART|569DMG|7BELT|89ASPD|9BPWR|aZMB
161	41522 12316	   	184.69	DCR|3VULN|2DMG|1MDPS|2ZMB|1SELL	179VULN|2MDPS|3FEWX|49DMG|5RPLT|6SELL|89ZMB|9BPWR|aRCR
162	35242 32611	   	184.47	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|257VULN|3DUR|4DMG|6RCVC|8BEXP|9ASPD|aRCR
163	33246 32611	   	184.32	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|28LWND|3DUR|45DMG|6RCVC|78VULN|8BPWR|9ASPD|aRCR
164	25246 32211	   	184.22	DCR|2VULN|2DMG|1ASPD|1DUR	1LWND|27VULN|3DUR|45DMG|6RCVC|8DUST|9ASPD|aRCR
165	46611 11321	 * 	183.86	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	135VULN|25CGEN|4RCR|5BPWR|6ASPD|7RPLT|8CDMG|9AART|aZMB
166	45411 14212	   	183.80	DCR|5VULN|1ASPD	12578VULN|3MBVNT|45AME|5BPWR|6ASPD|9MLV|aRCR
167	25156 21212	   	183.80	DCR|5VULN|1ASPD|1NUKE	16LWND|24568VULN|3NUKE|6BPWR|7ASPD|9MLV|aRCR
168	11322 16651	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2LIT|3RMIN|4DMG|5CDMG|6RCR|78VULN|9AART|aLHND
169	11322 16652	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2LIT|3RMIN|4DMG|5CDMG|6RCR|78VULN|9AART|aCGEN
