0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51333 21453	6	 * 	302.91	橙5易伤2等级3时间	145时间23458易伤458序列升级68金币生成78等级9加一a核
73	51333 55233	9	   	279.27	橙4易伤3时间1伤害2暴击	145时间2345易伤45序列升级6伤害7低血量敌人89暴击a核
74	51331 31324	4	   	278.46	橙3易伤2等级2时间1伤害	14时间234易伤4序列升级5敌人爆炸6伤害7核89等级a攻速
75	51333 41633	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7金币生成8最后敌人9伤害a核
76	51333 42131	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8随机矿9伤害a敌人爆炸
77	51333 42132	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8随机矿9伤害a平台
78	51333 42133	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8a随机矿9伤害
79	51333 42134	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8随机矿9伤害a矿等
80	51333 42135	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8随机矿9伤害a策反
81	51333 44233	6	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7基地爆炸8策反9伤害a核
82	51333 44233	7	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7最后敌人8策反9伤害a核
83	51333 45233	7	   	277.65	橙5易伤3时间1伤害	145时间23456易伤456序列升级7基地爆炸8策反9伤害a核
84	51333 41533	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7金币生成8挖尘9伤害a核
85	51333 42422	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8加一9最后敌人a伤害
86	51333 42622	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7核8挖尘9最后敌人a伤害
87	51333 43122	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8核9最后敌人a伤害
88	51333 43136	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8核9基地爆炸a伤害
89	51333 43142	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8核9敌人爆炸a伤害
90	51333 43233	6	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8策反9伤害a核
91	51333 46122	7	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8核9最后敌人a伤害
92	51333 46233	7	   	277.55	橙5易伤3时间1伤害	145时间23456易伤456序列升级7挖尘8策反9伤害a核
93	51211 26132	3	   	277.22	橙4易伤2伤害2时间1暴击	1a时间248a易伤3最后敌人5暴击6赏金邻近7核9a伤害a序列升级
94	51361 26132	4	   	277.22	橙4易伤2伤害2时间1暴击	1a时间238a易伤4最后敌人5暴击6赏金邻近7核9a伤害a序列升级
95	51611 26132	2	   	277.22	橙4易伤2伤害2时间1暴击	1a时间248a易伤3最后敌人5暴击6赏金邻近7核9a伤害a序列升级
96	51262 32353	3	   	277.08	橙4易伤2伤害2时间1暴击1卖塔	17时间278a易伤3最后敌人4暴击5卖塔67伤害7序列升级9核
97	51331 31334	4	   	277.03	橙3易伤2伤害2时间1等级	14时间234易伤4序列升级5敌人爆炸69伤害7核8等级a攻速
98	51332 31434	4	   	277.03	橙3易伤2伤害2时间1等级	14时间234易伤4序列升级5基地爆炸69伤害7核8等级a攻速
99	51336 11531	6	   	277.00	橙4易伤3时间2伤害	149时间2349易伤49序列升级5金币生成6敌人爆炸7核89伤害a平台
100	51332 11531	6	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6敌人爆炸7核89伤害a平台
101	51332 11534	6	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6敌人爆炸7核89伤害a低血量敌人
102	51332 61531	5	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6低血量敌人7核89伤害a平台
103	51335 21531	6	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5最后敌人6掉矿7核89伤害a平台
104	51336 21531	6	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5金币生成6挖尘7核89伤害a平台
105	51333 52215	7	   	276.90	橙4易伤3时间2伤害	145时间2345易伤45序列升级67伤害8策反9低血量敌人a核
106	51336 11532	6	   	276.90	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5金币生成6敌人爆炸7核89伤害a核弹
107	51336 11533	6	   	276.90	橙4易伤3时间2伤害	149时间2349易伤49序列升级5金币生成6敌人爆炸7核89伤害a赏金塔
108	51332 11532	6	   	276.80	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5掉矿6敌人爆炸7核89伤害a核弹
109	51332 11533	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6敌人爆炸7核89伤害a赏金塔
110	51332 11536	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6敌人爆炸7核89伤害a挖尘
111	51332 61532	5	   	276.80	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5掉矿6低血量敌人7核89伤害a核弹
112	51332 61533	5	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6低血量敌人7核89伤害a赏金塔
113	51333 52225	7	   	276.80	橙4易伤3时间2伤害	145时间2345易伤45序列升级67伤害8策反9挖尘a核
114	51335 21532	6	   	276.80	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5最后敌人6掉矿7核89伤害a核弹
115	51335 21533	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5最后敌人6掉矿7核89伤害a赏金塔
116	51336 21532	6	   	276.80	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5金币生成6挖尘7核89伤害a核弹
117	51336 21533	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5金币生成6挖尘7核89伤害a赏金塔
118	51332 21531	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6挖尘7核89伤害a平台
119	51332 21534	6	   	276.80	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6挖尘7核89伤害a低血量敌人
120	51332 21532	6	   	276.70	橙4易伤3时间2伤害1核弹	149时间2349易伤49序列升级5掉矿6挖尘7核89伤害a核弹
121	51332 21533	6	   	276.70	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6挖尘7核89伤害a赏金塔
122	51332 21536	6	   	276.70	橙4易伤3时间2伤害	149时间2349易伤49序列升级5掉矿6a挖尘7核89伤害
123	31336 51433	4	   	276.62	橙4易伤2等级1伤害1时间	14基地爆炸234a易伤4序列升级5时间68等级7核9伤害
124	31512 51433	3	   	276.52	橙4易伤2等级1伤害1时间	1基地爆炸245a易伤3时间68等级7核9伤害
125	31522 51433	4	   	276.52	橙4易伤2等级1伤害1时间	1基地爆炸245a易伤3时间68等级7核9伤害
126	51212 51433	3	   	276.52	橙4易伤2等级1伤害1时间	1时间245a易伤3最后敌人68等级7核9伤害
127	51215 23423	3	   	276.52	橙4易伤2等级1伤害1时间	1时间247a易伤3最后敌人5伤害6核89等级
128	51312 31323	3	   	276.52	橙4易伤2等级1伤害1时间	1时间235a易伤4敌人爆炸6伤害7核89等级
129	51312 51433	3	   	276.52	橙4易伤2等级1伤害1时间	1时间235a易伤4敌人爆炸68等级7核9伤害
130	51315 23323	3	   	276.52	橙4易伤2等级1伤害1时间	1时间237a易伤4敌人爆炸5伤害6核89等级
131	51363 23423	5	   	276.52	橙4易伤2等级1伤害1时间	1时间237a易伤4最后敌人5伤害6核89等级
132	51323 23423	5	   	276.42	橙4易伤2等级1伤害1时间	1时间237a易伤4挖尘5伤害6核89等级
133	51353 23423	5	   	276.42	橙4易伤2等级1伤害1时间	1时间237a易伤4挖青5伤害6核89等级
134	51423 23423	5	   	276.42	橙4易伤2等级1伤害1时间	1时间247a易伤3挖尘5伤害6核89等级
135	51322 31423	4	   	276.42	橙4易伤2等级1伤害1时间	1时间235a易伤4挖尘6伤害7核89等级
136	51412 31423	3	   	276.42	橙4易伤2等级1伤害1时间	1时间245a易伤3挖尘6伤害7核89等级
137	51422 31423	4	   	276.42	橙4易伤2等级1伤害1时间	1时间245a易伤3挖尘6伤害7核89等级
138	51113 35336	3	   	276.23	橙3易伤2伤害2时间3雷电1暴击	17时间267易伤3策反48伤害567雷电67序列升级9暴击a核
139	31336 31463	4	   	275.95	橙5易伤1等级1伤害1时间	14基地爆炸2349a易伤4序列升级5时间6伤害7核8等级
140	31512 31463	3	   	275.85	橙5易伤1等级1伤害1时间	1基地爆炸2459a易伤3时间6伤害7核8等级
141	31522 31463	4	   	275.85	橙5易伤1等级1伤害1时间	1基地爆炸2459a易伤3时间6伤害7核8等级
142	31523 23463	5	   	275.85	橙5易伤1等级1伤害1时间	1基地爆炸2479a易伤3时间5伤害6核8等级
143	51312 31363	3	   	275.85	橙5易伤1等级1伤害1时间	1时间2359a易伤4敌人爆炸6伤害7核8等级
144	51315 23363	3	   	275.85	橙5易伤1等级1伤害1时间	1时间2379a易伤4敌人爆炸5伤害6核8等级
145	51323 23463	5	   	275.75	橙5易伤1等级1伤害1时间	1时间2379a易伤4挖尘5伤害6核8等级
146	51322 31463	4	   	275.74	橙5易伤1等级1伤害1时间	1时间2359a易伤4挖尘6伤害7核8等级
147	55215 13311	2	   	275.71	橙3易伤3伤害2时间2全技能	18时间2金币生成368易伤458伤害79全技能8序列升级a核
148	51333 35336	9	   	275.68	橙4易伤3时间1伤害1卖塔	145时间2345易伤45序列升级6雷电7攻速8卖塔9伤害a核
149	53215 13311	2	   	275.61	橙3易伤3伤害2时间2全技能	18时间2掉矿368易伤458伤害79全技能8序列升级a核
150	53515 13311	3	   	275.61	橙3易伤3伤害2时间2全技能	18时间2掉矿368易伤458伤害79全技能8序列升级a核
151	51333 13113	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9平台a雷电
152	51333 13141	10	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9随机矿a攻速
153	51333 13153	8	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9平台a雷电
154	51333 13262	7	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8立即金币9雷电a核
155	51333 13312	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8立即金币9雷电a核
156	51333 13362	8	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8立即金币9雷电a核
157	51333 13615	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8攻速9金币生成a核
158	51333 13123	8	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a低血量敌人
159	51333 13124	8	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a最后敌人
160	51333 13126	8	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a策反
161	51333 13162	10	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a平台
162	51333 13163	10	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a低血量敌人
163	51333 13163	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a低血量敌人
164	51333 13164	10	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a金币生成
165	51333 13164	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a最后敌人
166	51333 13166	9	   	275.56	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9攻速a策反
167	51333 42214	6	   	275.46	橙5易伤3时间	145时间23456易伤456序列升级7核8赏金塔9雷电a全技能
168	51333 33317	6	   	275.46	橙5易伤3时间	145时间23459易伤45序列升级6雷电7加一8全技能a核
169	51333 13133	8	   	275.46	橙5易伤3时间	145时间23457易伤45序列升级6全技能8核9赏金邻近a雷电
170	51333 13135	10	   	275.31	橙5易伤3时间1卖塔	145时间23457易伤45序列升级6全技能8核9卖塔a雷电
171	31336 31433	4	   	275.19	橙4易伤2伤害1等级1时间	14基地爆炸234a易伤4序列升级5时间69伤害7核8等级
172	31512 31433	3	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸245a易伤3时间69伤害7核8等级
173	31515 23433	3	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸247a易伤3时间59伤害6核8等级
174	31522 31433	4	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸245a易伤3时间69伤害7核8等级
175	31523 23433	5	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸247a易伤3时间59伤害6核8等级
176	31523 31463	5	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸249a易伤3时间56伤害7核8等级
177	31525 23433	4	   	275.09	橙4易伤2伤害1等级1时间	1基地爆炸247a易伤3时间59伤害6核8等级
178	51215 23433	3	   	275.09	橙4易伤2伤害1等级1时间	1时间247a易伤3最后敌人59伤害6核8等级
179	51312 31333	3	   	275.09	橙4易伤2伤害1等级1时间	1时间235a易伤4敌人爆炸69伤害7核8等级
180	51315 23333	3	   	275.09	橙4易伤2伤害1等级1时间	1时间237a易伤4敌人爆炸59伤害6核8等级
181	51315 31363	3	   	275.09	橙4易伤2伤害1等级1时间	1时间239a易伤4敌人爆炸56伤害7核8等级
182	51363 23433	5	   	275.09	橙4易伤2伤害1等级1时间	1时间237a易伤4最后敌人59伤害6核8等级
183	51333 13263	9	   	275.02	橙5易伤3时间2全技能	145时间23457易伤45序列升级6a全技能8最后敌人9核
184	51333 13123	9	   	275.02	橙5易伤3时间2全技能	145时间23457易伤45序列升级6a全技能8核9低血量敌人
185	51333 13142	10	   	275.02	橙5易伤3时间2全技能	145时间23457易伤45序列升级6a全技能8核9随机矿
186	51333 13143	8	   	275.02	橙5易伤3时间2全技能	145时间23457易伤45序列升级6a全技能8核9低血量敌人
187	51322 31433	4	   	274.99	橙4易伤2伤害1等级1时间	1时间235a易伤4挖尘69伤害7核8等级
188	51323 23433	5	   	274.99	橙4易伤2伤害1等级1时间	1时间237a易伤4挖尘59伤害6核8等级
189	51323 31463	5	   	274.99	橙4易伤2伤害1等级1时间	1时间239a易伤4挖尘56伤害7核8等级
190	51353 23433	5	   	274.99	橙4易伤2伤害1等级1时间	1时间237a易伤4挖青59伤害6核8等级
191	51412 31433	3	   	274.99	橙4易伤2伤害1等级1时间	1时间245a易伤3挖尘69伤害7核8等级
192	51422 31433	4	   	274.99	橙4易伤2伤害1等级1时间	1时间245a易伤3挖尘69伤害7核8等级
193	51423 23433	5	   	274.99	橙4易伤2伤害1等级1时间	1时间247a易伤3挖尘59伤害6核8等级
194	51333 13165	8	   	274.92	橙5易伤3时间2全技能	145时间23457易伤45序列升级6a全技能8核9掉矿
195	31355 31433	4	 * 	274.49	橙4易伤3伤害1等级	1基地爆炸236a易伤4挖青569伤害6序列升级7核8等级
196	51333 33346	8	   	274.20	橙5易伤3时间	145时间2345a易伤45序列升级6雷电7平台8核9攻速
197	51333 35161	9	   	274.20	橙5易伤3时间	145时间23458易伤45序列升级6雷电7攻速9核a低血量敌人
198	51333 35161	10	   	274.20	橙5易伤3时间	145时间23458易伤45序列升级6雷电7攻速9核a金币生成
199	51333 35162	10	   	274.20	橙5易伤3时间	145时间23458易伤45序列升级6雷电7攻速9核a敌人爆炸
200	51333 35163	10	   	274.20	橙5易伤3时间	145时间23458易伤45序列升级6雷电7攻速9核a额外掉落
201	51333 35163	9	   	274.20	橙5易伤3时间	145时间23458易伤45序列升级6雷电7攻速9核a基地爆炸
202	51333 42361	6	   	274.20	橙5易伤3时间	145时间23456易伤456序列升级7核8攻速9雷电a额外掉落
203	51333 42363	6	   	274.10	橙5易伤3时间	145时间23456易伤456序列升级7核8攻速9雷电a赏金塔
204	51334 16122	9	   	274.02	橙3易伤3时间1等级1伤害	147时间234易伤4序列升级5平台6核8等级9伤害a全技能
205	13244 23421	1	 * 	273.87	橙2易伤3伤害2等级3暴击	179暴击25等级349伤害6赏金邻近89易伤9序列升级a核
206	51333 33311	9	   	273.76	橙4易伤3时间1等级	145时间2345易伤45序列升级6雷电7平台8核9低血量敌人a等级
207	51333 33351	9	   	273.76	橙4易伤3时间1等级	145时间2345易伤45序列升级6雷电7平台8核9基地爆炸a等级
208	51333 33361	8	   	273.76	橙4易伤3时间1等级	145时间2345易伤45序列升级6雷电7平台8核9最后敌人a等级
209	51333 33321	8	   	273.66	橙4易伤3时间1等级	145时间2345易伤45序列升级6雷电7平台8核9挖尘a等级
210	51334 13431	6	   	273.09	橙3易伤2时间1等级1伤害1暴击	14时间234易伤4序列升级5平台6核7暴击8等级9伤害a雷电
211	51334 13432	6	   	273.09	橙3易伤2时间1等级1伤害1暴击	14时间234易伤4序列升级5平台6核7暴击8等级9伤害a攻速
212	51334 13521	6	   	273.09	橙3易伤2时间1等级1伤害1暴击	14时间234易伤4序列升级5平台6核7暴击8伤害9等级a雷电
213	51334 13522	6	   	273.09	橙3易伤2时间1等级1伤害1暴击	14时间234易伤4序列升级5平台6核7暴击8伤害9等级a攻速
214	51215 31423	3	   	273.05	橙3易伤2等级2伤害1时间	1时间24a易伤3最后敌人56伤害7核89等级
215	51315 31323	3	   	273.05	橙3易伤2等级2伤害1时间	1时间23a易伤4敌人爆炸56伤害7核89等级
216	51363 31423	5	   	273.05	橙3易伤2等级2伤害1时间	1时间23a易伤4最后敌人56伤害7核89等级
217	51333 42243	5	   	272.96	橙4易伤3时间1伤害1暴击	145时间2345易伤45序列升级6立即金币7低血量敌人8暴击9伤害a核
218	51333 55223	10	   	272.96	橙4易伤3时间1伤害1暴击	145时间2345易伤45序列升级6伤害7低血量敌人8暴击9核a矿等
219	51333 55223	9	   	272.96	橙4易伤3时间1伤害1暴击	145时间2345易伤45序列升级6伤害7低血量敌人8暴击9核a双倍矿
220	51333 56223	10	   	272.96	橙4易伤3时间1伤害1暴击	145时间2345易伤45序列升级6伤害7基地爆炸8暴击9核a矿等
221	51323 31423	5	   	272.95	橙3易伤2等级2伤害1时间	1时间23a易伤4挖尘56伤害7核89等级
222	51353 31423	5	   	272.95	橙3易伤2等级2伤害1时间	1时间23a易伤4挖青56伤害7核89等级
223	51423 31423	5	   	272.95	橙3易伤2等级2伤害1时间	1时间24a易伤3挖尘56伤害7核89等级
