0	Index      	 *	Score 	Summary	Detail	
1	33122 63354	 * 	196.99	DCR|2AART|2DMG|1VULN|2CDMG|3DUR	14aDUR|2aDMG|39AART|5VULN|6RCR|7DUST|8aCDMG|aBPWR
14	33323 64238	   	182.46	DCR|2VULN|2DMG|1AART|3DUR	15aDUR|2aDMG|3LWND|4AART|6RCR|7MBVNT|8DUST|9aVULN|aBPWR
15	33152 63314	   	181.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDUR|2aDMG|3AART|4DMSP|5VULN|6RCR|79DUST|8aCDMG|aBPWR
16	32315 53263	 * 	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LEGI|3RCR|4LWND|5ZMB|6AART|7DMG|89aVULN
17	34432 22631	   	181.20	DCR|2AART|2VULN|2DMG|1DUR	1DUR|23AART|4MLV|59VULN|67DMG|8RCR|aLIT
18	34432 22632	   	181.10	DCR|2AART|2VULN|2DMG|1DUR	1DUR|23AART|4MLV|59VULN|67DMG|8RCR|aDUST
19	34432 22633	   	181.10	DCR|2AART|2VULN|2DMG|1DUR	1DUR|23AART|4MLV|59VULN|67DMG|8RCR|aTLV
20	33433 63532	 * 	181.00	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	18DUR|28DMG|3CDMG|4MBVNT|5LIT|68VULN|7AART|8BPWR|9LWND|aRCR
21	43631 51122	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2DMSP|35VULN|4ASPD|6RCR|79DMG|8FEWX|aAART
22	43631 51222	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2DMSP|35VULN|4ASPD|6RCR|78DMG|9BEXP|aAART
23	43623 63231	 * 	180.67	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2DMSP|369aVULN|4AART|5ERES|7RCR|8CDMG
24	43625 33231	   	180.67	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2DMSP|359aVULN|4AART|6ERES|7RCR|8CDMG
25	43631 51212	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2DMSP|35VULN|4ASPD|6RCR|78DMG|9DUST|aAART
26	34222 62212	   	180.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2AART|3DMG|5aVULN|6RCR|7RCVC|8ASPD|9ZMB
27	34222 62216	   	180.20	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	14DUR|2AART|3aDMG|5VULN|6RCR|7RCVC|8ASPD|9ZMB
28	36326 41415	   	180.05	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|78VULN|9ZMB|aRCR
29	33431 25134	 * 	180.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7TLV|8AART|9aVULN
30	34222 11612	   	179.91	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14DUR|26AART|3DMG|5aVULN|7CGEN|8RCR|9ZMB
31	34432 13612	   	179.91	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	16DUR|23AART|4MLV|5aVULN|7DMG|8RCR|9ZMB
32	33122 62212	   	179.60	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2DMG|3AART|5aVULN|6RCR|7RCVC|8ASPD|9ZMB
33	33122 62216	   	179.60	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	14DUR|2aDMG|3AART|5VULN|6RCR|7RCVC|8ASPD|9ZMB
34	33122 11612	   	179.31	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14DUR|2DMG|36AART|5aVULN|7CGEN|8RCR|9ZMB
35	34432 21631	   	179.27	DCR|3VULN|2AART|1DMG|1DUR	1DUR|23AART|4MLV|579VULN|6DMG|8RCR|aLIT
36	34432 21632	   	179.17	DCR|3VULN|2AART|1DMG|1DUR	1DUR|23AART|4MLV|579VULN|6DMG|8RCR|aDUST
37	34432 21633	   	179.17	DCR|3VULN|2AART|1DMG|1DUR	1DUR|23AART|4MLV|579VULN|6DMG|8RCR|aTLV
38	33122 64642	   	179.15	DCR|2VULN|2DMG|1AART|2DUR	14DUR|29DMG|3AART|5aVULN|6RCR|7MBVNT|8RCVC
39	33152 64442	   	179.15	DCR|2VULN|2DMG|1AART|2DUR	18DUR|29DMG|3AART|4DMSP|5aVULN|6RCR|7MBVNT
40	33122 64284	 * 	179.03	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2DMG|3AART|59VULN|6RCR|7MBVNT|89DUST|9BPWR|aCDMG
41	54236 32322	   	178.92	DCR|2AART|2VULN|2DMG|1SELL	18FEWX|29AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|aDMSP
42	54236 32324	   	178.92	DCR|2AART|2VULN|2DMG|1SELL	18FEWX|29AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|aBEXP
43	34252 31612	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3DMG|4DMSP|56aVULN|7CGEN|8RCR|9ZMB
44	54236 32321	   	178.82	DCR|2AART|2DMG|2VULN|1SELL	18FEWX|29AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|aLSRHEA
45	33152 31636	   	178.67	DCR|3VULN|2AART|1DMG|1DUR	1DUR|2DMG|3aAART|4DMSP|569VULN|7CGEN|8RCR
46	33431 22615	 * 	178.31	ACR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|89aVULN
47	33152 31612	   	178.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3AART|4DMSP|56aVULN|7CGEN|8RCR|9ZMB
48	33431 24135	 * 	178.19	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|26aDMG|3CDMG|4MBVNT|5RCR|7MLV|8AART|9VULN
49	33431 21135	   	178.09	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|26aDMG|3CDMG|4MBVNT|5RCR|7ERES|8AART|9VULN
50	33431 25135	   	178.09	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|26aDMG|3CDMG|4MBVNT|5RCR|7TLV|8AART|9VULN
51	41136 33234	   	177.92	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7aDMG|8CGEN
52	41136 33424	   	177.82	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7aDMG|9TLV
53	41136 33434	   	177.82	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7aDMG|9ERES
54	41136 33534	   	177.82	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7aDMG|8ERES
55	32316 51263	   	177.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LEGI|3RCR|4LWND|5ASPD|6AART|7DMG|89aVULN
56	24315 53323	 * 	177.43	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1LWND|2DUR|3RCR|4LHND|5ZMB|68AART|7DMG|9aVULN
57	33325 35621	   	177.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|25DMG|3LWND|4AART|68VULN|7BELT|9CDMG|aRCR
58	32315 53323	   	177.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1DUR|2LEGI|3RCR|4LWND|5ZMB|68AART|7DMG|9aVULN
59	43611 51231	   	177.26	DCR|3VULN|2DMG|2ZMB|1ASPD	19ZMB|2DMSP|359VULN|4CGEN|6RCR|7ASPD|89DMG|9BPWR|aFEWX
60	43611 51233	   	177.26	DCR|3VULN|2DMG|2ZMB|1ASPD	19ZMB|2DMSP|359VULN|4CGEN|6RCR|7ASPD|89DMG|9BPWR|aRCVC
61	34462 32211	   	176.75	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|23AART|4DMG|56VULN|7BEXP|8ASPD|9ZMB|aRCR
62	33325 64444	 * 	176.61	DCR|3DMG|1AART|1VULN|2DUR	18DUR|259DMG|3LWND|4AART|6RCR|7MBVNT|aVULN
63	33141 26411	   	176.05	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|37AART|4DUST|5ASPD|68VULN|9ZMB|aRCR
64	33122 63355	   	176.01	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2DMG|39AART|5VULN|6RCR|7DUST|8CDMG|aASPD
65	13635 63231	   	176.01	DCR|4VULN|1AART|1CDMG|1ASPD	1ERES|2DMSP|369aVULN|4ASPD|5AART|7RCR|8CDMG
66	41136 33413	   	175.98	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58aVULN|6RCR|7DMG|9FEWX
67	34222 63334	   	175.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2AART|3aDMG|5VULN|6RCR|7DUST|8CDMG|9ERES
68	31325 26411	   	175.55	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2FEWX|3ASPD|47AART|5DMG|68VULN|9ZMB|aRCR
69	33145 33411	   	175.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3AART|4DUST|68VULN|7RMIN|9ZMB|aRCR
70	43612 51232	   	175.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19ZMB|2DMSP|39VULN|45CGEN|6RCR|7ASPD|89DMG|9BPWR|aCDMG
71	33122 63344	   	175.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2aDMG|3AART|5VULN|6RCR|7DUST|8CDMG|9RMIN
72	33145 21411	   	175.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3AART|4DUST|6ERES|78VULN|9ZMB|aRCR
73	33145 34444	   	175.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3AART|4DUST|68VULN|7MBVNT|9ZMB|aRCR
74	33122 63334	   	175.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2aDMG|3AART|5VULN|6RCR|7DUST|8CDMG|9ERES
75	34252 62212	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2AART|3DMG|4DMSP|5aVULN|6RCR|7RCVC|8ASPD|9ZMB
76	33325 33411	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3LWND|4AART|68VULN|7RMIN|9ZMB|aRCR
77	33325 21411	   	174.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3LWND|4AART|6ERES|78VULN|9ZMB|aRCR
78	34252 11612	   	174.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|26AART|3DMG|4DMSP|5aVULN|7CGEN|8RCR|9ZMB
79	34432 21611	   	174.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|23AART|4MLV|57VULN|6DMG|8RCR|9ZMB|aRMIN
80	34432 21613	   	174.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|23AART|4MLV|57VULN|6DMG|8RCR|9ZMB|aFEWX
81	34432 22611	   	174.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|23AART|4MLV|5VULN|67DMG|8RCR|9ZMB|aRMIN
82	34432 22613	   	174.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|23AART|4MLV|5VULN|67DMG|8RCR|9ZMB|aFEWX
83	54236 32333	   	174.41	DCR|2VULN|2DMG|1AART|1DUR|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9RCVC|aDUR
84	36325 13823	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	18DUR|2MBVNT|3RMIN|4AART|5RCR|68LHND|78DMG|8BPWR|9aVULN
85	33152 62212	   	174.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3AART|4DMSP|5aVULN|6RCR|7RCVC|8ASPD|9ZMB
86	33152 62216	   	174.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2aDMG|3AART|4DMSP|5VULN|6RCR|7RCVC|8ASPD|9ZMB
87	53315 12522	 * 	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|248VULN|3ASPD|5BEXP|6CDMG|7DMG|9RCR|aAART
88	33324 12661	   	174.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	19DUR|29DMG|3LWND|4AART|5RCR|6LHND|7SELL|89VULN|9BPWR|aLIT
89	33324 12662	   	174.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	19DUR|29DMG|3LWND|4AART|5RCR|6LHND|7SELL|89VULN|9BPWR|aCGEN
90	41136 33463	   	174.21	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ASPD|aDUR
91	53316 12522	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|248VULN|3ASPD|5DUST|6CDMG|7DMG|9RCR|aAART
92	33141 21563	   	174.06	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2DMG|3AART|4DUST|5ASPD|69aVULN|7BEXP|8RCR
93	41134 34884	 * 	174.02	DCR|2VULN|1AART|3DUR|2ZMB|1CDMG	19ZMB|2BEXP|3AART|4MBVNT|589DUR|6RCR|79VULN|9BPWR|aCDMG
94	33152 11612	   	174.02	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|2DMG|36AART|4DMSP|5aVULN|7CGEN|8RCR|9ZMB
95	41136 33237	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7DMG|8CGEN|aCDMG
96	33324 11263	   	173.98	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2DMG|3LWND|4AART|5RCR|6LHND|7ASPD|89aVULN
97	33431 61245	 * 	173.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1DUR|2aDMG|3CDMG|4MBVNT|5RCR|6VULN|7ERES|89AART
98	41136 33427	   	173.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9TLV|aCDMG
99	41136 33437	   	173.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ERES|aCDMG
100	33325 31335	   	173.85	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|25DMG|3LWND|4AART|69VULN|7BEXP|8RCR
101	36326 41813	   	173.85	DCR|2VULN|2DMG|1AART|2DUR	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|7aVULN|8RCR|9FEWX
102	36326 41843	   	173.85	DCR|2VULN|2DMG|1AART|2DUR	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|7aVULN|8RCR|9BEXP
103	36425 63442	   	173.73	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|2MBVNT|3CGEN|48AART|5RCR|69DMG|7ZMB|aVULN
104	54234 36442	   	173.61	DCR|2AART|2DMG|1VULN|2DUR	1FEWX|27AART|39DMG|4MBVNT|58DUR|6RCR|aVULN
105	31325 21563	   	173.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2FEWX|3ASPD|4AART|5DMG|69aVULN|7BEXP|8RCR
106	33321 51563	   	173.56	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2DMG|3LWND|4AART|5ASPD|69aVULN|7BEXP|8RCR
107	33431 26154	   	173.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7BELT|8AART|9VULN|aZMB
108	34222 63353	   	173.49	DCR|2AART|1VULN|1DMG|3DUR|1CDMG	14aDUR|29AART|3DMG|5VULN|6RCR|7DUST|8CDMG
109	41132 34837	 * 	173.42	DCR|3VULN|1AART|2ZMB|1CDMG	18ZMB|2BEXP|3AART|4MBVNT|58DUST|6RCR|789VULN|8BPWR|aCDMG
110	33325 11612	   	173.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|25DMG|3LWND|46AART|7CGEN|8RCR|9ZMB|aVULN
111	24316 51323	   	173.37	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1LWND|2DUR|3RCR|4LHND|5ASPD|68AART|7DMG|9aVULN
112	32316 51323	   	173.27	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1DUR|2LEGI|3RCR|4LWND|5ASPD|68AART|7DMG|9aVULN
113	34222 62512	   	173.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|5aVULN|6RCR|7RCVC|8CGEN|9ZMB
114	33325 64323	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6RCR|7MBVNT|8RMIN|9aVULN
115	43631 51123	   	173.21	DCR|3VULN|2DMG|1ZMB|1ASPD	1ZMB|2DMSP|35aVULN|4ASPD|6RCR|79DMG|8FEWX
116	43631 51223	   	173.21	DCR|3VULN|2DMG|1ZMB|1ASPD	1ZMB|2DMSP|35aVULN|4ASPD|6RCR|78DMG|9BEXP
117	34222 11636	 * 	173.18	DCR|3AART|2VULN|1DMG|2DUR	14DUR|26aAART|3DMG|59VULN|7CGEN|8RCR
118	33325 64234	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6RCR|7MBVNT|8DUST|9aVULN
119	34222 31631	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2AART|3DMG|569VULN|7CGEN|8RCR|aLIT
120	34222 31635	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2AART|3DMG|569VULN|7CGEN|8RCR|aDMSP
121	33122 62536	   	173.11	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|3aAART|59VULN|6RCR|7RCVC|8CGEN
122	43631 51213	   	173.11	DCR|3VULN|2DMG|1ZMB|1ASPD	1ZMB|2DMSP|35aVULN|4ASPD|6RCR|78DMG|9DUST
123	34222 31632	   	173.01	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2AART|3DMG|569VULN|7CGEN|8RCR|aDUST
124	34222 31633	   	173.01	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2AART|3DMG|569VULN|7CGEN|8RCR|aTLV
125	33122 63353	   	172.89	DCR|2AART|1VULN|1DMG|3DUR|1CDMG	14aDUR|2DMG|39AART|5VULN|6RCR|7DUST|8CDMG
126	33122 62512	   	172.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|5aVULN|6RCR|7RCVC|8CGEN|9ZMB
127	33122 11636	   	172.58	DCR|3AART|2VULN|1DMG|2DUR	14DUR|2DMG|36aAART|59VULN|7CGEN|8RCR
128	41134 33323	   	172.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58DUR|6RCR|7DMG|9aVULN
129	33431 26474	 * 	172.53	ACR|3DMG|1VULN|2CDMG|2DUR|1ASPD	18DUR|268DMG|38CDMG|4MBVNT|5RCR|7BELT|8BPWR|9VULN|aASPD
130	33122 31631	   	172.51	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2DMG|3AART|569VULN|7CGEN|8RCR|aLIT
131	33122 31635	   	172.51	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2DMG|3AART|569VULN|7CGEN|8RCR|aDMSP
132	34432 21213	 * 	172.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|23AART|4MLV|57VULN|6DMG|8CDMG|9LIT|aRCR
133	34432 22213	   	172.46	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|23AART|4MLV|5VULN|67DMG|8CDMG|9LIT|aRCR
134	34462 31213	   	172.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|23AART|4DMG|56VULN|7CGEN|8CDMG|9LIT|aRCR
135	54234 34473	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2AART|3DMG|4MBVNT|5DUR|6RCR|7ERES|89aVULN
136	33122 31632	   	172.41	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2DMG|3AART|569VULN|7CGEN|8RCR|aDUST
137	33122 31633	   	172.41	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2DMG|3AART|569VULN|7CGEN|8RCR|aTLV
138	33431 62436	   	172.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4MBVNT|5RCR|69VULN|7CGEN|8ZMB|aAART
139	33431 62446	   	172.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3CDMG|4MBVNT|5RCR|6VULN|7CGEN|8ZMB|aAART
140	34222 31614	 * 	172.31	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	14DUR|2AART|3DMG|56VULN|7CGEN|8RCR|9aZMB
141	34522 53332	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3LEGI|4LHND|569VULN|7ZMB|8RCR|aCDMG
142	54232 36443	   	172.28	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|27AART|3DMG|4MBVNT|5DUST|6RCR|8aVULN|9ZMB
143	33431 61436	   	172.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4MBVNT|5RCR|69VULN|7ERES|8ZMB|aAART
144	33431 61446	   	172.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3CDMG|4MBVNT|5RCR|6VULN|7ERES|8ZMB|aAART
145	33431 64436	   	172.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4MBVNT|5RCR|69VULN|7TLV|8ZMB|aAART
146	33431 64446	   	172.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3CDMG|4MBVNT|5RCR|6VULN|7TLV|8ZMB|aAART
147	53311 12524	 * 	172.11	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1FEWX|248aVULN|3ASPD|5DUR|6CDMG|7DMG|9RCR
148	33324 23224	 * 	171.90	ACR|2AART|2VULN|1DMG|3DUR|1SELL	19aDUR|2DMG|3aLWND|47AART|5RCR|6SELL|8aVULN|aBPWR
149	33324 23334	 * 	171.90	ACR|2AART|2VULN|1DMG|3DUR|1SELL	18aDUR|2DMG|3aLWND|47AART|5RCR|6SELL|9aVULN|aBPWR
150	41134 34583	 * 	171.82	DCR|2AART|2VULN|3DUR|2ZMB	19ZMB|2BEXP|38AART|4MBVNT|59aDUR|6RCR|79VULN|9BPWR
151	41136 33244	   	171.78	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|2BEXP|39AART|4MBVNT|5VULN|6RCR|7aDMG|8CGEN
152	33122 31614	   	171.71	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	14DUR|2DMG|3AART|56VULN|7CGEN|8RCR|9aZMB
153	41136 33544	   	171.68	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|2BEXP|39AART|4MBVNT|5VULN|6RCR|7aDMG|8ERES
154	33423 14152	 * 	171.55	DCR|3DMG|2VULN|1CDMG|2DUR	19DUR|269DMG|3CDMG|48ERES|59VULN|7RPLT|9BPWR|aRCR
155	36326 44641	   	171.45	DCR|2VULN|2DMG|1AART|2DUR	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|7BELT|8aVULN|9RCR
156	34122 31636	   	171.44	DCR|3VULN|2AART|2DUR|1ASPD	14DUR|2aAART|3ASPD|569VULN|7CGEN|8RCR
157	33431 27415	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|79aVULN|8CGEN
158	33431 24615	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7MLV|89aVULN
159	33431 21315	   	171.27	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ERES|89aVULN
160	33431 25315	   	171.27	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7TLV|89aVULN
161	33325 35521	   	171.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|25DMG|3LWND|48AART|6VULN|7BELT|9CDMG|aRCR
162	34122 62324	 * 	171.21	DCR|2AART|2VULN|3DUR|2ASPD	14aDUR|29AART|3aASPD|5aVULN|6RCR|7RCVC|8RPLT|aBPWR
163	43631 51232	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DMSP|35VULN|4ASPD|6RCR|78DMG|9MLV|aCDMG
164	32315 53253	   	171.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2LEGI|3RCR|4LWND|5ZMB|6AART|7DMG|8aVULN
