0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
45	63316 21115	   	169.87	ACR|4VULN|1AART|2DUR	1BELT|2RCR|389ERES|49DUR|5679VULN|9BPWR|aAART
46	63231 13536	   	169.29	ACR|3VULN|2DMG|1ZMB	1BELT|2RCR|39LHND|459VULN|6LIT|7CGEN|89DMG|9BPWR|aZMB
47	63233 11536	   	169.19	ACR|3VULN|2DMG|1ZMB	1BELT|2RCR|39LHND|479VULN|5LIT|6TLV|89DMG|9BPWR|aZMB
48	63131 61311	 * 	169.13	ACR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8aCDMG|9AART
49	43247 43811	 * 	169.07	DCR|4VULN|1AART|1CDMG	15LWND|2LEGI|3MBVNT|457aVULN|5BPWR|6RCR|8CDMG|9AART
50	22333 14242	 * 	168.67	DCR|2VULN|2DMG|1AART|2ZMB	1MGNSTR|25ZMB|3LEGI|45VULN|5BPWR|6LWND|78DMG|9AART|aRCR
51	22333 44242	   	168.67	DCR|2VULN|2DMG|1AART|2ZMB	1MGNSTR|25ZMB|3LEGI|45VULN|5BPWR|6LHND|78DMG|9AART|aRCR
52	63132 45232	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|47VULN|5LWND|6AART|8FEWX|9ZMB|aDMG
53	63532 43132	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3BEXP|48VULN|5LWND|6AART|7DUR|9ZMB|aDMG
54	63132 44132	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6AART|7BEXP|9ZMB|aDMG
55	23225 31251	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1MGNSTR|2DUST|3DUR|4DMG|58aVULN|6RCR|7BEXP|9AART
56	63231 23512	   	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3LHND|459VULN|6LWND|7CDMG|8ZMB|aAART
57	63132 42132	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6AART|7DUST|9ZMB|aDMG
58	63135 42132	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48VULN|5FEWX|6AART|7DUST|9ZMB|aDMG
59	63633 11621	   	168.29	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BELT|2RCR|38CDMG|4ZMB|58DUST|6AART|78VULN|8BPWR|9DUR|aMLV
60	63633 11622	   	168.29	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1aBELT|2RCR|38CDMG|4ZMB|58DUST|6AART|78VULN|8BPWR|9DUR
61	63132 12636	 * 	168.23	ACR|2VULN|2AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7aAART|9DMG
62	35122 23364	 * 	168.09	ACR|3DMG|1VULN|2CDMG|2DUR	1LIT|29DUR|3FEWX|4RCR|5VULN|69aDMG|7MLV|89CDMG|9BPWR
63	63131 35352	   	167.92	ACR|3VULN|1DMG|1FLTHEA|1DUR|1ASPD	1BELT|2RCR|3DUR|458VULN|6FLTHEA|7TLV|9ASPD|aDMG
64	22243 61122	   	167.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15MGNSTR|2ZMB|3aVULN|45LHND|5BPWR|6AART|7CDMG|8RCR|9DMG
65	63131 23432	 * 	167.40	ACR|3VULN|1DMG|2CDMG|1DUR	1BELT|2RCR|3DUR|458VULN|6LWND|79CDMG|aDMG
66	63131 53432	   	167.40	ACR|3VULN|1DMG|2CDMG|1DUR	1BELT|2RCR|3DUR|458VULN|6FEWX|79CDMG|aDMG
67	45122 33313	   	167.31	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	17LWND|2RCR|37CGEN|4DUR|5CDMG|67VULN|7BPWR|8ASPD|9AART|aZMB
68	21337 13168	 * 	167.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	18MGNSTR|28CGEN|3AART|4MBVNT|5DMG|6FLTHEA|78VULN|8BPWR|9CDMG|aRCR
69	63131 33152	 * 	167.23	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR|1ASPD	1BELT|2RCR|3DUR|45VULN|6FLTHEA|78ZMB|9ASPD|aDMG
70	45223 61411	   	166.70	ACR|3VULN|1AART|2CDMG	14aLWND|2RCR|3MBVNT|5AART|6RCVC|79aVULN|8aCDMG|aBPWR
71	45223 73411	   	166.70	ACR|3VULN|1AART|2CDMG	14aLWND|2RCR|3MBVNT|5AART|69aVULN|7DMSP|8aCDMG|aBPWR
72	45223 74411	   	166.70	ACR|3VULN|1AART|2CDMG	14aLWND|2RCR|3MBVNT|5AART|69aVULN|7RCVC|8aCDMG|aBPWR
73	45273 11411	   	166.70	ACR|3VULN|1AART|2CDMG	16aLWND|2RCR|3MBVNT|4RCVC|5AART|79aVULN|8aCDMG|aBPWR
74	45223 32643	   	166.60	ACR|3VULN|1AART|1DMG	14LWND|2RCR|3MBVNT|5AART|6DMG|79aVULN|8LHND
75	22233 26632	   	166.57	DCR|3VULN|1AART|1CDMG|1ZMB	1MGNSTR|2ZMB|34aVULN|5LWND|6RCR|7CDMG|8AART|9ERES
76	23252 35431	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1MGNSTR|2DUST|3DUR|4AART|5BEXP|6DMG|79aVULN|8RCR
77	32322 12454	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2DUST|3RMIN|48DMG|57VULN|6ZMB|9RCR|aAART
78	45223 32243	   	166.50	ACR|3VULN|1AART|1DMG	14LWND|2RCR|3MBVNT|5AART|6DMG|79aVULN|8LEGI
79	45223 32743	   	166.50	ACR|3VULN|1AART|1DMG	14LWND|2RCR|3MBVNT|5AART|6DMG|79aVULN|8DUST
80	45273 32243	   	166.50	ACR|3VULN|1AART|1DMG	1LWND|2RCR|3MBVNT|4RCVC|5AART|6DMG|79aVULN|8LEGI
81	63632 11316	   	166.38	ACR|2VULN|2AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|69AART|7aVULN|8ERES
82	63633 11316	   	166.28	ACR|2VULN|2AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|69AART|7aVULN|8ERES
83	22233 24235	   	166.27	DCR|3VULN|2DMG|1ZMB	1MGNSTR|2ZMB|34aVULN|5LWND|6RCR|78DMG|9RPLT
84	45225 13411	   	166.10	ACR|3VULN|1AART|2CDMG	14aLWND|2RCR|3MBVNT|59aVULN|6AART|7DMSP|8aCDMG|aBPWR
85	45225 14411	   	166.10	ACR|3VULN|1AART|2CDMG	14aLWND|2RCR|3MBVNT|59aVULN|6AART|7RCVC|8aCDMG|aBPWR
86	45242 13411	   	166.10	ACR|3VULN|1AART|2CDMG	1aLWND|2RCR|3MBVNT|49aVULN|5RCVC|6AART|7DMSP|8aCDMG|aBPWR
87	45242 14411	   	166.10	ACR|3VULN|1AART|2CDMG	1aLWND|2RCR|3MBVNT|49aVULN|57RCVC|6AART|8aCDMG|aBPWR
88	45242 17411	   	166.10	ACR|3VULN|1AART|2CDMG	17aLWND|2RCR|3MBVNT|49aVULN|5RCVC|6AART|8aCDMG|aBPWR
89	45271 41411	   	166.10	ACR|3VULN|1AART|2CDMG	15aLWND|2RCR|3MBVNT|4RCVC|6AART|79aVULN|8aCDMG|aBPWR
90	43247 43813	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	15LWND|2LEGI|3MBVNT|457VULN|5BPWR|6RCR|8CDMG|9AART|aZMB
91	22222 35551	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MGNSTR|2ZMB|3aVULN|4DUST|5ASPD|6DUR|7DMG|8RCR|9AART
92	23222 62551	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MGNSTR|2DUST|3DUR|4DMG|5ASPD|6aVULN|7ZMB|8RCR|9AART
93	63131 33525	 * 	165.67	ACR|3VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|7ZMB|9LHND|aCDMG
94	45244 23273	 * 	165.63	ACR|2VULN|2DMG|1AART	179LWND|2RCR|3MBVNT|49VULN|5LSRICY|6DUST|89DMG|9BPWR|aAART
95	63233 52134	   	165.50	ACR|3VULN|1AART|1DMG	1BELT|2RCR|3LHND|49aVULN|5LIT|6MLV|7AART|8DMG
96	32324 11561	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1LIT|25DUST|3RMIN|45DMG|5BPWR|67VULN|8RCR|9AART|aASPD
97	32324 11562	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1LIT|25DUST|3RMIN|45DMG|5BPWR|67VULN|8RCR|9AART|aDUR
98	63233 12134	   	165.40	ACR|3VULN|1AART|1DMG	1BELT|2RCR|3LHND|49aVULN|5LIT|6TLV|7AART|8DMG
99	63231 13531	   	165.22	ACR|3VULN|2DMG|1DUR	1BELT|2RCR|39LHND|459VULN|6LIT|7CGEN|89DMG|9BPWR|aDUR
100	63231 13532	   	165.22	ACR|3VULN|2DMG|1ASPD	1BELT|2RCR|39LHND|459VULN|6LIT|7CGEN|89DMG|9BPWR|aASPD
101	63233 43531	   	165.22	ACR|3VULN|2DMG|1DUR	1BELT|2RCR|39LHND|469VULN|5LIT|7CGEN|89DMG|9BPWR|aDUR
102	63233 43532	   	165.22	ACR|3VULN|2DMG|1ASPD	1BELT|2RCR|39LHND|469VULN|5LIT|7CGEN|89DMG|9BPWR|aASPD
103	63233 51531	   	165.22	ACR|3VULN|2DMG|1DUR	1BELT|2RCR|39LHND|479VULN|5LIT|6MLV|89DMG|9BPWR|aDUR
104	63233 51532	   	165.22	ACR|3VULN|2DMG|1ASPD	1BELT|2RCR|39LHND|479VULN|5LIT|6MLV|89DMG|9BPWR|aASPD
105	21366 51133	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|56VULN|7CDMG|8RCR|9DMG|aLIT
106	25324 11132	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MGNSTR|24MLV|3AART|5aVULN|6DUR|7CDMG|8RCR|9DMG
107	21343 51124	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MGNSTR|2CGEN|3AART|4LWND|56VULN|7CDMG|8RCR|9DUR|aDMG
108	63233 11531	   	165.12	ACR|3VULN|2DMG|1DUR	1BELT|2RCR|39LHND|479VULN|5LIT|6TLV|89DMG|9BPWR|aDUR
109	63233 11532	   	165.12	ACR|3VULN|2DMG|1ASPD	1BELT|2RCR|39LHND|479VULN|5LIT|6TLV|89DMG|9BPWR|aASPD
110	45122 33111	   	164.92	ACR|3VULN|1AART|1CDMG|1DUR	17LWND|2RCR|37CGEN|4DUR|5CDMG|67aVULN|7BPWR|8ERES|9AART
111	45323 43113	   	164.90	ACR|3VULN|1AART|1DMG	13LWND|2RCR|45aVULN|6DMG|79FEWX|8AART
112	21362 32661	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2CGEN|3AART|4DUR|5DUST|6aVULN|7RCR|8ZMB|9DMG
113	22233 44242	   	164.82	DCR|2VULN|2DMG|1AART|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6LHND|78DMG|9AART|aRCR
114	45213 23433	   	164.70	ACR|3VULN|1AART|1DMG	1LWND|2RCR|3MBVNT|4LHND|5DUST|69aVULN|7DMG|8AART
115	45243 33433	   	164.70	ACR|3VULN|1AART|1DMG	1LWND|2RCR|3MBVNT|49aVULN|5DUST|6LHND|7DMG|8AART
116	45284 33433	   	164.70	ACR|3VULN|1AART|1DMG	1LWND|2RCR|3MBVNT|4DUST|59aVULN|6LHND|7DMG|8AART
117	63131 14241	   	164.68	ACR|4VULN|1AART|1DUR	1BELT|2RCR|3DUR|4589VULN|6LIT|7BEXP|aAART
118	63131 15241	   	164.68	ACR|4VULN|1AART|1DUR	1BELT|2RCR|3DUR|4589VULN|6LIT|7LWND|aAART
119	21343 51151	   	164.59	DCR|2VULN|1AART|1DMG|2CDMG	1MGNSTR|2CGEN|3AART|4LWND|56VULN|79CDMG|8RCR|aDMG
120	32322 12354	   	164.58	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2DUST|3RMIN|4DMG|578VULN|6ZMB|9RCR|aAART
121	63131 11241	   	164.58	ACR|4VULN|1AART|1DUR	1BELT|2RCR|3DUR|4589VULN|6LIT|7DUST|aAART
122	63133 41241	   	164.58	ACR|4VULN|1AART|1DUR	1BELT|2RCR|3DUR|4689VULN|5LIT|7DUST|aAART
123	45223 37411	   	164.49	ACR|2VULN|1AART|1DMG|1CDMG	14LWND|2RCR|3MBVNT|5AART|6DMG|7ERES|8CDMG|9aVULN
124	23225 32441	 * 	164.48	DCR|3VULN|1DMG|2CDMG|1DUR	1MGNSTR|2DUST|3DUR|4DMG|59aVULN|6RCR|78CDMG
125	22133 26624	   	164.28	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1MGNSTR|23ZMB|4VULN|5LWND|6RCR|7CDMG|8AART|9DUR|aDMG
126	22233 24225	 * 	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|78DMG|9CGEN|aCDMG
127	63131 33551	 * 	164.26	ACR|3VULN|1FLTHEA|2DUR|1ZMB|1ASPD	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7ZMB|9ASPD
128	63131 23462	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|2RCR|3DUR|458VULN|6LWND|7CDMG|9CGEN|aAART
129	22233 24215	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|78DMG|9ERES|aCDMG
130	63131 23312	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|2RCR|3DUR|459VULN|6LWND|7CDMG|8ERES|aAART
131	63131 23452	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|2RCR|3DUR|458VULN|6LWND|7CDMG|9TLV|aAART
132	63231 35333	 * 	164.12	ACR|3VULN|1AART|1FLTHEA|1DUR	1BELT|2RCR|3LHND|458VULN|6FLTHEA|7TLV|9DUR|aAART
133	22133 26651	 * 	163.66	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	1MGNSTR|23ZMB|4VULN|5LWND|6RCR|79CDMG|8AART|aDMG
134	35322 12361	   	163.61	DCR|3VULN|2DMG|1ZMB|1DUR	1LIT|2DUR|3RMIN|49DMG|578VULN|6ZMB|aRCR
135	32322 21561	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART|aASPD
136	32322 21562	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3RMIN|4DMG|567VULN|8RCR|9AART|aDUR
137	25363 42312	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2MLV|3AART|4DUR|5CGEN|68aVULN|7RCR|9CDMG
138	45223 32448	 * 	163.18	ACR|2VULN|1AART|1DMG|2DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8aDUR
139	45223 32473	   	163.18	ACR|2VULN|1AART|1DMG|2DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|7aVULN|89DUR
140	63143 32315	 * 	163.18	ACR|2VULN|3CDMG|1DMG|2DUR	1BELT|2RCR|39DUR|4DUST|59aCDMG|6CGEN|7DMG|89VULN|9BPWR
141	21364 42312	   	163.11	DCR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|5ERES|68aVULN|7RCR|9CDMG
142	21366 42312	   	163.11	DCR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|58aVULN|6ERES|7RCR|9CDMG
143	26531 32513	   	163.08	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1MGNSTR|2DMG|3DUR|4VULN|5LWND|6RCR|7CDMG|8AART|9FLTHEA|aMGNLIT
144	63314 33311	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LHND|7CDMG|89VULN|9BPWR|aCGEN
145	63314 33312	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6aLHND|7CDMG|89VULN|9BPWR
146	63314 33313	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LHND|7CDMG|89VULN|9BPWR|aBEXP
147	63314 63311	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LWND|7CDMG|89VULN|9BPWR|aCGEN
148	63314 63312	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LWND|7CDMG|89VULN|9BPWR|aLHND
149	23115 32512	   	162.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1MGNSTR|2DUST|3LHND|4ASPD|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aDMG
150	23125 32512	   	162.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aASPD
151	23615 32512	   	162.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1MGNSTR|2DUST|3LWND|4ASPD|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aDMG
152	23625 32512	   	162.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1MGNSTR|2DUST|3LWND|4DMG|5VULN|6RCR|7CDMG|8AART|9FLTHEA|aASPD
153	26531 32511	   	162.98	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1MGNSTR|2DMG|3DUR|4VULN|5LWND|6RCR|7CDMG|8AART|9FLTHEA|aERES
154	63314 33315	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LHND|7CDMG|89VULN|9BPWR|aLSRHEA
155	63314 33316	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1BELT|2RCR|39ERES|4DUR|59DMG|6LHND|7CDMG|89VULN|9BPWR|aDUST
156	63131 61314	   	162.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6aRCVC|7FLTHEA|8CDMG|9AART
157	63531 32314	   	162.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	17BELT|2RCR|3BEXP|45VULN|6FLTHEA|8CDMG|9AART|aDUR
158	35324 11512	 * 	162.80	DCR|3VULN|2DMG|2DUR	1LIT|25DUR|39RMIN|45DMG|5BPWR|67aVULN|8RCR
159	63633 22316	   	162.75	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1BELT|2RCR|39CDMG|4ZMB|59DUST|6BEXP|7DMG|89VULN|9BPWR|aDUR
160	45122 31311	 * 	162.72	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LWND|2RCR|3CGEN|4DUR|5CDMG|6aVULN|78ASPD|9AART
161	45163 13311	   	162.72	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LWND|2RCR|3CGEN|48ASPD|5aVULN|6DUR|7CDMG|9AART
