0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32413 61531	7	 * 	271.30	橙5易伤3时间1卖塔	178策反2基地爆炸3789a易伤4卖塔578时间6核78序列升级
47	16611 13215	2	 * 	249.96	紫4易伤3伤害2攻速	1核27攻速3平台4679易伤57a伤害7序列升级8敌人爆炸
48	22243 88413	10	   	249.70	橙4易伤1等级1时间1全技能	14基地爆炸2加一348a易伤4序列升级5等级6核7全技能9时间
49	22273 88413	10	   	249.60	橙4易伤1等级1时间1全技能	1基地爆炸2加一348a易伤5等级6核7全技能9时间
50	13245 23362	8	   	249.37	紫3易伤3时间2伤害2雷电	1核247时间389易伤59雷电69伤害9序列升级a金币生成
51	13245 23363	8	   	249.27	紫3易伤3时间2伤害2雷电	1核247时间389易伤59雷电69伤害9序列升级a赏金塔
52	13315 13121	3	 * 	249.23	紫4易伤3时间3等级1全技能	1核289时间3金币生成489等级589a易伤6全技能7平台89序列升级
53	63242 12152	10	 * 	249.12	橙3易伤3时间3雷电	1挖青247时间379易伤5平台679雷电79序列升级89基地爆炸a核
54	63242 12252	10	   	249.12	橙3易伤3时间3雷电	1挖青247时间379易伤5平台679雷电79序列升级89最后敌人a核
55	22252 12261	8	 * 	248.92	橙3易伤3时间1伤害	1基地爆炸2加一37a易伤456时间8核9伤害
56	22252 12661	7	   	248.92	橙3易伤3时间1伤害	1基地爆炸2加一37a易伤456时间8核9伤害
57	25224 22513	6	 * 	248.81	橙4易伤2攻速1伤害	14基地爆炸2379易伤5伤害6核8a攻速
58	25226 22413	6	   	248.81	橙4易伤2攻速1伤害	14基地爆炸2379易伤5a攻速6核8伤害
59	22243 82753	8	   	248.66	橙3易伤2伤害1等级1全技能	149基地爆炸2加一349易伤49序列升级5等级6核7最后敌人89伤害a全技能
60	13421 15152	3	   	248.24	紫2易伤3伤害2时间1等级1暴击	1核29时间3雷电4立即金币59a伤害6暴击7等级89易伤9序列升级
61	13421 15152	2	   	248.24	紫2易伤3伤害2时间1等级1暴击	1核29时间3雷电4立即金币59a伤害6暴击7等级89易伤9序列升级
62	13242 12522	8	   	248.03	紫3易伤3时间1伤害1等级2雷电	1核247时间379易伤5平台67雷电7序列升级8等级a伤害
63	13243 55112	5	 * 	247.79	紫3易伤3时间2等级2暴击1攻速	1核247时间389易伤57等级67暴击7序列升级a攻速
64	22281 82321	10	 * 	247.57	橙4易伤2等级1伤害	1基地爆炸2加一358a易伤45等级5序列升级6核7最后敌人9伤害
65	22281 84321	10	   	247.47	橙4易伤2等级1伤害	1基地爆炸2加一358a易伤45等级5序列升级6核7挖尘9伤害
66	22248 41433	10	   	247.31	橙3易伤2伤害1时间	147基地爆炸2加一347易伤47序列升级5平台67伤害8时间9核a雷电
67	25221 12426	3	   	247.14	橙5易伤1伤害	17基地爆炸2367a易伤47掉矿5双倍矿7序列升级8核9伤害
68	25224 22316	6	   	247.14	橙5易伤1伤害	14基地爆炸2379a易伤5伤害6核8金币生成
69	25222 22416	6	   	247.14	橙5易伤1伤害	14基地爆炸2379a易伤5随机矿6核8伤害
70	12451 32243	9	   	247.11	紫4易伤2伤害1时间1全技能	1核29掉矿379a易伤4雷电5时间6全技能89伤害9序列升级
71	25211 22416	6	   	247.04	橙5易伤1伤害1核弹	15基地爆炸2379a易伤4核弹6核8伤害
72	63233 33313	10	   	247.02	橙3易伤1伤害1等级1时间1全技能	1挖青2时间389易伤4平台5等级6全技能7核a伤害
73	22267 84412	6	   	247.01	橙3易伤2伤害1时间	1基地爆炸2加一35a易伤47伤害6核8时间9雷电
74	22247 33285	6	   	247.00	橙3易伤2时间1伤害1攻速	148基地爆炸2加一348易伤48序列升级5攻速6最后敌人78时间9伤害a核
75	22242 73285	4	   	247.00	橙3易伤2时间1伤害1攻速	148基地爆炸2加一348易伤48序列升级5最后敌人6攻速78时间9伤害a核
76	64316 13211	1	 * 	246.80	橙3易伤2时间2暴击1攻速	1挖青27暴击3立即金币47时间567易伤7序列升级8基地爆炸9攻速a核
77	13245 25131	7	 * 	246.79	紫2易伤3时间2伤害2攻速1全技能	1核249时间3a易伤5雷电6a伤害7全技能8a攻速a序列升级
78	25224 22422	6	   	246.51	橙3易伤3伤害	14基地爆炸237易伤589伤害6核a雷电
79	16462 32123	4	   	246.31	紫4易伤3攻速2等级1伤害	1核24a攻速347a易伤4a序列升级5伤害69矿等8a等级
80	13231 51421	10	 * 	246.21	紫4易伤2时间2等级1伤害	1核28时间378a易伤4基地爆炸5挖尘68等级8序列升级9伤害
81	13251 51421	10	   	246.21	紫4易伤2时间2等级1伤害	1核28时间378a易伤4敌人爆炸5挖尘68等级8序列升级9伤害
82	16462 32313	4	   	245.88	紫5易伤3攻速1伤害	1核24a攻速3479a易伤4a序列升级5伤害6矿等8a金币生成
83	13261 15151	2	   	245.81	紫2易伤3时间2伤害1等级1暴击	1核239时间4雷电59伤害6暴击7等级89易伤9序列升级a立即金币
84	13261 15152	2	   	245.81	紫2易伤3时间2伤害1等级1暴击	1核239时间4雷电59伤害6暴击7等级89易伤9序列升级a敌人爆炸
85	13235 32416	3	 * 	245.68	紫5易伤2时间1伤害	1核24时间3579a易伤6矿等8伤害
86	22243 83648	6	   	245.63	橙3易伤2时间1等级1暴击	14基地爆炸2加一34a易伤4序列升级5等级6核78时间9暴击
87	22244 11621	6	   	245.63	橙3易伤2时间1等级1暴击	14基地爆炸2加一348易伤4序列升级56时间7暴击9等级a核
88	22244 61621	5	   	245.63	橙3易伤2时间1等级1暴击	14基地爆炸2加一348易伤4序列升级56时间7暴击9等级a核
89	22281 33278	6	 * 	245.56	橙3易伤2时间2等级1全技能	18基地爆炸2加一358易伤45等级58序列升级6最后敌人78时间9全技能a核
90	22274 11621	6	   	245.53	橙3易伤2时间1等级1暴击	1基地爆炸2加一348易伤56时间7暴击9等级a核
91	22274 61621	5	   	245.53	橙3易伤2时间1等级1暴击	1基地爆炸2加一348易伤56时间7暴击9等级a核
92	13431 15153	3	 * 	245.45	紫2易伤2伤害2时间2暴击1等级2雷电	1核29时间34雷电59伤害6a暴击7等级89易伤9序列升级
93	13431 15153	2	   	245.45	紫2易伤2伤害2时间2暴击1等级2雷电	1核29时间34雷电59伤害6a暴击7等级89易伤9序列升级
94	22288 16313	10	   	245.41	橙3易伤3时间1等级	18a基地爆炸2加一38a易伤4等级5掉矿68a时间7核8a序列升级9平台
95	22248 41131	9	   	245.39	橙4易伤2伤害	147基地爆炸2加一347a易伤47序列升级5平台67伤害8最后敌人9核
96	22248 41331	9	   	245.39	橙4易伤2伤害	147基地爆炸2加一347a易伤47序列升级5平台67伤害8低血量敌人9核
97	32413 61523	7	   	245.36	橙3易伤3时间1等级1卖塔	178策反2基地爆炸378易伤4卖塔578时间6核78序列升级9金币生成a等级
98	63233 33341	7	   	245.36	橙3易伤2时间2等级1全技能	1挖青29时间39a易伤4平台59等级6全技能7核8赏金塔9序列升级
99	22248 41218	7	   	245.29	橙4易伤2伤害	147基地爆炸2加一3479易伤47序列升级5平台67伤害8赏金邻近a核
100	22248 41231	9	   	245.29	橙4易伤2伤害	147基地爆炸2加一347a易伤47序列升级5平台67伤害8挖青9核
101	22248 41818	7	   	245.29	橙4易伤2伤害	147基地爆炸2加一3479易伤47序列升级5平台67伤害8赏金塔a核
102	22252 12261	9	   	245.11	橙3易伤3时间1等级	1基地爆炸2加一37a易伤456时间8核9等级
103	13243 55113	5	   	245.10	紫3易伤3时间2等级2暴击	1核247时间389易伤57等级67暴击7序列升级a雷电
104	24245 23331	8	   	244.07	橙2易伤3时间1伤害1暴击	1基地爆炸247时间38易伤5雷电6伤害9核a暴击
105	13242 12633	8	   	244.02	紫4易伤3时间2雷电1全技能	1核247时间3789易伤5平台67雷电7序列升级a全技能
106	22281 83612	6	   	244.00	橙3易伤2时间2等级	1基地爆炸2加一35a易伤45等级5序列升级6核78时间9雷电
107	23256 21352	7	   	244.00	橙3易伤2时间1伤害	1基地爆炸2挖尘35a易伤4伤害6核7雷电89时间
108	16611 13521	2	   	243.97	紫4易伤2伤害2攻速1全技能	1核27攻速3平台4678易伤57伤害7序列升级9全技能a低血量敌人
109	16611 13522	2	   	243.97	紫4易伤2伤害2攻速1全技能	1核27攻速3平台4678易伤57伤害7序列升级9全技能a最后敌人
110	21113 61315	7	 * 	243.95	橙4易伤3雷电1时间	138基地爆炸2随机矿468雷电5678易伤68序列升级9时间a核
111	25236 32263	4	   	243.95	橙4易伤1伤害1时间	1基地爆炸2357易伤45低血量敌人5序列升级6矿等8时间9核a伤害
112	22232 53515	10	   	243.85	橙4易伤2等级1时间	18基地爆炸2加一368a易伤4敌人爆炸5时间78等级8序列升级9核
113	22232 61515	10	   	243.85	橙4易伤2等级1时间	18基地爆炸2加一378a易伤4敌人爆炸5时间68等级8序列升级9核
114	22243 82321	10	   	243.85	橙4易伤1伤害1等级	14基地爆炸2加一348a易伤4序列升级5等级6核7最后敌人9伤害
115	22243 82771	10	   	243.85	橙4易伤1伤害1等级	14基地爆炸2加一349a易伤4序列升级5等级6核7最后敌人8伤害
116	22246 86411	9	   	243.85	橙4易伤3雷电1时间	147基地爆炸2加一3479易伤47序列升级567雷电8时间a核
117	22271 13515	10	   	243.85	橙4易伤2等级1时间	18基地爆炸2加一348a易伤5敌人爆炸6时间78等级8序列升级9核
118	25224 22113	6	   	243.85	橙4易伤1伤害1等级	14基地爆炸2379易伤5伤害6核8等级a矿等
119	25224 22115	6	   	243.85	橙4易伤1伤害1等级	14基地爆炸2379易伤5伤害6核8等级a平台
120	25224 22133	6	   	243.85	橙4易伤1伤害1等级	14基地爆炸237a易伤5伤害6核8等级9最后敌人
121	25224 22226	6	   	243.85	橙4易伤1伤害1时间	14基地爆炸237a易伤5伤害6核8时间9策反
122	25224 23153	8	   	243.85	橙4易伤1伤害1等级	14基地爆炸238a易伤5伤害6核7最后敌人9等级
123	25216 32263	3	   	243.85	橙4易伤1伤害1时间	15基地爆炸2357易伤4挖青5序列升级6矿等8时间9核a伤害
124	16611 13112	2	   	243.83	紫4易伤2伤害3攻速	1核27a攻速3平台4679易伤57伤害7序列升级8基地爆炸
125	16611 13212	2	   	243.83	紫4易伤2伤害3攻速	1核27a攻速3平台4679易伤57伤害7序列升级8敌人爆炸
126	16611 13511	2	   	243.83	紫4易伤2伤害3攻速	1核279攻速3平台4678易伤57伤害7序列升级a敌人爆炸
127	16611 13512	2	   	243.83	紫4易伤2伤害3攻速	1核279攻速3平台4678易伤57伤害7序列升级a金币生成
128	16611 13513	2	   	243.83	紫4易伤2伤害3攻速	1核279攻速3平台4678易伤57伤害7序列升级a策反
129	16643 34713	10	   	243.82	紫3易伤2伤害2攻速1等级1时间1卖塔	1核2a攻速3加一49a易伤5时间6等级7卖塔8a伤害a序列升级
130	22247 81218	7	   	243.81	橙4易伤2攻速2雷电	148基地爆炸2加一349a易伤4a序列升级5a攻速6核7a雷电
131	22247 81218	8	   	243.81	橙4易伤2攻速2雷电	148基地爆炸2加一349a易伤4a序列升级5a攻速6核7a雷电
132	22247 81253	7	   	243.81	橙4易伤2攻速2雷电	148基地爆炸2加一349a易伤49序列升级59攻速6核79雷电
133	22247 81253	8	   	243.81	橙4易伤2攻速2雷电	148基地爆炸2加一349a易伤49序列升级59攻速6核79雷电
134	22224 61515	10	   	243.75	橙4易伤2等级1时间	18基地爆炸2加一378a易伤4挖尘5时间68等级8序列升级9核
135	22243 84321	10	   	243.75	橙4易伤1伤害1等级	14基地爆炸2加一348a易伤4序列升级5等级6核7挖尘9伤害
136	22263 11315	10	   	243.75	橙4易伤1伤害1时间	1基地爆炸2加一378a易伤4伤害5时间6敌人爆炸9核
137	22263 51315	10	   	243.75	橙4易伤1伤害1时间	1基地爆炸2加一378a易伤4伤害5时间6低血量敌人9核
138	22263 71315	10	   	243.75	橙4易伤1伤害1时间	1基地爆炸2加一378a易伤4伤害5时间6最后敌人9核
139	22273 82321	10	   	243.75	橙4易伤1伤害1等级	1基地爆炸2加一348a易伤5等级6核7最后敌人9伤害
140	22281 72824	5	   	243.75	橙4易伤2等级1时间	1基地爆炸2加一357a易伤45等级5序列升级6金币生成8时间9核
141	22281 82363	10	   	243.75	橙4易伤2等级1时间	1基地爆炸2加一358a易伤45等级5序列升级6核7最后敌人9时间
142	22281 83444	6	   	243.75	橙4易伤2等级1时间	1基地爆炸2加一359a易伤45等级5序列升级6核7时间8金币生成
143	22281 87144	8	   	243.75	橙4易伤2等级1时间	1基地爆炸2加一359a易伤45等级5序列升级6核7金币生成8时间
144	23263 22321	10	   	243.75	橙4易伤1伤害1等级	1基地爆炸2挖尘348a易伤5等级6核7最后敌人9伤害
145	25224 22111	6	   	243.75	橙4易伤1伤害1等级	14基地爆炸2379易伤5伤害6核8等级a挖青
146	25224 22112	6	   	243.75	橙4易伤1伤害1等级	14基地爆炸2379易伤5伤害6核8等级a挖尘
147	25224 22213	6	   	243.75	橙4易伤1伤害1时间	14基地爆炸237a易伤5伤害6核8时间9赏金塔
148	16611 13312	2	   	243.73	紫4易伤2伤害3攻速	1核27a攻速3平台4679易伤57伤害7序列升级8挖尘
149	16611 13532	2	   	243.73	紫4易伤2伤害3攻速	1核27a攻速3平台4678易伤57伤害7序列升级9挖尘
150	22263 21315	10	   	243.65	橙4易伤1伤害1时间	1基地爆炸2加一378a易伤4伤害5时间6挖青9核
151	22273 84321	10	   	243.65	橙4易伤1伤害1等级	1基地爆炸2加一348a易伤5等级6核7挖尘9伤害
152	22281 84373	10	   	243.65	橙4易伤2等级1时间	1基地爆炸2加一3589易伤45等级5序列升级6核7挖尘a时间
153	16611 13623	2	   	243.57	紫3易伤3伤害2攻速1等级	1核27攻速3平台467易伤579伤害7序列升级8矿等a等级
154	32463 22116	6	   	243.43	橙5易伤1等级	15策反24基地爆炸3479a易伤4序列升级6核8等级
155	22248 41664	10	   	243.41	橙3易伤2伤害1攻速1全技能	147基地爆炸2加一347易伤47序列升级5平台67伤害8攻速9全技能a核
156	25241 31331	6	   	243.33	橙5易伤1时间	1基地爆炸2357a易伤4额外掉落6矿等8时间9核
157	21424 41331	6	   	243.33	橙5易伤1时间	1基地爆炸2随机矿3567a易伤4额外掉落8时间9核
158	25222 22116	6	   	243.33	橙5易伤1等级	14基地爆炸2379a易伤5随机矿6核8等级
159	25211 22116	6	   	243.23	橙5易伤1等级1核弹	15基地爆炸2379a易伤4核弹6核8等级
160	25215 22116	6	   	243.23	橙5易伤1等级1核弹	1基地爆炸2379a易伤4核弹5双倍矿6核8等级
161	33462 15312	10	   	243.13	橙5易伤1时间	1策反246挖尘3489a易伤4序列升级5时间7核
162	25226 22114	6	   	243.10	橙4易伤1等级1攻速	14基地爆炸2379易伤5攻速6核8等级a雷电
163	22246 26451	10	   	243.09	橙3易伤2等级1伤害1全技能	149基地爆炸2加一349易伤49序列升级5雷电6伤害7全技能89等级a核
164	22281 82713	10	 * 	242.71	橙3易伤2伤害2等级	1a基地爆炸2加一35a易伤45等级5a序列升级6核7最后敌人8a伤害9平台
165	25224 22125	10	   	242.62	橙3易伤2攻速1伤害1等级	14a基地爆炸23a易伤5伤害6核7随机矿8等级9a攻速a序列升级
166	63236 33141	3	   	242.61	橙3易伤3时间1暴击	1挖青257时间359易伤4立即金币5序列升级6矿等8核a暴击
167	22281 83351	6	 * 	242.52	橙3易伤2攻速2等级1时间	19基地爆炸2加一359易伤45等级59序列升级6核7时间89攻速a敌人爆炸
168	22281 83354	6	   	242.52	橙3易伤2攻速2等级1时间	19基地爆炸2加一359易伤45等级59序列升级6核7时间89攻速a金币生成
169	13223 11421	10	   	242.49	紫4易伤2时间1伤害1等级	1核28时间378a易伤4挖尘5等级68敌人爆炸8序列升级9伤害
170	13223 31421	10	   	242.49	紫4易伤2时间1伤害1等级	1核28时间378a易伤4挖尘5等级68基地爆炸8序列升级9伤害
171	13223 41421	10	   	242.49	紫4易伤2时间1伤害1等级	1核28时间378a易伤4挖尘5等级68低血量敌人8序列升级9伤害
172	13223 61421	10	   	242.49	紫4易伤2时间1伤害1等级	1核28时间378a易伤4挖尘5等级68最后敌人8序列升级9伤害
173	22281 83352	6	   	242.42	橙3易伤2攻速2等级1时间	19基地爆炸2加一359易伤45等级59序列升级6核7时间89攻速a赏金邻近
174	22281 83353	6	   	242.42	橙3易伤2攻速2等级1时间	19基地爆炸2加一359易伤45等级59序列升级6核7时间89攻速a掉矿
175	13243 22416	6	   	242.39	紫4易伤2时间1伤害1等级	1核24时间379a易伤5等级6立即金币8伤害
176	22263 41458	9	 * 	241.98	橙2易伤3伤害2时间1卖塔	17基地爆炸2加一3a易伤478伤害57时间6卖塔7序列升级9核
177	22247 83153	6	   	241.88	橙3易伤1伤害1等级1攻速1全技能	14基地爆炸2加一349易伤4序列升级5攻速6核7全技能8伤害a等级
178	13235 32116	3	   	241.87	紫5易伤2时间1等级	1核24时间3579a易伤6矿等8等级
179	13235 62116	3	   	241.87	紫5易伤2时间1等级	1核24时间3579a易伤6策反8等级
180	13245 32116	4	   	241.87	紫5易伤2时间1等级	1核24时间3579a易伤6矿等8等级
181	22247 81213	10	   	241.79	橙3易伤2时间2雷电1攻速	148基地爆炸2加一34a易伤4a序列升级5攻速6核7a雷电9a时间
182	22247 83513	10	   	241.79	橙3易伤2时间2雷电1攻速	147基地爆炸2加一34a易伤4a序列升级5攻速6核8a雷电9a时间
183	22281 88412	10	   	241.78	橙3易伤2等级1时间1攻速1全技能	1基地爆炸2加一358易伤45等级5序列升级6核7全技能9时间a攻速
184	22273 33278	6	   	241.74	橙3易伤2时间1等级1全技能	18基地爆炸2加一348易伤5等级6最后敌人78时间8序列升级9全技能a核
185	63235 12121	9	   	241.69	橙3易伤2时间2雷电1攻速	1挖青27时间357易伤4平台67雷电7序列升级8金币生成9核a攻速
186	63235 12161	8	   	241.69	橙3易伤2时间2雷电1攻速	1挖青27时间357易伤4平台67雷电7序列升级8金币生成9核a攻速
187	63233 33311	10	   	241.54	橙3易伤2时间1等级1全技能	1挖青2a时间389易伤4平台5等级6全技能7核
188	63233 33312	9	   	241.54	橙3易伤2时间1等级1全技能	1挖青2a时间389易伤4平台5等级6全技能7核
189	63233 33332	8	   	241.54	橙3易伤2时间1等级1全技能	1挖青2a时间389易伤4平台5等级6全技能7核
190	13351 25241	9	   	241.43	紫2易伤3伤害3时间1全技能	1核259时间39a金币生成4雷电6a易伤7全技能89a伤害9a序列升级
