0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 13325	6	 * 	269.16	DCR|5VULN|1TLV|1DMG|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aDMG
19	53135 14331	1	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5FEWX|678VULN|7BPWR|9RMIN|aRCR
20	51131 14361	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	17DUR|2BEXP|37TLV|4DMG|5LHND|678VULN|7BPWR|9ERES|aRCR
21	53131 14361	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	17DUR|2FEWX|37TLV|4DMG|5LHND|678VULN|7BPWR|9ERES|aRCR
22	53133 14361	1	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5BEXP|678VULN|7BPWR|9ERES|aRCR
23	51166 23113	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|367VULN|4LIT|5TLV|8CDMG|9DMG|aRCR
24	53125 23113	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|367VULN|4TLV|5LIT|8CDMG|9DMG|aRCR
25	53125 23513	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|367VULN|4TLV|5LIT|8CDMG|9DMG|aRCR
26	53166 23113	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|367VULN|4LIT|5TLV|8CDMG|9DMG|aRCR
27	51155 11222	10	 * 	258.22	DCR|3VULN|3DUR|1DMG|2CDMG	189DUR|2BEXP|348VULN|5DMG|6ZMB|78CDMG|8BPWR|aRCR
28	53155 11222	10	   	258.22	DCR|3VULN|3DUR|1DMG|2CDMG	189DUR|2FEWX|348VULN|5DMG|6ZMB|78CDMG|8BPWR|aRCR
29	63511 13323	6	   	257.40	DCR|5VULN|1TLV|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aLIT
30	63511 14321	7	   	257.27	DCR|5VULN|2TLV|1AART	1AART|23467VULN|57TLV|7BPWR|8BBNT|9RCR|aMLV
31	63511 14322	7	   	257.17	DCR|5VULN|2TLV|1AART	1AART|23467VULN|57TLV|7BPWR|8BBNT|9RCR|aERES
32	63223 32453	3	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aLIT
33	63223 32453	2	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aLIT
34	63511 15223	9	   	256.96	DCR|5VULN|1TLV|2AART	17AART|2346aVULN|5TLV|8LWND|9RCR
35	52334 62313	1	   	255.02	DCR|2VULN|3DMG|3DUR	12aDUR|3MLV|45aDMG|6ERES|7LIT|8RCR|9aVULN|aBPWR
36	63512 53211	10	   	254.87	DCR|4VULN|1TLV|2AART|1DUR	18AART|2349VULN|5DUR|6BELT|7RCR|aTLV
37	63512 62323	9	   	254.87	DCR|4VULN|1TLV|2AART|1DUR	17AART|234aVULN|5DUR|6RCVC|8TLV|9RCR
38	63511 15322	9	   	254.77	DCR|4VULN|1TLV|2AART|1DUR	17AART|2346VULN|5TLV|8DUST|9RCR|aDUR
39	53125 21153	5	   	254.42	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1DUR|2FEWX|38aVULN|4TLV|5LIT|6DMG|7RCR|9AART
40	61632 26322	2	   	254.42	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|2DMG|3ASPD|4TLV|5DUR|6LHND|78aVULN|9RCR
41	12353 36151	9	 * 	254.04	DCR|3VULN|2DMG|1TLV|2ASPD	18DMSP|2aASPD|36aVULN|4ERES|5TLV|7aDMG|9RCR|aBPWR
42	12353 36251	9	   	254.04	DCR|3VULN|2DMG|1TLV|2ASPD	1DMSP|2aASPD|36aVULN|4ERES|5TLV|7aDMG|8RCVC|9RCR|aBPWR
43	42365 22323	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|2MLV|369VULN|45DMG|7RCR|8TLV|aDUR
44	42365 22333	9	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|2MLV|369VULN|45DMG|7RCR|8TLV|aDUR
45	12663 11113	1	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2LIT|3ASPD|459VULN|6TLV|7DMG|8DUR|aRCR
46	16636 11113	1	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2TLV|359VULN|4DMG|6LIT|7ASPD|8DUR|aRCR
47	11215 31252	4	   	253.02	DCR|3VULN|3DUR|2CDMG|2LIT	1DMSP|29CDMG|35LIT|49aVULN|689DUR|7RCR|9BPWR
48	11225 51252	4	   	253.02	DCR|3VULN|3DUR|2CDMG|2LIT	1DMSP|29CDMG|35LIT|489DUR|69aVULN|7RCR|9BPWR
49	11233 21252	6	   	253.02	DCR|3VULN|3DUR|2CDMG|2LIT	1DMSP|29CDMG|34LIT|589DUR|69aVULN|7RCR|9BPWR
50	11233 51252	5	   	253.02	DCR|3VULN|3DUR|2CDMG|2LIT	1DMSP|29CDMG|34LIT|589DUR|69aVULN|7RCR|9BPWR
51	11265 31252	3	   	253.02	DCR|3VULN|3DUR|2CDMG|2LIT	1DMSP|29CDMG|35LIT|49aVULN|689DUR|7RCR|9BPWR
52	61631 33112	10	   	252.90	DCR|3VULN|2TLV|1DMG|2LIT|1AART	1AART|2DMG|358VULN|45LIT|5BPWR|6ZMB|79TLV|aRCR
53	63512 53312	9	   	252.89	DCR|5VULN|1DUR|1CDMG|1AART	1AART|23489VULN|5DUR|6BELT|7RCR|aCDMG
54	51111 64223	3	 * 	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2BEXP|37aVULN|4CGEN|59TLV|67aLHND|7aBPWR|8RCR
55	51111 64223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2BEXP|37aVULN|4CGEN|59TLV|67aLHND|7aBPWR|8RCR
56	51123 64223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2BEXP|37aVULN|49TLV|5CGEN|67aLHND|7aBPWR|8RCR
57	51125 14223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2BEXP|37aVULN|49TLV|5LHND|67aCGEN|7aBPWR|8RCR
58	53111 64223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|4CGEN|59TLV|67aLHND|7aBPWR|8RCR
59	53111 64223	3	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|4CGEN|59TLV|67aLHND|7aBPWR|8RCR
60	53112 64223	5	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|4CGEN|59TLV|67aLHND|7aBPWR|8RCR
61	53123 64223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|49TLV|5CGEN|67aLHND|7aBPWR|8RCR
62	53125 14223	4	   	252.68	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|49TLV|5LHND|67aCGEN|7aBPWR|8RCR
63	61631 33132	10	   	252.59	DCR|3VULN|1TLV|1DMG|2AART|2LIT	19AART|2DMG|358VULN|45LIT|5BPWR|6ZMB|7TLV|aRCR
64	42153 14223	1	   	252.58	DCR|3VULN|3DUR|2TLV	17aLHND|27aDUR|39TLV|4LEGI|5CGEN|67aVULN|7aBPWR|8RCR
65	53123 64223	5	   	252.58	DCR|3VULN|3DUR|2TLV	17aDUR|2FEWX|37aVULN|49TLV|5ERES|67aLHND|7aBPWR|8RCR
66	11211 31114	4	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DMSP|2CDMG|3LIT|45VULN|6DUR|7RCR|89DMG|aTLV
67	11261 31114	3	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DMSP|2CDMG|3LIT|45VULN|6DUR|7RCR|89DMG|aTLV
68	51421 51131	1	 * 	250.93	DCR|3VULN|2DMG|2DUR	19DUR|289VULN|3LIT|4BEXP|59DMG|6RMIN|7RCR|9BPWR|aRPLT
69	51421 51133	1	   	250.93	DCR|3VULN|2DMG|2DUR	19DUR|289VULN|3LIT|4BEXP|59DMG|6RMIN|7RCR|9BPWR|aCGEN
70	63511 11513	9	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LWND|8DMG|9FEWX|aRCR
71	63511 11523	8	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LWND|8DMG|9LHND|aRCR
72	63511 13513	9	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LHND|8DMG|9FEWX|aRCR
73	63511 13523	8	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LHND|8DMG|9LWND|aRCR
74	51421 51132	1	   	250.83	DCR|3VULN|2DMG|2DUR	19DUR|289VULN|3LIT|4BEXP|59DMG|6RMIN|7RCR|9BPWR|aDUST
75	63511 11513	8	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LWND|8DMG|9DUST|aRCR
76	63511 13513	8	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7LHND|8DMG|9DUST|aRCR
77	63511 63334	4	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1AART|234aVULN|5LWND|6RCR|7TLV|8MBVNT|9DMG
78	63511 11263	6	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	1AART|2346VULN|5TLV|7BBNT|8ERES|9RCR|aDMG
79	11211 62414	4	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1DMSP|2CDMG|3LIT|459VULN|6ASPD|7RCR|8TLV|aDMG
80	11212 52414	4	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1DMSP|2CDMG|3LIT|469VULN|5ASPD|7RCR|8TLV|aDMG
81	61636 11332	7	   	249.45	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1AART|2aDMG|3aVULN|4LIT|5CDMG|6BELT|7aDUR|8LEGI|9RCR|aBPWR
82	61636 12332	6	   	249.45	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1AART|2aDMG|3aVULN|4LIT|5CDMG|6BELT|7aDUR|8LEGI|9RCR|aBPWR
83	63511 12123	9	   	249.19	DCR|5VULN|1TLV|1AART	1AART|2346aVULN|5TLV|78FEWX|9RCR
84	63511 12623	9	   	249.19	DCR|5VULN|1TLV|1AART	1AART|2346aVULN|5TLV|7FEWX|8DMSP|9RCR
85	63511 13623	9	   	249.19	DCR|5VULN|1TLV|1AART	1AART|2346aVULN|5TLV|78LHND|9RCR
86	63511 13321	6	   	249.09	DCR|5VULN|1TLV|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aMLV
87	63511 13324	6	   	249.09	DCR|5VULN|1TLV|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aFEWX
88	63511 13326	6	   	249.09	DCR|5VULN|1TLV|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aBELT
89	63511 13322	6	   	248.99	DCR|5VULN|1TLV|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aERES
90	63223 32451	3	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aLHND
91	63223 32451	2	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aLHND
92	63223 32452	2	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aERES
93	63223 32452	3	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1AART|269VULN|3ZMB|49TLV|5TBNT|79DUR|8RCR|9BPWR|aERES
94	61631 15322	10	   	248.52	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1AART	1AART|2DMG|357VULN|45LIT|5BPWR|6LHND|8DUR|9CDMG|aRCR
95	51124 31611	1	   	248.11	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	14aDUR|2aVULN|3TLV|5CDMG|6aLIT|7RCR|8TBNT|9RCVC|aBPWR
96	63512 13532	10	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1AART|234VULN|5DUR|6CDMG|7TLV|8LHND|9LIT|aRCR
97	11222 44126	10	   	247.98	DCR|2VULN|3DUR|1TLV|2CDMG	1DMSP|2aCDMG|3LIT|47aDUR|5TLV|6RCR|8BEXP|9aVULN|aBPWR
98	11222 44326	10	   	247.98	DCR|2VULN|3DUR|1TLV|2CDMG	1DMSP|2aCDMG|3LIT|47aDUR|5TLV|6RCR|8FEWX|9aVULN|aBPWR
99	53131 14214	1	 * 	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17aDUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9BBNT
100	53131 14225	1	 * 	247.75	DCR|2VULN|3DUR|3TLV|1DMG	17aDUR|2LWND|379TLV|4DMG|5LHND|67VULN|7BPWR|8RCR
101	61341 23353	2	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1AART|27DMG|3TBNT|478VULN|5RMIN|67CGEN|7BPWR|9RCR|aTLV
102	11222 41426	10	   	247.54	DCR|2VULN|2DUR|1TLV|3CDMG|2LIT	1DMSP|28aCDMG|38LIT|4aDUR|5TLV|6RCR|78LWND|8aBPWR|9aVULN
103	11222 42426	10	   	247.54	DCR|2VULN|2DUR|1TLV|3CDMG|2LIT	1DMSP|28aCDMG|38LIT|4aDUR|5TLV|6RCR|78BEXP|8aBPWR|9aVULN
104	16613 31325	1	   	247.51	DCR|5VULN|2TLV	1DMSP|29TLV|3679aVULN|49ERES|5TBNT|8RCR|9BPWR
105	12322 32316	4	   	247.46	DCR|3VULN|2TLV|2DUR	1DMSP|2ASPD|368VULN|46DUR|5RPLT|6BPWR|79TLV|aRCR
106	61234 11433	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1AART|2aDMG|3ERES|4TLV|5RPLT|679VULN|8RCR
107	61331 11625	2	   	247.21	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1AART|24DMG|3TBNT|56VULN|7ASPD|8RCR|9TLV|aDUR
108	63511 11236	7	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|2346VULN|5TLV|79LWND|8DUR|aRCR
109	63511 12136	9	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|2346VULN|5TLV|78FEWX|9DUR|aRCR
110	63511 12326	5	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|2348VULN|5TLV|69LHND|7DUR|aRCR
111	63511 13226	7	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|2346VULN|5TLV|79LHND|8DUR|aRCR
112	63511 22326	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|2348VULN|5TLV|69LHND|7DUR|aRCR
113	63511 63223	4	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5LWND|6RCR|7TLV|8DUR|9ZMB
114	61123 32453	3	 * 	247.02	DCR|2VULN|2DMG|2TLV|2AART	17AART|29DMG|3BEXP|49TLV|5BBNT|69VULN|8RCR|9BPWR|aLIT
115	63335 33352	7	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1AART|248aVULN|3LEGI|4BPWR|5LHND|6TLV|7RCR|9DUR
116	63511 41222	6	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5TLV|6MBVNT|7LWND|8DUR|9RCR
117	63511 44222	6	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5TLV|6MBVNT|7LHND|8DUR|9RCR
118	63511 44322	8	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5TLV|6MBVNT|7DUR|8FEWX|9RCR
119	63511 43222	7	   	246.90	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5TLV|6MBVNT|7DUST|8DUR|9RCR
120	63511 43422	8	   	246.90	DCR|4VULN|1TLV|1DUR|1AART	1AART|234aVULN|5TLV|6MBVNT|7DUST|8DUR|9RCR
121	63512 33363	6	   	246.90	DCR|4VULN|1TLV|1DUR|1AART	1AART|2348VULN|5DUR|6ERES|7BBNT|9RCR|aTLV
122	11211 31214	4	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1DMSP|2CDMG|3LIT|459VULN|68DUR|7RCR|aDMG
123	11261 31214	3	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1DMSP|2CDMG|3LIT|459VULN|68DUR|7RCR|aDMG
124	63511 15221	10	   	246.70	DCR|4VULN|2TLV|2AART	17AART|2346VULN|5aTLV|8LWND|9RCR
125	51166 23123	8	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2BEXP|367VULN|4LIT|5TLV|8CDMG|9ASPD|aRCR
126	53125 23123	8	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2FEWX|367VULN|4TLV|5LIT|8CDMG|9ASPD|aRCR
127	53125 23523	7	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2FEWX|367VULN|4TLV|5LIT|8CDMG|9ASPD|aRCR
128	53166 23123	8	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2FEWX|367VULN|4LIT|5TLV|8CDMG|9ASPD|aRCR
129	63511 15321	10	   	246.60	DCR|4VULN|2TLV|2AART	17AART|2346VULN|5aTLV|8DUST|9RCR
130	22413 51136	1	   	246.57	DCR|3VULN|3DUR|1DMG	19LWND|29aDUR|3LIT|4DMG|589VULN|6RMIN|7RCR|9BPWR
131	11211 31251	4	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aRCVC
132	11211 31255	4	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aMLV
133	11216 31252	4	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|49aVULN|5RCVC|689DUR|7RCR|9BPWR
134	11261 31251	3	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aRCVC
135	11261 31255	3	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aMLV
136	11266 31252	3	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|49aVULN|5RCVC|689DUR|7RCR|9BPWR
137	11221 41252	4	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|489DUR|59aVULN|6RCVC|7RCR|9BPWR
138	11226 51252	4	   	246.47	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|489DUR|5RCVC|69aVULN|7RCR|9BPWR
139	11211 31253	4	   	246.37	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aDUST
140	11261 31253	3	   	246.37	DCR|3VULN|3DUR|2CDMG	1DMSP|29CDMG|3LIT|459VULN|689DUR|7RCR|9BPWR|aDUST
141	63335 35132	10	 * 	246.25	DCR|3VULN|2TLV|2CDMG|1AART	1AART|248VULN|3LEGI|48BPWR|5LHND|68TLV|78CDMG|9LIT|aRCR
142	63435 33332	7	   	246.21	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|248VULN|34BEXP|4BPWR|5LHND|6TLV|7RCR|9DMG|aDUR
143	63521 63233	3	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|23aVULN|4DMSP|5LWND|6RCR|7TLV|8DUR|9DMG
144	63525 33332	7	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|238VULN|4BEXP|5LHND|6TLV|7RCR|9DMG|aDUR
145	63511 63231	4	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|234VULN|5LWND|6RCR|7TLV|8DUR|9DMG|aRPLT
146	42365 22222	8	   	246.10	DCR|3VULN|2DMG|1TLV	1LHND|2MLV|369VULN|45DMG|7RCR|8ASPD|aTLV
147	63223 31355	3	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|268VULN|3ZMB|4TLV|5TBNT|7DMG|9RCR|aDUR
148	63223 31355	2	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|268VULN|3ZMB|4TLV|5TBNT|7DMG|9RCR|aDUR
149	63335 33332	7	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|248VULN|3LEGI|4BPWR|5LHND|6TLV|7RCR|9DMG|aDUR
150	63336 63222	3	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|24aVULN|3LEGI|5ZMB|6DMG|7TLV|8DUR|9RCR
151	63336 63222	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|24aVULN|3LEGI|4BPWR|5ZMB|6DMG|7TLV|8DUR|9RCR
152	63511 63332	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1AART|234VULN|5LWND|6RCR|7TLV|8MBVNT|9DMG|aDUR
153	16634 11113	1	   	245.96	DCR|2VULN|2DMG|1TLV|1DUR	1DMSP|2TLV|39VULN|45DMG|6LIT|7ASPD|8DUR|aRCR
154	42365 22322	8	 * 	245.87	DCR|3VULN|2DMG|2TLV	1LHND|2MLV|369VULN|45DMG|7RCR|8aTLV
155	42365 22332	9	   	245.87	DCR|3VULN|2DMG|2TLV	1LHND|2MLV|369VULN|45DMG|7RCR|8aTLV
156	53125 13312	7	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	18DUR|2FEWX|379VULN|4TLV|56LIT|aRCR
157	53166 13312	7	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	18DUR|2FEWX|379VULN|46LIT|5TLV|aRCR
158	53125 23362	7	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	18DUR|2FEWX|367VULN|4TLV|59LIT|aRCR
159	11523 36252	9	   	245.78	DCR|4VULN|2DUR|2CDMG	1DMSP|28CDMG|3aDUR|48DUST|5689VULN|7RCR|8BPWR
160	51166 23112	7	   	245.75	DCR|4VULN|1TLV|1DUR	1DUR|28BEXP|3679VULN|4LIT|5TLV|aRCR
161	51166 23312	8	   	245.75	DCR|4VULN|1TLV|1DUR	1DUR|28BEXP|3679VULN|4LIT|5TLV|aRCR
162	51166 23312	9	   	245.75	DCR|4VULN|1TLV|1DUR	1DUR|28BEXP|3679VULN|4LIT|5TLV|aRCR
163	51622 32316	1	   	245.62	DCR|4VULN|2TLV|1DUR	1DUR|2368VULN|46ZMB|5RPLT|6BPWR|79TLV|aRCR
164	61631 33432	9	   	244.82	DCR|3VULN|1TLV|1DMG|2LIT|1AART	1AART|2DMG|35aVULN|45LIT|5BPWR|6ZMB|7TLV|8RCR|9LHND
165	11523 36225	9	   	244.80	DCR|3VULN|2DUR|1DMG|2CDMG	1DMSP|28CDMG|39DUR|48DUST|568VULN|7RCR|8BPWR|aDMG
166	16633 31113	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2TLV|379VULN|4DMG|5LIT|6ZMB|8DUR|aRCR
167	22433 21164	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|2DUR|3LIT|4CGEN|58aVULN|6DMG|7RCR|9TLV
168	22133 14251	1	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5BEXP|679VULN|7BPWR|8MLV|aRCR
169	22133 14331	1	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5BEXP|678VULN|7BPWR|9RMIN|aRCR
170	22135 14251	1	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5FEWX|679VULN|7BPWR|8MLV|aRCR
171	22135 14331	1	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5FEWX|678VULN|7BPWR|9RMIN|aRCR
172	61631 53112	5	   	244.71	DCR|3VULN|2DMG|2LIT|1AART	1AART|29DMG|359VULN|45LIT|59BPWR|6ASPD|7RCR|89BEXP|aRMIN
173	61631 53113	5	   	244.71	DCR|3VULN|2DMG|2LIT|1AART	1AART|29DMG|359VULN|45LIT|59BPWR|6ASPD|7RCR|89BEXP|aZMB
