0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21543 34311	6	 * 	286.19	DCR|4VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|4567VULN|6BPWR|8LWND|9CDMG|aRCR
24	23123 15461	7	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	19DMG|29DUR|3DUST|4LHND|589aVULN|6NUKE|7RCR|9BPWR
25	21545 31331	9	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	156DMG|27ASPD|3DUR|46aVULN|6BPWR|8RCR|9BELT
26	21545 31311	8	   	275.52	DCR|3VULN|3DMG|2ASPD|1DUR|1SELL	156DMG|27ASPD|3DUR|46aVULN|6BPWR|8RCR|9SELL
27	21543 31243	9	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	16aDMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|9RCR
28	21543 31523	8	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	16aDMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8RCR|9LIT
29	21543 33311	6	   	273.76	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	16DMG|27ASPD|3DUR|456VULN|6BPWR|8LWND|9CDMG|aRCR
30	21543 33411	6	   	273.76	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	16DMG|27ASPD|3DUR|456VULN|6BPWR|8FEWX|9CDMG|aRCR
31	12332 53366	4	 * 	273.65	DCR|3VULN|2DMG|2DUR|3LIT	17aLIT|237FEWX|457VULN|6RCR|7aBPWR|8aDUR|9aDMG
32	23233 35542	8	 * 	273.45	DCR|3VULN|2DMG|2DUR|2TLV	19DMG|24DUR|3RCVC|59aVULN|69TLV|7LEGI|8RCR|9BPWR
33	23233 65442	5	   	273.45	DCR|3VULN|2DMG|2DUR|2TLV	19DMG|24DUR|3RCVC|59aVULN|6RCR|7MBVNT|89TLV|9BPWR
34	21543 31115	9	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|38DUR|456VULN|6BPWR|7BEXP|9LIT|aRCR
35	21543 31225	8	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|39DUR|456VULN|6BPWR|7BEXP|8LIT|aRCR
36	21543 31532	8	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456aVULN|6BPWR|7BEXP|8RCR|9DMSP
37	21235 32543	8	 * 	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	19DMG|29ASPD|3TLV|46DUR|59VULN|7RMIN|8RCR|9BPWR|aLIT
38	21353 73714	10	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|4569VULN|7DUR|8TLV|aRCR
39	21353 74711	9	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|4569VULN|7RCR|8TLV|aDUR
40	21353 74713	10	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|4569VULN|7RCR|8TLV|aDUR
41	21353 74713	8	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|456aVULN|7RCR|8TLV|9DUR
42	21353 74733	9	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|456aVULN|7RCR|8TLV|9DUR
43	21353 74741	8	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2ASPD|3MBVNT|4569VULN|7RCR|8TLV|aDUR
44	55223 63113	3	 * 	269.34	DCR|3VULN|3DMG|2DUR	18CGEN|2RCVC|3BELT|46DUR|568VULN|68BPWR|789DMG|aRCR
45	64212 61111	4	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|246VULN|3DUR|5TLV|79DMG|8LWND|aRCR
46	64212 61311	4	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|246VULN|3DUR|5TLV|79DMG|8FEWX|aRCR
47	64222 61111	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|246VULN|3DUR|5TLV|79DMG|8LWND|aRCR
48	64222 61311	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|246VULN|3DUR|5TLV|79DMG|8FEWX|aRCR
49	22352 45332	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ZMB|3CDMG|4DUR|569aVULN|7RCR|8ASPD
50	21543 31235	8	   	268.42	DCR|3VULN|2DMG|2ASPD|1DUR	16DMG|29ASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|aRCR
51	21543 31243	10	   	268.42	DCR|3VULN|2DMG|2ASPD|1DUR	16DMG|2aASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|9RCR
52	21353 22117	6	   	268.41	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|459aVULN|6DUR|7CDMG|8RCR
53	21333 12117	5	   	268.41	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|4DUR|569aVULN|7CDMG|8RCR
54	21351 12117	4	   	268.41	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|469aVULN|5DUR|7CDMG|8RCR
55	21353 74712	10	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|4569VULN|7RCR|8TLV|aCDMG
56	21532 31246	9	   	268.29	DCR|2VULN|3DMG|2DUR|2LIT|1ASPD	16aDMG|2ASPD|3aDUR|4RCVC|56VULN|6aBPWR|7BEXP|8aLIT|9RCR
57	21532 31526	8	   	268.29	DCR|2VULN|3DMG|2DUR|2LIT|1ASPD	16aDMG|2ASPD|3aDUR|4RCVC|56VULN|6aBPWR|7BEXP|8RCR|9aLIT
58	23645 32212	8	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	156DMG|2DUR|3ZMB|46aVULN|6BPWR|7LHND|8CDMG|9RCR
59	23645 33212	8	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	156DMG|2DUR|3ZMB|46aVULN|6BPWR|7LWND|8CDMG|9RCR
60	22342 63224	3	   	267.93	DCR|3VULN|3DMG|2CDMG|1AART	148DMG|2ZMB|38CDMG|578VULN|6TBNT|8BPWR|9AART|aRCR
61	22514 13224	1	   	267.93	DCR|3VULN|3DMG|2CDMG|1AART	138DMG|2BBNT|38BPWR|478VULN|5RMIN|68CDMG|9AART|aRCR
62	21342 23627	8	   	267.82	DCR|3VULN|3DMG|2ASPD	17aDMG|2aASPD|3MBVNT|4LIT|5BEXP|69aVULN|8RCR|aBPWR
63	22412 63241	9	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|23ZMB|459VULN|6CDMG|7LHND|89DUR|9BPWR|aRCR
64	25112 63241	9	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2RCVC|3ZMB|459VULN|6CDMG|7LHND|89DUR|9BPWR|aRCR
65	21347 23231	6	   	267.15	DCR|2VULN|3DMG|1DUR|2LIT|1CDMG|1ASPD	157DMG|2ASPD|3MBVNT|47LIT|67VULN|7BPWR|8CDMG|9DUR|aRCR
66	23643 31111	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	16DMG|28DUR|3ZMB|456VULN|6BPWR|7BEXP|9CDMG|aRCR
67	22412 61241	9	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|23ZMB|459VULN|6CDMG|7DUST|89DUR|9BPWR|aRCR
68	23632 34243	10	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	16DMG|28DUR|3ZMB|4RCVC|569VULN|6BPWR|7CDMG|aRCR
69	25112 61241	9	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2RCVC|3ZMB|459VULN|6CDMG|7DUST|89DUR|9BPWR|aRCR
70	23643 34211	9	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	16DMG|28DUR|3ZMB|456VULN|6BPWR|7CDMG|9DUST|aRCR
71	23643 35111	8	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	16DMG|28DUR|3ZMB|456VULN|6BPWR|7LEGI|9CDMG|aRCR
72	23323 15462	8	 * 	266.71	DCR|3VULN|3DUR|2DMG|1NUKE	19DMG|29aDUR|3FEWX|4LHND|589VULN|6NUKE|7RCR|9BPWR
73	23323 15462	7	   	266.71	DCR|3VULN|3DUR|2DMG|1NUKE	19DMG|29aDUR|3FEWX|4LHND|589VULN|6NUKE|7RCR|9BPWR
74	23233 65812	5	   	266.71	DCR|3VULN|3DUR|2DMG	1aDMG|24aDUR|39RCVC|58aVULN|6RCR|7MBVNT|aBPWR
75	23123 15462	7	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	19DMG|29aDUR|3DUST|4LHND|589VULN|6NUKE|7RCR|9BPWR
76	23123 15462	8	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	19DMG|29aDUR|3DUST|4LHND|589VULN|6NUKE|7RCR|9BPWR
77	21353 74362	8	   	266.50	DCR|4VULN|2DMG|2ASPD	1aDMG|2aASPD|3MBVNT|456aVULN|7RCR|8RMIN|9DMSP|aBPWR
78	21353 74381	10	   	266.50	DCR|4VULN|2DMG|2ASPD	1aDMG|2aASPD|3MBVNT|456aVULN|7RCR|8RMIN|9RCVC|aBPWR
79	21353 74382	9	   	266.50	DCR|4VULN|2DMG|2ASPD	1aDMG|2aASPD|3MBVNT|456aVULN|7RCR|8RMIN|9RCVC|aBPWR
80	21353 74844	10	   	266.30	DCR|4VULN|2DMG|2ASPD	19DMG|28ASPD|3MBVNT|456aVULN|7RCR
81	21353 74238	8	   	265.95	DCR|4VULN|2DMG|1ASPD|1AART	1aDMG|2ASPD|3MBVNT|456aVULN|7RCR|8aLHND|9AART|aBPWR
82	21353 74438	7	   	265.95	DCR|4VULN|2DMG|1ASPD|1AART	1aDMG|2ASPD|3MBVNT|456aVULN|7RCR|8aLHND|9AART|aBPWR
83	62112 42243	9	 * 	265.85	ACR|5VULN|2DUR|2CDMG|1DMG	19CDMG|2BEXP|3RCR|45679VULN|89DUR|9BPWR|aDMG
84	64212 62333	4	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2469VULN|3DUR|5TLV|7BELT|8RCR|aASPD
85	64222 62333	3	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2469VULN|3DUR|5TLV|7BELT|8RCR|aASPD
86	21316 38131	2	 * 	264.68	DCR|2VULN|2DMG|3ASPD|1DUR|1CDMG	18DMG|248ASPD|3LIT|5CDMG|6MBVNT|78VULN|8BPWR|9DUR|aRCR
87	22313 32645	10	 * 	264.51	DCR|3VULN|3DMG|3CDMG	19aDMG|2aZMB|349CDMG|5LEGI|6RCR|79aVULN|8DMSP|9aBPWR
88	21543 31121	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|38DUR|456VULN|6BPWR|7BEXP|9LHND|aRCR
89	21543 31161	8	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|38DUR|456VULN|6BPWR|7BEXP|9LWND|aRCR
90	21512 31241	8	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	19DMG|2ASPD|39DUR|4ERES|5LWND|679VULN|8RMIN|9BPWR|aRCR
91	21543 35121	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|38DUR|456VULN|6BPWR|7LEGI|9LHND|aRCR
92	21543 35131	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	16DMG|2ASPD|38DUR|456VULN|6BPWR|7LEGI|9BEXP|aRCR
93	21543 31141	8	   	264.24	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	16DMG|2ASPD|38DUR|456VULN|6BPWR|7BEXP|9SELL|aRCR
94	21543 36211	9	   	264.14	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	16DMG|2ASPD|38DUR|456VULN|6BPWR|7SELL|9DUST|aRCR
95	21235 32541	8	   	264.14	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	19DMG|29ASPD|3TLV|46DUR|59VULN|7aRMIN|8RCR|9BPWR
96	21235 32542	8	   	264.14	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	19DMG|29ASPD|3TLV|46DUR|59VULN|7RMIN|8RCR|9BPWR|aFEWX
97	23262 31246	9	   	263.91	DCR|2VULN|3DMG|2ASPD|1DUR|2LIT	16aDMG|2DUR|3RCVC|4aASPD|56VULN|6aBPWR|7BEXP|8aLIT|9RCR
98	23262 31526	8	   	263.91	DCR|2VULN|3DMG|2ASPD|1DUR|2LIT	16aDMG|2DUR|3RCVC|4aASPD|56VULN|6aBPWR|7BEXP|8RCR|9aLIT
99	21352 12112	5	 * 	263.82	DCR|3VULN|2DMG|2ASPD|2CDMG	1aDMG|2aASPD|3MBVNT|469VULN|5LWND|7aCDMG|8RCR|aBPWR
100	21353 72112	5	   	263.82	DCR|3VULN|2DMG|2ASPD|2CDMG	1aDMG|2aASPD|3MBVNT|459VULN|6LHND|7aCDMG|8RCR|aBPWR
101	21353 74272	9	   	263.82	DCR|3VULN|2DMG|2ASPD|2CDMG	1aDMG|2aASPD|3MBVNT|456VULN|7RCR|8LHND|9aCDMG|aBPWR
102	21532 34311	6	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|4RCVC|567VULN|6BPWR|8LWND|9CDMG|aRCR
103	21532 34411	6	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|4RCVC|567VULN|6BPWR|8FEWX|9CDMG|aRCR
104	21543 31531	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8CDMG|9DMSP|aRCR
105	21543 33311	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8LWND|9CDMG|aRCR
106	21543 33411	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8FEWX|9CDMG|aRCR
107	21543 33411	8	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8LWND|9CDMG|aRCR
108	21543 34331	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7CDMG|8FEWX|9DMSP|aRCR
109	23262 34311	6	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2DUR|3RCVC|4ASPD|567VULN|6BPWR|8LWND|9CDMG|aRCR
110	23262 34411	6	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2DUR|3RCVC|4ASPD|567VULN|6BPWR|8FEWX|9CDMG|aRCR
111	21543 33311	8	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8DUST|9CDMG|aRCR
112	64214 11111	6	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1CDMG|246VULN|3DUR|5ASPD|79DMG|8LWND|aRCR
113	64214 11311	6	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1CDMG|246VULN|3DUR|5ASPD|79DMG|8FEWX|aRCR
114	21336 72117	7	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	15DMG|2ASPD|3MBVNT|4DUR|6CDMG|79aVULN|8RCR
115	21336 82117	6	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	15DMG|2ASPD|3MBVNT|4DUR|69aVULN|7CDMG|8RCR
116	21356 22117	6	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	15DMG|2ASPD|3MBVNT|49aVULN|6DUR|7CDMG|8RCR
117	21353 73734	10	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|79DUR|8TLV|aRCR
118	21353 74734	10	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9aDUR
119	23235 25235	2	   	262.74	DCR|2VULN|2DMG|2DUR|2ASPD|2LIT	17DMG|27DUR|35LIT|4BEXP|67VULN|7BPWR|89ASPD|aRCR
120	21336 38841	6	   	262.51	DCR|2VULN|3DMG|2ASPD|1DUR|1CDMG	159DMG|29ASPD|3MBVNT|4DUR|6MLV|7RCR|89VULN|9BPWR|aCDMG
121	21336 54841	7	   	262.51	DCR|2VULN|3DMG|2ASPD|1DUR|1CDMG	159DMG|29ASPD|3MBVNT|4DUR|6CGEN|7RCR|89VULN|9BPWR|aCDMG
122	21338 74841	7	   	262.51	DCR|2VULN|3DMG|2ASPD|1DUR|1CDMG	169DMG|29ASPD|3MBVNT|4DUR|5CGEN|7RCR|89VULN|9BPWR|aCDMG
123	21545 31321	10	   	262.51	DCR|2VULN|3DMG|2ASPD|1DUR|1CDMG	156DMG|27ASPD|3DUR|46VULN|6BPWR|8RCR|9BEXP|aCDMG
124	23233 13113	7	 * 	262.29	DCR|2VULN|3DMG|2DUR|2TLV	189DMG|24DUR|3RCVC|58VULN|6BELT|78TLV|8BPWR|aRCR
125	25435 13113	7	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	189DMG|2RCVC|35VULN|48DUR|6BELT|78TLV|8BPWR|aRCR
126	23236 63412	8	 * 	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	17aDMG|24DUR|3RCVC|5RMIN|6aCDMG|8RCR|9aVULN|aBPWR
127	23233 65448	5	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19aDMG|24DUR|3RCVC|59VULN|6RCR|7MBVNT|89TLV|9BPWR
128	21235 52116	5	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3TLV|4DUR|59aVULN|6ZMB|7CDMG|8RCR
129	22325 32116	7	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ZMB|3CDMG|4ASPD|5DUR|6TLV|79aVULN|8RCR
130	22354 32116	7	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ZMB|3CDMG|4DUR|5ASPD|6TLV|79aVULN|8RCR
131	64212 33613	7	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3DUR|6ZMB|7AART|8RCR|9aDMG
132	21353 74734	8	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9CDMG|aDUR
133	21353 74741	10	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9CDMG|aDUR
134	21353 74744	9	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9CDMG|aDUR
135	23643 31115	9	   	261.79	DCR|3VULN|2DMG|2DUR	16DMG|28DUR|3ZMB|456VULN|6BPWR|7BEXP|9LIT|aRCR
136	23643 31225	8	   	261.79	DCR|3VULN|2DMG|2DUR	16DMG|29DUR|3ZMB|456VULN|6BPWR|7BEXP|8LIT|aRCR
137	23231 25355	2	   	261.79	DCR|3VULN|2DMG|2DUR	17DMG|27DUR|3LIT|4BEXP|5DMSP|679VULN|7BPWR|8ERES|aRCR
138	23643 31532	8	   	261.54	DCR|4VULN|2DMG|1DUR	16DMG|2DUR|3ZMB|456aVULN|6BPWR|7BEXP|8RCR|9DMSP
139	21533 62341	9	   	261.54	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19DMG|28ASPD|39DUR|4RCVC|5FEWX|6CDMG|79VULN|9BPWR|aRCR
140	23531 33461	7	   	261.40	DCR|4VULN|2DMG|1DUR|1SELL	19DMG|2DUR|3RPLT|49LHND|589aVULN|6RCR|7SELL|9BPWR
141	23531 33461	8	   	261.40	DCR|4VULN|2DMG|1DUR|1SELL	19DMG|2DUR|3RPLT|49LHND|589aVULN|6RCR|7SELL|9BPWR
142	63333 25361	2	 * 	261.24	DCR|3VULN|2DUR|3CDMG|1ASPD	127CDMG|27BPWR|3LIT|4RPLT|57DUR|679VULN|8ASPD|aRCR
143	21344 47438	10	   	261.16	DCR|2VULN|2DMG|1TLV|2LIT|1CDMG|1ASPD|1AART	1aDMG|2ASPD|3MBVNT|4aLIT|5AART|6TLV|7CDMG|8aVULN|9RCR|aBPWR
144	21344 78111	4	   	260.98	DCR|2VULN|3DMG|2ASPD|2CDMG	168DMG|28ASPD|3MBVNT|4LIT|56CDMG|68BPWR|78VULN|9FEWX|aRCR
145	21344 78161	4	   	260.98	DCR|2VULN|3DMG|2ASPD|2CDMG	168DMG|28ASPD|3MBVNT|4LIT|56CDMG|68BPWR|78VULN|9LHND|aRCR
146	21374 78111	3	   	260.98	DCR|2VULN|3DMG|2ASPD|2CDMG	168DMG|28ASPD|3MBVNT|4LIT|56CDMG|68BPWR|78VULN|9FEWX|aRCR
147	21344 78151	4	   	260.88	DCR|2VULN|3DMG|2ASPD|2CDMG	168DMG|28ASPD|3MBVNT|4LIT|56CDMG|68BPWR|78VULN|9DUST|aRCR
148	21543 24311	6	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ASPD|36DUR|457VULN|8LWND|9CDMG|aRCR
149	22351 32332	10	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ZMB|3CDMG|45DUR|6RCR|79aVULN|8ASPD
150	22352 45331	10	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ZMB|3CDMG|4aDUR|569VULN|7RCR|8ASPD
151	21333 21117	7	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|47DUR|59aVULN|6CDMG|8RCR
152	21333 26117	6	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|47DUR|59aVULN|6CDMG|8RCR
153	21353 74172	10	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8aDUR|9CDMG
154	21331 18362	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|29ASPD|3MBVNT|4DUR|5BEXP|69aVULN|7RPLT|8RCR|9BPWR
155	21331 83362	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|29ASPD|3MBVNT|4DUR|5BEXP|6RPLT|79aVULN|8RCR|9BPWR
156	21334 88843	4	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|29ASPD|3MBVNT|4DUR|5MLV|6DMSP|7RCR|89aVULN|9BPWR
157	21543 13115	5	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	1aDMG|27ASPD|3DUR|459VULN|6RPLT|8RCR
158	21353 74834	8	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|28ASPD|3MBVNT|456VULN|7RCR|aDUR
