0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12141 11423	8	 * 	277.39	DCR|4VULN|3DMG|1DUR	18aBEXP|248aVULN|3DUR|5LHND|68aDMG|7RCR|8aBPWR|9TBNT
76	12141 11414	8	   	253.58	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|39DUR|5LHND|68DMG|7RCR|8BPWR|aCGEN
77	12141 11415	8	   	253.58	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|39DUR|5LHND|68DMG|7RCR|8BPWR|aRCVC
78	12141 11422	9	   	253.58	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|3aDUR|5LHND|68DMG|7RCR|8BPWR|9LWND
79	12142 41315	10	   	253.58	DCR|3VULN|2DMG|2DUR	1aBEXP|246VULN|3aDUR|5aDMG|7RCVC|8RCR|9RPLT|aBPWR
80	35212 26523	9	   	253.58	DCR|3VULN|2DMG|2DUR	14aLHND|2BELT|357VULN|6aDMG|8RCR|9aDUR|aBPWR
81	12542 11412	8	   	253.58	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|3LHND|5FEWX|68DMG|7RCR|8BPWR|9aDUR
82	12141 11411	8	   	253.48	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|39DUR|5LHND|68DMG|7RCR|8BPWR|aDUST
83	12141 11416	8	   	253.48	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|39DUR|5LHND|68DMG|7RCR|8BPWR|aERES
84	12141 13582	8	   	253.48	DCR|3VULN|2DMG|2DUR	18BEXP|248VULN|3aDUR|5LHND|68DMG|7MBVNT|8BPWR|9RCR
85	12165 26231	10	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	1aBEXP|289VULN|3aDUR|4TLV|5ZMB|6RCR|7aASPD|aBPWR
86	36623 43212	10	 * 	253.22	ACR|4VULN|3DUR|1DMG|1CDMG	18LHND|2DMG|358DUR|4RCR|6789VULN|8BPWR|aCDMG
87	12322 11462	9	   	252.75	DCR|3VULN|2DMG|1DUR|1CDMG	138BEXP|238VULN|38BPWR|4LHND|5FEWX|68DMG|7RCR|9CDMG|aDUR
88	12141 11461	10	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	18BEXP|248VULN|3DUR|5LHND|68DMG|7RCR|8BPWR|9CGEN|aCDMG
89	12142 41313	8	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|246VULN|3DUR|5aDMG|7RCVC|8RCR|9CDMG
90	12363 66123	7	   	252.36	DCR|4VULN|2CDMG|1DUR	138BEXP|2389VULN|38BPWR|4LIT|5DUR|6RCR|78CDMG|aCGEN
91	33362 16325	6	   	252.32	DCR|4VULN|1DMG|2LIT|1AART	147LHND|27LIT|367aVULN|5AART|7BPWR|8RCR|9DMG
92	12432 24814	2	   	252.30	DCR|4VULN|1TLV|2LIT|1CDMG	1BEXP|258aVULN|35LIT|4MBVNT|5BPWR|6CDMG|7RCR|9TLV
93	15432 24814	1	   	252.30	DCR|4VULN|1TLV|2LIT|1CDMG	1BEXP|258aVULN|35LIT|4MBVNT|5BPWR|6CDMG|7RCR|9TLV
94	12363 66113	7	   	252.26	DCR|4VULN|2CDMG|1DUR	138BEXP|238aVULN|38BPWR|4LIT|5DUR|6RCR|78CDMG|9LEGI
95	12363 66122	7	   	252.26	DCR|4VULN|2CDMG|1DUR	138BEXP|2389VULN|38BPWR|4LIT|5DUR|6RCR|78CDMG|aERES
96	35222 26513	8	   	252.26	DCR|4VULN|1DMG|1TLV	14LHND|2BELT|3457VULN|4BPWR|6DMG|8RCR|9LIT|aTLV
97	35222 26523	10	   	252.26	DCR|4VULN|1DMG|1DUR	14LHND|2BELT|3457VULN|4BPWR|6DMG|8RCR|9DUR|aLIT
98	12312 33121	5	   	252.22	DCR|4VULN|2DUR|1CDMG	139BEXP|239aVULN|39BPWR|4RPLT|5CDMG|6RCR|7ERES|89DUR
99	12142 41335	10	   	252.16	DCR|4VULN|1DMG|1DUR	1BEXP|2469VULN|3DUR|5DMG|7RCVC|8RCR|aLIT
100	12142 41341	10	   	252.16	DCR|4VULN|1DMG|1DUR	1BEXP|246aVULN|3DUR|5DMG|7RCVC|8RCR|9LIT
101	14611 33123	2	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	19BEXP|2DUST|349VULN|5TLV|6ZMB|7RCR|89DUR|9BPWR|aDMG
102	12211 43123	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	19BEXP|249VULN|3DUST|5TLV|6NUKE|7RCR|89DUR|9BPWR|aDMG
103	12241 43123	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	19BEXP|249VULN|3DUST|5TLV|6NUKE|7RCR|89DUR|9BPWR|aDMG
104	12266 43123	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	19BEXP|259VULN|3DUST|4TLV|6NUKE|7RCR|89DUR|9BPWR|aDMG
105	12311 43123	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	19BEXP|249VULN|3DUST|5TLV|6NUKE|7RCR|89DUR|9BPWR|aDMG
106	15311 43123	1	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	19BEXP|249VULN|3DUST|5TLV|6NUKE|7RCR|89DUR|9BPWR|aDMG
107	12165 11633	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|29aVULN|38DUR|4TLV|5ZMB|6DMG|7RCR
108	12362 12336	7	   	251.70	DCR|5VULN|2LIT|1AART	13BEXP|23679VULN|3BPWR|4aLIT|5AART|8RCR
109	12362 13336	6	   	251.70	DCR|5VULN|2LIT|1AART	13BEXP|23679VULN|3BPWR|4aLIT|5AART|8RCR
110	12165 26233	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1BEXP|289aVULN|3DUR|4TLV|5ZMB|6RCR|7ASPD
111	12363 62612	9	   	250.85	DCR|3VULN|2DUR|2TLV|2LIT	139BEXP|239VULN|39BPWR|4aLIT|57DUR|6RCR|89TLV
112	12115 53136	3	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|24VULN|379DUR|5ASPD|6DUST|89DMG|9BPWR|aRCR
113	12215 53136	2	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|24VULN|379DUR|5ASPD|6DUST|89DMG|9BPWR|aRCR
114	24252 21213	5	   	250.62	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	136ERES|27VULN|47LIT|567DUR|67BPWR|8RCR|9DMG|aCDMG
115	24525 21213	5	   	250.62	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	156ERES|27VULN|37LIT|467DUR|67BPWR|8RCR|9DMG|aCDMG
116	24526 23213	5	   	250.62	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	167ERES|25VULN|37LIT|467DUR|67BPWR|8RCR|9DMG|aCDMG
117	24532 21213	5	   	250.62	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	146ERES|27VULN|37LIT|567DUR|67BPWR|8RCR|9DMG|aCDMG
118	12153 33434	5	   	250.18	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1BEXP|289VULN|3DUR|4AART|5DMG|6ASPD|7RCR|aLIT
119	36323 52363	2	   	250.18	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2DMG|3LIT|468VULN|5DUR|7AART|9ASPD|aRCR
120	24234 71328	7	 * 	250.17	DCR|3VULN|3DUR|2ASPD	139ERES|29aVULN|4MBVNT|5BEXP|6aASPD|79aDUR|8RCR|9aBPWR
121	12322 11444	9	   	250.10	DCR|3VULN|2DMG|1DUR|1ASPD	138BEXP|238VULN|38BPWR|4LHND|5FEWX|68DMG|7RCR|9ASPD|aDUR
122	12141 11415	10	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	18BEXP|248VULN|3DUR|5LHND|68DMG|7RCR|8BPWR|9FEWX|aASPD
123	12141 11425	10	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	18BEXP|248VULN|3DUR|5LHND|68DMG|7RCR|8BPWR|9LWND|aASPD
124	12615 11433	10	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	18BEXP|289VULN|3RMIN|4DUR|5ZMB|68DMG|7RCR|8BPWR|aASPD
125	12126 51611	2	 * 	249.99	DCR|4VULN|3CDMG|1DUR	17BEXP|2567VULN|3RPLT|479CDMG|7BPWR|8RCR|aDUR
126	36611 14331	10	   	249.57	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	17aLHND|2DMG|34aDUR|5ASPD|6TLV|8RCR|9aVULN|aBPWR
127	36611 15331	10	   	249.57	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1aLHND|2DMG|34aDUR|5ASPD|6TLV|7RCVC|8RCR|9aVULN|aBPWR
128	12126 33123	2	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	19BEXP|259VULN|3RPLT|4CDMG|6RCR|7ERES|89DUR|9BPWR|aDMG
129	15126 33123	1	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	19BEXP|259VULN|3RPLT|4CDMG|6RCR|7ERES|89DUR|9BPWR|aDMG
130	12141 26236	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2489VULN|3aDUR|5LHND|6RCR|7ASPD
131	16322 41423	8	   	249.32	DCR|3VULN|3DUR|1DMG	18aBEXP|28aDUR|3DMSP|4LWND|5DMG|68aVULN|7RCR|8aBPWR|9TBNT
132	16122 41431	10	   	249.22	DCR|3VULN|3DUR|1DMG	18BEXP|238DUR|4LWND|5DMG|68aVULN|7RCR|8BPWR|9FEWX
133	36613 43322	5	   	249.22	DCR|3VULN|3DUR|1DMG	19LHND|2DMG|349DUR|5RPLT|6RCR|789VULN|9BPWR|aFEWX
134	36613 43323	5	   	249.22	DCR|3VULN|3DUR|1DMG	19LHND|2DMG|349DUR|5RPLT|6RCR|789VULN|9BPWR|aLWND
135	16122 41421	9	   	249.12	DCR|3VULN|3DUR|1DMG	18BEXP|238DUR|4LWND|5DMG|68aVULN|7RCR|8BPWR|9ERES
136	12141 25161	7	   	249.02	DCR|3VULN|3DUR|1DMG	1BEXP|249VULN|378DUR|5LHND|6RCR|aDMG
137	43621 22136	9	 * 	249.02	DCR|3VULN|3DUR|2TLV	1aCGEN|235DUR|45ERES|5aBPWR|69aVULN|7RCR|8aTLV
138	24252 21251	5	 * 	248.92	DCR|3VULN|3DUR|3LIT	136ERES|279VULN|479LIT|567DUR|679BPWR|8RCR|aCGEN
139	24252 21252	5	   	248.92	DCR|3VULN|3DUR|3LIT	136ERES|279VULN|479LIT|567DUR|679BPWR|8RCR|aRMIN
140	24252 21253	5	   	248.92	DCR|3VULN|3DUR|3LIT	136ERES|279VULN|479LIT|567DUR|679BPWR|8RCR|aRCVC
141	24532 21251	5	   	248.92	DCR|3VULN|3DUR|3LIT	146ERES|279VULN|379LIT|567DUR|679BPWR|8RCR|aCGEN
142	24532 21252	5	   	248.92	DCR|3VULN|3DUR|3LIT	146ERES|279VULN|379LIT|567DUR|679BPWR|8RCR|aRMIN
143	24532 21253	5	   	248.92	DCR|3VULN|3DUR|3LIT	146ERES|279VULN|379LIT|567DUR|679BPWR|8RCR|aRCVC
144	16711 64344	1	 * 	248.81	DCR|4VULN|2ASPD|2TLV	1aBEXP|2MBVNT|3469VULN|5aTLV|7aASPD|8RCR|aBPWR
145	12322 11543	7	   	248.76	DCR|3VULN|2DMG|1TLV|1AART	139BEXP|239VULN|39BPWR|4LHND|5FEWX|69DMG|7RCR|8AART|aTLV
146	12141 11416	9	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	18BEXP|248VULN|3DUR|5LHND|68DMG|7RCR|8BPWR|9FEWX|aAART
147	12141 11542	7	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	19BEXP|249VULN|3DUR|5LHND|69DMG|7RCR|8AART|9BPWR|aDMSP
148	12152 51142	8	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	19BEXP|289VULN|3DUR|4AART|5LHND|6RCR|79DMG|9BPWR|aDMSP
149	12141 11436	8	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	18BEXP|248VULN|3DUR|5LHND|68DMG|7RCR|8BPWR|9DUST|aAART
150	12241 11416	8	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	18BEXP|248VULN|3DUST|5LHND|68DMG|7RCR|8BPWR|9DUR|aAART
151	12362 16163	6	   	248.51	DCR|4VULN|1DUR|2LIT|1AART	137BEXP|2367VULN|37BPWR|47LIT|5AART|8DUR|9TBNT|aRCR
152	12142 31413	8	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	18BEXP|248VULN|3DUR|5aDMG|68DUST|7RCR|8BPWR|9AART
153	12432 54384	2	   	248.41	DCR|3VULN|2DMG|2LIT|1ASPD	1BEXP|259VULN|35LIT|4MBVNT|5BPWR|6ASPD|7RCR|8aDMG
154	16711 64423	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|2MBVNT|346VULN|5TLV|7ASPD|8DUR|9RCR|aDMG
155	12542 11433	8	   	248.06	DCR|3VULN|3DMG|1AART	18BEXP|248VULN|3LHND|5FEWX|68aDMG|7RCR|8BPWR|9AART
156	12141 25262	9	   	248.03	DCR|4VULN|2DUR|1AART	1BEXP|2489VULN|37DUR|5LHND|6RCR|aAART
157	24252 21211	5	   	247.97	DCR|2VULN|3DUR|1DMG|2LIT|1ASPD	136ERES|27VULN|47LIT|567DUR|67BPWR|8RCR|9DMG|aASPD
158	24525 21211	5	   	247.97	DCR|2VULN|3DUR|1DMG|2LIT|1ASPD	156ERES|27VULN|37LIT|467DUR|67BPWR|8RCR|9DMG|aASPD
159	24526 23211	5	   	247.97	DCR|2VULN|3DUR|1DMG|2LIT|1ASPD	167ERES|25VULN|37LIT|467DUR|67BPWR|8RCR|9DMG|aASPD
160	24532 21211	5	   	247.97	DCR|2VULN|3DUR|1DMG|2LIT|1ASPD	146ERES|27VULN|37LIT|567DUR|67BPWR|8RCR|9DMG|aASPD
161	12241 11433	8	   	247.96	DCR|3VULN|3DMG|1AART	18BEXP|248VULN|3DUST|5LHND|68aDMG|7RCR|8BPWR|9AART
162	12241 11543	7	   	247.96	DCR|3VULN|3DMG|1AART	19BEXP|249VULN|3DUST|5LHND|69aDMG|7RCR|8AART|9BPWR
163	12153 23324	10	 * 	247.75	DCR|2VULN|2DMG|3CDMG|1DUR|1AART	1aBEXP|2aVULN|3DUR|4AART|56DMG|78aCDMG|9RCR|aBPWR
164	12322 11462	10	   	247.50	DCR|3VULN|2DMG|1CDMG|1ASPD	138BEXP|238VULN|38BPWR|4LHND|5FEWX|68DMG|7RCR|9CDMG|aASPD
165	12322 11435	8	   	247.41	DCR|3VULN|2DMG|1DUR	138BEXP|238VULN|38BPWR|4LHND|5FEWX|68DMG|7RCR|9DUR|aLIT
166	12322 11455	9	   	247.41	DCR|3VULN|2DMG|1DUR	138BEXP|238VULN|38BPWR|4LHND|5FEWX|68DMG|7RCR|9DUR|aLIT
