0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13312 44233	7	 * 	297.67	DCR|4VULN|3DUR|2CDMG|1TLV	1AART|257DUR|3678VULN|47CDMG|7BPWR|9RCR|aTLV
66	13312 14234	8	   	275.83	DCR|3VULN|3DUR|3CDMG|1ASPD	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9MBVNT|aASPD
67	23264 63321	6	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	1aBEXP|2DUST|389aVULN|4TLV|5CDMG|6RCR|7aDMG|aBPWR
68	23244 63311	6	   	274.79	DCR|4VULN|3DMG|1CDMG	19aBEXP|2DUST|389aVULN|4MLV|5CDMG|6RCR|79aDMG|9aBPWR
69	23233 12546	6	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	18BEXP|2DUST|3458VULN|68DUR|7RCR|8BPWR|9DMG|aTLV
70	21243 23311	3	   	274.59	DCR|4VULN|3DMG|1CDMG	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aCDMG
71	21246 34311	3	   	274.59	DCR|4VULN|3DMG|1CDMG	18BEXP|2358VULN|468DMG|7TBNT|8BPWR|9RCR|aCDMG
72	21246 63311	3	   	274.59	DCR|4VULN|3DMG|1CDMG	18BEXP|2358VULN|478DMG|6BBNT|8BPWR|9RCR|aCDMG
73	21443 23311	2	   	274.59	DCR|4VULN|3DMG|1CDMG	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aCDMG
74	21133 63212	5	   	274.26	DCR|5VULN|2DUR|1TLV	18BEXP|2458aVULN|38DUR|6RCR|7TBNT|8BPWR|9TLV
75	21135 63212	4	   	274.26	DCR|5VULN|2DUR|1TLV	18BEXP|2458aVULN|38DUR|6RCR|7TBNT|8BPWR|9TLV
76	13112 16513	2	   	274.22	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1AART|279DUR|3BEXP|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aRCR
77	13412 16513	3	   	274.22	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1AART|279DUR|3BEXP|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aRCR
78	13312 14212	10	   	273.23	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9LWND|aLIT
79	13312 14214	8	   	273.23	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9CGEN|aLIT
80	13312 14232	10	   	273.23	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9FEWX|aLIT
81	13312 14264	8	   	273.23	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9ZMB|aLIT
82	21633 32217	9	   	273.14	DCR|5VULN|2DMG	19BEXP|24589VULN|3MBVNT|6RCR|79DMG|9BPWR|aLIT
83	21633 33517	9	   	273.14	DCR|5VULN|2DMG	19BEXP|24579VULN|3MBVNT|6RCR|89DMG|9BPWR|aLIT
84	13312 14222	10	   	273.13	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9ERES|aLIT
85	13312 14224	9	   	273.13	DCR|3VULN|3DUR|3CDMG	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9ERES|aLIT
86	13312 14224	8	   	273.13	DCR|3VULN|3DUR|3CDMG|1NUKE	1AART|257DUR|367VULN|467CDMG|67BPWR|8RCR|9NUKE|aLIT
87	13312 14151	8	   	272.69	DCR|3VULN|3DUR|3CDMG|2AART	19AART|257DUR|367VULN|467CDMG|67BPWR|8RPLT|aRCR
88	21243 23312	3	   	271.95	DCR|4VULN|3DMG|1ASPD	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aASPD
89	21246 34312	3	   	271.95	DCR|4VULN|3DMG|1ASPD	18BEXP|2358VULN|468DMG|7TBNT|8BPWR|9RCR|aASPD
90	21246 63312	3	   	271.95	DCR|4VULN|3DMG|1ASPD	18BEXP|2358VULN|478DMG|6BBNT|8BPWR|9RCR|aASPD
91	21443 23312	2	   	271.95	DCR|4VULN|3DMG|1ASPD	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aASPD
92	21133 24611	9	 * 	271.86	DCR|4VULN|3DUR|1DMG	19BEXP|2459VULN|379DUR|6RMIN|8RCR|9BPWR|aDMG
93	21633 34652	6	   	271.76	DCR|4VULN|3DUR|1DMG	18BEXP|2458VULN|3MBVNT|6RCR|78aDUR|8BPWR|9DMG
94	23233 12542	6	   	271.76	DCR|4VULN|3DUR|1DMG	18BEXP|2DUST|3458VULN|68aDUR|7RCR|8BPWR|9DMG
95	23233 13365	10	   	271.66	DCR|5VULN|2DUR|1CDMG	19BEXP|2DUST|34579VULN|69DUR|8RCR|9BPWR|aCDMG
96	13321 53344	5	   	271.35	DCR|3VULN|2DMG|2DUR	1AART|25DUR|367VULN|4LIT|8RCR|9aDMG
97	21133 24632	9	 * 	271.34	DCR|5VULN|3DUR	1aBEXP|2459aVULN|37aDUR|6RMIN|8RCR|aBPWR
98	21215 12636	3	   	271.24	DCR|5VULN|3DUR	14BEXP|23458VULN|4BPWR|6RCR|79aDUR
99	21214 33265	10	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|238aVULN|4ASPD|5DMG|6RCR|7TLV|9DUR
100	21336 12513	8	 * 	270.91	DCR|3VULN|2DUR|2CDMG|1DMG|2LIT	1aBEXP|269VULN|3aCDMG|4DMG|56LIT|6aBPWR|7aDUR|8RCR
101	31236 13513	8	   	270.91	DCR|3VULN|2DUR|1DMG|2CDMG|2LIT	1aLHND|269VULN|3aCDMG|4DMG|56LIT|6aBPWR|7aDUR|8RCR
102	21243 23316	3	   	270.61	DCR|4VULN|3DMG	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aAART
103	21443 23316	2	   	270.61	DCR|4VULN|3DMG	18BEXP|2368VULN|478DMG|5TBNT|8BPWR|9RCR|aAART
104	13623 43335	7	 * 	270.11	DCR|3VULN|2DUR|2TLV|1CDMG|1ASPD	1AART|27DUR|37TLV|4ASPD|5CDMG|67aVULN|7BPWR|8BBNT|9RCR
105	21215 13136	3	   	269.85	DCR|4VULN|2DMG|1DUR	14BEXP|2345VULN|4BPWR|6RCR|78DMG|9DUR|aLIT
106	21415 13136	2	   	269.85	DCR|4VULN|2DMG|1DUR	14BEXP|2345VULN|4BPWR|6RCR|78DMG|9DUR|aLIT
107	13112 43435	7	   	269.79	DCR|3VULN|3DUR|2CDMG|1ASPD	1AART|257DUR|3FEWX|47CDMG|678VULN|7BPWR|9RCR|aASPD
108	13312 44335	8	   	269.79	DCR|3VULN|3DUR|2CDMG|1ASPD	1AART|257DUR|367VULN|47CDMG|7BPWR|8LWND|9RCR|aASPD
109	52243 13212	9	 * 	269.78	ACR|5VULN|3DUR|3ASPD	19aASPD|25DUST|3RCR|4789aVULN|69aDUR|9aBPWR
110	52541 23212	1	 * 	269.75	DCR|3VULN|3DUR|3ASPD	189ASPD|289DUR|3BEXP|4ZMB|5BELT|6RCR|789VULN|89BPWR|aAART
111	13312 53435	7	   	269.69	DCR|3VULN|3DUR|2CDMG|1ASPD	1AART|257DUR|378VULN|47CDMG|6LEGI|7BPWR|9RCR|aASPD
112	52241 23212	1	   	269.65	DCR|3VULN|3DUR|3ASPD	189ASPD|289DUR|3DUST|4ZMB|5BELT|6RCR|789VULN|89BPWR|aAART
113	52511 32214	10	   	269.63	DCR|3VULN|2DMG|3ASPD|1DUR	149ASPD|2DUST|3RMIN|589VULN|6RCR|79DMG|9BPWR|aDUR
114	52511 32215	9	   	269.63	DCR|3VULN|2DMG|3ASPD|1TLV	149ASPD|2DUST|3RMIN|589VULN|6RCR|79DMG|9BPWR|aTLV
115	54111 32214	10	   	269.63	DCR|3VULN|2DMG|3ASPD|1DUR	149ASPD|2RMIN|3DUST|589VULN|6RCR|79DMG|9BPWR|aDUR
116	54111 32215	9	   	269.63	DCR|3VULN|2DMG|3ASPD|1TLV	149ASPD|2RMIN|3DUST|589VULN|6RCR|79DMG|9BPWR|aTLV
117	21133 66311	5	 * 	269.61	DCR|3VULN|2DUR|2TLV|1DMG|1CDMG	1aBEXP|245VULN|3aDUR|6RCR|7CDMG|8DMG|9aTLV|aBPWR
118	21135 66311	4	   	269.61	DCR|3VULN|2DUR|2TLV|1DMG|1CDMG	1aBEXP|245VULN|3aDUR|6RCR|7CDMG|8DMG|9aTLV|aBPWR
119	13216 53353	2	   	269.57	DCR|4VULN|3DUR	1AART|239DUR|4LIT|567aVULN|8RCR
120	13321 53353	5	   	269.57	DCR|4VULN|3DUR	1AART|259DUR|367aVULN|4LIT|8RCR
121	21633 34643	6	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	18BEXP|2458VULN|3MBVNT|6RCR|78DUR|8BPWR|9ASPD|aDMG
122	13651 51223	9	 * 	269.53	DCR|2VULN|3DUR|2DMG|2TLV	1AART|249DUR|37TLV|59DMG|6RPLT|89VULN|9BPWR|aRCR
123	21636 36343	8	   	269.35	DCR|4VULN|3DMG	17BEXP|2467VULN|3MBVNT|567DMG|67BPWR|8FEWX|9LIT|aRCR
124	21211 32212	9	   	269.34	DCR|3VULN|3DMG|3ASPD	19aBEXP|238VULN|49aASPD|5RMIN|6RCR|79aDMG|9aBPWR
125	21211 33412	9	   	269.34	DCR|3VULN|3DMG|3ASPD	19aBEXP|237VULN|49aASPD|5RMIN|6RCR|89aDMG|9aBPWR
126	31115 15112	3	   	269.34	DCR|3VULN|3DMG|2DUR	14aLHND|245VULN|3RCVC|4aBPWR|6RCR|78aDMG|9aDUR
127	31315 15112	3	   	269.34	DCR|3VULN|3DMG|2DUR	134aLHND|245VULN|4aBPWR|6RCR|78aDMG|9aDUR
128	31411 15112	2	   	269.34	DCR|3VULN|3DMG|2DUR	145aLHND|234VULN|4aBPWR|6RCR|78aDMG|9aDUR
129	35215 15112	3	   	269.34	DCR|3VULN|3DMG|2DUR	124aLHND|345VULN|4aBPWR|6RCR|78aDMG|9aDUR
130	36215 15112	3	   	269.34	DCR|3VULN|3DMG|2DUR	14aLHND|2RCVC|345VULN|4aBPWR|6RCR|78aDMG|9aDUR
131	21216 34213	9	 * 	269.31	DCR|4VULN|3ASPD|2DUR	19BEXP|2368VULN|469ASPD|5LEGI|69BPWR|79DUR|aRCR
132	21636 36143	7	   	269.25	DCR|4VULN|3DMG	17BEXP|2467VULN|3MBVNT|567DMG|67BPWR|8DUST|9LIT|aRCR
133	21636 36443	8	   	269.25	DCR|4VULN|3DMG	17BEXP|2467VULN|3MBVNT|567DMG|67BPWR|8DUST|9LIT|aRCR
134	21261 13132	5	   	269.24	DCR|3VULN|3DMG|2DUR	14aBEXP|235VULN|6RCR|78aDMG|9aDUR|aBPWR
135	21265 13132	4	   	269.24	DCR|3VULN|3DMG|2DUR	14aBEXP|235VULN|6RCR|78aDMG|9aDUR|aBPWR
136	31425 15112	2	   	269.24	DCR|3VULN|3DMG|2DUR	14aLHND|235VULN|6RCR|78aDMG|9aDUR|aBPWR
137	55211 61121	7	   	269.21	DCR|4VULN|3ASPD|2DUR	14aASPD|26ERES|356aVULN|6aBPWR|7RPLT|8aDUR|9RCR
138	54221 32412	9	   	269.14	DCR|3VULN|3DMG|3ASPD	19aASPD|2RMIN|3RCVC|48DUST|59aVULN|6RCR|79aDMG|9aBPWR
139	13223 42333	2	   	268.52	DCR|3VULN|3DUR|1TLV|1CDMG	1AART|234DUR|578VULN|6RCR|8BPWR|9CDMG|aTLV
140	52241 23214	1	   	268.30	DCR|3VULN|3DUR|3ASPD	189ASPD|289DUR|3DUST|4ZMB|5BELT|6RCR|789VULN|89BPWR|aLIT
141	14512 22633	9	   	268.24	DCR|2VULN|3DMG|2DUR|1TLV	1AART|2RPLT|389DMG|4RMIN|59DUR|69VULN|7RCR|9BPWR|aTLV
142	23264 63121	6	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	1aBEXP|2DUST|39aVULN|4TLV|5CDMG|6RCR|78aDMG|aBPWR
143	21133 24614	9	   	268.05	DCR|4VULN|3DUR|1TLV	19BEXP|2459VULN|379DUR|6RMIN|8RCR|9BPWR|aTLV
144	13312 16426	7	   	267.75	DCR|3VULN|2DUR|3CDMG|1TLV	1AART|25DUR|368VULN|46aCDMG|6BPWR|7TLV|9RCR
