0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15473 11426	5	 * 	275.83	DCR|5VULN|2DMG|1ASPD	1aLWND|2MBVNT|3ASPD|4aDMG|5789aVULN|6RCR|aBPWR
28	36512 25213	10	 * 	257.91	DCR|5VULN|2DUR	1FEWX|26DUR|3478aVULN|5BEXP|9RCR
29	36133 45213	10	   	257.81	DCR|5VULN|2DUR	1FEWX|23DUR|4568aVULN|7DUST|9RCR
30	36513 43313	10	   	257.81	DCR|5VULN|2DUR	1FEWX|27DUR|3456aVULN|8DUST|9RCR
31	41311 23612	9	   	257.57	DCR|3VULN|2DMG|2CDMG|2LIT	1DMSP|2RPLT|3aCDMG|459VULN|6aDMG|7RCR|8aLIT|aBPWR
32	16321 51325	6	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	1aLWND|2aDUR|3RCVC|4DMG|579VULN|6RCR|8aASPD|aBPWR
33	11314 26421	1	   	257.07	DCR|3VULN|2DMG|1DUR|1AART	15aLWND|25aVULN|3AART|4RCVC|5aBPWR|6RCR|7DUR|8LIT|9aDMG
34	35611 13347	6	   	256.88	DCR|5VULN|1DUR|1CDMG	1FEWX|2MBVNT|34789VULN|5CDMG|6DUR|aRCR
35	35611 23347	5	   	256.88	DCR|5VULN|1DUR|1CDMG	1FEWX|2MBVNT|34789VULN|5CDMG|6DUR|aRCR
36	35611 83341	7	   	256.88	DCR|5VULN|1DUR|1CDMG	1FEWX|2MBVNT|34689VULN|5CDMG|7RCR|aDUR
37	36511 32347	6	   	256.88	DCR|5VULN|1DUR|1CDMG	1FEWX|2DUR|34689VULN|5CDMG|7MBVNT|aRCR
38	16121 51322	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1LWND|23DUR|4DMG|579VULN|6RCR|8ASPD|aAART
39	15473 14426	5	   	256.29	DCR|4VULN|2DMG|1ASPD	17aLWND|2MBVNT|3ASPD|4aDMG|589aVULN|6RCR|aBPWR
40	15473 11428	5	   	256.09	DCR|4VULN|2DMG|1ASPD	1LWND|2MBVNT|3ASPD|4aDMG|5789VULN|6RCR
41	36511 33314	7	   	256.07	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1FEWX|2DUR|346VULN|5CDMG|7DMG|89ASPD|aRCR
42	35124 43734	10	 * 	255.55	DCR|2VULN|3DMG|3DUR	147FEWX|2MBVNT|379DUR|567DMG|79BPWR|89VULN|aRCR
43	16121 51326	6	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|23DUR|4DMG|579VULN|6RCR|8ASPD|aLIT
44	33442 23334	1	 * 	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1FEWX|2DUR|378VULN|49TLV|5CDMG|6DMG|aRCR
45	16511 31134	7	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1LWND|2DUR|347VULN|5CDMG|69TLV|8DMG|aRCR
46	16511 32334	7	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1LWND|2DUR|348VULN|5CDMG|69TLV|7DMG|aRCR
47	16511 36221	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3489VULN|5CDMG|6TLV|7RCR|aFEWX
48	16511 36222	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3489VULN|5CDMG|6TLV|7RCR|aMLV
49	16511 36223	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3489VULN|5CDMG|6TLV|7RCR|aBEXP
50	11322 35513	3	   	253.61	DCR|3VULN|3DUR|1TLV	1LWND|2RMIN|357VULN|458DUR|5BPWR|6TLV|9LIT|aRCR
51	36222 35513	3	   	253.61	DCR|3VULN|3DUR|1TLV	1FEWX|258DUR|3RMIN|457VULN|5BPWR|6TLV|9LIT|aRCR
52	16321 61315	9	 * 	253.58	DCR|3VULN|2DMG|2DUR	1aLWND|27DUR|3RCVC|4aDMG|56aVULN|8RMIN|9RCR|aBPWR
53	31411 23215	9	   	253.58	DCR|3VULN|2DMG|2DUR	1aFEWX|2RMIN|3RCVC|458VULN|6aDMG|7aDUR|9RCR|aBPWR
54	33211 23215	9	   	253.58	DCR|3VULN|2DMG|2DUR	1aFEWX|2RCVC|3RMIN|458VULN|6aDMG|7aDUR|9RCR|aBPWR
55	44211 23215	9	   	253.58	DCR|3VULN|2DMG|2DUR	1DMSP|2aFEWX|3RMIN|458VULN|6aDMG|7aDUR|9RCR|aBPWR
56	31452 41123	1	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	15FEWX|2359VULN|4BBNT|5BPWR|6TLV|7AART|8RCR|aDMG
57	16513 23236	9	   	253.48	DCR|3VULN|2DMG|2DUR	19LWND|29DUR|345VULN|6FEWX|79DMG|8MBVNT|9BPWR|aRCR
58	16321 53237	9	   	253.48	DCR|3VULN|2DMG|2DUR	19LWND|27DUR|3RCVC|49DMG|59aVULN|6RCR|8MBVNT|9BPWR
59	24342 21226	8	   	253.48	DCR|3VULN|2DMG|2DUR	19CGEN|2ERES|39DUR|46DMG|5MLV|789VULN|9BPWR|aRCR
60	33341 53237	9	   	253.48	DCR|3VULN|2DMG|2DUR	19FEWX|2RCVC|37DUR|49DMG|59aVULN|6RCR|8MBVNT|9BPWR
61	35613 63241	7	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1FEWX|2MBVNT|3459VULN|6DUR|7DMG|8AART|aRCR
62	16513 33236	9	   	253.38	DCR|3VULN|2DMG|2DUR	19LWND|29DUR|345VULN|6DUST|79DMG|8MBVNT|9BPWR|aRCR
63	36142 43213	10	   	253.38	DCR|3VULN|2DMG|2DUR	1FEWX|23DUR|47DMG|5MLV|68aVULN|9RCR
64	16121 62226	9	   	253.38	DCR|3VULN|2DMG|2DUR	1LWND|23DUR|49DMG|568VULN|7CGEN|aRCR
65	42316 14234	3	 * 	253.37	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	1DMSP|268ASPD|3CDMG|48VULN|58DUR|7MBVNT|8BPWR|9RCR|aDMG
66	16121 51315	6	 * 	253.05	DCR|2VULN|3DUR|3ASPD|1DMG	1aLWND|23aDUR|4DMG|57VULN|6RCR|89aASPD|aBPWR
67	16513 41111	6	   	252.89	DCR|5VULN|1DUR|1AART	1LWND|2DUR|34568VULN|7BBNT|9RCR|aAART
68	36513 41111	6	   	252.89	DCR|5VULN|1DUR|1AART	1FEWX|2DUR|34568VULN|7BBNT|9RCR|aAART
69	35614 42321	8	 * 	252.37	DCR|3VULN|2DMG|3LIT|1AART	18aFEWX|2MBVNT|348VULN|5AART|68aLIT|7RCR|8aBPWR|9aDMG
70	55614 42321	8	   	252.37	DCR|3VULN|2DMG|3LIT|1AART	18aBEXP|2MBVNT|348VULN|5AART|68aLIT|7RCR|8aBPWR|9aDMG
71	41314 23214	8	   	252.37	DCR|3VULN|2DMG|2CDMG|1AART	15DMSP|2RPLT|3aCDMG|48aVULN|6aDMG|7RCR|9AART|aBPWR
72	36131 53152	4	 * 	252.36	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1AART	17FEWX|23DUR|47VULN|57TLV|6AART|7BPWR|8RCR|9DMG|aCDMG
73	41311 23234	10	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMSP|2RPLT|3CDMG|4589VULN|6DMG|7RCR|aASPD
74	42321 12325	6	   	252.25	DCR|3VULN|2ASPD|2AART|2LIT|1CDMG	1DMSP|28ASPD|3CDMG|47AART|589VULN|68LIT|8BPWR|aRCR
75	35614 42327	8	   	252.22	DCR|4VULN|1DMG|2LIT|1AART	18FEWX|2MBVNT|348aVULN|5AART|68LIT|7RCR|8BPWR|9DMG
76	42211 21651	6	   	252.17	DCR|3VULN|2DMG|2ASPD	1DMSP|29ASPD|3BEXP|459VULN|69DMG|7BBNT|8RCR|9BPWR|aLIT
77	13623 34633	10	   	252.16	DCR|4VULN|1DMG|1TLV	1LWND|2RCVC|3TLV|4LIT|5689VULN|7RCR|aDMG
78	35611 83313	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1FEWX|2MBVNT|3468VULN|5CDMG|7RCR|9ASPD|aDMG
79	16321 51262	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|29DUR|3RCVC|4DMG|578VULN|6RCR|aTLV
80	16121 51252	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	19LWND|23DUR|4DMG|578VULN|6RCR|aTLV
81	16151 36223	7	   	252.02	DCR|4VULN|2DUR|1CDMG	1LWND|23DUR|4MLV|589aVULN|6CDMG|7RCR
82	16121 51223	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|23DUR|4DMG|578VULN|6RCR|9BBNT|aTLV
83	35611 11345	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|2MBVNT|3489VULN|5CDMG|67DUR|aRCR
84	35611 13445	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|2MBVNT|3479VULN|5CDMG|68DUR|aRCR
85	35611 21345	5	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|2MBVNT|3489VULN|5CDMG|67DUR|aRCR
86	35611 23445	5	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|2MBVNT|3479VULN|5CDMG|68DUR|aRCR
87	36131 32345	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|23DUR|4689VULN|5CDMG|7MBVNT|aRCR
88	36131 43345	5	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|23DUR|4789VULN|5CDMG|6MBVNT|aRCR
89	36511 12345	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|26DUR|3489VULN|5CDMG|7MBVNT|aRCR
90	36511 22345	5	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|26DUR|3489VULN|5CDMG|7MBVNT|aRCR
91	36511 32445	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1FEWX|28DUR|3469VULN|5CDMG|7MBVNT|aRCR
92	56131 32345	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1BEXP|23DUR|4689VULN|5CDMG|7MBVNT|aRCR
93	16513 25213	8	   	251.63	DCR|5VULN|1DUR	1LWND|2DUR|34578VULN|6FEWX|9LIT|aRCR
94	16513 42213	8	   	251.63	DCR|5VULN|1DUR	1LWND|2DUR|34568VULN|7FEWX|9LIT|aRCR
95	16513 43313	6	   	251.63	DCR|5VULN|1DUR	1LWND|2DUR|34567VULN|8FEWX|9LIT|aRCR
96	16513 35213	8	   	251.53	DCR|5VULN|1DUR	1LWND|2DUR|34578VULN|6DUST|9LIT|aRCR
97	16511 31134	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DUR|347VULN|5CDMG|6TLV|8DMSP|9DMG|aRCR
98	36511 33216	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1FEWX|2DUR|346VULN|5CDMG|7DMG|8MLV|9TLV|aRCR
99	36511 33236	8	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1FEWX|2DUR|346VULN|5CDMG|7DMG|8MLV|9TLV|aRCR
100	41311 23116	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMSP|2RPLT|3CDMG|45aVULN|6DMG|7RCR|8TLV|9DUR
101	41311 23166	8	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMSP|2RPLT|3CDMG|45aVULN|6DMG|7RCR|8TLV|9DUR
102	23431 53632	5	 * 	251.01	DCR|4VULN|2TLV|1CDMG|1AART	17CGEN|2CDMG|37TLV|4RPLT|578aVULN|6AART|7BPWR|9RCR
103	33442 23126	1	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1FEWX|2DUR|379VULN|4TLV|5CDMG|6DMG|8ERES|aRCR
104	16321 51242	6	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1aLWND|2aDUR|3RCVC|4DMG|578VULN|6RCR|9aLIT|aBPWR
105	25324 13372	10	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1CGEN|2AART|3589VULN|4DMG|6CDMG|7MBVNT|aRCR
106	25324 25133	5	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1CGEN|2AART|358aVULN|4DMG|6RCR|7BBNT|9CDMG
107	25314 12123	5	   	250.16	DCR|4VULN|1CDMG|1ASPD|1AART	1CGEN|2AART|3568VULN|4ASPD|7LIT|9CDMG|aRCR
108	25314 22123	6	   	250.16	DCR|4VULN|1CDMG|1ASPD|1AART	1CGEN|2AART|3568VULN|4ASPD|7LIT|9CDMG|aRCR
109	16121 51411	6	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1LWND|23DUR|4DMG|57VULN|6RCR|8TLV|9ASPD|aCDMG
110	42111 41126	6	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1DMSP|2ASPD|39DMG|468VULN|5DUR|7BBNT|aRCR
111	42511 21126	6	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1DMSP|2ASPD|3DUR|458VULN|69DMG|7BBNT|aRCR
112	15473 11128	5	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2MBVNT|3ASPD|49DMG|57aVULN|6RCR|8DUR
113	21531 46121	10	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	12CGEN|3TLV|4689VULN|5DUR|7AART|aRCR
114	31452 41121	1	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	15FEWX|2359VULN|4BBNT|5BPWR|6TLV|7AART|8RCR|aDUR
115	16513 41111	10	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1LWND|2DUR|3456VULN|7ERES|8TLV|9RCR|aAART
116	16513 41112	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1LWND|2DUR|3456VULN|7ERES|8TLV|9RCR|aAART
117	16513 41132	8	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1LWND|2DUR|3456VULN|7ERES|8TLV|9RCR|aAART
118	36513 15111	10	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	1FEWX|2DUR|3457VULN|6ERES|8TLV|9RCR|aAART
119	36513 15112	9	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	1FEWX|2DUR|3457VULN|6ERES|8TLV|9RCR|aAART
120	36513 41111	10	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	1FEWX|2DUR|3456VULN|7ERES|8TLV|9RCR|aAART
121	36513 41112	9	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	1FEWX|2DUR|3456VULN|7ERES|8TLV|9RCR|aAART
122	36131 33264	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|23DUR|468VULN|5CDMG|7DMG|9CGEN|aRCR
123	16121 51211	6	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|578VULN|6RCR|9BEXP|aCDMG
124	16121 51221	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aFEWX
125	16121 51222	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aMLV
126	16121 51223	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aBEXP
127	16121 51224	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aLHND
128	16121 51225	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1aLWND|23DUR|4DMG|589VULN|6RCR|7CDMG
129	16121 51231	6	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|578VULN|6RCR|9FEWX|aCDMG
130	16121 51521	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aFEWX
131	16121 51522	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aMLV
132	16121 51523	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|589VULN|6RCR|7CDMG|aBEXP
133	16121 62215	10	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|23DUR|4DMG|568VULN|7CGEN|9RCR|aCDMG
134	36141 51221	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1aFEWX|23DUR|4DMG|589VULN|6RCR|7CDMG
135	36141 51222	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|23DUR|4DMG|589VULN|6RCR|7CDMG|aRCVC
136	36141 51223	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|23DUR|4DMG|589VULN|6RCR|7CDMG|aCGEN
137	36251 25213	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1FEWX|26DUR|3RMIN|478aVULN|5ASPD|9RCR
138	36531 25213	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1FEWX|26DUR|378aVULN|4MLV|5ASPD|9RCR
139	42531 13226	6	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1DMSP|2ASPD|358DUR|4TLV|67VULN|9DMG|aRCR
140	42531 13226	5	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1DMSP|2ASPD|358DUR|4TLV|67VULN|9DMG|aRCR
141	15114 43841	9	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2MBVNT|37DUR|468VULN|5DMG|9RCR|aCDMG
142	15114 43844	10	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2MBVNT|37DUR|468VULN|5DMG|9RCR|aCDMG
143	15614 23841	9	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2MBVNT|348VULN|56DUR|7DMG|9RCR|aCDMG
144	15614 23844	10	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2MBVNT|348VULN|56DUR|7DMG|9RCR|aCDMG
145	16511 21334	9	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|28DUR|347VULN|5CDMG|6ERES|9DMG|aRCR
146	36131 33426	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|23DUR|469VULN|5CDMG|7DMG|8DUST|aRCR
147	15433 43847	9	   	249.28	DCR|4VULN|2DUR|1ASPD	1LWND|2MBVNT|3ASPD|47DUR|568aVULN|9RCR
148	36133 15413	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1FEWX|23DUR|457aVULN|6ERES|8ASPD|9RCR
149	36133 41413	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1FEWX|23DUR|456aVULN|7ERES|8ASPD|9RCR
150	36513 11413	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1FEWX|27DUR|345aVULN|6ERES|8ASPD|9RCR
151	16121 53211	7	   	249.02	DCR|3VULN|3DUR|1DMG	1LWND|237DUR|4DMG|589VULN|6RCR|aZMB
152	33333 43226	7	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|2RCVC|378DUR|456VULN|9DMG|aRCR
153	33333 53226	6	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|2RCVC|368DUR|457VULN|9DMG|aRCR
154	33335 43226	6	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|2RCVC|358DUR|467VULN|9DMG|aRCR
155	36133 42226	7	   	249.02	DCR|3VULN|3DUR|1DMG	17FEWX|238DUR|456VULN|9DMG|aRCR
156	36133 43326	7	   	249.02	DCR|3VULN|3DUR|1DMG	18FEWX|237DUR|456VULN|9DMG|aRCR
157	36133 52326	7	   	249.02	DCR|3VULN|3DUR|1DMG	18FEWX|236DUR|457VULN|9DMG|aRCR
158	36141 53222	10	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|237DUR|4DMG|59aVULN|6RCR|8MLV
159	36141 53322	10	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|237DUR|4DMG|59aVULN|6RCR|8CGEN
160	16121 51261	6	   	249.02	DCR|3VULN|3DUR|1DMG	1LWND|239DUR|4DMG|578VULN|6RCR|aZMB
161	33341 25116	9	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|2RCVC|369DUR|4DMG|578VULN|aRCR
162	33341 61116	9	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|2RCVC|379DUR|4DMG|568VULN|aRCR
163	36133 13226	5	   	249.02	DCR|3VULN|3DUR|1DMG	1FEWX|238DUR|457VULN|6RCVC|9DMG|aRCR
164	36133 43226	5	   	249.02	DCR|3VULN|3DUR|1DMG	16FEWX|238DUR|457VULN|9DMG|aRCR
165	15114 43814	10	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|2MBVNT|379DUR|468VULN|5DMG|aRCR
166	15614 23814	10	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|2MBVNT|348VULN|569DUR|7DMG|aRCR
167	16121 53212	7	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|237DUR|4DMG|589VULN|6RCR|aERES
168	16121 53214	7	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|237DUR|4DMG|589VULN|6RCR|aDUST
169	16121 53216	7	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|237DUR|4DMG|589VULN|6RCR|aTBNT
170	36141 22522	10	   	248.92	DCR|3VULN|3DUR|1DMG	1FEWX|236DUR|4DMG|59aVULN|7ERES|8RCR
171	36141 53122	10	   	248.92	DCR|3VULN|3DUR|1DMG	1FEWX|237DUR|4DMG|59aVULN|6RCR|8ERES
172	16121 51221	6	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|23aDUR|4DMG|578VULN|6RCR|9BBNT
173	16121 51262	6	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|239DUR|4DMG|578VULN|6RCR|aERES
174	36131 13164	8	 * 	248.92	DCR|3VULN|3DUR|2CDMG	1FEWX|236DUR|47aVULN|58CDMG|9RCR
175	36131 31244	7	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1FEWX|23DUR|46aVULN|5CDMG|7LIT|8RCR|9ASPD
176	21252 53152	1	   	248.65	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	17CGEN|2TLV|37DUR|47VULN|5RMIN|6AART|7BPWR|8RCR|9DMG|aCDMG
177	33611 23416	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1FEWX|2RCVC|3TLV|45aVULN|6DMG|7DUR|8RCR|9ASPD
178	33341 51252	6	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	1FEWX|2RCVC|3DUR|49DMG|57aVULN|6RCR|8AART
179	35614 42354	8	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	18FEWX|2MBVNT|348aVULN|5AART|68LIT|7RCR|8BPWR|9DUR
180	12361 11426	5	 * 	248.39	DCR|5VULN|2ASPD	1aLWND|2ZMB|3789aVULN|4aASPD|5MBVNT|6RCR|aBPWR
181	15133 41622	1	   	248.39	DCR|5VULN|2ASPD	18LWND|2TBNT|3489aVULN|5BELT|68ASPD|7RCR|8BPWR
182	15361 11426	5	   	248.39	DCR|5VULN|2ASPD	1aLWND|2MBVNT|3ZMB|4789aVULN|5aASPD|6RCR|aBPWR
