0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53331 43353	3	 * 	275.01	DCR|3VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4BBNT|5DUR|6TLV|79aVULN|8RCR|aBPWR
100	61632 43223	1	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1CGEN|2CDMG|3TLV|4567VULN|8DUR|9RCR|aDUST
101	42313 22663	3	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1aERES|24aVULN|37LIT|5DUR|6TBNT|8RCR|9aDMG|aBPWR
102	34242 51714	1	   	253.50	DCR|4VULN|2DMG	1aBEXP|2MBVNT|357aVULN|4DUST|6RCR|8LIT|9aDMG|aBPWR
103	34242 55414	1	   	253.50	DCR|4VULN|2DMG	1aBEXP|2MBVNT|358aVULN|4DUST|6RCR|7LIT|9aDMG|aBPWR
104	56611 33222	4	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1DMG|2AART|3RPLT|4TLV|567aVULN|8DUST|9RCR
105	22262 66213	1	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	1RCVC|259VULN|39DUR|4SELL|6RMIN|79DMG|8BELT|9BPWR|aRCR
106	42236 15232	3	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	1ERES|247aVULN|34TLV|4BPWR|5AART|6DUR|8RCR|9DUST
107	42236 15232	2	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	1ERES|247aVULN|34TLV|4BPWR|5AART|6DUR|8RCR|9DUST
108	43226 13432	10	   	253.28	DCR|3VULN|2DMG|2DUR	1ERES|29DUR|368VULN|45DMG|7CGEN|aRCR
109	55231 13315	2	   	253.28	DCR|3VULN|2DMG|3ASPD	18DMG|2DLOT|378VULN|468ASPD|5TBNT|8BPWR|9BEXP|aRCR
110	55231 13325	2	   	253.28	DCR|3VULN|2DMG|3ASPD	18DMG|2DLOT|378VULN|468ASPD|5TBNT|8BPWR|9LHND|aRCR
111	11225 53216	1	   	253.23	DCR|3VULN|2DUR|1DMG|2AART	1LEGI|27DUR|367VULN|45AART|7BPWR|8RCR|9RMIN|aDMG
112	52222 63531	3	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	18DMG|2ASPD|3CDMG|4DUR|57VULN|6TLV|9RCR|aMLV
113	52222 63533	3	   	252.79	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1ASPD	18DMG|2ASPD|3CDMG|4DUR|57VULN|6TLV|9RCR|aBEXP
114	52163 62113	8	 * 	252.67	DCR|2VULN|3DMG|2ASPD|2CDMG	189DMG|29ASPD|3BEXP|45VULN|69CDMG|7BELT|9BPWR|aRCR
115	52363 62113	8	   	252.67	DCR|2VULN|3DMG|2ASPD|2CDMG	189DMG|29ASPD|3FEWX|45VULN|69CDMG|7BELT|9BPWR|aRCR
116	43211 63413	8	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ERES|24DUR|348VULN|4BPWR|5RPLT|6TLV|7ASPD|9RCR|aAART
117	43211 63413	5	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ERES|24DUR|347VULN|4BPWR|5RPLT|6TLV|8ASPD|9RCR|aAART
118	43211 63413	6	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ERES|24DUR|347VULN|4BPWR|5RPLT|6TLV|8ASPD|9RCR|aAART
119	53125 31613	4	   	252.43	DCR|2VULN|2DMG|2DUR|2LIT|1ASPD	19DMG|29LIT|3ASPD|4BELT|56VULN|79DUR|8MBVNT|9BPWR|aRCR
120	43212 15533	5	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1ERES|249DUR|34aVULN|4BPWR|5MLV|6CDMG|7AART|8RCR
121	52663 13313	6	   	252.27	DCR|3VULN|2DMG|2ASPD	19DMG|27ASPD|359LWND|469VULN|8RCR|9BPWR|aLIT
122	53124 21412	8	   	252.27	DCR|3VULN|2DMG|2ASPD	19DMG|2LIT|39ASPD|4BELT|5RCVC|6DMSP|79aVULN|8RCR|9BPWR
123	42612 12124	4	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2478VULN|34LHND|4BPWR|5DMG|6CDMG|9RCR|aASPD
124	45212 12124	4	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|24LHND|3478VULN|4BPWR|5DMG|6CDMG|9RCR|aASPD
125	52322 51252	2	   	252.20	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	156DMG|2ASPD|3ERES|46VULN|6BPWR|7CDMG|8DUR|9RPLT|aRCR
126	22615 53322	1	   	252.18	DCR|3VULN|2ASPD|1DMG|1TLV|1AART	1RCVC|269VULN|3TLV|4ZMB|56ASPD|6BPWR|7DMG|8RCR|aAART
127	42622 32124	6	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2678VULN|3LHND|4DMG|5CDMG|9RCR|aASPD
128	45222 32124	6	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2LHND|3678VULN|4DMG|5CDMG|9RCR|aASPD
129	52222 13632	3	 * 	252.08	DCR|3VULN|2CDMG|1DMG|1DUR|1ASPD	1DMG|2ASPD|3aCDMG|4DUR|578VULN|6ERES|9RCR
130	42234 12124	3	   	252.06	DCR|4VULN|2TLV|1CDMG|1ASPD	1ERES|2478VULN|34TLV|4BPWR|5DUST|6CDMG|9RCR|aASPD
131	42234 12124	2	   	252.06	DCR|4VULN|2TLV|1CDMG|1ASPD	1ERES|2478VULN|34TLV|4BPWR|5DUST|6CDMG|9RCR|aASPD
132	22615 53321	1	   	252.05	DCR|3VULN|3ASPD|1DMG|1TLV	1RCVC|269VULN|3TLV|4ZMB|56aASPD|6BPWR|7DMG|8RCR
133	43212 12121	5	   	252.02	DCR|4VULN|2DUR|1CDMG	1ERES|24DUR|3478VULN|4BPWR|5aMLV|6CDMG|9RCR
134	43212 12122	5	   	252.02	DCR|4VULN|2DUR|1CDMG	1ERES|24DUR|3478VULN|4BPWR|5MLV|6CDMG|9RCR|aDMSP
135	43212 12123	5	   	252.02	DCR|4VULN|2DUR|1CDMG	1ERES|24DUR|3478VULN|4BPWR|5MLV|6CDMG|9RCR|aLHND
136	43212 12126	5	   	252.02	DCR|4VULN|2DUR|1CDMG	1ERES|24DUR|3478VULN|4BPWR|5MLV|6CDMG|9RCR|aRCVC
137	43213 33168	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|348VULN|4BPWR|5LHND|6MBVNT|7DMG|9RCR|aTLV
138	43212 13162	4	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1ERES|248DUR|34VULN|4BPWR|5DMG|6CDMG|7BBNT|9TLV|aRCR
139	42322 22326	2	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|267aVULN|38DUR|4BBNT|5CDMG|9RCR
140	42322 22422	2	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|2678VULN|3aDUR|4BBNT|5CDMG|9RCR
141	42352 22326	2	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|267aVULN|38DUR|4TBNT|5CDMG|9RCR
142	42352 22422	2	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|2678VULN|3aDUR|4TBNT|5CDMG|9RCR
143	43222 22326	3	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|28DUR|367aVULN|4BBNT|5CDMG|9RCR
144	43222 22422	3	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|2aDUR|3678VULN|4BBNT|5CDMG|9RCR
145	43252 22326	3	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|28DUR|367aVULN|4TBNT|5CDMG|9RCR
146	43252 22422	3	   	251.82	DCR|4VULN|2DUR|1CDMG	1ERES|2aDUR|3678VULN|4TBNT|5CDMG|9RCR
147	11212 62165	7	   	251.80	DCR|4VULN|3DUR	1LEGI|245MLV|3478VULN|478BPWR|678DUR|9CGEN|aRCR
148	53133 12155	5	   	251.52	DCR|3VULN|2DMG|1ASPD|1AART	1aDMG|2LIT|3ASPD|4AART|569VULN|7RCR|8RMIN
149	53133 22636	10	   	251.52	DCR|3VULN|2DMG|1ASPD|1AART	17DMG|2LIT|3ASPD|4AART|59aVULN|6LWND|8RCR
150	43211 23365	5	   	251.50	DCR|4VULN|3DUR	1ERES|24aDUR|3467VULN|4BPWR|5RPLT|8BBNT|9RCR
151	53133 12355	5	   	251.42	DCR|3VULN|2DMG|1ASPD|1AART	1aDMG|2LIT|3ASPD|4AART|569VULN|7RCR|8ERES
152	43216 26211	9	   	251.36	DCR|4VULN|3DUR|1AART|1SELL	19ERES|249DUR|3489VULN|49BPWR|5AART|6SELL|7RCR|aFEWX
153	43216 26211	10	   	251.36	DCR|4VULN|3DUR|1AART|1SELL	19ERES|249DUR|3489VULN|49BPWR|5AART|6SELL|7RCR|aRPLT
154	43216 26213	9	   	251.36	DCR|4VULN|3DUR|1AART|1SELL	19ERES|249DUR|3489VULN|49BPWR|5AART|6SELL|7RCR|aZMB
155	43216 26213	10	   	251.36	DCR|4VULN|3DUR|1AART|1SELL	19ERES|249DUR|3489VULN|49BPWR|5AART|6SELL|7RCR|aFEWX
156	11353 34613	1	   	251.26	DCR|4VULN|3DUR|1SELL	1LEGI|267DUR|37DUST|4SELL|579aVULN|7BPWR|8RCR
157	11246 12422	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LEGI|2MLV|389VULN|4TLV|5DMG|6DUR|7CDMG|aRCR
158	42612 12125	4	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1ERES|2478VULN|34LHND|4BPWR|5DMG|6CDMG|9RCR|aAART
159	45212 12125	4	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1ERES|24LHND|3478VULN|4BPWR|5DMG|6CDMG|9RCR|aAART
160	42622 32125	6	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1ERES|2678VULN|3LHND|4DMG|5CDMG|9RCR|aAART
161	45222 32125	6	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1ERES|2LHND|3678VULN|4DMG|5CDMG|9RCR|aAART
162	55334 33213	9	   	250.56	DCR|2VULN|3DUR|2DMG|1ASPD|1SELL	19DMG|2DLOT|359DUR|4ASPD|6MLV|79VULN|8SELL|9BPWR|aRCR
163	52416 33313	5	   	250.43	DCR|2VULN|3DMG|3ASPD	179DMG|289ASPD|3DUST|4LIT|59VULN|6BELT|9BPWR|aRCR
164	14351 34332	10	 * 	250.27	DCR|3VULN|3DUR|2ASPD	1LEGI|279DUR|3RPLT|4MLV|589VULN|69ASPD|9BPWR|aRCR
165	53133 26633	9	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1DMG|2LIT|3ASPD|4AART|579VULN|6LWND|8RCR|aTLV
