0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31614 31241	10	 * 	297.64	DCR|3VULN|3DUR|2DMG|3ASPD	178VULN|2ERES|378DUR|4CGEN|5aDMG|678ASPD|78BPWR|9RCR
56	32642 11432	7	   	276.16	DCR|4VULN|3DUR|1TLV	1346VULN|247DUR|4BPWR|5TLV|8RCR|9LIT|aMBVNT
57	34611 31243	9	   	276.14	DCR|3VULN|3DUR|3ASPD|1TLV|1NUKE	178VULN|2NUKE|378DUR|4CGEN|5ERES|678ASPD|78BPWR|9RCR|aTLV
58	32611 66233	3	   	276.02	DCR|4VULN|2DMG|2DUR	1349VULN|29DUR|5ERES|6CGEN|79DMG|8TBNT|9BPWR|aRCR
59	32611 51233	3	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1349VULN|29DUR|5ERES|6TLV|79ASPD|8TBNT|9BPWR|aRCR
60	32611 51333	3	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1349VULN|29DUR|5ERES|6TLV|79ASPD|8BBNT|9BPWR|aRCR
61	35111 61233	1	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1479VULN|29ASPD|3TLV|5ERES|69DUR|8TBNT|9BPWR|aRCR
62	35111 61333	1	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1479VULN|29ASPD|3TLV|5ERES|69DUR|8BBNT|9BPWR|aRCR
63	35212 15133	1	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1379VULN|29ASPD|4ERES|5BBNT|6TLV|89DUR|9BPWR|aRCR
64	35262 15133	1	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1379VULN|29ASPD|4TBNT|5ERES|6TLV|89DUR|9BPWR|aRCR
65	35312 15133	1	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1479VULN|29ASPD|3ERES|5BBNT|6TLV|89DUR|9BPWR|aRCR
66	12141 13212	8	   	275.54	DCR|3VULN|2DMG|2DUR|1CDMG	1LWND|2aDUR|3LIT|4CDMG|57aVULN|6FEWX|8aDMG|9RCR|aBPWR
67	22141 13212	8	   	275.54	DCR|3VULN|2DMG|2DUR|1CDMG	1LHND|2aDUR|3LIT|4CDMG|57aVULN|6FEWX|8aDMG|9RCR|aBPWR
68	35242 61311	1	 * 	274.82	DCR|4VULN|1DMG|2CDMG|1DUR|1ASPD	1379VULN|2ASPD|4DMG|56CDMG|8DUR|aRCR
69	32642 23611	9	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	134aVULN|24DUR|4BPWR|5TLV|6BEXP|7LWND|8RCR|9DMG
70	32642 23613	10	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	134aVULN|24DUR|4BPWR|5TLV|6BEXP|7LWND|8RCR|9DMG
71	32642 15222	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8TBNT|9LHND|aDMG
72	32642 15231	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8TBNT|9DMG|aZMB
73	32642 15233	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8TBNT|9DMG|aCGEN
74	32642 15322	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8BBNT|9LHND|aDMG
75	32642 15331	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8BBNT|9DMG|aZMB
76	32642 15333	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7RCR|8BBNT|9DMG|aCGEN
77	32641 24233	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1345VULN|24DUR|4BPWR|6CGEN|7DMG|8TLV|9TBNT|aRCR
78	32642 14123	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7DMG|8BBNT|9RMIN|aRCR
79	32643 14233	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5ZMB|7DMG|8TLV|9BBNT|aRCR
80	32641 14233	6	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV	1345VULN|24DUR|4BPWR|6ERES|7DMG|8TLV|9TBNT|aRCR
81	32642 14113	6	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV	1346VULN|24DUR|4BPWR|5TLV|7DMG|8BBNT|9ERES|aRCR
82	32643 15212	6	   	274.03	DCR|4VULN|2DUR|1TLV|1ASPD	1346VULN|24DUR|4BPWR|5ZMB|7RCR|8ASPD|9LIT|aTLV
83	33366 13115	10	   	273.96	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	137VULN|23LHND|37BPWR|47DMG|5RMIN|67ASPD|8DUR|9CDMG|aRCR
84	31356 31135	10	   	273.45	DCR|3VULN|2DMG|2DUR|2TLV	17aVULN|2ERES|3aTLV|48DUR|5LWND|6aDMG|9RCR|aBPWR
85	32333 11465	10	   	273.45	DCR|3VULN|2DMG|2DUR|2TLV	17aVULN|27DUR|3aERES|4DUST|57TLV|6DMSP|7aBPWR|8RCR|9aDMG
86	32636 23343	7	   	273.39	DCR|4VULN|2DUR|2TLV|2LIT	1359VULN|2aDUR|49LIT|6BELT|7RCR|89TLV|9BPWR
87	33354 21243	8	   	272.89	DCR|4VULN|2DUR|1TLV	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9TLV|aLIT
88	33354 21253	10	   	272.56	DCR|4VULN|3DUR|1ASPD	1368VULN|238LHND|38BPWR|4AART|58aDUR|7RCR|9ASPD
89	32636 23342	7	   	272.46	DCR|4VULN|2TLV|1DUR|2LIT|1CDMG	1359VULN|2DUR|49LIT|6BELT|7RCR|89TLV|9BPWR|aCDMG
90	32641 36121	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	1345VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|9CGEN|aDMG
91	32641 36132	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	1345VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|9DMG|aRMIN
92	32641 36133	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	1345VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|9DMG|aRPLT
93	31354 31232	8	 * 	272.11	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aCGEN
94	31354 31233	8	   	272.11	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aBELT
95	31354 31234	8	   	272.11	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aBEXP
96	31354 31236	8	   	272.11	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aDMSP
97	32641 22234	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1345VULN|24DUR|4BPWR|6TBNT|7RCR|8CGEN|9DMG|aCDMG
98	31354 31231	8	   	272.01	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aDUST
99	31354 31235	8	   	272.01	DCR|3VULN|3ASPD|1DMG|3TLV|1DUR	178VULN|2ERES|378TLV|4DUR|5DMG|678ASPD|78BPWR|9RCR|aTBNT
100	32643 23116	9	 * 	271.96	DCR|4VULN|3DUR|1DMG	1347VULN|248DUR|47BPWR|57ZMB|67FEWX|9DMG|aRCR
101	32241 11621	9	 * 	271.86	DCR|4VULN|3DUR|2TLV	157aVULN|29aDUR|3LHND|45TLV|5aBPWR|6aBEXP|8RCR
102	34625 21121	4	   	271.86	DCR|4VULN|3DUR|1DMG|1NUKE	147aVULN|2NUKE|34aDUR|4aBPWR|5DMG|6CGEN|8RCR|9aBEXP
103	32246 35131	9	 * 	271.80	DCR|2VULN|3DMG|3DUR|1TLV	1aVULN|28aDUR|3LHND|4TLV|5RMIN|67aDMG|9RCR|aBPWR
104	32615 33231	3	   	271.76	DCR|4VULN|3DUR|2TLV	134aVULN|29aDUR|5LHND|6RCR|7LWND|8aTLV|aBPWR
105	32641 36112	5	   	271.66	DCR|5VULN|2DUR|1CDMG	13459VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|aLHND
106	32642 31142	4	   	271.66	DCR|5VULN|2DUR|1CDMG	13479VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|aFEWX
107	32241 61621	9	   	271.66	DCR|4VULN|3DUR|2TLV	157aVULN|29aDUR|3LHND|45TLV|5aBPWR|6aDUST|8RCR
108	32612 31145	3	   	271.56	DCR|5VULN|2DUR|1CDMG	13479VULN|2aDUR|5CDMG|6RPLT|8RCR
109	32641 23162	5	   	271.56	DCR|5VULN|2DUR|1CDMG	1345aVULN|24DUR|4BPWR|6TBNT|7CDMG|8RCR|9CGEN
110	32641 36111	5	   	271.56	DCR|5VULN|2DUR|1CDMG	13459VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|aLEGI
111	32641 36113	5	   	271.56	DCR|5VULN|2DUR|1CDMG	13459VULN|24DUR|4BPWR|6RCVC|7CDMG|8RCR|aBBNT
112	32642 31141	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13479VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|aTBNT
113	32642 31143	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13479VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|aBBNT
114	32641 23132	5	   	271.46	DCR|5VULN|2DUR|1CDMG	1345aVULN|24DUR|4BPWR|6TBNT|7CDMG|8RCR|9ERES
115	32642 61122	6	   	271.45	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	134VULN|24DUR|4BPWR|5TLV|6ASPD|7DMG|8RCR|9BEXP|aLIT
116	32613 15613	6	   	271.34	DCR|5VULN|3DUR	1368aVULN|258DUR|48MLV|7RCR|8BPWR|9FEWX
117	32645 32321	4	   	271.34	DCR|5VULN|3DUR	1347aVULN|24aDUR|4aBPWR|5LHND|6RCR|8ERES|9aBEXP
118	32641 21413	7	   	271.24	DCR|5VULN|3DUR	1345aVULN|247DUR|4BPWR|6CGEN|8RCR|9FEWX
119	32641 11413	7	   	271.14	DCR|5VULN|3DUR	1345aVULN|247DUR|4BPWR|6ERES|8RCR|9FEWX
120	33116 63332	6	   	270.91	DCR|3VULN|2DUR|1DMG|2CDMG|2LIT	17aVULN|27LHND|3aLIT|4DMG|57DUR|6RCR|7aBPWR|8LEGI|9aCDMG
121	32111 65611	4	   	270.71	DCR|3VULN|2DUR|2TLV|1DMG|2LIT	158VULN|28DUR|36LIT|4DMG|78TLV|8BPWR|9DUST|aRCR
122	32112 65611	5	   	270.71	DCR|3VULN|2DUR|2TLV|1DMG|2LIT	158VULN|28DUR|36LIT|4DMG|78TLV|8BPWR|9DUST|aRCR
123	32241 45131	9	 * 	270.43	DCR|3VULN|3DUR|2ASPD|2TLV	15aVULN|28aDUR|3LHND|45TLV|5aBPWR|6aASPD|7RMIN|9RCR
124	33242 63631	9	   	270.07	DCR|3VULN|2DMG|2TLV|1DUR|1ASPD	14aVULN|234LHND|4aBPWR|5aTLV|6ASPD|7DUR|8aDMG|9RCR
125	35121 26332	3	   	269.86	DCR|3VULN|2DMG|1TLV|1DUR|2LIT|1SELL	167VULN|2RCVC|3SELL|47DMG|57LIT|7BPWR|8DUR|9RCR|aTLV
126	61121 26332	3	   	269.86	DCR|3VULN|2DMG|1TLV|1DUR|2LIT|1SELL	1RCVC|267VULN|3SELL|47DMG|57LIT|7BPWR|8DUR|9RCR|aTLV
127	32246 31631	9	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	17aVULN|2aDUR|3LHND|4TLV|58RMIN|6aDMG|9RCR|aBPWR
128	33366 13136	10	   	269.83	DCR|3VULN|2DMG|3ASPD|1DUR	137VULN|23LHND|37BPWR|47DMG|5RMIN|67aASPD|8DUR|9RCR
129	35242 61331	1	   	269.77	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	137VULN|2ASPD|49DMG|56CDMG|8DUR|aRCR
130	32642 41121	5	   	269.64	DCR|4VULN|2DUR|2TLV|1ASPD	134aVULN|24DUR|4aBPWR|5aTLV|6ZMB|7ASPD|8RCR|9aBEXP
131	35235 21121	1	   	269.64	DCR|4VULN|2DUR|1DMG|1ASPD	137aVULN|2ASPD|4aDUR|5DMG|6CGEN|8RCR|9aBEXP|aBPWR
132	35235 21151	1	   	269.64	DCR|4VULN|2DUR|1DMG|1ASPD	137aVULN|2ASPD|4aDUR|5DMG|6CGEN|8RCR|9aFEWX|aBPWR
133	34363 21633	6	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	178VULN|2NUKE|3TLV|48DMG|58DUR|6RCVC|8BPWR|9BBNT|aRCR
134	35235 61121	1	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	137aVULN|2ASPD|4aDUR|5DMG|6ERES|8RCR|9aBEXP|aBPWR
135	32641 22236	5	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1345VULN|24DUR|4BPWR|6TBNT|7RCR|8CGEN|9DMG|aASPD
136	34341 62131	9	 * 	269.44	DCR|4VULN|2DUR|3TLV|1ASPD|1NUKE	145aVULN|2NUKE|34aTLV|4aBPWR|6ASPD|7LHND|8aDUR|9RCR
137	34341 63131	9	   	269.44	DCR|4VULN|2DUR|3TLV|1ASPD|1NUKE	145aVULN|2NUKE|34aTLV|4aBPWR|6ASPD|7LWND|8aDUR|9RCR
138	32641 14123	6	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	1345VULN|24DUR|4BPWR|6ERES|7DMG|8BBNT|9ASPD|aRCR
139	32641 31623	7	   	269.22	DCR|5VULN|2DUR|1ASPD	13458VULN|24DUR|48BPWR|68FEWX|78CGEN|9ASPD|aRCR
140	32643 31623	4	   	269.22	DCR|5VULN|2DUR|1ASPD	13478VULN|24DUR|48BPWR|58CGEN|68FEWX|9ASPD|aRCR
141	32641 31623	4	   	269.02	DCR|5VULN|2DUR|1ASPD	13478VULN|24DUR|48BPWR|58ERES|68FEWX|9ASPD|aRCR
142	32641 32623	7	   	269.02	DCR|5VULN|2DUR|1ASPD	13458VULN|24DUR|48BPWR|68FEWX|78ERES|9ASPD|aRCR
143	32642 41111	7	 * 	268.99	DCR|3VULN|3DUR|3TLV|1DMG	134VULN|247DUR|4BPWR|569TLV|8DMG|aRCR
144	32641 62323	5	   	268.92	DCR|5VULN|2DUR|1ASPD	13456VULN|24DUR|4BPWR|7LWND|8ERES|9ASPD|aRCR
145	33366 13133	10	   	268.62	DCR|3VULN|2DMG|2ASPD|1DUR	137VULN|23LHND|37BPWR|47DMG|5RMIN|67ASPD|8DUR|9RCR|aLIT
146	33341 51511	7	   	268.61	DCR|4VULN|1DMG|1DUR|1TLV	1345VULN|234LHND|34BPWR|6TLV|7DUR|8DMG|9LIT|aRCR
147	33342 11511	7	   	268.61	DCR|4VULN|1DMG|1DUR|1TLV	1346VULN|234LHND|34BPWR|5TLV|7DUR|8DMG|9LIT|aRCR
148	33336 43134	10	 * 	268.45	DCR|5VULN|2ASPD|3LIT	13589VULN|23LHND|39BPWR|469LIT|79ASPD|aRCR
149	32116 26135	9	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	189VULN|25DUR|39LIT|49DMG|67RCVC|9BPWR|aRCR
150	22111 36211	4	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2DUR|3LIT|4DMG|5678VULN|9TLV|aRCR
151	22112 36211	5	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2DUR|3LIT|4DMG|5678VULN|9TLV|aRCR
152	22121 36611	3	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2DUR|3LIT|4TLV|5679VULN|8DMG|aRCR
153	22221 36611	2	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2DUR|3LIT|4TLV|5679VULN|8DMG|aRCR
154	24221 36611	1	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2DUR|3LIT|4TLV|5679VULN|8DMG|aRCR
155	32241 36611	4	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1679VULN|2DUR|3LHND|4TLV|5LIT|8DMG|aRCR
156	33116 36211	5	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1678VULN|2LHND|3LIT|4DMG|5DUR|9TLV|aRCR
157	32112 16211	6	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1578VULN|2DUR|3LIT|4DMG|6BEXP|9TLV|aRCR
158	32116 66211	4	   	268.41	DCR|4VULN|1DMG|1DUR|1TLV	1678VULN|2DUR|3LIT|4DMG|5BEXP|9TLV|aRCR
159	33354 21232	10	   	268.40	DCR|4VULN|2DUR|1DMG	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9DMG|aFEWX
160	33354 21232	9	   	268.40	DCR|4VULN|2DUR|1DMG	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9DMG|aFEWX
161	33354 21234	10	   	268.40	DCR|4VULN|2DUR|1DMG	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9DMG|aCGEN
162	33354 21236	9	   	268.40	DCR|4VULN|2DUR|1DMG	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9DMG|aLWND
163	33354 21261	10	   	268.40	DCR|4VULN|2DUR|1DMG	1368VULN|238LHND|38BPWR|4AART|58DUR|7RCR|9CGEN|aDMG
164	32642 31131	4	   	268.37	DCR|4VULN|2DUR|1TLV|1CDMG	1347VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|9ZMB|aTLV
165	32642 31153	4	   	268.37	DCR|4VULN|2DUR|1TLV|1CDMG	1347VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|9FEWX|aTLV
166	32642 31161	4	   	268.37	DCR|4VULN|2DUR|1TLV|1CDMG	1347VULN|24DUR|4BPWR|5CDMG|6RPLT|8RCR|9CGEN|aTLV
