0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36323 15313	10	 * 	277.13	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37aVULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR
43	36325 31326	5	   	259.26	DCR|3VULN|3DUR|1TLV|2LIT	17aDUR|2MLV|357VULN|47LIT|6RCR|7BPWR|8RPLT|9TLV
44	36342 31326	3	   	259.26	DCR|3VULN|3DUR|1TLV|2LIT	17aDUR|2MLV|347VULN|57LIT|6RCR|7BPWR|8RPLT|9TLV
45	31361 22636	2	   	259.21	DCR|4VULN|3DUR|3LIT	157DUR|2RPLT|3TBNT|4579VULN|579BPWR|679LIT|8RMIN|aRCR
46	36325 11352	9	   	259.21	DCR|4VULN|3DUR|3LIT	18aDUR|2MLV|358aVULN|48aLIT|6RCR|7RPLT|8aBPWR|9MBVNT
47	36323 31154	4	   	259.11	DCR|4VULN|3DUR|3LIT	178DUR|2MLV|379aVULN|457LIT|6RCR|7BPWR
48	31361 22236	2	   	259.11	DCR|4VULN|3DUR|3LIT	157DUR|2RPLT|3TBNT|4579VULN|579BPWR|679LIT|89ERES|aRCR
49	36332 31254	4	   	259.11	DCR|4VULN|3DUR|3LIT	147DUR|2MLV|379aVULN|578LIT|6RCR|7BPWR
50	32423 43523	8	 * 	258.49	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2FEWX|38aVULN|4RCR|5LIT|6CDMG|78DMG|8BPWR|9TLV
51	32633 32252	1	   	257.73	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	17DUR|2DUST|37TLV|4AART|5BBNT|67VULN|7BPWR|8DMG|9RCR|aCDMG
52	32633 32251	1	 * 	257.31	DCR|2VULN|3DUR|2TLV|1DMG|1AART	17aDUR|2DUST|37TLV|4AART|5BBNT|67VULN|7BPWR|8DMG|9RCR
53	32413 22522	3	   	256.29	DCR|2VULN|3DUR|2TLV|2LIT|1CDMG	18aDUR|2FEWX|38VULN|4CDMG|59TLV|68LIT|7RCR|8BPWR
54	63345 23221	1	 * 	255.58	DCR|5VULN|3CDMG|1DUR	128ERES|35678VULN|468CDMG|68BPWR|9RCR|aDUR
55	32413 25232	3	 * 	254.53	DCR|2VULN|3DUR|1TLV|2CDMG|2LIT	17aDUR|2FEWX|37VULN|48CDMG|5TLV|67LIT|7BPWR|9RCR
56	21133 26336	3	 * 	254.38	DCR|3VULN|2DMG|2TLV	12RCVC|349VULN|59DMG|6ASPD|7ZMB|89TLV|9BPWR|aRCR
57	36325 11324	6	   	254.11	DCR|3VULN|2TLV|2DUR|2LIT	17DUR|2MLV|357VULN|47LIT|6RCR|7BPWR|8RPLT|9aTLV
58	36325 11324	8	   	254.11	DCR|3VULN|2TLV|2DUR|2LIT	18DUR|2MLV|358VULN|48LIT|6RCR|7RPLT|8BPWR|9aTLV
59	36325 31324	5	   	254.11	DCR|3VULN|2TLV|2DUR|2LIT	17DUR|2MLV|357VULN|47LIT|6RCR|7BPWR|8RPLT|9aTLV
60	36342 31324	3	   	254.11	DCR|3VULN|2TLV|2DUR|2LIT	17DUR|2MLV|347VULN|57LIT|6RCR|7BPWR|8RPLT|9aTLV
61	31612 53363	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|2BELT|38DMG|45aVULN|6TLV|7RCR|9CGEN
62	36332 31563	4	 * 	253.32	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|2aMLV|37aVULN|57LIT|6RCR|7aBPWR|8DMG|9aLHND
63	16322 62523	4	   	253.13	DCR|3VULN|2DUR|1TLV|1CDMG	18LHND|2MLV|38aVULN|4LIT|5CDMG|68DUR|7RCR|8BPWR|9TLV
64	36322 22523	4	   	253.13	DCR|3VULN|2DUR|1TLV|1CDMG	18DUR|2MLV|38aVULN|4LIT|5CDMG|68LWND|7RCR|8BPWR|9TLV
65	36332 31523	4	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|29MLV|37aVULN|57LIT|6RCR|7BPWR|8DMG
66	36332 31533	4	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|2aMLV|37aVULN|57LIT|6RCR|7aBPWR|8DMG|9aDUST
67	36336 11311	8	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	148DUR|2MLV|389VULN|58LIT|6RCR|7RPLT|8BPWR|aDMG
68	36336 11321	9	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	148DUR|2MLV|389VULN|58LIT|6RCR|7RPLT|8BPWR|aDMG
69	36336 11511	7	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	148DUR|2MLV|389VULN|58LIT|6RCR|7RPLT|8BPWR|aDMG
70	36336 11523	6	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|29MLV|37aVULN|57LIT|6RCR|7BPWR|8DMG
71	36336 11533	6	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|2aMLV|37aVULN|57LIT|6RCR|7aBPWR|8DMG|9aDUST
72	36336 31523	5	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|29MLV|37aVULN|57LIT|6RCR|7BPWR|8DMG
73	36336 31533	5	   	253.12	DCR|3VULN|3DUR|1DMG|2LIT	147DUR|2aMLV|37aVULN|57LIT|6RCR|7aBPWR|8DMG|9aDUST
74	36323 11552	5	   	253.11	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8RCR|9CDMG
75	36323 11552	6	   	253.11	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8RCR|9CDMG
76	36323 15252	8	   	253.11	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8CDMG|9RCR
77	23133 26631	2	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2BEXP|358VULN|45DUR|5BPWR|6CDMG|7LIT|9RCR|aTLV
78	23333 26631	3	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2BEXP|358VULN|45DUR|5BPWR|6CDMG|7LIT|9RCR|aTLV
79	26133 26631	1	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2BEXP|358VULN|45DUR|5BPWR|6CDMG|7LIT|9RCR|aTLV
80	36313 11552	4	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2MLV|37VULN|4ERES|5LIT|67DMG|7BPWR|8RCR|9CDMG
81	36323 11552	3	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2MLV|37VULN|4ERES|5LIT|67DMG|7BPWR|8RCR|9CDMG
82	31361 14321	2	   	252.48	DCR|3VULN|3DUR|2TLV	157DUR|2RPLT|3TBNT|457VULN|57BPWR|67TLV|8BEXP|9RCR|aFEWX
83	31361 14324	2	   	252.48	DCR|3VULN|3DUR|2TLV	157DUR|2RPLT|3TBNT|457VULN|57BPWR|67TLV|8BEXP|9RCR|aRMIN
84	31361 14325	2	   	252.48	DCR|3VULN|3DUR|2TLV	157DUR|2RPLT|3TBNT|457VULN|57BPWR|67TLV|8BEXP|9RCR|aLHND
85	31361 14421	2	   	252.48	DCR|3VULN|3DUR|2TLV	157DUR|2RPLT|3TBNT|457VULN|57BPWR|67TLV|8LHND|9RCR|aFEWX
86	36333 16336	4	   	252.48	DCR|3VULN|3DUR|2TLV	149DUR|2MLV|39aVULN|5LHND|6BEXP|7RCR|89TLV|9BPWR
87	36323 11535	6	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8RCR|9RCVC|aTLV
88	36323 11535	5	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8RCR|9RCVC|aTLV
89	36323 15311	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2aMLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR
90	36323 15312	9	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5aCGEN|67DMG|7BPWR|8TLV|9RCR
91	36323 15312	8	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5aCGEN|67DMG|7BPWR|8TLV|9RCR
92	36323 15312	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aRMIN
93	36323 15313	9	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aLHND
94	36323 15313	8	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aLHND
95	36323 15314	9	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aLWND
96	36323 15314	8	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aLWND
97	36323 15315	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aLHND
98	36323 15315	8	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aRCVC
99	36323 15315	9	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aRCVC
100	36323 15316	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR|aRPLT
101	36323 15334	8	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RMIN|aRCR
102	36363 24122	1	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	19DUR|23DMG|49BEXP|5LHND|6LIT|7RCR|89VULN|9BPWR|aTLV
103	31412 14326	2	   	252.38	DCR|3VULN|3DUR|2TLV	137DUR|2RPLT|4TBNT|57aVULN|67TLV|7BPWR|8BEXP|9RCR
104	31612 14326	3	   	252.38	DCR|3VULN|3DUR|2TLV	137DUR|2RPLT|4TBNT|57aVULN|67TLV|7BPWR|8BEXP|9RCR
105	36313 11535	4	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4ERES|5LIT|67DMG|7BPWR|8RCR|9RCVC|aTLV
106	36323 11535	3	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37VULN|4ERES|5LIT|67DMG|7BPWR|8RCR|9RCVC|aTLV
107	31542 41611	9	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	19DUR|2RPLT|3RCVC|4MBVNT|59VULN|6TLV|7ASPD|89DMG|9BPWR|aRCR
108	31542 41613	10	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	19DUR|2RPLT|3RCVC|4MBVNT|59VULN|6TLV|7ASPD|89DMG|9BPWR|aRCR
109	32431 13421	7	   	252.23	DCR|3VULN|3DUR|2TLV|1SELL	158DUR|2FEWX|378VULN|48TLV|6SELL|8BPWR|9BEXP|aRCR
110	32434 52231	6	   	252.22	DCR|4VULN|2DUR|1TLV	19DUR|2FEWX|389aVULN|4TLV|5BEXP|6RCR|79MLV|9BPWR
111	36315 36112	2	   	252.18	DCR|3VULN|2DMG|2DUR|1AART	18DUR|2MLV|38DMG|4AART|568VULN|7MBVNT|8BPWR|9LHND|aRCR
112	36315 36122	2	   	252.18	DCR|3VULN|2DMG|2DUR|1AART	18DUR|2MLV|38DMG|4AART|568VULN|7MBVNT|8BPWR|9FEWX|aRCR
113	31361 36223	2	   	251.92	DCR|4VULN|2DUR|1TLV	15DUR|2RPLT|3TBNT|4578VULN|5BPWR|6DUST|9TLV|aRCR
114	36112 36161	1	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	18DUR|278DMG|3CGEN|4AART|5LWND|68VULN|8BPWR|9RCR|aLIT
115	36322 12631	4	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DUR|2MLV|38VULN|4LIT|5CDMG|67DMG|9RCR|aTLV
116	31612 53263	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	18DUR|2BELT|3DMG|45aVULN|6TLV|7RCR|9CGEN
117	36323 11314	6	   	250.93	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4LIT|5CGEN|67DMG|7BPWR|9BEXP|aRCR
118	36323 11314	5	   	250.93	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4LIT|5CGEN|67DMG|7BPWR|9BEXP|aRCR
119	36323 11344	6	   	250.93	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4LIT|5CGEN|67DMG|7BPWR|9LHND|aRCR
120	36323 11344	5	   	250.93	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4LIT|5CGEN|67DMG|7BPWR|9LHND|aRCR
121	36323 15314	7	   	250.93	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4LIT|5CGEN|67DMG|7BPWR|9BEXP|aRCR
122	36313 11314	4	   	250.83	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4ERES|5LIT|67DMG|7BPWR|9BEXP|aRCR
123	36313 11344	4	   	250.83	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4ERES|5LIT|67DMG|7BPWR|9LHND|aRCR
124	36323 11314	3	   	250.83	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4ERES|5LIT|67DMG|7BPWR|9BEXP|aRCR
125	36323 11344	3	   	250.83	DCR|3VULN|2DMG|2DUR	17DUR|2MLV|378VULN|4ERES|5LIT|67DMG|7BPWR|9LHND|aRCR
126	36323 11255	5	   	250.68	DCR|3VULN|2DMG|2DUR|1SELL	17DUR|2MLV|37aVULN|4LIT|5CGEN|67DMG|7BPWR|8SELL|9RCR
127	36323 11255	6	   	250.68	DCR|3VULN|2DMG|2DUR|1SELL	17DUR|2MLV|37aVULN|4LIT|5CGEN|67DMG|7BPWR|8SELL|9RCR
128	36313 11235	4	   	250.58	DCR|3VULN|2DMG|2DUR|1SELL	17DUR|2MLV|37aVULN|4ERES|5LIT|67DMG|7BPWR|8SELL|9RCR
129	36323 11235	3	   	250.58	DCR|3VULN|2DMG|2DUR|1SELL	17DUR|2MLV|37aVULN|4ERES|5LIT|67DMG|7BPWR|8SELL|9RCR
130	36316 11511	3	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4ASPD|5LIT|679DMG|7BPWR|8RCR|aLWND
131	36316 11513	3	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4ASPD|5LIT|679DMG|7BPWR|8RCR|aDMSP
132	36321 11511	5	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aLWND
133	36321 11511	6	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aLWND
134	36321 11513	6	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aDMSP
135	36321 11513	5	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aDMSP
136	36321 11514	6	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aBEXP
137	36321 11514	5	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aBEXP
138	36321 11543	6	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|67aDMG|7BPWR|8RCR|9RMIN
139	36321 11543	5	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|67aDMG|7BPWR|8RCR|9RMIN
140	36324 11511	4	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aLWND
141	36324 11513	4	   	250.19	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aDMSP
142	36316 11512	3	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4ASPD|5LIT|679DMG|7BPWR|8RCR|aTBNT
143	36321 11512	5	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aTBNT
144	36321 11512	6	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aTBNT
145	36321 11563	5	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|67aDMG|7BPWR|8RCR|9ERES
146	36321 11563	6	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|67aDMG|7BPWR|8RCR|9ERES
147	36324 11512	4	   	250.09	DCR|2VULN|3DMG|2DUR	17DUR|2MLV|37VULN|4LIT|5ASPD|679DMG|7BPWR|8RCR|aTBNT
148	36326 31125	4	   	249.23	DCR|2VULN|3DUR|1TLV|3LIT|1AART	157DUR|2MLV|37VULN|457LIT|57BPWR|6RCR|8TLV|9ERES|aAART
149	33316 51363	1	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19aDUR|2ZMB|39DMG|4AART|5CGEN|6RCR|7LIT|89VULN|9BPWR
150	63345 23223	1	   	248.99	DCR|5VULN|3CDMG|1AART	128ERES|35678VULN|468CDMG|68BPWR|9RCR|aAART
151	11612 33351	1	 * 	248.99	DCR|4VULN|2DMG|1DUR	18LHND|2BELT|38DMG|4589VULN|6TBNT|7RCR|8BPWR|aDUR
152	31411 34241	1	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2BELT|36TLV|479VULN|5AART|89CGEN|9BPWR|aRCR
153	32421 16332	3	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2FEWX|359VULN|4ZMB|6BEXP|7RCR|89TLV|9BPWR|aAART
154	32441 16332	3	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2FEWX|359VULN|4CGEN|6BEXP|7RCR|89TLV|9BPWR|aAART
155	36341 16332	4	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2MLV|359VULN|4LHND|6BEXP|7RCR|89TLV|9BPWR|aAART
156	36343 16332	3	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2MLV|349VULN|5LHND|6BEXP|7RCR|89TLV|9BPWR|aAART
157	36361 16332	3	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2MLV|359VULN|4DUST|6BEXP|7RCR|89TLV|9BPWR|aAART
158	32633 32524	1	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	17DUR|2DUST|37TLV|4AART|5BBNT|67aVULN|7BPWR|8CGEN|9RCR
159	63323 21341	7	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	19ERES|2BELT|38DUR|49TLV|5AART|679VULN|9BPWR|aRCR
160	11612 33354	1	 * 	248.39	DCR|4VULN|3DMG	18LHND|2BELT|38aDMG|4589VULN|6TBNT|7RCR|8BPWR
161	33262 15631	2	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	14DUR|2CGEN|3CDMG|5LIT|6DMG|78VULN|9RCR|aTLV
162	32413 25432	3	   	248.21	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	17aDUR|2FEWX|37VULN|4CDMG|5TLV|67LIT|7BPWR|8DMSP|9RCR
