0	Index      	 *	Score 	Summary	Detail	
1	42226 26233	 * 	276.40	DCR|DCR|2VULN|1DMG|1AART|1CDMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9CDMG|aAART
18	22471 57243	   	258.49	DCR|DCR|2VULN|1MLV|1AAC	19CGEN|2MBVNT|39VULN|4MLV|5LWND|69RAT|78RCR|9BPWR|aAAC
19	22472 57243	   	258.49	DCR|DCR|2VULN|1MLV|1AAC	19CGEN|2MBVNT|39VULN|4MLV|5BEXP|69RAT|78RCR|9BPWR|aAAC
20	22474 37243	   	258.49	DCR|DCR|2VULN|1MLV|1AAC	19CGEN|2MBVNT|39VULN|4MLV|5RAT|69LHND|78RCR|9BPWR|aAAC
21	22474 37253	   	258.29	DCR|DCR|2VULN|1MLV|1AAC	1CGEN|2MBVNT|39VULN|4MLV|5RAT|6LHND|78RCR|aAAC
22	22284 37227	   	258.29	DCR|DCR|1VULN|1TLV|1MLV|1DUR	1CGEN|2MBVNT|3TLV|4VULN|5RAT|6LHND|78RCR|9MLV|aDUR
23	31244 31533	   	258.20	DCR|DCR|2VULN|1MLV|1DUR|1NUKE	1RCVC|2MLV|3DUR|46VULN|5NUKE|7DLOT|8aRCR|9BEXP
24	22474 37225	 * 	256.94	DCR|DCR|2VULN|2MLV	1CGEN|2MBVNT|3aVULN|49MLV|5RAT|6LHND|78RCR
25	22112 27244	   	255.24	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3BEXP|4aVULN|5RMIN|6RAT|78RCR|9TLV
26	22281 57234	   	255.24	DCR|DCR|2VULN|1TLV|1AAC	1CGEN|2MBVNT|3TLV|4aVULN|5LWND|6RAT|78RCR|9AAC
27	22282 57234	   	255.24	DCR|DCR|2VULN|1TLV|1AAC	1CGEN|2MBVNT|3TLV|4aVULN|5BEXP|6RAT|78RCR|9AAC
28	22284 37215	   	255.24	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3TLV|4aVULN|59RAT|6LHND|78RCR
29	22284 37234	   	255.24	DCR|DCR|2VULN|1TLV|1AAC	1CGEN|2MBVNT|3TLV|4aVULN|5RAT|6LHND|78RCR|9AAC
30	22284 37252	   	255.24	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3TLV|49VULN|5RAT|6LHND|78RCR|aLIT
31	22284 37264	   	255.24	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3TLV|4aVULN|5RAT|6LHND|78RCR|9LIT
32	42123 12333	   	255.19	DCR|DCR|2DMG|1TLV|1AART	15DMG|2ZMB|3TLV|4CGEN|69RCR|7AART|8CANSTR|aASPD
33	45523 12333	   	255.19	DCR|DCR|2DMG|1TLV|1AART	15DMG|2TLV|3ZMB|4CGEN|69RCR|7AART|8CANSTR|aASPD
34	22114 57244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3BEXP|4aVULN|5ERES|6RAT|78RCR|9TLV
35	22283 57234	   	255.14	DCR|DCR|2VULN|1TLV|1AAC	1CGEN|2MBVNT|3TLV|4aVULN|5LEGI|6RAT|78RCR|9AAC
36	22284 37251	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3TLV|49VULN|5RAT|6LHND|78RCR|aAETHUN
37	22284 37254	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3TLV|49VULN|5RAT|6LHND|78RCR|aMDPS
38	22322 37244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3ERES|4RAT|5aVULN|6LHND|78RCR|9TLV
39	22381 57244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3ERES|4aVULN|5LWND|6RAT|78RCR|9TLV
40	22382 57244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3ERES|4aVULN|5BEXP|6RAT|78RCR|9TLV
41	22384 37244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3ERES|4aVULN|5RAT|6LHND|78RCR|9TLV
42	22421 57244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3aVULN|4AME|5LWND|6RAT|78RCR|9TLV
43	22422 57244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3aVULN|4AME|5BEXP|6RAT|78RCR|9TLV
44	22424 37244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3aVULN|4AME|5RAT|6LHND|78RCR|9TLV
45	22884 37244	   	255.14	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3AME|4aVULN|5RAT|6LHND|78RCR|9TLV
46	22383 57244	   	255.04	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3ERES|4aVULN|5LEGI|6RAT|78RCR|9TLV
47	22423 57244	   	255.04	DCR|DCR|2VULN|1TLV	1CGEN|2MBVNT|3aVULN|4AME|5LEGI|6RAT|78RCR|9TLV
48	33461 13135	 * 	254.24	DCR|DCR|2DMG|1VULN|1DUR|1AAC	1RCVC|2AAC|34DMG|5DUR|6aRCR|7VULN|8RAT|9RPLT
49	22281 57243	   	253.02	DCR|DCR|2TLV|1VULN|1AAC	1CGEN|2MBVNT|39TLV|4VULN|5LWND|6RAT|78RCR|aAAC
50	22282 57243	   	253.02	DCR|DCR|2TLV|1VULN|1AAC	1CGEN|2MBVNT|39TLV|4VULN|5BEXP|6RAT|78RCR|aAAC
51	22284 37243	   	253.02	DCR|DCR|2TLV|1VULN|1AAC	1CGEN|2MBVNT|39TLV|4VULN|5RAT|6LHND|78RCR|aAAC
52	22283 57243	   	252.92	DCR|DCR|2TLV|1VULN|1AAC	1CGEN|2MBVNT|39TLV|4VULN|5LEGI|6RAT|78RCR|aAAC
53	41433 12633	   	251.95	DCR|DCR|1VULN|1DMG|1MLV|1AART	1DMG|2RPLT|3MLV|4TSLARM|5DUST|6ERES|79RCR|8VULN|aAART
54	51121 61522	   	251.48	DCR|DCR|2VULN|1MLV	1BELT|2LHND|35VULN|4MLV|6MDPS|7DUST|8ASPD|9aRCR
55	42314 12332	   	251.30	DCR|DCR|2DMG|1MLV|1AART|1AAC	13DMG|23ZMB|3BPWR|4ERES|5MLV|69RCR|7AART|8CANSTR|aAAC
56	22112 27255	   	251.18	DCR|DCR|3VULN	1CGEN|2MBVNT|3BEXP|49aVULN|5RMIN|6RAT|78RCR
57	22322 37255	   	251.08	DCR|DCR|3VULN	1CGEN|2MBVNT|3ERES|4RAT|59aVULN|6LHND|78RCR
58	22424 37255	   	251.08	DCR|DCR|3VULN	1CGEN|2MBVNT|39aVULN|4AME|5RAT|6LHND|78RCR
59	31236 24433	 * 	251.05	DCR|DCR|2MLV|2DUR|1FLTARM	1RCVC|2aMLV|39DUR|4FLTARM|5RMIN|6BOSS|78RCR
60	42221 36214	   	249.20	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|39RAT|4aVULN|5BEXP|6LHND|78RCR
61	42221 36242	   	249.20	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|49VULN|5BEXP|6LHND|78RCR|aLIT
62	42226 26221	   	249.10	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9CGEN|aFEWX
63	42221 36241	   	249.10	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|49VULN|5BEXP|6LHND|78RCR|aAETHUN
64	42226 26211	   	249.00	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9DUST|aRPLT
65	42226 26222	   	249.00	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9CGEN|aDUST
66	42226 26223	   	249.00	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9CGEN|aAEWIND
67	42122 46231	 * 	249.00	DCR|DCR|1VULN|1TLV|1DMG	1DMG|2ZMB|3TLV|4CGEN|5RAT|6MDPS|78RCR|9BBNT|aVULN
68	45113 21533	   	249.00	DCR|DCR|1VULN|1TLV|1DMG	1DMG|2TLV|3AME|4DMSP|5VULN|6CGEN|7DLOT|8aRCR|9BEXP
69	42226 26212	   	248.90	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9DUST|aTBNT
70	42226 26213	   	248.90	DCR|DCR|2VULN|1DMG	1DMG|2ZMB|3RAT|46VULN|5MDPS|78RCR|9DUST|aBBNT
71	33443 12281	   	248.25	DCR|DCR|2DMG|1TLV|1CDMG|1AAC	1RCVC|2AAC|35DMG|4LHND|6aRCR|7TLV|8MBVNT|9CDMG
72	42123 12334	   	248.25	DCR|DCR|2DMG|1TLV|1AART	15DMG|2ZMB|3TLV|4CGEN|69RCR|7AART|8CANSTR|aLIT
73	42123 12336	   	248.25	DCR|DCR|2DMG|1TLV|1AART	15DMG|2ZMB|3TLV|4CGEN|69RCR|7AART|8CANSTR|aRAT
74	42123 12331	   	248.15	DCR|DCR|2DMG|1TLV|1AART	15DMG|2ZMB|3TLV|4CGEN|69RCR|7AART|8CANSTR|aBASICY
75	42123 12335	   	248.15	DCR|DCR|2DMG|1TLV|1AART	15DMG|2ZMB|3TLV|4CGEN|69RCR|7AART|8CANSTR|aDUST
76	45523 12331	   	248.15	DCR|DCR|2DMG|1TLV|1AART	15DMG|2TLV|3ZMB|4CGEN|69RCR|7AART|8CANSTR|aBASICY
