0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53313 22365	4	 * 	291.07	DCR|4VULN|3DUR|2CDMG|1ASPD	128DUR|3LIT|468aVULN|58CDMG|7RCR|8BPWR|9ASPD
24	53311 65331	7	   	277.39	DCR|3VULN|3DUR|1DMG|2CDMG	128DUR|3LIT|458VULN|6RCR|78CDMG|8BPWR|9TBNT|aDMG
25	53313 22331	4	   	277.39	DCR|3VULN|3DUR|1DMG|2CDMG	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9TBNT|aDMG
26	53313 22341	4	   	277.39	DCR|3VULN|3DUR|1DMG|2CDMG	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9BBNT|aDMG
27	53363 22331	3	   	277.39	DCR|3VULN|3DUR|1DMG|2CDMG	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9TBNT|aDMG
28	53363 22341	3	   	277.39	DCR|3VULN|3DUR|1DMG|2CDMG	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9BBNT|aDMG
29	53311 61112	7	   	275.34	DCR|3VULN|2DMG|2DUR|1CDMG	12DUR|3LIT|459VULN|6RCR|7aDMG|8CDMG
30	53311 61112	8	   	275.34	DCR|3VULN|2DMG|2DUR|1CDMG	12DUR|3LIT|459VULN|6RCR|7aDMG|8CDMG
31	63213 22343	4	   	275.06	DCR|4VULN|2CDMG|1TLV|1DUR|2LIT	1RCVC|28LIT|3DUR|4689VULN|58CDMG|7RCR|8BPWR|aTLV
32	63263 22343	3	   	275.06	DCR|4VULN|2CDMG|1TLV|1DUR|2LIT	1RCVC|28LIT|3DUR|4689VULN|58CDMG|7RCR|8BPWR|aTLV
33	52222 22256	3	   	274.69	DCR|4VULN|2DUR|2CDMG|1TLV	17DUR|26CDMG|3MLV|4TLV|5689VULN|6BPWR|aRCR
34	53311 61113	7	   	274.00	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	12DUR|3LIT|459VULN|6RCR|7DMG|8CDMG|aTLV
35	53311 61113	8	   	274.00	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	12DUR|3LIT|459VULN|6RCR|7DMG|8CDMG|aTLV
36	53311 61115	10	   	274.00	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	12DUR|3LIT|45aVULN|6RCR|7DMG|8CDMG|9TLV
37	52134 22341	2	   	273.39	DCR|4VULN|2DUR|2CDMG|2LIT	18DUR|23CDMG|4689VULN|58LIT|7RCR|8BPWR|aLWND
38	52134 22342	2	   	273.39	DCR|4VULN|2DUR|2CDMG|2LIT	18DUR|23CDMG|4689VULN|58LIT|7RCR|8BPWR|aRCVC
39	42112 26336	5	   	273.08	DCR|4VULN|2DUR|3CDMG	178BEXP|278CDMG|3LIT|45DUR|678aVULN|78BPWR|9RCR
40	53313 12326	4	   	271.18	DCR|3VULN|3DUR|1DMG|1CDMG	128DUR|3LIT|48aVULN|5CDMG|6DMG|78ZMB|8BPWR|9RCR
41	53363 12326	3	   	271.18	DCR|3VULN|3DUR|1DMG|1CDMG	128DUR|3LIT|48aVULN|5CDMG|6DMG|78ZMB|8BPWR|9RCR
42	53311 61125	8	   	270.98	DCR|3VULN|3DUR|1DMG|1CDMG	129DUR|3LIT|45aVULN|6RCR|7DMG|8CDMG
43	53311 61125	7	   	270.98	DCR|3VULN|3DUR|1DMG|1CDMG	129DUR|3LIT|45aVULN|6RCR|7DMG|8CDMG
44	52134 22316	2	   	270.71	DCR|3VULN|2DUR|2CDMG|1DMG|2LIT	18DUR|23CDMG|468VULN|58LIT|7RCR|8BPWR|9DUST|aDMG
45	52134 22332	2	   	270.71	DCR|3VULN|2DUR|1DMG|2CDMG|2LIT	18DUR|23CDMG|468VULN|58LIT|7RCR|8BPWR|9ERES|aDMG
46	34532 52132	2	   	268.84	DCR|3VULN|3DUR|1DMG|2CDMG|1NUKE|1SELL	1NUKE|2aCDMG|3DMG|45aVULN|6RCR|79aDUR|8SELL|aBPWR
47	53311 65112	8	   	268.76	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	12DUR|3LIT|459VULN|6RCR|7CDMG|8ASPD|aDMG
48	53311 66112	7	   	268.76	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	12DUR|3LIT|459VULN|6RCR|7ASPD|8CDMG|aDMG
49	53311 66112	8	   	268.76	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	12DUR|3LIT|459VULN|6RCR|7ASPD|8CDMG|aDMG
50	52111 12365	6	   	268.67	DCR|3VULN|3DUR|2LIT|1CDMG|1ASPD	148DUR|2CDMG|38LIT|5DMSP|68aVULN|7RCR|8BPWR|9ASPD
51	52321 52351	6	   	268.52	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	157DUR|2CDMG|3AART|489VULN|6RCR|aTLV
52	52113 13322	7	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	148DUR|28CDMG|3LIT|5ASPD|6RMIN|78aVULN|8BPWR|9RCR
53	52113 13322	6	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	148DUR|28CDMG|3LIT|5ASPD|6RMIN|78aVULN|8BPWR|9RCR
54	53313 22362	4	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ASPD|aFEWX
55	53313 22363	4	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ASPD|aLHND
56	53363 22362	3	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ASPD|aFEWX
57	53363 22363	3	   	268.43	DCR|3VULN|3DUR|2CDMG|1ASPD	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ASPD|aLHND
58	52116 23322	7	   	268.41	DCR|2VULN|3DUR|2DMG|2LIT|1CDMG	148DUR|2CDMG|38LIT|5MLV|6aVULN|78DMG|8BPWR|9RCR
59	53313 22364	4	   	268.33	DCR|3VULN|3DUR|2CDMG|1ASPD|1NUKE	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ASPD|aNUKE
60	36322 62623	5	   	268.10	DCR|4VULN|2DUR|2CDMG|1NUKE|1AART	1NUKE|289aVULN|3CGEN|49DUR|5AART|6RCR|79CDMG|9BPWR
61	53313 22353	4	   	267.09	DCR|3VULN|3DUR|2CDMG|1AART	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9RCVC|aAART
62	53363 22353	3	   	267.09	DCR|3VULN|3DUR|2CDMG|1AART	128DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9RCVC|aAART
63	52134 22363	2	   	267.00	DCR|3VULN|2DUR|2CDMG|1TLV|2LIT	18DUR|23CDMG|468VULN|58LIT|7RCR|8BPWR|9LWND|aTLV
64	52141 12343	6	   	267.00	DCR|3VULN|2DUR|2CDMG|1TLV|2LIT	18DUR|24CDMG|38LIT|5DMSP|689VULN|7RCR|8BPWR|aTLV
65	62313 22341	4	   	266.84	DCR|4VULN|2DUR|2CDMG	1RCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR|aLWND
66	62313 22342	4	   	266.84	DCR|4VULN|2DUR|2CDMG	1aRCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR
67	62363 22341	3	   	266.84	DCR|4VULN|2DUR|2CDMG	1RCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR|aLWND
68	62363 22342	3	   	266.84	DCR|4VULN|2DUR|2CDMG	1aRCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR
69	53311 63231	9	   	266.74	DCR|4VULN|2DUR|1DMG	12DUR|3LIT|4589VULN|6RCR|7BEXP|aDMG
70	53311 63233	10	   	266.74	DCR|4VULN|2DUR|1DMG	12DUR|3LIT|4589VULN|6RCR|7BEXP|aDMG
71	62313 22344	4	   	266.74	DCR|4VULN|2DUR|2CDMG	1RCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR|aERES
72	62313 22345	4	   	266.74	DCR|4VULN|2DUR|2CDMG	1RCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR|aTBNT
73	62313 22346	4	   	266.74	DCR|4VULN|2DUR|2CDMG|1NUKE	1RCVC|28DUR|3LIT|4689VULN|58CDMG|7RCR|8BPWR|aNUKE
74	42112 26334	5	   	266.69	DCR|3VULN|2DUR|3CDMG|1TLV	178BEXP|278CDMG|3LIT|45DUR|678VULN|78BPWR|9RCR|aTLV
75	14113 16622	6	   	266.66	DCR|4VULN|3DUR|2LIT	1RPLT|237DUR|478aVULN|5DMSP|67LIT|7BPWR|9RCR
76	14113 16622	5	   	266.66	DCR|4VULN|3DUR|2LIT	1RPLT|237DUR|478aVULN|5DMSP|67LIT|7BPWR|9RCR
77	14116 16322	4	   	266.66	DCR|4VULN|3DUR|2LIT	18RPLT|237DUR|457aVULN|67LIT|7BPWR|9RCR
78	14126 16322	3	   	266.66	DCR|4VULN|3DUR|2LIT	18RPLT|237DUR|457aVULN|67LIT|7BPWR|9RCR
79	14226 16322	2	   	266.66	DCR|4VULN|3DUR|2LIT	18RPLT|237DUR|457aVULN|67LIT|7BPWR|9RCR
80	53313 26622	6	   	266.66	DCR|4VULN|3DUR|2LIT	127DUR|37LIT|478aVULN|5RPLT|6DMSP|7BPWR|9RCR
81	52613 33252	8	   	265.41	DCR|4VULN|3DUR|1CDMG|1SELL	18aDUR|2CDMG|3RMIN|48aZMB|589aVULN|6SELL|7RCR|8aBPWR
82	52222 22353	3	   	265.27	DCR|3VULN|3DUR|2CDMG|1TLV	178DUR|26CDMG|3MLV|4TLV|56aVULN|6BPWR|9RCR
83	52632 12233	2	   	265.15	DCR|4VULN|3DUR|1CDMG	137DUR|2CDMG|459aVULN|6DUST|8RCR
84	53311 61111	10	   	264.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	12DUR|3LIT|45VULN|6RCR|7aDMG|8CDMG|9TLV
85	53311 61116	9	   	264.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	12DUR|3LIT|45VULN|6RCR|7aDMG|8CDMG|9TLV
86	62313 22366	4	   	264.27	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|28DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9LWND|aDMG
87	51143 12235	4	   	264.18	DCR|3VULN|3DUR|1DMG|2LIT	169DUR|27FEWX|39LIT|469VULN|5BELT|69BPWR|8RCR|aDMG
88	62311 65332	7	   	264.17	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|28DUR|3LIT|458VULN|6RCR|78CDMG|8BPWR|9ERES|aDMG
89	62313 22316	4	   	264.17	DCR|3VULN|2DUR|2CDMG|1DMG	1RCVC|28DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9DUST|aDMG
90	62313 22332	4	   	264.17	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|28DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ERES|aDMG
91	62363 22316	3	   	264.17	DCR|3VULN|2DUR|2CDMG|1DMG	1RCVC|28DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9DUST|aDMG
92	62363 22332	3	   	264.17	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|28DUR|3LIT|468VULN|58CDMG|7RCR|8BPWR|9ERES|aDMG
93	53311 61114	7	   	264.07	DCR|3VULN|2DUR|2CDMG|1DMG	12DUR|3LIT|459VULN|6RCR|7DMG|8aCDMG
94	53311 61114	8	   	264.07	DCR|3VULN|2DUR|2CDMG|1DMG	12DUR|3LIT|459VULN|6RCR|7DMG|8aCDMG
95	53313 22315	4	   	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	128DUR|3aLIT|468VULN|58CDMG|7RCR|8BPWR|9BEXP
96	53363 22315	3	   	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	128DUR|3aLIT|468VULN|58CDMG|7RCR|8BPWR|9BEXP
97	52132 26331	5	   	263.67	DCR|3VULN|3DUR|3CDMG	178DUR|278CDMG|3LIT|4LWND|5RCVC|678VULN|78BPWR|9RCR|aMLV
98	52132 26332	5	   	263.67	DCR|3VULN|3DUR|3CDMG	178DUR|278CDMG|3LIT|4LWND|5RCVC|678VULN|78BPWR|9RCR|aFEWX
99	52132 26333	5	   	263.67	DCR|3VULN|3DUR|3CDMG	178DUR|278CDMG|3LIT|4LWND|5RCVC|678VULN|78BPWR|9RCR|aZMB
100	52132 26335	5	   	263.67	DCR|3VULN|3DUR|3CDMG	178DUR|278CDMG|3LIT|4LWND|5RCVC|678VULN|78BPWR|9RCR|aCGEN
101	42112 26332	5	   	263.67	DCR|3VULN|3DUR|3CDMG	178BEXP|278CDMG|3LIT|45aDUR|678VULN|78BPWR|9RCR
102	52136 13336	7	   	263.57	DCR|3VULN|3DUR|3CDMG	158DUR|268CDMG|3LIT|45LWND|58BPWR|78aVULN|9RCR
103	52136 13336	6	   	263.57	DCR|3VULN|3DUR|3CDMG	158DUR|268CDMG|3LIT|45LWND|58BPWR|78aVULN|9RCR
104	62163 26331	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LEGI|4LIT|578CDMG|678VULN|78BPWR|9RCR|aMLV
105	62163 26332	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LEGI|4LIT|578CDMG|678VULN|78BPWR|9RCR|aFEWX
106	62163 26333	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LEGI|4LIT|578CDMG|678VULN|78BPWR|9RCR|aZMB
107	62323 26331	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LIT|4LEGI|578CDMG|678VULN|78BPWR|9RCR|aMLV
108	62323 26332	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LIT|4LEGI|578CDMG|678VULN|78BPWR|9RCR|aFEWX
109	62323 26333	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LIT|4LEGI|578CDMG|678VULN|78BPWR|9RCR|aZMB
110	62323 26335	4	   	263.57	DCR|3VULN|3DUR|3CDMG	1RCVC|278DUR|3LIT|4LEGI|578CDMG|678VULN|78BPWR|9RCR|aCGEN
111	52112 13336	6	   	263.47	DCR|3VULN|3DUR|3CDMG	148DUR|268CDMG|3LIT|5BEXP|78aVULN|8BPWR|9RCR
112	52112 13336	7	   	263.47	DCR|3VULN|3DUR|3CDMG	148DUR|268CDMG|3LIT|5BEXP|78aVULN|8BPWR|9RCR
113	52114 13336	6	   	263.37	DCR|3VULN|3DUR|3CDMG	148DUR|268CDMG|3LIT|5DUST|78aVULN|8BPWR|9RCR
114	14311 11235	6	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3AART|48LWND|56aVULN|7aDMG|9RCR|aBPWR
115	14311 15235	7	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3AART|48LWND|56aVULN|7aDMG|9RCR|aBPWR
116	14311 15235	8	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3AART|4LWND|56aVULN|7aDMG|8DMSP|9RCR|aBPWR
117	36226 11632	10	 * 	263.05	ACR|5VULN|3DMG|2LIT|1NUKE	1NUKE|2689aVULN|3RCR|4aLIT|57aDMG|aBPWR
118	53311 63236	10	   	262.93	DCR|4VULN|2DUR|1TLV	12DUR|3LIT|4589VULN|6RCR|7BEXP|aTLV
119	42123 36336	5	 * 	261.79	DCR|5VULN|3CDMG	178BEXP|278CDMG|3LIT|4LWND|5678aVULN|78BPWR|9RCR
120	36643 23321	7	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG|1NUKE	1NUKE|28VULN|368DUR|4CDMG|5LIT|78DMG|8BPWR|9RCR|aZMB
121	36643 23323	7	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG|1NUKE	1NUKE|28VULN|368DUR|4CDMG|5LIT|78DMG|8BPWR|9RCR|aBEXP
