0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43241 33223	3	 * 	303.02	DCR|3VULN|3DUR|2DMG|3LIT|1TLV	146DUR|279LIT|3TLV|569VULN|69BPWR|89DMG|aRCR
117	11413 21525	4	   	276.32	DCR|4VULN|2DMG|2DUR	1RPLT|235FEWX|358BPWR|4589VULN|68DMG|78DUR|aRCR
118	21621 16311	5	   	276.28	DCR|3VULN|3DUR|1DMG|1TLV|1ASPD	125VULN|3TLV|48aDUR|6RCR|7DMG|9ASPD
119	21141 21522	2	 * 	276.26	DCR|4VULN|2DMG|2ASPD	124aVULN|3AART|5aASPD|6BELT|7aDMG|8RCR|9RPLT|aBPWR
120	21141 21522	1	   	276.26	DCR|4VULN|2DMG|2ASPD	124aVULN|3AART|5aASPD|6BELT|7aDMG|8RCR|9RPLT|aBPWR
121	21611 55221	10	   	276.21	DCR|4VULN|2ASPD|1TLV|1DUR|2LIT	1267VULN|3TLV|49ASPD|56LIT|6BPWR|8DUR|aRCR
122	21621 13314	10	   	276.16	DCR|4VULN|3DUR|1TLV	1256VULN|3TLV|479DUR|8RCR|aLIT
123	41131 13346	5	   	276.02	DCR|4VULN|2DMG|2DUR	1aDUR|245aVULN|3ERES|6RCR|7LHND|8aDMG|9BBNT|aBPWR
124	41131 13366	5	   	276.02	DCR|4VULN|2DMG|2DUR	1aDUR|245aVULN|3ERES|6RCR|7LHND|8aDMG|9TBNT|aBPWR
125	41131 22346	7	   	276.02	DCR|4VULN|2DMG|2DUR	1aDUR|245aVULN|3ERES|6LHND|7RCR|8aDMG|9BBNT|aBPWR
126	41131 22366	7	   	276.02	DCR|4VULN|2DMG|2DUR	1aDUR|245aVULN|3ERES|6LHND|7RCR|8aDMG|9TBNT|aBPWR
127	21326 42136	8	   	276.01	DCR|3VULN|2DMG|3CDMG|1TLV|1ASPD	127VULN|3ASPD|47DMG|567CDMG|7BPWR|8CGEN|9TLV|aRCR
128	21111 33131	3	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	129aVULN|3aDUR|4LWND|5LHND|6aDMG|7RCR|8SELL|aBPWR
129	21152 33131	3	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	129aVULN|3aDUR|4LHND|5LWND|6aDMG|7RCR|8SELL|aBPWR
130	41342 33131	1	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	1aDUR|249aVULN|3LHND|5LWND|6aDMG|7RCR|8SELL|aBPWR
131	41342 33131	2	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	1aDUR|249aVULN|3LHND|5LWND|6aDMG|7RCR|8SELL|aBPWR
132	21326 42632	7	   	275.91	DCR|3VULN|2DMG|3CDMG|1DUR|1ASPD	127VULN|3ASPD|47DMG|567CDMG|7BPWR|8RCR|9DUST|aDUR
133	43232 31215	5	   	275.36	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1aDUR|27aLIT|3TLV|4AART|5CDMG|68aVULN|9RCR|aBPWR
134	43232 41215	5	   	275.36	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1aDUR|26aLIT|3TLV|4AART|5CDMG|78aVULN|9RCR|aBPWR
135	43232 51215	6	   	275.36	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1aDUR|27aLIT|3TLV|4AART|5CDMG|68aVULN|9RCR|aBPWR
136	43232 61215	6	   	275.36	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1aDUR|26aLIT|3TLV|4AART|5CDMG|78aVULN|9RCR|aBPWR
137	21132 22254	2	   	275.01	DCR|4VULN|2DMG|2TLV	126aVULN|3AART|48CGEN|5aDMG|7RCR|9aTLV|aBPWR
138	21132 22254	1	   	275.01	DCR|4VULN|2DMG|2TLV	126aVULN|3AART|48CGEN|5aDMG|7RCR|9aTLV|aBPWR
139	43221 31112	3	   	274.98	DCR|3VULN|3DUR|2TLV|2LIT|1ASPD	168DUR|24LIT|38TLV|568VULN|68BPWR|7BBNT|9RCR|aASPD
140	21621 13314	8	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1256VULN|3TLV|47DUR|8RCR|9MLV|aDMG
141	21621 13354	8	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1256VULN|3TLV|47DUR|8RCR|9RMIN|aDMG
142	21621 16353	5	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	125aVULN|3TLV|48DUR|6RCR|7DMG|9RMIN
143	21621 16151	5	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1258VULN|3TLV|4aDUR|6RCR|7DMG|9RMIN
144	21326 42341	8	   	274.61	DCR|3VULN|2DMG|3CDMG|2LIT|1ASPD	127VULN|3ASPD|47DMG|567CDMG|7BPWR|89LIT|aRCR
145	21613 43261	3	   	274.59	DCR|4VULN|2DUR|2CDMG|1TLV	129aVULN|3TLV|4MBVNT|5TBNT|6aCDMG|7aDUR|8RCR|aBPWR
146	23113 43261	1	   	274.59	DCR|4VULN|2DUR|2CDMG|1TLV	139aVULN|2TLV|4MBVNT|5TBNT|6aCDMG|7aDUR|8RCR|aBPWR
147	21111 33223	8	   	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	12578VULN|3DUR|4ASPD|6DMG|9LWND|aRCR
148	21111 33253	9	   	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	12578VULN|3DUR|4ASPD|6DMG|9FEWX|aRCR
149	21355 33223	8	   	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	12478VULN|3ASPD|5DUR|6DMG|9LWND|aRCR
150	21355 33253	9	   	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	12478VULN|3ASPD|5DUR|6DMG|9FEWX|aRCR
151	41131 16113	5	   	274.30	DCR|5VULN|1DMG|1DUR|1ASPD	1DUR|2458aVULN|3ERES|6RCR|7DMG|9ASPD
152	41131 33213	7	   	274.30	DCR|5VULN|1DMG|1DUR|1ASPD	1DUR|2457aVULN|3ERES|6DMG|8RCR|9ASPD
153	41136 16113	5	   	274.30	DCR|5VULN|1DMG|1DUR|1ASPD	1DUR|2458aVULN|35ERES|5BPWR|6RCR|7DMG|9ASPD
154	41136 33213	7	   	274.30	DCR|5VULN|1DMG|1DUR|1ASPD	1DUR|2457aVULN|35ERES|5BPWR|6DMG|8RCR|9ASPD
155	21621 16113	8	   	274.30	DCR|5VULN|2TLV|1DUR|1ASPD	12569VULN|39TLV|4DUR|7ASPD|89ERES|9BPWR|aRCR
156	21621 16113	7	   	274.30	DCR|5VULN|2TLV|1DUR|1ASPD	12569VULN|39TLV|4DUR|7ASPD|89ERES|9BPWR|aRCR
157	23125 16253	1	   	274.16	DCR|5VULN|2DUR|1TLV	1367aVULN|2TLV|47ERES|57DUR|7BPWR|8RCR|9RMIN
158	21221 62613	9	   	274.16	DCR|5VULN|2DUR|1TLV	1269aVULN|3LWND|48DUR|5TLV|7RCR
159	21221 62616	10	   	274.16	DCR|5VULN|2DUR|1TLV	1269aVULN|3LWND|48DUR|5TLV|7RCR
160	21221 62643	8	   	274.16	DCR|5VULN|2DUR|1TLV	1269aVULN|3LWND|48DUR|5TLV|7RCR
161	21421 62613	9	   	274.16	DCR|5VULN|2DUR|1TLV	1269aVULN|3BEXP|48DUR|5TLV|7RCR
162	21621 13323	8	   	274.16	DCR|5VULN|2DUR|1TLV	1256aVULN|3TLV|47DUR|8RCR|9BEXP
163	21621 13333	9	   	274.16	DCR|5VULN|2DUR|1TLV	1256aVULN|3TLV|47DUR|8RCR|9LWND
164	21621 13336	10	   	274.16	DCR|5VULN|2DUR|1TLV	1256aVULN|3TLV|47DUR|8RCR|9LWND
165	21621 13343	9	   	274.16	DCR|5VULN|2DUR|1TLV	1256aVULN|3TLV|47DUR|8RCR|9BEXP
166	21621 13346	10	   	274.16	DCR|5VULN|2DUR|1TLV	1256aVULN|3TLV|47DUR|8RCR|9BEXP
167	21621 22613	9	   	274.16	DCR|5VULN|2DUR|1TLV	1259aVULN|3TLV|48DUR|6LHND|7RCR
168	21621 22616	10	   	274.16	DCR|5VULN|2DUR|1TLV	1259aVULN|3TLV|48DUR|6LHND|7RCR
169	21621 22643	8	   	274.16	DCR|5VULN|2DUR|1TLV	1259aVULN|3TLV|48DUR|6LHND|7RCR
170	21621 52613	9	   	274.16	DCR|5VULN|2DUR|1TLV	1259aVULN|3TLV|48DUR|6BEXP|7RCR
171	21622 62613	9	   	274.16	DCR|5VULN|2DUR|1TLV	1269aVULN|3TLV|48DUR|5LHND|7RCR
172	43231 21215	5	   	274.06	DCR|3VULN|2DUR|2TLV|2LIT|1CDMG	1aDUR|2aLIT|35TLV|4AART|6CDMG|78aVULN|9RCR|aBPWR
173	43232 52215	7	   	274.06	DCR|3VULN|2DUR|2TLV|2LIT|1CDMG	1aDUR|2aLIT|37TLV|4AART|5CDMG|68aVULN|9RCR|aBPWR
174	21111 13353	10	   	273.93	DCR|4VULN|2DUR|1TLV|1ASPD	1256VULN|37DUR|4ASPD|8RCR|9LIT|aTLV
175	21355 13353	10	   	273.93	DCR|4VULN|2DUR|1TLV|1ASPD	1246VULN|3ASPD|57DUR|8RCR|9LIT|aTLV
176	21621 13363	8	   	273.93	DCR|4VULN|2DUR|1TLV|1ASPD	1256VULN|3TLV|47DUR|8RCR|9ASPD|aLIT
177	21621 16361	10	   	273.93	DCR|4VULN|2DUR|1TLV|1ASPD	1256VULN|3TLV|49DUR|7ASPD|8LIT|aRCR
178	41315 15122	10	   	273.91	DCR|3VULN|3DUR|1TLV|2LIT|1CDMG	17aDUR|247VULN|3CDMG|5TLV|67LIT|7BPWR|8CGEN|9RCR
179	41315 15322	10	   	273.81	DCR|3VULN|3DUR|1TLV|2LIT|1CDMG	17aDUR|247VULN|3CDMG|5TLV|67LIT|7BPWR|8ERES|9RCR
180	21221 62542	10	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1269VULN|3LWND|4DUR|5TLV|7RCR|8CDMG|aDMG
181	21621 16216	5	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	125aVULN|3TLV|4DUR|6RCR|7DMG|8CDMG|9CGEN
