0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42613 23312	10	 * 	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	1RCVC|245DMG|35DUR|5BPWR|679VULN|8CDMG|aRCR
38	32435 22263	10	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2LIT|3RCVC|47aVULN|5ASPD|6ZMB|8RCR|9aDMG|aBPWR
39	32435 22263	9	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2LIT|3RCVC|47aVULN|5ASPD|6ZMB|8RCR|9aDMG|aBPWR
40	32535 22223	8	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2LIT|3DMSP|47aVULN|5ASPD|6ZMB|8RCR|9aDMG|aBPWR
41	32535 22263	9	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2LIT|3DMSP|47aVULN|5ASPD|6ZMB|8RCR|9aDMG|aBPWR
42	32535 22263	10	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2LIT|3DMSP|47aVULN|5ASPD|6ZMB|8RCR|9aDMG|aBPWR
43	42632 13141	2	   	261.71	DCR|3VULN|3DMG|1CDMG|1AART	1RCVC|248DMG|3CDMG|58aVULN|68LHND|7AART|8BPWR|9RCR
44	33132 24162	4	   	261.54	DCR|4VULN|2DMG|1TLV	1TLV|2DMSP|3RMIN|4689VULN|56DMG|6BPWR|7LWND|aRCR
45	33522 24162	3	   	261.54	DCR|4VULN|2DMG|1TLV	1TLV|2DMSP|3689VULN|4RMIN|56DMG|6BPWR|7LWND|aRCR
46	42632 23141	2	   	261.51	DCR|3VULN|3DMG|1CDMG|1AART	1RCVC|248DMG|3CDMG|58aVULN|68DUST|7AART|8BPWR|9RCR
47	11641 41222	9	   	261.44	DCR|4VULN|2DMG|1DUR	18DUST|2589VULN|3BEXP|4DUR|68DMG|7RCVC|8BPWR|aRCR
48	11641 41232	8	   	261.44	DCR|4VULN|2DMG|1DUR	18DUST|2589VULN|3BEXP|4DUR|68DMG|7RCVC|8BPWR|aRCR
49	11641 41332	6	   	261.44	DCR|4VULN|2DMG|1DUR	17DUST|2579VULN|38BEXP|4DUR|67DMG|7BPWR|aRCR
50	11641 43212	9	   	261.44	DCR|4VULN|2DMG|1DUR	18DUST|2578VULN|3BEXP|4DUR|68DMG|8BPWR|9DMSP|aRCR
51	34536 32123	1	   	261.18	DCR|4VULN|1DMG|2AART|1TLV	1TLV|23AART|468aVULN|5BBNT|7DMG|9RCR
52	11326 26112	8	 * 	260.01	DCR|4VULN|3DUR	19aDUST|259aVULN|3RPLT|4LIT|6BEXP|7RCR|89aDUR|9aBPWR
53	11326 26512	7	   	260.01	DCR|4VULN|3DUR	19aDUST|259aVULN|3RPLT|4LIT|6BEXP|7RCR|89aDUR|9aBPWR
54	11331 26112	8	   	260.01	DCR|4VULN|3DUR	19aDUST|249aVULN|3RPLT|5LIT|6BEXP|7RCR|89aDUR|9aBPWR
55	11331 26512	7	   	260.01	DCR|4VULN|3DUR	19aDUST|249aVULN|3RPLT|5LIT|6BEXP|7RCR|89aDUR|9aBPWR
56	15326 26112	8	   	260.01	DCR|4VULN|3DUR	19aDUST|2RPLT|359aVULN|4LIT|6BEXP|7RCR|89aDUR|9aBPWR
57	15331 26112	8	   	260.01	DCR|4VULN|3DUR	19aDUST|2RPLT|349aVULN|5LIT|6BEXP|7RCR|89aDUR|9aBPWR
58	15331 26512	7	   	260.01	DCR|4VULN|3DUR	19aDUST|2RPLT|349aVULN|5LIT|6BEXP|7RCR|89aDUR|9aBPWR
59	11643 63212	8	 * 	259.59	DCR|4VULN|2DUR|2ASPD	18DUST|2678VULN|3BEXP|49DUR|58ASPD|8BPWR|aRCR
60	14343 31533	8	 * 	259.45	DCR|4VULN|3CDMG|1DUR|1AART	1DUST|2AART|357aVULN|456CDMG|5BPWR|8RCR|9DUR
61	31533 33343	1	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3RCVC|4589VULN|5BPWR|6DMG|7LWND|aRCR
62	32433 33343	4	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3RCVC|4589VULN|5BPWR|6DMG|7LWND|aRCR
63	32433 33343	3	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3RCVC|4589VULN|5BPWR|6DMG|7LWND|aRCR
64	32533 33343	4	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3DMSP|4589VULN|5BPWR|6DMG|7LWND|aRCR
65	32533 33343	3	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3DMSP|4589VULN|5BPWR|6DMG|7LWND|aRCR
66	32533 33343	2	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|25LIT|3RCVC|4589VULN|5BPWR|6DMG|7LWND|aRCR
67	33333 33343	2	   	258.81	DCR|4VULN|1DMG|1TLV|2LIT	1TLV|2DMSP|35LIT|4589VULN|5BPWR|6DMG|7LWND|aRCR
68	11131 45622	3	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	135DUST|239VULN|39BPWR|49DMG|6RMIN|7RCR|89TLV|aDUR
69	42153 63213	10	 * 	258.58	DCR|2VULN|3DMG|3ASPD|1DUR	1RCVC|25aDMG|3RMIN|45aASPD|5aBPWR|6DUR|7CGEN|8aVULN|9RCR
70	11641 43112	8	   	258.34	DCR|4VULN|2DUR|1DMG	1DUST|2578VULN|3BEXP|49DUR|6DMG|aRCR
71	32522 66323	1	 * 	258.27	DCR|3VULN|3DMG|3TLV	17aTLV|2BBNT|37aVULN|4LWND|5BEXP|67aDMG|7aBPWR|8RCR|9TBNT
72	11114 11166	10	   	258.08	DCR|5VULN|1DUR|2LIT	13DUST|2369aVULN|3BPWR|47LIT|5DUR|8RCR
73	14323 26214	7	   	257.91	DCR|4VULN|1DUR|1TLV|1AART	1DUST|2AART|3678VULN|4TLV|5DUR|9RCR|aLIT
74	34532 43112	1	   	257.47	DCR|4VULN|2AART|1TLV|1DUR	1TLV|23AART|467aVULN|5DUR|8LHND|9RCR
75	34532 43312	1	   	257.47	DCR|4VULN|2AART|1TLV|1DUR	1TLV|23AART|467aVULN|5DUR|8LWND|9RCR
76	34532 41212	1	   	257.47	DCR|4VULN|2AART|1TLV|1DUR	1TLV|23AART|468aVULN|5DUR|7BEXP|9RCR
77	11334 31114	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DUST|2467VULN|3RPLT|5DUR|8DMG|9RCR|aCDMG
78	15334 31114	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DUST|2RPLT|3467VULN|5DUR|8DMG|9RCR|aCDMG
79	14323 36212	7	   	257.37	DCR|4VULN|2AART|1TLV|1DUR	1DUST|26AART|378aVULN|4TLV|5DUR|9RCR
80	14422 36212	7	   	257.37	DCR|4VULN|2AART|1TLV|1DUR	1DUST|26AART|3DUR|478aVULN|5TLV|9RCR
81	11131 25214	3	   	257.37	DCR|3VULN|2DMG|2TLV|2LIT	135DUST|23aVULN|3aBPWR|49DMG|6aTLV|7RCR|8aLIT
82	42251 42123	6	 * 	257.23	DCR|4VULN|2TLV|1DMG|1AART	1RCVC|2DMG|3AART|468aVULN|56TLV|6BPWR|7BBNT|9RCR
83	33253 43622	7	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1TLV|2DMSP|3AART|467VULN|56DMG|6BPWR|8LIT|9RCR|aFEWX
84	32155 22324	7	   	256.85	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1TLV|29LIT|3CDMG|4LHND|59VULN|6BELT|7DUR|89DMG|9BPWR|aRCR
85	32165 22324	7	   	256.85	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1TLV|29LIT|3CDMG|4LWND|59VULN|6BELT|7DUR|89DMG|9BPWR|aRCR
86	11241 41513	6	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	17DUST|257VULN|3LWND|4DUR|67DMG|7BPWR|8LIT|9RCR|aAART
87	33253 43623	7	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1TLV|2DMSP|3AART|467VULN|56DMG|6BPWR|8LIT|9RCR|aDUST
88	14331 22154	10	 * 	256.70	DCR|5VULN|1DMG|1AART	157DUST|2AART|34579VULN|579BPWR|6RMIN|8RCR|aDMG
89	14333 46232	7	   	256.70	DCR|5VULN|1DMG|1AART	1DUST|2AART|3478aVULN|5DMG|6RCR|9FEWX
90	14333 46211	8	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	1DUST|2AART|347VULN|5aDMG|6RCR|8DUR|9LIT
91	11114 14133	9	   	256.24	DCR|4VULN|2DUR|1AART	13DUST|236aVULN|3BPWR|4LIT|57DUR|8RCR|9AART
92	33253 42523	6	   	256.23	DCR|3VULN|2DMG|2AART|1TLV	1TLV|2DMSP|38AART|46aVULN|56DMG|6BPWR|7BBNT|9RCR
93	33333 35543	2	   	256.13	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	18TLV|2DMSP|35LIT|459VULN|5BPWR|6DMG|7DUR|aRCR
94	33516 23613	10	 * 	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1aTLV|2DMSP|37aVULN|4DMG|5BEXP|6RCVC|8aDUR|9RCR|aBPWR
95	11116 22663	9	   	255.95	DCR|5VULN|1ASPD|1AART	13DUST|2378aVULN|3BPWR|4LIT|5ASPD|6AART|9RCR
96	11116 22663	7	   	255.95	DCR|5VULN|1ASPD|1AART	13DUST|2378aVULN|3BPWR|4LIT|5ASPD|6AART|9RCR
97	11116 22663	8	   	255.95	DCR|5VULN|1ASPD|1AART	13DUST|2378aVULN|3BPWR|4LIT|5ASPD|6AART|9RCR
98	42613 21312	10	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	17RCVC|245DMG|35DUR|5BPWR|69VULN|8CDMG|aRCR
99	42613 23342	10	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	1RCVC|245DMG|35DUR|5BPWR|67VULN|8CDMG|9BEXP|aRCR
100	33516 33613	10	 * 	255.86	DCR|3VULN|2DUR|3TLV|1DMG	16aTLV|2DMSP|37aVULN|4DMG|5BEXP|8aDUR|9RCR|aBPWR
101	11345 22143	4	 * 	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	17DUST|28aVULN|3RPLT|47DUR|57CDMG|6RCR|7BPWR|9DMG
102	23253 42523	6	   	255.64	DCR|3VULN|3DMG|2AART	1aERES|2DMSP|38AART|46aVULN|56aDMG|6aBPWR|7BBNT|9RCR
103	42333 12624	5	 * 	255.55	DCR|2VULN|3DMG|3DUR	13RCVC|257DMG|457DUR|57BPWR|6RPLT|8aVULN|9RCR
104	42613 11622	8	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|245DMG|356DUR|56BPWR|79VULN|8RCR|aFEWX
105	42613 11623	8	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|245DMG|356DUR|56BPWR|79VULN|8RCR|aDMSP
106	42613 21236	6	   	255.45	DCR|2VULN|3DMG|3DUR|1NUKE	1RCVC|245DMG|357DUR|57BPWR|67VULN|8NUKE|9RPLT|aRCR
107	42613 11152	9	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|245DMG|356DUR|568BPWR|78VULN|9LHND|aRCR
108	42613 11152	8	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|245DMG|356DUR|568BPWR|78VULN|9BEXP|aRCR
109	42613 11162	9	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|245DMG|356DUR|568BPWR|78VULN|9LWND|aRCR
110	14322 22443	9	   	255.43	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1DUST|2AART|369VULN|4TLV|5ASPD|7RCR|8CDMG|aDMG
111	14322 22463	8	   	255.43	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1DUST|2AART|369VULN|4TLV|5ASPD|7RCR|8CDMG|aDMG
112	11112 12244	6	   	255.25	DCR|5VULN|1DMG	135DUST|2367aVULN|3BPWR|4LIT|8DMG|9RCR
113	11112 32244	5	   	255.25	DCR|5VULN|1DMG	135DUST|2367aVULN|3BPWR|4LIT|8DMG|9RCR
114	11131 12244	3	   	255.25	DCR|5VULN|1DMG	135DUST|2367aVULN|3BPWR|4DMG|8LIT|9RCR
115	11131 15144	3	   	255.25	DCR|5VULN|1DMG	135DUST|2368aVULN|3BPWR|4DMG|7LIT|9RCR
116	14313 46323	9	   	254.84	DCR|3VULN|2DMG|2AART|2LIT	19DUST|24AART|37aVULN|59DMG|6RCR|89LIT|9BPWR
117	14333 42142	9	   	254.75	DCR|4VULN|2DMG|1AART	1DUST|2AART|349aVULN|58DMG|6RCR|7LHND
118	14333 42162	8	   	254.75	DCR|4VULN|2DMG|1AART	1DUST|2AART|349aVULN|58DMG|6RCR|7LHND
119	23253 42124	6	   	254.75	DCR|4VULN|2DMG|1AART	1ERES|2DMSP|3AART|468aVULN|56DMG|6BPWR|7BBNT|9RCR
120	23255 42123	5	   	254.75	DCR|4VULN|2DMG|1AART	1aERES|2DMSP|3AART|458aVULN|6aDMG|7BBNT|9RCR|aBPWR
121	23256 32123	4	   	254.75	DCR|4VULN|2DMG|1AART	1aERES|2DMSP|3AART|468aVULN|5BBNT|7aDMG|9RCR|aBPWR
122	41256 32123	4	   	254.75	DCR|4VULN|2DMG|1AART	1RCVC|2aERES|3AART|468aVULN|5BBNT|7aDMG|9RCR|aBPWR
123	42255 22123	5	   	254.75	DCR|4VULN|2DMG|1AART	1RCVC|2aDMG|3AART|458aVULN|6aERES|7BBNT|9RCR|aBPWR
124	46511 32123	1	   	254.75	DCR|4VULN|2DMG|1AART	1RCVC|268aVULN|3AART|4BBNT|5aERES|7aDMG|9RCR|aBPWR
125	11612 22612	3	   	254.52	DCR|4VULN|2DUR|1TLV	1DUST|2467VULN|3BEXP|59DUR|8TLV|aRCR
126	11641 22612	5	   	254.52	DCR|4VULN|2DUR|1TLV	1DUST|2567VULN|3BEXP|49DUR|8TLV|aRCR
127	35123 32236	1	 * 	254.38	ACR|3VULN|3DUR|2DMG|2TLV	1aTLV|269DUR|37aVULN|4aDMG|5RCR|8TBNT|aBPWR
128	11251 66323	2	   	254.35	DCR|3VULN|3DMG|1TLV	17aDUST|27aVULN|3TLV|4BBNT|5LHND|67aDMG|7aBPWR|8RCR|9TBNT
129	42313 62261	5	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	138RCVC|29DMG|49LIT|569VULN|7RCR|9BPWR|aDUR
130	14334 14211	3	   	253.76	DCR|3VULN|2DUR|1DMG|1AART	1DUST|2AART|358VULN|45DUR|5BPWR|6ZMB|7RCR|9LIT|aDMG
131	42326 42127	5	   	253.75	DCR|2VULN|3DMG|3CDMG|1DUR	13RCVC|279DMG|4MBVNT|579CDMG|6RCR|79BPWR|89VULN|aDUR
132	11114 14134	10	   	253.66	DCR|3VULN|2DUR|1DMG|1AART	13DUST|236VULN|3BPWR|4LIT|57DUR|8RCR|9AART|aDMG
133	42411 32263	8	   	253.61	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1RCVC|2aDMG|3TLV|4aLIT|5RPLT|69aVULN|7RCR|8SELL|aBPWR
134	42642 21232	8	   	253.58	DCR|3VULN|2DMG|2DUR	17RCVC|28DMG|38DUR|4BEXP|5LWND|689VULN|8BPWR|aRCR
135	42642 21332	6	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|27DMG|37DUR|48BEXP|5LWND|679VULN|7BPWR|aRCR
136	31533 66323	1	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3RCVC|456VULN|5BPWR|7DUR|89ASPD|aRCR
137	32433 66323	3	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3RCVC|456VULN|5BPWR|7DUR|89ASPD|aRCR
138	32433 66323	4	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3RCVC|456VULN|5BPWR|7DUR|89ASPD|aRCR
139	32533 66323	3	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3DMSP|456VULN|5BPWR|7DUR|89ASPD|aRCR
140	32533 66323	2	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3RCVC|456VULN|5BPWR|7DUR|89ASPD|aRCR
141	32533 66323	4	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|25LIT|3DMSP|456VULN|5BPWR|7DUR|89ASPD|aRCR
142	33333 66323	2	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	1TLV|2DMSP|35LIT|456VULN|5BPWR|7DUR|89ASPD|aRCR
143	11131 45621	3	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	135DUST|239VULN|39BPWR|49DMG|6RMIN|7RCR|89TLV|aASPD
144	33515 12334	10	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2DMSP|37aVULN|46DMG|8ASPD|9RCR
145	42326 43223	5	   	253.45	DCR|2VULN|3DUR|2DMG|1CDMG	13RCVC|29DMG|4MBVNT|5CDMG|6RCR|79aDUR|89VULN|9BPWR
146	35152 22241	1	   	253.41	DCR|3VULN|3DUR|1TLV	1TLV|25aDUR|357VULN|4BBNT|5BPWR|6DUST|8LIT|9RCR
147	14331 22333	9	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	157DUST|2AART|3457VULN|57BPWR|6RMIN|8TLV|9RCR|aDMG
148	14333 46212	10	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1DUST|2AART|347aVULN|5DMG|6RCR|8DUR|9LWND
149	14333 46233	7	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1DUST|2AART|3478VULN|5DMG|6RCR|9FEWX|aTLV
150	33236 32123	3	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2DMSP|3AART|468aVULN|5BBNT|7DMG|9RCR
151	33255 42123	5	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2DMSP|3AART|458aVULN|6DMG|7BBNT|9RCR
152	33255 62123	5	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2DMSP|3AART|458aVULN|6TBNT|7DMG|9RCR
153	33256 32123	4	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2DMSP|3AART|468aVULN|5BBNT|7DMG|9RCR
154	11122 32244	1	   	253.40	DCR|4VULN|2DMG	1DUST|25DMG|356aVULN|4TBNT|5BPWR|7LWND|8LIT|9RCR
155	11122 42244	1	   	253.40	DCR|4VULN|2DMG	1DUST|25DMG|357aVULN|4TBNT|5BPWR|6BEXP|8LIT|9RCR
156	11152 32244	1	   	253.40	DCR|4VULN|2DMG	1DUST|25DMG|356aVULN|4BBNT|5BPWR|7LWND|8LIT|9RCR
157	11322 32244	2	   	253.40	DCR|4VULN|2DMG	1DUST|256aVULN|35DMG|4TBNT|5BPWR|7LWND|8LIT|9RCR
158	11322 42244	2	   	253.40	DCR|4VULN|2DMG	1DUST|257aVULN|35DMG|4TBNT|5BPWR|6BEXP|8LIT|9RCR
159	11352 32244	2	   	253.40	DCR|4VULN|2DMG	1DUST|256aVULN|35DMG|4BBNT|5BPWR|7LWND|8LIT|9RCR
160	11641 41212	8	   	253.38	DCR|3VULN|2DMG|2DUR	18DUST|258VULN|3BEXP|49DUR|68DMG|7RCVC|8BPWR|aRCR
161	11641 41312	6	   	253.38	DCR|3VULN|2DMG|2DUR	17DUST|257VULN|38BEXP|49DUR|67DMG|7BPWR|aRCR
162	14323 26213	7	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	1DUST|2AART|3678VULN|4aTLV|5DUR|9RCR
163	14333 42314	6	   	253.31	DCR|4VULN|1DMG|1DUR|1AART	1DUST|2AART|348aVULN|5DMG|6RCR|7BBNT|9DUR
164	14333 46333	7	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1DUST|2AART|347aVULN|5DMG|6RCR|8TLV|9TBNT
165	14422 26213	7	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	1DUST|2AART|3DUR|4678VULN|5aTLV|9RCR
166	11322 15613	2	   	253.28	DCR|3VULN|2DMG|2DUR	1aDUST|25aVULN|35DMG|4TBNT|5aBPWR|6MLV|7BBNT|8aDUR|9RCR
167	11322 55513	2	   	253.28	DCR|3VULN|2DMG|2DUR	1aDUST|25aVULN|35DMG|4TBNT|5aBPWR|6CGEN|7BBNT|8aDUR|9RCR
168	11352 15613	2	   	253.28	DCR|3VULN|2DMG|2DUR	1aDUST|25aVULN|35DMG|4BBNT|5aBPWR|6MLV|7TBNT|8aDUR|9RCR
169	11111 34166	10	   	253.13	DCR|4VULN|2DUR|2LIT	13DUST|239aVULN|3BPWR|45LIT|67DUR|8RCR
170	11114 31166	10	   	253.13	DCR|4VULN|2DUR|2LIT	13DUST|239aVULN|3BPWR|47LIT|56DUR|8RCR
171	11131 45214	3	   	253.06	DCR|3VULN|3DMG|2LIT	135DUST|23aVULN|3aBPWR|49aDMG|6RMIN|7RCR|8aLIT
172	42234 43223	2	   	252.99	DCR|2VULN|3DMG|2DUR|1ASPD|1SELL	1RCVC|249DMG|3MBVNT|5SELL|6RCR|79DUR|89VULN|9BPWR|aASPD
173	44234 43223	1	   	252.99	DCR|2VULN|3DMG|2DUR|1ASPD|1SELL	1RCVC|249DMG|3MBVNT|5SELL|6RCR|79DUR|89VULN|9BPWR|aASPD
