0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63434 33223	10	 * 	289.20	DCR|3VULN|3DMG|2DUR|2TLV	18DUR|278DMG|34aVULN|5ZMB|68TLV|8BPWR|9RCR
69	63434 33222	9	   	275.52	DCR|2VULN|3DMG|3DUR|2TLV	18aDUR|278DMG|34VULN|5ZMB|68TLV|8BPWR|9RCR
70	63523 63213	4	   	275.52	DCR|2VULN|3DMG|3DUR|2TLV	159DUR|289DMG|3LHND|4aVULN|69TLV|7RCR|9BPWR
71	63533 63213	3	   	275.52	DCR|2VULN|3DMG|3DUR|2TLV	159DUR|289DMG|3LHND|4aVULN|69TLV|7RCR|9BPWR
72	63413 63213	4	   	275.52	DCR|2VULN|3DMG|3DUR|2TLV	159DUR|289DMG|3aVULN|4LHND|69TLV|7RCR|9BPWR
73	63226 33314	6	   	275.12	DCR|3VULN|3DUR|2DMG	149DUR|29DMG|3CGEN|5BEXP|689VULN|7RCR|9BPWR|aLIT
74	63231 63314	4	   	275.12	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aLIT
75	63234 33314	6	   	275.12	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aLIT
76	63216 33314	3	   	275.02	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3CGEN|4DUST|589VULN|7RCR|9BPWR|aLIT
77	63211 63314	3	   	275.02	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4DUST|689VULN|7RCR|9BPWR|aLIT
78	63311 63314	2	   	274.92	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3ERES|4DUST|689VULN|7RCR|9BPWR|aLIT
79	63316 33314	2	   	274.92	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3ERES|4DUST|589VULN|7RCR|9BPWR|aLIT
80	63412 51332	7	 * 	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|28DMG|35aVULN|4LHND|6RCR|7BEXP|9aASPD|aBPWR
81	63412 52332	6	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|28DMG|35aVULN|4LHND|6RCR|7LWND|9aASPD|aBPWR
82	63412 53332	6	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|28DMG|35aVULN|4LHND|6RCR|7BEXP|9aASPD|aBPWR
83	63412 53332	7	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|28DMG|35aVULN|4LHND|6RCR|7LWND|9aASPD|aBPWR
84	63432 52332	6	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDUR|28DMG|34aVULN|5BEXP|6RCR|7LWND|9aASPD|aBPWR
85	62232 13661	1	   	273.93	DCR|4VULN|2DUR|1TLV|1ASPD	15DUR|2TLV|3469VULN|7ASPD|8RCR|aLIT
86	63522 63112	5	   	273.51	DCR|2VULN|3DUR|2DMG|2TLV|1CDMG	189DUR|29DMG|3LHND|45VULN|69TLV|7RCR|9BPWR|aCDMG
87	63412 63112	5	   	273.51	DCR|2VULN|3DUR|2DMG|2TLV|1CDMG	189DUR|29DMG|35VULN|4LHND|69TLV|7RCR|9BPWR|aCDMG
88	63432 63112	5	   	273.51	DCR|2VULN|3DUR|2DMG|2TLV|1CDMG	189DUR|29DMG|34VULN|5BEXP|69TLV|7RCR|9BPWR|aCDMG
89	63432 22254	6	 * 	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	19DUR|29DMG|346VULN|5BEXP|7MBVNT|89CDMG|9BPWR|aRCR
90	43231 35132	1	 * 	273.01	DCR|4VULN|3DUR|2ASPD	17ASPD|2LWND|378aVULN|4RPLT|579DUR|6RCR|7BPWR
91	63434 33222	10	   	271.95	DCR|2VULN|3DMG|2DUR|2TLV|1AART	18DUR|278DMG|34VULN|5ZMB|68TLV|8BPWR|9RCR|aAART
92	63334 63212	2	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	159DUR|289DMG|3ERES|4LWND|69VULN|7RCR|9BPWR|aTLV
93	65133 63212	3	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	129DUR|29BPWR|389DMG|4ERES|5BEXP|69VULN|7RCR|aTLV
94	63311 63212	2	   	271.60	DCR|2VULN|3DMG|3DUR|1TLV	159DUR|289DMG|3ERES|4DUST|69VULN|7RCR|9BPWR|aTLV
95	63316 33212	2	   	271.60	DCR|2VULN|3DMG|3DUR|1TLV	169DUR|289DMG|3ERES|4DUST|59VULN|7RCR|9BPWR|aTLV
96	63232 32165	2	   	270.98	DCR|3VULN|3DUR|1DMG|1CDMG	156DUR|2DMG|347VULN|8LIT|9CDMG|aRCR
97	65132 52232	6	 * 	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	12aDUR|2aBPWR|3DMG|48aVULN|5BEXP|6RCR|7LWND|9aASPD
98	13226 43311	4	   	269.95	DCR|4VULN|2DMG|1DUR	19LWND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aLIT
99	33226 43311	4	   	269.95	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aLIT
100	13233 63213	3	   	269.44	DCR|3VULN|3DMG|2DUR	149LWND|289DMG|3aCGEN|5aDUR|69aVULN|7RCR|9aBPWR
101	66123 23262	1	   	269.24	DCR|3VULN|3DMG|2DUR	1aDUR|2BEXP|3RMIN|48aDMG|5DMSP|69aVULN|7RCR|aBPWR
102	26513 63313	1	   	269.24	DCR|3VULN|3DMG|2DUR	19CGEN|239DMG|4BEXP|5aDUR|689VULN|7RCR|9BPWR
103	63236 43211	4	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4FEWX|569VULN|7RCR|9BPWR|aBEXP
104	63236 43211	3	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4LWND|569VULN|7RCR|9BPWR|aBEXP
105	63236 43212	3	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4LWND|569VULN|7RCR|9BPWR|aFEWX
106	63236 43212	4	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4aFEWX|569VULN|7RCR|9BPWR
107	63336 43211	4	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4FEWX|569VULN|7RCR|9BPWR|aBEXP
108	63336 43211	3	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4LWND|569VULN|7RCR|9BPWR|aBEXP
109	63336 43212	4	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4aFEWX|569VULN|7RCR|9BPWR
110	63336 43212	3	   	269.24	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4LWND|569VULN|7RCR|9BPWR|aFEWX
111	33231 54336	2	   	269.21	DCR|2VULN|3DMG|3DUR|1CDMG	18LHND|278DMG|34VULN|5CDMG|689DUR|8BPWR|aRCR
112	33261 53336	2	   	269.21	DCR|2VULN|3DMG|3DUR|1CDMG	18LHND|248DMG|37VULN|5CDMG|689DUR|8BPWR|aRCR
113	62133 43115	1	 * 	269.19	DCR|3VULN|3DUR|2TLV|1DMG	189DUR|29TLV|3ZMB|4LWND|569VULN|7RCR|9BPWR|aDMG
114	63216 43211	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4DUST|569VULN|7RCR|9BPWR|aBEXP
115	63216 43212	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4DUST|569VULN|7RCR|9BPWR|aFEWX
116	63236 43213	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4LWND|569VULN|7RCR|9BPWR|aERES
117	63316 43211	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4DUST|569VULN|7RCR|9BPWR|aBEXP
118	63316 43212	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4DUST|569VULN|7RCR|9BPWR|aFEWX
119	63336 43211	2	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3ERES|4LWND|569VULN|7RCR|9BPWR|aBEXP
120	63336 43212	2	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3ERES|4LWND|569VULN|7RCR|9BPWR|aFEWX
121	63336 43213	3	   	269.14	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4LWND|569VULN|7RCR|9BPWR|aERES
122	63435 13323	10	   	269.04	DCR|3VULN|3DMG|2DUR	18DUR|257DMG|34aVULN|6LWND|9RCR
123	63216 43213	3	   	269.04	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3CGEN|4DUST|569VULN|7RCR|9BPWR|aERES
124	63316 43211	2	   	269.04	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3ERES|4DUST|569VULN|7RCR|9BPWR|aBEXP
125	63316 43212	2	   	269.04	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3ERES|4DUST|569VULN|7RCR|9BPWR|aFEWX
126	63316 43213	3	   	269.04	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3MLV|4DUST|569VULN|7RCR|9BPWR|aERES
127	63336 43213	2	   	269.04	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3aERES|4LWND|569VULN|7RCR|9BPWR
128	63316 43213	2	   	268.94	DCR|3VULN|3DMG|2DUR	19DUR|289DMG|3aERES|4DUST|569VULN|7RCR|9BPWR
129	26232 13625	2	   	268.92	DCR|5VULN|2DUR|1ASPD	1CGEN|25DUR|3469aVULN|7ASPD|8RCR
130	62232 13625	2	   	268.82	DCR|5VULN|2DUR|1ASPD	15DUR|2ERES|3469aVULN|7ASPD|8RCR
131	13326 43216	4	   	268.30	DCR|3VULN|3DMG|1DUR|1CDMG	19LWND|289DMG|3MLV|4DUR|569VULN|7RCR|9BPWR|aCDMG
132	33326 43216	4	   	268.30	DCR|3VULN|3DMG|1DUR|1CDMG	19LHND|289DMG|3MLV|4DUR|569VULN|7RCR|9BPWR|aCDMG
133	43122 43112	4	 * 	267.39	DCR|2VULN|3DUR|3ASPD|3CDMG	17aASPD|2LIT|378CDMG|47aDUR|5TBNT|6RCR|7aBPWR|9aVULN
134	43142 43112	3	   	267.39	DCR|2VULN|3DUR|3ASPD|3CDMG	17aASPD|2LIT|378CDMG|47aDUR|5TBNT|6RCR|7aBPWR|9aVULN
135	62232 32165	1	   	267.17	DCR|3VULN|3DUR|1TLV|1CDMG	156DUR|2TLV|347VULN|8LIT|9CDMG|aRCR
136	63211 33212	4	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	19DUR|29DMG|3CGEN|4CDMG|589VULN|6RCR|7BBNT|9BPWR|aLWND
137	63311 33212	4	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	19DUR|29DMG|3MLV|4CDMG|589VULN|6RCR|7BBNT|9BPWR|aLWND
138	63211 33216	4	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	19DUR|29DMG|3CGEN|4CDMG|589VULN|6RCR|7BBNT|9BPWR|aTBNT
139	63311 33216	4	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	19DUR|29DMG|3MLV|4CDMG|589VULN|6RCR|7BBNT|9BPWR|aTBNT
140	63226 33313	6	   	266.81	DCR|3VULN|3DUR|2DMG	149DUR|29DMG|3CGEN|5BEXP|689VULN|7RCR|9BPWR|aLHND
141	63226 63313	5	   	266.81	DCR|3VULN|3DUR|2DMG	149DUR|29DMG|3CGEN|5BEXP|689VULN|7RCR|9BPWR|aLHND
142	63231 63313	4	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aLHND
143	63234 33313	6	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aLHND
144	63234 63313	3	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4LWND|689VULN|7RCR|9BPWR|aLHND
145	63234 63313	5	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aLHND
146	63236 43113	3	   	266.81	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3CGEN|4LWND|569VULN|7RCR|9BPWR|aLHND
147	63236 43113	4	   	266.81	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3CGEN|4FEWX|569VULN|7RCR|9BPWR|aLHND
148	63241 63313	4	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4BEXP|689VULN|7RCR|9BPWR|aLHND
149	63244 33313	6	   	266.81	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4BEXP|689VULN|7RCR|9BPWR|aLHND
150	63336 43113	4	   	266.81	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3MLV|4FEWX|569VULN|7RCR|9BPWR|aLHND
151	63336 43113	3	   	266.81	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3MLV|4LWND|569VULN|7RCR|9BPWR|aLHND
152	65132 23232	10	   	266.81	DCR|3VULN|3DUR|2DMG	128DUR|28BPWR|37DMG|468VULN|58BEXP|9LWND|aRCR
153	13326 43115	4	   	266.81	DCR|3VULN|3DUR|2DMG	19LWND|29DMG|3MLV|48aDUR|569VULN|7RCR|9BPWR
154	33326 43115	4	   	266.81	DCR|3VULN|3DUR|2DMG	19LHND|29DMG|3MLV|48aDUR|569VULN|7RCR|9BPWR
155	66123 23162	1	   	266.81	DCR|3VULN|3DUR|2DMG	18aDUR|2BEXP|3RMIN|4aDMG|5DMSP|69aVULN|7RCR|aBPWR
156	63216 33313	3	   	266.71	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3CGEN|4DUST|589VULN|7RCR|9BPWR|aLHND
157	63226 33316	6	   	266.71	DCR|3VULN|3DUR|2DMG	149DUR|29DMG|3CGEN|5BEXP|689VULN|7RCR|9BPWR|aERES
158	63231 63316	4	   	266.71	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aERES
159	63234 33316	6	   	266.71	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4FEWX|689VULN|7RCR|9BPWR|aERES
160	63235 32225	4	   	266.71	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3CGEN|4FEWX|5TBNT|789VULN|9BPWR|aRCR
161	63331 63315	2	   	266.71	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|3ERES|4LWND|5RCVC|689VULN|7RCR|9BPWR
162	63335 32225	4	   	266.71	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3MLV|4FEWX|5BBNT|789VULN|9BPWR|aRCR
163	63211 63313	3	   	266.71	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4DUST|689VULN|7RCR|9BPWR|aLHND
164	63216 43113	3	   	266.71	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3CGEN|4DUST|569VULN|7RCR|9BPWR|aLHND
165	63316 43113	3	   	266.71	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3MLV|4DUST|569VULN|7RCR|9BPWR|aLHND
166	63334 63313	2	   	266.71	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3ERES|4LWND|689VULN|7RCR|9BPWR|aLHND
167	63336 43113	2	   	266.71	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3ERES|4LWND|569VULN|7RCR|9BPWR|aLHND
168	65133 63313	3	   	266.71	DCR|3VULN|3DUR|2DMG	129DUR|29BPWR|39DMG|4ERES|5BEXP|689VULN|7RCR|aLHND
169	63232 13621	2	   	266.64	DCR|4VULN|2DUR|1DMG	15DUR|2DMG|3469VULN|7ERES|8RCR|aLIT
170	63432 13621	3	   	266.64	DCR|4VULN|2DUR|1DMG	15DUR|2DMG|3469VULN|7ERES|8RCR|aLIT
171	63432 13621	4	   	266.64	DCR|4VULN|2DUR|1DMG	15DUR|2DMG|3469VULN|7ERES|8RCR|aLIT
172	63216 33316	3	   	266.61	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3CGEN|4DUST|589VULN|7RCR|9BPWR|aERES
173	63311 63313	2	   	266.61	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3ERES|4DUST|689VULN|7RCR|9BPWR|aLHND
174	63316 33313	2	   	266.61	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3ERES|4DUST|589VULN|7RCR|9BPWR|aLHND
175	63316 43113	2	   	266.61	DCR|3VULN|3DUR|2DMG	189DUR|29DMG|3ERES|4DUST|569VULN|7RCR|9BPWR|aLHND
176	63412 33315	6	   	266.61	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|358VULN|4LHND|69ERES|7RCR|9BPWR
