0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35121 35114	6	 * 	283.68	DCR|3VULN|2DMG|2DUR|1TLV|2LIT	17LIT|24DUR|37DMG|57aVULN|6BELT|7BPWR|8TLV|9RCR
14	16411 11611	1	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	178DUR|2TLV|38DMG|4MLV|5CDMG|68VULN|8BPWR|9RCR|aRCVC
15	16411 11612	1	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	178DUR|2TLV|38DMG|4MLV|5CDMG|68VULN|8BPWR|9RCR|aLHND
16	15511 21623	9	 * 	269.81	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aCDMG
17	31644 43328	8	   	269.13	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aASPD
18	31644 43358	9	   	269.13	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aASPD
19	35131 35114	6	   	269.10	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	17LIT|2DUR|37DMG|4RCVC|57aVULN|6BELT|7BPWR|8TLV|9RCR
20	16334 25111	3	 * 	268.77	DCR|4VULN|3DUR|1DMG|1AART	125DUR|3DMG|4AART|689aVULN|7RCR
21	13123 65342	2	   	268.58	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	1aDUR|2RPLT|36aVULN|4CGEN|5SELL|7TLV|8aDMG|9RCR|aBPWR
22	11121 23544	3	 * 	267.94	DCR|3VULN|3DMG|2DUR|1AART	18DUR|2ZMB|389DMG|4AART|578VULN|6DMSP|8BPWR|aRCR
23	31157 32411	3	   	267.05	DCR|4VULN|2DMG|1TLV	1LIT|2MBVNT|37DMG|4569VULN|8TLV|aRCR
24	15143 52233	9	   	266.09	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2LIT|38DMG|4RPLT|5BELT|6RCR|78VULN|8BPWR|9CDMG|aTLV
25	31623 23533	9	   	265.99	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	18LIT|2MBVNT|3TLV|48DUR|5LHND|6DMG|78aVULN|8BPWR|9RCR
26	31684 43238	8	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	147LIT|2MBVNT|34TLV|47BPWR|57DMG|679VULN|8RPLT|aRCR
27	31684 43314	7	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	147LIT|2MBVNT|34TLV|47BPWR|57DMG|679VULN|8RCR|aZMB
28	31684 43317	7	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	147LIT|2MBVNT|34TLV|47BPWR|57DMG|679VULN|8RCR|aFEWX
29	31684 43318	7	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	147LIT|2MBVNT|34TLV|47BPWR|57DMG|679VULN|8RCR|aRMIN
30	31644 43323	8	   	265.83	DCR|3VULN|2DMG|2TLV|3LIT	17aLIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR
31	31644 43353	9	   	265.83	DCR|3VULN|2DMG|2TLV|3LIT	17aLIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR
32	31127 48411	9	   	265.75	DCR|3VULN|2DUR|1TLV|1DMG|2LIT|1SELL	19LIT|2MBVNT|3DMG|49DUR|5SELL|679VULN|8RCR|9BPWR|aTLV
33	11122 23553	3	 * 	265.41	DCR|3VULN|3DUR|2DMG|1NUKE|1AART	158DUR|2ZMB|38DMG|4AART|678VULN|8BPWR|9NUKE|aRCR
34	11231 23553	3	   	265.41	DCR|3VULN|3DUR|2DMG|1NUKE|1AART	138DUR|2ZMB|4AART|58DMG|678VULN|8BPWR|9NUKE|aRCR
35	11422 23553	2	   	265.41	DCR|3VULN|3DUR|2DMG|1NUKE|1AART	158DUR|2ZMB|38DMG|4AART|678VULN|8BPWR|9NUKE|aRCR
36	16321 12126	4	   	264.59	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	12DUR|3DMG|467VULN|5CDMG|8TLV|9BBNT|aRCR
37	14225 12226	10	 * 	264.26	DCR|3VULN|3DUR|1TLV|1DMG	136DUR|2CGEN|45aVULN|7DMG|8TLV|9RCR
38	16325 13226	10	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	126DUR|3DMG|45aVULN|7CGEN|8TLV|9RCR
39	31681 32111	5	   	264.19	DCR|4VULN|2TLV|1DMG|2LIT	14LIT|2MBVNT|34TLV|4BPWR|5689VULN|7DMG|aRCR
40	31684 41111	7	   	264.19	DCR|4VULN|2TLV|1DMG|2LIT	14LIT|2MBVNT|34TLV|4BPWR|5DMG|6789VULN|aRCR
41	35122 11153	10	   	264.05	DCR|3VULN|3DUR|2DMG	1LIT|246DUR|36DMG|5RMIN|6BPWR|78aVULN|9RCR
42	35121 35113	6	 * 	263.99	DCR|2VULN|2DMG|2DUR|1TLV|3LIT	17aLIT|24DUR|37DMG|57VULN|6BELT|7BPWR|8TLV|9RCR
43	31124 34334	4	   	263.95	DCR|3VULN|3DUR|2DMG	1LIT|2MBVNT|35DMG|458DUR|5BPWR|679VULN|aRCR
44	35154 34334	3	   	263.95	DCR|3VULN|3DUR|2DMG	1LIT|258DUR|35DMG|4MBVNT|5BPWR|679VULN|aRCR
45	31124 34323	4	   	263.95	DCR|3VULN|3DUR|2DMG	1LIT|2MBVNT|35DMG|458DUR|5BPWR|67aVULN|9RCR
46	35154 34323	3	   	263.95	DCR|3VULN|3DUR|2DMG	1LIT|258DUR|35DMG|4MBVNT|5BPWR|67aVULN|9RCR
47	44121 23521	4	   	263.40	DCR|3VULN|2DMG|2TLV|2AART	18TLV|2LWND|38DMG|46AART|578VULN|8BPWR|9TBNT|aRCR
48	43113 62122	1	   	263.08	DCR|4VULN|2TLV|1DMG|1CDMG	18TLV|247aVULN|34MLV|4BPWR|5CDMG|6DMG|9RCR
49	43313 62122	1	   	263.08	DCR|4VULN|2TLV|1DMG|1CDMG	18TLV|247aVULN|34CGEN|4BPWR|5CDMG|6DMG|9RCR
50	43121 12122	1	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	18TLV|267aVULN|3MLV|4DMG|5CDMG|9RCR
51	46321 12122	4	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	18TLV|2MLV|3DMG|467aVULN|5CDMG|9RCR
52	52214 21342	3	   	262.08	DCR|3VULN|2DMG|2TLV|1DUR|1SELL	1SELL|2aTLV|34aVULN|5RPLT|6DUR|7CGEN|8aDMG|9RCR|aBPWR
53	31142 24413	10	 * 	261.05	DCR|3VULN|3DMG|3LIT|1CDMG	19aLIT|2MBVNT|39aDMG|45LWND|6CDMG|79aVULN|8RCR|9aBPWR
54	31644 43285	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8BEXP|9RCR
55	31644 43314	9	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9LHND
56	31644 43315	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9FEWX
57	31644 43321	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aCGEN
58	31644 43324	10	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9FEWX
59	31644 43325	9	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9FEWX
60	31644 43326	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aLWND
61	31644 43334	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9CGEN
62	31644 43344	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9MLV
63	31644 43351	9	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aCGEN
64	31644 43352	10	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aFEWX
65	31644 43354	10	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aLWND
66	31644 43356	9	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aLWND
67	31644 43357	10	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aBEXP
68	31644 43384	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9RMIN
69	31644 43611	8	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8DMSP|aRCR
70	31644 43651	9	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8DMSP|aRCR
71	16325 13115	5	   	260.74	DCR|4VULN|2DUR|1DMG|2LIT	12DUR|3DMG|4567VULN|89LIT|aRCR
72	31644 43325	8	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aDUST
73	31644 43334	9	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|67aVULN|7BPWR|8RCR|9ERES
74	31644 43351	10	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aERES
75	31644 43355	9	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aDUST
76	31644 43358	10	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	17LIT|2MBVNT|34TLV|57DMG|679VULN|7BPWR|8RCR|aLEGI
77	31644 43373	9	 * 	260.73	DCR|3VULN|2DMG|3TLV|2LIT	17LIT|2MBVNT|349TLV|57DMG|67aVULN|7BPWR|8RCR
78	31127 48414	9	   	260.59	DCR|4VULN|2DUR|1DMG|2LIT|1SELL	19LIT|2MBVNT|3DMG|49DUR|5SELL|679aVULN|8RCR|9BPWR
79	14162 22622	1	 * 	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2MLV|3TLV|4LIT|5689VULN|7RCR
80	15532 22622	5	   	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2LIT|3TLV|4689VULN|5RMIN|7RCR
81	16162 22622	1	   	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2TLV|3MLV|4LIT|5689VULN|7RCR
82	35532 22622	5	   	260.33	DCR|4VULN|2DUR|1TLV	1LIT|2aDUR|3TLV|4689VULN|5RMIN|7RCR
83	43412 52212	1	   	260.19	DCR|2VULN|3DMG|2TLV|2LIT	18TLV|24VULN|348DMG|48BPWR|58LIT|6DLOT|7RCR|9ASPD|aCGEN
84	43412 52213	1	   	260.19	DCR|2VULN|3DMG|2TLV|2LIT	18TLV|24VULN|348DMG|48BPWR|58LIT|6DLOT|7RCR|9ASPD|aLHND
85	43412 52211	1	   	260.09	DCR|2VULN|3DMG|2TLV|2LIT	18TLV|24VULN|348DMG|48BPWR|58LIT|6DLOT|7RCR|9ASPD|aDUST
86	52212 14123	3	 * 	259.86	DCR|4VULN|2TLV|2DUR|1SELL	1SELL|28TLV|346aVULN|57DUR|9RCR
87	43415 22121	1	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|247VULN|34DMG|4BPWR|5CDMG|6RMIN|9RCR|aDMSP
88	43415 23123	1	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|24aVULN|34DMG|4BPWR|5CDMG|6RMIN|7DMSP|9RCR
89	43113 61122	1	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|24aVULN|34MLV|4BPWR|5CDMG|67DMG|9RCR
90	43313 61122	1	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|24aVULN|34CGEN|4BPWR|5CDMG|67DMG|9RCR
91	43412 23133	1	   	259.61	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24VULN|34DMG|4BPWR|5LIT|6CDMG|7BBNT|8DUR|9RCR|aASPD
92	43415 33133	1	   	259.61	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24VULN|34DMG|4BPWR|5CDMG|6LIT|7BBNT|8DUR|9RCR|aASPD
93	16325 23353	7	 * 	259.59	DCR|2VULN|3DMG|2DUR|1TLV	12DUR|378DMG|45VULN|6FEWX|9TLV|aRCR
94	43415 22122	1	   	259.52	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|247VULN|34DMG|4BPWR|5CDMG|6RMIN|9RCR|aERES
95	43121 11122	1	   	259.52	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|26aVULN|3MLV|47DMG|5CDMG|9RCR
96	43425 22123	1	   	259.52	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|27aVULN|34DMG|5CDMG|6RMIN|9RCR
97	46321 11122	4	   	259.52	DCR|3VULN|2DMG|2TLV|1CDMG	18TLV|2MLV|37DMG|46aVULN|5CDMG|9RCR
98	31684 41322	8	   	259.39	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	14LIT|2MBVNT|34TLV|4BPWR|5DMG|679VULN|8RCR|aDUR
99	31684 41352	9	   	259.39	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	14LIT|2MBVNT|34TLV|4BPWR|5DMG|679VULN|8RCR|aDUR
100	31624 43735	10	   	259.39	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	18LIT|2MBVNT|38TLV|4DUR|5DMG|678VULN|8BPWR|9ERES|aRCR
101	31624 53533	9	   	259.39	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	18LIT|2MBVNT|38TLV|4DUR|5DMG|6LEGI|78aVULN|8BPWR|9RCR
102	31314 73744	2	   	259.30	DCR|4VULN|1TLV|1DUR|1CDMG	1LIT|2MBVNT|3CDMG|4DUR|569aVULN|7RCR|8TLV
103	31626 35444	8	   	259.30	DCR|4VULN|1TLV|1DUR|1CDMG	1LIT|2MBVNT|3TLV|4DUR|569aVULN|7CDMG|8RCR
104	31631 35444	8	   	259.30	DCR|4VULN|1TLV|1DUR|1CDMG	1LIT|2MBVNT|3TLV|469aVULN|5DUR|7CDMG|8RCR
105	31634 67231	8	   	259.16	DCR|3VULN|3DUR|1TLV|2LIT	17LIT|2MBVNT|3TLV|478VULN|5RPLT|67aDUR|7BPWR|9RCR
106	15131 35113	6	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	17DUR|2aLIT|37DMG|4RCVC|57VULN|6BELT|7BPWR|8TLV|9RCR
107	35121 35111	6	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	17LIT|24DUR|37DMG|57VULN|6BELT|7BPWR|8TLV|9RCR|aBEXP
108	35121 35112	6	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	17LIT|24DUR|37DMG|57VULN|6BELT|7BPWR|8TLV|9RCR|aCGEN
109	31621 35126	5	   	258.91	DCR|3VULN|3DUR|1TLV|2LIT|1SELL	18LIT|2MBVNT|3TLV|458DUR|689VULN|7SELL|8BPWR|aRCR
110	31627 34126	7	   	258.91	DCR|3VULN|3DUR|1TLV|2LIT|1SELL	18LIT|2MBVNT|3TLV|468DUR|5SELL|789VULN|8BPWR|aRCR
111	31631 25146	5	   	258.91	DCR|3VULN|3DUR|1TLV|2LIT|1SELL	18LIT|2MBVNT|3TLV|468VULN|589DUR|7SELL|8BPWR|aRCR
112	31631 35146	6	   	258.91	DCR|3VULN|3DUR|1TLV|2LIT|1SELL	18LIT|2MBVNT|3TLV|468VULN|589DUR|7SELL|8BPWR|aRCR
113	43624 44438	1	   	258.89	DCR|4VULN|2TLV|1DMG|1AART	19TLV|257aVULN|3MBVNT|4AART|6DMG|8RCR
114	43412 21214	1	   	258.89	DCR|2VULN|3DMG|2TLV|1CDMG	19TLV|24VULN|347DMG|4BPWR|5LIT|6CDMG|8LHND|aRCR
115	43412 21314	1	   	258.89	DCR|2VULN|3DMG|2TLV|1CDMG	19TLV|24VULN|347DMG|4BPWR|5LIT|6CDMG|8FEWX|aRCR
116	31623 23537	9	   	258.89	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	18LIT|2MBVNT|3TLV|48DUR|5LHND|6aDMG|78VULN|8BPWR|9RCR
117	31127 47411	9	   	258.64	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1SELL	19LIT|2MBVNT|37DMG|49DUR|5SELL|69VULN|8RCR|9BPWR|aTLV
118	15157 31441	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2LIT|3DMG|4MBVNT|579VULN|6CDMG|8RCR|aTLV
119	15158 41441	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2LIT|3DMG|4MBVNT|5CDMG|679VULN|8RCR|aTLV
120	31126 31441	5	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3DMG|4DUR|579VULN|6CDMG|8RCR|aTLV
121	31127 31441	4	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3DMG|4DUR|579VULN|6CDMG|8RCR|aTLV
122	31128 41441	4	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3DMG|4DUR|5CDMG|679VULN|8RCR|aTLV
123	31314 73746	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3CDMG|4DUR|569VULN|7RCR|8TLV|aDMG
124	31631 35446	8	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3TLV|469VULN|5DUR|7CDMG|8RCR|aDMG
125	35157 31441	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2DUR|3DMG|4MBVNT|579VULN|6CDMG|8RCR|aTLV
126	35158 41441	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2DUR|3DMG|4MBVNT|5CDMG|679VULN|8RCR|aTLV
127	31314 73141	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3CDMG|4DUR|569VULN|7RCR|8DMG|aTLV
128	31314 77441	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2MBVNT|3CDMG|4DUR|569VULN|7DMG|8RCR|aTLV
129	11311 16616	2	   	258.25	DCR|3VULN|3DUR|1TLV|1CDMG	178DUR|2ZMB|378CGEN|4MLV|5CDMG|678VULN|78BPWR|9RCR|aTLV
130	35132 16313	9	 * 	258.11	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|267DUR|367DMG|4RCVC|5RMIN|67BPWR|8RCR|9TLV|aVULN
131	35132 16315	10	   	258.11	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|267DUR|367DMG|4RCVC|5RMIN|67BPWR|8RCR|9TLV|aVULN
132	35132 16334	9	   	258.11	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|267DUR|367DMG|4RCVC|5RMIN|67BPWR|8RCR|9VULN|aTLV
133	35143 52233	9	   	258.05	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	18LIT|2DUR|38DMG|4RPLT|5BELT|6RCR|78VULN|8BPWR|9CDMG|aTLV
134	15122 26313	9	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	147DUR|27LIT|367DMG|5RMIN|7BPWR|8RCR|9TLV|aVULN
135	15122 26315	10	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	147DUR|27LIT|367DMG|5RMIN|7BPWR|8RCR|9TLV|aVULN
136	15122 26334	9	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	147DUR|27LIT|367DMG|5RMIN|7BPWR|8RCR|9VULN|aTLV
137	35122 26313	9	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|247DUR|367DMG|5RMIN|7BPWR|8RCR|9TLV|aVULN
138	35122 26315	10	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|247DUR|367DMG|5RMIN|7BPWR|8RCR|9TLV|aVULN
139	35122 26334	9	   	258.01	DCR|3DMG|3DUR|1VULN|1TLV|2LIT	17LIT|247DUR|367DMG|5RMIN|7BPWR|8RCR|9VULN|aTLV
140	31113 24411	9	   	257.95	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	19LIT|2MBVNT|39DMG|4RCVC|5DUR|6CDMG|79VULN|8RCR|9BPWR|aTLV
141	43412 23134	1	 * 	257.62	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR	1TLV|24VULN|34DMG|4BPWR|5LIT|6aCDMG|7BBNT|8DUR|9RCR
142	31636 32111	5	   	257.54	DCR|4VULN|2TLV|1DMG	1LIT|2MBVNT|35TLV|4689VULN|7DMG|aRCR
143	31641 32111	5	   	257.54	DCR|4VULN|2TLV|1DMG	1LIT|2MBVNT|34TLV|5689VULN|7DMG|aRCR
144	31644 41111	7	   	257.54	DCR|4VULN|2TLV|1DMG	1LIT|2MBVNT|34TLV|5DMG|6789VULN|aRCR
145	11633 13635	3	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2ZMB|3RPLT|4568VULN|7RCR|9TLV|aDMG
146	13233 13635	3	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2RPLT|3ZMB|4568VULN|7RCR|9TLV|aDMG
147	13233 13635	2	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2RPLT|3ZMB|4568VULN|7RCR|9TLV|aDMG
148	31684 43331	7	   	257.49	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aFEWX
149	31684 43333	7	   	257.49	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aLHND
150	31684 43334	7	   	257.49	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aRCVC
151	31684 43338	7	   	257.49	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aMLV
152	31684 43342	7	   	257.49	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9RCVC|aDUR
153	16321 11126	4	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	12DUR|37DMG|46VULN|5CDMG|8TLV|9BBNT|aRCR
154	31684 43322	7	   	257.39	DCR|2VULN|2DMG|2TLV|3LIT|2ASPD	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9aASPD
155	31684 43332	7	   	257.39	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aERES
156	31684 43336	7	   	257.39	DCR|2VULN|2DMG|2TLV|3LIT|1DUR	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9DUR|aTBNT
157	35121 35314	6	   	257.38	DCR|3VULN|2DMG|2DUR|2LIT	17LIT|24DUR|37DMG|57aVULN|6BELT|7BPWR|8ERES|9RCR
158	52212 11241	3	   	257.26	DCR|4VULN|1TLV|1DMG|1DUR|1SELL	1SELL|2TLV|346aVULN|5DUR|7DMG|8BELT|9RCR
159	31127 48416	9	   	257.13	DCR|3VULN|2DMG|2DUR|2LIT|1SELL	19LIT|2MBVNT|3aDMG|49DUR|5SELL|679VULN|8RCR|9BPWR
160	31127 47414	9	   	257.13	DCR|3VULN|2DMG|2DUR|2LIT|1SELL	19LIT|2MBVNT|37DMG|49DUR|5SELL|69aVULN|8RCR|9BPWR
161	51421 21611	1	   	257.11	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1SELL|28VULN|378DUR|4MLV|5TLV|68DMG|8BPWR|9RCR|aRCVC
162	51421 21612	1	   	257.11	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1SELL|28VULN|378DUR|4MLV|5TLV|68DMG|8BPWR|9RCR|aLHND
