0	Index      	 *	Score 	Summary	Detail	
1	52115 31352	 * 	204.26	DCR|2VULN|2DMG|2ASPD|1ZMB	1FEWX|29DMG|3CGEN|4LHND|59VULN|6AELBLL|7RCR|89ASPD|9BPWR|aZMB
68	13561 22116	   	188.68	DCR|3VULN|1AART|1ASPD|1AAC	14MLV|2AAC|3RCVC|58aVULN|6RCR|7ASPD|9AART
69	33521 22116	   	188.68	DCR|3VULN|1AART|1ASPD|1AAC	1AME|2AAC|3RCVC|4DMSP|58aVULN|6RCR|7ASPD|9AART
70	52325 22361	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7CGEN|9ASPD|aDUR
71	52325 24331	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7AAC|9ASPD|aDUR
72	52323 44322	 * 	188.23	DCR|2VULN|2DMG|1CDMG|1ZMB	19FEWX|25DMG|39AELBLL|4CDMG|6RCR|7BEXP|89VULN|9BPWR|aZMB
73	32325 31435	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AME|2ZMB|3CGEN|4CDMG|56VULN|7LHND|8AART|9RCR|aASPD
74	62313 42321	   	188.20	DCR|2VULN|2DMG|1CDMG|1ZMB	1RCVC|2RMIN|3LIT|4ZMB|5aVULN|69DMG|7CDMG|8RCR
75	13415 31253	 * 	188.06	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1MLV|2AAC|3DUR|4LHND|56VULN|7RCR|8AART|9aASPD
76	13635 31253	   	188.06	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1MLV|2AAC|3FEWX|4DUR|56VULN|7RCR|8AART|9aASPD
77	62225 24321	   	187.95	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1RCVC|2RMIN|3BEXP|4CDMG|58VULN|6RCR|7AAC|9AART|aASPD
78	62313 42325	 * 	187.88	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1RCVC|2RMIN|3LIT|4ZMB|5VULN|69DMG|7CDMG|8RCR|aASPD
79	55432 23112	   	187.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1FEWX|2LIT|39ASPD|4ZMB|5DMG|6RPLT|7VULN|8RCR|aAART
80	62113 26432	   	187.87	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2RMIN|3AME|4DMG|5BELT|6AART|7ASPD|8RCR|9aVULN
81	61225 24321	 * 	187.85	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC	1RCVC|2NUKE|3BEXP|4CDMG|58VULN|6RCR|7AAC|9AART|aASPD
82	16215 31461	   	187.52	DCR|2AART|2DMG|2ASPD	19MLV|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aRMIN
83	16215 31463	   	187.52	DCR|2AART|2DMG|2ASPD	19MLV|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aBEXP
84	16215 31464	   	187.52	DCR|2AART|2DMG|2ASPD	19MLV|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aBELT
85	36215 31461	   	187.52	DCR|2AART|2DMG|2ASPD	19AME|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aRMIN
86	36215 31463	   	187.52	DCR|2AART|2DMG|2ASPD	19AME|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aBEXP
87	36215 31464	   	187.52	DCR|2AART|2DMG|2ASPD	19AME|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aBELT
88	62621 33226	 * 	187.51	DCR|2VULN|1MDPS|2DMG|1CDMG|2ZMB	1RCVC|2RMIN|39VULN|4CDMG|5MDPS|69DMG|7DMSP|89ZMB|9BPWR|aRCR
89	66132 23325	 * 	187.44	DCR|3VULN|1MDPS|2ASPD|1AAC	1RCVC|29ERES|35MLV|459VULN|59BPWR|6AAC|7RCR|89ASPD|aMDPS
90	16215 31462	   	187.42	DCR|2AART|2DMG|2ASPD|1MSE	19MLV|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aMSE
91	36215 31462	   	187.42	DCR|2AART|2DMG|2ASPD|1MSE	19AME|2LWND|3MBVNT|47AART|59DMG|69ASPD|8RCR|9BPWR|aMSE
92	13521 22124	   	187.10	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1MLV|2AAC|3RCVC|4DMSP|58VULN|6RCR|7ASPD|9CDMG|aAART
93	13561 22124	   	187.10	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	14MLV|2AAC|3RCVC|58VULN|6RCR|7ASPD|9CDMG|aAART
94	33521 22124	   	187.10	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AME|2AAC|3RCVC|4DMSP|58VULN|6RCR|7ASPD|9CDMG|aAART
95	35132 13125	   	186.38	DCR|3VULN|1DMG|1CDMG|1ZMB	12AME|25BPWR|35MLV|458VULN|6ZMB|7RCR|9CDMG|aDMG
96	15111 31253	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	123MLV|2BPWR|4aVULN|5DUR|6RCR|7DMG|8ZMB|9AART
97	16314 31253	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2LWND|3LHND|4DUR|5aVULN|6RCR|7DMG|8ZMB|9AART
98	36314 31253	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AME|2LWND|3LHND|4DUR|5aVULN|6RCR|7DMG|8ZMB|9AART
99	66132 13113	   	186.21	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|2ERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9AART|aDUR
100	52323 44321	   	186.20	DCR|2VULN|2DMG|1CDMG|1DUR	19FEWX|25DMG|39AELBLL|4CDMG|6RCR|7BEXP|89VULN|9BPWR|aDUR
101	35332 13125	   	186.18	DCR|3VULN|1DMG|1CDMG|1ZMB	12AME|25BPWR|35ERES|458VULN|6ZMB|7RCR|9CDMG|aDMG
102	13635 31325	 * 	186.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1MLV|2AAC|3FEWX|4DUR|56VULN|7RCR|8CDMG|9aAART
103	62622 23163	   	185.82	DCR|3VULN|1AART|1CDMG	1RCVC|2RMIN|38aVULN|4CDMG|5aLWND|6RCR|7aDUST|9AART|aBPWR
104	62223 45321	   	185.73	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RCVC|2RMIN|3BEXP|4CDMG|5DMG|6LHND|7RCR|8VULN|9AART|aASPD
105	61622 23163	 * 	185.72	DCR|3VULN|1AART|1NUKE|1CDMG	1RCVC|2NUKE|38aVULN|4CDMG|5aLWND|6RCR|7aDUST|9AART|aBPWR
106	61421 22136	 * 	185.72	DCR|3VULN|1ASPD|1DMG|1NUKE	1RCVC|2NUKE|3ERES|4DMSP|589VULN|6RCR|7ASPD|aDMG
107	36215 23473	 * 	185.60	DCR|2VULN|1AART|1DMG|1NUKE	1AME|2LWND|3MBVNT|4AART|5DMG|6CGEN|7RCR|89VULN|aNUKE
108	52633 11221	   	185.32	DCR|2AART|2DMG|2ASPD	1FEWX|25DMG|35ASPD|48AART|5BPWR|6LEGI|7DLOT|9RCR|aLWND
109	52633 11223	   	185.32	DCR|2AART|2DMG|2ASPD	1FEWX|25DMG|35ASPD|48AART|5BPWR|6LEGI|7DLOT|9RCR|aAME
110	52633 11226	   	185.32	DCR|2AART|2DMG|2ASPD	1FEWX|25DMG|35ASPD|48AART|5BPWR|6LEGI|7DLOT|9RCR|aRPLT
111	55214 13332	 * 	185.32	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	1FEWX|25LIT|3MDPS|45VULN|5BPWR|6ASPD|78CDMG|9RCR|aAART
112	52633 11222	   	185.22	DCR|2AART|2DMG|2ASPD|1MSE	1FEWX|25DMG|35ASPD|48AART|5BPWR|6LEGI|7DLOT|9RCR|aMSE
113	52633 11225	   	185.22	DCR|2AART|2DMG|2ASPD	1FEWX|25DMG|35ASPD|48AART|5BPWR|6LEGI|7DLOT|9RCR|aDUST
114	13521 22121	 * 	185.17	DCR|2VULN|2ASPD|2CDMG|1AAC	1aMLV|2AAC|3RCVC|4DMSP|58VULN|6RCR|7aASPD|9aCDMG|aBPWR
115	13561 22121	   	185.17	DCR|2VULN|2ASPD|2CDMG|1AAC	14aMLV|2AAC|3RCVC|58VULN|6RCR|7aASPD|9aCDMG|aBPWR
116	33521 22121	   	185.17	DCR|2VULN|2ASPD|2CDMG|1AAC	1aAME|2AAC|3RCVC|4DMSP|58VULN|6RCR|7aASPD|9aCDMG|aBPWR
117	12325 23663	 * 	185.08	DCR|3VULN|1CDMG|2DUR|2ZMB	1MLV|2aZMB|3CGEN|4CDMG|58aVULN|6RCR|7DUST|9aDUR|aBPWR
118	13532 31321	 * 	185.00	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1MLV|2AAC|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9AART|aASPD
119	13555 31321	   	185.00	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1MLV|2AAC|3RCVC|4MDPS|56VULN|7RCR|8CDMG|9AART|aASPD
120	52633 11422	 * 	184.90	DCR|3DMG|2ASPD|1AART	1FEWX|25aDMG|35ASPD|4AART|5BPWR|6LEGI|7DLOT|8BEXP|9RCR
121	52633 11622	   	184.90	DCR|3DMG|2ASPD|1AART	1FEWX|25aDMG|35ASPD|4AART|5BPWR|6LEGI|7DLOT|8LHND|9RCR
122	66132 13112	   	184.84	DCR|3VULN|1AART|1ZMB|1SPLREG	1RCVC|2ERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9AART|aSPLREG
123	13532 31256	 * 	184.82	DCR|2VULN|2AART|1MDPS|1ASPD|1AAC	1MLV|2AAC|3RCVC|46VULN|5MDPS|7RCR|8aAART|9ASPD
124	13516 23622	 * 	184.72	DCR|2VULN|2DMG|1ASPD|1AAC	19MLV|2AAC|3RCVC|47DMG|59TLV|6RCR|89VULN|9BPWR|aASPD
125	33516 23622	   	184.72	DCR|2VULN|2DMG|1ASPD|1AAC	19AME|2AAC|3RCVC|47DMG|59TLV|6RCR|89VULN|9BPWR|aASPD
126	53434 33332	 * 	184.67	DCR|1SPLARM|2VULN|2ASPD|1DMG	1FEWX|2LWND|35VULN|49ASPD|6CGEN|7SPLARM|8DMG|aRCR
127	35132 13326	   	184.55	DCR|3VULN|2ASPD|1ZMB	129AME|259BPWR|359MLV|45aVULN|6ZMB|7RCR|89ASPD
128	36215 37423	   	184.37	DCR|3ASPD|2DMG|1AART	17AME|2LWND|3MBVNT|4AART|57DMG|67aASPD|7BPWR|8RCR|9LHND
129	12415 31251	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8AART|9ASPD|aRPLT
130	12415 31252	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8AART|9ASPD|aAME
131	12635 31251	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8AART|9ASPD|aRPLT
132	12635 31252	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8AART|9ASPD|aAME
133	32431 26116	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5FEWX|6LIT|7RCR|8ASPD|9aVULN
134	32433 26116	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5BEXP|6LIT|7RCR|8ASPD|9aVULN
135	36215 37433	   	184.27	DCR|3ASPD|2DMG|1AART	17AME|2LWND|3MBVNT|4AART|57DMG|67aASPD|7BPWR|8RCR|9DUST
136	12415 31213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8AART|9TLV|aASPD
137	12415 31233	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8AART|9ERES|aASPD
138	12465 31213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8AART|9TLV|aASPD
139	12465 31233	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8AART|9ERES|aASPD
140	12635 31213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8AART|9TLV|aASPD
141	12635 31233	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8AART|9ERES|aASPD
142	32432 26116	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5DUST|6LIT|7RCR|8ASPD|9aVULN
143	62621 13226	 * 	184.14	DCR|2VULN|1MDPS|2ASPD|1CDMG|2ZMB	1RCVC|2RMIN|39VULN|4CDMG|5MDPS|69ASPD|7DMSP|89ZMB|9BPWR|aRCR
144	12465 31121	   	184.03	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|1SELL	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8SELL|9AART|aASPD
145	12635 31121	   	184.03	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|1SELL	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8SELL|9AART|aASPD
146	61132 21351	 * 	184.02	DCR|2VULN|1MDPS|2ASPD|1AART|1NUKE	1RCVC|2NUKE|369AME|49VULN|5MDPS|7RCR|89ASPD|9BPWR|aAART
147	32415 21253	   	183.96	DCR|1VULN|1AART|1ASPD|1NUKE|1ZMB|1DUR	16AME|2ZMB|3DUR|4LHND|5VULN|7RCR|8AART|9ASPD|aNUKE
148	66132 23124	 * 	183.72	DCR|3VULN|1AART|1CDMG|1AAC	1RCVC|2ERES|35MLV|458VULN|5BPWR|6AAC|7RCR|9CDMG|aAART
149	52325 24322	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1MSE	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7AAC|9AART|aMSE
150	52325 24323	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7AAC|9AART|aTLV
151	52626 31121	   	183.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1FEWX|2aDMG|3ASPD|4MLV|5DUR|6CGEN|7RCR|8CDMG|9AART
152	66132 13323	   	183.60	DCR|3ASPD|2VULN|1ZMB	1RCVC|29ERES|359MLV|45VULN|59BPWR|6ZMB|7RCR|89aASPD
153	35132 23323	   	183.47	DCR|3VULN|1MDPS|2ASPD|1AAC	129AME|259BPWR|35MLV|459VULN|6AAC|7RCR|89ASPD|aMDPS
154	52325 23421	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|5VULN|6RCR|7DUST|8CGEN|9AART|aASPD
155	52325 24121	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2DMG|3AELBLL|4CDMG|5VULN|6RCR|7AAC|8LWND|9AART|aASPD
156	52326 22321	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|5DUST|6RCR|7CGEN|8VULN|9AART|aASPD
157	13521 22125	   	183.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1MLV|2AAC|3RCVC|4DMSP|58VULN|6RCR|7ASPD|9CDMG|aDMG
