0	Index      	 *	Score 	Summary	Detail	
1	32622 11535	 * 	205.51	DCR|2VULN|2AART|1ASPD|1NUKE	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN|aNUKE
20	45231 42122	 * 	195.85	DCR|3CDMG|1AART|1VULN|1ASPD|1DMG	1ERES|245CDMG|35TLV|5BPWR|6DMG|7RCR|8AART|9VULN|aASPD
21	12342 52162	   	195.43	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DUST|2RCVC|3CDMG|45ASPD|6DMG|7LIT|8VULN|9RCR|aAART
22	33516 32126	 * 	195.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN|aMDPS
23	32616 32132	   	194.95	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6aDMG|7RCR|8VULN|9DUR
24	32616 32522	   	194.95	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6aDMG|7RCR|8DUR|9VULN
25	26152 21513	   	194.47	DCR|3DMG|2AART|1VULN	12LIT|3DUST|469DMG|5aAART|7RCR|8VULN
26	33516 32136	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|8aVULN|9DUR
27	32634 52133	   	193.63	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14FEWX|2RCVC|34ASPD|4BPWR|5CDMG|6DMG|7LIT|8VULN|9AART|aRCR
28	32342 52133	   	193.53	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1FEWX|2RCVC|3CDMG|45ASPD|6DMG|7LIT|8VULN|9AART|aRCR
29	62251 36111	   	192.98	DCR|3ASPD|2VULN|1MDPS|1AART	1BELT|269aLHND|369ASPD|4AART|5MDPS|69BPWR|7RCR|89VULN
30	62251 36113	   	192.88	DCR|3ASPD|2VULN|1MDPS|1AART	1BELT|269LHND|369ASPD|4AART|5MDPS|69BPWR|7RCR|89VULN|aTLV
31	33546 32123	   	192.64	DCR|2VULN|1AART|1ASPD|1DMG|1RMIN	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DMG|7RCR|89VULN|aLIT
32	33546 32121	   	192.54	DCR|2VULN|1AART|1ASPD|1DMG|1RMIN	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DMG|7RCR|89VULN|aDUST
33	33546 32122	   	192.54	DCR|2VULN|1AART|1ASPD|1DMG|1RMIN|1SELL	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DMG|7RCR|89VULN|aSELL
34	54214 32123	   	191.86	DCR|2VULN|2AART|1DMG|1RMIN	1LWND|2aAART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9DUST
35	61613 26111	   	191.73	DCR|2VULN|2DMG|1AART|1DUR	1BELT|29BEXP|3AART|49DMG|5LWND|6LHND|7RCR|89VULN|9BPWR|aDUR
36	33516 32132	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6aDMG|7RCR|8VULN|9DUR
37	33516 32522	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6aDMG|7RCR|8DUR|9VULN
38	34616 32132	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2DMSP|3ASPD|4LWND|5AART|6aDMG|7RCR|8VULN|9DUR
39	31516 32522	   	191.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2ERES|3ASPD|4AME|5AART|6aDMG|7RCR|8DUR|9VULN
40	33526 32522	   	191.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4ERES|5AART|6aDMG|7RCR|8DUR|9VULN
41	33556 32132	   	191.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4TLV|5AART|6aDMG|7RCR|8VULN|9DUR
42	31536 32522	   	191.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2ERES|3ASPD|4TLV|5AART|6aDMG|7RCR|8DUR|9VULN
43	46213 63241	   	190.49	DCR|2VULN|1MDPS|2DMG|1AART	19ERES|2MBVNT|39DMG|4AME|5LWND|69VULN|7AART|8RCR|9BPWR|aMDPS
44	46214 63241	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART	19ERES|2MBVNT|39DMG|4AME|5LHND|69VULN|7AART|8RCR|9BPWR|aMDPS
45	32622 11515	 * 	190.40	DCR|3AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56aAART|7RCR|8VULN|9DMG
46	32353 62533	 * 	189.96	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCVC|3CDMG|4DMG|57VULN|6LIT|8ZMB|9AART|aRCR
47	33516 32125	   	189.87	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN|aRMIN
48	34342 52133	   	189.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1FEWX|2DMSP|3CDMG|45ASPD|6DMG|7LIT|8VULN|9AART|aRCR
49	24152 21241	   	189.75	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8ASPD|9LHND|aVULN
50	24152 21251	   	189.65	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8ASPD|9MBVNT|aVULN
51	24152 21261	   	189.65	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8ASPD|9DUST|aVULN
52	32616 32123	   	189.44	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aLIT
53	32616 32124	   	189.44	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aMLV
54	32616 32126	   	189.44	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aBEXP
55	32616 32121	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aDUST
56	32616 32122	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aSELL
57	23364 33113	   	188.83	DCR|2VULN|1AART|1DMG|1CDMG|1SPLREG	13LIT|2SPLREG|4AART|5DMSP|6aVULN|7RCR|8DMG|9CDMG
58	12352 52162	   	188.64	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1DUST|2RCVC|36CDMG|4DMG|5ASPD|7LIT|8VULN|9RCR|aAART
59	62251 26111	   	188.26	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	1BELT|29LHND|39ASPD|4AART|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aDUR
60	24152 11241	   	188.23	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8ASPD|9LHND|aVULN
61	24152 11251	   	188.13	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8ASPD|9MBVNT|aVULN
62	24152 11261	   	188.13	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8ASPD|9DUST|aVULN
63	32616 23263	   	187.77	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1FEWX|2RCVC|38ASPD|4LWND|5AART|6DUR|7RCR|9VULN|aCDMG
64	54213 32135	   	187.49	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aZMB
65	61613 26113	   	186.76	DCR|2VULN|2DMG|1AART|1AAC	1BELT|29BEXP|3AART|49DMG|5LWND|6LHND|7RCR|89VULN|9BPWR|aAAC
66	32352 52133	   	186.74	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1FEWX|2RCVC|36CDMG|4DMG|5ASPD|7LIT|8VULN|9AART|aRCR
67	32616 32162	   	186.65	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2RCVC|3ASPD|4LWND|5AART|6aDMG|7RCR|8VULN|9BEXP
68	32616 32422	   	186.65	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2RCVC|3ASPD|4LWND|5AART|6aDMG|7RCR|8LHND|9VULN
69	32622 11553	 * 	186.58	DCR|3AART|1VULN|1ASPD|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|569AART|7RCR|8VULN|aCDMG
70	63114 16274	 * 	186.43	DCR|3VULN|3CDMG|1ASPD	1BELT|2MBVNT|3LIT|46aVULN|567CDMG|6BPWR|8ASPD|9RCR
71	63114 16474	 * 	186.43	DCR|3VULN|3CDMG|1DMG	1BELT|2MBVNT|3LIT|46aVULN|567CDMG|6BPWR|8DMG|9RCR
72	63114 13781	   	186.43	DCR|3VULN|3CDMG|1DMG	1BELT|2MBVNT|3LIT|467VULN|56aCDMG|6BPWR|8DMG|9RCR
73	63114 41125	 * 	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BELT|2MBVNT|3LIT|48VULN|5CDMG|6AART|7ASPD|9ZMB|aRCR
74	32622 11534	   	185.77	DCR|2VULN|2AART|1ASPD	1FEWX|2aRCVC|3ASPD|4LIT|56AART|7RCR|89VULN
75	24152 11511	   	185.76	DCR|2AART|2DMG|1VULN|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8VULN|aBEXP
76	24152 11512	   	185.76	DCR|2AART|2DMG|1VULN|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8VULN|aDMSP
77	24152 11513	   	185.76	DCR|2AART|2DMG|1VULN|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8VULN|aFEWX
78	33516 32123	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN|aLIT
79	33516 32124	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2aMLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN
80	34616 32123	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aLIT
81	33516 32121	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN|aDUST
82	33516 32122	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|89VULN|aSELL
83	33556 32123	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4TLV|5AART|6DMG|7RCR|89VULN|aLIT
84	34616 32121	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aDUST
85	34616 32122	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2DMSP|3ASPD|4LWND|5AART|6DMG|7RCR|89VULN|aSELL
86	33556 32121	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2MLV|3ASPD|4TLV|5AART|6DMG|7RCR|89VULN|aDUST
87	33556 32122	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|2MLV|3ASPD|4TLV|5AART|6DMG|7RCR|89VULN|aSELL
88	32622 11531	   	185.45	DCR|2VULN|2AART|1ASPD	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN|aBEXP
89	32622 11532	   	185.45	DCR|2VULN|2AART|1ASPD	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN|aDMSP
90	32622 11533	   	185.45	DCR|2VULN|2AART|1ASPD	1aFEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN
91	32622 11536	   	185.45	DCR|2VULN|2AART|1ASPD	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN|aLHND
92	24152 21511	   	185.34	DCR|3DMG|1AART|1VULN|1AAC|1RMIN	1aLIT|2RMIN|3AAC|469DMG|5AART|7RCR|8VULN
93	32616 32153	   	185.31	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|9CGEN|aCDMG
94	24152 21512	   	185.24	DCR|3DMG|1VULN|1AART|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5AART|7RCR|8VULN|aERES
95	32622 11311	   	185.13	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8LHND|9DMG|aVULN
96	32622 11511	   	185.13	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aAELBLL
97	32622 11513	   	185.13	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aCGEN
98	32622 11516	   	185.13	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aRPLT
99	54213 32143	   	185.10	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9RPLT|aCDMG
100	32622 11512	   	185.03	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aDUST
101	54213 32152	   	184.92	DCR|2VULN|2AART|1DMG	1LWND|29AART|3RCVC|48VULN|5ERES|6DMG|7RCR|aFEWX
102	54213 32151	   	184.82	DCR|2VULN|2AART|1DMG	1LWND|29AART|3RCVC|48VULN|5ERES|6DMG|7RCR|aTLV
103	23135 51324	   	184.71	DCR|2VULN|1MDPS|1AART|1DMG|1AAC|1ZMB|1SPLREG	1LIT|2SPLREG|3AAC|4AART|5MDPS|6RCR|7ZMB|8aVULN|9DMG
104	46246 11234	 * 	184.25	DCR|2AART|2DMG|1ASPD|1DUR|1RMIN	1ERES|2MBVNT|37DMG|4RMIN|5ASPD|6DUR|89AART|aRCR
105	54215 32123	   	184.20	DCR|1SPLARM|2VULN|1AART|1DMG	1LWND|2AART|39RCVC|48VULN|5MLV|6DMG|7RCR|aSPLARM
106	54214 32133	   	184.20	DCR|2VULN|1AART|1DMG|1DUR|1RMIN	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9DUR|aLIT
107	54214 32131	   	184.10	DCR|2VULN|1AART|1DMG|1DUR|1RMIN	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9DUR|aDUST
108	54214 32132	   	184.10	DCR|2VULN|1AART|1DMG|1DUR|1RMIN|1SELL	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9DUR|aSELL
109	33516 23263	   	184.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1FEWX|2MLV|38ASPD|4AME|5AART|6DUR|7RCR|9VULN|aCDMG
110	22243 61361	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	13LIT|2RPLT|3BPWR|4AART|5ASPD|6RCR|7CDMG|8LHND|9aVULN
111	54214 32332	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1LWND|2AART|3RCVC|4VULN|5RMIN|6DMG|7RCR|8BEXP|9DUR|aASPD
112	22245 61111	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	13LIT|2RPLT|3BPWR|4AART|5MLV|6RCR|7CDMG|8ASPD|9DMG|aVULN
113	63114 13783	   	183.54	DCR|3VULN|2CDMG|1DMG	1BELT|2MBVNT|3LIT|467VULN|56CDMG|6BPWR|8DMG|9RCR|aRMIN
114	54215 32113	   	183.47	DCR|1SPLARM|2VULN|1AART|1DMG	1LWND|2AART|3RCVC|48VULN|59MLV|6DMG|7RCR|aSPLARM
115	24362 21431	   	183.44	DCR|3DMG|1AART|1VULN|1RMIN	15LIT|2RMIN|3AART|4BEXP|679DMG|8RCR|aVULN
116	24363 21431	   	183.44	DCR|3DMG|1AART|1VULN|1RMIN	1LIT|2RMIN|3AART|45BEXP|679DMG|8RCR|aVULN
117	61613 26112	   	183.43	DCR|2VULN|2DMG|1AART	1BELT|29BEXP|3AART|49DMG|5LWND|6aLHND|7RCR|89VULN|9BPWR
118	24322 21431	   	183.34	DCR|3DMG|1AART|1VULN|1RMIN	15LIT|2RMIN|3AART|4DUST|679DMG|8RCR|aVULN
119	24324 21431	   	183.34	DCR|3DMG|1VULN|1AART|1RMIN	1LIT|2RMIN|3AART|4DUST|5AELBLL|679DMG|8RCR|aVULN
120	24326 21431	   	183.34	DCR|3DMG|1VULN|1AART|1RMIN	1LIT|2RMIN|3AART|4DUST|5DMSP|679DMG|8RCR|aVULN
121	61611 16112	   	183.33	DCR|2VULN|2DMG|1MDPS|1AART	1BELT|29BEXP|3AART|49DMG|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aLHND
122	61611 16113	   	183.33	DCR|2VULN|2DMG|1MDPS|1AART	1BELT|29BEXP|3AART|49DMG|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aAME
123	61611 36112	   	183.33	DCR|2VULN|2DMG|1MDPS|1AART	16BELT|29BEXP|3AART|49DMG|5MDPS|7RCR|89VULN|9BPWR|aLHND
124	61611 36113	   	183.33	DCR|2VULN|2DMG|1MDPS|1AART	16BELT|29BEXP|3AART|49DMG|5MDPS|7RCR|89VULN|9BPWR|aAME
125	62251 26113	   	183.30	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC	1BELT|29LHND|39ASPD|4AART|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aAAC
126	61611 26112	   	183.23	DCR|2MDPS|2VULN|2DMG|1AART	1BELT|29BEXP|3AART|49DMG|56MDPS|7RCR|89VULN|9BPWR|aLHND
127	61611 26113	   	183.23	DCR|2MDPS|2VULN|2DMG|1AART	1BELT|29BEXP|3AART|49DMG|56MDPS|7RCR|89VULN|9BPWR|aAME
128	34352 52133	   	183.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1FEWX|2DMSP|36CDMG|4DMG|5ASPD|7LIT|8VULN|9AART|aRCR
129	33516 32162	   	182.91	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2MLV|3ASPD|4AME|5AART|6aDMG|7RCR|8VULN|9BEXP
130	33516 32422	   	182.91	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2MLV|3ASPD|4AME|5AART|6aDMG|7RCR|8LHND|9VULN
131	53516 32222	   	182.91	DCR|2DMG|1AART|1VULN|1ASPD	1LWND|2MLV|3ASPD|4AME|5AART|6aDMG|7RCR|8FEWX|9VULN
132	24152 21236	   	182.89	DCR|3DMG|1AART|1ASPD|1AAC|2RMIN	1LIT|2aRMIN|3AAC|469DMG|5AART|7RCR|8ASPD
133	23412 21633	   	182.83	DCR|2VULN|1AART|1DMG|1CDMG|1SPLREG	1LIT|2SPLREG|3MLV|4AART|57VULN|6LHND|8CDMG|9DMG|aRCR
134	31516 32162	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2ERES|3ASPD|4AME|5AART|6aDMG|7RCR|8VULN|9BEXP
135	31516 32422	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2ERES|3ASPD|4AME|5AART|6aDMG|7RCR|8LHND|9VULN
136	33526 32162	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2MLV|3ASPD|4ERES|5AART|6aDMG|7RCR|8VULN|9BEXP
137	33526 32422	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2MLV|3ASPD|4ERES|5AART|6aDMG|7RCR|8LHND|9VULN
138	51516 32222	   	182.81	DCR|2DMG|1AART|1VULN|1ASPD	1LWND|2ERES|3ASPD|4AME|5AART|6aDMG|7RCR|8FEWX|9VULN
139	53526 32222	   	182.81	DCR|2DMG|1AART|1VULN|1ASPD	1LWND|2MLV|3ASPD|4ERES|5AART|6aDMG|7RCR|8FEWX|9VULN
140	23132 21633	   	182.73	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1SPLREG	1LIT|2SPLREG|3AAC|4AART|57VULN|6LHND|8CDMG|9DMG|aRCR
141	31536 32162	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2ERES|3ASPD|4TLV|5AART|6aDMG|7RCR|8VULN|9BEXP
142	31536 32422	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2ERES|3ASPD|4TLV|5AART|6aDMG|7RCR|8LHND|9VULN
143	51536 32222	   	182.71	DCR|2DMG|1AART|1VULN|1ASPD	1LWND|2ERES|3ASPD|4TLV|5AART|6aDMG|7RCR|8FEWX|9VULN
144	22243 61134	   	182.32	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	13LIT|2RPLT|3BPWR|4AART|58ASPD|6RCR|7CDMG|9DMG|aDUR
145	24152 11234	   	182.04	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aRPLT
146	24152 11236	   	182.04	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aFEWX
147	24152 11315	 * 	182.04	DCR|2AART|2DMG|1NUKE|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8LWND|aNUKE
148	32616 32134	   	182.00	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|9DUR|aMDPS
149	24152 11231	   	181.94	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aTSLARM
150	24152 11232	   	181.94	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aMBVNT
151	24152 11233	   	181.94	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN|1SELL	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aSELL
152	24152 11235	   	181.94	DCR|2AART|2DMG|1ASPD|1AAC|1RMIN|1MSE	1LIT|2RMIN|3AAC|49DMG|56AART|7RCR|8ASPD|aMSE
153	23135 51326	   	181.92	DCR|1MDPS|2DMG|1AART|1VULN|1AAC|1ZMB|1SPLREG	1LIT|2SPLREG|3AAC|4AART|5MDPS|6RCR|7ZMB|8VULN|9aDMG
154	34622 11531	   	181.71	DCR|2VULN|2AART|1ASPD	1FEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|89VULN|aBEXP
155	34622 11532	   	181.71	DCR|2VULN|2AART|1ASPD	1FEWX|2aDMSP|3ASPD|4LIT|56AART|7RCR|89VULN
156	34622 11533	   	181.71	DCR|2VULN|2AART|1ASPD	1aFEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|89VULN
157	52341 52133	   	181.69	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|25RCVC|3CDMG|4ASPD|6DMG|7LIT|8VULN|9AART|aRCR
158	24152 21232	   	181.62	DCR|3DMG|1AART|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5AART|7RCR|8ASPD|aLWND
159	24152 21233	   	181.62	DCR|3DMG|1AART|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5AART|7RCR|8ASPD|aLHND
