0	Index      	 *	Score 	Summary	Detail	
1	11616 33234	 * 	213.96	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aASPD
44	36531 16221	 * 	198.07	DCR|1VULN|1AART|1DMG|1NUKE|3DUR|1CDMG	134DUR|2BASFIG|5VULN|6DMG|7CDMG|8RCR|9AART|aNUKE
45	14216 63123	   	198.05	DCR|3VULN|2DMG|3DUR	19DMG|2DUST|3LEGI|479DUR|59aVULN|6RMIN|8RCR|9BPWR
46	33324 31123	 * 	197.65	DCR|3VULN|2ASPD|3DUR	129DUR|39ASPD|4RMIN|5LHND|6BEXP|79aVULN|8RCR|9BPWR
47	33326 31124	   	197.65	DCR|3VULN|2ASPD|3DUR	129DUR|39ASPD|4RMIN|5LWND|6BEXP|79aVULN|8RCR|9BPWR
48	35312 61123	   	197.55	DCR|3VULN|2ASPD|3DUR	149DUR|2BEXP|39ASPD|5RMIN|6LEGI|79aVULN|8RCR|9BPWR
49	52413 15331	 * 	197.39	ACR|3DMG|2VULN|1AART|3DUR	1RCR|27VULN|3LWND|47aDUR|5AART|678DMG|7BPWR|9DMSP
50	13113 64613	 * 	197.23	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	15DMG|2LHND|3SELL|4AART|6aVULN|7CDMG|8RCR|9AELBLL
51	13113 64623	 * 	197.23	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	15DMG|29LHND|3SELL|4AART|6aVULN|7CDMG|8RCR
52	14332 33653	 * 	197.23	DCR|2DMG|2ASPD|1VULN|1AART	18DMG|2DUST|3RPLT|458BEXP|68ASPD|7RCR|8BPWR|9VULN|aAART
53	33325 12332	   	197.12	DCR|2AART|1VULN|1ASPD|3DUR|1CDMG	126DUR|3ASPD|4RMIN|57AART|8CDMG|9VULN|aRCR
54	11222 33156	 * 	197.06	DCR|3VULN|2DMG|2CDMG	1aDMG|2FEWX|3LEGI|4aCDMG|5DMSP|68aVULN|7BELT|9RCR|aBPWR
55	13113 66632	 * 	197.06	DCR|2VULN|2AART|2DMG|1SELL	15DMG|2aLHND|3SELL|47AART|69VULN|8RCR
56	13113 66633	 * 	196.96	DCR|2VULN|2AART|2DMG|1SELL|1MSE	15DMG|2LHND|3SELL|47AART|69VULN|8RCR|aMSE
57	52131 31426	 * 	196.71	ACR|4VULN|2DMG|2CDMG	1RCR|249aVULN|34BEXP|49BPWR|5RPLT|6LEGI|79DMG|89CDMG
58	11216 33122	   	196.57	DCR|2VULN|2DMG|3DUR|1CDMG	19DMG|2FEWX|3LEGI|479DUR|59VULN|6RMIN|8RCR|9BPWR|aCDMG
59	14216 63122	   	196.47	DCR|2VULN|2DMG|3DUR|1CDMG	19DMG|2DUST|3LEGI|479DUR|59VULN|6RMIN|8RCR|9BPWR|aCDMG
60	52313 63325	 * 	196.31	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|29VULN|3ZMB|4DUR|5CDMG|6LHND|7aAART|8DMG
61	11616 15122	 * 	196.10	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	19DMG|2FEWX|379BEXP|4DUR|5VULN|69ASPD|8RCR|9BPWR|aCDMG
62	13616 15122	   	196.10	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	19DMG|2LHND|379BEXP|4DUR|5VULN|69ASPD|8RCR|9BPWR|aCDMG
63	33324 31122	 * 	196.07	DCR|2VULN|2ASPD|3DUR|1CDMG	129DUR|39ASPD|4RMIN|5LHND|6BEXP|79VULN|8RCR|9BPWR|aCDMG
64	35312 61122	   	195.97	DCR|2VULN|2ASPD|3DUR|1CDMG	149DUR|2BEXP|39ASPD|5RMIN|6LEGI|79VULN|8RCR|9BPWR|aCDMG
65	33323 52322	 * 	195.88	DCR|2VULN|2ASPD|1DMG|3DUR	125DUR|39ASPD|4RMIN|6DMG|79VULN|89LWND|9BPWR|aRCR
66	14262 21126	   	195.67	DCR|3VULN|2DMG|2DUR	19DMG|24DUST|3LEGI|5RMIN|69DUR|79aVULN|8RCR|9BPWR
67	13616 13125	   	195.43	DCR|2DMG|2ASPD|1VULN|2DUR|1ZMB	19DMG|2LHND|39BEXP|47DUR|5VULN|69ASPD|8RCR|9BPWR|aZMB
68	11216 13125	   	195.33	DCR|2DMG|2ASPD|1VULN|2DUR|1ZMB	19DMG|29FEWX|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aZMB
69	21134 64223	 * 	195.32	DCR|4VULN|1AART|1ASPD	1DUST|2456VULN|345BEXP|45BPWR|7AART|8AIRARM|9RCR|aASPD
70	14216 13125	   	195.13	DCR|2DMG|2ASPD|1VULN|2DUR|1ZMB	19DMG|29DUST|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aZMB
71	21432 31234	   	195.12	DCR|3VULN|1AART|1ASPD|2DUR	19DUST|249VULN|34LWND|49BPWR|5FEWX|6AART|79DUR|8RCR|aASPD
72	31116 53234	   	195.02	DCR|3VULN|1MDPS|1AART|1ASPD|2DUR	14DUR|269VULN|36BEXP|5MDPS|6BPWR|7AART|8RCR|aASPD
73	35323 61126	   	194.96	DCR|3VULN|2ASPD|2DUR	19DUR|2BEXP|39ASPD|4RMIN|5RCVC|6LEGI|79aVULN|8RCR|9BPWR
74	31324 23156	   	194.94	DCR|2VULN|1AART|1NUKE|2DUR|2ZMB	19DUR|29VULN|38ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR|aNUKE
75	31332 23156	   	194.94	DCR|2VULN|1AART|1NUKE|2DUR|2ZMB	19DUR|29VULN|38ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR|aNUKE
76	36161 22412	   	194.83	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|2DUR	17DUR|2BASFIG|3AME|4VULN|5DMG|6AART|8ASPD|9RCR|aNUKE
77	31641 22412	   	194.83	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|2DUR	17DUR|2VULN|3CGEN|4BASFIG|5DMG|6AART|8ASPD|9RCR|aNUKE
78	36361 22412	   	194.83	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|2DUR	17DUR|2BASFIG|3VULN|4CGEN|5DMG|6AART|8ASPD|9RCR|aNUKE
79	31612 13234	 * 	194.79	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3CGEN|4RCVC|5MDPS|6ASPD|7AART|8RCR|aDMG
80	31324 23252	   	194.54	DCR|3VULN|1AART|3DUR|1ZMB	19aDUR|289VULN|3ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR
81	31332 23252	   	194.54	DCR|3VULN|1AART|3DUR|1ZMB	19aDUR|289VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR
82	52413 15211	   	194.51	ACR|3VULN|2DMG|1AART|2DUR	1RCR|278VULN|39LWND|47DUR|5AART|67DMG|7BPWR|aAME
83	52413 15212	   	194.51	ACR|3VULN|2DMG|1AART|2DUR	1RCR|278VULN|39LWND|47DUR|5AART|67DMG|7BPWR|aFEWX
84	52413 15221	   	194.51	ACR|3VULN|2DMG|1AART|2DUR	1RCR|278VULN|3LWND|47DUR|5AART|67DMG|7BPWR|9aBEXP
85	52413 15223	   	194.51	ACR|3VULN|2DMG|1AART|2DUR	1RCR|278VULN|3LWND|47DUR|5AART|67DMG|7BPWR|9BEXP|aAELBLL
86	31364 23252	   	194.44	DCR|3VULN|1AART|3DUR|1ZMB	19aDUR|289VULN|3ZMB|4DUST|59MLV|6RCR|7AART|9BPWR
87	52413 15121	   	194.41	ACR|3VULN|2DMG|1AART|1AAC|2DUR	1RCR|279VULN|3LWND|47DUR|5AART|67DMG|7BPWR|8AAC|aAELBLL
88	52413 15123	   	194.41	ACR|3VULN|2DMG|1AART|2DUR|1AAC	1RCR|279VULN|3LWND|47DUR|5AART|67DMG|7BPWR|8AAC|aLIT
89	52413 15213	   	194.41	ACR|3VULN|2DMG|1AART|2DUR|1MSE	1RCR|278VULN|39LWND|47DUR|5AART|67DMG|7BPWR|aMSE
90	52413 15222	   	194.41	ACR|3VULN|2DMG|1AART|2DUR	1RCR|278VULN|3LWND|47DUR|5AART|67DMG|7BPWR|9BEXP|aERES
91	13616 13253	 * 	194.02	DCR|3ASPD|2DMG|1VULN|2DUR	19DMG|2LHND|39BEXP|47DUR|5VULN|689ASPD|9BPWR|aRCR
92	11616 33231	   	193.90	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aLHND
93	11616 33235	   	193.90	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aLWND
94	31334 24334	   	193.86	DCR|3VULN|1AART|3DUR|2ZMB	156DUR|29aVULN|39ZMB|459MLV|59BPWR|7AART|8RCR
95	11616 33232	   	193.80	DCR|2VULN|2DMG|1AART|1DUR|1MSE	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aMSE
96	11616 33233	   	193.80	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aDUST
97	11616 33236	   	193.80	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aERES
98	36351 42231	   	193.72	DCR|3VULN|2DMG|1AAC|1ZMB|1DUR	1DUR|2BASFIG|39aVULN|4ZMB|57DMG|6AAC|8RCR
99	52313 22563	 * 	193.61	ACR|4VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1RCR|269aVULN|3ZMB|4DUR|5CDMG|7SELL|8AART
100	52316 11361	 * 	193.55	ACR|4VULN|2ASPD|2DUR|1ZMB	1RCR|257aVULN|3ZMB|4aDUR|6AME|8CGEN|9aASPD|aBPWR
101	13612 65424	   	193.53	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19DMG|29LHND|3BEXP|4DUR|5MDPS|6RCR|7MBVNT|89VULN|9BPWR|aAART
102	14332 33643	 * 	193.51	DCR|2DMG|2ASPD|1AART|1NUKE	18DMG|2DUST|3RPLT|458BEXP|68ASPD|7RCR|8BPWR|9AART|aNUKE
103	52316 11261	   	193.45	ACR|4VULN|2ASPD|2DUR|1ZMB	1RCR|257aVULN|3ZMB|4aDUR|6AME|8TLV|9aASPD|aBPWR
104	52316 31261	   	193.45	ACR|4VULN|2ASPD|2DUR|1ZMB	1RCR|257aVULN|3ZMB|4aDUR|6CGEN|8TLV|9aASPD|aBPWR
105	21432 31314	   	193.12	DCR|3VULN|1AART|1ASPD|2DUR	18DUST|248VULN|34LWND|48BPWR|5FEWX|6AART|78DUR|9RCR|aASPD
106	31134 32314	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	18DUR|258VULN|3BEXP|4LWND|6AART|78DUST|8BPWR|9RCR|aASPD
107	31121 64268	   	192.95	DCR|2VULN|2ASPD|1DMG|3DUR	169DUR|29VULN|3BEXP|4MBVNT|56LWND|69BPWR|79ASPD|8RCR|aDMG
108	31353 14125	 * 	192.68	DCR|2VULN|1MDPS|1AART|1ASPD|3DUR|1ZMB	159DUR|29VULN|3ZMB|4MDPS|6ASPD|79AELBLL|8RCR|9BPWR|aAART
109	52413 15321	   	192.66	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9CGEN|aRCVC
110	35322 61126	   	192.60	DCR|3VULN|2ASPD|2DUR	19DUR|29BEXP|36ASPD|4RMIN|5FEWX|79aVULN|8RCR|9BPWR
111	31323 23554	 * 	192.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|26aVULN|3ZMB|4BEXP|5CDMG|7MLV|8RCR|9ASPD
112	21313 23554	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUST|26aVULN|3ZMB|4DUR|5CDMG|7MLV|8RCR|9ASPD
113	31323 21554	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|26aVULN|3ZMB|4BEXP|5CDMG|7TLV|8RCR|9ASPD
114	43326 61233	   	192.47	DCR|3VULN|1MDPS|1AART|1ASPD	1RCVC|2LHND|3ASPD|4RMIN|59aVULN|6AART|7MDPS|8RCR
115	21313 21554	   	192.38	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUST|26aVULN|3ZMB|4DUR|5CDMG|7TLV|8RCR|9ASPD
116	52413 12432	   	192.34	ACR|3DMG|2VULN|1AART|2DUR	1RCR|28VULN|3LWND|48DUR|5AART|68aDMG|7RPLT|8BPWR|9LIT
117	52413 15332	   	192.34	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9DMSP|aLIT
118	52311 55322	   	192.31	ACR|3VULN|1AART|1DMG|3DUR|1ZMB	1RCR|279VULN|3ZMB|47aDUR|57FEWX|6AART|7BPWR|8DMG
119	52413 15311	   	192.24	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9DUST|aCGEN
120	52413 15312	   	192.24	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9DUST|aLIT
121	52413 15322	   	192.24	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9CGEN|aERES
122	52413 15323	   	192.24	ACR|3DMG|2VULN|1AART|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9CGEN|aTLV
123	52413 15333	   	192.24	ACR|3DMG|2VULN|1AART|2DUR|1MSE	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9DMSP|aMSE
124	31323 63356	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|4BEXP|5CDMG|6LHND|7aAART|8DMG|9RCR
125	33365 12341	   	192.18	DCR|2AART|1VULN|1ASPD|3DUR|1CDMG	126DUR|3ASPD|4MLV|57AART|8CDMG|9RCR|aVULN
126	31324 23331	   	192.14	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4aBEXP|5MLV|6RCR|7AART|89DMG|9BPWR
127	31324 23333	   	192.14	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4BEXP|5MLV|6RCR|7AART|89DMG|9BPWR|aAELBLL
128	31324 23334	   	192.14	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4BEXP|5MLV|6RCR|7AART|89DMG|9BPWR|aAME
129	31324 23336	   	192.14	DCR|2DMG|1AART|1VULN|2DUR|2ZMB	19DUR|2VULN|39ZMB|4BEXP|5MLV|6RCR|7AART|89DMG|9BPWR|aCGEN
130	31332 23331	   	192.14	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aBEXP
131	31332 23332	   	192.14	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aLIT
132	31332 23334	   	192.14	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aAME
133	31332 23336	   	192.14	DCR|2DMG|1AART|1VULN|2DUR|2ZMB	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aCGEN
134	52413 15313	   	192.14	ACR|3DMG|2VULN|1AART|2DUR|1MSE	1RCR|27VULN|3LWND|47DUR|5AART|678DMG|7BPWR|9DUST|aMSE
135	21313 63356	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2VULN|3ZMB|4DUR|5CDMG|6LHND|7aAART|8DMG|9RCR
136	31324 23332	   	192.04	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4BEXP|5MLV|6RCR|7AART|89DMG|9BPWR|aERES
137	31324 23335	   	192.04	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4BEXP|5MLV|6RCR|7AART|89DMG|9BPWR|aDUST
138	31332 23333	   	192.04	DCR|2DMG|1VULN|1AART|2DUR|2ZMB|1MSE	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aMSE
139	31332 23335	   	192.04	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4MLV|5FEWX|6RCR|7AART|89DMG|9BPWR|aDUST
140	31364 23331	   	192.04	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4DUST|5MLV|6RCR|7AART|89DMG|9BPWR|aBEXP
141	31364 23332	   	192.04	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4DUST|5MLV|6RCR|7AART|89DMG|9BPWR|aLIT
142	31364 23334	   	192.04	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4DUST|5MLV|6RCR|7AART|89DMG|9BPWR|aAME
143	31133 14234	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3BEXP|4LWND|5AART|6DMG|7CGEN|8RCR|aASPD
144	31133 16234	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3BEXP|4LWND|5AART|6DMG|7MLV|8RCR|aASPD
145	14332 33614	 * 	192.00	DCR|3DMG|3ASPD|2DUR	18aDMG|2DUST|3RPLT|458BEXP|68aASPD|7RCR|8aBPWR|9aDUR
146	31364 23333	   	191.94	DCR|2DMG|1VULN|1AART|2DUR|2ZMB|1MSE	19DUR|2VULN|39ZMB|4DUST|5MLV|6RCR|7AART|89DMG|9BPWR|aMSE
147	31364 23335	   	191.94	DCR|2DMG|1VULN|1AART|2DUR|2ZMB	19DUR|2VULN|39ZMB|4aDUST|5MLV|6RCR|7AART|89DMG|9BPWR
148	31364 23336	   	191.94	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2VULN|39ZMB|4DUST|5MLV|6RCR|7AART|89DMG|9BPWR|aERES
149	21116 13234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|29VULN|3BEXP|4DUR|5MLV|6ASPD|7AART|8RCR|aDMG
150	21413 14234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|29VULN|3LWND|4DUR|5AART|6DMG|7CGEN|8RCR|aASPD
151	21413 16234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|29VULN|3LWND|4DUR|5AART|6DMG|7MLV|8RCR|aASPD
152	23156 13234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2DUR|3BEXP|4CGEN|59VULN|6ASPD|7AART|8RCR|aDMG
153	25233 53234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2BEXP|3DMG|4MLV|5DUR|69VULN|7AART|8RCR|aASPD
154	25333 53234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2BEXP|3ASPD|4MLV|5DUR|69VULN|7AART|8RCR|aDMG
155	31653 13234	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3CGEN|4DUST|5BEXP|6ASPD|7AART|8RCR|aDMG
156	25316 23234	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|59VULN|6TLV|7AART|8RCR|aDMG
