0	Index      	 *	Score 	Summary	Detail	
1	32354 15113	 * 	290.90	DCR|2TLV|2VULN|2AART|1DMG|1AEBURN	14AART|2aVULN|3AEBURN|5MDPS|69TLV|7DMG|8RCR
22	32143 25236	   	274.48	DCR|2TLV|2VULN|1DMG|1ASPD|1AART	1AART|28VULN|38BEXP|4CGEN|5ASPD|6MDPS|78TLV|8BPWR|9RCR|aDMG
23	32243 16236	   	274.48	DCR|2TLV|2VULN|1DMG|1ASPD|1AART	1AART|28VULN|38CGEN|4LHND|5ASPD|68TLV|7MDPS|8BPWR|9RCR|aDMG
24	32243 25236	   	274.48	DCR|2TLV|2VULN|1DMG|1ASPD|1AART	1AART|28VULN|38CGEN|4LHND|5ASPD|6MDPS|78TLV|8BPWR|9RCR|aDMG
25	32324 32345	   	274.46	DCR|2VULN|1TLV|2AART|1DMG|1AEBURN|1DUR	15AART|2aVULN|3AEBURN|4RPLT|6DUR|7TLV|8DMG|9RCR
26	32621 32345	 * 	274.46	DCR|2VULN|1TLV|2AART|1DMG|1AEPOI|1DUR	13AART|2aVULN|4RPLT|5AEPOI|6DUR|7TLV|8DMG|9RCR
27	32221 26234	   	274.38	DCR|2TLV|2VULN|1DMG|1CDMG|1AART	1AART|28VULN|3CGEN|47TLV|5DMG|6BEXP|9RCR|aCDMG
28	33323 43513	 * 	274.38	ACR|2TLV|2VULN|1AEPOI|1CDMG|1AART	1AART|2LWND|3AEPOI|4RPLT|5RCR|69TLV|7CDMG|8aVULN
29	33523 43513	 * 	274.38	ACR|2TLV|2VULN|1AEFBLL|1CDMG|1AART	1AART|2LWND|3AEFBLL|4RPLT|5RCR|69TLV|7CDMG|8aVULN
30	32221 66234	   	274.28	DCR|2TLV|2VULN|1DMG|1CDMG|1AART	1AART|28VULN|3CGEN|47TLV|5DMG|6DUST|9RCR|aCDMG
31	32311 16143	   	273.19	DCR|2VULN|1TLV|1DMG|1AEBURN|2DUR|1AART	1AART|2aVULN|3AEBURN|4LEGI|5DMG|69DUR|7TLV|8RCR
32	36311 16143	   	273.19	DCR|2VULN|1TLV|1DMG|1AEBURN|2DUR|1AART	1AART|2AEBURN|3aVULN|4LEGI|5DMG|69DUR|7TLV|8RCR
33	32224 11146	 * 	273.12	DCR|3TLV|2VULN|2DUR|1AART	1AART|2aVULN|3CGEN|46aTLV|5DUST|7FEWX|8RCR|9aDUR|aBPWR
34	32221 22234	   	272.87	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1AART|278VULN|3CGEN|4TLV|5DMG|6BEXP|9RCR|aCDMG
35	32221 62234	   	272.77	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1AART|278VULN|3CGEN|4TLV|5DMG|6DUST|9RCR|aCDMG
36	41432 12433	 * 	271.69	DCR|DCR|2TLV|1VULN	1AME|2VENTOX|3MLV|4FLTFST|5FEWX|69TLV|7aRCR|8VULN
37	61332 12433	   	271.69	DCR|DCR|2TLV|1VULN	1MLV|2VENTOX|3AME|4FLTFST|5FEWX|69TLV|7aRCR|8VULN
38	41422 12433	   	271.59	DCR|DCR|2TLV|1VULN	1AME|2VENTOX|3MLV|4VENICY|5FEWX|69TLV|7aRCR|8VULN
39	61322 12433	   	271.59	DCR|DCR|2TLV|1VULN	1MLV|2VENTOX|3AME|4VENICY|5FEWX|69TLV|7aRCR|8VULN
40	61352 12433	   	271.59	DCR|DCR|2TLV|1VULN	1MLV|2VENTOX|3AME|4SNIFST|5FEWX|69TLV|7aRCR|8VULN
41	65332 12433	   	271.59	DCR|DCR|2TLV|1VULN	1MLV|2MSLREG|3AME|4FLTFST|5FEWX|69TLV|7aRCR|8VULN
42	65322 12433	   	271.49	DCR|DCR|2TLV|1VULN	1MLV|2MSLREG|3AME|4VENICY|5FEWX|69TLV|7aRCR|8VULN
43	32221 45236	 * 	270.91	DCR|2VULN|1TLV|2DMG|2DUR|1AART	1AART|28VULN|38CGEN|4TLV|5aDMG|6MDPS|78DUR|8BPWR|9RCR
44	32354 13113	   	270.84	DCR|2TLV|2VULN|2AART|1AEBURN	14AART|2aVULN|3AEBURN|5MDPS|69TLV|7AAC|8RCR
45	32354 16113	   	270.84	DCR|2TLV|2VULN|2AART|1AEBURN	14AART|2aVULN|3AEBURN|5MDPS|69TLV|7RMIN|8RCR
46	32611 26113	   	270.84	DCR|2TLV|2VULN|2AART|1DMG	13AART|2aVULN|4LEGI|5DMG|6BEXP|79TLV|8RCR
47	32616 15113	   	270.84	DCR|2TLV|2VULN|2AART|1DMG	13AART|2aVULN|4LEGI|5BEXP|69TLV|7DMG|8RCR
48	36354 13113	   	270.84	DCR|2TLV|2VULN|2AART|1AEBURN	14AART|2AEBURN|3aVULN|5MDPS|69TLV|7AAC|8RCR
49	32611 66113	   	270.74	DCR|2TLV|2VULN|2AART|1DMG	13AART|2aVULN|4LEGI|5DMG|6DUST|79TLV|8RCR
50	32614 15113	   	270.74	DCR|2TLV|2VULN|2AART|1DMG	13AART|2aVULN|4LEGI|5DUST|69TLV|7DMG|8RCR
51	32221 12125	   	270.39	DCR|2TLV|2VULN|1DMG|1AART|1DUR	1AART|27VULN|3CGEN|4aTLV|5DMG|6DUR|8BELT|9RCR
52	32221 26236	   	270.39	DCR|2TLV|2VULN|1DMG|1AART|1DUR	1AART|28VULN|3CGEN|47TLV|5DMG|6BEXP|9RCR|aDUR
53	32222 15136	   	270.39	DCR|2TLV|2VULN|1AEBURN|1AART|1DUR	1AART|27VULN|35CGEN|45TLV|5BPWR|6LEGI|8RCR|9AEBURN|aDUR
54	32226 15136	   	270.39	DCR|2TLV|2VULN|1AEBURN|1AART|1DUR	1AART|27VULN|3CGEN|46TLV|5BEXP|8RCR|9AEBURN|aDUR
55	33225 15136	   	270.39	DCR|2TLV|2VULN|1AEBURN|1AART|1DUR	1AART|2LWND|3CGEN|46TLV|57VULN|8RCR|9AEBURN|aDUR
56	36115 12113	   	270.39	DCR|2TLV|2VULN|1AEBURN|1AART|1DUR	1AART|2AEBURN|3DUR|4LHND|5aVULN|69TLV|7RMIN|8RCR
57	32221 66236	   	270.29	DCR|2TLV|2VULN|1DMG|1AART|1DUR	1AART|28VULN|3CGEN|47TLV|5DMG|6DUST|9RCR|aDUR
58	32224 15136	   	270.29	DCR|2TLV|2VULN|1AEBURN|1AART|1DUR	1AART|27VULN|3CGEN|46TLV|5DUST|8RCR|9AEBURN|aDUR
59	32225 26136	   	270.29	DCR|2TLV|2VULN|1AEFBLL|1AART|1DUR	1AART|26VULN|3CGEN|49TLV|5AEFBLL|7AETHUN|8RCR|aDUR
60	32511 16113	   	270.19	DCR|2TLV|2VULN|1DMG|1AART|1DUR	1AART|2aVULN|3AEFRZ|4LEGI|5DMG|6DUR|79TLV|8RCR
61	34236 22513	   	270.19	ACR|2TLV|2VULN|1AEFBLL|1AART|1DUR	1AART|2ERES|3DUST|4DUR|5RCR|6AEFBLL|79TLV|8aVULN
62	32221 22236	   	268.88	DCR|3VULN|1TLV|1DMG|1AART|1DUR	1AART|278VULN|3CGEN|4TLV|5DMG|6BEXP|9RCR|aDUR
63	32221 62236	   	268.78	DCR|3VULN|1TLV|1DMG|1AART|1DUR	1AART|278VULN|3CGEN|4TLV|5DMG|6DUST|9RCR|aDUR
64	32323 35245	 * 	268.78	ACR|3VULN|1TLV|1AEBURN|1AART|1DUR	1AART|29aVULN|3AEBURN|4RPLT|5RCR|6MDPS|7DUR|8TLV
65	12131 35463	 * 	268.76	ACR|2TLV|2VULN|3DUR|1DMG|1MSE	1MSE|24aDUR|3DMG|5RCR|6RAT|7aTLV|8LIT|9aVULN|aBPWR
66	32123 15223	 * 	268.14	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1AART	1AART|2aVULN|3BEXP|4ERES|5ASPD|6TLV|7DMG|8AEFBLL|9RCR
67	32653 21331	 * 	267.90	DCR|2VULN|1TLV|3AART|1DMG|1CDMG	134AART|29VULN|5DMG|6AAC|7CDMG|8TLV|aRCR
68	32653 31631	   	267.90	DCR|2VULN|1TLV|3AART|1DMG|1CDMG	134AART|29VULN|5DMG|6AME|7CDMG|8TLV|aRCR
69	32222 15132	   	267.67	DCR|2TLV|2VULN|1AEBURN|1AART	1AART|27VULN|35CGEN|45TLV|5BPWR|6LEGI|8RCR|9AEBURN|aRAT
70	32226 15132	   	267.67	DCR|2TLV|2VULN|1AEBURN|1AART	1AART|27VULN|3CGEN|46TLV|5BEXP|8RCR|9AEBURN|aRAT
71	33225 15132	   	267.67	DCR|2TLV|2VULN|1AEBURN|1AART	1AART|2LWND|3CGEN|46TLV|57VULN|8RCR|9AEBURN|aRAT
72	32224 15132	   	267.57	DCR|2TLV|2VULN|1AEBURN|1AART	1AART|27VULN|3CGEN|46TLV|5DUST|8RCR|9AEBURN|aRAT
73	32225 26132	   	267.57	DCR|2TLV|2VULN|1AEFBLL|1AART	1AART|26VULN|3CGEN|49TLV|5AEFBLL|7AETHUN|8RCR|aRAT
74	32441 12322	 * 	267.04	DCR|4VULN|1TLV|1AART	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aLWND
75	32441 12324	   	267.04	DCR|4VULN|1TLV|1AART	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aCGEN
76	32441 12326	   	267.04	DCR|4VULN|1TLV|1AART	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aAAC
77	21241 25623	   	267.00	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|1DUR	124FEWX|34VULN|4BPWR|5DMG|6DUR|7CDMG|8RCR|9AEFBLL|aTLV
78	32221 45231	   	266.98	DCR|2VULN|1TLV|1DMG|2DUR|1ASPD|1AART	1AART|28VULN|38CGEN|4TLV|5DMG|6MDPS|78DUR|8BPWR|9RCR|aASPD
79	32441 12321	   	266.94	DCR|4VULN|1TLV|1AART|1SELL	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aSELL
80	32441 12323	   	266.94	DCR|4VULN|1TLV|1AART|1MSE	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aMSE
81	32441 12325	   	266.94	DCR|4VULN|1TLV|1AART	1AART|2568VULN|3RAT|4AEFRZ|7TLV|9RCR|aDUST
82	32143 16231	 * 	266.87	DCR|2TLV|2VULN|2ASPD|1AART	1AART|28VULN|38BEXP|4CGEN|5aASPD|68TLV|7MDPS|8BPWR|9RCR
83	32143 25231	   	266.87	DCR|2TLV|2VULN|2ASPD|1AART	1AART|28VULN|38BEXP|4CGEN|5aASPD|6MDPS|78TLV|8BPWR|9RCR
84	32243 16231	   	266.87	DCR|2TLV|2VULN|2ASPD|1AART	1AART|28VULN|38CGEN|4LHND|5aASPD|68TLV|7MDPS|8BPWR|9RCR
85	32243 25231	   	266.87	DCR|2TLV|2VULN|2ASPD|1AART	1AART|28VULN|38CGEN|4LHND|5aASPD|6MDPS|78TLV|8BPWR|9RCR
86	12152 11526	   	266.75	DCR|DCR|1TLV|1VULN|1DMG|1DUR|1MSE	1MSE|2DUR|3DMG|4TLV|5CGEN|6aRCR|7VULN|8RAT|9DLOT
87	66232 11216	   	266.62	DCR|2TLV|2VULN|1ASPD|1CDMG|1DUR	1MLV|2CGEN|37VULN|4ASPD|5DUR|6RCR|8CDMG|9aTLV
88	32143 12234	   	266.45	DCR|3VULN|1TLV|1ASPD|1CDMG|1AART	1AART|278VULN|3BEXP|4CGEN|5ASPD|6TLV|9RCR|aCDMG
89	32123 12234	   	266.35	DCR|3VULN|1TLV|1ASPD|1CDMG|1AART	1AART|278VULN|3BEXP|4ERES|5ASPD|6TLV|9RCR|aCDMG
90	32443 12322	 * 	266.06	DCR|3VULN|1TLV|1AEFBLL|1AART	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aLWND
91	32443 12324	   	266.06	DCR|3VULN|1TLV|1AEFBLL|1AART	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aCGEN
92	32443 12326	   	266.06	DCR|3VULN|1TLV|1AEFBLL|1AART	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aAAC
93	32443 12321	   	265.96	DCR|3VULN|1TLV|1AEFBLL|1AART|1SELL	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aSELL
94	32443 12323	   	265.96	DCR|3VULN|1TLV|1AEFBLL|1AART|1MSE	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aMSE
95	32443 12325	   	265.96	DCR|3VULN|1TLV|1AEFBLL|1AART	1AART|268VULN|3RAT|4AEFRZ|5AEFBLL|7TLV|9RCR|aDUST
96	32221 25234	   	265.76	DCR|2VULN|1TLV|2DMG|1CDMG|1AART	1AART|28VULN|3CGEN|4TLV|57DMG|6BEXP|9RCR|aCDMG
97	32221 65234	   	265.66	DCR|2VULN|1TLV|2DMG|1CDMG|1AART	1AART|28VULN|3CGEN|4TLV|57DMG|6DUST|9RCR|aCDMG
98	15315 15113	   	265.49	DCR|2TLV|2VULN|1DMG|1AEPOI|1AART|1MSE	1MSE|2AART|3AEPOI|4LHND|5aVULN|69TLV|7DMG|8RCR
99	32336 15113	   	265.49	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2aVULN|3AEBURN|4MSE|5BEXP|69TLV|7DMG|8RCR
100	35315 15113	   	265.49	DCR|2TLV|2VULN|1DMG|1AEPOI|1AART|1MSE	1AART|2MSE|3AEPOI|4LHND|5aVULN|69TLV|7DMG|8RCR
101	36336 15113	   	265.49	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2AEBURN|3aVULN|4MSE|5BEXP|69TLV|7DMG|8RCR
102	32311 36113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2aVULN|3AEBURN|4LEGI|5DMG|6MSE|79TLV|8RCR
103	32331 36113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2aVULN|3AEBURN|4MSE|5DMG|6DUST|79TLV|8RCR
104	32334 15113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2aVULN|3AEBURN|4MSE|5DUST|69TLV|7DMG|8RCR
105	36311 36113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2AEBURN|3aVULN|4LEGI|5DMG|6MSE|79TLV|8RCR
106	36331 36113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2AEBURN|3aVULN|4MSE|5DMG|6DUST|79TLV|8RCR
107	36334 15113	   	265.39	DCR|2TLV|2VULN|1DMG|1AEBURN|1AART|1MSE	1AART|2AEBURN|3aVULN|4MSE|5DUST|69TLV|7DMG|8RCR
108	32222 26114	   	265.36	DCR|3VULN|2TLV|1AART	1AART|26aVULN|35CGEN|45TLV|5BPWR|7AETHUN|8RCR|9TSLARM
109	32163 13113	   	265.26	DCR|3VULN|2TLV|1AART	1AART|25aVULN|3BEXP|4DUST|69TLV|7AAC|8RCR
110	32222 15114	   	265.26	DCR|3VULN|2TLV|1AART	1AART|27aVULN|35CGEN|45TLV|5BPWR|6LEGI|8RCR|9MULARM
111	32226 15114	   	265.26	DCR|3VULN|2TLV|1AART	1AART|27aVULN|3CGEN|46TLV|5BEXP|8RCR|9MULARM
112	33225 15114	   	265.26	DCR|3VULN|2TLV|1AART	1AART|2LWND|3CGEN|46TLV|57aVULN|8RCR|9MULARM
113	32224 15114	   	265.16	DCR|3VULN|2TLV|1AART	1AART|27aVULN|3CGEN|46TLV|5DUST|8RCR|9MULARM
114	66232 11215	   	265.11	DCR|3VULN|1TLV|1ASPD|1CDMG|1DUR	1MLV|2CGEN|37aVULN|4ASPD|5DUR|6RCR|8CDMG|9TLV
115	33623 43513	 * 	264.52	ACR|2TLV|2VULN|2AART|1CDMG	13AART|2LWND|4RPLT|5RCR|69TLV|7CDMG|8aVULN
116	34561 22213	 * 	264.38	ACR|2TLV|1VULN|1DMG|1AEPOI|1ASPD|1AART	1AART|2ERES|3AEPOI|4RCR|5DMG|6ASPD|79TLV|8MDPS|aVULN
117	32321 32345	 * 	264.25	DCR|2VULN|1TLV|1DMG|1AEPOI|1AEBURN|1AART|1DUR	1AART|2aVULN|3AEBURN|4RPLT|5AEPOI|6DUR|7TLV|8DMG|9RCR
118	36321 32345	   	264.25	DCR|2VULN|1TLV|1DMG|1AEPOI|1AEBURN|1AART|1DUR	1AART|2AEBURN|3aVULN|4RPLT|5AEPOI|6DUR|7TLV|8DMG|9RCR
119	32521 32345	   	264.15	DCR|2VULN|1TLV|1DMG|1AEPOI|1AART|1DUR	1AART|2aVULN|3AEFRZ|4RPLT|5AEPOI|6DUR|7TLV|8DMG|9RCR
120	32611 16143	   	263.34	DCR|2VULN|1TLV|2AART|1DMG|2DUR	13AART|2aVULN|4LEGI|5DMG|69DUR|7TLV|8RCR
121	32143 12236	   	262.46	DCR|3VULN|1TLV|1ASPD|1AART|1DUR	1AART|278VULN|3BEXP|4CGEN|5ASPD|6TLV|9RCR|aDUR
122	32123 12236	   	262.36	DCR|3VULN|1TLV|1ASPD|1AART|1DUR	1AART|278VULN|3BEXP|4ERES|5ASPD|6TLV|9RCR|aDUR
123	52131 13516	 * 	262.29	ACR|2VULN|1TLV|1DMG|1AEBURN|2DUR	1BEXP|24DUR|3DMG|5RCR|6RPLT|7AEBURN|89VULN|aTLV
124	32221 25236	   	261.77	DCR|2VULN|1TLV|2DMG|1AART|1DUR	1AART|28VULN|3CGEN|4TLV|57DMG|6BEXP|9RCR|aDUR
125	32221 65236	   	261.67	DCR|2VULN|1TLV|2DMG|1AART|1DUR	1AART|28VULN|3CGEN|4TLV|57DMG|6DUST|9RCR|aDUR
126	32222 26135	   	261.25	DCR|3TLV|2VULN|1AART	1AART|26VULN|35CGEN|459TLV|5BPWR|7AETHUN|8RCR|aRAT
127	32354 15111	   	261.04	DCR|2TLV|1VULN|2AART|1DMG|1AEBURN	14AART|2VULN|3AEBURN|5MDPS|69TLV|7DMG|8RCR|aCGEN
128	32354 15112	   	261.04	DCR|2TLV|1VULN|2AART|1DMG|1AEBURN	14AART|2VULN|3AEBURN|5MDPS|69TLV|7DMG|8RCR|aLIT
