0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
21	21341 22536	   	179.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38aVULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9AART
22	41133 24332	 * 	179.82	DCR|5VULN|1AART|1ASPD|1DUR	1AART|23478VULN|5DUR|6BEXP|9RCR|aASPD
23	21341 22236	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38aVULN|4DMG|5CDMG|6FEWX|7RCR|9AART
24	42266 24131	   	179.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|59DMG|6RPLT|7RCR|8aVULN
25	41431 15231	   	179.57	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1AART|28aVULN|3ERES|4BELT|5CDMG|6ASPD|7DMG|9RCR
26	41132 16411	 * 	179.07	DCR|3VULN|2DMG|1AART	1AART|234VULN|5CGEN|6MLV|79DMG|8RCR|aLHND
27	41132 16413	   	179.07	DCR|3VULN|2DMG|1AART	1AART|234VULN|5aCGEN|6MLV|79DMG|8RCR
28	41135 13411	   	179.07	DCR|3VULN|2DMG|1AART	1AART|234VULN|59DMG|6MLV|7CGEN|8RCR|aLHND
29	41135 13413	   	179.07	DCR|3VULN|2DMG|1AART	1AART|234VULN|59DMG|6MLV|7aCGEN|8RCR
30	41131 12624	   	179.03	DCR|3VULN|2AART|1DMG|1ZMB	18AART|234VULN|5RPLT|6ZMB|7TLV|9DMG|aRCR
31	13363 26333	 * 	178.97	DCR|3VULN|2DMG|2CDMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8aDMG|9RCR
32	41132 16412	   	178.97	DCR|3VULN|2DMG|1AART	1AART|234VULN|5CGEN|6MLV|79DMG|8RCR|aERES
33	41135 12411	   	178.97	DCR|3VULN|2DMG|1AART	1AART|234VULN|59DMG|6MLV|7ERES|8RCR|aLHND
34	41135 13412	   	178.97	DCR|3VULN|2DMG|1AART	1AART|234VULN|59DMG|6MLV|7CGEN|8RCR|aERES
35	41135 12412	   	178.87	DCR|3VULN|2DMG|1AART	1AART|234VULN|59DMG|6MLV|7aERES|8RCR
36	51333 12361	 * 	178.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	1CGEN|25VULN|36ZMB|4CDMG|7RCR|8ASPD|9DMG|aAART
37	42126 63231	   	178.25	DCR|3VULN|2AART|1CDMG|1DUR	15AART|2DUR|38aVULN|4FEWX|6RCR|7LIT|9CDMG
38	41311 24263	   	177.98	DCR|4VULN|1AART|1DMG	1AART|269aVULN|3RMIN|4RPLT|5CGEN|7RCR|8DMG
39	41131 51243	   	177.97	DCR|4VULN|2AART|1ZMB	17AART|234aVULN|5RPLT|6LHND|8RCR|9ZMB
40	42222 25352	 * 	177.93	DCR|2VULN|1AART|1DMG|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|89VULN|aDMG
41	41115 63233	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|238VULN|4FEWX|5DUR|6RCR|7LIT|9CDMG|aZMB
42	42123 63233	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9CDMG|aZMB
43	41132 33412	   	177.79	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|6BEXP|7RCVC|8RCR|9DMG
44	41132 43412	   	177.69	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|6DUST|7RCVC|8RCR|9DMG
45	41122 21416	 * 	177.53	DCR|3VULN|1AART|1DMG|2ASPD	1AART|23aVULN|4LHND|57ASPD|6RCVC|8RCR|9DMG
46	41311 24261	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|269VULN|3RMIN|4RPLT|5CGEN|7RCR|8DMG|aCDMG
47	41131 51241	   	177.52	DCR|3VULN|2AART|1CDMG|1ZMB	17AART|234VULN|5RPLT|6LHND|8RCR|9ZMB|aCDMG
48	51333 22361	   	176.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|25VULN|3ZMB|4CDMG|6RCVC|7RCR|8ASPD|9DMG|aAART
49	13424 31143	   	176.68	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1RCVC|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aASPD
50	13425 31143	   	176.68	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1RCVC|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aASPD
51	36422 11841	 * 	176.32	DCR|2VULN|2DMG|1AART|2ASPD|1SELL	1DMSP|28VULN|3MBVNT|48ASPD|58DMG|6RCVC|7RCR|8BPWR|9SELL|aAART
52	41214 33432	   	175.61	DCR|3VULN|2AART|1ZMB|1DUR	17AART|28aVULN|3BELT|4ZMB|5DUR|6RCR|9FEWX
53	41132 16432	   	175.58	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|6MLV|7DMG|8RCR|9RMIN
54	41135 13432	   	175.58	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5DMG|6MLV|7CGEN|8RCR|9RMIN
55	41132 22412	   	175.58	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|67FEWX|8RCR|9DMG
56	41214 33412	   	175.51	DCR|3VULN|2AART|1ZMB|1DUR	17AART|28aVULN|3BELT|4ZMB|5DUR|6RCR|9DUST
57	41132 12412	   	175.48	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|6MLV|7ERES|8RCR|9DMG
58	41132 52412	   	175.38	DCR|4VULN|1AART|1DMG	1AART|234aVULN|5CGEN|6NUKE|7ERES|8RCR|9DMG
59	41431 15331	   	175.36	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	18AART|2aVULN|3ERES|4BELT|5CDMG|6ASPD|7DMG|9RCR
60	41213 35235	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3BELT|4ZMB|58BEXP|6RCR|9CDMG|aDMG
61	41152 33412	   	175.13	DCR|3VULN|2AART|1DMG	14AART|23aVULN|5CGEN|6BEXP|7RCVC|8RCR|9DMG
62	41122 25316	   	175.10	DCR|3VULN|1AART|1DMG|1ASPD	1AART|23aVULN|4LHND|5ASPD|68RCVC|7RCR|9DMG
63	41122 51411	   	175.03	DCR|3VULN|1AART|1DMG|2ASPD	1AART|236VULN|4LHND|57ASPD|8RCR|9DMG|aCGEN
64	41122 51412	   	175.03	DCR|3VULN|1AART|1DMG|2ASPD	1AART|236VULN|4LHND|57ASPD|8RCR|9DMG|aRPLT
65	33363 26333	   	174.97	DCR|3VULN|2DMG|2CDMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8aDMG|9RCR
66	41122 51413	   	174.93	DCR|3VULN|1AART|1DMG|2ASPD	1AART|236VULN|4LHND|57ASPD|8RCR|9DMG|aDUST
67	41211 42234	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|28VULN|3BELT|4ZMB|5CDMG|6ERES|7ASPD|9RCR|aDMG
68	42213 24343	   	174.92	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1AART|2DUR|38ASPD|4ZMB|57VULN|6RPLT|9RCR|aDMG
69	24341 22336	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2LWND|3aVULN|48DMG|5CDMG|6FEWX|7RCR|9AART
70	42123 63241	   	174.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9DMG|aRCVC
71	16232 61433	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|28VULN|3FEWX|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
72	16232 63433	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|28VULN|3FEWX|4CDMG|5ZMB|6RCR|7LHND|9AART|aDMG
73	16332 61433	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|28VULN|3LHND|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
74	23653 32323	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2CDMG|3ZMB|4DUR|5FEWX|69VULN|7RCR|8DMG|aAART
75	61341 31334	   	174.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|2DUR|36VULN|48DMG|5CDMG|7LWND|9AART|aRCR
76	61341 33334	   	174.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|2DUR|36VULN|48DMG|5CDMG|7LHND|9AART|aRCR
77	45233 25113	   	174.37	DCR|3VULN|2DMG|1AART	1AART|2RMIN|39DMG|459VULN|6FEWX|7LSRREG|89CGEN|9BPWR|aRCR
78	46142 32231	 * 	174.28	DCR|2AART|2DMG|1VULN|1ZMB	14AART|2RCVC|3ERES|58DMG|6ZMB|7RCR|9VULN|aLHND
79	13363 21334	   	174.23	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1RCVC|26CDMG|3LSRREG|47DUR|56VULN|6BPWR|8DMG|9RCR|aAART
80	45132 15333	 * 	174.21	DCR|2VULN|1AART|3ZMB|1DMG	1AART|2RMIN|3RPLT|456ZMB|5BPWR|79VULN|8RCR|aDMG
81	45132 25333	   	174.21	DCR|2VULN|1AART|3ZMB|1DMG	1AART|2RMIN|3RPLT|456ZMB|56BPWR|79VULN|8RCR|aDMG
82	46142 32232	   	174.18	DCR|2AART|2DMG|1VULN|1ZMB	14AART|2RCVC|3aERES|58DMG|6ZMB|7RCR|9VULN
83	41333 35431	   	173.97	DCR|4VULN|1AART|1CDMG	1AART|278aVULN|3RMIN|4BELT|5BEXP|6RCR|9CDMG
84	42123 63236	   	173.74	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9CDMG|aASPD
85	41213 33434	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aASPD
86	41216 33433	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|28VULN|3BELT|4ZMB|5FEWX|6RCR|9CDMG|aASPD
87	42126 63233	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	15AART|2DUR|38VULN|4FEWX|6RCR|7LIT|9CDMG|aZMB
88	41131 63324	   	173.29	DCR|4VULN|1AART|1DMG	1AART|2348VULN|5RPLT|6RCVC|7BEXP|9DMG|aRCR
89	42123 63242	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7aLIT|9DMG
90	42123 63243	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9DMG|aBEXP
91	12448 81243	 * 	173.12	DCR|3DMG|2VULN|3DUR	1RCVC|26aDUR|3MBVNT|4RMIN|56aDMG|6aBPWR|7RCR|8BELT|9aVULN
92	41152 22412	   	172.93	DCR|3VULN|2AART|1DMG	14AART|23aVULN|5CGEN|67FEWX|8RCR|9DMG
93	41133 24333	   	172.89	DCR|5VULN|1AART|1DUR	1AART|23478VULN|5DUR|6BEXP|9RCR|aCGEN
94	41133 24334	   	172.89	DCR|5VULN|1AART|1DUR	1AART|23478VULN|5DUR|6BEXP|9RCR|aRPLT
95	41133 24336	   	172.89	DCR|5VULN|1AART|1DUR	1AART|23478VULN|5DUR|6BEXP|9RCR|aLWND
96	41152 12412	   	172.83	DCR|3VULN|2AART|1DMG	14AART|23aVULN|5CGEN|6MLV|7ERES|8RCR|9DMG
97	41133 24331	   	172.79	DCR|5VULN|1AART|1DUR	1AART|23478VULN|5DUR|6BEXP|9RCR|aERES
98	24341 22236	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38aVULN|4DMG|5CDMG|6FEWX|7RCR|9AART
99	41122 55311	   	172.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4LHND|5ASPD|7RCR|8RCVC|9DMG|aCGEN
100	41122 55312	   	172.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4LHND|5ASPD|7RCR|8RCVC|9DMG|aRPLT
101	33424 31143	   	172.67	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1DMSP|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aASPD
102	33425 31143	   	172.67	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1DMSP|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aASPD
103	43131 41842	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2BEXP|38aVULN|4BELT|5CDMG|6MBVNT|7DMG|9RCR
104	41122 55313	   	172.62	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4LHND|5ASPD|7RCR|8RCVC|9DMG|aDUST
105	42123 61432	   	172.55	DCR|4VULN|1AART|2DUR	1AART|28DUR|359aVULN|4FEWX|6RCR|7LHND
106	41132 16421	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5aCGEN|6MLV|7DMG|8RCR|9ZMB
107	41132 16423	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5CGEN|6MLV|7DMG|8RCR|9ZMB|aBEXP
108	41135 13421	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5DMG|6MLV|7aCGEN|8RCR|9ZMB
109	41135 13423	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5DMG|6MLV|7CGEN|8RCR|9ZMB|aBEXP
110	41135 12421	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9ZMB|aCGEN
111	41135 12422	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9ZMB|aRPLT
112	41135 12423	   	172.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5DMG|6MLV|7ERES|8RCR|9ZMB|aDUST
113	41115 63232	   	172.10	DCR|3VULN|1AART|1CDMG|2DUR	1AART|238VULN|4FEWX|5aDUR|6RCR|7LIT|9CDMG
114	42123 63232	   	172.10	DCR|3VULN|1AART|1CDMG|2DUR	1AART|2aDUR|358VULN|4FEWX|6RCR|7LIT|9CDMG
115	61324 26323	 * 	171.92	ACR|4VULN|2DMG|1DUR	1FEWX|2DUR|3689VULN|4LWND|5RCR|7aDMG
116	51333 12316	 * 	171.57	DCR|4VULN|2ZMB|2ASPD|1CDMG	1aCGEN|259aVULN|36ZMB|4CDMG|7RCR|8aASPD|aBPWR
117	51333 12123	   	171.23	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1CGEN|25VULN|36ZMB|4CDMG|7RCR|8DLOT|9DMG|aAART
118	51333 12461	   	171.23	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1CGEN|25VULN|36ZMB|4CDMG|7RCR|8TLV|9DMG|aAART
119	41213 35412	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|278aVULN|3BELT|4ZMB|5BEXP|6RCR|9DUST
120	42221 25352	   	171.21	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	1AART|245DUR|3ASPD|6CGEN|7RCR|89VULN|aDMG
121	41122 23411	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9DMG|aCGEN
122	41122 23412	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9DMG|aRPLT
123	41122 23414	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9DMG|aLWND
124	41122 23415	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9DMG|aBEXP
125	41162 23411	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4ASPD|5LWND|6RCVC|8RCR|9DMG|aCGEN
126	41162 23412	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4ASPD|5LWND|6RCVC|8RCR|9DMG|aRPLT
127	16422 11823	 * 	170.89	DCR|2VULN|2DMG|2ASPD|1CDMG|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9LHND|aCDMG
128	41213 35231	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|27aVULN|3BELT|4ZMB|58BEXP|6RCR|9CDMG
129	41213 35432	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|278VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aFEWX
130	41122 23413	   	170.82	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9DMG|aDUST
131	41162 23413	   	170.82	DCR|3VULN|1AART|1DMG|1ASPD	1AART|237VULN|4ASPD|5LWND|6RCVC|8RCR|9DMG|aDUST
132	41131 52324	   	170.78	DCR|4VULN|1AART|1DMG	1AART|2348VULN|5RPLT|6LHND|7DMSP|9DMG|aRCR
133	41213 35132	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|27aVULN|3BELT|4ZMB|5BEXP|6RCR|8DUST|9CDMG
134	41213 35433	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|278VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aNUKE
135	41216 35132	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|27aVULN|3BELT|4ZMB|5FEWX|6RCR|8DUST|9CDMG
136	41131 32324	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2348VULN|5RPLT|6RMIN|7TLV|9DMG|aRCR
137	23653 32236	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2CDMG|3ZMB|4DUR|5FEWX|68aVULN|7RCR|9AART
138	41133 43411	   	170.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|234VULN|5DUR|6ERES|7RCVC|8RCR|9DMG|aCGEN
139	41133 43412	   	170.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|234VULN|5DUR|6ERES|7RCVC|8RCR|9DMG|aRPLT
140	41211 42231	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|28aVULN|3BELT|4ZMB|5CDMG|6ERES|7ASPD|9RCR
141	41431 52231	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|28aVULN|3ERES|4BELT|5CDMG|6ZMB|7ASPD|9RCR
142	36232 61433	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|28VULN|3FEWX|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
143	36232 63433	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|28VULN|3FEWX|4CDMG|5ZMB|6RCR|7LHND|9AART|aDMG
144	36332 61433	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|28VULN|3LHND|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
145	41133 41226	   	170.46	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|234VULN|5DUR|6ERES|7ASPD|8DMG|9LHND|aRCR
146	41141 25311	   	170.45	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|68RCVC|7RCR|9DMG|aCGEN
147	41141 25312	   	170.45	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|68RCVC|7RCR|9DMG|aRPLT
148	41133 43413	   	170.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|234VULN|5DUR|6ERES|7RCVC|8RCR|9DMG|aDUST
149	41141 25313	   	170.35	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|68RCVC|7RCR|9DMG|aDUST
150	21341 22436	   	170.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LHND|2DUR|3aVULN|4DMG|58CDMG|6FEWX|7RCR|9AART
151	51333 22316	   	170.22	DCR|4VULN|2ASPD|1CDMG|1ZMB	1aCGEN|259aVULN|3ZMB|4CDMG|6RCVC|7RCR|8aASPD|aBPWR
152	33363 21334	   	170.22	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1DMSP|26CDMG|3LSRREG|47DUR|56VULN|6BPWR|8DMG|9RCR|aAART
153	46142 12231	   	170.22	DCR|2AART|2DMG|1VULN|1ASPD	14AART|2RCVC|3ERES|58DMG|6ASPD|7RCR|9VULN|aLHND
154	46142 12232	   	170.12	DCR|2AART|2DMG|1VULN|1ASPD	14AART|2RCVC|3aERES|58DMG|6ASPD|7RCR|9VULN
155	16322 51153	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aDUR
156	46112 34221	   	169.88	DCR|3VULN|1AART|2CDMG	1AART|2RCVC|39ERES|489VULN|5BELT|6RCR|79CDMG|9BPWR|aLIT
157	46112 34222	   	169.88	DCR|3VULN|1AART|2CDMG	1AART|2RCVC|39ERES|489VULN|5BELT|6RCR|79CDMG|9BPWR|aRPLT
158	51333 22123	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|25VULN|3ZMB|4CDMG|6RCVC|7RCR|8DLOT|9DMG|aAART
159	51333 22461	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|25VULN|3ZMB|4CDMG|6RCVC|7RCR|8TLV|9DMG|aAART
160	45132 15331	 * 	169.80	DCR|3VULN|1AART|3ZMB	1AART|2RMIN|3RPLT|456ZMB|5BPWR|79aVULN|8RCR
161	45132 25331	   	169.80	DCR|3VULN|1AART|3ZMB	1AART|2RMIN|3RPLT|456ZMB|56BPWR|79aVULN|8RCR
162	46112 34223	   	169.78	DCR|3VULN|1AART|2CDMG	1AART|2RCVC|39aERES|489VULN|5BELT|6RCR|79CDMG|9BPWR
163	42232 45322	 * 	169.76	DCR|1AART|1VULN|3ASPD|1DMG|3DUR	1AART|258DUR|358ASPD|4RCVC|58BPWR|68DUST|7RCR|9VULN|aDMG
164	13424 31141	   	169.74	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1RCVC|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aCGEN
165	13425 31141	   	169.74	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1RCVC|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aCGEN
166	12421 21158	 * 	169.72	DCR|3VULN|1AART|3DUR|2ASPD	1RCVC|269DUR|3MBVNT|49ASPD|579VULN|8RCR|9BPWR|aAART
167	13424 31142	   	169.64	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1RCVC|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aDUST
168	13425 31142	   	169.64	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1RCVC|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aDUST
169	41131 12524	   	169.49	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5RPLT|6ZMB|7TLV|8RCVC|9DMG|aRCR
170	13431 11214	   	169.37	DCR|2VULN|1AART|1DMG|2CDMG|2RCVC	15RCVC|24CDMG|3DMG|6MBVNT|7RCR|89VULN|aAART
171	13431 11274	 * 	169.37	DCR|2DMG|1AART|1VULN|2CDMG|2RCVC	15RCVC|24CDMG|39DMG|6MBVNT|7RCR|8VULN|aAART
