0	Index      	 *	Score 	Summary	Detail	
1	12164 82152	 * 	210.71	DCR|3VULN|3DMG|2AART|1ASPD	12AART|357DMG|4MBVNT|67aVULN|7BPWR|8ASPD|9RCR
34	13123 82265	   	195.02	DCR|3VULN|3DMG|1AART	1AART|2RCVC|39aDMG|49aVULN|5MBVNT|69aLHND|7RPLT|8RCR|9aBPWR
35	13163 22265	   	195.02	DCR|3VULN|3DMG|1AART	1AART|2RCVC|39aDMG|4MBVNT|5RPLT|69aVULN|79aLWND|8RCR|9aBPWR
36	12123 54351	   	194.95	DCR|3VULN|2AART|2DMG|1ASPD	12AART|37DMG|47aVULN|5MBVNT|67TLV|7BPWR|8ASPD|9RCR
37	12123 54353	   	194.95	DCR|3DMG|2AART|2VULN|1ASPD	12AART|37aDMG|47VULN|5MBVNT|67TLV|7BPWR|8ASPD|9RCR
38	12164 82151	   	194.95	DCR|3DMG|2AART|2VULN|1ASPD	12AART|357DMG|4MBVNT|67VULN|7BPWR|8ASPD|9RCR|aTLV
39	12164 82153	   	194.95	DCR|3DMG|2AART|2VULN|1ASPD	12AART|357DMG|4MBVNT|67VULN|7BPWR|8ASPD|9RCR|aERES
40	12316 61114	 * 	193.78	DCR|3VULN|2AART|2CDMG|3DUR	12AART|357DUR|47CDMG|6RCR|7BPWR|89aVULN
41	12336 61114	   	193.78	DCR|3VULN|2AART|2CDMG|3DUR	12AART|347DUR|57CDMG|6RCR|7BPWR|89aVULN
42	12511 35234	   	193.51	DCR|2AART|2DMG|2VULN|1CDMG	12AART|3aVULN|4CDMG|5aBEXP|6RCR|7LHND|8FEWX|9aDMG|aBPWR
43	12511 35334	   	193.51	DCR|2AART|2DMG|2VULN|1CDMG	12AART|3aVULN|4CDMG|5aBEXP|6RCR|7LHND|8LWND|9aDMG|aBPWR
44	12125 62331	 * 	193.25	DCR|2AART|2VULN|2DMG|3DUR|1ASPD	12AART|37DMG|47VULN|578DUR|6RCVC|7BPWR|9ASPD|aRCR
45	12531 22331	   	193.25	DCR|2AART|2VULN|2DMG|3DUR|1ASPD	12AART|37VULN|478DUR|5RCVC|67DMG|7BPWR|9ASPD|aRCR
46	12542 22331	   	193.25	DCR|2AART|2VULN|2DMG|3DUR|1ASPD	12AART|37VULN|4DMSP|578DUR|67DMG|7BPWR|9ASPD|aRCR
47	15221 22342	   	192.41	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	1AART|247VULN|37FEWX|5RCVC|67DMG|7BPWR|8DUR|9ZMB|aRCR
48	13531 22164	   	191.64	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1ASPD	1AART|25RCVC|37VULN|47DUR|67DMG|7BPWR|8CDMG|9ASPD|aRCR
49	13161 71541	   	190.91	DCR|3DMG|2VULN|1AART|1ASPD	1AART|2RCVC|38aDMG|4MBVNT|5ASPD|6RCR|7aLIT|9aVULN|aBPWR
50	12521 22164	   	190.85	DCR|2AART|2DMG|2VULN|1CDMG|1ASPD	12AART|37VULN|47LHND|5RCVC|67DMG|7BPWR|8CDMG|9ASPD|aRCR
51	12224 31512	 * 	190.83	ACR|3DMG|2AART|2VULN	12AART|3ERES|4aVULN|5RCR|6LWND|789DMG
52	12424 31613	   	190.83	ACR|3DMG|2AART|2VULN	12AART|3TLV|48VULN|5RCR|6LWND|79aDMG
53	12122 62164	   	190.65	DCR|2AART|2VULN|2DMG|1CDMG|1ASPD	12AART|37DMG|47VULN|57DUST|6RCVC|7BPWR|8CDMG|9ASPD|aRCR
54	12123 32262	   	190.61	DCR|3DMG|2AART|2VULN	12AART|39aDMG|49VULN|5MBVNT|69LWND|7RPLT|8RCR|9BPWR
55	12123 82262	   	190.61	DCR|3DMG|2AART|2VULN	12AART|39aDMG|49VULN|5MBVNT|69LHND|7RPLT|8RCR|9BPWR
56	12163 22262	   	190.61	DCR|3DMG|2AART|2VULN	12AART|39aDMG|4MBVNT|5RPLT|69VULN|79LWND|8RCR|9BPWR
57	15331 22311	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|237VULN|478DUR|5RCVC|67DMG|7BPWR|9RMIN|aRCR
58	15331 22351	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|237VULN|478DUR|5RCVC|67DMG|7BPWR|9CGEN|aRCR
59	15342 22311	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|237VULN|4DMSP|578DUR|67DMG|7BPWR|9RMIN|aRCR
60	15342 22351	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|237VULN|4DMSP|578DUR|67DMG|7BPWR|9CGEN|aRCR
61	15521 22311	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|247VULN|378DUR|5RCVC|67DMG|7BPWR|9RMIN|aRCR
62	15521 22351	   	190.52	DCR|3VULN|2DMG|1AART|3DUR	1AART|247VULN|378DUR|5RCVC|67DMG|7BPWR|9CGEN|aRCR
63	12164 42652	   	190.41	DCR|3DMG|2AART|2VULN	12AART|356DMG|4MBVNT|7RPLT|8RCR|9aVULN
64	14522 31334	   	189.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2aLHND|38DUR|4aVULN|5RCR|6LWND|7CDMG|9aDMG|aBPWR
65	15316 15312	   	189.76	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1AART|238VULN|4CDMG|56DUR|7RCR|9LWND|aDMG
66	15316 15322	   	189.76	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1AART|238VULN|4CDMG|56DUR|7RCR|9DMG|aRPLT
67	15316 15323	   	189.76	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1AART|238VULN|4CDMG|56DUR|7RCR|9DMG|aLHND
68	12333 66352	   	189.72	DCR|3VULN|2AART|1DMG|2DUR|1SELL	12AART|34DUR|5SELL|6RCR|789VULN|aDMG
69	12121 62156	 * 	189.69	DCR|2AART|2DMG|1VULN|3ASPD|2ZMB	12AART|37DMG|4VULN|57aASPD|67ZMB|7BPWR|8MBVNT|9RCR
70	15316 15321	   	189.66	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1AART|238VULN|4CDMG|56DUR|7RCR|9DMG|aTLV
71	13121 62151	   	189.52	DCR|2VULN|2DMG|1AART|2ZMB|2ASPD	1AART|2RCVC|37DMG|4aVULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR
72	12161 72437	   	189.50	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	12AART|39DMG|4MBVNT|5ASPD|6RCR|7DUR|8VULN|aCDMG
73	12125 26121	   	189.33	DCR|2AART|2VULN|2DMG|2DUR|1ASPD	12AART|38DMG|48VULN|58DUR|6DLOT|7RMIN|8BPWR|9ASPD|aRCR
74	15311 35432	   	188.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|23VULN|4CDMG|5BEXP|6RCR|7LHND|8DUR|9aDMG
75	15311 34432	   	188.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|23VULN|4CDMG|5BEXP|6RCR|7LEGI|8DUR|9aDMG
76	15312 65322	   	188.33	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|238VULN|4CDMG|5TLV|6NUKE|7RCR|9DMG|aZMB
77	13511 34234	   	188.28	DCR|2VULN|2DMG|1AART|2CDMG	1AART|2RCVC|3aVULN|4aCDMG|5BEXP|6RCR|7LEGI|8FEWX|9aDMG|aBPWR
78	13511 34334	   	188.28	DCR|2VULN|2DMG|1AART|2CDMG	1AART|2RCVC|3aVULN|4aCDMG|5BEXP|6RCR|7LEGI|8LWND|9aDMG|aBPWR
79	13521 22156	   	188.12	DCR|3VULN|2DMG|1AART|1CDMG	1AART|25RCVC|379VULN|47LHND|67DMG|7BPWR|8CDMG|aRCR
80	14321 22126	   	188.12	DCR|3VULN|2DMG|1AART|1CDMG	1AART|279LHND|347VULN|5RCVC|67DMG|7BPWR|8CDMG|aRCR
81	15321 22126	   	188.12	DCR|3VULN|2DMG|1AART|1CDMG	1AART|237VULN|479LHND|5RCVC|67DMG|7BPWR|8CDMG|aRCR
82	14321 22534	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|27LHND|347VULN|5RCVC|67DMG|7BPWR|8ERES|9CDMG|aRCR
83	15321 22534	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|237VULN|47LHND|5RCVC|67DMG|7BPWR|8ERES|9CDMG|aRCR
84	12123 54743	   	188.01	DCR|3DMG|2AART|2VULN	12AART|37aDMG|47VULN|5MBVNT|67TLV|7BPWR|8RCVC|9RCR
85	12123 72643	   	188.01	DCR|3DMG|2AART|2VULN	12AART|37aDMG|47VULN|5MBVNT|6RCVC|7BPWR|8ERES|9RCR
86	12124 22151	   	188.01	DCR|3VULN|2AART|2DMG	12AART|37DMG|47aVULN|5RMIN|6NUKE|7BPWR|8MBVNT|9RCR
87	12124 22153	   	188.01	DCR|3DMG|2AART|2VULN	12AART|37aDMG|47VULN|5RMIN|6NUKE|7BPWR|8MBVNT|9RCR
88	12126 14242	   	188.00	DCR|2AART|2VULN|2DMG|1ZMB|1DUR	12AART|35DMG|48VULN|6FEWX|7DUR|9ZMB|aRCR
89	12316 62162	   	187.96	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	12AART|35DUR|4CDMG|6RCR|7CGEN|8aDMG|9VULN
90	12316 66312	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|35DUR|4CDMG|6RCR|78VULN|9LWND|aDMG
91	12316 66322	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|35DUR|4CDMG|6RCR|78VULN|9DMG|aRPLT
92	12316 66323	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|35DUR|4CDMG|6RCR|78VULN|9DMG|aLHND
93	12336 62162	   	187.96	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	12AART|34DUR|5CDMG|6RCR|7CGEN|8aDMG|9VULN
94	12336 66312	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|34DUR|5CDMG|6RCR|78VULN|9LWND|aDMG
95	12336 66322	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|34DUR|5CDMG|6RCR|78VULN|9DMG|aRPLT
96	12336 66323	   	187.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|34DUR|5CDMG|6RCR|78VULN|9DMG|aLHND
97	13122 62156	   	187.92	DCR|3VULN|2DMG|1AART|1CDMG	1AART|26RCVC|37DMG|479VULN|57DUST|7BPWR|8CDMG|aRCR
98	12316 66321	   	187.86	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|35DUR|4CDMG|6RCR|78VULN|9DMG|aTLV
99	12336 66321	   	187.86	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|34DUR|5CDMG|6RCR|78VULN|9DMG|aTLV
100	23166 34133	 * 	187.80	ACR|3VULN|1AART|1DMG|2CDMG|1DUR	17CGEN|2DUR|3AART|47CDMG|5RCR|67aVULN|7BPWR|8RPLT|9DMG
101	33166 34133	   	187.60	ACR|3VULN|1AART|1DMG|2CDMG|1DUR	17ERES|2DUR|3AART|47CDMG|5RCR|67aVULN|7BPWR|8RPLT|9DMG
102	13121 62153	   	187.59	DCR|3DMG|1AART|1VULN|2ZMB|2ASPD	1AART|2RCVC|37aDMG|4VULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR
103	13161 72483	   	187.48	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1AART|2RCVC|39DMG|4MBVNT|5ASPD|6RCR|79DUR|89VULN|9BPWR|aLHND
104	13161 72484	   	187.48	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1AART|2RCVC|39DMG|4MBVNT|5ASPD|6RCR|79DUR|89VULN|9BPWR|aLIT
105	13161 72481	   	187.38	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1AART|2RCVC|39DMG|4MBVNT|5ASPD|6RCR|79DUR|89VULN|9BPWR|aERES
106	12161 71341	   	186.70	DCR|2AART|2VULN|2DMG|1ASPD	12AART|3aDMG|4MBVNT|5ASPD|6RCR|7aLIT|8DMSP|9aVULN|aBPWR
107	13161 71841	   	186.70	DCR|2AART|2VULN|2DMG|1ASPD	18AART|2RCVC|3aDMG|4MBVNT|5ASPD|6RCR|7aLIT|9aVULN|aBPWR
108	12164 46112	   	186.48	DCR|3DMG|2AART|1VULN|1CDMG	12AART|356DMG|4MBVNT|7CDMG|8RCR|9CGEN|aVULN
109	12164 46132	   	186.48	DCR|3DMG|2AART|1VULN|1CDMG	12AART|356DMG|4MBVNT|7CDMG|8RCR|9MLV|aVULN
110	12164 46146	   	186.48	DCR|3DMG|2AART|1VULN|1CDMG	12AART|356DMG|4MBVNT|7CDMG|8RCR|9LWND|aVULN
111	15262 12613	 * 	186.43	ACR|3VULN|2DMG|1AART|1DUR	1AART|268VULN|37FEWX|4DUR|5RCR|9aDMG
112	12164 46172	   	186.38	DCR|3DMG|2AART|1VULN|1CDMG	12AART|356DMG|4MBVNT|7CDMG|8RCR|9TLV|aVULN
113	12164 46182	   	186.38	DCR|3DMG|2AART|1VULN|1CDMG	12AART|356DMG|4MBVNT|7CDMG|8RCR|9ERES|aVULN
114	12125 62311	   	186.31	DCR|2AART|2VULN|2DMG|3DUR	12AART|37DMG|47VULN|578DUR|6RCVC|7BPWR|9RMIN|aRCR
115	12125 62351	   	186.31	DCR|2AART|2DMG|2VULN|3DUR	12AART|37DMG|47VULN|578DUR|6RCVC|7BPWR|9CGEN|aRCR
116	12531 22311	   	186.31	DCR|2AART|2VULN|2DMG|3DUR	12AART|37VULN|478DUR|5RCVC|67DMG|7BPWR|9RMIN|aRCR
117	12531 22351	   	186.31	DCR|2AART|2DMG|2VULN|3DUR	12AART|37VULN|478DUR|5RCVC|67DMG|7BPWR|9CGEN|aRCR
118	12542 22311	   	186.31	DCR|2AART|2VULN|2DMG|3DUR	12AART|37VULN|4DMSP|578DUR|67DMG|7BPWR|9RMIN|aRCR
119	12542 22351	   	186.31	DCR|2AART|2DMG|2VULN|3DUR	12AART|37VULN|4DMSP|578DUR|67DMG|7BPWR|9CGEN|aRCR
120	14222 14632	   	186.28	ACR|2AART|2VULN|2DMG|1ZMB	1aAART|2LHND|3FEWX|46VULN|5RCR|7ZMB|89DMG
121	14222 24632	   	186.28	ACR|2AART|2VULN|2DMG|1ZMB	1aAART|2LHND|3FEWX|47VULN|5RCR|6ZMB|89DMG
122	16222 14632	   	186.18	ACR|2AART|2VULN|2DMG|1ZMB	1aAART|2DUST|3FEWX|46VULN|5RCR|7ZMB|89DMG
123	16222 24632	   	186.18	ACR|2AART|2VULN|2DMG|1ZMB	1aAART|2DUST|3FEWX|47VULN|5RCR|6ZMB|89DMG
124	12126 12434	   	185.91	DCR|3DMG|2AART|2VULN	12AART|357DMG|47VULN|67FEWX|7BPWR|8RPLT|9CGEN|aRCR
125	12126 22434	   	185.91	DCR|3DMG|2AART|2VULN	12AART|357DMG|47VULN|67LHND|7BPWR|8RPLT|9CGEN|aRCR
126	12123 54356	   	185.91	DCR|2AART|2VULN|2DMG|2ASPD	12AART|37DMG|47VULN|5MBVNT|67TLV|7BPWR|8aASPD|9RCR
127	12123 27841	   	185.71	DCR|3VULN|2AART|2DMG	12AART|39DMG|479VULN|5MBVNT|6DLOT|89BEXP|9BPWR|aRCR
128	12516 15312	   	185.56	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|38VULN|4CDMG|56DUR|7RCR|9LWND|aDMG
129	12516 15322	   	185.56	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|38VULN|4CDMG|56DUR|7RCR|9DMG|aRPLT
130	12516 15323	   	185.56	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|38VULN|4CDMG|56DUR|7RCR|9DMG|aLHND
131	12123 27241	   	185.51	DCR|3VULN|2AART|2DMG	12AART|39DMG|479VULN|5MBVNT|6DLOT|89DUST|9BPWR|aRCR
132	12516 15321	   	185.46	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	12AART|38VULN|4CDMG|56DUR|7RCR|9DMG|aTLV
133	15221 22242	   	185.37	DCR|3VULN|2DMG|1AART|1ZMB	1AART|247VULN|37FEWX|5RCVC|67DMG|7BPWR|8LEGI|9ZMB|aRCR
134	12333 66326	   	185.06	DCR|2AART|2VULN|1DMG|2DUR|1ZMB|1SELL	12AART|34DUR|5SELL|6RCR|78VULN|9DMG|aZMB
135	12124 62532	   	185.02	DCR|2AART|2VULN|2DMG|2ZMB	12AART|37DMG|47VULN|5RMIN|67ZMB|7BPWR|8ERES|9FEWX|aRCR
136	14522 31234	   	184.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|28aLHND|3DUR|4aVULN|5RCR|6LWND|7CDMG|9aDMG|aBPWR
137	12512 65322	   	184.13	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	12AART|38VULN|4CDMG|5TLV|6NUKE|7RCR|9DMG|aZMB
138	12521 22126	   	183.91	DCR|2AART|2DMG|2VULN|1CDMG	12AART|37VULN|479LHND|5RCVC|67DMG|7BPWR|8CDMG|aRCR
139	12521 22534	   	183.81	DCR|2AART|2VULN|2DMG|1CDMG	12AART|37VULN|47LHND|5RCVC|67DMG|7BPWR|8ERES|9CDMG|aRCR
140	12126 23156	   	183.71	DCR|2AART|2VULN|2DMG|1CDMG	12AART|35DMG|49VULN|67LHND|8CDMG|aRCR
141	13123 54351	   	183.51	DCR|3VULN|2DMG|1AART|1ASPD	1AART|2RCVC|37DMG|47aVULN|5MBVNT|67TLV|7BPWR|8ASPD|9RCR
142	13123 54353	   	183.51	DCR|3DMG|2VULN|1AART|1ASPD	1AART|2RCVC|37aDMG|47VULN|5MBVNT|67TLV|7BPWR|8ASPD|9RCR
143	13164 82151	   	183.51	DCR|3DMG|2VULN|1AART|1ASPD	1AART|2RCVC|357DMG|4MBVNT|67VULN|7BPWR|8ASPD|9RCR|aTLV
144	13164 82153	   	183.51	DCR|3DMG|2VULN|1AART|1ASPD	1AART|2RCVC|357DMG|4MBVNT|67VULN|7BPWR|8ASPD|9RCR|aERES
145	12121 62152	   	183.38	DCR|2AART|2DMG|1VULN|2ZMB|2ASPD	12AART|37DMG|4VULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR|aMLV
146	12121 62155	   	183.38	DCR|2AART|2DMG|1VULN|2ZMB|2ASPD	12AART|37DMG|4VULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR|aCGEN
147	12121 62158	   	183.38	DCR|2AART|2DMG|1VULN|2ZMB|2ASPD	12AART|37DMG|4VULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR|aLIT
148	12131 66151	   	183.38	DCR|2AART|2DMG|1VULN|2ZMB|2ASPD	12AART|37DMG|4LWND|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR|aVULN
149	12121 62154	   	183.28	DCR|2AART|2DMG|1VULN|2ZMB|2ASPD	12AART|37DMG|4VULN|57ASPD|67ZMB|7BPWR|8MBVNT|9RCR|aDUST
150	23166 31612	   	183.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19CGEN|2DUR|3AART|4CDMG|5RCR|68VULN|7aDMG
151	15262 12611	 * 	182.94	ACR|4VULN|1AART|1DMG|1DUR	1AART|268aVULN|37FEWX|4DUR|5RCR|9DMG
152	12311 64632	   	182.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12AART|3DUR|4CDMG|5BEXP|6RCR|7LHND|8VULN|9aDMG
153	12511 35432	   	182.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12AART|3VULN|4CDMG|5BEXP|6RCR|7LHND|8DUR|9aDMG
154	12161 74338	   	182.56	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	12AART|38DMG|4MBVNT|5ASPD|6RCR|7MGNSTR|9VULN|aCDMG
155	12511 34432	   	182.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12AART|3VULN|4CDMG|5BEXP|6RCR|7LEGI|8DUR|9aDMG
156	12161 76421	   	182.46	DCR|2AART|2DMG|1VULN|2ASPD|1DUR	12AART|38DMG|4MBVNT|58ASPD|6RCR|78TLV|8BPWR|9DUR|aVULN
157	12122 32156	   	182.39	DCR|2AART|2DMG|2VULN|2DUR	12AART|39DMG|49VULN|5DUST|6LWND|7RPLT|89DUR|9BPWR|aRCR
158	13316 61114	   	182.33	DCR|3VULN|1AART|2CDMG|3DUR	1AART|2RCVC|357DUR|47CDMG|6RCR|7BPWR|89aVULN
159	13336 61114	   	182.33	DCR|3VULN|1AART|2CDMG|3DUR	1AART|2RCVC|347DUR|57CDMG|6RCR|7BPWR|89aVULN
160	15262 12213	   	182.22	ACR|2AART|2VULN|2DMG|1DUR	18AART|26VULN|37FEWX|4DUR|5RCR|9aDMG
161	11213 24635	   	182.19	DCR|2AART|2VULN|2DMG|2DUR	16AART|2LSRHEA|35DUR|48VULN|79DMG|aRCR
162	32331 22645	 * 	182.17	DCR|3DMG|2VULN|2CDMG|1DUR	18ERES|2RPLT|3DUR|48CDMG|578DMG|6RCR|8BPWR|9aVULN
163	14522 13632	   	182.12	ACR|2AART|2VULN|2DMG|1DUR	1aAART|2LHND|3DUR|46VULN|5RCR|7TLV|89DMG
164	13511 35234	   	182.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2RCVC|3aVULN|4CDMG|5aBEXP|6RCR|7LHND|8FEWX|9aDMG|aBPWR
165	13511 35334	   	182.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2RCVC|3aVULN|4CDMG|5aBEXP|6RCR|7LHND|8LWND|9aDMG|aBPWR
166	16362 13632	   	182.02	ACR|2AART|2VULN|2DMG|1DUR	1aAART|2DUST|36VULN|4DUR|5RCR|7TLV|89DMG
167	16522 13632	   	182.02	ACR|2AART|2VULN|2DMG|1DUR	1aAART|2DUST|3DUR|46VULN|5RCR|7TLV|89DMG
