0	Index      	 *	Score 	Summary	Detail	
1	32313 43363	 * 	209.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aAART
68	32653 22233	 * 	189.12	DCR|3AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|359AART|48ASPD|6BEXP|7RCR|aVULN
69	32332 56531	 * 	189.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	14DUR|2CGEN|3ASPD|5AART|6RPLT|7CDMG|8VULN|9DMG|aRCR
70	32332 22233	   	189.10	DCR|2AART|2ASPD|1VULN|2DUR	14DUR|2CGEN|38ASPD|59AART|6BEXP|7RCR|aVULN
71	32656 22233	   	189.10	DCR|2AART|2ASPD|1VULN|2DUR	15DUR|2CGEN|39AART|48ASPD|6BEXP|7RCR|aVULN
72	42182 63421	 * 	189.06	DCR|2VULN|2ASPD|2AAC|1AART	1RCVC|2aAAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART
73	32221 34233	   	189.05	DCR|3AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45aAART|6CDMG|7VULN|8RCR|9ASPD
74	33221 34233	   	189.05	DCR|3AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3ERES|45aAART|6CDMG|7VULN|8RCR|9ASPD
75	33521 34233	   	189.05	DCR|3AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3TLV|45aAART|6CDMG|7VULN|8RCR|9ASPD
76	34221 34233	   	189.05	DCR|3AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3ERES|45aAART|6CDMG|7VULN|8RCR|9ASPD
77	34521 34233	   	189.05	DCR|3AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3TLV|45aAART|6CDMG|7VULN|8RCR|9ASPD
78	32221 34232	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9ASPD
79	32226 34233	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	15DUR|2CGEN|3LEGI|4aAART|6CDMG|7VULN|8RCR|9ASPD
80	33221 34232	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2LHND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD
81	33226 34233	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	15DUR|2LHND|3ERES|4aAART|6CDMG|7VULN|8RCR|9ASPD
82	33521 34232	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD
83	34221 34232	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2LWND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD
84	34226 34233	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	15DUR|2LWND|3ERES|4aAART|6CDMG|7VULN|8RCR|9ASPD
85	34521 34232	   	189.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2LWND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD
86	32521 34235	 * 	188.52	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|7VULN|8RCR|9ASPD|aMDPS
87	32631 34235	   	188.52	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|7VULN|8RCR|9ASPD|aMDPS
88	32221 34235	   	188.42	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9ASPD|aMDPS
89	34221 34235	   	188.42	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aMDPS
90	33521 34223	   	188.27	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|79VULN|8RCR|aRMIN
91	24252 31533	   	188.05	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DMSP|2DMG|3DUR|4VULN|5aAART|6CDMG|7RMIN|8RCR|9LWND
92	32116 62532	   	188.03	DCR|2VULN|1AART|1ASPD|2DUR|1AAC|1RMIN	13DUR|2CGEN|4RMIN|5AART|6RCR|7AAC|8aVULN|9ASPD
93	24256 33112	   	187.94	DCR|3VULN|2DMG|1DUR	1DMSP|29DMG|3DUR|469VULN|5RCVC|7RCR|89BASARM|9BPWR|aLEGI
94	44511 23211	   	187.74	DCR|2VULN|2DMG|1ASPD	1RCVC|25DMG|3TLV|4CGEN|6aVULN|7RCR|8ASPD|9RMIN
95	24225 23523	 * 	187.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DMSP|2DMG|3DUR|4ERES|5ASPD|6CGEN|7VULN|8RCR|9aAART
96	25621 33523	   	187.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DMSP|2CGEN|3ERES|4ASPD|5DMG|6DUR|7VULN|8RCR|9aAART
97	22182 53428	   	187.41	DCR|2VULN|2ASPD|1AART|2DUR|1AAC	1DMSP|2AAC|3MBVNT|48ASPD|5LWND|68DUR|78VULN|8BPWR|9AART|aRCR
98	21152 62533	   	187.23	DCR|2AART|2DMG|1VULN|1DUR	1DMSP|2LWND|3CGEN|48DMG|59AART|6DUR|7RCR|aVULN
99	32113 23666	 * 	187.09	DCR|2VULN|2DMG|3DUR|1RMIN	135DUR|2aCGEN|4RMIN|6RCR|7DUST|8aDMG|9aVULN|aBPWR
100	33116 22415	   	186.93	DCR|3VULN|2DMG|2DUR|1AAC	18DUR|2LHND|3BELT|48aVULN|5DMSP|68DMG|7AAC|8BPWR|9RCR
101	33123 22415	   	186.93	DCR|3VULN|2DMG|2DUR|1AAC	18DUR|24LHND|3BELT|58aVULN|68DMG|7AAC|8BPWR|9RCR
102	22182 63484	   	186.45	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1DMSP|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9DMG|aDUR
103	42142 44214	 * 	186.44	DCR|2VULN|1ASPD|1NUKE|1CDMG|1AAC|1DUR	1RCVC|2AAC|3MBVNT|4CDMG|5ASPD|68VULN|7DUR|9RCR|aNUKE
104	32654 22233	   	186.32	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|39AART|48ASPD|5RCVC|6BEXP|7RCR|aVULN
105	22221 23111	   	186.25	DCR|2VULN|2DMG|2AAC|1ASPD|1RMIN	1DMSP|23AAC|49DMG|5RMIN|69VULN|7RCR|89BASARM|9BPWR|aASPD
106	33526 34233	   	186.25	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3TLV|4aAART|5RCVC|6CDMG|7VULN|8RCR|9ASPD
107	32313 43345	   	186.08	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9LIT|aAME
108	42182 63423	   	186.02	DCR|2VULN|2ASPD|1AART|1AAC	1RCVC|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART|aLIT
109	32313 43321	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9ERES|aLHND
110	32313 43324	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9ERES|aLIT
111	32313 43343	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9LIT|aDUST
112	32313 43353	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DUST|aBELT
113	32313 43355	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DUST|aLWND
114	32313 43362	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aAME
115	32313 43364	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aLWND
116	32313 43365	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aLHND
117	22182 62232	   	185.92	DCR|2VULN|2ASPD|2CDMG|1AAC	1DMSP|2AAC|3MBVNT|4aASPD|5LWND|6RCR|7aCDMG|8aVULN|9RMIN|aBPWR
118	32313 43241	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1aDUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9LIT
119	32313 43322	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR|1SELL	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9ERES|aSELL
120	32313 43323	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9ERES|aTLV
121	32313 43351	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR|1MSE	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DUST|aMSE
122	32313 43352	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DUST|aTLV
123	32313 43356	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DUST|aERES
124	32313 43361	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aDUST
125	32313 43366	   	185.88	DCR|2VULN|2ASPD|1CDMG|2DUR|1MSE	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aMSE
126	32522 22254	 * 	185.88	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LWND|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aNUKE
127	32522 22255	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LWND|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aASPD
128	32632 22254	   	185.88	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3AART|4LWND|5LHND|6VULN|7CDMG|8DMG|9RCR|aNUKE
129	32632 22255	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CGEN|3AART|4LWND|5LHND|6VULN|7CDMG|8DMG|9RCR|aASPD
130	32222 22254	   	185.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aNUKE
131	32222 22255	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LEGI|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aASPD
132	32223 25354	 * 	185.78	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|4AART|5BEXP|6VULN|7CDMG|8ASPD|9RCR|aNUKE
133	33223 25254	   	185.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2LHND|3ERES|4AART|5FEWX|6VULN|7CDMG|8DMG|9RCR|aNUKE
134	33223 25255	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LHND|3ERES|4AART|5FEWX|6VULN|7CDMG|8DMG|9RCR|aASPD
135	34222 22254	   	185.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2LWND|3ERES|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aNUKE
136	34222 22255	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3ERES|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aASPD
137	31223 25254	   	185.68	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2DUST|3ERES|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aNUKE
138	31223 25255	   	185.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DUST|3ERES|4AART|5LHND|6VULN|7CDMG|8DMG|9RCR|aASPD
139	32313 43442	   	185.56	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	18DUR|2CGEN|35ASPD|4CDMG|6VULN|7RCR|9LIT|aDMG
140	22642 22532	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1DMSP|2AAC|3CGEN|4DUST|5AART|6aVULN|7RCR|8DMG|9ASPD
141	22182 63421	   	184.90	DCR|2VULN|2ASPD|2AAC|1AART	1DMSP|2aAAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART
142	24252 62133	   	184.46	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9RMIN|aRCVC
143	32522 34223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LWND|46AART|5LHND|7CDMG|8RCR|9aVULN
144	32521 34221	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|79VULN|8RCR|aLHND
145	32521 34222	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3aLWND|45AART|6CDMG|79VULN|8RCR
146	32521 34223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|79VULN|8RCR|aAME
147	32521 34225	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|79VULN|8RCR|aLIT
148	32631 34221	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|79VULN|8RCR|aLHND
149	32631 34222	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|35AART|4aLWND|6CDMG|79VULN|8RCR
150	32631 34223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|79VULN|8RCR|aAME
151	32631 34225	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|79VULN|8RCR|aLIT
152	32632 34223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|36AART|4LWND|5LHND|7CDMG|8RCR|9aVULN
153	32523 25315	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LWND|4AART|5BEXP|69VULN|7CDMG|8ASPD|aRCR
154	32633 25315	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3AART|4LWND|5BEXP|69VULN|7CDMG|8ASPD|aRCR
