0	Index      	 *	Score 	Summary	Detail	
1	21311 52223	 * 	216.68	DCR|4VULN|3CDMG|1DMG|1DUR	18aERES|2LIT|389aVULN|4DUR|5DMG|6RCR|78aCDMG|8aBPWR
29	13122 63341	 * 	200.99	DCR|2VULN|1MDPS|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aMDPS
30	32347 42427	   	200.78	DCR|4VULN|2DMG|2ZMB	1RMIN|2DMSP|3MBVNT|49DMG|5689VULN|79ZMB|9BPWR|aRCR
31	13121 62146	   	200.63	DCR|3VULN|1AART|1DMG|2DUR	1LHND|248VULN|34DUR|4BPWR|5ERES|6RCR|7RCVC|9DMG|aAART
32	13121 63225	   	200.20	DCR|3VULN|1AART|1ASPD|2DUR	1LHND|249VULN|34DUR|4BPWR|5ERES|6RCR|7AART|8RCVC|aASPD
33	13121 63243	   	200.20	DCR|3VULN|1AART|1DMG|2DUR	1LHND|24aVULN|34DUR|4BPWR|5ERES|6RCR|7AART|8RCVC|9DMG
34	32374 26353	 * 	200.15	DCR|3ASPD|2VULN|1MDPS|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|679ASPD|7BPWR|8RCR|aMDPS
35	43422 33161	 * 	199.84	DCR|4VULN|1MDPS|1ASPD|1DMG|1ZMB	1MDPS|2DMSP|3489VULN|4BPWR|5ZMB|6DMG|7ASPD|aRCR
36	21311 52252	 * 	199.62	DCR|2VULN|2CDMG|1AART|1DMG|1DUR	18ERES|2LIT|38VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|9LWND|aAART
37	36332 22653	 * 	199.62	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1RMIN|2AAC|3CDMG|4BELT|56aVULN|7RCR|8AART|9ASPD
38	32562 12334	 * 	199.20	DCR|2VULN|2AART|2DMG	1RMIN|2DMSP|3aCANSTR|4AIRARM|58AART|6aDMG|7RCR|9aVULN|aBPWR
39	34374 26334	   	198.98	DCR|2VULN|2ASPD|3CDMG|1ZMB	1RMIN|2RCVC|3MBVNT|47aCDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB
40	13121 63325	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR	1LHND|249VULN|34DUR|4BPWR|58ERES|6RCR|7AART|aASPD
41	13121 63343	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	1LHND|24aVULN|34DUR|4BPWR|58ERES|6RCR|7AART|9DMG
42	21311 52423	   	198.92	DCR|3VULN|2CDMG|1DMG|2DUR	1aERES|2LIT|39aVULN|48DUR|5DMG|6RCR|7aCDMG|aBPWR
43	21311 54413	   	198.92	DCR|3VULN|2CDMG|1DMG|2DUR	1aERES|2LIT|38aVULN|47DUR|5DMG|6RCR|9aCDMG|aBPWR
44	35348 54113	   	198.88	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aDMG|3MBVNT|4aVULN|5AART|6RCR|7MLV|8BEXP|9aDUR|aBPWR
45	35348 54313	   	198.88	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aDMG|3MBVNT|4aVULN|5AART|6RCR|7MLV|8LWND|9aDUR|aBPWR
46	13122 63631	 * 	198.75	DCR|3VULN|1MDPS|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aMDPS
47	13122 63431	   	198.65	DCR|3VULN|1MDPS|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|aMDPS
48	35626 22223	 * 	198.42	DCR|3ASPD|2DMG|1MDPS|1VULN|1CDMG	1RMIN|28DMG|36aASPD|4MDPS|5CDMG|7VULN|9RCR
49	32374 26327	   	198.25	DCR|2VULN|2ASPD|2CDMG|1DMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9DMG|aRCVC
50	32374 26321	   	197.92	DCR|2VULN|2ASPD|2CDMG|1DMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9DMG|aBEXP
51	32374 26322	   	197.92	DCR|2VULN|2ASPD|2CDMG|1DMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9DMG|aAME
52	32374 26323	   	197.92	DCR|2VULN|2ASPD|2CDMG|1DMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9DMG|aMLV
53	32374 26328	   	197.92	DCR|2VULN|2ASPD|2CDMG|1DMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9DMG|aLIT
54	21311 54423	 * 	197.88	DCR|3VULN|2DMG|3DUR	1aERES|2LIT|38aVULN|479DUR|5aDMG|6RCR|aBPWR
55	15232 44711	 * 	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4LIT|5aVULN|6CDMG|7AART|8ASPD|9RCR
56	32318 42327	   	197.41	DCR|4VULN|2ASPD|2ZMB	1RMIN|2DMSP|3MBVNT|4689VULN|59ASPD|79ZMB|9BPWR|aRCR
57	13122 31615	   	197.07	DCR|3VULN|2DMG|2DUR|1ZMB	189LHND|248VULN|34DUR|48BPWR|5ZMB|68DMG|7RCVC|aRCR
58	13122 31625	   	197.07	DCR|3VULN|2DMG|2DUR|1ZMB	18LHND|248VULN|34DUR|48BPWR|5ZMB|68DMG|7RCVC|9DMSP|aRCR
59	13122 31661	 * 	196.97	DCR|3VULN|2DMG|1NUKE|2DUR|1ZMB	18LHND|248VULN|34DUR|48BPWR|5ZMB|68DMG|7RCVC|9NUKE|aRCR
60	32374 26335	   	196.50	DCR|2VULN|2ASPD|2CDMG|1ZMB|1DUR	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aDUR
61	21311 53412	   	196.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2LIT|38VULN|4DUR|57DMG|6RCR|9CDMG|aZMB
62	21311 52243	   	195.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	18ERES|2LIT|38VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|9RMIN|aASPD
63	35348 53114	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DMG|3MBVNT|4aVULN|5AART|6RCR|7DUST|8ASPD|9DUR
64	21321 52222	   	195.60	DCR|3VULN|2CDMG|1DMG|1ZMB	18ERES|2LIT|389VULN|4DUST|5DMG|6RCR|78CDMG|8BPWR|aZMB
65	32374 26334	   	195.25	DCR|2VULN|2ASPD|3CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47aCDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB
66	21321 53463	   	194.73	DCR|3VULN|3DMG	1ERES|2LIT|389VULN|4DUST|57aDMG|6RCR
67	13122 63212	 * 	194.44	DCR|3VULN|1AART|3DUR|1ZMB	1LHND|24aVULN|348DUR|4BPWR|5ZMB|6RCR|7AART|9CGEN
68	34374 26343	   	194.30	DCR|2VULN|1MDPS|2ASPD|2CDMG|1AAC	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aAAC
69	13322 63535	   	194.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	18LHND|24VULN|34DUST|4BPWR|5ZMB|6RCR|7AART|9CDMG|aASPD
70	13234 33653	 * 	194.12	DCR|2VULN|2ASPD|1AART|1DMG	19LHND|29VULN|3DMG|4LIT|5RMIN|69ASPD|7RPLT|8AART|9BPWR|aRCR
71	36332 22612	 * 	194.08	DCR|3VULN|1SPLARM|1AART|1CDMG|1AAC	1RMIN|2AAC|3CDMG|4BELT|56aVULN|7RCR|8AART|9SPLARM
72	35348 52231	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RMIN|2DMG|3MBVNT|4VULN|5AART|6RCR|7RPLT|8ASPD|9CDMG|aZMB
73	21311 52221	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	18ERES|2LIT|389VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|aFEWX
74	21311 52224	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	18ERES|2LIT|389VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|aRMIN
75	21311 52225	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	18ERES|2LIT|389VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|aBEXP
76	21311 52226	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	18ERES|2LIT|389VULN|4DUR|5DMG|6RCR|78CDMG|8BPWR|aBELT
77	21311 52323	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	1aERES|28LIT|39aVULN|4DUR|5DMG|6RCR|7aCDMG|aBPWR
78	23631 52223	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	18ERES|2FEWX|389VULN|4LIT|5DMG|6RCR|78CDMG|8BPWR|aDUR
79	21311 52623	   	193.58	DCR|3VULN|2CDMG|1DMG|1DUR	18aERES|2LIT|39aVULN|4DUR|5DMG|6RCR|7aCDMG|aBPWR
80	35612 42323	 * 	193.56	DCR|3DMG|1MDPS|1VULN|1ASPD|1CDMG|1AAC	1RMIN|249DMG|3ASPD|5CDMG|6AAC|7VULN|8RCR|aMDPS
81	35348 53444	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	19RMIN|28DMG|3MBVNT|48VULN|5AART|6RCR|78DUST|8BPWR|aDUR
82	21311 52213	   	193.43	DCR|2VULN|2DMG|2CDMG|1DUR	18ERES|2LIT|38VULN|4DUR|5aDMG|6RCR|78CDMG|8BPWR|9BEXP
83	21311 52233	   	193.43	DCR|2VULN|2DMG|2CDMG|1DUR	18ERES|2LIT|38VULN|4DUR|5aDMG|6RCR|78CDMG|8BPWR|9FEWX
84	13212 22431	 * 	193.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1LHND|2VULN|39DMG|4CGEN|5ZMB|6RPLT|7RCR|8ASPD|aAART
85	13242 22431	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LHND|2VULN|39DMG|4MLV|5ZMB|6RPLT|7RCR|8ASPD|aAART
86	13262 22431	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LHND|2VULN|39DMG|4AME|5ZMB|6RPLT|7RCR|8ASPD|aAART
87	13221 22431	   	193.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LHND|2VULN|39DMG|4ZMB|5ERES|6RPLT|7RCR|8ASPD|aAART
88	13234 53422	   	193.03	DCR|3VULN|2DMG|2DUR	1aLHND|28aVULN|37DMG|4LIT|5RMIN|6RCR|9aDUR|aBPWR
89	35626 22221	 * 	192.93	DCR|2DMG|1MDPS|2ASPD|1VULN|2CDMG	1RMIN|28DMG|36ASPD|4MDPS|5aCDMG|7VULN|9RCR
90	35343 51317	   	192.88	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28DMG|3MBVNT|48VULN|5BEXP|6FEWX|78DUR|8BPWR|9RCR|aAART
91	21311 53424	   	192.73	DCR|3VULN|2DMG|2DUR	1ERES|2LIT|38aVULN|49DUR|57DMG|6RCR
92	35382 32244	   	192.69	DCR|3DMG|1VULN|1ASPD|1CDMG|1SELL	1RMIN|28aDMG|3MBVNT|4SELL|5ASPD|6RCR|7VULN|9CDMG
93	13122 63116	 * 	192.69	DCR|2VULN|2AART|3DUR|1ZMB	1LHND|24VULN|349DUR|4BPWR|5ZMB|6RCR|7aAART|8BEXP
94	13122 63236	   	192.59	DCR|2VULN|2AART|3DUR|1ZMB	1LHND|24VULN|348DUR|4BPWR|5ZMB|6RCR|7aAART|9DUST
95	34374 26331	   	191.93	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aBEXP
96	34374 26332	   	191.93	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aAME
97	34374 26333	   	191.93	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aMLV
98	13121 63241	   	191.73	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	1LHND|24VULN|34DUR|4BPWR|5ERES|6RCR|7AART|8RCVC|9DMG|aMDPS
99	15232 44713	 * 	191.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4LIT|5VULN|6CDMG|7AART|8aASPD|9RCR
100	13122 63335	   	191.62	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9AELBLL|aASPD
101	13122 63343	   	191.62	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aBEXP
102	13122 63344	   	191.62	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aCGEN
103	13122 63345	   	191.62	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aMLV
104	32374 26336	   	191.53	DCR|2VULN|2ASPD|2CDMG|1AAC|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aAAC
105	13122 63342	   	191.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aERES
106	13122 63346	   	191.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|9DMG|aTLV
107	35315 43171	   	191.24	DCR|3VULN|2DMG|1ASPD	1RMIN|24DMG|3MBVNT|4BPWR|5FEWX|689VULN|7ASPD|aRCR
108	35318 43171	   	191.24	DCR|3VULN|2DMG|1ASPD	1RMIN|24DMG|3MBVNT|4BPWR|5BEXP|689VULN|7ASPD|aRCR
109	15284 61244	 * 	191.20	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1DUR	1LHND|2MBVNT|3DMG|46CDMG|5VULN|7DUR|8ASPD|9AART|aRCR
110	35311 43171	   	191.14	DCR|3VULN|2DMG|1ASPD	1RMIN|24DMG|3MBVNT|4BPWR|5DUST|689VULN|7ASPD|aRCR
111	13122 62156	   	191.00	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9MLV|aAART
112	13122 62126	   	190.90	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9TLV|aAART
113	13122 62436	   	190.90	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|8TLV|aAART
114	13122 62636	   	190.90	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|8ERES|aAART
115	34374 26341	   	190.86	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aDMSP
116	34374 26342	   	190.86	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aAME
117	34374 26344	   	190.86	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aLHND
118	32374 26315	   	190.78	DCR|3ASPD|2VULN|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67aASPD|7BPWR|8RCR|9FEWX
119	32374 26351	   	190.78	DCR|3ASPD|2VULN|2CDMG	1RMIN|2aDMSP|3MBVNT|47CDMG|57VULN|679ASPD|7BPWR|8RCR
120	32374 26352	   	190.78	DCR|3ASPD|2VULN|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|679ASPD|7BPWR|8RCR|aAME
121	32374 26354	   	190.78	DCR|3ASPD|2VULN|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|679ASPD|7BPWR|8RCR|aLHND
122	32374 26343	   	190.56	DCR|2VULN|1MDPS|2ASPD|2CDMG|1AAC	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aAAC
123	21311 53423	   	190.55	DCR|3DMG|2VULN|2DUR	1ERES|2LIT|38VULN|49DUR|57aDMG|6RCR
124	13121 63341	   	190.45	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	1LHND|24VULN|34DUR|4BPWR|58ERES|6RCR|7AART|9DMG|aMDPS
125	36332 22315	 * 	190.06	DCR|3VULN|2ASPD|1CDMG|1AAC	1RMIN|2AAC|3CDMG|4BELT|568VULN|7RCR|9aASPD
126	34374 26313	   	189.90	DCR|2VULN|2ASPD|2CDMG|1DUR	1RMIN|2RCVC|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9FEWX|aDUR
127	36332 22643	   	189.89	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB	1RMIN|2AAC|3CDMG|4BELT|56aVULN|7RCR|8AART|9ZMB
128	15228 13833	   	189.85	DCR|2VULN|2AART|1DMG|1ZMB	1LHND|2MBVNT|3DMG|4ZMB|56AART|7TLV|8RCR|9aVULN
129	21311 53323	   	189.82	DCR|2VULN|2DMG|1NUKE|1DUR	19ERES|2LIT|39VULN|4DUR|57DMG|6RCR|89MLV|9BPWR|aNUKE
130	13122 63321	   	189.72	DCR|3VULN|1AART|2DUR|1ZMB	18LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|aRCVC
131	21311 53363	   	189.72	DCR|2VULN|2DMG|1NUKE|1DUR	1ERES|2LIT|39VULN|4DUR|57DMG|6RCR|8MLV|aNUKE
132	21311 53443	   	189.72	DCR|2VULN|2DMG|1NUKE|1DUR	1ERES|2LIT|38VULN|4DUR|57DMG|6RCR|9MLV|aNUKE
133	21311 53453	   	189.72	DCR|2VULN|2DMG|1NUKE|1DUR	1ERES|2LIT|38VULN|4DUR|57DMG|6RCR|9AME|aNUKE
134	21311 53433	   	189.62	DCR|2VULN|2DMG|1NUKE|1DUR	1ERES|2LIT|38VULN|4DUR|57DMG|6RCR|9TLV|aNUKE
135	21311 53663	   	189.62	DCR|2VULN|2DMG|1NUKE|1AAC|1DUR	1ERES|2LIT|39VULN|4DUR|57DMG|6RCR|8AAC|aNUKE
136	13122 61322	   	189.59	DCR|3VULN|1AART|2DUR|1ZMB	19LHND|249VULN|34DUR|49BPWR|5ZMB|6RCR|7RMIN|89FEWX|aAART
137	13122 61522	   	189.59	DCR|3VULN|1AART|2DUR|1ZMB	19LHND|249VULN|34DUR|49BPWR|5ZMB|6RCR|7RMIN|89LWND|aAART
138	13122 66632	   	189.59	DCR|3VULN|1AART|2DUR|1ZMB	18LHND|248VULN|34DUR|48BPWR|5ZMB|6RCR|78FEWX|9CGEN|aAART
139	13622 33126	 * 	189.57	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	14LHND|248VULN|3RCR|4BPWR|5ZMB|6DMG|7ASPD|9TLV|aAART
140	13421 56222	   	189.57	DCR|3VULN|2DMG|1ZMB|1SELL	18LHND|289VULN|3CGEN|4LIT|58DMG|6RCR|7SELL|8BPWR|aZMB
141	15228 13834	 * 	189.53	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1LHND|2MBVNT|3DMG|4ZMB|56AART|7TLV|8RCR|9VULN|aASPD
142	13618 73322	 * 	189.43	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB	19LHND|29VULN|3RCR|4MBVNT|5ASPD|6ZMB|79DMG|8RMIN|9BPWR|aAART
143	13122 61342	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7RMIN|8FEWX|aAART
144	13122 61542	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7RMIN|8LWND|aAART
145	13122 63633	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aBEXP
146	13122 63634	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aCGEN
147	13122 63635	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aMLV
148	13122 65342	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7CGEN|8FEWX|aAART
149	13122 66242	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7FEWX|8CGEN|aAART
150	13322 61122	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	19LHND|249VULN|34DUST|49BPWR|5ZMB|6RCR|7RMIN|89DUR|aAART
151	35348 54231	   	189.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1RMIN|2aDMG|3MBVNT|4VULN|5AART|6RCR|7MLV|8DUR|9CDMG
152	13122 63322	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	18LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|aDUST
153	13122 63323	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	18LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|aERES
154	13122 63434	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|aCGEN
155	13122 63435	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|aMLV
156	13122 63436	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|aAME
