0	Index      	 *	Score 	Summary	Detail	
1	33453 64381	 * 	177.79	ACR|1BASARM|2BEXP|1DMG	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aDMG
13	15631 34312	 * 	172.31	ACR|2DMG|2CDMG|1BEXP|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|69CDMG|7BEXP|8AAC
14	15631 32311	 * 	171.34	ACR|2DMG|1AART|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AART|8LIT|9BEXP
15	11326 12361	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7DLOT|9BASARM|aLWND
16	11326 12365	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1SNIHEL|2CDMG|3aDUR|4BELT|5RCR|68BEXP|7DLOT|9BASARM
17	11326 12362	   	171.18	ACR|1BASARM|2BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7DLOT|9BASARM|aDUST
18	11326 12364	   	171.18	ACR|1BASARM|2BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7DLOT|9BASARM|aAEFBLL
19	11326 12366	   	171.18	ACR|1BASARM|2BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7DLOT|9BASARM|aTLV
20	15633 34452	 * 	170.52	ACR|2DMG|1BASICY|1ASPD|1VULN	1aSNIHEL|2VULN|3BELT|4RCR|5MBVNT|6aLHND|7ASPD|8BASICY|9aDMG|aBPWR
21	11326 63326	 * 	169.80	ACR|1BASARM|1ASPD|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9RPLT|aASPD
22	42343 21216	 * 	169.31	ACR|3DMG|1BASARM|1ASPD|1AAC|2MSE	14MSE|247DMG|3AAC|4BPWR|5RCR|6CGEN|8ASPD|9AEFBLL|aBASARM
23	42343 21226	 * 	169.31	ACR|3DMG|1BASARM|1ASPD|1AAC|3MSE	149MSE|247DMG|3AAC|4BPWR|5RCR|6CGEN|8ASPD|aBASARM
24	31121 56431	 * 	169.16	1BASARM|2ASPD|2BEXP|1DMG|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8DMG|9aASPD
25	16334 22621	 * 	169.12	DCR|2BASARM|2BEXP|2CDMG|1VULN	129SNIHEL|3VULN|49BASARM|5TLV|67CDMG|89BEXP|9BPWR|aRCR
26	16335 32621	   	169.12	DCR|2BASARM|2BEXP|2CDMG|1VULN	129SNIHEL|3VULN|49BASARM|57CDMG|6AME|89BEXP|9BPWR|aRCR
27	15631 34233	 * 	168.49	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|79BEXP|8DUST|aAART
28	15633 24842	 * 	167.13	ACR|3DMG|2VULN|1AAC|1SELL	19SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6AAC|7SELL|89aDMG|9BPWR
29	15631 32314	 * 	166.78	ACR|2VULN|1DMG|1AART|1BEXP|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LIT|9BEXP
30	31635 22162	 * 	166.69	ACR|1BASARM|2DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|6CGEN|79DMG|8FEWX|aBASARM
31	31635 22522	   	166.69	ACR|1BASARM|2DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|6CGEN|78DMG|9LWND|aBASARM
32	15631 34213	   	166.68	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1SNIHEL|29VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8DUST|aAART
33	15633 38443	 * 	166.48	ACR|1ASPD|1DMG|1BASICY|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7DMG|8BASICY|9CDMG|aASPD
34	21151 34113	 * 	166.43	DCR|1BASARM|2VULN|1DMG|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6MLV|7BASARM|8DMG|9RMIN|aRCR
35	21151 34313	 * 	166.43	DCR|1BASARM|2VULN|1ASPD|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6MLV|7BASARM|8ASPD|9RMIN|aRCR
36	21151 24113	 * 	166.33	DCR|1BASARM|2VULN|1DMG|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6AME|7BASARM|8DMG|9RMIN|aRCR
37	21151 24313	 * 	166.33	DCR|1BASARM|2VULN|1ASPD|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6AME|7BASARM|8ASPD|9RMIN|aRCR
38	21151 34143	 * 	166.33	DCR|1BASARM|2VULN|1DMG|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6MLV|7BASARM|8DMG|9ERES|aRCR
39	21151 34343	 * 	166.33	DCR|1BASARM|2VULN|1ASPD|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6MLV|7BASARM|8ASPD|9ERES|aRCR
40	21151 24143	 * 	166.23	DCR|1BASARM|2VULN|1DMG|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6AME|7BASARM|8DMG|9ERES|aRCR
41	21151 24343	 * 	166.23	DCR|1BASARM|2VULN|1ASPD|1BEXP|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6AME|7BASARM|8ASPD|9ERES|aRCR
42	25226 12363	 * 	166.10	ACR|3BEXP|3VULN|1CDMG	19aVULN|2CDMG|3aSNITOX|4BELT|5RCR|68aBEXP|7DLOT|aBPWR
43	11121 56431	   	165.52	ACR|2ASPD|1DMG|1AART|1CDMG	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8DMG|9aASPD
44	15633 24844	 * 	165.13	ACR|2DMG|2VULN|1BEXP|1AAC|1SELL	19SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6AAC|7SELL|89DMG|9BPWR|aBEXP
45	15631 31523	 * 	164.10	ACR|2DMG|2CDMG|1AART|1VULN	1aSNIHEL|2VULN|37BELT|4RCR|5aDMG|6aCDMG|8RMIN|9AART|aBPWR
46	15633 34443	 * 	164.00	ACR|2ASPD|1BASICY|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7aASPD|8BASICY|9CDMG
47	15631 34112	   	163.90	ACR|2DMG|2CDMG|1BEXP|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|69CDMG|7BEXP|8ERES
48	15631 23513	 * 	163.86	ACR|3VULN|2AART|1DMG	1SNIHEL|26aVULN|38BELT|4RCR|5DMG|79AART
49	15633 45441	   	163.76	ACR|3VULN|2AART|1DMG	1SNIHEL|27aVULN|3BELT|4RCR|5MBVNT|69AART|8DMG
50	15631 41222	 * 	163.58	ACR|2ASPD|2VULN|1DMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6VENFST|7aASPD|8LHND|9aDUR|aBPWR
51	11326 63332	 * 	163.38	ACR|1BASARM|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9FEWX|aAART
52	11326 63312	   	163.28	ACR|1BASARM|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aAART
53	11326 63362	   	163.28	ACR|1BASARM|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9ERES|aAART
54	42343 12224	 * 	163.00	ACR|3DMG|1BASARM|1CDMG|1AAC|2MSE	14MSE|249DMG|3AAC|4BPWR|5RCR|67DUR|8CDMG|aBASARM
55	42343 11224	 * 	162.90	ACR|3DMG|1BASARM|1CDMG|1AAC|2MSE	14MSE|249DMG|3AAC|4BPWR|5RCR|6DUR|7AEFBLL|8CDMG|aBASARM
56	33453 23337	   	162.86	ACR|1BASARM|1ASPD|1BEXP	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6FEWX|7RMIN|8ASPD|9BEXP|aBASARM
57	11621 31231	   	162.85	ACR|1ASPD|1DMG|1BASICY|1CDMG|1AAC	1SNIHEL|2CDMG|38CGEN|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aDMG
58	11326 63333	 * 	162.76	ACR|1BASARM|2VULN|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6aVULN|7SNITOX|8BASARM|9FEWX
59	33463 23337	   	162.76	ACR|1BASARM|1ASPD|1BEXP	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6FEWX|7RMIN|8ASPD|9BEXP|aBASARM
60	31123 56431	   	162.75	1BASARM|2ASPD|2BEXP|1DMG|1CDMG|1AART	1TLV|2MDPS|35BEXP|4CDMG|6BASARM|7AART|8DMG|9aASPD
61	11326 12263	   	162.66	ACR|1BASARM|2CDMG|1BEXP	1SNIHEL|2aCDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8AEFBLL|9BASARM
62	11121 31531	   	162.65	ACR|1ASPD|1DMG|1BASICY|1CDMG|1AAC	1SNIHEL|2CDMG|38ERES|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aDMG
63	11121 31631	   	162.65	ACR|1ASPD|1DMG|1BASICY|1CDMG|1AAC	18SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aDMG
64	15631 23141	 * 	162.41	ACR|4VULN|1DMG|1AART	1SNIHEL|269aVULN|3BELT|4RCR|5DMG|7AART|8FEWX
65	15631 34323	   	162.06	ACR|1DMG|1BEXP|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9ZMB|aAART
66	15636 32311	   	162.06	ACR|1DMG|1AART|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8LIT|9BEXP|aDMG
67	11121 56321	 * 	161.58	ACR|1ASPD|1DMG|1AART|1BEXP|1CDMG	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8BEXP|9ASPD|aDMG
68	15634 32132	 * 	161.25	ACR|2BEXP|1ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|58BEXP|6LHND|7SNIFST|9ASPD|aDMG
69	15632 31322	   	161.15	ACR|1BASARM|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9DUR|aDMG
70	15632 31331	   	161.15	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9ASPD|aCGEN
71	15632 31332	   	161.15	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9ASPD|aLHND
72	15632 31342	   	161.15	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9FEWX|aASPD
73	15632 31352	   	161.15	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9CGEN|aASPD
74	15632 31362	   	161.15	ACR|1BASARM|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9LWND|aDMG
75	15632 26322	   	161.05	ACR|1BASARM|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6ERES|7AME|8BASARM|9DUR|aDMG
76	15632 26331	   	161.05	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6ERES|7AME|8BASARM|9ASPD|aCGEN
77	15632 26332	   	161.05	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6ERES|7AME|8BASARM|9ASPD|aLHND
78	15632 31312	   	161.04	ACR|1BASARM|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9DUST|aDMG
79	15632 31333	   	161.04	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9ASPD|aAME
80	15632 31335	   	161.04	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9ASPD|aMBVNT
81	31121 52335	 * 	161.00	DCR|1BASARM|2BEXP|2CDMG|1AART|1SELL	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7SELL|8ERES|9AART|aRCR
82	15632 26312	   	160.95	ACR|1BASARM|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6ERES|7AME|8BASARM|9DUST|aDMG
83	15632 26333	   	160.95	ACR|1BASARM|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5RCVC|6ERES|7aAME|8BASARM|9ASPD
84	21121 52661	 * 	160.51	DCR|3DMG|4VULN|1AART|1SELL	1278VULN|278BPWR|3SELL|4AART|578ERES|678DMG|9MBVNT|aRCR
85	15631 32212	   	160.17	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9LHND|aASPD
86	15631 32232	   	160.17	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9FEWX|aASPD
87	15631 32242	   	160.17	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9DUR|aASPD
88	15631 32412	   	160.17	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LHND|9CGEN|aASPD
89	15631 32423	   	160.17	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LHND|9ASPD|aLWND
90	15631 32112	   	160.07	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9LHND|aASPD
91	15631 32132	   	160.07	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9FEWX|aASPD
92	15631 32142	   	160.07	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9DUR|aASPD
93	15631 32421	   	160.07	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LHND|9ASPD|aAEFBLL
94	15633 34822	   	160.07	ACR|1ASPD|1DMG|1BEXP|1AART|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8DMG|9BEXP|aAART
95	15631 32613	 * 	159.97	ACR|1DMG|2CDMG|1AART|1BEXP|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6aCDMG|7AART|8AEFBLL|9BEXP
96	15633 34441	 * 	159.44	ACR|2VULN|1ASPD|1BASICY|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9CDMG
97	15633 34464	 * 	159.44	ACR|2VULN|1ASPD|1BASICY|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9AART
98	15633 38441	 * 	159.44	ACR|2VULN|1DMG|1BASICY|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|6LHND|7DMG|8BASICY|9CDMG
99	15631 31241	 * 	159.44	ACR|2VULN|1DMG|2CDMG|1BEXP	1SNIHEL|2aVULN|37BELT|4RCR|5DMG|69CDMG|8BEXP
100	11326 52311	   	159.40	ACR|2DMG|1BEXP|1AART|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7aDMG|8LIT|9BEXP
101	31625 11231	 * 	159.00	ACR|2DMG|1ASPD|1BEXP|1VULN	1TLV|2MDPS|3RPLT|4VULN|5RCR|6DMSP|78DMG|9ASPD|aBEXP
102	25226 15132	   	158.90	ACR|2DMG|2CDMG|1BEXP|1VULN	1VULN|28CDMG|3SNITOX|4BELT|5RCR|6BEXP|7MDPS|9aDMG
103	51121 51622	 * 	158.86	DCR|1BASARM|3BEXP|2CDMG	1ERES|2MDPS|358BEXP|45CDMG|5BPWR|6BASARM|7LIT|9AEFBLL|aRCR
104	31121 53352	   	158.76	DCR|1BASARM|3BEXP|2CDMG	18TLV|2MDPS|359BEXP|45CDMG|5BPWR|6BASARM|7DUST|aRCR
105	31121 53452	   	158.76	DCR|1BASARM|3BEXP|2CDMG	1TLV|2MDPS|359BEXP|45CDMG|5BPWR|6BASARM|7DUST|8AEMAG|aRCR
106	31123 53652	   	158.76	DCR|1BASARM|3BEXP|2CDMG	1TLV|2MDPS|359BEXP|48CDMG|6BASARM|7DUST|aRCR
107	31123 54252	   	158.76	DCR|1BASARM|3BEXP|2CDMG	1TLV|2MDPS|359BEXP|47CDMG|6BASARM|8DUST|aRCR
108	15631 36312	   	158.66	ACR|2DMG|2CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|69CDMG|7FEWX|8AAC
109	11121 62212	 * 	158.28	ACR|2ASPD|1DMG|2CDMG	1SNIHEL|29CDMG|3ERES|4MDPS|5RCR|6BELT|78ASPD|aDMG
110	25226 14332	   	158.25	ACR|2BEXP|1DMG|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7AAC|8ZMB|aDMG
111	25226 14333	 * 	158.25	ACR|2BEXP|1ASPD|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7AAC|8ZMB|aASPD
112	25226 16332	   	158.25	ACR|2BEXP|1DMG|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7ZMB|8AAC|aDMG
113	25226 16333	   	158.25	ACR|2BEXP|1ASPD|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7ZMB|8AAC|aASPD
114	25226 14132	   	158.15	ACR|2BEXP|1DMG|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7AAC|8ERES|aDMG
115	25226 14133	   	158.15	ACR|2BEXP|1ASPD|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7AAC|8ERES|aASPD
116	32611 16311	 * 	158.10	DCR|2ASPD|2DMG|3VULN	1TLV|24ASPD|347VULN|4BPWR|5DMSP|6CGEN|89DMG|aRCR
117	52611 16311	   	158.10	DCR|2ASPD|2DMG|3VULN	1ERES|24ASPD|347VULN|4BPWR|5DMSP|6CGEN|89DMG|aRCR
118	11326 63334	   	158.04	ACR|1BASARM|1CDMG|1AAC|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9FEWX|aAAC
119	12656 32131	   	158.04	ACR|1BASARM|1AART|1AAC|1VULN	1SNIHEL|27RCVC|3AART|4DUR|5RCR|6SNIFST|8VULN|9AAC|aBASARM
120	33453 64382	   	157.73	ACR|1BASARM|2BEXP	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aDMSP
121	33453 64384	   	157.73	ACR|1BASARM|2BEXP	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aLHND
122	15631 21236	 * 	157.72	ACR|3VULN|1ASPD|1DMG	1SNIHEL|268VULN|3BELT|4RCR|5DMG|7ERES|9CGEN|aASPD
123	15631 32321	   	157.69	ACR|2DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AART|8LIT|9LHND
124	15631 32431	   	157.69	ACR|2DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AART|8LHND|9LIT
125	15631 32522	   	157.69	ACR|2DMG|1AART|1CDMG|1VULN	1aSNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AART|8MSLREG|9aLWND|aBPWR
126	15631 31212	   	157.69	ACR|2DMG|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|37BELT|4RCR|5aDMG|6CDMG|8BEXP|9ZMB
127	15631 31232	   	157.69	ACR|2DMG|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|37BELT|4RCR|5aDMG|6CDMG|8BEXP|9CGEN
128	33453 64383	   	157.63	ACR|1BASARM|2BEXP	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aLEGI
129	15631 32351	   	157.59	ACR|2DMG|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AART|8LIT|9DUST
130	15631 34222	   	157.59	ACR|2DMG|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7BEXP|8DUST|9FEWX
131	15631 35212	   	157.59	ACR|2DMG|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AEMAG|8BEXP|9ZMB
132	15631 35232	   	157.59	ACR|2DMG|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6CDMG|7AEMAG|8BEXP|9CGEN
133	15633 45422	 * 	156.96	ACR|2DMG|2VULN|1AART	1SNIHEL|27VULN|3BELT|4RCR|5MBVNT|6AART|8aDMG|9RPLT
134	15631 23333	   	156.92	ACR|2DMG|2VULN|1AART|1SELL	1aSNIHEL|26VULN|3BELT|4RCR|5aDMG|7AART|8aZMB|9SELL|aBPWR
135	32611 44113	 * 	156.86	DCR|1BASARM|2ASPD|2VULN	1TLV|24ASPD|34VULN|4BPWR|5DMSP|6FEWX|7BASARM|8NUKE|9RMIN|aRCR
136	32611 54113	   	156.86	DCR|1BASARM|2ASPD|2VULN	1TLV|24ASPD|34VULN|4BPWR|5DMSP|6LWND|7BASARM|8NUKE|9RMIN|aRCR
137	52611 34113	   	156.76	DCR|1BASARM|2ASPD|2VULN	1ERES|24ASPD|34VULN|4BPWR|5DMSP|6DUST|7BASARM|8NUKE|9RMIN|aRCR
138	11326 12345	   	156.55	ACR|2BEXP|1DMG|1CDMG|1AART	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7DLOT|9AART|aDMG
139	12656 22221	   	156.53	ACR|1ASPD|1DMG|1BEXP|1AART|1AAC	1SNIHEL|2RCVC|3AART|4DUR|5RCR|6AAC|7BEXP|8RPLT|9ASPD|aDMG
140	11326 12461	   	156.44	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8RMIN|9BASARM|aRCVC
141	33263 22825	   	156.44	ACR|1BASARM|1AART|1CDMG	1TLV|2MBVNT|3RCVC|4RMIN|5RCR|6FEWX|7DUR|8CDMG|9AART|aBASARM
142	33453 22825	   	156.44	ACR|1BASARM|1AART|1CDMG	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6FEWX|7DUR|8CDMG|9AART|aBASARM
143	11621 31234	 * 	156.43	ACR|1ASPD|1BASICY|1BEXP|1CDMG|1AAC	1SNIHEL|2CDMG|38CGEN|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aBEXP
144	11121 56325	 * 	156.35	ACR|2BEXP|1ASPD|1AART|1CDMG	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|8aBEXP|9ASPD
145	11121 56341	   	156.35	ACR|2BEXP|1ASPD|1AART|1CDMG	1SNIHEL|2CDMG|36ERES|4MDPS|5RCR|7AART|89BEXP|aASPD
146	11326 12261	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8AEFBLL|9BASARM|aLWND
147	11326 12265	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3aDUR|4BELT|5RCR|6BEXP|7DLOT|8AEFBLL|9BASARM
148	11326 12462	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8RMIN|9BASARM|aFLTARM
149	11326 12463	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8RMIN|9BASARM|aMDPS
150	33453 12825	   	156.34	ACR|1BASARM|1AART|1CDMG	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6RCVC|7MDPS|8CDMG|9AART|aBASARM
