0	Index      	 *	Score 	Summary	Detail	
1	43631 15123	 * 	184.49	ACR|2ASPD|2DMG|2BEXP	13BEXP|2DUST|4AEMAG|5RCR|6aDMG|7RCVC|89ASPD
28	15331 12563	   	169.80	ACR|1BASARM|1DMG|1CDMG|1VULN	1FEWX|2MLV|3TLV|4AEMAG|5RCR|6DMG|7CDMG|8VULN|9BASARM|aRMIN
29	24331 12562	   	169.80	ACR|1BASARM|1DMG|1CDMG|1VULN	1aMLV|2DUR|3TLV|4AEMAG|5RCR|6DMG|7CDMG|8VULN|9BASARM
30	24331 12563	   	169.80	ACR|1BASARM|1DMG|1CDMG|1VULN	1MLV|2DUR|3TLV|4AEMAG|5RCR|6DMG|7CDMG|8VULN|9BASARM|aRMIN
31	25321 12562	   	169.80	ACR|1BASARM|1DMG|1CDMG|1VULN	1aMLV|23TLV|4DUR|5RCR|6DMG|7CDMG|8VULN|9BASARM
32	25321 12563	   	169.80	ACR|1BASARM|1DMG|1CDMG|1VULN	1MLV|23TLV|4DUR|5RCR|6DMG|7CDMG|8VULN|9BASARM|aRMIN
33	25331 12562	   	169.70	ACR|1BASARM|1DMG|1CDMG|1VULN	1aMLV|23TLV|4DUST|5RCR|6DMG|7CDMG|8VULN|9BASARM
34	25331 12563	   	169.70	ACR|1BASARM|1DMG|1CDMG|1VULN	1MLV|23TLV|4DUST|5RCR|6DMG|7CDMG|8VULN|9BASARM|aRMIN
35	32531 15123	   	169.55	ACR|2ASPD|2DMG|1BEXP	1AEFBLL|2DUST|3BEXP|4AEMAG|5RCR|6aDMG|7RCVC|89ASPD
36	32531 15162	   	169.55	ACR|2ASPD|2DMG|1BEXP	1AEFBLL|2DUST|3BEXP|4AEMAG|5RCR|69DMG|7RCVC|8aASPD
37	45331 11162	   	169.55	ACR|2ASPD|2DMG|1BEXP	1BEXP|2MLV|37TLV|4AEMAG|5RCR|69DMG|8aASPD
38	35415 13132	   	169.17	ACR|1BASARM|1ASPD|1DMG	1AEFBLL|2AME|3RCVC|4LIT|5RCR|6DUST|7BASARM|8DMG|9DUR|aASPD
39	35515 13132	   	169.17	ACR|1BASARM|1ASPD|1DMG	1AEFBLL|2AME|3LIT|4RCVC|5RCR|6DUST|7BASARM|8DMG|9DUR|aASPD
40	35415 13112	   	169.07	ACR|1BASARM|1ASPD|1DMG	19AEFBLL|2AME|3RCVC|4LIT|5RCR|6DUST|7BASARM|8DMG|aASPD
41	35515 13112	   	169.07	ACR|1BASARM|1ASPD|1DMG	19AEFBLL|2AME|3LIT|4RCVC|5RCR|6DUST|7BASARM|8DMG|aASPD
42	43631 63212	   	169.00	ACR|1BASARM|3BEXP	137BEXP|2DUST|47AEMAG|5RCR|67LHND|7BPWR|8RPLT|9BASARM|aDMSP
43	43631 63211	   	168.90	ACR|1BASARM|3BEXP	137BEXP|2DUST|47AEMAG|5RCR|67LHND|7BPWR|8RPLT|9BASARM|aTLV
44	43631 63222	   	168.90	ACR|1BASARM|3BEXP	137BEXP|2DUST|47AEMAG|5RCR|67LHND|7BPWR|8RPLT|9LEGI|aBASARM
45	42252 22163	   	168.56	DCR|1BASARM|1DMG|1BEXP|1AART|1CDMG|1AAC	1BEXP|2DMG|3LEGI|4AAC|5CDMG|6AART|7RMIN|8BELT|9BASARM|aRCR
46	42253 22163	   	168.56	DCR|1BASARM|1DMG|1BEXP|1AART|1CDMG|1AAC	1BEXP|2DMG|3LEGI|4AAC|5AART|6CDMG|7RMIN|8BELT|9BASARM|aRCR
47	41531 31225	   	168.46	DCR|1BASARM|1ASPD|1BEXP|1AART|1CDMG|1AAC	1BEXP|2CDMG|3SNIFST|4AEFBLL|5RPLT|6AART|7ASPD|8BASARM|9AAC|aRCR
48	42413 43132	   	167.88	2BASARM|3DMG|2BEXP|1AART|1AAC	19BEXP|234DMG|5DMSP|6BELT|7AART|89BASARM|9BPWR|aAAC
49	32531 15122	   	167.62	ACR|3ASPD|1DMG|1BEXP	1AEFBLL|2DUST|3BEXP|4AEMAG|5RCR|6DMG|7RCVC|89aASPD
50	32531 15163	 * 	167.62	ACR|3DMG|1ASPD|1BEXP	1AEFBLL|2DUST|3BEXP|4AEMAG|5RCR|69aDMG|7RCVC|8ASPD
51	45331 11163	   	167.62	ACR|3DMG|1ASPD|1BEXP	1BEXP|2MLV|37TLV|4AEMAG|5RCR|69aDMG|8ASPD
52	42223 64122	 * 	167.37	DCR|1BASARM|2AART|1DMG|1BEXP|1AAC	1BEXP|2DMG|3LEGI|4LHND|56AART|7BELT|8BASARM|9AAC|aRCR
53	42233 64122	   	167.37	DCR|1BASARM|2AART|1DMG|1BEXP|1AAC	1BEXP|2DMG|3LEGI|4LWND|56AART|7BELT|8BASARM|9AAC|aRCR
54	14631 15132	   	167.00	ACR|2ASPD|2BEXP|1DMG	19FEWX|23BEXP|4AEMAG|5RCR|6DMG|7RCVC|8aASPD
55	14631 15133	   	167.00	ACR|2DMG|2BEXP|1ASPD	19FEWX|23BEXP|4AEMAG|5RCR|6aDMG|7RCVC|8ASPD
56	14631 16132	   	167.00	ACR|2ASPD|2BEXP|1DMG	179FEWX|23BEXP|4AEMAG|5RCR|6DMG|8aASPD
57	14631 16133	   	167.00	ACR|2DMG|2BEXP|1ASPD	179FEWX|23BEXP|4AEMAG|5RCR|6aDMG|8ASPD
58	43631 15121	   	166.90	ACR|2ASPD|2BEXP|1DMG	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7RCVC|89ASPD|aDUR
59	45331 15122	 * 	166.90	ACR|2DMG|2BEXP|1BASICY	18BEXP|2MLV|3TLV|4AEMAG|5RCR|6aDMG|7BELT|9BASICY
60	34531 33316	   	166.90	ACR|2ASPD|2BEXP|1DMG	17AEFBLL|27FEWX|3DUST|4AEMAG|5RCR|67BEXP|7BPWR|89ASPD|aDMG
61	14631 13324	 * 	166.80	ACR|2DMG|2BEXP|2CDMG	1FEWX|23BEXP|4AEMAG|5RCR|69DMG|7aCDMG|8TLV
62	32531 34123	   	166.80	ACR|2ASPD|2BEXP|1DMG	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7RMIN|89ASPD|aDMG
63	43631 15112	   	166.80	ACR|2ASPD|2BEXP|1DMG	13BEXP|29DUST|4AEMAG|5RCR|6DMG|7RCVC|8aASPD
64	43631 15113	   	166.80	ACR|2DMG|2BEXP|1ASPD	13BEXP|29DUST|4AEMAG|5RCR|6aDMG|7RCVC|8ASPD
65	45331 11311	   	166.80	ACR|2ASPD|2BEXP|1DMG	1aBEXP|2MLV|37aTLV|4AEMAG|5RCR|6DMG|8MDPS|9aASPD|aBPWR
66	46331 15122	   	166.80	ACR|2DMG|2BEXP|1BASICY	18BEXP|2ERES|34TLV|5RCR|6aDMG|7BELT|9BASICY
67	46331 34132	   	166.80	ACR|2DMG|2BEXP|1ASPD	16BEXP|2ERES|34TLV|5RCR|7RMIN|8ASPD|9aDMG
68	21513 51532	   	166.77	DCR|1BASARM|1ASPD|1DMG|1AART|1BEXP	1MLV|2AART|3ZMB|4LWND|5DMG|6BASARM|7ASPD|8BEXP|9BELT|aRCR
69	21533 51132	   	166.77	DCR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1MLV|2AART|3ZMB|4BEXP|5DMG|6BASARM|7ASPD|8LHND|9BELT|aRCR
70	22563 53212	   	166.77	DCR|1BASARM|1ASPD|1DMG|1AART|1BEXP	1MLV|2ASPD|3BEXP|4AART|5DMG|6BASARM|7LWND|8BELT|9ZMB|aRCR
71	32531 33123	   	166.70	ACR|2ASPD|2BEXP|1DMG	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7AME|89ASPD|aDMG
72	43631 41123	   	166.70	ACR|2ASPD|2BEXP|1DMG	13BEXP|2DUST|4AEMAG|5RCR|67TLV|89ASPD|aDMG
73	14631 12336	   	166.41	ACR|3BEXP|2DMG|1AAC	1FEWX|239BEXP|4AEMAG|5RCR|6aDMG|7DUST|8AAC
74	46331 32311	   	166.31	ACR|3BEXP|2ASPD|1AAC	16aBEXP|2ERES|34aTLV|5RCR|7MDPS|8AAC|9aASPD|aBPWR
75	46331 32321	   	166.31	ACR|3BEXP|2DMG|1AAC	16aBEXP|2ERES|34aTLV|5RCR|7MDPS|8AAC|9aDMG|aBPWR
76	26412 43133	 * 	166.05	DCR|3DMG|1BASARM|1CDMG|1SELL	1MLV|2LWND|389DMG|4SELL|5LIT|6CDMG|7BASARM|aRCR
77	42353 33162	 * 	165.28	DCR|1BASARM|2DMG|2BEXP	16BEXP|28DMG|3TLV|4ZMB|5LIT|7BASARM|9LSRREG|aRCR
78	12425 22253	 * 	164.79	DCR|3DMG|3VULN|2BASICY	19FEWX|235DMG|459VULN|59BPWR|6MDPS|7RMIN|89BASICY|aRCR
79	43243 13163	 * 	164.09	DCR|1BASARM|2DMG|1BEXP|1CDMG	1BEXP|2DUST|3DLOT|46DMG|5CDMG|7LHND|8BELT|9BASARM|aRCR
80	42112 43162	   	163.85	DCR|1BASARM|2DMG|1CDMG|1BEXP|1SELL	1BEXP|28DMG|3SELL|4ERES|5LIT|6CDMG|7BASARM|9LSRREG|aRCR
81	42312 43162	   	163.85	DCR|1BASARM|2DMG|1BEXP|1CDMG|1SELL	1BEXP|28DMG|3TLV|4SELL|5LIT|6CDMG|7BASARM|9LSRREG|aRCR
82	45331 12522	 * 	163.49	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	19BEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7CDMG|8VULN|aAART
83	43631 15131	 * 	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7RCVC|8ASPD|9BELT|aAART
84	45331 15111	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	18BEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7BELT|9ASPD|aAART
85	46331 15111	   	162.87	ACR|2BEXP|1ASPD|1DMG|1AART	18BEXP|2ERES|34TLV|5RCR|6DMG|7BELT|9ASPD|aAART
86	32531 32356	   	162.77	ACR|2BEXP|1ASPD|1DMG|1AART	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7MDPS|8ASPD|9DMG|aAART
87	35415 13122	   	162.76	ACR|1BASARM|1DMG|1CDMG	1AEFBLL|2AME|3RCVC|4LIT|5RCR|6DUST|7BASARM|8DMG|9CDMG|aFEWX
88	35515 13122	   	162.76	ACR|1BASARM|1DMG|1CDMG	1AEFBLL|2AME|3LIT|4RCVC|5RCR|6DUST|7BASARM|8DMG|9CDMG|aFEWX
89	35415 13121	   	162.66	ACR|1BASARM|1DMG|1CDMG	1AEFBLL|2aAME|3RCVC|4LIT|5RCR|6DUST|7BASARM|8DMG|9CDMG
90	35415 13223	   	162.66	ACR|1BASARM|1ASPD|1CDMG	1AEFBLL|2AME|3RCVC|4LIT|5RCR|6DUST|7BASARM|8ERES|9CDMG|aASPD
91	35515 13121	   	162.66	ACR|1BASARM|1DMG|1CDMG	1AEFBLL|2aAME|3LIT|4RCVC|5RCR|6DUST|7BASARM|8DMG|9CDMG
92	35515 13223	   	162.66	ACR|1BASARM|1ASPD|1CDMG	1AEFBLL|2AME|3LIT|4RCVC|5RCR|6DUST|7BASARM|8ERES|9CDMG|aASPD
93	46331 11232	 * 	162.49	ACR|3DMG|2BEXP	1aBEXP|2ERES|347TLV|5RCR|68aDMG|9aFEWX|aBPWR
94	46331 11242	   	162.49	ACR|3DMG|2BEXP	1aBEXP|2ERES|347TLV|5RCR|68aDMG|9aDUR|aBPWR
95	32531 16236	   	162.39	ACR|3DMG|2BEXP	1AEFBLL|2DUST|38BEXP|4AEMAG|5RCR|69aDMG|7FEWX
96	32531 34122	   	162.39	ACR|3ASPD|2BEXP	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7RMIN|89aASPD
97	32531 33122	   	162.29	ACR|3ASPD|2BEXP	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7AME|89aASPD
98	43631 41122	   	162.29	ACR|3ASPD|2BEXP	13BEXP|2DUST|4AEMAG|5RCR|67TLV|89aASPD
99	12411 13624	 * 	161.92	DCR|3DMG|2ASPD|1BASICY	17FEWX|234DMG|57ASPD|67AEFBLL|7BPWR|8BASICY|9RMIN|aRCR
100	12411 13614	   	161.82	DCR|3DMG|2ASPD|1BASICY	17FEWX|234DMG|57ASPD|67AEFBLL|7BPWR|8BASICY|9ERES|aRCR
101	21221 51533	 * 	161.54	DCR|1BASARM|2BEXP|1ASPD|1AART	1MLV|2AART|34LHND|58BEXP|6BASARM|7ASPD|9BELT|aRCR
102	21232 51133	   	161.54	DCR|1BASARM|2BEXP|1ASPD|1AART	1MLV|2AART|38LHND|45BEXP|6BASARM|7ASPD|9BELT|aRCR
103	43243 33163	 * 	161.34	DCR|1BASARM|2BEXP|1DMG|1CDMG	16BEXP|2DUST|3DLOT|4DMG|5CDMG|7LHND|8BELT|9BASARM|aRCR
104	35631 34333	 * 	161.24	ACR|3VULN|2BEXP|1DMG	17AEFBLL|2AME|37aVULN|4RMIN|5RCR|67BEXP|7BPWR|8LWND|9DMG
105	14631 13522	   	161.21	ACR|3BEXP|1DMG|1CDMG|1VULN	1FEWX|239BEXP|4AEMAG|5RCR|6DMG|7CDMG|8VULN|aCGEN
106	14631 34111	   	161.21	ACR|3BEXP|1ASPD|1CDMG|1VULN	18FEWX|236BEXP|4AEMAG|5RCR|7CDMG|9VULN|aASPD
107	42411 13111	 * 	161.11	3ASPD|3DMG|3BEXP|1AART	17aBEXP|234DMG|57aASPD|67AEFBLL|7aBPWR|8AART|9RPLT
108	42411 53111	   	161.11	3ASPD|3DMG|3BEXP|1AART	17aBEXP|234DMG|57aASPD|67AEMAG|7aBPWR|8AART|9RPLT
109	14631 13523	   	161.11	ACR|3BEXP|1DMG|1CDMG|1VULN	1FEWX|239BEXP|4AEMAG|5RCR|6DMG|7CDMG|8VULN|aMDPS
110	43631 13522	   	161.11	ACR|3BEXP|1DMG|1CDMG|1VULN	139BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8VULN|aCGEN
111	45331 12521	   	161.11	ACR|3BEXP|1DMG|1CDMG|1VULN	19aBEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7CDMG|8VULN
112	32531 13521	   	161.01	ACR|3BEXP|1DMG|1CDMG|1VULN	1AEFBLL|2DUST|39aBEXP|4AEMAG|5RCR|6DMG|7CDMG|8VULN
113	43631 13523	   	161.01	ACR|3BEXP|1DMG|1CDMG|1VULN	139BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8VULN|aMDPS
114	42615 12331	 * 	160.84	3DMG|2ASPD|3VULN|2BEXP|1AAC	1aBEXP|25aDMG|345VULN|5aBPWR|6ZMB|7MDPS|8aASPD|9AAC
115	14631 15213	   	160.68	ACR|3BEXP|1ASPD|1DMG	1FEWX|239BEXP|4AEMAG|5RCR|6DMG|7RCVC|8DUR|aASPD
116	14631 16213	   	160.68	ACR|3BEXP|1ASPD|1DMG	17FEWX|239BEXP|4AEMAG|5RCR|6DMG|8DUR|aASPD
117	14641 33213	   	160.68	ACR|3BEXP|1ASPD|1DMG	147FEWX|236BEXP|5RCR|7BPWR|8ASPD|9AEMAG|aDMG
118	14641 33233	   	160.68	ACR|3BEXP|1ASPD|1DMG	147FEWX|236BEXP|5RCR|7BPWR|8ASPD|9ERES|aDMG
119	14641 13311	   	160.59	ACR|2DMG|2BEXP|1CDMG	14aFEWX|23BEXP|5RCR|6aDMG|7CDMG|8TLV|9aDUST|aBPWR
120	14641 13321	   	160.59	ACR|2DMG|2BEXP|1CDMG	14FEWX|23BEXP|5RCR|69DMG|7CDMG|8TLV|aLHND
121	14641 13322	   	160.59	ACR|2DMG|2BEXP|1CDMG	14aFEWX|23BEXP|5RCR|69DMG|7CDMG|8TLV
122	14641 13323	   	160.59	ACR|2DMG|2BEXP|1CDMG	14FEWX|23BEXP|5RCR|69DMG|7CDMG|8TLV|aZMB
123	14631 31413	   	160.58	ACR|3BEXP|1ASPD|1DMG	1FEWX|236BEXP|4AEMAG|5RCR|7ERES|8DMG|9CGEN|aASPD
124	14631 11613	   	160.58	ACR|3BEXP|1ASPD|1DMG	1FEWX|239BEXP|4AEMAG|5RCR|6DMG|7TLV|8ZMB|aASPD
125	14641 11332	   	160.58	ACR|3BEXP|1ASPD|1DMG	14FEWX|239BEXP|5RCR|6DMG|7TLV|8AEMAG|aASPD
126	45331 35223	 * 	160.58	ACR|3BEXP|2VULN|1DMG	169BEXP|29MLV|3TLV|4AEMAG|5RCR|7MBVNT|89VULN|9BPWR|aDMG
127	21232 51641	 * 	160.56	1BASARM|3BEXP|2ASPD|1DMG|1AART	1MLV|2AART|3LHND|459BEXP|6BASARM|7aASPD|8DMG
128	14631 13321	   	160.49	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aLHND
129	14631 13322	   	160.49	ACR|2DMG|2BEXP|1CDMG	1aFEWX|23BEXP|4AEMAG|5RCR|69DMG|7CDMG|8TLV
130	14631 13323	   	160.49	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aZMB
131	14631 13325	   	160.49	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aDMSP
132	14631 13326	   	160.49	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aBELT
133	44631 13321	   	160.49	ACR|2DMG|2BEXP|1CDMG	13BEXP|2FEWX|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aLHND
134	44631 13322	   	160.49	ACR|2DMG|2BEXP|1CDMG	13BEXP|2aFEWX|4AEMAG|5RCR|69DMG|7CDMG|8TLV
135	44631 13323	   	160.49	ACR|2DMG|2BEXP|1CDMG	13BEXP|2FEWX|4AEMAG|5RCR|69DMG|7CDMG|8TLV|aZMB
136	43631 33216	 * 	160.48	ACR|3BEXP|1DMG|1BASICY	136BEXP|27DUST|47AEMAG|5RCR|7BPWR|8DMG|9RPLT|aBASICY
137	14631 13311	 * 	160.48	ACR|3BEXP|2CDMG|1DMG	1FEWX|23aBEXP|4AEMAG|5RCR|6DMG|7aCDMG|8TLV|9aDUST|aBPWR
138	14631 41133	   	160.48	ACR|3BEXP|1ASPD|1DMG	1FEWX|239BEXP|4AEMAG|5RCR|67TLV|8ASPD|aDMG
139	32531 16215	   	160.48	ACR|3BEXP|1ASPD|1DMG	1AEFBLL|2DUST|389BEXP|4AEMAG|5RCR|6DMG|7FEWX|aASPD
140	43631 11613	   	160.48	ACR|3BEXP|1ASPD|1DMG	139BEXP|2DUST|4AEMAG|5RCR|6DMG|7TLV|8ZMB|aASPD
141	14631 13316	   	160.39	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|6aDMG|7CDMG|8TLV|9DUST
142	14631 13336	   	160.39	ACR|2DMG|2BEXP|1CDMG	1FEWX|23BEXP|49AEMAG|5RCR|6aDMG|7CDMG|8TLV
143	43631 13326	   	160.39	ACR|2DMG|2BEXP|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6aDMG|7CDMG|8TLV|9DUR
144	43631 13336	   	160.39	ACR|2DMG|2BEXP|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6aDMG|7CDMG|8TLV|9FEWX
145	46331 42213	 * 	160.38	ACR|2AART|1ASPD|1DMG|1BEXP	1BEXP|2ERES|346TLV|5RCR|7ASPD|8DMG|9aAART
146	12614 31633	 * 	159.92	DCR|2ASPD|2DMG|2VULN|1AART	18FEWX|28DMG|34VULN|5LSRICY|6AART|78ASPD|8BPWR|9BELT|aRCR
147	12425 13362	 * 	159.88	DCR|3DMG|2VULN|1AART|1CDMG|1AAC	1FEWX|235DMG|45VULN|5BPWR|6AAC|7CGEN|8AART|9CDMG|aRCR
148	12425 31353	 * 	159.88	DCR|3DMG|2VULN|1BEXP|1AART|1AAC	1FEWX|235DMG|45VULN|5BPWR|6AART|7CGEN|8BEXP|9AAC|aRCR
149	12425 11362	   	159.78	DCR|3DMG|2VULN|1AART|1CDMG|1AAC	1FEWX|235DMG|45VULN|5BPWR|6AAC|7ERES|8AART|9CDMG|aRCR
150	42612 12315	 * 	159.62	DCR|2ASPD|2DMG|2VULN|1BEXP	1BEXP|26DMG|34VULN|5NUKE|7MDPS|89ASPD|aRCR
151	42413 43131	   	159.57	2BASARM|3DMG|2BEXP|1AART	19BEXP|234DMG|5DMSP|6BELT|7AART|89BASARM|9BPWR|aDUR
152	42223 64112	   	159.06	DCR|1BASARM|2AART|1DMG|1BEXP	1BEXP|2DMG|3LEGI|4LHND|56AART|7BELT|8BASARM|9ZMB|aRCR
153	42233 64112	   	159.06	DCR|1BASARM|2AART|1DMG|1BEXP	1BEXP|2DMG|3LEGI|4LWND|56AART|7BELT|8BASARM|9ZMB|aRCR
154	45331 32351	   	158.21	ACR|3BEXP|2ASPD	16aBEXP|2aMLV|3TLV|4AEMAG|5RCR|7MDPS|8aASPD|9RMIN|aBPWR
155	45331 34311	   	158.21	ACR|3BEXP|2ASPD	16aBEXP|2aMLV|3TLV|4AEMAG|5RCR|7RMIN|8MDPS|9aASPD|aBPWR
156	45331 34321	   	158.21	ACR|3BEXP|2DMG	16aBEXP|2aMLV|3TLV|4AEMAG|5RCR|7RMIN|8MDPS|9aDMG|aBPWR
157	14631 32623	   	158.20	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7LHND|8aDMG|9CGEN
158	14631 33151	   	158.20	ACR|3BEXP|2DMG	178FEWX|236BEXP|47AEMAG|5RCR|7BPWR|9aDMG
159	14631 33623	   	158.20	ACR|3BEXP|2DMG	17FEWX|236BEXP|47AEMAG|5RCR|7BPWR|8aDMG|9CGEN
160	14631 35333	   	158.20	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7MLV|8LWND|9aDMG
161	14631 36333	   	158.20	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7RMIN|8LWND|9aDMG
162	14641 31333	   	158.20	ACR|3BEXP|2DMG	14FEWX|236BEXP|5RCR|7ERES|8LWND|9aDMG
163	14641 32233	   	158.20	ACR|3BEXP|2DMG	14FEWX|236BEXP|5RCR|7LHND|8TLV|9aDMG
164	42425 13133	 * 	158.15	DCR|3DMG|3VULN|1BEXP|1AAC	1BEXP|235DMG|458VULN|5BPWR|6AAC|7CGEN|9DUR|aRCR
165	14631 12226	   	158.10	ACR|3BEXP|2DMG	1FEWX|238BEXP|4AEMAG|5RCR|6aDMG|7DUST|9CGEN
166	14631 31333	   	158.10	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7ERES|8LWND|9aDMG
