0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36122 52224	5	 * 	302.21	橙4易伤3伤害3时间	128时间348a易伤5全技能678伤害8序列升级9核
56	46814 21141	1	   	274.32	橙3易伤3伤害2时间2攻速	189伤害2加一36时间49攻速59a易伤7核9序列升级
57	16851 41141	1	   	274.32	橙3易伤3伤害2时间2攻速	19攻速2加一34时间59a易伤689伤害7核9序列升级
58	14122 15212	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a挖青
59	14122 15213	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a加一
60	14122 15216	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a掉矿
61	14122 15223	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a掉矿
62	14122 15226	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a赏金邻近
63	14122 15232	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a挖青
64	14122 15233	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a加一
65	14122 15236	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a掉矿
66	14122 15242	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a随机矿
67	14122 15243	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a基地爆炸
68	14122 15241	5	   	274.20	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a掉矿
69	14122 15212	6	   	274.05	橙4易伤2伤害3攻速2全技能	18a攻速28伤害348a易伤56全技能7核8a序列升级9a低血量敌人
70	14122 15262	6	   	274.05	橙4易伤2伤害3攻速2全技能	18a攻速28伤害348a易伤56全技能7核8a序列升级9a敌人爆炸
71	32331 53451	9	   	273.51	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9最后敌人a等级
72	32321 41741	3	   	273.41	橙2易伤3时间2伤害1等级2攻速	139时间28攻速4加一59易伤69伤害7核9序列升级a等级
73	32331 53411	8	   	273.41	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9挖尘a等级
74	32331 53441	8	   	273.41	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9挖青a等级
75	36521 71141	3	   	273.41	橙2易伤3时间2伤害1等级2攻速	129时间38伤害4加一59易伤69攻速7核9序列升级a等级
76	15332 15121	7	   	272.67	橙3易伤3时间1等级1伤害	1攻速246易伤349时间4序列升级5最后敌人7伤害8核a等级
77	15332 15131	7	   	272.63	橙5易伤2时间1伤害	1攻速2469a易伤34时间4序列升级5最后敌人7伤害8核
78	12421 41241	2	   	272.57	橙4易伤2伤害3攻速1时间	129攻速3时间4加一589a易伤69伤害7核9序列升级
79	16811 41241	1	   	272.57	橙4易伤2伤害3攻速1时间	149攻速2加一3时间589a易伤69伤害7核9序列升级
80	46814 41241	1	   	272.57	橙4易伤2伤害3攻速1时间	19伤害2加一3时间469攻速589a易伤7核9序列升级
81	36533 22223	7	   	272.55	橙2易伤3伤害3时间2全技能	128时间348伤害57全技能68易伤8序列升级9核a雷电
82	36122 36224	6	 * 	272.49	橙4易伤3时间3攻速	128时间348a易伤5全技能678攻速8序列升级9核
