0	Index      	 *	Score 	Summary	Detail	
1	15163 33162	 * 	266.97	DCR|3VULN|3DMG|3DUR|1RPLT	137DUR|28aFEWX|47aDMG|5RPLT|67aVULN|7aBPWR|9RCR
13	13354 13134	   	253.40	DCR|3VULN|3CDMG|2DUR|2RPLT|1ASPD	19DUR|23RPLT|469VULN|569CDMG|69BPWR|7BBNT|8RCR|aASPD
14	33334 12223	   	252.94	DCR|DCR|1VULN|1MLV|2RPLT	1BEXP|23RPLT|4MLV|5RMIN|6CGEN|7aRCR|8FEWX|9VULN
15	31251 11265	   	251.53	DCR|DCR|1VULN|1MLV|1ASPD	1BEXP|2VULN|3LSRREG|4ASPD|5MLV|6LHND|7FEWX|8aRCR|9DLOT
16	11527 43172	   	251.01	DCR|3VULN|2DMG|3DUR|1RPLT	167DUR|27aVULN|3RPLT|4MBVNT|57DMG|7BPWR|8FEWX|9RCR
17	11122 42216	   	248.86	DCR|DCR|1VULN|2DUR|1CDMG	13DUR|2VULN|4DMSP|5MBVNT|69RCR|7BBNT|8FLTFST|aCDMG
18	52454 14316	   	248.86	DCR|DCR|1VULN|2DUR|1CDMG	1DMSP|2MBVNT|3VULN|47DUR|5BBNT|6SNITOX|89RCR|aCDMG
19	52454 44316	   	248.86	DCR|DCR|1VULN|2DUR|1CDMG	1DMSP|2MBVNT|3VULN|47DUR|5BBNT|6MULARM|89RCR|aCDMG
20	52743 14316	   	248.86	DCR|DCR|1VULN|2DUR|1CDMG	1DMSP|2MBVNT|3BBNT|47DUR|5VULN|6SNITOX|89RCR|aCDMG
21	52743 44316	   	248.86	DCR|DCR|1VULN|2DUR|1CDMG	1DMSP|2MBVNT|3BBNT|47DUR|5VULN|6MULARM|89RCR|aCDMG
22	11314 74435	   	248.72	DCR|DCR|1VULN|1DMG	1DUR|2VULN|3TBNT|4BEXP|5MBVNT|6DMG|7CGEN|8aRCR|9AIRARM
23	11314 72435	   	248.62	DCR|DCR|1VULN|1DMG	1DUR|2VULN|3TBNT|4BEXP|5MBVNT|6DMG|7ERES|8aRCR|9AIRARM
24	11527 12641	 * 	248.49	DCR|2VULN|2ASPD|1DMG|1MLV|2DUR|1RPLT	18DUR|28VULN|3RPLT|4MBVNT|5DMG|6ERES|78ASPD|8BPWR|9MLV|aRCR
25	52467 13313	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6SNITOX|89RCR|aBEXP
26	52467 13314	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6SNITOX|89RCR|aCGEN
27	52467 43313	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6MULARM|89RCR|aBEXP
28	52467 43314	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6MULARM|89RCR|aCGEN
29	52773 13313	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6SNITOX|89RCR|aBEXP
30	52773 13314	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6SNITOX|89RCR|aCGEN
31	52773 43313	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6MULARM|89RCR|aBEXP
32	52773 43314	   	248.43	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6MULARM|89RCR|aCGEN
33	52467 13311	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6SNITOX|89RCR|aBASHEA
34	52467 13312	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6SNITOX|89RCR|aMDPS
35	52467 43311	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6MULARM|89RCR|aBASHEA
36	52467 43312	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|37VULN|4TBNT|5FEWX|6MULARM|89RCR|aMDPS
37	52773 13311	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6SNITOX|89RCR|aBASHEA
38	52773 13312	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6SNITOX|89RCR|aMDPS
39	52773 43311	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6MULARM|89RCR|aBASHEA
40	52773 43312	   	248.33	DCR|DCR|2VULN	1DMSP|2MBVNT|3BBNT|4FEWX|57VULN|6MULARM|89RCR|aMDPS
41	14653 13332	 * 	247.67	DCR|DCR|2DMG|2DUR|1RPLT	19DUR|289ERES|3BBNT|4TBNT|5RPLT|6aRCR|79DMG|9BPWR
42	31423 53341	   	247.64	DCR|DCR|1VULN|1MLV|1AART	1BEXP|2VULN|3LHND|4DUST|5MLV|6AART|7RMIN|8aRCR|9BELT
43	31423 15321	   	247.54	DCR|DCR|1VULN|1MLV|1AART	1BEXP|2VULN|3LHND|4DUST|5MLV|6BELT|7ERES|8AART|9aRCR
44	31423 25321	   	247.54	DCR|DCR|1VULN|1MLV|1AART	1BEXP|2VULN|3LHND|4DUST|5MLV|6ERES|7BELT|8AART|9aRCR
45	31423 51341	   	247.54	DCR|DCR|1VULN|1MLV|1AART	1BEXP|2VULN|3LHND|4DUST|5MLV|6AART|7AME|8aRCR|9BELT
46	31423 52341	   	247.54	DCR|DCR|1VULN|1MLV|1AART	1BEXP|2VULN|3LHND|4DUST|5MLV|6AART|7ERES|8aRCR|9BELT
47	11323 64511	   	247.13	DCR|3VULN|2DMG|1MLV	1DUR|256VULN|3TBNT|46DMG|6BPWR|7MLV|8VENFST|9MDPS|aRCR
48	11323 66311	   	247.08	DCR|3VULN|2DMG|1MLV|1SELL	1DUR|256VULN|3TBNT|46DMG|6BPWR|7SELL|8AAC|9MLV|aRCR
49	11527 53341	   	245.17	DCR|2VULN|2DMG|1MLV|2RPLT|2DUR	17DUR|27VULN|36RPLT|4MBVNT|57DMG|7BPWR|8DUST|9MLV|aRCR
50	11527 43273	   	245.08	DCR|2VULN|2DMG|3DUR|1MLV|1RPLT	167DUR|27VULN|3RPLT|4MBVNT|57DMG|7BPWR|8BEXP|9RCR|aMLV
51	15326 52311	   	245.05	DCR|DCR|1DMG|1MLV|1ASPD	1DUR|27FEWX|3BBNT|4DMG|5MSLTOX|6ASPD|89RCR|aMLV
52	14243 21341	   	244.77	DCR|DCR|1VULN|2DUR|1AART	15DUR|2ERES|3AART|4MDPS|6VULN|7AME|8aRCR|9BELT
53	11545 23131	 * 	244.14	DCR|2VULN|2MLV|2ASPD|2DUR|1RPLT	17DUR|28VULN|3RPLT|47MLV|5MDPS|67ASPD|7BPWR|9CGEN|aRCR
54	11545 23111	   	244.04	DCR|2VULN|2MLV|2ASPD|2DUR|1RPLT	17DUR|28VULN|3RPLT|47MLV|5MDPS|67ASPD|7BPWR|9AME|aRCR
55	11143 63623	 * 	243.85	DCR|2VULN|2DMG|2ASPD|3DUR|1SELL	134DUR|2aVULN|5CGEN|6aASPD|7RCR|8SELL|9aDMG|aBPWR
56	11323 62621	   	243.45	DCR|3VULN|2DMG|1CDMG	1DUR|256VULN|3TBNT|46DMG|6BPWR|7RCVC|8RCR|9TLV|aCDMG
57	11323 62631	   	243.45	DCR|3VULN|2DMG|1CDMG	1DUR|256VULN|3TBNT|46DMG|6BPWR|7RCVC|8RCR|9CGEN|aCDMG
58	11323 62641	   	243.35	DCR|3VULN|2DMG|1CDMG	1DUR|256VULN|3TBNT|46DMG|6BPWR|7RCVC|8RCR|9ERES|aCDMG
59	11333 12131	   	243.29	DCR|3VULN|1DMG|1MLV|1CDMG	1DUR|258VULN|3TBNT|4AAC|6CDMG|7MLV|9DMG|aRCR
60	11225 22624	 * 	243.25	DCR|3VULN|3ASPD|3ZMB	1DUR|28aVULN|3LHND|4DUST|58aZMB|6ERES|78aASPD|8aBPWR|9RCR
61	11323 62661	   	243.20	DCR|3VULN|2DMG|1CDMG|1ZMB	1DUR|256VULN|3TBNT|46DMG|6BPWR|7RCVC|8RCR|9ZMB|aCDMG
62	11261 13551	   	242.51	DCR|DCR|1VULN|1ASPD	1DUR|2VULN|3LHND|4ASPD|5LWND|6FEWX|7aRCR|89LIT
63	31166 33511	   	242.41	DCR|DCR|1VULN|1ASPD	1BEXP|2VULN|3DUR|4ASPD|5DUST|6LHND|7aRCR|8LIT|9RCVC
64	11253 12316	   	242.41	DCR|DCR|1VULN|1CDMG	1DUR|2VULN|3LHND|4FRZICY|5FEWX|6MBVNT|7LWND|89RCR|aCDMG
65	11253 14316	   	242.41	DCR|DCR|1VULN|1CDMG	1DUR|2VULN|3LHND|4FRZICY|5FEWX|6MBVNT|7BEXP|89RCR|aCDMG
66	11253 15116	   	242.41	DCR|DCR|1VULN|1CDMG	1DUR|2VULN|3LHND|4FRZICY|5FEWX|6MBVNT|79RCR|8BEXP|aCDMG
67	31151 12316	   	242.41	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5LHND|6MBVNT|7LWND|89RCR|aCDMG
68	31155 12316	   	242.41	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5FEWX|6MBVNT|7LWND|89RCR|aCDMG
69	52421 23316	   	242.41	DCR|DCR|1VULN|1CDMG	14DMSP|2MBVNT|3VULN|5FRZICY|6DUR|7TBNT|89RCR|aCDMG
70	52421 28316	   	242.41	DCR|DCR|1VULN|1CDMG	14DMSP|2MBVNT|3VULN|5FRZICY|6DUR|7BBNT|89RCR|aCDMG
71	52641 23316	   	242.41	DCR|DCR|1VULN|1CDMG	1DMSP|2MBVNT|3RCVC|4VULN|5FRZICY|6DUR|7TBNT|89RCR|aCDMG
72	31211 15516	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5LHND|6MBVNT|79RCR|8LWND|aCDMG
73	35263 12316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2FEWX|3MSLREG|4VULN|5DUR|6MBVNT|7LWND|89RCR|aCDMG
74	52452 42216	   	242.31	DCR|DCR|1VULN|1CDMG	15DMSP|2MBVNT|3VULN|4DUR|69RCR|7BBNT|8FLTFST|aCDMG
75	11246 63111	   	242.31	DCR|DCR|1VULN|1ASPD	1DUR|2VULN|3LHND|4LIT|5ERES|6ASPD|7BEXP|8aRCR|9AME
76	11253 11316	   	242.31	DCR|DCR|1VULN|1CDMG	1DUR|2VULN|3LHND|4FRZICY|5FEWX|6MBVNT|7DUST|89RCR|aCDMG
77	11253 15316	   	242.31	DCR|DCR|1VULN|1CDMG	1DUR|2VULN|3LHND|4FRZICY|5FEWX|6MBVNT|79RCR|8DUST|aCDMG
78	31151 11316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5LHND|6MBVNT|7DUST|89RCR|aCDMG
79	31152 11316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5LWND|6MBVNT|7DUST|89RCR|aCDMG
80	31155 11316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5FEWX|6MBVNT|7DUST|89RCR|aCDMG
81	31155 13316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3DUR|4FRZICY|5FEWX|6MBVNT|7LEGI|89RCR|aCDMG
82	31211 12316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5LHND|6MBVNT|7LWND|89RCR|aCDMG
83	31211 43265	   	242.31	DCR|DCR|1VULN|1ASPD	1BEXP|2VULN|3LSRREG|4DUR|5LHND|6RMIN|7ASPD|8aRCR|9DLOT
84	31215 12316	   	242.31	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5FEWX|6MBVNT|7LWND|89RCR|aCDMG
85	52425 23316	   	242.31	DCR|DCR|1VULN|1CDMG	14DMSP|2MBVNT|3VULN|5VENICY|6DUR|7TBNT|89RCR|aCDMG
86	31211 11316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5LHND|6MBVNT|7DUST|89RCR|aCDMG
87	31212 11316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5LWND|6MBVNT|7DUST|89RCR|aCDMG
88	31215 11316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5FEWX|6MBVNT|7DUST|89RCR|aCDMG
89	31215 13316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2VULN|3LSRREG|4DUR|5FEWX|6MBVNT|7LEGI|89RCR|aCDMG
90	35263 11316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2FEWX|3MSLREG|4VULN|5DUR|6MBVNT|7DUST|89RCR|aCDMG
91	35263 13316	   	242.21	DCR|DCR|1VULN|1CDMG	1BEXP|2FEWX|3MSLREG|4VULN|5DUR|6MBVNT|7LEGI|89RCR|aCDMG
92	11545 33131	 * 	241.40	DCR|3VULN|2MLV|2DUR|1RPLT	17DUR|278VULN|3RPLT|47MLV|5MDPS|6NUKE|7BPWR|9CGEN|aRCR
93	52346 44415	 * 	241.34	DCR|4VULN|3ASPD	1DMSP|2MBVNT|389AME|4aBASARM|589ASPD|689aVULN|7RCR|89aBPWR
94	11545 33111	   	241.30	DCR|3VULN|2MLV|2DUR|1RPLT	17DUR|278VULN|3RPLT|47MLV|5MDPS|6NUKE|7BPWR|9AME|aRCR
95	52346 44414	 * 	241.25	DCR|3VULN|3ASPD|1DMG	1DMSP|2MBVNT|389AME|4BASARM|589ASPD|689VULN|7RCR|89BPWR|aDMG
96	52356 44414	   	241.25	DCR|3VULN|3ASPD|1DMG	1DMSP|2MBVNT|389AME|4MGNSTR|589ASPD|689VULN|7RCR|89BPWR|aDMG
97	51311 25136	   	240.71	DCR|3VULN|2DMG|1AART|1RPLT	1DMSP|27AME|3TBNT|47DMG|5AART|679VULN|7BPWR|8RCR|aRPLT
98	13335 26262	   	239.94	DCR|DCR|1MLV|2RPLT|1ASPD	1DUR|23RPLT|4MLV|5ASPD|6aLIT|7TBNT|89RCR
99	13335 26263	   	239.94	DCR|DCR|1MLV|2RPLT|1ASPD	1DUR|23RPLT|4MLV|5ASPD|6LIT|7TBNT|89RCR|aLHND
100	13335 26261	   	239.84	DCR|DCR|1MLV|2RPLT|1ASPD	1DUR|23RPLT|4MLV|5ASPD|6LIT|7TBNT|89RCR|aSNIFST
101	13354 13131	   	239.75	DCR|3VULN|3CDMG|2DUR|2RPLT	19DUR|23RPLT|469VULN|569CDMG|69BPWR|7BBNT|8RCR|aAAC
102	13354 13132	   	239.75	DCR|3VULN|3CDMG|2DUR|2RPLT	19DUR|23RPLT|469VULN|569CDMG|69BPWR|7BBNT|8RCR|aLWND
103	13354 13136	   	239.75	DCR|3VULN|3CDMG|2DUR|2RPLT	19DUR|23RPLT|469VULN|569CDMG|69BPWR|7BBNT|8RCR|aRMIN
104	11528 43172	 * 	239.46	DCR|3VULN|2ASPD|3DUR|1RPLT	167DUR|27aVULN|3RPLT|4MBVNT|57ASPD|7BPWR|8FEWX|9RCR
105	11323 62652	   	239.46	DCR|3VULN|2DMG|1RPLT	1DUR|256VULN|3TBNT|46DMG|6BPWR|7RCVC|8RCR|9BBNT|aRPLT
106	11223 43224	 * 	239.37	DCR|2VULN|2DMG|2MLV	1DUR|2aVULN|3LHND|4DUST|5aMLV|6AELOIC|7AAC|8aDMG|9RCR|aBPWR
107	16213 33341	   	238.42	DCR|DCR|1VULN|1AART	1DUR|2CGEN|3AART|4VULN|5FEWX|6DUST|7RMIN|8aRCR|9BELT
108	36215 33341	   	238.42	DCR|DCR|1VULN|1AART	1BEXP|2CGEN|3AART|4VULN|5DUR|6DUST|7RMIN|8aRCR|9BELT
109	16213 31341	   	238.32	DCR|DCR|1VULN|1AART	1DUR|2CGEN|3AART|4VULN|5FEWX|6DUST|7AME|8aRCR|9BELT
110	36215 31341	   	238.32	DCR|DCR|1VULN|1AART	1BEXP|2CGEN|3AART|4VULN|5DUR|6DUST|7AME|8aRCR|9BELT
111	13614 12323	   	238.22	DCR|DCR|1VULN|1RPLT	1DUR|2RPLT|3AME|4AELOIC|5RMIN|6CGEN|7aRCR|8DUST|9VULN
112	11523 32641	 * 	238.10	DCR|2DMG|1VULN|2ASPD|1MLV|2DUR|1RPLT	18DUR|2VULN|3RPLT|4MBVNT|5RMIN|68DMG|78ASPD|8BPWR|9MLV|aRCR
113	53643 13111	   	238.05	DCR|DCR|1DMG|1MLV|2DUR	1DMSP|25DUR|3TBNT|4LIT|6CGEN|7DMG|8aRCR|9MLV
114	52342 84711	   	237.78	DCR|DCR|1VULN|1MLV	1DMSP|2MBVNT|3AME|4BASARM|5VULN|6TBNT|7MLV|89RCR|aFRZARM
115	52342 84713	   	237.78	DCR|DCR|1VULN|1MLV	1DMSP|2MBVNT|3AME|4BASARM|5VULN|6TBNT|7MLV|89RCR|aBEXP
116	52342 84714	   	237.78	DCR|DCR|1VULN|1MLV	1DMSP|2MBVNT|3AME|4BASARM|5VULN|6TBNT|7MLV|89RCR|aCGEN
117	52317 44116	   	237.78	DCR|DCR|1VULN|1MLV	1DMSP|2MBVNT|3AME|4FEWX|5MLV|6aRCR|7ERES|8BELT|9VULN
118	52342 84712	   	237.68	DCR|DCR|1VULN|1MLV	1DMSP|2MBVNT|3AME|4BASARM|5VULN|6TBNT|7MLV|89RCR|aMDPS
119	52134 51346	   	237.51	DCR|2VULN|2DMG|1MLV|1ASPD	1DMSP|2MBVNT|3aCGEN|4DUR|5aDMG|6ASPD|7MLV|8aVULN|9RCR|aBPWR
120	52234 51346	   	237.31	DCR|2VULN|2DMG|1MLV|1ASPD	1DMSP|2MBVNT|3aERES|4DUR|5aDMG|6ASPD|7MLV|8aVULN|9RCR|aBPWR
121	52523 14464	   	237.04	DCR|3VULN|3DMG	1DMSP|2MBVNT|3BEXP|467DMG|569VULN|6BPWR|8LWND|aRCR
