0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35235 13423	7	 * 	296.41	DCR|3VULN|3DMG|3DUR|1CDMG	137LWND|238DUR|378BPWR|4RPLT|578VULN|678DMG|9RCR|aCDMG
17	51312 21516	10	   	282.77	DCR|4VULN|3DUR|1DMG|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aDMG
18	35235 13422	7	   	282.76	DCR|3VULN|3DMG|3DUR	137LWND|238DUR|378BPWR|4RPLT|578VULN|678DMG|9RCR|aMLV
19	27612 16133	5	 * 	282.73	DCR|4VULN|3DUR|3ASPD	1MBVNT|258ASPD|3459VULN|589BPWR|689DUR|789CGEN|aRCR
20	35235 13421	7	   	282.66	DCR|3VULN|3DMG|3DUR	137LWND|238DUR|378BPWR|4RPLT|578VULN|678DMG|9RCR|aTBNT
21	51312 36216	10	   	282.36	DCR|3VULN|3DMG|3DUR	1CGEN|245VULN|358DUR|5BPWR|67aDMG|9RCR
22	51312 31416	10	   	282.36	DCR|3VULN|3DMG|3DUR	1CGEN|245VULN|357DUR|5BPWR|68aDMG|9RCR
23	51312 21513	10	 * 	282.24	DCR|5VULN|3DUR|1ASPD	1CGEN|2458aVULN|357DUR|5BPWR|6ASPD|9RCR
24	51312 44454	6	   	280.46	DCR|3VULN|3DUR|2DMG|1CDMG	19CGEN|245VULN|359DUR|59BPWR|6MBVNT|7RCR|89DMG|aCDMG
25	51312 36214	8	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aCDMG
26	51312 36214	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aCDMG
27	51312 31414	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	1CGEN|245VULN|357DUR|5BPWR|68DMG|9RCR|aCDMG
28	51312 31414	8	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	1CGEN|245VULN|357DUR|5BPWR|68DMG|9RCR|aCDMG
29	27612 41173	7	 * 	280.28	DCR|3VULN|3ASPD|2DUR|2TLV|1CDMG	1MBVNT|258ASPD|345VULN|58BPWR|68TLV|78DUR|9RCR|aCDMG
30	51312 16613	5	   	280.07	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|356DUR|5BPWR|7DMG|9RCR|aLIT
31	51312 31613	7	   	280.07	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|357DUR|5BPWR|6DMG|9RCR|aLIT
32	32512 33663	9	 * 	279.23	DCR|5VULN|2DUR|2ASPD	1LWND|25ASPD|3456aVULN|5BPWR|79DUR|8RCR
33	27612 36212	7	 * 	278.72	DCR|4VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DMG|aDUR
34	27612 36244	7	   	278.72	DCR|4VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DUR|aDMG
35	27612 36312	8	   	278.72	DCR|4VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DMG|aDUR
36	27612 36344	8	   	278.72	DCR|4VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DUR|aDMG
37	27612 46122	6	   	277.98	DCR|5VULN|3ASPD|2TLV	1MBVNT|258ASPD|34589VULN|58BPWR|68TLV|7RCR|aLHND
38	51312 22533	9	   	277.91	DCR|3VULN|3DUR|2DMG|1ASPD	19CGEN|245VULN|359DUR|59BPWR|6ASPD|7FEWX|89DMG|aRCR
39	51312 51533	9	   	277.91	DCR|3VULN|3DUR|2DMG|1ASPD	19CGEN|245VULN|359DUR|59BPWR|6FEWX|7ASPD|89DMG|aRCR
40	27612 46123	6	   	277.88	DCR|5VULN|3ASPD|2TLV	1MBVNT|258ASPD|34589VULN|58BPWR|68TLV|7RCR|aTBNT
41	34412 31611	8	   	277.19	DCR|4VULN|3DMG|1TLV	1aLWND|2458VULN|356DMG|5BPWR|7TLV|9RCR
42	34412 31612	8	   	277.19	DCR|4VULN|3DMG|1TLV	1LWND|2458VULN|356DMG|5BPWR|7TLV|9RCR|aZMB
43	51342 26331	8	   	276.36	DCR|4VULN|3DUR|1TLV	1CGEN|2458VULN|345DUR|45BPWR|6RMIN|7LIT|9RCR|aTLV
44	51312 21514	8	   	276.35	DCR|4VULN|3DUR|1CDMG|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aCDMG
45	51312 21514	9	   	276.35	DCR|4VULN|3DUR|1CDMG|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aCDMG
46	51312 21614	7	   	276.35	DCR|4VULN|3DUR|1CDMG|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aCDMG
47	27612 41741	10	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	1MBVNT|25ASPD|3459VULN|5BPWR|6TLV|7aDUR|8RCR
48	51312 36211	10	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLIT
49	51312 36213	9	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLIT
50	51312 36213	8	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLIT
51	51312 31411	10	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|357DUR|5BPWR|68DMG|9RCR|aLIT
52	51312 31413	8	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|357DUR|5BPWR|68DMG|9RCR|aLIT
53	51312 31413	9	   	275.02	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|357DUR|5BPWR|68DMG|9RCR|aLIT
54	27612 36331	10	   	274.90	DCR|4VULN|2ASPD|1TLV|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9TLV|aDUR
55	27612 36332	9	   	274.90	DCR|4VULN|2ASPD|1TLV|1DUR|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9TLV|aDUR
56	27612 41744	10	   	274.90	DCR|4VULN|2ASPD|1TLV|1DUR|1CDMG	1MBVNT|25ASPD|3459VULN|5BPWR|6TLV|7DUR|8RCR|aCDMG
57	27612 14424	5	   	274.73	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|25ASPD|3459VULN|5BPWR|6DUR|7RCR|8DMG|aAART
58	27612 84424	6	   	274.73	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|25ASPD|3459VULN|5BPWR|6DUR|7RCR|8DMG|aAART
59	27612 46113	6	   	274.59	DCR|4VULN|3ASPD|2TLV|1DUR	1MBVNT|258ASPD|3458VULN|58BPWR|68TLV|7RCR|9ERES|aDUR
60	27612 36211	8	   	274.20	DCR|5VULN|2ASPD|1TLV	1MBVNT|25ASPD|3456aVULN|5BPWR|7RCR|8AART|9TLV
61	27612 36231	9	   	274.20	DCR|5VULN|2ASPD|1TLV	1MBVNT|25ASPD|3456aVULN|5BPWR|7RCR|8AART|9TLV
62	21514 62643	5	 * 	273.83	DCR|3VULN|2DUR|1DMG|2CDMG	1MBVNT|28DUR|3DMG|489VULN|58CDMG|6AART|7RCR|8BPWR|aLIT
63	32512 33661	10	   	272.91	DCR|4VULN|3DUR|2ASPD	1LWND|25ASPD|3456VULN|5BPWR|79aDUR|8RCR
64	32513 11153	10	   	272.64	DCR|4VULN|2DMG|1TLV|1ASPD	18LWND|2ASPD|3489VULN|5CGEN|6TLV|78DMG|8BPWR|aRCR
65	32516 31153	10	   	272.64	DCR|4VULN|2DMG|1TLV|1ASPD	18LWND|2ASPD|3489VULN|5MLV|6TLV|78DMG|8BPWR|aRCR
66	27612 36214	7	   	272.13	DCR|4VULN|2ASPD|1DMG|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DMG|aAART
67	27612 36314	8	   	272.13	DCR|4VULN|2ASPD|1DMG|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9DMG|aAART
68	27612 46133	6	   	272.09	DCR|4VULN|3ASPD|2TLV|1CDMG	1MBVNT|258ASPD|3458VULN|58BPWR|68TLV|7RCR|9LWND|aCDMG
69	27612 46143	6	   	272.09	DCR|4VULN|3ASPD|2TLV|1CDMG	1MBVNT|258ASPD|3458VULN|58BPWR|68TLV|7RCR|9BEXP|aCDMG
70	51312 55112	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1CGEN|2458VULN|35DUR|5BPWR|6BBNT|7CDMG|9DMG|aRCR
71	51312 32643	8	   	271.96	DCR|4VULN|3DUR|1DMG	19CGEN|2459VULN|35aDUR|59BPWR|6DMG|79FEWX|8RCR
72	51342 33243	10	   	271.86	DCR|4VULN|3DUR|1DMG	1CGEN|2459VULN|345DUR|45BPWR|6RCVC|7FEWX|8RCR|aDMG
73	21222 12183	6	   	271.76	DCR|4VULN|3DUR|1DMG	1MBVNT|238DUR|38BPWR|4DMG|58MLV|6789VULN|aRCR
74	21222 12183	5	   	271.76	DCR|4VULN|3DUR|1DMG	1MBVNT|238DUR|38BPWR|4DMG|58MLV|6789VULN|aRCR
75	21622 12183	5	   	271.76	DCR|4VULN|3DUR|1DMG	1MBVNT|238DUR|4DMG|58MLV|6789VULN|8BPWR|aRCR
76	21622 12183	6	   	271.76	DCR|4VULN|3DUR|1DMG	1MBVNT|238DUR|4DMG|58MLV|6789VULN|8BPWR|aRCR
77	51312 16611	5	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|356DUR|5BPWR|7DMG|9RCR|aLWND
78	51312 16612	5	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|356DUR|5BPWR|7DMG|9RCR|aMLV
79	51312 31611	7	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|357DUR|5BPWR|6DMG|9RCR|aLWND
80	51312 31612	7	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|357DUR|5BPWR|6DMG|9RCR|aMLV
81	51312 32623	8	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2459VULN|35aDUR|5BPWR|6DMG|7FEWX|8RCR
82	51342 22464	5	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2459VULN|345DUR|45BPWR|6MBVNT|7RPLT|8DMG|aRCR
83	51342 31243	10	   	271.76	DCR|4VULN|3DUR|1DMG	1CGEN|2459VULN|345DUR|45BPWR|6RCVC|7DUST|8RCR|aDMG
84	21161 52633	9	 * 	271.66	DCR|4VULN|3DUR|3TLV	1MBVNT|279DUR|3DUST|4789VULN|5RCVC|679TLV|79BPWR|aRCR
85	51312 31615	7	   	271.66	DCR|4VULN|3DUR|1DMG	1CGEN|2458VULN|357DUR|5BPWR|6DMG|9RCR|aDUST
86	21162 52633	9	   	271.56	DCR|4VULN|3DUR|3TLV	1MBVNT|279DUR|35DUST|4789VULN|679TLV|79BPWR|aRCR
87	51342 24274	5	   	271.44	DCR|5VULN|3DUR	19CGEN|24579VULN|345DUR|459BPWR|6MBVNT|89MLV|aRCR
88	51342 32253	5	   	271.34	DCR|5VULN|3DUR	1CGEN|2459aVULN|345DUR|45BPWR|6FEWX|7RPLT|8RCR
89	51342 62223	5	   	271.24	DCR|5VULN|3DUR	1CGEN|2459aVULN|345DUR|45BPWR|6DUST|7RPLT|8RCR
90	21511 52226	10	 * 	271.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG|1ASPD	1MBVNT|27DUR|37DMG|49VULN|5ASPD|67TLV|7BPWR|8CDMG|aRCR
91	51342 22212	9	   	271.11	DCR|4VULN|3DUR|1ASPD	1CGEN|245aVULN|345DUR|45BPWR|6RMIN|7ASPD|8RCR|9LIT
92	51342 22212	10	   	271.11	DCR|4VULN|3DUR|1ASPD	1CGEN|245aVULN|345DUR|45BPWR|6RMIN|7ASPD|8RCR|9LIT
93	51342 62212	10	   	271.11	DCR|4VULN|3DUR|1ASPD	1CGEN|245aVULN|345DUR|45BPWR|6MLV|7ASPD|8RCR|9LIT
94	51342 62212	9	   	271.11	DCR|4VULN|3DUR|1ASPD	1CGEN|245aVULN|345DUR|45BPWR|6MLV|7ASPD|8RCR|9LIT
95	51312 21511	10	   	271.01	DCR|4VULN|3DUR|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aLIT
96	51312 21513	8	   	271.01	DCR|4VULN|3DUR|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aLIT
97	51312 21513	9	   	271.01	DCR|4VULN|3DUR|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aLIT
98	51312 21613	7	   	271.01	DCR|4VULN|3DUR|1ASPD	1CGEN|2458VULN|357DUR|5BPWR|6ASPD|9RCR|aLIT
99	27612 12724	5	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3457VULN|5BPWR|6DUR|8RCR|9TLV|aAART
100	27612 34724	6	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3456VULN|5BPWR|7DUR|8RCR|9TLV|aAART
101	27612 36124	7	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8DUR|9TLV|aAART
102	27612 36234	10	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8AART|9TLV|aDUR
103	27612 41724	8	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3459VULN|5BPWR|6TLV|7DUR|8RCR|aAART
104	27612 41744	9	   	270.91	DCR|4VULN|2ASPD|1TLV|1DUR	1MBVNT|25ASPD|3459VULN|5BPWR|6TLV|7DUR|8RCR|aAART
105	21523 32455	6	 * 	270.13	ACR|3VULN|3DMG|3DUR|3TLV	1MBVNT|29aDUR|36aDMG|4RCR|589TLV|79aVULN|9aBPWR
106	51312 21525	7	   	269.79	DCR|3VULN|3DUR|1DMG|1ASPD	1CGEN|245VULN|357DUR|5BPWR|6ASPD|8AART|9DMG|aRCR
107	21548 22452	3	   	269.38	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD|1NUKE	1MBVNT|29DUR|349DMG|5TLV|6ASPD|79VULN|8NUKE|9BPWR|aRCR
108	24241 13748	10	   	269.34	DCR|3VULN|3DMG|2DUR	1MBVNT|2RCVC|3RPLT|47aVULN|57FEWX|67aDMG|7aBPWR|8RCR|9aDUR
109	34412 33333	6	   	269.25	DCR|4VULN|3DMG	1LWND|245aVULN|356DMG|5BPWR|7LIT|8CGEN|9RCR
110	27311 17451	7	   	269.21	DCR|4VULN|3ASPD|2DUR	1MBVNT|258ASPD|38DUR|478aVULN|6BELT|8BPWR|9RCR
111	32512 33662	10	   	269.21	DCR|4VULN|3ASPD|2DUR	1LWND|25aASPD|3456VULN|5BPWR|79DUR|8RCR
112	24228 84441	4	 * 	269.14	DCR|3VULN|3DMG|3ASPD	1MBVNT|2RCVC|3RPLT|458DMG|68aASPD|78aVULN|8aBPWR|9RCR
113	21532 31861	10	   	269.14	DCR|3VULN|3DMG|2DUR	1MBVNT|29DUR|359DMG|4BEXP|6LHND|789VULN|9BPWR|aRCR
114	24242 13748	10	   	269.14	DCR|3VULN|3DMG|2DUR	1MBVNT|2RCVC|3RPLT|47aVULN|57DUST|67aDMG|7aBPWR|8RCR|9aDUR
115	21228 12154	4	 * 	269.09	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|238DUR|38BPWR|4DMG|58TLV|678VULN|9RPLT|aRCR
116	21628 12154	4	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|238DUR|4DMG|58TLV|678VULN|8BPWR|9RPLT|aRCR
117	14161 22431	9	 * 	268.99	DCR|3VULN|3DUR|1DMG|2CDMG	134DUST|247VULN|47BPWR|57CDMG|67aDUR|8RCR|9DMG
118	21228 12134	4	   	268.99	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|238DUR|38BPWR|4DMG|58TLV|678VULN|9DUST|aRCR
119	21578 12134	3	   	268.99	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|248DUR|3DMG|58TLV|678VULN|8BPWR|9DUST|aRCR
120	21628 12134	4	   	268.99	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|238DUR|4DMG|58TLV|678VULN|8BPWR|9DUST|aRCR
121	21512 51384	9	   	268.94	DCR|3VULN|3DMG|2DUR	1MBVNT|28DUR|356DMG|489VULN|78DUST|8BPWR|aRCR
122	27313 26241	5	 * 	268.82	DCR|2VULN|3DMG|2ASPD|2CDMG|1DUR	1MBVNT|2aASPD|3DUR|4aVULN|5aCDMG|6RCR|789DMG|aBPWR
123	51342 12411	7	   	268.53	DCR|3VULN|3DUR|1DMG|1ASPD	1CGEN|245VULN|345DUR|45BPWR|6LHND|7LIT|8RCR|9ASPD|aDMG
124	51342 22215	10	   	268.53	DCR|3VULN|3DUR|1DMG|1ASPD	1CGEN|245VULN|345DUR|45BPWR|6RMIN|7ASPD|8RCR|9LIT|aDMG
125	32512 34523	9	 * 	268.35	DCR|5VULN|2ASPD|1DMG	1LWND|25ASPD|34567VULN|5BPWR|8ERES|9DMG|aRCR
126	27612 36334	9	   	268.31	DCR|4VULN|2ASPD|1TLV|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9TLV|aAART
127	27612 36232	10	   	268.31	DCR|4VULN|2ASPD|1TLV|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8AART|9TLV|aCDMG
128	51312 55213	5	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	1CGEN|245aVULN|35DUR|5BPWR|6BBNT|7CDMG|8RCR|9TLV
129	32512 21613	8	   	268.27	DCR|4VULN|3ASPD|1TLV|1CDMG	1LWND|256ASPD|3458VULN|5BPWR|7TLV|9RCR|aCDMG
130	34412 31125	7	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	1LWND|245VULN|356DMG|5BPWR|7TLV|8ZMB|9CDMG|aRCR
131	34412 31225	8	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	1LWND|245VULN|356DMG|5BPWR|7TLV|8RMIN|9CDMG|aRCR
132	34412 31413	7	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	18LWND|245VULN|356DMG|5BPWR|7TLV|9RCR|aCDMG
133	34412 31273	7	   	268.10	DCR|3VULN|3DMG|1TLV|1CDMG	1LWND|245VULN|356DMG|5BPWR|7TLV|8MBVNT|9RCR|aCDMG
134	51312 44424	6	   	268.10	DCR|4VULN|2DUR|1DMG	1CGEN|2459VULN|35DUR|5BPWR|6MBVNT|7RCR|8DMG|aAART
135	14213 12215	4	   	268.00	DCR|3VULN|3DMG|1DUR|1CDMG	1DUST|247VULN|359DMG|6DUR|8CDMG|aRCR
136	14161 22421	8	 * 	268.00	DCR|4VULN|2DUR|2CDMG	134DUST|2479VULN|47BPWR|57CDMG|67DUR|8RCR|aAART
137	27612 12184	5	   	267.89	DCR|4VULN|2DUR|2ASPD	1MBVNT|25ASPD|3457VULN|5BPWR|68DUR|9LIT|aRCR
138	27612 34184	6	   	267.89	DCR|4VULN|2DUR|2ASPD	1MBVNT|25ASPD|3456VULN|5BPWR|78DUR|9LIT|aRCR
139	27612 14473	5	   	266.98	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1MBVNT|25ASPD|345VULN|5BPWR|6DUR|7RCR|8DMG|9TLV|aLIT
140	27612 41643	8	   	266.98	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1MBVNT|25ASPD|345VULN|5BPWR|6TLV|7DUR|8DMG|9RCR|aLIT
141	27612 47143	7	   	266.98	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1MBVNT|25ASPD|345VULN|5BPWR|6TLV|7DMG|8DUR|9RCR|aLIT
142	27612 47243	8	   	266.98	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1MBVNT|25ASPD|345VULN|5BPWR|6TLV|7DMG|8DUR|9RCR|aLIT
143	27612 48413	8	   	266.98	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1MBVNT|25ASPD|345VULN|5BPWR|6TLV|7LIT|8RCR|9DMG|aDUR
144	27612 36333	10	   	266.96	DCR|4VULN|2ASPD|1TLV|1CDMG	1MBVNT|25ASPD|3456VULN|5BPWR|7RCR|8CDMG|9TLV|aLIT
145	51312 52533	9	   	266.91	DCR|3VULN|3DUR|2DMG	19CGEN|245VULN|359DUR|59BPWR|6FEWX|7ZMB|89DMG|aRCR
146	34641 13111	9	   	266.91	DCR|3VULN|3DUR|2DMG	179LWND|25aVULN|3RPLT|457DUR|57BPWR|67DMG|8RCR
147	34641 13131	10	   	266.91	DCR|3VULN|3DUR|2DMG	17LWND|25aVULN|3RPLT|457DUR|57BPWR|67DMG|8RCR|9LHND
148	35235 13161	9	   	266.91	DCR|3VULN|3DUR|2DMG	137LWND|239DUR|37BPWR|4RPLT|57aVULN|67DMG|8RCR
149	51312 34334	10	   	266.84	DCR|4VULN|2DUR|1DMG	1CGEN|245aVULN|35DUR|5BPWR|6DMG|7MLV|8LIT|9RCR
150	51312 44451	6	   	266.81	DCR|3VULN|3DUR|2DMG	19CGEN|245VULN|359DUR|59BPWR|6MBVNT|7RCR|89DMG|aRPLT
151	51312 44453	6	   	266.81	DCR|3VULN|3DUR|2DMG	19CGEN|245VULN|359DUR|59BPWR|6MBVNT|7RCR|89DMG|aRCVC
152	14161 22432	10	   	266.76	DCR|3VULN|2DUR|1DMG|2CDMG|1ASPD	134DUST|247VULN|47BPWR|57CDMG|67DUR|8RCR|9DMG|aASPD
153	21262 37183	7	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|45MLV|68DMG|789VULN|aRCR
154	21263 12154	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|4MLV|58DMG|678VULN|9RPLT|aRCR
155	21263 12163	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|49MLV|58DMG|678VULN|aRCR
156	21263 13183	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|47MLV|58DMG|689VULN|aRCR
157	21268 12154	6	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|4MLV|58DMG|678VULN|9RPLT|aRCR
158	21268 12154	5	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|4MLV|58DMG|678VULN|9RPLT|aRCR
159	21268 12163	6	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|49MLV|58DMG|678VULN|aRCR
160	21268 12163	5	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|49MLV|58DMG|678VULN|aRCR
161	21268 12183	7	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|47MLV|58DMG|689VULN|aRCR
162	21268 13183	5	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|47MLV|58DMG|689VULN|aRCR
163	21268 13183	6	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|38BPWR|47MLV|58DMG|689VULN|aRCR
164	21513 36183	7	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|278DUR|36DMG|489VULN|58MLV|8BPWR|aRCR
165	21663 12154	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|4MLV|58DMG|678VULN|8BPWR|9RPLT|aRCR
166	21663 12163	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|49MLV|58DMG|678VULN|8BPWR|aRCR
167	21663 13183	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|238DUR|47MLV|58DMG|689VULN|8BPWR|aRCR
168	51312 36211	9	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLWND
169	51312 36211	8	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLWND
170	51312 36212	9	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aMLV
171	51312 36212	10	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLWND
172	51312 36212	8	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aMLV
173	51312 36215	10	   	266.71	DCR|3VULN|3DUR|2DMG	1CGEN|245VULN|358DUR|5BPWR|67DMG|9RCR|aLHND
