0	Index      	Bounty	 *	Score 	Summary	Detail	
1	62215 32331	8	 * 	285.31	DCR|4VULN|3DUR|1TLV|2CDMG	157aVULN|29aDUR|3TLV|45CDMG|5aBPWR|6aERES|8RCR
35	62215 31331	8	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	15aVULN|29aDUR|3TLV|45CDMG|5aBPWR|67aERES|8RCR
36	62231 11232	6	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	178VULN|28DUR|34TLV|5BEXP|68ASPD|8BPWR|9LIT|aRCR
37	62231 15232	7	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	178VULN|28DUR|34TLV|5BEXP|68ASPD|8BPWR|9LIT|aRCR
38	62231 53232	6	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	168VULN|28DUR|34TLV|5BEXP|78ASPD|8BPWR|9LIT|aRCR
39	12522 12152	4	 * 	263.67	DCR|4VULN|2DMG|2DUR	1BELT|28DUR|358aVULN|45DMG|58BPWR|6ERES|78MLV|9RCR
40	62231 43232	4	   	263.61	DCR|3VULN|2TLV|2DUR|2ASPD	158VULN|28DUR|34TLV|6DUST|78ASPD|8BPWR|9LIT|aRCR
41	62512 63211	4	   	263.37	DCR|4VULN|2DMG|2DUR	168aVULN|27DUR|38DMG|4MBVNT|568ERES|68BPWR|9RCR
42	62518 44313	6	 * 	263.21	DCR|2VULN|3DMG|2DUR|2CDMG|1AART	1aVULN|26DUR|36aDMG|4MBVNT|5AART|6aBPWR|7aCDMG|8RCR|9BELT
43	33614 63321	8	 * 	262.94	DCR|2VULN|3DMG|2TLV|2ASPD|1AART	19LWND|24ASPD|347DMG|49BPWR|59TLV|6AART|89VULN|aRCR
44	62212 45312	6	 * 	262.79	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG|1NUKE	17VULN|25DUR|37TLV|47CDMG|6NUKE|7BPWR|8RCR|9ASPD|aDMG
45	62511 74444	6	 * 	262.68	DCR|3VULN|2DMG|2DUR|2CDMG	17aVULN|27DUR|3aDMG|4MBVNT|5FEWX|67CGEN|7aBPWR|8RCR|9aCDMG
46	62513 74444	6	   	262.68	DCR|3VULN|2DMG|2DUR|2CDMG	17aVULN|27DUR|3aDMG|4MBVNT|5BEXP|67CGEN|7aBPWR|8RCR|9aCDMG
47	62517 24444	6	   	262.68	DCR|3VULN|2DMG|2DUR|2CDMG	17aVULN|27DUR|3aDMG|4MBVNT|5CGEN|67FEWX|7aBPWR|8RCR|9aCDMG
48	62232 61143	5	   	262.36	DCR|3VULN|2TLV|2DUR|1CDMG|1AART	17aVULN|28DUR|34TLV|5AART|6CDMG|9RCR
49	62514 82223	8	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	15aVULN|2DUR|3aDMG|4MBVNT|6TLV|7RCR|8LIT|9aDUST|aBPWR
50	62514 82233	9	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	15aVULN|2DUR|3aDMG|4MBVNT|6TLV|7RCR|8LIT|9aDUST|aBPWR
51	62234 11511	5	   	261.01	DCR|3VULN|2TLV|2DUR|1CDMG	16aVULN|28DUR|34TLV|5LIT|7CDMG|9RCR
52	62234 16111	5	   	261.01	DCR|3VULN|2TLV|2DUR|1CDMG	16aVULN|27DUR|34TLV|5LIT|8CDMG|9RCR
53	31331 46432	9	   	260.93	DCR|3VULN|2DMG|2TLV|2LIT	17LWND|27TLV|39LIT|48DMG|567VULN|7BPWR|aRCR
54	63321 61313	2	   	260.89	DCR|3VULN|3DUR|3TLV	179VULN|2ASPD|379TLV|467DUR|5RMIN|79BPWR|89MLV|aRCR
55	31534 51132	5	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1LWND|26TLV|38DUR|47VULN|56DMG|6BPWR|9LIT|aRCR
56	62235 16132	4	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	16VULN|28DUR|34TLV|56DMG|6BPWR|7LHND|9LIT|aRCR
57	62211 11611	8	   	259.68	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	18aVULN|28DUR|3TLV|4CDMG|58LIT|67DMSP|8BPWR|9RCR
58	62211 13611	8	   	259.68	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	18aVULN|28DUR|3TLV|4CDMG|58LIT|6DMSP|7RCVC|8BPWR|9RCR
59	62241 61212	4	 * 	259.68	ACR|5VULN|3DUR|3TLV	1579aVULN|267DUR|379TLV|4RCR|79BPWR|89CGEN
60	62255 31232	3	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	178VULN|28DUR|3TLV|4RCVC|5DMG|68FEWX|8BPWR|9LIT|aRCR
61	62213 11222	6	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9BEXP|aRCR
62	62213 11232	6	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9FEWX|aRCR
63	62213 16222	7	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9BEXP|aRCR
64	62213 16232	7	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9FEWX|aRCR
65	62213 16262	8	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	179VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|8CGEN|aRCR
66	62213 16352	9	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	179VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|8LHND|aRCR
67	62213 51222	5	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9BEXP|aRCR
68	62213 51232	5	   	259.43	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9FEWX|aRCR
69	31331 42152	9	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3LIT|4DMG|569VULN|78DUR|aRCR
70	31631 42152	9	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3DMG|4LIT|569VULN|78DUR|aRCR
71	62213 11212	6	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9ERES|aRCR
72	62213 11252	6	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9DUST|aRCR
73	62213 11532	6	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	179VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|8ERES|aRCR
74	62213 16212	7	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9ERES|aRCR
75	62213 16252	7	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9DUST|aRCR
76	62213 16532	7	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	179VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|8ERES|aRCR
77	62213 51212	5	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9ERES|aRCR
78	62213 51252	5	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	178VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|9DUST|aRCR
79	62213 51532	5	   	259.33	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1SELL	179VULN|27DUR|3TLV|4CDMG|5SELL|67LIT|7BPWR|8ERES|aRCR
80	22234 51632	6	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3TLV|478VULN|5DMG|9LIT|aRCR
81	22234 53222	9	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3TLV|478VULN|5DMG|9LIT|aRCR
82	22234 53232	8	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3TLV|478VULN|5DMG|9LIT|aRCR
83	22234 53632	7	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3TLV|478VULN|5DMG|9LIT|aRCR
84	62215 12234	5	   	259.24	DCR|3VULN|2DUR|1TLV|2CDMG	159VULN|28DUR|3TLV|45CDMG|5BPWR|6BBNT|7RCR|aLIT
85	62215 32334	8	   	259.24	DCR|3VULN|2DUR|1TLV|2CDMG	157VULN|29DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|aASPD
86	62315 32331	8	   	259.11	DCR|4VULN|3DUR|2CDMG	157aVULN|29aDUR|3CGEN|45CDMG|5aBPWR|6aERES|8RCR
87	62213 11232	5	   	259.10	DCR|3VULN|2DUR|1TLV|2CDMG|1SELL	168VULN|28DUR|3TLV|46CDMG|5SELL|68BPWR|78DUST|9LIT|aRCR
88	62215 31331	9	   	259.02	DCR|3VULN|2TLV|2DUR|2CDMG	15aVULN|2aDUR|39TLV|45CDMG|5aBPWR|67aERES|8RCR
89	62514 82233	8	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	159VULN|2DUR|3DMG|4MBVNT|6TLV|7RCR|8LIT|aCDMG
90	65361 11311	1	   	258.28	DCR|3VULN|2TLV|1DMG|2ASPD|1CDMG	15aVULN|2DMG|3aTLV|49ASPD|6CDMG|7aCGEN|8RCR|aBPWR
91	12522 12155	4	   	258.27	DCR|3VULN|3DMG|2DUR	1BELT|28DUR|358VULN|45aDMG|58BPWR|6ERES|78MLV|9RCR
92	62216 32331	8	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	17aVULN|29aDUR|3TLV|4CDMG|5RCVC|6aERES|8RCR|aBPWR
93	31331 41222	6	 * 	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9BEXP|aRCR
94	31331 41232	6	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9FEWX|aRCR
95	31331 46222	7	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9BEXP|aRCR
96	31331 46232	7	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9FEWX|aRCR
97	31331 46352	9	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5679VULN|7BPWR|8LHND|aRCR
98	31631 41222	6	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9BEXP|aRCR
99	31631 41232	6	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9FEWX|aRCR
100	31631 46222	7	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9BEXP|aRCR
101	31631 46232	7	   	257.84	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9FEWX|aRCR
102	62212 32351	8	   	257.75	DCR|3VULN|3DUR|1TLV|1CDMG	17aVULN|25aDUR|3TLV|4CDMG|69aERES|8RCR|aBPWR
103	31331 41212	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9ERES|aRCR
104	31331 41252	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9DUST|aRCR
105	31331 41532	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5679VULN|7BPWR|8ERES|aRCR
106	31331 46212	7	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9ERES|aRCR
107	31331 46252	7	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5678VULN|7BPWR|9DUST|aRCR
108	31331 46532	7	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3LIT|4DMG|5679VULN|7BPWR|8ERES|aRCR
109	31631 41212	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9ERES|aRCR
110	31631 41252	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9DUST|aRCR
111	31631 41532	6	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5679VULN|7BPWR|8ERES|aRCR
112	31631 46212	7	   	257.74	DCR|4VULN|2TLV|1DMG	17LWND|27TLV|3DMG|4LIT|5678VULN|7BPWR|9ERES|aRCR
113	62518 14313	5	   	257.56	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	16aVULN|2DUR|3aDMG|4MBVNT|5AART|7aCDMG|8RCR|9BELT|aBPWR
114	25633 14223	7	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1DUST|29DMG|3ERES|4CDMG|5MBVNT|69DUR|7TLV|89VULN|9BPWR|aRCR
115	25633 16223	6	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1DUST|29DMG|3ERES|4CDMG|5MBVNT|69DUR|7TLV|89VULN|9BPWR|aRCR
116	62212 32322	9	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	17VULN|25DUR|3TLV|4CDMG|6ERES|8RCR|9aDMG
117	62132 43324	5	   	257.48	DCR|3VULN|2DMG|2DUR|2LIT	159VULN|29DUR|3FEWX|48LIT|6RPLT|79DMG|9BPWR|aRCR
118	61515 32332	10	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	157aVULN|2MLV|3DUR|45CDMG|5BPWR|6ERES|8RCR|9TLV
119	62215 12422	5	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	158aVULN|2DUR|3TLV|45CDMG|5BPWR|6BBNT|7RCR|9RCVC
120	62215 12431	5	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	1589VULN|2DUR|3TLV|45CDMG|5BPWR|6BBNT|7RCR|aRCVC
121	62215 12433	5	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	1589VULN|2DUR|3TLV|45CDMG|5BPWR|6BBNT|7RCR|aRPLT
122	62315 14133	5	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	158aVULN|2DUR|3CGEN|45CDMG|5BPWR|6BBNT|7TLV|9RCR
123	62315 32332	10	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	157aVULN|2DUR|3CGEN|45CDMG|5BPWR|6ERES|8RCR|9TLV
124	62514 61341	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1567VULN|2DUR|3DMG|4MBVNT|8FEWX|9RCR|aTLV
125	62213 12432	4	   	257.30	DCR|4VULN|1TLV|2CDMG|1DUR	189aVULN|2DUR|3TLV|45CDMG|6BBNT|7RCR
126	12161 23115	5	   	257.30	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD|1CDMG	1BELT|23aDUR|4CDMG|5aDMG|6RCR|7VULN|8TLV|9aASPD|aBPWR
127	12261 23115	5	   	257.30	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD|1CDMG	1BELT|23aDUR|3aBPWR|4CDMG|5aDMG|6RCR|7VULN|8TLV|9aASPD
128	22234 54313	5	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1DUST|268DUR|3TLV|4aVULN|56DMG|6BPWR|7BELT|9RCR
129	32234 51143	5	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1LWND|268DUR|3TLV|47VULN|56DMG|6BPWR|9TBNT|aRCR
130	61515 32332	9	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	157VULN|2MLV|3DUR|45CDMG|5BPWR|6ERES|8RCR|9TLV|aDMG
131	62215 12135	5	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	15aVULN|2DUR|3TLV|45CDMG|5BPWR|6BBNT|7RCR|8DMG|9CGEN
132	62215 32321	9	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aBEXP
133	62215 32323	10	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aFEWX
134	62215 32324	9	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aLHND
135	62215 32324	10	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aRCVC
136	62215 32325	9	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aFEWX
137	62215 32342	8	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9LWND|aDMG
138	62215 32352	9	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9LWND|aDMG
139	62215 32362	9	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9LHND|aDMG
140	62315 32332	9	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3CGEN|45CDMG|5BPWR|6ERES|8RCR|9TLV|aDMG
141	62215 31322	10	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	15aVULN|2DUR|3TLV|45CDMG|5BPWR|67ERES|8RCR|9DMG
142	62215 32323	9	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6aERES|8RCR|9DMG
143	62215 32326	10	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	157VULN|2DUR|3TLV|45CDMG|5BPWR|6aERES|8RCR|9DMG
144	62215 32321	10	   	256.17	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR|1SELL	157VULN|2DUR|3TLV|45CDMG|5BPWR|6ERES|8RCR|9DMG|aSELL
145	42633 73114	9	   	256.14	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1CDMG	19ASPD|29VULN|3DMG|4CDMG|5MBVNT|6RCR|79DUR|8LEGI|9BPWR|aTLV
146	63633 73114	9	   	256.14	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1CDMG	19VULN|29ASPD|3DMG|4CDMG|5MBVNT|6RCR|79DUR|8LEGI|9BPWR|aTLV
147	62212 45331	6	 * 	255.96	DCR|2VULN|3DUR|2TLV|2CDMG|1NUKE	17VULN|259DUR|37TLV|47CDMG|6NUKE|7BPWR|8RCR|aASPD
148	32511 47514	4	   	255.75	DCR|3VULN|3DUR|2DMG	1aLWND|268DUR|3aDMG|4MBVNT|57aVULN|9RCR|aBPWR
149	32513 73614	4	   	255.75	DCR|3VULN|3DUR|2DMG	1aLWND|256DUR|3aDMG|4MBVNT|78aVULN|9RCR|aBPWR
150	32514 47514	5	   	255.75	DCR|3VULN|3DUR|2DMG	1aLWND|268DUR|3aDMG|4MBVNT|57aVULN|9RCR|aBPWR
151	32514 63614	7	   	255.75	DCR|3VULN|3DUR|2DMG	1aLWND|267DUR|3aDMG|4MBVNT|58aVULN|9RCR|aBPWR
152	62511 74114	4	   	255.75	DCR|3VULN|3DUR|2DMG	15aVULN|267DUR|3aDMG|4MBVNT|8aLHND|9RCR|aBPWR
153	62513 73114	4	   	255.75	DCR|3VULN|3DUR|2DMG	17aVULN|256DUR|3aDMG|4MBVNT|8aLHND|9RCR|aBPWR
154	62514 74114	5	   	255.75	DCR|3VULN|3DUR|2DMG	15aVULN|267DUR|3aDMG|4MBVNT|8aLHND|9RCR|aBPWR
155	62332 11342	4	   	255.63	DCR|3VULN|2DUR|1TLV|2ASPD	178VULN|27DUR|36CGEN|4TLV|57ASPD|7BPWR|9LIT|aRCR
156	22518 73412	4	   	255.55	DCR|3VULN|3DUR|2DMG	1DUST|256DUR|35DMG|4MBVNT|5BPWR|78aVULN|9RCR
157	22513 73414	4	   	255.55	DCR|3VULN|3DUR|2DMG	1aDUST|256DUR|3aDMG|4MBVNT|78aVULN|9RCR|aBPWR
158	62251 43232	3	   	255.53	DCR|3VULN|2DUR|1TLV|2ASPD	158VULN|28DUR|3TLV|4RCVC|6DUST|78ASPD|8BPWR|9LIT|aRCR
159	63322 11632	2	   	255.43	DCR|3VULN|2DUR|1TLV|2ASPD	168VULN|25ASPD|3TLV|46DUR|6BPWR|7DUST|9LIT|aRCR
