0	Index      	 *	Score 	Summary	Detail	
1	35621 12353	 * 	257.17	ACR|DCR|2VULN|2DMG	1LHND|2ERES|37VULN|49RCR|5aDMG|6DLOT|8BBNT
31	31135 84474	   	237.78	DCR|DCR|1VULN|1MLV	1LHND|2MLV|3MBVNT|4FEWX|58DUST|6TLV|79RCR|aVULN
32	31136 44271	   	237.78	DCR|DCR|1VULN|1MLV	1LHND|2MLV|3MBVNT|4FEWX|5VULN|6ERES|7aRCR|8LIT|9MSLREG
33	51136 44271	   	237.78	DCR|DCR|1VULN|1MLV	1LWND|2MLV|3MBVNT|4FEWX|5VULN|6ERES|7aRCR|8LIT|9MSLREG
34	24127 15441	   	237.68	DCR|DCR|1VULN|1MLV	1LIT|2MBVNT|3MLV|4VENICY|5MDPS|6VULN|7aRCR|8DMSP|9ERES
35	31135 34474	   	237.68	DCR|DCR|1VULN|1MLV	1LHND|2MLV|3MBVNT|4FEWX|58DUST|6AME|79RCR|aVULN
36	31135 44475	   	237.68	DCR|DCR|1VULN|1MLV	1LHND|2MLV|3MBVNT|4FEWX|58DUST|6ERES|79RCR|aVULN
37	51135 34474	   	237.68	DCR|DCR|1VULN|1MLV	1LWND|2MLV|3MBVNT|4FEWX|58DUST|6AME|79RCR|aVULN
38	43431 12321	   	237.61	ACR|DCR|1VULN|2ASPD|1DMG	1aRCR|28ASPD|3VULN|4MDPS|5DMG|6LIT|7AIRARM|9BEXP
39	31311 54215	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|46aVULN|6BPWR|7RCR|8DMG|9FEWX
40	31311 54221	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aBEXP
41	31311 54222	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aRMIN
42	31311 54223	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aCGEN
43	31311 54224	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aTLV
44	31311 54225	   	237.04	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aLWND
45	31311 54226	   	236.94	DCR|3VULN|2MLV|1DMG	15LHND|26MLV|3BELT|469VULN|6BPWR|7RCR|8DMG|aCANTOX
46	31311 55331	   	236.89	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	15LHND|26MLV|3BELT|46VULN|6BPWR|7AART|8ASPD|9DMG|aRCR
47	61232 21431	   	236.69	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aFRZARM
48	61232 21432	   	236.69	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aLWND
49	61232 21433	   	236.69	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aRCVC
50	61232 21436	   	236.69	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aTLV
51	61232 21434	   	236.59	DCR|2VULN|2MLV|1DMG|1ASPD|1AART	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aERES
52	61232 21435	   	236.59	DCR|2VULN|2MLV|1DMG|1ASPD|1AART|1MSE	14MLV|2DMG|3MDPS|5ASPD|6AART|78VULN|9RCR|aMSE
53	43432 27233	   	235.42	ACR|DCR|1VULN|2ASPD|1AART	19RCR|2aASPD|3VULN|4MDPS|5MBVNT|6MULARM|7AART|8DUR
54	36131 34674	   	235.31	DCR|DCR|1VULN|2DUR	18LHND|2RMIN|3MBVNT|4FEWX|58DUR|68AME|79RCR|8BPWR|aVULN
55	14116 23212	   	234.78	DCR|3VULN|1DMG|1MLV|1CDMG	1ERES|2LIT|378VULN|4CDMG|5AME|6DMG|9MLV|aRCR
56	14162 23212	   	234.78	DCR|3VULN|1DMG|1MLV|1CDMG	1ERES|2LIT|378VULN|4AME|5CDMG|6DMG|9MLV|aRCR
57	31621 36326	 * 	233.79	DCR|2VULN|3MLV|2ASPD	18LHND|248MLV|34ASPD|48BPWR|5DUST|68TLV|7RCR|9aVULN
58	22215 12323	   	233.19	DCR|DCR|1DMG|1AART|1RPLT	19LIT|2AART|3AELOIC|4DMG|5LWND|6RPLT|7aRCR|8DUR
59	22215 12333	   	233.19	DCR|DCR|1DMG|1AART|1RPLT	1LIT|2AART|3AELOIC|4DMG|59LWND|6RPLT|7aRCR|8DUR
60	41236 26321	   	233.17	ACR|DCR|2VULN|1ASPD	1aRCR|2AELOIC|3LIT|4AAC|56VULN|7BLAICY|8ASPD|9BBNT
61	43432 22613	   	232.97	ACR|DCR|2VULN|1ASPD	18RCR|2ASPD|3aVULN|47MDPS|5MBVNT|6MULARM|9RCVC
62	43432 22631	   	232.97	ACR|DCR|2VULN|1ASPD	18RCR|2ASPD|3aVULN|47MDPS|5MBVNT|6MULARM|9LWND
63	43432 22641	   	232.97	ACR|DCR|2VULN|1ASPD	18RCR|2ASPD|3aVULN|47MDPS|5MBVNT|6MULARM|9BEXP
64	43432 22621	   	232.87	ACR|DCR|2VULN|1ASPD	18RCR|2ASPD|3aVULN|47MDPS|5MBVNT|6MULARM|9DUST
65	61231 66322	 * 	232.81	DCR|3DMG|3MLV|1VULN	148MLV|28aDMG|3MDPS|58TLV|6RCVC|7RCR|8BPWR|9VULN
66	22215 12663	   	232.66	DCR|DCR|1DMG|2AART|1RPLT	1LIT|28AART|3AELOIC|4DMG|5LWND|6RPLT|7aRCR|9BEXP
67	61523 36322	   	232.60	DCR|3DMG|1VULN|2MLV|1CDMG	18MLV|248DMG|34BEXP|48BPWR|5LWND|68CGEN|7RCR|9VULN|aCDMG
68	31226 62224	   	232.39	ACR|DCR|1VULN|1MLV|1ASPD|1RPLT	18LHND|2MLV|3BEXP|49RCR|5MSLREG|6ASPD|7RPLT|aVULN
69	43162 22126	   	232.39	ACR|DCR|1VULN|1MLV|1ASPD|1RPLT	19RCR|2ASPD|3TSLFST|4RPLT|56FEWX|7VULN|8RMIN|aMLV
70	43112 42224	   	232.39	ACR|DCR|1VULN|1MLV|1ASPD|1RPLT	19RCR|2ASPD|3TSLFST|48LHND|5FEWX|6MLV|7RPLT|aVULN
71	61322 26325	   	232.30	DCR|3DMG|1VULN|2MLV|1ASPD	18MLV|258DMG|3ERES|4DUST|68BEXP|7RCR|8BPWR|9VULN|aASPD
72	24111 23522	   	232.29	ACR|DCR|1VULN|1MLV|1CDMG|1RPLT	1LIT|2MBVNT|3MLV|4CDMG|5aRCR|6RPLT|7AAC|8MULHEA|9VULN
73	11323 46142	   	231.35	DCR|2VULN|3DMG|1AART	137ERES|268DMG|4AART|56VULN|6BPWR|9RCR|aDUR
74	43352 31237	   	231.30	ACR|DCR|1VULN|2ASPD|1CDMG	1aRCR|27ASPD|3AAC|4RCVC|5CDMG|6MBVNT|8VULN|9TLV
75	43352 31317	   	231.30	ACR|DCR|1VULN|2ASPD|1CDMG	1aRCR|27ASPD|3AAC|4RCVC|5CDMG|6MBVNT|8CGEN|9VULN
76	31311 44251	   	231.27	DCR|2VULN|2DMG|2MLV	159LHND|26MLV|3BELT|49VULN|7RCR|89DMG|9BPWR|aBEXP
77	31311 44252	   	231.27	DCR|2VULN|2DMG|2MLV	159LHND|26MLV|3BELT|49VULN|7RCR|89DMG|9BPWR|aRMIN
78	31311 44253	   	231.27	DCR|2VULN|2DMG|2MLV	159LHND|26MLV|3BELT|49VULN|7RCR|89DMG|9BPWR|aCGEN
79	31315 34251	   	231.27	DCR|2VULN|2DMG|2MLV	19LHND|25MLV|3BELT|49VULN|6RCVC|7RCR|89DMG|9BPWR|aBEXP
80	31315 34252	   	231.27	DCR|2VULN|2DMG|2MLV	19LHND|25MLV|3BELT|49VULN|6RCVC|7RCR|89DMG|9BPWR|aRMIN
81	31315 34253	   	231.27	DCR|2VULN|2DMG|2MLV	19LHND|25MLV|3BELT|49VULN|6RCVC|7RCR|89DMG|9BPWR|aCGEN
82	31621 16233	 * 	231.26	DCR|3ASPD|1VULN|2MLV|1DMG	1LHND|24MLV|349ASPD|4BPWR|5DUST|6DMG|7RCR|8DUR|aVULN
83	43352 31217	   	231.20	ACR|DCR|1VULN|2ASPD|1CDMG	1aRCR|27ASPD|3AAC|4RCVC|5CDMG|6MBVNT|8VULN|9ERES
84	31311 54262	   	231.17	DCR|2VULN|2DMG|2MLV	15LHND|26MLV|3BELT|46VULN|6BPWR|7RCR|8aDMG|9BEXP
85	31315 51211	 * 	230.95	DCR|3VULN|3MLV	1LHND|256MLV|3BELT|46aVULN|6BPWR|7BASARM|8RCR|9LWND
86	31315 51261	   	230.95	DCR|3VULN|3MLV	1LHND|256MLV|3BELT|46aVULN|6BPWR|7BASARM|8RCR|9FEWX
87	51315 53131	   	230.89	DCR|2VULN|3MLV|1ASPD|1RPLT	1LWND|256MLV|3BELT|46VULN|6BPWR|7TBNT|8ASPD|9RPLT|aRCR
88	22522 31252	   	230.89	DCR|3VULN|1DMG|1MLV|1AART	1LIT|2AART|3ERES|4LHND|58aVULN|6RCR|7DMG|9MLV
89	22552 31252	   	230.89	DCR|3VULN|1DMG|1MLV|1AART	1LIT|2AART|3ERES|4FEWX|58aVULN|6RCR|7DMG|9MLV
90	31421 16325	   	230.71	DCR|3MLV|2DMG|1VULN|1ASPD	18LHND|248MLV|34ERES|48BPWR|5DUST|68DMG|7RCR|9VULN|aASPD
91	31334 62533	   	230.43	DCR|DCR|1MLV|1ASPD|1CDMG	17LHND|2MLV|3BELT|4ASPD|5LIT|6aRCR|8BEXP|9CDMG
92	31334 62633	   	230.43	DCR|DCR|1MLV|1ASPD|1CDMG	17LHND|2MLV|3BELT|4ASPD|5LIT|6aRCR|8LWND|9CDMG
93	31334 62333	   	230.33	DCR|DCR|1MLV|1ASPD|1CDMG	17LHND|2MLV|3BELT|4ASPD|5LIT|6aRCR|8DUST|9CDMG
94	31334 64333	   	230.23	DCR|DCR|1MLV|1ASPD|1CDMG	1LHND|2MLV|3BELT|4ASPD|5LIT|6aRCR|7AELOIC|8DUST|9CDMG
95	43431 26232	 * 	230.04	ACR|3VULN|3ASPD|2DMG	1RCR|27aASPD|379VULN|4MDPS|57DMG|6BBNT|7BPWR|8SPLJET
96	22352 12143	 * 	229.88	DCR|DCR|2AART|1MLV|1RPLT|1ZMB	1LIT|23AART|4DUST|5ZMB|6RPLT|7aRCR|8MLV|9TLV
97	22522 34241	   	229.81	DCR|DCR|1VULN|1AART	1LIT|2AART|3ERES|4LHND|5VULN|6aRCR|7LSRHEA|8DUST|9NUKE
98	22352 12123	 * 	229.78	DCR|DCR|2AART|1MLV|1RPLT|1ZMB	1LIT|23AART|4DUST|5ZMB|6RPLT|7aRCR|8MLV|9ERES
99	24244 71236	   	229.77	DCR|DCR|1VULN|1RPLT|1ZMB	19LIT|2MBVNT|3RPLT|4BBNT|5SPLARM|6ZMB|7aRCR|8VULN
100	24244 71226	   	229.67	DCR|DCR|1VULN|1RPLT|1ZMB	1LIT|2MBVNT|3RPLT|4BBNT|5SPLARM|6ZMB|7aRCR|8VULN|9AELOIC
101	34314 12222	   	229.64	DCR|3VULN|1DMG|1MLV	15LHND|2DUR|3BBNT|489VULN|6MLV|7RCR|aDMG
102	54316 12222	   	229.64	DCR|3VULN|1DMG|1MLV	1LWND|2DUR|3BBNT|489VULN|5RCVC|6MLV|7RCR|aDMG
103	11323 45231	   	229.34	DCR|2VULN|2DMG|1ASPD|1AART	138ERES|26DMG|4AART|56VULN|6BPWR|7ASPD|9RCR|aDUR
104	63513 24113	   	229.14	ACR|DCR|1VULN|2CDMG|1MLV	1MLV|2AAC|3BEXP|4LIT|5aRCR|69CDMG|7BELT|8VULN
105	41236 53321	   	229.10	ACR|DCR|2DMG|1VULN	1aRCR|2AELOIC|3LIT|4AAC|5VULN|68DMG|7MSLTOX|9BBNT
106	11335 11478	   	228.91	DCR|2VULN|2DMG|1MLV|1CDMG	13aERES|2aDMG|4MBVNT|5BBNT|6MLV|7CDMG|8aVULN|9RCR|aBPWR
107	14116 22212	   	228.91	DCR|2VULN|2DMG|1MLV|1CDMG	1ERES|2LIT|38VULN|4CDMG|5AME|67DMG|9MLV|aRCR
108	14162 22212	   	228.91	DCR|2VULN|2DMG|1MLV|1CDMG	1ERES|2LIT|38VULN|4AME|5CDMG|67DMG|9MLV|aRCR
109	64116 22222	   	228.91	DCR|2VULN|2DMG|1MLV|1CDMG	1MLV|2LIT|38VULN|4CDMG|5AME|67DMG|9ERES|aRCR
110	62513 24113	   	228.90	ACR|DCR|1VULN|2CDMG|1MLV|1ZMB	1MLV|2ZMB|3BEXP|4LIT|5aRCR|69CDMG|7BELT|8VULN
111	65433 31212	   	228.44	DCR|2VULN|2MLV|2CDMG|2DUR	17MLV|2BBNT|35LIT|47CDMG|67DUR|7BPWR|8aVULN|9RCR
112	24811 24522	   	228.41	ACR|DCR|1VULN|1ASPD|1CDMG|1RPLT	1LIT|2MBVNT|3ASPD|4CDMG|5aRCR|6RPLT|7RMIN|8SPLJET|9VULN
113	43411 12125	   	227.99	ACR|3VULN|2DMG|1ASPD|1CDMG	1RCR|2ASPD|379VULN|4DUR|5aDMG|6DLOT|8CDMG
114	31311 54263	   	227.23	DCR|2VULN|2MLV|1DMG|1ASPD	15LHND|26MLV|3BELT|46VULN|6BPWR|7RCR|8DMG|9BEXP|aASPD
