0	Index      	 *	Score 	Summary	Detail	
1	22266 23323	 * 	234.30	DCR|3VULN|1SPLARM|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aSPLARM
25	23155 62321	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	1359VULN|2ASPD|4BEXP|6RCR|7CDMG|8LWND|aAART
26	23165 62121	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	1359VULN|2ASPD|4LWND|6RCR|7CDMG|8FEWX|aAART
27	23135 62121	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8FEWX|aAART
28	23135 62321	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8LWND|aAART
29	23135 62521	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8LHND|aAART
30	26135 62121	 * 	217.47	DCR|4VULN|1AART|1DMG|1CDMG	1359VULN|2DMG|4DUST|6RCR|7CDMG|8FEWX|aAART
31	22266 23333	 * 	217.28	DCR|4VULN|2CDMG|1ASPD|1DMG	157aVULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9DMG
32	23155 62212	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4BEXP|6RCR|7CDMG|9AART|aFEWX
33	23155 62213	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4BEXP|6RCR|7CDMG|9AART|aLHND
34	23135 62141	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|29ASPD|4DUST|6RCR|7CDMG|8FEWX|aAART
35	23135 62212	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9AART|aFEWX
36	23135 62213	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9AART|aLHND
37	23135 62214	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9AART|aCGEN
38	23135 62261	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9LWND|aAART
39	23135 62341	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|29ASPD|4DUST|6RCR|7CDMG|8LWND|aAART
40	23155 62211	   	215.84	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4BEXP|6RCR|7CDMG|9AART|aERES
41	23135 62211	   	215.74	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9AART|aERES
42	23135 62216	   	215.74	DCR|3VULN|2ASPD|1AART|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9AART|aTLV
43	26135 62222	 * 	215.49	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|2aDMG|4DUST|6RCR|7CDMG|8ASPD|9CGEN
44	23135 61221	 * 	215.44	DCR|4VULN|2ASPD|1AART	1359VULN|28ASPD|4DUST|6RCR|7RPLT|aAART
45	26113 54221	 * 	215.12	DCR|3VULN|2DMG|1AART|1ASPD|1NUKE	136VULN|26DMG|4RPLT|5AART|6BPWR|7NUKE|8LWND|9ASPD|aRCR
46	26135 62231	   	214.71	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	135VULN|2DMG|4DUST|6RCR|7CDMG|8ASPD|9AAC|aAART
47	26235 62231	   	214.46	DCR|2VULN|2DMG|1AART|1ASPD|1CDMG|1AAC	15VULN|23DMG|4DUST|6RCR|7CDMG|8ASPD|9AAC|aAART
48	33335 62231	   	214.29	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3CGEN|4AME|6RCR|7CDMG|8ASPD|9DMG|aAART
49	33235 62221	   	214.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9CGEN|aAART
50	33235 62241	   	214.09	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9ERES|aAART
51	23155 62122	   	213.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4BEXP|6RCR|7CDMG|8FEWX|aDMG
52	23155 62322	   	213.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4BEXP|6RCR|7CDMG|8LWND|aDMG
53	23165 62122	   	213.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4LWND|6RCR|7CDMG|8FEWX|aDMG
54	26213 51115	 * 	213.81	DCR|3DMG|2VULN|1MDPS|1AART	16VULN|236DMG|4RPLT|5AART|6BPWR|7FEWX|8BELT|9RCR|aMDPS
55	23135 62122	   	213.75	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8FEWX|aDMG
56	23135 62322	   	213.75	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8LWND|aDMG
57	23135 62522	   	213.75	DCR|4VULN|1ASPD|1DMG|1CDMG	1359VULN|2ASPD|4DUST|6RCR|7CDMG|8LHND|aDMG
58	22264 23325	   	213.70	DCR|3VULN|2AART|1ASPD|1CDMG	157VULN|2DUST|3ASPD|4CDMG|6LIT|8RCR|9aAART
59	22513 23325	 * 	213.70	DCR|3VULN|2AART|1DMG|1CDMG	147VULN|2DUST|3LIT|5CDMG|6DMG|8RCR|9aAART
60	22513 42325	   	213.70	DCR|3VULN|2AART|1ASPD|1CDMG	146VULN|2DUST|3LIT|5CDMG|7ASPD|8RCR|9aAART
61	23235 62383	 * 	213.56	DCR|3VULN|2DMG|2ASPD	15aVULN|2aASPD|39DMG|4TLV|6RCR|7MBVNT|8aFEWX|aBPWR
62	23466 12311	   	213.56	DCR|3VULN|1AART|2CDMG|1ASPD|1DUR	157VULN|2ASPD|36LHND|45CDMG|5BPWR|8RCR|9DUR|aAART
63	22266 23326	   	213.46	DCR|3VULN|1AART|2CDMG|1ASPD|1DUR	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aDUR
64	23464 32311	   	213.46	DCR|3VULN|1AART|2CDMG|1ASPD|1DUR	157VULN|2ASPD|3LHND|46CDMG|8RCR|9DUR|aAART
65	63164 32311	   	213.46	DCR|3VULN|1AART|2CDMG|1ASPD|1DUR	1LHND|2ASPD|357VULN|46CDMG|8RCR|9DUR|aAART
66	26235 62222	 * 	213.31	DCR|3DMG|2VULN|1ASPD|1CDMG	15VULN|23aDMG|4DUST|6RCR|7CDMG|8ASPD|9CGEN
67	26213 53533	 * 	213.23	DCR|3DMG|2VULN|1AART|1CDMG	16VULN|236DMG|4RPLT|5AART|6BPWR|7CGEN|8RCR|9LHND|aCDMG
68	23235 61312	   	212.99	DCR|3VULN|2DMG|1ASPD|2DUR	15aVULN|2ASPD|3aDMG|4TLV|6RCR|7RPLT|8LWND|9aDUR|aBPWR
69	22513 52523	   	212.94	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	14VULN|2DUST|37LIT|5CDMG|6RCR|8ASPD|9AART|aSPLARM
70	21263 54111	 * 	212.88	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG|2DUR|1SELL	19VULN|2MDPS|3FEWX|4AART|59DUR|6SELL|7RCR|89DMG|9BPWR|aCDMG
71	22264 62332	   	212.73	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	157VULN|2DUST|3ASPD|4CDMG|6AELBLL|8RCR|9DMG|aMDPS
72	23335 62224	 * 	212.62	DCR|3VULN|3ASPD|2CDMG|1AAC	15aVULN|28aASPD|3CGEN|4AME|6RCR|7aCDMG|9AAC|aBPWR
73	23135 62142	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|29ASPD|4DUST|6RCR|7CDMG|8FEWX|aDMG
74	23135 62262	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9LWND|aDMG
75	23135 62342	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|29ASPD|4DUST|6RCR|7CDMG|8LWND|aDMG
76	23155 62231	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4BEXP|6RCR|7CDMG|9DMG|aERES
77	23155 62233	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4BEXP|6RCR|7CDMG|9DMG|aDUST
78	33155 62221	   	212.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|235VULN|4BEXP|6RCR|7CDMG|8ASPD|9CGEN|aAART
79	33165 62221	   	212.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|235VULN|4LWND|6RCR|7CDMG|8ASPD|9CGEN|aAART
80	23135 62231	   	212.02	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9DMG|aERES
81	23135 62233	   	212.02	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4aDUST|6RCR|7CDMG|9DMG
82	23135 62234	   	212.02	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9DMG|aAIRARM
83	23135 62235	   	212.02	DCR|3VULN|2ASPD|1DMG|1CDMG	135VULN|28ASPD|4DUST|6RCR|7CDMG|9DMG|aLEGI
84	33135 62221	   	211.95	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8ASPD|9CGEN|aAART
85	33235 62121	   	211.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|259VULN|3DMG|4TLV|6RCR|7CDMG|8FEWX|aAART
86	33235 62521	   	211.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|259VULN|3DMG|4TLV|6RCR|7CDMG|8LHND|aAART
87	33135 62241	   	211.85	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8ASPD|9ERES|aAART
88	26113 32131	   	211.85	DCR|3VULN|2ASPD|1AART|1DMG|1AAC	139VULN|2DMG|4RPLT|5AART|6AAC|79ASPD|89BEXP|9BPWR|aRCR
89	23135 61222	 * 	211.72	DCR|4VULN|2ASPD|1DMG	1359VULN|28ASPD|4DUST|6RCR|7RPLT|aDMG
90	26213 32131	 * 	211.61	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	19VULN|23DMG|4RPLT|5AART|6AAC|79ASPD|89BEXP|9BPWR|aRCR
91	26321 21462	   	211.42	DCR|3VULN|2DMG|2ASPD|1SELL	189VULN|2aDMG|3SELL|49ASPD|59BEXP|6MBVNT|7RCR|9BPWR
92	26323 21662	   	211.42	DCR|3VULN|2DMG|2ASPD|1SELL	189VULN|2aDMG|3SELL|49ASPD|59FEWX|6MBVNT|7RCR|9BPWR
93	26135 62122	 * 	211.28	DCR|4VULN|2DMG|1CDMG	1359VULN|2aDMG|4DUST|6RCR|7CDMG|8FEWX
94	26135 62313	   	211.28	DCR|4VULN|2DMG|1CDMG	135aVULN|2aDMG|4DUST|6RCR|7CDMG|8RPLT|9aTLV|aBPWR
95	33113 54521	   	211.18	DCR|3VULN|1AART|1ASPD|1DMG|2ZMB	16ZMB|236VULN|4RPLT|5AART|6BPWR|7DMG|8ASPD|9FEWX|aRCR
96	33113 54221	   	211.18	DCR|3VULN|1AART|1ASPD|1DMG|2ZMB	16ZMB|236VULN|4RPLT|5AART|6BPWR|7DMG|8LWND|9ASPD|aRCR
97	26235 62122	 * 	211.08	DCR|3VULN|3DMG|1CDMG	159VULN|23aDMG|4DUST|6RCR|7CDMG|8FEWX
98	26235 62313	   	211.08	DCR|3VULN|3DMG|1CDMG	15aVULN|23aDMG|4DUST|6RCR|7CDMG|8RPLT|9aTLV|aBPWR
99	23233 16512	   	210.99	DCR|3VULN|2DMG|1ASPD|2DUR	18aVULN|2ASPD|3aDMG|4TLV|5LWND|6RPLT|7RCR|9aDUR|aBPWR
100	23165 62231	   	210.89	DCR|3VULN|1MDPS|2ASPD|1CDMG	135VULN|28ASPD|4LWND|6RCR|7CDMG|9MDPS|aBEXP
101	23165 62232	   	210.89	DCR|3VULN|1MDPS|2ASPD|1CDMG	135VULN|28ASPD|4LWND|6RCR|7CDMG|9MDPS|aBELT
102	23165 62233	   	210.89	DCR|3VULN|1MDPS|2ASPD|1CDMG	135VULN|28ASPD|4LWND|6RCR|7CDMG|9MDPS|aFEWX
103	26321 27331	   	210.70	DCR|2VULN|2DMG|1AART|1ASPD|2ZMB|1SELL	19VULN|29DMG|3SELL|4ASPD|5BEXP|6MBVNT|7AART|89ZMB|9BPWR|aRCR
104	26321 41252	   	210.57	DCR|3DMG|2VULN|1ASPD|1AAC|2ZMB|1SELL	19VULN|29aDMG|3SELL|4ASPD|5BEXP|6RCR|7AAC|89ZMB|9BPWR
105	26323 41252	   	210.57	DCR|3DMG|2VULN|1ASPD|1AAC|2ZMB|1SELL	19VULN|29aDMG|3SELL|4ASPD|5FEWX|6RCR|7AAC|89ZMB|9BPWR
106	26314 23323	   	210.37	DCR|3VULN|1SPLARM|1AART|1DMG|1SELL	157VULN|2DMG|3SELL|4FEWX|6LIT|8RCR|9AART|aSPLARM
107	23136 23323	   	210.27	DCR|3VULN|1SPLARM|1AART|1ASPD|1SELL	137VULN|2ASPD|4DUST|5SELL|6LIT|8RCR|9AART|aSPLARM
108	26136 23323	   	210.27	DCR|3VULN|1SPLARM|1AART|1DMG|1SELL	137VULN|2DMG|4DUST|5SELL|6LIT|8RCR|9AART|aSPLARM
109	26316 23323	 * 	210.23	DCR|1SPLARM|2VULN|2DMG|1AART|1SELL	17VULN|25DMG|3SELL|45FEWX|5BPWR|6LIT|8RCR|9AART|aSPLARM
110	22262 43325	 * 	210.08	DCR|2VULN|2AART|2ASPD|1CDMG	17VULN|2DUST|36ASPD|4CDMG|5LIT|8RCR|9aAART
111	26236 23323	 * 	210.03	DCR|1SPLARM|2VULN|2DMG|1AART|1SELL	17VULN|23DMG|4DUST|5SELL|6LIT|8RCR|9AART|aSPLARM
112	23165 62311	   	210.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	135VULN|2ASPD|48LWND|6RCR|7CDMG|9DUR|aAART
113	23466 12312	   	209.84	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	157VULN|2ASPD|36LHND|45CDMG|5BPWR|8RCR|9DUR|aDMG
114	22264 23333	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG	157aVULN|2DUST|3ASPD|4CDMG|6LIT|8RCR|9DMG
115	22513 23333	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG	147aVULN|2DUST|3LIT|5CDMG|6DMG|8RCR|9ASPD
116	22513 42333	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG	146aVULN|2DUST|3LIT|5CDMG|7ASPD|8RCR|9DMG
117	23464 32312	   	209.74	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	157VULN|2ASPD|3LHND|46CDMG|8RCR|9DUR|aDMG
118	63164 32312	   	209.74	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	1LHND|2ASPD|357VULN|46CDMG|8RCR|9DUR|aDMG
119	23235 63233	   	209.53	DCR|3VULN|2ASPD|1DMG|1AAC|2DUR	15aVULN|2aASPD|3DMG|4TLV|6RCR|7RMIN|8aDUR|9AAC|aBPWR
120	33135 61252	   	209.53	DCR|3VULN|2ASPD|1DMG|2ZMB	19ZMB|235VULN|49DUST|6RCR|7RPLT|89ASPD|9BPWR|aDMG
121	21263 54311	 * 	209.51	DCR|2VULN|1MDPS|2ASPD|1AART|1CDMG|2DUR|1SELL	19VULN|2MDPS|3FEWX|4AART|59DUR|6SELL|7RCR|89ASPD|9BPWR|aCDMG
122	23335 65311	   	209.35	DCR|3VULN|1AART|2CDMG|1ASPD	159VULN|2ASPD|39CGEN|4AME|6RCR|7FEWX|89CDMG|9BPWR|aAART
123	25152 32311	   	209.25	DCR|3VULN|1AART|2CDMG|1ASPD	139VULN|2ERES|49BEXP|5AME|6RCR|7ASPD|89CDMG|9BPWR|aAART
124	25152 34311	 * 	209.25	DCR|3VULN|1AART|2CDMG|1DMG	139VULN|2ERES|49BEXP|5AME|6RCR|7DMG|89CDMG|9BPWR|aAART
125	26216 23236	   	209.23	DCR|3DMG|2VULN|1AART|1CDMG	15VULN|235DMG|4RPLT|5BPWR|6BEXP|7LWND|8CDMG|9AART|aRCR
126	33235 62231	   	209.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|2ZMB	1aZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9MDPS
127	33235 62232	   	209.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9MDPS|aAME
128	33235 62233	   	209.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9MDPS|aCGEN
129	33235 62234	   	209.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9MDPS|aVENFST
130	33235 62235	   	209.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25VULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9MDPS|aMLV
131	25132 32311	   	209.05	DCR|3VULN|1AART|2CDMG|1ASPD	139VULN|2ERES|49DUST|5AME|6RCR|7ASPD|89CDMG|9BPWR|aAART
132	25132 34311	   	209.05	DCR|3VULN|1AART|2CDMG|1DMG	139VULN|2ERES|49DUST|5AME|6RCR|7DMG|89CDMG|9BPWR|aAART
133	23233 16412	   	208.82	DCR|3DMG|2VULN|1ASPD|2DUR	1aVULN|2ASPD|38aDMG|4TLV|5LWND|6RPLT|7RCR|9aDUR|aBPWR
134	26135 62232	   	208.52	DCR|3VULN|2DMG|1ASPD|1CDMG|1AAC	135VULN|2aDMG|4DUST|6RCR|7CDMG|8ASPD|9AAC
135	33155 62222	   	208.34	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|235VULN|4BEXP|6RCR|7CDMG|8ASPD|9CGEN|aDMG
136	33165 62222	   	208.34	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|235VULN|4LWND|6RCR|7CDMG|8ASPD|9CGEN|aDMG
137	33135 62142	   	208.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8FEWX|9ASPD|aDMG
138	33135 62222	   	208.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8ASPD|9CGEN|aDMG
139	33235 62253	   	208.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25aVULN|3DMG|4TLV|6RCR|7CDMG|8ASPD|9LIT
140	33135 62242	   	208.14	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8ASPD|9ERES|aDMG
141	22262 43333	   	208.12	DCR|3VULN|2ASPD|1DMG|1CDMG	17aVULN|2DUST|36ASPD|4CDMG|5LIT|8RCR|9DMG
142	33335 62232	   	208.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1ZMB|25VULN|3CGEN|4AME|6RCR|7CDMG|8ASPD|9aDMG
143	33235 62222	   	207.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1ZMB|25VULN|3aDMG|4TLV|6RCR|7CDMG|8ASPD|9CGEN
144	33235 62242	   	207.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1ZMB|25VULN|3aDMG|4TLV|6RCR|7CDMG|8ASPD|9ERES
145	33113 61421	   	207.87	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|238VULN|4RPLT|5AART|6LWND|7DMG|9ASPD|aRCR
146	33155 62121	   	207.84	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2359VULN|4BEXP|6RCR|7CDMG|8FEWX|aAART
147	33165 62121	   	207.84	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2359VULN|4LWND|6RCR|7CDMG|8FEWX|aAART
148	23243 26633	 * 	207.81	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1NUKE|1DUR	1VULN|25ASPD|3DMG|4MDPS|6FEWX|7RCR|8DUR|9AART|aNUKE
149	33135 62121	   	207.74	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2359VULN|4DUST|6RCR|7CDMG|8FEWX|aAART
150	33135 62521	   	207.74	DCR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2359VULN|4DUST|6RCR|7CDMG|8LHND|aAART
151	23243 36633	   	207.71	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1NUKE|1DUR	1VULN|25ASPD|3DMG|4MDPS|6DUST|7RCR|8DUR|9AART|aNUKE
152	33113 61561	   	207.62	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	1ZMB|23VULN|4RPLT|5AART|6LWND|79DMG|8ASPD|aRCR
153	26113 12635	   	207.62	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	13VULN|28DMG|4RPLT|5AART|6CGEN|7ASPD|9ZMB|aRCR
154	23466 12322	   	207.07	DCR|3VULN|1MDPS|2CDMG|1ASPD|1AAC	157VULN|2ASPD|36LHND|45CDMG|5BPWR|8RCR|9AAC|aMDPS
155	33116 32436	   	206.99	DCR|3VULN|2DMG|1ASPD|2ZMB	15ZMB|235VULN|4RPLT|5BPWR|68DMG|7BEXP|9RCR|aASPD
156	23464 32322	   	206.97	DCR|3VULN|1MDPS|2CDMG|1ASPD|1AAC	157VULN|2ASPD|3LHND|46CDMG|8RCR|9AAC|aMDPS
157	63164 32322	   	206.97	DCR|3VULN|1MDPS|2CDMG|1ASPD|1AAC	1LHND|2ASPD|357VULN|46CDMG|8RCR|9AAC|aMDPS
158	23163 62211	   	206.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	13VULN|28ASPD|45LWND|6RCR|7CDMG|9DUR|aAART
159	23335 62211	   	206.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	15VULN|28ASPD|3CGEN|4AME|6RCR|7CDMG|9DUR|aAART
160	26235 62232	   	206.34	DCR|3DMG|2VULN|1ASPD|1CDMG|1AAC	15VULN|23aDMG|4DUST|6RCR|7CDMG|8ASPD|9AAC
161	23635 62211	   	206.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	15VULN|28ASPD|3AME|4TLV|6RCR|7CDMG|9DUR|aAART
162	23165 62312	   	206.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	135VULN|2ASPD|48LWND|6RCR|7CDMG|9DUR|aDMG
