0	Index      	 *	Score 	Summary	Detail	
1	51153 12336	 * 	229.43	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	1DUR|259VULN|38DMG|4MLV|6ASPD|7RCR|aAART
33	51433 22236	   	211.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|289VULN|3AELBLL|4DMG|5ASPD|6AME|7RCR|aAART
34	51132 25222	   	211.74	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7ASPD|8ERES|9RCR|aZMB
35	11436 12336	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13MLV|2DUR|49VULN|58DMG|6ASPD|7RCR|aAART
36	51153 12316	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|25VULN|38DMG|4MLV|6ASPD|7RCR|9LIT|aAART
37	51433 22336	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|29VULN|3AELBLL|48DMG|5ASPD|6AME|7RCR|aAART
38	52533 22336	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2AELBLL|39VULN|48DMG|5ASPD|6AME|7RCR|aAART
39	21153 12241	   	211.56	DCR|3VULN|2DMG|2ASPD	1LHND|258VULN|3aDMG|4MLV|69ASPD|7RCR
40	61153 12241	   	211.46	DCR|3VULN|2DMG|2ASPD	1DUST|258VULN|3aDMG|4MLV|69ASPD|7RCR
41	51432 21111	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1DUR|26VULN|3AELBLL|4aDMG|56CDMG|6BPWR|7RPLT|8AART|9RCR
42	51151 12231	   	210.99	DCR|3VULN|2DMG|1ASPD|2DUR	15DUR|289VULN|3aDMG|45MLV|5BPWR|6ASPD|7RCR
43	11336 12231	   	210.89	DCR|3VULN|2DMG|1ASPD|2DUR	1MLV|23DUR|489VULN|5aDMG|6ASPD|7RCR
44	14336 12231	   	210.89	DCR|3VULN|2DMG|1ASPD|2DUR	1MLV|289VULN|34DUR|5aDMG|6ASPD|7RCR
45	56336 12231	   	210.89	DCR|3VULN|2DMG|1ASPD|2DUR	13DUR|2AME|489VULN|5aDMG|6ASPD|7RCR
46	51153 12335	   	210.89	DCR|3VULN|2DMG|1ASPD|2DUR	1aDUR|259VULN|38DMG|4MLV|6ASPD|7RCR
47	11336 12346	 * 	210.68	DCR|2DMG|2ASPD|1VULN|1AART|2DUR	1MLV|23DUR|4VULN|58DMG|69ASPD|7RCR|aAART
48	51232 52431	 * 	210.55	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|2DUR	19DUR|26VULN|3LIT|4CDMG|5ASPD|7RCR|8DMG|aMDPS
49	21232 52416	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	1LHND|26aVULN|3LIT|4CDMG|5aASPD|7RCR|8DMG|9aERES|aBPWR
50	21232 22226	   	210.18	DCR|2VULN|2DMG|2ASPD|1CDMG	16LHND|2aVULN|3LIT|4CDMG|5aASPD|7RCR|8CGEN|9aDMG|aBPWR
51	21153 12341	   	209.38	DCR|3DMG|2VULN|2ASPD	1LHND|25VULN|38aDMG|4MLV|69ASPD|7RCR
52	61153 12341	   	209.28	DCR|3DMG|2VULN|2ASPD	1DUST|25VULN|38aDMG|4MLV|69ASPD|7RCR
53	51153 12235	   	209.15	DCR|4VULN|1ASPD|1DMG|2DUR	1aDUR|2589VULN|3DMG|4MLV|6ASPD|7RCR
54	51151 12331	   	208.82	DCR|3DMG|2VULN|1ASPD|2DUR	15DUR|29VULN|38aDMG|45MLV|5BPWR|6ASPD|7RCR
55	11336 12331	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	1MLV|23DUR|49VULN|58aDMG|6ASPD|7RCR
56	14336 12331	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	1MLV|29VULN|34DUR|58aDMG|6ASPD|7RCR
57	56336 12331	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	13DUR|2AME|49VULN|58aDMG|6ASPD|7RCR
58	51134 21111	 * 	208.29	DCR|3DMG|2VULN|1AART|2DUR|1SELL	15DUR|26VULN|36aDMG|4SELL|6BPWR|7RPLT|8AART|9RCR
59	51132 25223	   	208.18	DCR|3VULN|2DMG|1ASPD|1AAC|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7ASPD|8ERES|9RCR|aAAC
60	21232 52336	 * 	208.14	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD	1LHND|26VULN|3LIT|48CDMG|5ASPD|7RCR|9AART|aMDPS
61	51232 52132	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9DMSP|aAART
62	51153 12521	 * 	207.88	DCR|2VULN|2DMG|1ASPD|1NUKE|1DUR	1DUR|25VULN|39DMG|4MLV|6ASPD|7RCR|8BEXP|aNUKE
63	51153 12621	   	207.88	DCR|2VULN|2DMG|1ASPD|1NUKE|1DUR	1DUR|25VULN|39DMG|4MLV|6ASPD|7RCR|8LHND|aNUKE
64	51151 12241	   	207.38	DCR|2VULN|2DMG|2ASPD|2DUR	15DUR|28VULN|3aDMG|45MLV|5BPWR|69ASPD|7RCR
65	11336 12241	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	1MLV|23DUR|48VULN|5aDMG|69ASPD|7RCR
66	14336 12241	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	1MLV|28VULN|34DUR|5aDMG|69ASPD|7RCR
67	51153 12226	 * 	206.79	DCR|3VULN|1MDPS|1ASPD|1DMG|1DUR|1SELL	1DUR|258VULN|3DMG|4MLV|6ASPD|7RCR|9SELL|aMDPS
68	51133 52111	 * 	206.64	DCR|3VULN|1MDPS|1DMG|1NUKE|1DUR|1SELL	1DUR|268VULN|3DMG|4SELL|5LIT|7RCR|9NUKE|aMDPS
69	51153 12326	 * 	206.54	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR|1SELL	1DUR|25VULN|38DMG|4MLV|6ASPD|7RCR|9SELL|aMDPS
70	21153 12335	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1LHND|259VULN|38DMG|4MLV|6ASPD|7RCR|aDUR
71	11436 12231	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	13MLV|2DUR|489VULN|5aDMG|6ASPD|7RCR
72	14356 12231	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	14MLV|289VULN|3DUR|5aDMG|6ASPD|7RCR
73	51153 12315	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|25aVULN|38DMG|4MLV|6ASPD|7RCR|9LIT
74	51153 12332	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|259VULN|38DMG|4MLV|6ASPD|7RCR|aLIT
75	51153 12333	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|259VULN|38DMG|4MLV|6ASPD|7RCR|aAME
76	51153 12334	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|259VULN|38DMG|4MLV|6ASPD|7RCR|aCGEN
77	51433 22231	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|289VULN|3AELBLL|4aDMG|5ASPD|6AME|7RCR
78	52533 22231	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|2AELBLL|389VULN|4aDMG|5ASPD|6AME|7RCR
79	52531 12251	   	205.55	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|2AELBLL|389VULN|4aDMG|5ERES|6ASPD|7RCR
80	61153 12335	   	205.55	DCR|3VULN|2DMG|1ASPD|1DUR	1DUST|259VULN|38DMG|4MLV|6ASPD|7RCR|aDUR
81	51431 12251	   	205.55	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|289VULN|3AELBLL|4aDMG|5ERES|6ASPD|7RCR
82	16621 13111	 * 	205.48	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MLV|25CDMG|35VULN|4RPLT|5BPWR|6ASPD|7AME|8AART|9RCR|aDMG
83	21132 22211	   	205.42	DCR|3VULN|2DMG|2ASPD|1SELL	1LHND|256VULN|36DMG|4SELL|6BPWR|7BEXP|89ASPD|aRCR
84	21132 25511	   	205.42	DCR|3VULN|2DMG|2ASPD|1SELL	1LHND|256VULN|36DMG|4SELL|6BPWR|79ASPD|8LWND|aRCR
85	16621 11111	   	205.38	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MLV|25CDMG|35VULN|4RPLT|5BPWR|6ASPD|7TLV|8AART|9RCR|aDMG
86	51132 21115	   	205.22	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7RPLT|8AART|9RCR|aLHND
87	51132 21116	   	205.22	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7RPLT|8AART|9RCR|aRMIN
88	51132 21112	   	205.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7RPLT|8AART|9RCR|aMSLREG
89	51132 21113	   	205.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL|1MSE	1DUR|256VULN|36DMG|4SELL|6BPWR|7RPLT|8AART|9RCR|aMSE
90	51132 21114	   	205.12	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7RPLT|8AART|9RCR|aTLV
91	51132 25111	   	204.75	DCR|3VULN|2DMG|1ASPD|2DUR|1SELL	18DUR|256VULN|36DMG|4SELL|6BPWR|7ASPD|9BEXP|aRCR
92	21232 31144	 * 	204.61	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LHND|29VULN|3LIT|4CDMG|59ASPD|6DUR|7RCR|89CGEN|9BPWR|aAART
93	51232 21144	   	204.61	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|29VULN|3LIT|4CDMG|59ASPD|6LHND|7RCR|89CGEN|9BPWR|aAART
94	21232 52311	   	204.43	DCR|2VULN|1MDPS|2CDMG|1ASPD|1NUKE	1LHND|26VULN|3LIT|48CDMG|5ASPD|7RCR|9NUKE|aMDPS
95	21232 52451	 * 	204.43	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1LHND|26VULN|3LIT|49CDMG|5ASPD|7RCR|8DMG|aMDPS
96	51153 12262	   	204.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|258VULN|3DMG|4MLV|6ASPD|7RCR|9CGEN|aCDMG
97	16621 13113	   	204.24	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	1MLV|25CDMG|35VULN|4RPLT|5BPWR|6ASPD|7AME|8AART|9RCR|aMDPS
98	51232 52112	   	204.21	DCR|3VULN|1ASPD|1NUKE|1CDMG|1DUR|1MSE	1DUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9NUKE|aMSE
99	51232 52113	   	204.21	DCR|3VULN|1ASPD|1NUKE|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9NUKE|aTLV
100	51232 52114	   	204.21	DCR|3VULN|1ASPD|1NUKE|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9NUKE|aLWND
101	51232 52116	   	204.21	DCR|3VULN|1ASPD|1NUKE|1CDMG|2DUR	1aDUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9NUKE
102	51153 22242	   	204.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|258VULN|3DMG|4MLV|6ERES|7RCR|9ASPD|aCDMG
103	16621 11113	   	204.14	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	1MLV|25CDMG|35VULN|4RPLT|5BPWR|6ASPD|7TLV|8AART|9RCR|aMDPS
104	51153 12362	   	204.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1DUR|25VULN|38DMG|4MLV|6ASPD|7RCR|9CGEN|aCDMG
105	51153 12523	   	204.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1DUR|25VULN|39DMG|4MLV|6ASPD|7RCR|8BEXP|aCDMG
106	51153 12623	   	204.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1DUR|25VULN|39DMG|4MLV|6ASPD|7RCR|8LHND|aCDMG
107	51153 22342	   	203.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1DUR|25VULN|38DMG|4MLV|6ERES|7RCR|9ASPD|aCDMG
108	21153 12235	   	203.91	DCR|4VULN|1ASPD|1DMG|1DUR	1LHND|2589VULN|3DMG|4MLV|6ASPD|7RCR|aDUR
109	51153 12215	   	203.91	DCR|4VULN|1ASPD|1DMG|1DUR	1DUR|258aVULN|3DMG|4MLV|6ASPD|7RCR|9LIT
110	51153 12232	   	203.91	DCR|4VULN|1ASPD|1DMG|1DUR	1DUR|2589VULN|3DMG|4MLV|6ASPD|7RCR|aLIT
111	51153 12233	   	203.91	DCR|4VULN|1ASPD|1DMG|1DUR	1DUR|2589VULN|3DMG|4MLV|6ASPD|7RCR|aAME
112	51153 12234	   	203.91	DCR|4VULN|1ASPD|1DMG|1DUR	1DUR|2589VULN|3DMG|4MLV|6ASPD|7RCR|aCGEN
113	61153 12235	   	203.81	DCR|4VULN|1ASPD|1DMG|1DUR	1DUST|2589VULN|3DMG|4MLV|6ASPD|7RCR|aDUR
114	52533 12111	   	203.81	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE|1DUR	1DUR|2AELBLL|3VULN|4DMG|56ASPD|7MBVNT|8AART|9RCR|aNUKE
115	51433 12111	   	203.81	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE|1DUR	1DUR|2VULN|3AELBLL|4DMG|56ASPD|7MBVNT|8AART|9RCR|aNUKE
116	21153 12216	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1LHND|258VULN|3DMG|4MLV|6ASPD|7RCR|9LIT|aAART
117	11436 12331	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	13MLV|2DUR|49VULN|58aDMG|6ASPD|7RCR
118	14356 12331	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	14MLV|29VULN|3DUR|58aDMG|6ASPD|7RCR
119	51153 12522	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|25VULN|39aDMG|4MLV|6ASPD|7RCR|8BEXP
120	51153 12622	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|25VULN|39aDMG|4MLV|6ASPD|7RCR|8LHND
121	51433 22331	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|29VULN|3AELBLL|48aDMG|5ASPD|6AME|7RCR
122	52533 22331	   	203.47	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|2AELBLL|39VULN|48aDMG|5ASPD|6AME|7RCR
123	61153 12216	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DUST|258VULN|3DMG|4MLV|6ASPD|7RCR|9LIT|aAART
124	52531 12351	   	203.37	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|2AELBLL|39VULN|48aDMG|5ERES|6ASPD|7RCR
125	51431 12351	   	203.37	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|29VULN|3AELBLL|48aDMG|5ERES|6ASPD|7RCR
126	21153 12316	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|25VULN|38DMG|4MLV|6ASPD|7RCR|9LIT|aAART
127	61153 12316	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1DUST|25VULN|38DMG|4MLV|6ASPD|7RCR|9LIT|aAART
128	51232 52161	   	203.07	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5ASPD|7RCR|9CGEN|aMDPS
129	51232 52211	   	203.07	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1DUR|269VULN|3LIT|4CDMG|5ASPD|7RCR|8CGEN|aMDPS
130	51231 52111	 * 	203.07	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5MLV|7RCR|9DMG|aMDPS
131	21452 21111	   	203.00	DCR|2VULN|2DMG|1AART|2CDMG	1LHND|26VULN|3AELBLL|4aDMG|56CDMG|6BPWR|7RPLT|8AART|9RCR
132	51236 52111	   	202.97	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1DUR|268VULN|3LIT|4CDMG|5ERES|7RCR|9DMG|aMDPS
133	51363 52111	   	202.97	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1DUR|268VULN|3TLV|4LIT|5CDMG|7RCR|9DMG|aMDPS
134	51132 41111	 * 	202.94	DCR|3DMG|2VULN|1AART|1DUR|1SELL	1DUR|25VULN|36aDMG|4SELL|7RPLT|8AART|9RCR
135	51151 12341	   	202.65	DCR|3DMG|2ASPD|1VULN|2DUR	15DUR|2VULN|38aDMG|45MLV|5BPWR|69ASPD|7RCR
136	11336 12341	   	202.55	DCR|3DMG|2ASPD|1VULN|2DUR	1MLV|23DUR|4VULN|58aDMG|69ASPD|7RCR
137	14336 12341	   	202.55	DCR|3DMG|2ASPD|1VULN|2DUR	1MLV|2VULN|34DUR|58aDMG|69ASPD|7RCR
138	21153 12245	   	202.28	DCR|3VULN|2ASPD|1DMG|1DUR	1LHND|258VULN|3DMG|4MLV|69ASPD|7RCR|aDUR
139	51153 12242	   	202.28	DCR|3VULN|2ASPD|1DMG|1DUR	1DUR|258VULN|3DMG|4MLV|69ASPD|7RCR|aLIT
140	51153 12243	   	202.28	DCR|3VULN|2ASPD|1DMG|1DUR	1DUR|258VULN|3DMG|4MLV|69ASPD|7RCR|aAME
141	21452 25111	 * 	202.23	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	1LHND|26VULN|3AELBLL|4DMG|56CDMG|6BPWR|79ASPD|8DUR|aRCR
142	51432 22211	   	202.23	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	1DUR|26VULN|3AELBLL|4DMG|56CDMG|6BPWR|7BEXP|89ASPD|aRCR
143	21133 52136	 * 	202.05	DCR|3VULN|1MDPS|1AART|1DMG|1SELL	1LHND|268VULN|3DMG|4SELL|5LIT|7RCR|9AART|aMDPS
144	11436 12241	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	13MLV|2DUR|48VULN|5aDMG|69ASPD|7RCR
145	21153 12345	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1LHND|25VULN|38DMG|4MLV|69ASPD|7RCR|aDUR
146	52533 22241	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|2AELBLL|38VULN|4aDMG|59ASPD|6AME|7RCR
147	51153 12342	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|25VULN|38DMG|4MLV|69ASPD|7RCR|aLIT
148	51153 12343	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|25VULN|38DMG|4MLV|69ASPD|7RCR|aAME
149	51433 22241	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|28VULN|3AELBLL|4aDMG|59ASPD|6AME|7RCR
150	51431 12241	   	201.94	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|28VULN|3AELBLL|4aDMG|5ERES|69ASPD|7RCR
151	52531 12241	   	201.94	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|2AELBLL|38VULN|4aDMG|5ERES|69ASPD|7RCR
152	51132 22124	 * 	201.51	DCR|3VULN|2DMG|1NUKE|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7BEXP|8RCVC|9RCR|aNUKE
153	51132 22524	 * 	201.51	DCR|3VULN|2DMG|1NUKE|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|78BEXP|9RCR|aNUKE
154	51132 25221	   	201.41	DCR|3VULN|2DMG|1ASPD|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7ASPD|8ERES|9RCR|aFEWX
155	51132 24224	 * 	201.41	DCR|3VULN|2DMG|1NUKE|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7CGEN|8ERES|9RCR|aNUKE
156	51132 23224	 * 	201.31	DCR|3VULN|2DMG|1NUKE|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7TLV|8ERES|9RCR|aNUKE
157	51132 25224	   	201.31	DCR|3VULN|2DMG|1ASPD|1DUR|2SELL	1DUR|256VULN|36DMG|4aSELL|6BPWR|7ASPD|8ERES|9RCR
158	51132 25225	   	201.31	DCR|3VULN|2DMG|1ASPD|1DUR|1SELL	1DUR|256VULN|36DMG|4SELL|6BPWR|7ASPD|8ERES|9RCR|aDUST
159	52536 32231	   	201.14	DCR|3VULN|3DMG|1DUR	1DUR|2AELBLL|389VULN|45aDMG|6LEGI|7RCR
160	61436 22231	   	201.14	DCR|3VULN|3DMG|1DUR	1DUST|289VULN|3AELBLL|45aDMG|6DUR|7RCR
161	62536 22231	   	201.14	DCR|3VULN|3DMG|1DUR	1DUST|2AELBLL|389VULN|45aDMG|6DUR|7RCR
162	51436 32231	   	201.14	DCR|3VULN|3DMG|1DUR	1DUR|289VULN|3AELBLL|45aDMG|6LEGI|7RCR
163	51134 22211	   	201.14	DCR|2VULN|2DMG|2ASPD|2DUR|1SELL	15DUR|26VULN|36DMG|4SELL|6BPWR|7BEXP|89ASPD|aRCR
164	21232 22136	   	200.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	16LHND|28VULN|3LIT|4CDMG|5ASPD|7RCR|9AART|aMDPS
165	51432 25222	   	200.24	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1DUR|26VULN|3AELBLL|4DMG|56CDMG|6BPWR|7ASPD|8ERES|9RCR|aZMB
166	41633 34111	   	200.02	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB|1DUR	1CGEN|2DUR|3ZMB|4DMG|5ASPD|6AELBLL|7VULN|8AART|9RCR|aNUKE
167	21232 52131	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1LHND|268VULN|3LIT|4CDMG|5ASPD|7RCR|9AART|aCGEN
168	21232 52133	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1LHND|268VULN|3LIT|4CDMG|5ASPD|7RCR|9AART|aBEXP
