0	Index      	 *	Score 	Summary	Detail	
1	32331 52254	 * 	223.81	DCR|3VULN|2DMG|2ASPD|1CDMG	1AME|238VULN|47ASPD|5aDMG|6CDMG|9RCR
165	13315 13133	   	199.94	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|89ASPD|aRMIN
166	33334 45332	   	199.79	DCR|3VULN|2ASPD|1AART	1aAME|2BEXP|39aVULN|4AART|5aASPD|6RCR|7MBVNT|8RPLT|aBPWR
167	32362 26151	   	199.77	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9RMIN
168	53321 26151	   	199.77	DCR|4VULN|1ASPD|1DMG	1CGEN|235aVULN|4LHND|6DMG|7RCR|8ASPD|9RMIN
169	13314 12335	 * 	199.76	DCR|5VULN|1ASPD|1AAC|1DUR|1SELL	1AAC|2349aVULN|5ASPD|6RCR|7DUR|8SELL
170	53321 26325	 * 	199.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8CDMG|9RPLT|aAART
171	32312 26151	   	199.67	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8ASPD|9RMIN
172	53312 26151	   	199.67	DCR|4VULN|1ASPD|1DMG	1CGEN|234aVULN|5DUST|6DMG|7RCR|8ASPD|9RMIN
173	13314 11123	   	199.59	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|58ASPD|6RCR|7BEXP|9FEWX|aAART
174	13314 11333	   	199.59	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|59ASPD|6RCR|7BEXP|8FEWX|aAART
175	32141 34353	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	1AME|24aVULN|3DMG|5ASPD|6AART|7FEWX|8RPLT|9RCR
176	32331 34353	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	1AME|23aVULN|4ASPD|5DMG|6AART|7FEWX|8RPLT|9RCR
177	13314 11151	   	199.49	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|58ASPD|6RCR|7BEXP|9MSLREG|aAART
178	13314 13123	   	199.49	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|58ASPD|6RCR|7DUST|9FEWX|aAART
179	13314 13633	   	199.49	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|59ASPD|6RCR|7DUST|8FEWX|aAART
180	13141 34126	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AAC|24aVULN|3DMG|5ASPD|6AART|78FEWX|9RCR
181	13331 34126	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AAC|23aVULN|4ASPD|5DMG|6AART|78FEWX|9RCR
182	32314 43216	   	199.41	DCR|3VULN|2DMG|1ASPD|1DUR|1SELL	1AME|234VULN|5ASPD|6DUR|79DMG|8SELL|aRCR
183	13314 13151	   	199.39	DCR|3VULN|2ASPD|1AART|1AAC	1AAC|234VULN|58ASPD|6RCR|7DUST|9MSLREG|aAART
184	13141 35326	   	199.33	DCR|3VULN|2AAC|1AART|1ASPD|1DMG	17AAC|24aVULN|3DMG|5ASPD|6AART|8FEWX|9RCR
185	13331 35326	   	199.33	DCR|3VULN|2AAC|1AART|1ASPD|1DMG	17AAC|23aVULN|4ASPD|5DMG|6AART|8FEWX|9RCR
186	13314 43216	   	199.31	DCR|3VULN|2DMG|1ASPD|1AAC|1DUR|1SELL	1AAC|234VULN|5ASPD|6DUR|79DMG|8SELL|aRCR
187	13315 12161	   	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aRCVC
188	13315 12162	   	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aFEWX
189	13315 12163	 * 	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aCDMG
190	13315 12164	   	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aERES
191	13315 12165	   	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aAME
192	13315 12166	   	199.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR|1MSE	1AAC|234VULN|5DMG|6RCR|7DUR|8ASPD|9MDPS|aMSE
193	21221 22416	   	199.16	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2RMIN|3LWND|4ZMB|5CDMG|6AART|7RCR|8aVULN|9DMG
194	13315 13166	   	199.04	DCR|3VULN|2DMG|1ASPD|1AAC	1AAC|234VULN|5aDMG|6RCR|7DUST|8ASPD|9CANSTR
195	32131 52653	   	198.91	DCR|2VULN|2ASPD|2CDMG|1DMG	18AME|28VULN|3DMG|4RCVC|57ASPD|68CDMG|8BPWR|9RCR|aLHND
196	26351 62331	   	198.85	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2SPLREG|39VULN|4AART|5BASFIG|6DMG|7DUR|8RCR|aASPD
197	13336 24151	   	198.84	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|23aVULN|4ASPD|5RMIN|6DMG|7CDMG|8FEWX|9RCR
198	32131 52652	   	198.81	DCR|2VULN|2ASPD|2CDMG|1DMG	18AME|28VULN|3DMG|4RCVC|57ASPD|68CDMG|8BPWR|9RCR|aERES
199	13336 23351	   	198.74	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|23aVULN|4ASPD|5RMIN|6DMG|7DUST|8CDMG|9RCR
200	13141 51424	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|24VULN|3DMG|59ASPD|6CDMG|7MBVNT|8RCR|aDUR
201	13331 51424	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|23VULN|49ASPD|5DMG|6CDMG|7MBVNT|8RCR|aDUR
202	32146 22321	   	198.50	DCR|2VULN|2DMG|1AART|1ZMB	1AME|24VULN|36DMG|5RMIN|7SNIFST|8RCR|9ZMB|aAART
203	32146 25321	   	198.50	DCR|2VULN|2DMG|1AART|1ZMB	1AME|24VULN|36DMG|5RMIN|7SPLJET|8RCR|9ZMB|aAART
204	32314 46111	   	198.47	DCR|3VULN|2ASPD|1CDMG|1DUR	19AME|234VULN|58ASPD|6DUR|7RCR|aCDMG
205	32336 53243	   	198.21	DCR|3VULN|1ASPD|1DMG|1CDMG|2RMIN	1AME|238VULN|4ASPD|57RMIN|6CDMG|9DMG|aRCR
206	16221 22432	   	198.20	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AAC|2DUR|3LWND|4ZMB|5CDMG|6AART|7RCR|89aVULN
207	35141 33174	 * 	198.07	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1DUR	17AME|2DUR|37DMG|47VULN|5MBVNT|6MDPS|7BPWR|8CDMG|9ASPD|aRCR
208	32314 46231	   	198.07	DCR|4VULN|2ASPD|1DUR	1AME|234aVULN|59ASPD|6DUR|7RCR|8BEXP
209	13141 51481	   	197.97	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|24aVULN|3DMG|5ASPD|6CDMG|7MBVNT|8RCR|9RMIN
210	13331 51481	   	197.97	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|23aVULN|4ASPD|5DMG|6CDMG|7MBVNT|8RCR|9RMIN
211	13315 11121	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8ASPD|9CDMG|aFEWX
212	13315 11122	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8ASPD|9CDMG|aLWND
213	13315 11123	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7aBEXP|8ASPD|9CDMG
214	13315 11233	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8CGEN|9ASPD|aCDMG
215	13315 11333	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8MLV|9ASPD|aCDMG
216	13315 15133	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7MLV|8FEWX|9ASPD|aCDMG
217	13141 34122	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|24VULN|3DMG|5ASPD|6AART|78FEWX|9RCR|aCDMG
218	13331 34122	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|23VULN|4ASPD|5DMG|6AART|78FEWX|9RCR|aCDMG
219	13315 11125	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8ASPD|9CDMG|aERES
220	13315 11143	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8ASPD|9TLV|aCDMG
221	13315 11533	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|8ERES|9ASPD|aCDMG
222	13315 13121	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9CDMG|aFEWX
223	13315 13122	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9CDMG|aLWND
224	13315 13123	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9CDMG|aBEXP
225	13315 13126	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9CDMG|aCGEN
226	13315 13233	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8CGEN|9ASPD|aCDMG
227	13315 13333	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8MLV|9ASPD|aCDMG
228	32331 55251	   	197.78	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|238VULN|4ASPD|5DMG|6CDMG|7RCVC|9RCR|aRMIN
229	13141 35322	   	197.75	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|1CDMG	17AAC|24VULN|3DMG|5ASPD|6AART|8FEWX|9RCR|aCDMG
230	13331 35322	   	197.75	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|1CDMG	17AAC|23VULN|4ASPD|5DMG|6AART|8FEWX|9RCR|aCDMG
231	13315 13143	   	197.71	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9TLV|aCDMG
232	13315 13164	   	197.71	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ASPD|9CANSTR|aCDMG
233	13315 13533	   	197.71	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|8ERES|9ASPD|aCDMG
234	13331 55261	   	197.68	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|238VULN|4ASPD|5DMG|6CDMG|7RCVC|9RCR|aRMIN
235	13315 11231	   	197.50	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7BEXP|8CGEN|9ASPD
236	13315 11331	   	197.50	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7BEXP|8MLV|9ASPD
237	13315 15131	   	197.50	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7MLV|8FEWX|9ASPD
238	32315 43251	   	197.43	DCR|4VULN|2DMG|1DUR	1AME|234aVULN|57DMG|6DUR|8RPLT|9RCR
239	13315 11141	   	197.40	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7BEXP|8ASPD|9TLV
240	13315 11531	   	197.40	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7BEXP|8ERES|9ASPD
241	13315 13231	   	197.40	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7DUST|8CGEN|9ASPD
242	13315 13331	   	197.40	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7DUST|8MLV|9ASPD
243	32314 32536	   	197.33	DCR|3VULN|1AART|1DMG|1ASPD	1AME|234VULN|5ASPD|6AART|7DLOT|8ERES|9DMG|aRCR
244	13315 43251	   	197.33	DCR|4VULN|2DMG|1AAC|1DUR	1AAC|234aVULN|57DMG|6DUR|8RPLT|9RCR
245	13315 13141	   	197.30	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7DUST|8ASPD|9TLV
246	13315 13531	   	197.30	DCR|4VULN|1ASPD|1DMG|1AAC	1AAC|234aVULN|5DMG|6RCR|7DUST|8ERES|9ASPD
247	13314 15215	   	197.26	DCR|4VULN|1ASPD|1DMG|1AAC|1SELL	1AAC|234aVULN|5ASPD|6RCR|7MLV|8SELL|9DMG
248	13315 15215	   	197.26	DCR|4VULN|1ASPD|1DMG|1AAC|1SELL	1AAC|234aVULN|5DMG|6RCR|7MLV|8SELL|9ASPD
249	13314 14315	   	197.16	DCR|4VULN|1ASPD|1DMG|1AAC|1SELL	1AAC|234aVULN|5ASPD|6RCR|7SELL|8TLV|9DMG
250	13315 14315	   	197.16	DCR|4VULN|1ASPD|1DMG|1AAC|1SELL	1AAC|234aVULN|5DMG|6RCR|7SELL|8TLV|9ASPD
251	32431 22363	   	197.09	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AME|2VULN|3ZMB|4RCVC|5ASPD|6DMG|7DUR|8CDMG|9AART|aRCR
252	53431 22363	   	197.09	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3ZMB|4RCVC|5ASPD|6DMG|7DUR|8CDMG|9AART|aRCR
253	21221 22432	   	196.93	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|2RMIN|3LWND|4ZMB|5CDMG|6AART|7RCR|89aVULN
254	32131 52636	   	196.91	DCR|2VULN|2ASPD|2CDMG|1DMG	18AME|28VULN|3DMG|4RCVC|57ASPD|68CDMG|8BPWR|9LHND|aRCR
255	32336 26253	   	196.87	DCR|2VULN|2DMG|2ASPD	17AME|23VULN|47ASPD|5RMIN|67DMG|7BPWR|8RPLT|9RCR|aLIT
256	32131 52643	   	196.81	DCR|2VULN|2ASPD|2CDMG|1DMG|1NUKE	18AME|28VULN|3DMG|4RCVC|57ASPD|68CDMG|8BPWR|9NUKE|aRCR
257	13315 14215	   	196.79	DCR|4VULN|2DMG|1AAC|1SELL	1AAC|234aVULN|5aDMG|6RCR|7SELL|89RCVC|aBPWR
258	32336 26252	   	196.77	DCR|2VULN|2DMG|2ASPD|1MSE	17AME|23VULN|47ASPD|5RMIN|67DMG|7BPWR|8RPLT|9RCR|aMSE
259	13631 62152	   	196.72	DCR|3ASPD|2VULN|1DMG|2DUR|1AAC	1AAC|29VULN|3DMSP|489ASPD|5DMG|6MLV|79DUR|9BPWR|aRCR
260	26351 62332	   	196.62	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2SPLREG|39aVULN|4AART|5BASFIG|6DMG|7DUR|8RCR
261	32336 24316	   	196.60	DCR|2VULN|2DMG|1ASPD|1CDMG	1AME|23VULN|4ASPD|5RMIN|69DMG|7CDMG|8TLV|aRCR
262	16221 22462	 * 	196.44	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB|1DUR	1AAC|2DUR|3LWND|4ZMB|5CDMG|69AART|7RCR|8aVULN
263	13314 11356	   	196.18	DCR|3VULN|1SPLARM|1ASPD|1DMG|1AAC	1AAC|234VULN|5ASPD|6RCR|7BEXP|8FEWX|9SPLARM|aDMG
264	35336 51111	 * 	196.13	DCR|2VULN|2DMG|1AART|3DUR	19AME|256DUR|36VULN|4AART|69BPWR|79LWND|89DMG|aRCR
265	13314 13256	   	196.08	DCR|3VULN|1SPLARM|1ASPD|1DMG|1AAC	1AAC|234VULN|5ASPD|6RCR|7DUST|8BEXP|9SPLARM|aDMG
266	32362 26121	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aFEWX
267	32362 26122	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aLWND
268	32362 26123	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aBEXP
269	32362 26126	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aCGEN
270	32362 26163	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9MLV|aCDMG
271	32362 26233	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8CGEN|9ASPD|aCDMG
272	32362 26333	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8MLV|9ASPD|aCDMG
273	51311 26125	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	12CGEN|3BEXP|45aVULN|6DMG|7RCR|8ASPD|9CDMG
274	52311 26125	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	12CGEN|2BPWR|3BEXP|45aVULN|6DMG|7RCR|8ASPD|9CDMG
275	53321 26121	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9CDMG|aFEWX
276	53321 26122	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9CDMG|aLWND
277	53321 26124	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9CDMG|aBEXP
278	53321 26126	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1aCGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9CDMG
279	53321 26163	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9MLV|aCDMG
280	53362 26121	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14CGEN|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aFEWX
281	53362 26122	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14CGEN|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aLWND
282	53362 26123	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	14CGEN|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9CDMG|aBEXP
283	32141 33233	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|24VULN|3DMG|5ASPD|6AART|7CDMG|8BEXP|9CGEN|aRCR
284	32331 56533	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6CDMG|7MLV|8AART|9BEXP|aRCR
285	32331 33233	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6AART|7CDMG|8BEXP|9CGEN|aRCR
286	32331 64533	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6MLV|7CDMG|8AART|9BEXP|aRCR
287	35336 53111	   	195.93	DCR|2VULN|2DMG|1AART|3DUR	19AME|256DUR|36VULN|4AART|69BPWR|79DUST|89DMG|aRCR
288	11334 44211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2BEXP|39VULN|4AART|5ASPD|6RCR|7DUR|8DMG|aLHND
289	11334 44212	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2BEXP|39VULN|4AART|5ASPD|6RCR|7DUR|8DMG|aCGEN
290	11334 44213	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2BEXP|39VULN|4AART|5ASPD|6RCR|7DUR|8DMG|aMLV
291	11334 44221	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2BEXP|3aVULN|4AART|5ASPD|6RCR|7DUR|8DMG|9RPLT
292	13234 44211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|29VULN|3LWND|4AART|5ASPD|6RCR|7DUR|8DMG|aLHND
293	13234 44212	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|29VULN|3LWND|4AART|5ASPD|6RCR|7DUR|8DMG|aCGEN
294	13234 44213	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|29VULN|3LWND|4AART|5ASPD|6RCR|7DUR|8DMG|aMLV
295	13234 44221	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2aVULN|3LWND|4AART|5ASPD|6RCR|7DUR|8DMG|9RPLT
296	13615 12115	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|24VULN|3DMSP|5DMG|6RCR|7DUR|8ASPD|9LWND|aAART
297	16334 41211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7FEWX|8DMG|aLHND
298	16334 41212	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7FEWX|8DMG|aCGEN
299	16334 41213	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7FEWX|8DMG|aMLV
300	16334 41221	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3aVULN|4AART|5ASPD|6RCR|7FEWX|8DMG|9RPLT
301	32312 26121	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aFEWX
302	32312 26122	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aLWND
303	32312 26123	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aBEXP
304	32312 26126	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aCGEN
305	32312 26163	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9MLV|aCDMG
306	32312 26233	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8CGEN|9ASPD|aCDMG
307	32312 26333	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8MLV|9ASPD|aCDMG
308	32362 26143	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9TLV|aCDMG
309	32362 26533	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|8ERES|9ASPD|aCDMG
310	53312 26121	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aFEWX
311	53312 26122	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aLWND
312	53312 26123	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG|aBEXP
313	53312 26126	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1aCGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9CDMG
314	53312 26163	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9MLV|aCDMG
315	53321 26123	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1MSE	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9CDMG|aMSE
316	53321 26143	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ASPD|9TLV|aCDMG
317	53321 26533	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4LHND|6DMG|7RCR|8ERES|9ASPD|aCDMG
318	53351 26121	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4DUST|6DMG|7RCR|8ASPD|9CDMG|aFEWX
319	53351 26122	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4DUST|6DMG|7RCR|8ASPD|9CDMG|aLWND
320	53351 26123	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|235VULN|4DUST|6DMG|7RCR|8ASPD|9CDMG|aBEXP
321	13315 11131	   	195.87	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|89ASPD|aAME
322	13315 11136	   	195.87	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|89ASPD|aLIT
323	32141 33243	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|24VULN|3DMG|5ASPD|6AART|7CDMG|8BEXP|9TLV|aRCR
324	32141 33633	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|24VULN|3DMG|5ASPD|6AART|7CDMG|8ERES|9BEXP|aRCR
325	32331 33243	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6AART|7CDMG|8BEXP|9TLV|aRCR
326	32331 33633	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6AART|7CDMG|8ERES|9BEXP|aRCR
