0	Index      	 *	Score 	Summary	Detail	
1	22636 14324	 * 	298.50	DCR|DCR|2TLV|2DMG|1AEPOI	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9RAT|aAEPOI
54	22636 14328	   	278.43	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9RAT|aCGEN
55	22636 74322	   	278.43	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9RAT|aDUST
56	22636 14315	   	278.33	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aFRZICY
57	22636 14322	   	278.33	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6aDUST|78RCR|9RAT
58	22612 42143	 * 	278.21	DCR|2TLV|2VULN|2DMG|1AART	1LIT|27DMG|39TLV|4AART|56VULN|8MDPS|aRCR
59	21311 14552	   	278.12	ACR|3VULN|1TLV|1DMG|2DUR|1AART	18LIT|2LWND|38DUR|4AART|5RCR|678VULN|8BPWR|9DMG|aTLV
60	51632 33522	   	275.11	DCR|DCR|1TLV|1VULN|1DMG	1RMIN|2LIT|3TLV|4MBVNT|5DMG|69RCR|7VULN|8LWND|aDUR
61	23155 63312	 * 	275.11	ACR|DCR|1TLV|1VULN|1AEPOI	1LIT|2MDPS|3LWND|47RCR|5VULN|6RMIN|8DUR|9AEPOI|aTLV
62	22162 34344	   	275.01	DCR|DCR|1TLV|2DMG|1AEBURN	1LIT|2aDMG|3AEBURN|4MBVNT|5LWND|6TLV|78RCR|9DUR
63	22634 44344	   	275.01	DCR|DCR|1TLV|2DMG|1AEBURN	1LIT|2aDMG|3TLV|4MBVNT|5LHND|6AEBURN|78RCR|9DUR
64	22164 34344	   	274.91	DCR|DCR|1TLV|2DMG|1AEBURN	1LIT|2aDMG|3AEBURN|4MBVNT|5LEGI|6TLV|78RCR|9DUR
65	23655 12312	   	274.87	ACR|DCR|1TLV|1VULN|1AEPOI|1SELL	1LIT|2MDPS|3DUR|48RCR|5RPLT|6VULN|7SELL|9AEPOI|aTLV
66	24132 74543	 * 	274.42	DCR|3VULN|2TLV|1DMG	19LIT|2ERES|39TLV|4MBVNT|5DMG|6CGEN|7RCR|89aVULN|9BPWR
67	22162 34383	   	273.97	DCR|DCR|2TLV|1DMG|1AEBURN	1LIT|2DMG|3AEBURN|4MBVNT|5LWND|6aTLV|78RCR|9BEXP
68	22634 44383	   	273.97	DCR|DCR|2TLV|1DMG|1AEBURN	1LIT|2DMG|3aTLV|4MBVNT|5LHND|6AEBURN|78RCR|9BEXP
69	22164 34383	   	273.87	DCR|DCR|2TLV|1DMG|1AEBURN	1LIT|2DMG|3AEBURN|4MBVNT|5LEGI|6aTLV|78RCR|9BEXP
70	25443 12122	 * 	272.42	ACR|DCR|1TLV|1DMG|1AEPOI|1ASPD|1AART	1LIT|2TLV|3AETHUN|48RCR|5AART|6CGEN|7DMG|9ASPD|aAEPOI
71	51632 34317	   	272.39	DCR|DCR|1TLV|1VULN|1DMG	1RMIN|2LIT|3TLV|4MBVNT|5DMG|68RCR|7CGEN|9VULN|aZMB
72	51632 44317	   	272.39	DCR|DCR|1TLV|1VULN|1DMG	1RMIN|2LIT|3TLV|4MBVNT|5DMG|6CGEN|78RCR|9VULN|aZMB
73	22632 14324	   	272.19	DCR|DCR|1TLV|2DMG|1AEPOI	1LIT|25DMG|3TLV|4MBVNT|6DUST|78RCR|9RAT|aAEPOI
74	22652 54324	   	272.19	DCR|DCR|1TLV|2DMG|1AEPOI	1LIT|25DMG|3TLV|4DUST|6MBVNT|78RCR|9RAT|aAEPOI
75	22612 42311	   	272.17	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART	1LIT|27DMG|3TLV|4AART|56VULN|8AEPOI|9RCR|aAME
76	22612 42313	   	272.17	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART	1LIT|27DMG|3TLV|4AART|56VULN|8AEPOI|9RCR|aDMSP
77	22612 42314	 * 	272.17	DCR|2VULN|1TLV|2DMG|1AEFBLL|1AEPOI|1AART	1LIT|27DMG|3TLV|4AART|56VULN|8AEPOI|9RCR|aAEFBLL
78	22612 42316	   	272.17	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART	1LIT|27DMG|3TLV|4AART|56VULN|8AEPOI|9RCR|aLHND
79	22612 42312	   	272.07	DCR|2VULN|1TLV|2DMG|1AEPOI|1AART|1MSE	1LIT|27DMG|3TLV|4AART|56VULN|8AEPOI|9RCR|aMSE
80	22636 74331	   	271.59	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9FEWX|aBEXP
81	25245 13333	 * 	271.52	ACR|3VULN|1TLV|1AEPOI|1CDMG	1LIT|2TLV|3FEWX|4RCR|5DUR|6AEPOI|79aVULN|8CDMG
82	22636 14331	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9FEWX|aBEXP
83	22636 14337	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9FEWX|aCGEN
84	22636 14361	   	271.49	DCR|DCR|2TLV|2DMG	19LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|aCGEN
85	22636 14363	   	271.49	DCR|DCR|2TLV|2DMG	19LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|aMLV
86	22636 14364	   	271.49	DCR|DCR|2TLV|2DMG	19LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|aBEXP
87	22636 14371	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9LWND|aBEXP
88	22632 74383	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|3aTLV|4MBVNT|6LWND|78RCR|9BEXP
89	22636 74312	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9ERES|aRCVC
90	22636 74313	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9ERES|aAAC
91	22636 74332	   	271.49	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9FEWX|aERES
92	22636 14313	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aMLV
93	22636 14314	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aBEXP
94	22636 14316	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aFEWX
95	22636 14317	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aRMIN
96	22636 14332	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9FEWX|aERES
97	22636 14336	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6aDUST|78RCR|9FEWX
98	22636 14351	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|69DUST|78RCR|aCGEN
99	22636 14353	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|69DUST|78RCR|aMLV
100	22636 14354	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|69DUST|78RCR|aBEXP
101	22636 14372	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9LWND|aERES
102	22636 74311	   	271.39	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6LWND|78RCR|9aERES
103	22632 14381	   	271.29	DCR|DCR|2TLV|2DMG	1LIT|25DMG|3aTLV|4MBVNT|6DUST|78RCR|9MDPS
104	22636 14311	   	271.29	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9aERES
105	22636 14318	   	271.29	DCR|DCR|2TLV|2DMG	1LIT|25DMG|35TLV|4MBVNT|5BPWR|6DUST|78RCR|9ERES|aCANHEL
106	22162 34343	   	271.08	DCR|DCR|1TLV|1DMG|1AEBURN|1ASPD	1LIT|2DMG|3AEBURN|4MBVNT|5LWND|6TLV|78RCR|9DUR|aASPD
107	22634 44343	   	271.08	DCR|DCR|1TLV|1DMG|1AEBURN|1ASPD	1LIT|2DMG|3TLV|4MBVNT|5LHND|6AEBURN|78RCR|9DUR|aASPD
108	22164 34343	   	270.98	DCR|DCR|1TLV|1DMG|1AEBURN|1ASPD	1LIT|2DMG|3AEBURN|4MBVNT|5LEGI|6TLV|78RCR|9DUR|aASPD
109	22632 74344	   	270.61	DCR|DCR|1TLV|3DMG	1LIT|25aDMG|3TLV|4MBVNT|6LWND|78RCR|9DUR
110	51632 33231	 * 	270.51	DCR|2VULN|1TLV|3DMG|1ASPD	1RMIN|28LIT|3TLV|4MBVNT|58aDMG|6RCR|78VULN|8BPWR|9ASPD
111	22632 14344	   	270.51	DCR|DCR|1TLV|3DMG	1LIT|25aDMG|3TLV|4MBVNT|6DUST|78RCR|9DUR
112	22652 54344	   	270.51	DCR|DCR|1TLV|3DMG	1LIT|25aDMG|3TLV|4DUST|6MBVNT|78RCR|9DUR
113	25332 44286	 * 	269.69	DCR|2TLV|2VULN|1DMG|2AEBURN	1LIT|2aTLV|3AME|4MBVNT|5DMG|6aAEBURN|7ERES|8aVULN|9RCR|aBPWR
114	22632 74343	   	268.60	DCR|DCR|1TLV|2DMG|1ASPD	1LIT|25DMG|3TLV|4MBVNT|6LWND|78RCR|9DUR|aASPD
115	22632 14343	   	268.50	DCR|DCR|1TLV|2DMG|1ASPD	1LIT|25DMG|3TLV|4MBVNT|6DUST|78RCR|9DUR|aASPD
116	22652 54343	   	268.50	DCR|DCR|1TLV|2DMG|1ASPD	1LIT|25DMG|3TLV|4DUST|6MBVNT|78RCR|9DUR|aASPD
