0	Index      	 *	Score 	Summary	Detail	
1	12122 36314	 * 	179.27	ACR|3VULN|3DMG|2DUR	19aBEXP|246LWND|34DUR|49aBPWR|5RCR|79aDMG|89aVULN
23	53342 26232	   	166.78	ACR|2VULN|3ZMB|1AART|1CDMG|1SELL	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9CDMG|aSELL
24	13231 55343	 * 	166.67	DCR|2DMG|1AART|3DUR|1CDMG|1ZMB	17BEXP|2CDMG|3BELT|47DMG|57aDUR|6RCR|7BPWR|8ZMB|9AART
25	33231 55343	   	166.67	DCR|2DMG|1AART|3DUR|1CDMG|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57aDUR|6RCR|7BPWR|8ZMB|9AART
26	33233 55262	   	166.58	DCR|3DMG|1VULN|2ZMB|1CDMG	17aFEWX|2CDMG|3BELT|47aDMG|57BEXP|6RCR|7aBPWR|8VULN|9aZMB
27	33233 54262	   	166.38	DCR|3DMG|1VULN|2ZMB|1CDMG	1aFEWX|2CDMG|3BELT|47aDMG|5BEXP|6RCR|8VULN|9aZMB|aBPWR
28	13221 51262	 * 	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2CDMG|3BELT|49VULN|5ASPD|6RCR|7RPLT|8DMG|aAART
29	33221 51262	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2CDMG|3BELT|49VULN|5ASPD|6RCR|7RPLT|8DMG|aAART
30	33231 54225	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8VULN|9DUST|aAART
31	13231 55261	 * 	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|89VULN|aRPLT
32	13231 55262	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|89VULN|aFEWX
33	13231 55263	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|89VULN|aLIT
34	33231 55252	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	179FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8aVULN
35	33236 51252	 * 	165.19	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|29CDMG|3BELT|48DMG|5VULN|6RCR|7RPLT|aAART
36	13231 54341	   	164.29	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9AART|aASPD
37	33231 54341	   	164.29	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9AART|aASPD
38	13352 32423	 * 	164.23	DCR|2DMG|3CDMG|1AART|1VULN	17BEXP|278CDMG|3VULN|4RPLT|5CGEN|67DMG|7BPWR|9RCR|aAART
39	13355 32423	   	164.23	DCR|2DMG|3CDMG|1AART|1VULN	17BEXP|278CDMG|3VULN|4RPLT|5MLV|67DMG|7BPWR|9RCR|aAART
40	33352 32423	   	164.23	DCR|2DMG|3CDMG|1AART|1VULN	17FEWX|278CDMG|3VULN|4RPLT|5CGEN|67DMG|7BPWR|9RCR|aAART
41	33355 32423	   	164.23	DCR|2DMG|3CDMG|1AART|1VULN	17FEWX|278CDMG|3VULN|4RPLT|5MLV|67DMG|7BPWR|9RCR|aAART
42	13235 11132	   	164.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|6RMIN|7ZMB|8aVULN|9RCR|aBPWR
43	33235 11132	   	164.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6RMIN|7ZMB|8aVULN|9RCR|aBPWR
44	53342 52221	   	164.19	ACR|3VULN|2DMG|1ZMB	1AIRHEA|2BELT|3ZMB|4RCR|589VULN|6aDMG|7LHND
45	52222 31632	 * 	164.15	DCR|2VULN|2DMG|1AART|1DUR	1AIRHEA|2DUST|3DUR|4aVULN|5FEWX|68DMG|7AART|9RCR
46	33326 31152	   	163.83	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7BEXP|8AART|9DUR|aRCR
47	33326 36132	   	163.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|9DUR|aRCR
48	13231 54335	   	163.69	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9ASPD|aAART
49	33231 54335	   	163.69	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9ASPD|aAART
50	12122 36264	   	163.42	ACR|3DMG|2VULN|2DUR	1aBEXP|246LWND|34DUR|4aBPWR|5RCR|78aDMG|9aVULN
51	13235 13265	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2CDMG|3BELT|4DMG|5ASPD|6RMIN|7RCR|89VULN|aAART
52	33231 56262	   	162.96	DCR|2DMG|1VULN|2ZMB|1CDMG|2DUR	1aFEWX|2CDMG|3BELT|4aDMG|57DUR|6RCR|8VULN|9aZMB|aBPWR
53	13231 55321	 * 	162.93	DCR|2DMG|1VULN|3DUR|1CDMG|1ZMB	17BEXP|2CDMG|3BELT|47DMG|579DUR|6RCR|7BPWR|8ZMB|aVULN
54	33231 55321	   	162.93	DCR|2DMG|1VULN|3DUR|1CDMG|1ZMB	17FEWX|2CDMG|3BELT|47DMG|579DUR|6RCR|7BPWR|8ZMB|aVULN
55	13231 55342	   	162.85	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9AART|aFEWX
56	33231 55342	   	162.85	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9AART|aBEXP
57	13231 54343	   	162.65	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1BEXP|2CDMG|3BELT|47DMG|5aDUR|6RCR|8ZMB|9AART
58	33231 54343	   	162.65	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1FEWX|2CDMG|3BELT|47DMG|5aDUR|6RCR|8ZMB|9AART
59	53342 26122	   	162.43	ACR|3VULN|1AART|2ZMB|1DUR	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9LHND|aDUR
60	11213 56222	 * 	162.41	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2RPLT|3CGEN|49AART|5aVULN|6DUR|7DMG|8RCR
61	14213 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2CGEN|3RPLT|49AART|5aVULN|6DUR|7DMG|8RCR
62	31213 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2RPLT|3CGEN|49AART|5aVULN|6DUR|7DMG|8RCR
63	34213 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2CGEN|3RPLT|49AART|5aVULN|6DUR|7DMG|8RCR
64	62213 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2CGEN|3LWND|49AART|5aVULN|6DUR|7DMG|8RCR
65	62313 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2CGEN|3FEWX|49AART|5aVULN|6DUR|7DMG|8RCR
66	63213 56222	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2FEWX|3CGEN|49AART|5aVULN|6DUR|7DMG|8RCR
67	53342 26312	   	162.33	ACR|3VULN|1AART|2ZMB|1DUR	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7AART|8ERES|aDUR
68	11512 62132	 * 	162.27	DCR|4VULN|2DMG	17BEXP|2RPLT|3LHND|467aVULN|57DMG|7BPWR|8VENICY|9RCR
69	52222 31432	 * 	162.22	DCR|3VULN|1AART|1DMG|1DUR	1AIRHEA|2DUST|3DUR|48aVULN|5FEWX|6DMG|7AART|9RCR
70	11112 62132	   	162.17	DCR|4VULN|2DMG	17BEXP|2RPLT|3DUST|467aVULN|57DMG|7BPWR|8VENICY|9RCR
71	11162 62132	   	162.17	DCR|4VULN|2DMG	17BEXP|2RPLT|3DUST|47DMG|567aVULN|7BPWR|8VENICY|9RCR
72	31512 62362	   	161.91	DCR|3VULN|2DMG|1CDMG	178FEWX|2RPLT|3LHND|467VULN|57DMG|7BPWR|9RCR|aCDMG
73	13231 55332	   	161.64	DCR|3DMG|1CDMG|2DUR|1ZMB|1ASPD	17BEXP|2CDMG|3BELT|47aDMG|57DUR|6RCR|7BPWR|8ZMB|9ASPD
74	33231 55332	   	161.64	DCR|3DMG|1CDMG|2DUR|1ZMB|1ASPD	17FEWX|2CDMG|3BELT|47aDMG|57DUR|6RCR|7BPWR|8ZMB|9ASPD
75	12121 62315	 * 	161.48	DCR|2VULN|3ZMB|1AART|2DUR	179BEXP|247LWND|34DUR|479BPWR|59VULN|679ZMB|8RCR|aAART
76	33326 32472	 * 	161.44	DCR|3DMG|1VULN|2CDMG|1ZMB	1FEWX|26CDMG|3VULN|4LIT|56aDMG|6BPWR|7ZMB|8MBVNT|9RCR
77	11112 32685	 * 	161.32	DCR|3VULN|3DMG	17BEXP|2RPLT|3DUST|479VULN|567DMG|7BPWR|8MBVNT|aRCR
78	31112 32685	   	161.32	DCR|3VULN|3DMG	17FEWX|2RPLT|3DUST|479VULN|567DMG|7BPWR|8MBVNT|aRCR
79	61632 13373	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|2DUR|3LWND|4MBVNT|57DMG|6CDMG|8RCR|9VULN|aAART
80	61313 33145	 * 	160.73	DCR|4VULN|1DMG|3DUR	1RPLT|257DUR|3457VULN|57BPWR|67ERES|8LIT|9RCR|aDMG
81	13323 62625	 * 	160.60	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9ASPD|aFLTHEA
82	33324 62611	   	160.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9FLTHEA|aLWND
83	33324 62612	   	160.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9FLTHEA|aCGEN
84	33324 62613	   	160.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9FLTHEA|aLHND
85	11362 62132	 * 	160.40	DCR|3VULN|2DMG|2DUR	17BEXP|2RPLT|35aVULN|47DMG|67DUR|7BPWR|8VENICY|9RCR
86	11412 52132	   	160.40	DCR|3VULN|2DMG|2DUR	17BEXP|2RPLT|36DUR|47aVULN|57DMG|7BPWR|8VENICY|9RCR
87	11462 52132	   	160.40	DCR|3VULN|2DMG|2DUR	17BEXP|2RPLT|36DUR|47DMG|57aVULN|7BPWR|8VENICY|9RCR
88	13231 54261	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|89VULN|aRPLT
89	13231 54262	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|89VULN|aFEWX
90	13231 54263	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|89VULN|aLIT
91	13236 54221	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR|aRPLT
92	13236 54222	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR|aFEWX
93	13236 54223	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR|aLIT
94	33236 54221	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR|aRPLT
95	33236 54222	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1aFEWX|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR
96	53242 34221	   	160.12	ACR|3VULN|2DMG|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|589VULN|6LWND|7aDMG
97	53242 52221	   	160.12	ACR|3VULN|2DMG|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|589VULN|6aDMG|7LHND
98	33324 62132	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8TLV|9aDMG
99	33236 54223	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CDMG|3BELT|47DMG|58VULN|6RCR|9DUR|aERES
100	32262 63521	   	159.86	DCR|3VULN|1AART|1ZMB|1ASPD	1FEWX|2LWND|3ERES|4AART|58aVULN|6ZMB|7RCR|9ASPD
101	13221 24332	 * 	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aBEXP|2CDMG|3BELT|4aVULN|58ASPD|6LHND|7aDMG|9RCR|aBPWR
102	13235 42332	   	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aBEXP|2CDMG|3BELT|4aDMG|58ASPD|6LHND|7aVULN|9RCR|aBPWR
103	13235 44132	   	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aBEXP|2CDMG|3BELT|4aDMG|57ASPD|6LHND|8aVULN|9RCR|aBPWR
104	33221 24332	   	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aFEWX|2CDMG|3BELT|4aVULN|58ASPD|6LHND|7aDMG|9RCR|aBPWR
105	33235 42332	   	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aFEWX|2CDMG|3BELT|4aDMG|58ASPD|6LHND|7aVULN|9RCR|aBPWR
106	33235 44132	   	159.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aFEWX|2CDMG|3BELT|4aDMG|57ASPD|6LHND|8aVULN|9RCR|aBPWR
107	13235 24132	   	159.71	DCR|2VULN|2DMG|2ASPD|1CDMG	1aBEXP|2CDMG|3BELT|4aDMG|57ASPD|6DUST|8aVULN|9RCR|aBPWR
108	33235 24132	   	159.71	DCR|2VULN|2DMG|2ASPD|1CDMG	1aFEWX|2CDMG|3BELT|4aDMG|57ASPD|6DUST|8aVULN|9RCR|aBPWR
109	23331 52452	 * 	159.44	DCR|3VULN|1AART|1DMG|2CDMG|1ASPD|1MSE	1MSE|24CDMG|356VULN|7ASPD|8RCR|9DMG|aAART
110	13221 53225	 * 	159.30	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1BEXP|2CDMG|3BELT|48VULN|57ASPD|6RCR|9DUR|aAART
111	33221 53225	   	159.30	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1FEWX|2CDMG|3BELT|48VULN|57ASPD|6RCR|9DUR|aAART
112	33221 55325	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2CDMG|3BELT|4VULN|5ASPD|6RCR|7DUST|8ZMB|9DMG|aAART
113	33231 55263	   	159.11	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8VULN|9ZMB|aLHND
114	11112 32627	   	159.07	DCR|3DMG|2VULN|1ZMB	17BEXP|2RPLT|3DUST|47VULN|567DMG|7BPWR|8MBVNT|9RCR|aZMB
115	11162 32627	   	159.07	DCR|3DMG|2VULN|1ZMB	17BEXP|2RPLT|3DUST|467DMG|57VULN|7BPWR|8MBVNT|9RCR|aZMB
116	33231 55261	   	159.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8VULN|9ZMB|aERES
117	33233 55225	   	158.98	DCR|2DMG|1AART|1VULN|1CDMG	17FEWX|2CDMG|3BELT|47DMG|57BEXP|6RCR|7BPWR|8VULN|9DUST|aAART
118	13236 51242	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	19BEXP|2CDMG|3BELT|48DMG|5VULN|6RCR|7RPLT|aAART
119	13236 51252	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|3BELT|48DMG|5VULN|6RCR|7RPLT|9RMIN|aAART
120	33233 54225	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2CDMG|3BELT|47DMG|5BEXP|6RCR|8VULN|9DUST|aAART
121	11311 62221	 * 	158.71	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	17BEXP|2RPLT|347VULN|57DUR|6SELL|7BPWR|8RCR|9CDMG|aDMG
122	31311 62221	 * 	158.71	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	17FEWX|2RPLT|347VULN|57DUR|6SELL|7BPWR|8RCR|9CDMG|aDMG
123	63311 62221	 * 	158.71	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	1RPLT|27FEWX|347VULN|57DUR|6SELL|7BPWR|8RCR|9CDMG|aDMG
124	61316 62221	 * 	158.71	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	1RPLT|27DUR|347VULN|57FEWX|6SELL|7BPWR|8RCR|9CDMG|aDMG
125	13231 55141	   	158.68	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9AART|aASPD
126	33231 55141	   	158.68	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9AART|aASPD
127	11213 56263	 * 	158.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3CGEN|4aAART|5VULN|6DUR|7DMG|8RCR|9CDMG
128	31213 56263	   	158.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2RPLT|3CGEN|4aAART|5VULN|6DUR|7DMG|8RCR|9CDMG
129	13236 56221	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR|aRPLT
130	13236 56222	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR|aFEWX
131	13236 56223	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR|aLIT
132	33236 56221	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR|aRPLT
133	33236 56222	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1aFEWX|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR
134	33324 62135	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2CDMG|37aVULN|4LIT|5DUR|6RCR|8TLV|9DMG
135	33236 56223	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3BELT|4DMG|578VULN|6RCR|9DUR|aERES
136	53342 22233	 * 	158.12	ACR|4VULN|3ZMB	1AIRHEA|27BELT|368ZMB|4RCR|569aVULN|6BPWR
137	53342 23233	   	158.12	ACR|4VULN|3ZMB	1AIRHEA|2BELT|368ZMB|4RCR|569aVULN|6BPWR|7DMSP
138	13231 55135	   	158.08	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9ASPD|aAART
139	33231 55135	   	158.08	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9ASPD|aAART
140	32262 63523	   	157.85	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	1FEWX|2LWND|3ERES|4AART|58VULN|6ZMB|7RCR|9ASPD|aFLTHEA
141	11213 46436	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RPLT|3CGEN|4AART|59VULN|6CDMG|7MBVNT|8RCR|aDMG
142	33233 55341	   	157.55	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	17FEWX|2CDMG|3BELT|47DMG|57BEXP|6RCR|7BPWR|8ZMB|9AART|aASPD
143	33233 21132	   	157.36	DCR|2VULN|2DMG|1CDMG|1ZMB	16aFEWX|2CDMG|3BELT|4aDMG|56BEXP|6aBPWR|7ZMB|8aVULN|9RCR
144	13231 54342	   	157.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9AART|aFEWX
145	33231 54342	   	157.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8ZMB|9AART|aBEXP
146	33233 54341	   	157.35	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2CDMG|3BELT|47DMG|5BEXP|6RCR|8ZMB|9AART|aASPD
147	32262 63235	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2LWND|3ERES|4AART|59VULN|6ZMB|7RCR|8BEXP|aDMG
148	61112 35262	   	157.30	DCR|3VULN|2DMG|1DUR	1RPLT|2DUR|3DUST|49aVULN|56DMG|7MGNSTR|8RCR
149	33233 41132	   	157.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1aFEWX|2CDMG|3BELT|4aDMG|5BEXP|6RCVC|7ZMB|8aVULN|9RCR|aBPWR
150	32262 63135	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2LWND|3ERES|4AART|59VULN|6ZMB|7RCR|8DUST|aDMG
151	13232 11132	   	157.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1aBEXP|2CDMG|3BELT|4aDMG|5RCVC|6DUST|7ZMB|8aVULN|9RCR|aBPWR
152	13233 11132	   	157.16	DCR|2VULN|2DMG|1CDMG|1ZMB	15aBEXP|2CDMG|3BELT|4aDMG|6DUST|7ZMB|8aVULN|9RCR|aBPWR
153	33232 11132	   	157.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1aFEWX|2CDMG|3BELT|4aDMG|5RCVC|6DUST|7ZMB|8aVULN|9RCR|aBPWR
154	33326 31122	   	156.89	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|79BEXP|8AART|aRCR
155	33326 31142	   	156.89	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7BEXP|8AART|9LHND|aRCR
156	33326 31162	   	156.89	DCR|2DMG|1AART|1VULN|2CDMG	19FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7BEXP|8AART|aRCR
157	61313 35132	   	156.81	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|3458VULN|5BPWR|6ERES|7DMG|9RCR|aLHND
158	61313 35134	   	156.81	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|3458VULN|5BPWR|6ERES|7DMG|9RCR|aFEWX
