0	Index      	 *	Score 	Summary	Detail	
1	31325 56311	 * 	208.46	DCR|3VULN|2DMG|1AART|2CDMG|2DUR	147VULN|2AART|3aDUR|57CDMG|67DMG|7BPWR|8LHND|9RCR
75	52143 13486	   	183.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2MBVNT|38VULN|4ZMB|5AART|6CGEN|78DUST|8BPWR|9RCR|aCDMG
76	31212 35188	   	183.11	DCR|3VULN|2DMG|1AART|1DUR	14aVULN|2AART|3aMLV|5LWND|6DUR|7aDMG|8MBVNT|9RCR|aBPWR
77	31323 43254	   	183.01	DCR|3VULN|2DMG|1AART|1DUR	148VULN|2AART|3DUR|5aDMG|6LIT|7BELT|9RCR
78	52134 36145	   	182.91	DCR|3VULN|2DMG|1AART|1ASPD	15DMG|2MBVNT|379VULN|4BELT|6AART|8RCR|aASPD
79	52143 36113	   	182.77	DCR|3VULN|2DMG|1AART|1ZMB	18DMG|2MBVNT|389VULN|4ZMB|5AART|6BEXP|78DUST|8BPWR|aRCR
80	52134 36184	   	182.76	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2MBVNT|37VULN|4BELT|69AART|8RCR|aZMB
81	52134 36372	   	182.61	DCR|3DMG|2VULN|2AART	159DMG|2MBVNT|37VULN|4BELT|68AART|aRCR
82	53634 22311	   	182.56	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CGEN|34DUR|56aVULN|7CDMG|8RCR|9AART
83	34113 51612	 * 	182.47	DCR|3VULN|3DMG|3DUR	17aVULN|2DMSP|3BELT|47aDMG|5RPLT|679DUR|7aBPWR|8RCR
84	53342 63212	   	182.31	DCR|3DMG|2VULN|1AART|1ASPD	156DMG|2CGEN|3ASPD|4aVULN|7AART|8RCR|9TLV
85	53342 63222	   	182.31	DCR|3DMG|2VULN|1AART|1ASPD	156DMG|2CGEN|3ASPD|4aVULN|7AART|8RCR|9ERES
86	31353 22236	   	182.06	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	149VULN|2AART|34DUR|4BPWR|5DMG|6BEXP|7LWND|8CDMG|aRCR
87	31353 41263	   	182.06	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	148VULN|2AART|34DUR|4BPWR|5DMG|6LIT|7MLV|9CDMG|aRCR
88	31324 36362	   	181.98	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14VULN|2AART|36DUR|5CGEN|79DMG|8RCR|aASPD
89	31353 63336	   	181.98	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14VULN|2AART|34DUR|4BPWR|57DMG|6ERES|8RCR|9RPLT|aASPD
90	31216 32366	   	181.92	DCR|4VULN|1AART|1DMG|1DUR	145aVULN|2AART|3MLV|6CGEN|7DUR|8RCR|9DMG
91	31323 62362	   	181.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14VULN|2AART|37DUR|59DMG|6ERES|8RCR|aASPD
92	31323 63322	   	181.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14VULN|2AART|39DUR|57DMG|6ERES|8RCR|aASPD
93	21366 35121	 * 	181.85	ACR|3AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23aAART|47DMG|5RCR|6DUR|8CDMG|9VULN
94	11322 45115	   	181.80	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|26AART|3DUR|4VULN|57DMG|8CDMG|9RCR|aASPD
95	52244 16213	   	181.75	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1aDMG|2MBVNT|37DUR|4ZMB|56VULN|8RCR|9AART
96	21325 54212	   	181.70	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|23AART|47VULN|5CDMG|6DMG|8DUR|9RCR|aASPD
97	21325 55212	   	181.70	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	1DUST|23AART|4VULN|5CDMG|67DMG|8DUR|9RCR|aASPD
98	36352 33613	 * 	181.57	DCR|3VULN|2DMG|3CDMG	17aVULN|234FEWX|57aCDMG|6RCR|7aBPWR|8aDMG|9RPLT
99	52162 21217	   	181.46	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DMG|2MBVNT|346VULN|5ASPD|7DUR|8RCR|9AART|aZMB
100	55153 32122	 * 	181.45	DCR|3VULN|2DMG|3ZMB	19DMG|2LHND|349VULN|58RMIN|69aZMB|7RCR|9BPWR
101	31355 52223	   	181.26	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|2DUR	14VULN|2AART|34DUR|4BPWR|5CDMG|6DMG|79ZMB|8LIT|aRCR
102	21325 56213	   	181.18	DCR|2AART|2DMG|1VULN|2CDMG|1DUR	17DUST|23AART|4VULN|57CDMG|67DMG|7BPWR|8DUR|9RCR|aFEWX
103	31355 34133	   	181.16	DCR|2VULN|1AART|3CDMG|1DMG|2DUR	14VULN|2AART|34DUR|4BPWR|56aCDMG|7BELT|8DMG|9RCR
104	31323 63333	   	181.10	DCR|2AART|2VULN|2DMG|1DUR	14VULN|2aAART|3DUR|57DMG|6ERES|8RCR|9RPLT
105	31323 25113	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|57DMG|6BEXP|8CDMG|9RCR|aFEWX
106	31323 25116	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|57DMG|6BEXP|8CDMG|9RCR|aRMIN
107	31323 63312	   	181.00	DCR|2AART|2VULN|2DMG|1DUR	14VULN|2aAART|3DUR|57DMG|6ERES|8RCR|9DLOT
108	31323 63355	   	181.00	DCR|2AART|2VULN|2DMG|1DUR	14VULN|2aAART|3DUR|57DMG|6ERES|8RCR|9TLV
109	52143 42653	   	180.96	DCR|2VULN|2AART|2DMG|1ZMB	1aDMG|2MBVNT|36VULN|4ZMB|57AART|8FEWX|9RCR
110	31323 25432	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|57DMG|6BEXP|8SNIHEL|9RCR|aCDMG
111	31325 55312	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|5CDMG|67DMG|8LHND|9RCR|aMBVNT
112	31323 63341	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9ZMB|aLHND
113	31323 63342	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9ZMB|aCGEN
114	31323 63344	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9ZMB|aBEXP
115	31323 63345	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9ZMB|aDMSP
116	31323 63346	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9ZMB|aRPLT
117	31323 63353	   	180.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2AART|3DUR|57DMG|6ERES|8RCR|9TLV|aZMB
118	36253 25112	   	180.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	14VULN|24FEWX|3AART|4BPWR|57DMG|6BEXP|8CDMG|9RCR|aASPD
119	36253 35113	   	180.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|24FEWX|3AART|4BPWR|57DMG|6DUR|8CDMG|9RCR|aBEXP
120	52132 38231	   	180.48	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2MBVNT|39VULN|4BELT|5aLWND|6AART|7aCDMG|8RCR|aBPWR
121	52138 38231	   	180.48	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2MBVNT|39VULN|4BELT|5aFEWX|6AART|7aCDMG|8RCR|aBPWR
122	31351 15533	   	180.26	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|34DUR|4BPWR|5BEXP|6CGEN|7DMG|8CDMG|9RCR
123	31353 21111	   	180.26	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|34DUR|4BPWR|5DMG|67BEXP|8CDMG|9RCR
124	31355 51333	   	180.26	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|34DUR|4BPWR|5CDMG|6DMG|7RMIN|8LHND|9RCR
125	31355 53111	   	180.26	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|34DUR|4BPWR|5CDMG|6DMG|7MLV|8RMIN|9RCR
126	31313 25111	   	180.16	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	1VULN|2aAART|34DUR|57DMG|6BEXP|8CDMG|9RCR
127	31323 23111	   	180.16	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|37DUR|5DMG|6BEXP|8CDMG|9RCR
128	11322 45111	   	180.16	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	1LHND|26AART|3aDUR|4VULN|57DMG|8CDMG|9RCR
129	31323 34111	   	180.16	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|36DUR|5DMG|7FEWX|8CDMG|9RCR
130	31353 26533	   	180.16	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|34DUR|4BPWR|5DMG|6BEXP|7ERES|8CDMG|9RCR
131	31323 35111	   	180.06	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	14VULN|2aAART|36DUR|5DMG|7DUST|8CDMG|9RCR
132	31351 22363	   	180.01	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14VULN|27AART|34DUR|4BPWR|5BEXP|6DMSP|8RCR|9DMG|aZMB
133	31351 32363	   	180.01	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14VULN|27AART|34DUR|4BPWR|56BEXP|8RCR|9DMG|aZMB
134	31356 22363	   	180.01	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14VULN|27AART|34DUR|4BPWR|5FEWX|6DMSP|8RCR|9DMG|aZMB
135	31352 22363	   	179.91	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	14VULN|27AART|34DUR|4BPWR|5DUST|6DMSP|8RCR|9DMG|aZMB
136	31325 56313	   	179.62	DCR|3VULN|2DMG|1AART|2CDMG|1DUR|1MSE	147VULN|2AART|3DUR|57CDMG|67DMG|7BPWR|8LHND|9RCR|aMSE
137	31215 35611	 * 	179.59	ACR|3VULN|2AART|1DMG|1DUR	14aVULN|28AART|3MLV|5RCR|6DUR|7DMG|9DLOT
138	21363 52362	   	179.27	DCR|3DMG|2AART|1VULN|1DUR	1DUST|23AART|469DMG|56CGEN|6BPWR|7DUR|8RCR|aVULN
139	31216 32365	   	179.27	DCR|3VULN|2AART|1DMG|1DUR	145VULN|2aAART|3MLV|6CGEN|7DUR|8RCR|9DMG
140	52146 21213	   	179.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aDMG|2MBVNT|36VULN|4ZMB|5RCVC|7DUR|8RCR|9AART
141	31321 15536	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	14aVULN|2AART|3DUR|5BEXP|6CGEN|7DMG|8CDMG|9RCR
142	52143 11542	   	179.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|39VULN|4ZMB|5AART|6CGEN|79BEXP|8RCR|9BPWR|aASPD
143	52143 18542	   	179.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|39VULN|4ZMB|5AART|6CGEN|79LHND|8RCR|9BPWR|aASPD
144	52143 33542	   	179.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|39VULN|4ZMB|5AART|6BEXP|79CGEN|8RCR|9BPWR|aASPD
145	21325 54211	 * 	179.03	DCR|3AART|2VULN|1DMG|1CDMG|1DUR	1DUST|23aAART|47VULN|5CDMG|6DMG|8DUR|9RCR
146	21325 55211	   	179.03	DCR|3AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23aAART|4VULN|5CDMG|67DMG|8DUR|9RCR
147	31325 54312	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2AART|3DUR|5CDMG|6DMG|8LHND|9RCR|aMBVNT
148	52833 33118	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	18DMG|2MBVNT|3RMIN|4DUR|5AART|68FEWX|789VULN|8BPWR|aRCR
149	31215 25213	 * 	178.89	ACR|3VULN|2DMG|1AART	149VULN|2AART|3MLV|5RCR|6FEWX|7aDMG|8BEXP
150	31615 25213	   	178.89	ACR|3VULN|2DMG|1AART	149VULN|2AART|3CGEN|5RCR|6FEWX|7aDMG|8BEXP
151	31353 63321	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|349DUR|4BPWR|57DMG|6ERES|8RCR|aBEXP
152	31353 63322	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|349DUR|4BPWR|57DMG|6ERES|8RCR|aBELT
153	31353 63323	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|349DUR|4BPWR|57DMG|6ERES|8RCR|aLHND
154	31353 63326	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|349DUR|4BPWR|57DMG|6ERES|8RCR|aLWND
155	31353 63331	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|34aDUR|4BPWR|57DMG|6ERES|8RCR|9RPLT
156	52143 43783	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aDMG|2MBVNT|36VULN|4ZMB|5AART|7FEWX|8RCR|9DUR
157	52143 13542	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|39VULN|4ZMB|5AART|6CGEN|79DUST|8RCR|9BPWR|aASPD
158	31216 32363	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	145VULN|2AART|3MLV|6CGEN|7DUR|8RCR|9DMG|aZMB
159	31215 25113	   	178.79	ACR|3VULN|2DMG|1AART	149VULN|2AART|3MLV|5RCR|6FEWX|7aDMG|8MBVNT
160	31215 55113	   	178.79	ACR|3VULN|2DMG|1AART	149VULN|2AART|3MLV|5RCR|6BEXP|7aDMG|8MBVNT
161	31615 25113	   	178.79	ACR|3VULN|2DMG|1AART	149VULN|2AART|3CGEN|5RCR|6FEWX|7aDMG|8MBVNT
162	31353 63325	   	178.76	DCR|2VULN|2DMG|1AART|3DUR	14VULN|2AART|349DUR|4BPWR|57DMG|6aERES|8RCR
163	52244 13213	   	178.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aDMG|2MBVNT|3DUR|4ZMB|56VULN|7RCVC|8RCR|9AART
164	31323 25136	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|57DMG|6BEXP|8CDMG|9LHND|aRCR
165	31323 25156	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2AART|3DUR|57DMG|6BEXP|8CDMG|9FEWX|aRCR
166	52228 73332	   	178.60	DCR|3VULN|2DMG|2DUR|1ZMB	1aDMG|2MBVNT|3aDUR|4LIT|5BELT|6RCR|7ZMB|89aVULN|aBPWR
