0	Index      	 *	Score 	Summary	Detail	
1	11315 52363	 * 	192.19	DCR|3DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN
34	11311 52346	   	181.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9ZMB|aVULN
35	11353 32442	   	181.07	DCR|3VULN|2AART|1DMG|1DUR	1FEWX|2DMG|38AART|46aVULN|5RMIN|7RCR|9DUR
36	11356 32342	   	180.97	DCR|3VULN|2AART|1DMG|1DUR	1FEWX|2DMG|38AART|46aVULN|5TLV|7RCR|9DUR
37	11311 45253	   	180.77	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25aDMG|3AART|4CDMG|6DUR|7DUST|8RCR|9VULN
38	51161 32136	   	180.74	DCR|3DMG|1AART|1VULN|2CDMG	1LHND|24aDMG|3TLV|5VULN|6AART|7RCR|89CDMG
39	51161 32242	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LHND|24DMG|3TLV|5aVULN|6AART|7RCR|8ZMB|9ASPD
40	11353 32242	   	180.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8ZMB|9ASPD
41	11354 32242	   	180.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46aVULN|5NUKE|7RCR|8ZMB|9ASPD
42	11356 32242	   	180.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46aVULN|5TLV|7RCR|8ZMB|9ASPD
43	11333 32324	   	180.47	DCR|3DMG|2VULN|1AART	189FEWX|28aDMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR
44	11333 32325	   	180.47	DCR|3VULN|2DMG|1AART	189FEWX|28DMG|3AART|4MLV|5LWND|68aVULN|7RCR|8BPWR
45	11333 32362	   	180.47	DCR|3VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59LWND|68aVULN|7RCR|8BPWR
46	11333 32344	   	180.37	DCR|3VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68aVULN|7RCR|8BPWR|9DUST
47	11333 32356	   	180.37	DCR|3VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|5LWND|68aVULN|7RCR|8BPWR|9TLV
48	11356 22362	   	180.37	DCR|3VULN|2DMG|1AART	18FEWX|28DMG|3AART|49aVULN|5TLV|68BEXP|7RCR|8BPWR
49	11315 15253	   	180.24	DCR|3DMG|1AART|1VULN|2CDMG	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8RCR|9VULN
50	32413 72365	 * 	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	1aMGNLIT|2MBVNT|39aDMG|4CDMG|58ASPD|6aVULN|7RCR|aBPWR
51	24441 31223	 * 	179.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMSP|29AART|3RCR|46VULN|5DUR|7LWND|8ZMB|aDMG
52	24441 32323	   	179.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMSP|29AART|3RCR|46VULN|5DUR|7ZMB|8LWND|aDMG
53	41154 32322	   	179.77	DCR|3VULN|2DMG|1AART	18LWND|28DMG|3TLV|4AART|59FEWX|68aVULN|7RCR|8BPWR
54	51154 32322	   	179.77	DCR|3VULN|2DMG|1AART	18LHND|28DMG|3TLV|4AART|59FEWX|68aVULN|7RCR|8BPWR
55	24253 52233	   	179.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DMSP|2AART|3aDMG|4MLV|5DUR|6VULN|7RCR|8ZMB|9CDMG
56	11353 32413	   	179.06	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9CDMG|aASPD
57	11353 32415	   	179.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9CDMG|aDUR
58	11335 52152	   	179.06	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1FEWX|2aDMG|35AART|4MLV|6VULN|7RCR|8CDMG|9ASPD
59	11356 32313	   	178.96	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9CDMG|aASPD
60	11356 32315	   	178.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9CDMG|aDUR
61	11315 12254	   	178.57	DCR|2DMG|1AART|1VULN|2CDMG|1DUR|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9VULN|aASPD
62	24111 43363	   	178.47	DCR|3DMG|2VULN|1AART	1DMSP|2AART|3BEXP|46aDMG|5LHND|79VULN|8RCR
63	24221 43363	   	178.47	DCR|3DMG|2VULN|1AART	1DMSP|2AART|36aDMG|4BEXP|5LHND|79VULN|8RCR
64	11333 32322	   	178.46	DCR|2VULN|2DMG|1AART|1CDMG	189FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aCDMG
65	11335 52136	 * 	178.44	DCR|2AART|2DMG|1VULN|2CDMG	1FEWX|2aDMG|35AART|4MLV|6VULN|7RCR|89CDMG
66	11311 45633	   	178.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25aDMG|3AART|4CDMG|6DUR|7DUST|8VULN|9RCR
67	11353 32316	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5RMIN|7RCR|8DMSP|9CDMG
68	11353 32533	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5RMIN|7RCR|8CGEN|9CDMG
69	11353 32616	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	18FEWX|2aDMG|3AART|46VULN|5RMIN|7RCR|9CDMG
70	11353 32113	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ERES
71	11354 32316	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5NUKE|7RCR|8DMSP|9CDMG
72	11354 32533	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5NUKE|7RCR|8CGEN|9CDMG
73	11312 43253	   	178.07	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|4CDMG|5LHND|69VULN|7RCVC|8RCR
74	11354 32113	   	178.06	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9ERES
75	11354 32135	   	178.06	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9MBVNT
76	11356 32113	   	178.06	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aDMG|3AART|46VULN|5TLV|7RCR|8CDMG|9ERES
77	11315 52311	   	178.01	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|69RCVC|7RCR|8DUR|aVULN
78	11315 15533	   	177.84	DCR|3DMG|1AART|1VULN|2CDMG	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8VULN|9RCR
79	52511 32363	   	177.62	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	12LHND|2BPWR|369VULN|4AART|5DUR|7ZMB|8RCR|aDMG
80	11333 32311	   	177.57	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aRCVC
81	51161 32313	   	177.16	DCR|2DMG|2AART|1VULN|1CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9CDMG|aASPD
82	51161 32315	   	177.16	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9CDMG|aDUR
83	11311 52362	   	177.06	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9VULN|aASPD
84	24253 52223	   	177.02	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DMSP|29AART|3aDMG|4MLV|5DUR|6VULN|7RCR|8ZMB
85	24411 34282	 * 	177.00	ACR|3VULN|1AART|1DMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67aVULN|8ZMB|9DMG
86	24231 43433	   	176.93	DCR|3DMG|1AART|1VULN|1CDMG	1DMSP|2AART|36aDMG|4FEWX|5LHND|7RCR|8VULN|9CDMG
87	41154 32311	   	176.87	DCR|2AART|2VULN|2DMG	18LWND|28DMG|3TLV|49AART|5FEWX|68VULN|7RCR|8BPWR|aRCVC
88	51154 32311	   	176.87	DCR|2AART|2VULN|2DMG	18LHND|28DMG|3TLV|49AART|5FEWX|68VULN|7RCR|8BPWR|aRCVC
89	51131 32263	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|2aDMG|3TLV|4RCVC|59VULN|6AART|7RCR|8ZMB
90	21311 32313	   	176.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9CDMG|aASPD
91	21311 32315	   	176.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9CDMG|aDUR
92	21311 32152	   	176.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4aDMG|5VULN|6AART|7RCR|8CDMG|9ASPD
93	11315 52121	   	176.53	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9ASPD|aVULN
94	11315 52353	   	176.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9LWND|aVULN
95	11315 52361	   	176.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN|aLWND
96	41326 15132	   	176.47	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8ZMB|9BELT|aAART
97	51326 15132	   	176.47	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8ZMB|9BELT|aAART
98	11315 52336	   	176.43	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9ERES|aVULN
99	11335 52242	   	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1FEWX|2DMG|35AART|4MLV|6aVULN|7RCR|8ZMB|9ASPD
100	11333 32313	   	176.26	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4MLV|5aLWND|68VULN|7RCR|8BPWR
101	11311 12252	   	176.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUR|8RCR|9VULN|aZMB
102	11312 32252	   	176.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9VULN|aZMB
103	21311 32136	   	176.19	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1DMSP|2ZMB|3LHND|4aDMG|5VULN|6AART|7RCR|89CDMG
104	13323 26553	 * 	176.18	DCR|4VULN|1AART|1DMG	1FEWX|2RPLT|3RMIN|4AART|5689VULN|7RCR|aDMG
105	11333 32314	   	176.16	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aDUST
106	11333 32315	   	176.16	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aERES
107	11333 32316	   	176.16	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aBASICY
108	11355 22313	   	176.06	DCR|2AART|2VULN|2DMG	18FEWX|28DMG|39AART|4aVULN|5LWND|68ERES|7RCR|8BPWR
109	11312 35256	   	175.76	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUST|8RCR|9aVULN
110	11353 32233	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2aDMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9LHND
111	41154 32313	   	175.56	DCR|2AART|2VULN|2DMG	18aLWND|28DMG|3TLV|49AART|5FEWX|68VULN|7RCR|8BPWR
112	51154 32313	   	175.56	DCR|2AART|2VULN|2DMG	18LHND|28DMG|3TLV|49AART|5FEWX|68VULN|7RCR|8BPWR|aLWND
113	11354 32233	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2aDMG|3AART|46VULN|5NUKE|7RCR|8ZMB|9LHND
114	11356 32221	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2aDMG|3AART|46VULN|5TLV|7RCR|8ZMB|9LIT
115	32413 72265	   	175.46	DCR|3DMG|2VULN|1CDMG|1ASPD	1aMGNLIT|2MBVNT|39aDMG|4CDMG|5ASPD|6aVULN|7RCR|8RCVC|aBPWR
116	32413 72651	   	175.36	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|68VULN|7RCR|9aAART
117	24235 32362	   	175.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9VULN|aASPD
118	24411 33163	 * 	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5FEWX|69VULN|7ZMB|8CDMG|aDMG
119	24413 51441	   	175.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8ZMB|9VULN|aBELT
120	24413 51442	   	175.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8ZMB|9VULN|aLIT
121	24413 51444	   	175.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8ZMB|9VULN|aRMIN
122	11311 52534	   	174.63	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|25DMG|39AART|4CDMG|6RCVC|7RCR|8DMSP|aVULN
123	24442 23133	 * 	174.62	ACR|3VULN|3ZMB|1AART	15DMSP|2AART|3RCR|47aVULN|69aZMB|8aMLV|aBPWR
124	24111 43333	   	174.53	DCR|3DMG|1AART|1VULN|1CDMG	1DMSP|2AART|3BEXP|46aDMG|5LHND|7VULN|8RCR|9CDMG
125	24221 43333	   	174.53	DCR|3DMG|1AART|1VULN|1CDMG	1DMSP|2AART|36aDMG|4BEXP|5LHND|7VULN|8RCR|9CDMG
126	51161 32343	   	174.52	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9DUR|aZMB
127	51161 32413	   	174.52	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5VULN|69AART|7RCR|8DUR|aZMB
128	24641 32323	   	174.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMSP|29AART|3LEGI|46VULN|5DUR|7ZMB|8RCR|aDMG
129	11315 52343	   	174.41	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9ZMB|aASPD
130	51161 32113	   	174.33	DCR|3DMG|1AART|1VULN|1CDMG	1LHND|24aDMG|3TLV|5VULN|6AART|7RCR|8CDMG|9ERES
131	11332 32312	   	174.23	DCR|3VULN|2AART|1DMG	18FEWX|2DMG|39AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR
132	51161 32362	   	174.16	DCR|2VULN|2DMG|2AART	1LHND|24DMG|3TLV|5aVULN|68AART|7RCR|9BEXP
133	11353 32462	   	174.13	DCR|3VULN|2AART|1DMG	1FEWX|2DMG|38AART|46aVULN|5RMIN|7RCR|9BEXP
134	11356 32362	   	174.03	DCR|3VULN|2AART|1DMG	1FEWX|2DMG|38AART|46aVULN|5TLV|7RCR|9BEXP
135	11353 32133	   	173.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|89CDMG|aASPD
136	11353 32135	   	173.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|89CDMG|aDUR
137	11311 15253	   	173.83	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|25aDMG|3AART|4CDMG|6BEXP|7DUST|8RCR|9VULN
138	11312 35253	   	173.83	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|26aDMG|3AART|4CDMG|5LHND|7DUST|8RCR|9VULN
139	11356 32133	   	173.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|89CDMG|aASPD
140	11356 32135	   	173.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|89CDMG|aDUR
141	11335 52224	 * 	173.75	DCR|3AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|359AART|4MLV|6aVULN|7RCR|8ZMB
142	21311 32216	 * 	173.73	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1DMSP|28ZMB|3LHND|4aDMG|5VULN|6AART|7RCR|9CDMG
143	51111 32263	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|2aDMG|3TLV|4DMSP|59VULN|6AART|7RCR|8ZMB
144	51161 32222	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|3TLV|5aVULN|6AART|7RCR|8ZMB|9LIT
145	51161 32261	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|3TLV|59VULN|6AART|7RCR|8ZMB|aFEWX
146	11353 32252	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8ZMB|9MLV
147	11353 32261	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5RMIN|7RCR|8ZMB|aBELT
148	11353 32262	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5RMIN|7RCR|8ZMB|aLIT
149	11353 32264	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5RMIN|7RCR|8ZMB|aRPLT
150	11353 32266	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5RMIN|7RCR|8ZMB|aBEXP
151	51161 32262	   	173.62	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|3TLV|59VULN|6AART|7RCR|8ZMB|aERES
152	21311 32254	 * 	173.61	DCR|2VULN|3ZMB|1AART|1DMG	1DMSP|289ZMB|3LHND|4DMG|5aVULN|6AART|7RCR
153	11315 52314	   	173.60	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|69RCVC|7RCR|8DUR
154	11353 32212	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8ZMB|9TLV
155	11353 32265	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5RMIN|7RCR|8ZMB|aERES
156	11354 32252	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5NUKE|7RCR|8ZMB|9MLV
157	11354 32261	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5NUKE|7RCR|8ZMB|aBELT
158	11354 32262	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5NUKE|7RCR|8ZMB|aLIT
159	11356 32222	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5TLV|7RCR|8ZMB|9LIT
160	11356 32252	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5TLV|7RCR|8ZMB|9MLV
161	11356 32261	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5TLV|7RCR|8ZMB|aBELT
162	11356 32262	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|469VULN|5TLV|7RCR|8ZMB|aLIT
163	11354 32212	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|46aVULN|5NUKE|7RCR|8ZMB|9TLV
164	52511 32323	   	173.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12LHND|2BPWR|36VULN|49AART|5DUR|7ZMB|8RCR|aDMG
165	56511 32323	   	173.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12LHND|36VULN|49AART|5DUR|7ZMB|8RCR|aDMG
