0	Index      	 *	Score 	Summary	Detail	
1	33635 11253	 * 	218.66	DCR|3DMG|2VULN|1AART|2CDMG|1AAC	1aLHND|2AAC|38CDMG|45aDMG|6aVULN|7AART|9RCR|aBPWR
38	16321 12451	 * 	199.04	DCR|3VULN|2DMG|1ASPD|1AAC	19TLV|2DLOT|3AAC|49DMG|579VULN|6RCR|8LEGI|9BPWR|aASPD
39	33633 11153	   	198.03	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	18aLHND|2AAC|3CDMG|4aDMG|5RCVC|6aVULN|7AART|9RCR|aBPWR
40	63633 11253	 * 	197.93	DCR|2VULN|2DMG|2AAC|1AART|1CDMG	1aLWND|28AAC|3CDMG|4aDMG|5RCVC|6aVULN|7AART|9RCR|aBPWR
41	32515 15333	 * 	197.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	19LHND|2SELL|39ASPD|4RMIN|5DMG|6CDMG|79VULN|8RCR|9BPWR|aBEXP
42	32532 15333	 * 	197.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	19LHND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aBEXP
43	32532 15334	 * 	197.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	19LHND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aFEWX
44	32532 15335	 * 	197.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	19LHND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aCGEN
45	62532 15333	 * 	197.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	19LWND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aBEXP
46	12168 44117	 * 	197.27	DCR|2VULN|1MDPS|2DMG|1ASPD|1NUKE	1TLV|27DMG|3MBVNT|49VULN|5ASPD|6MDPS|8RCR|aNUKE
47	32515 15331	 * 	197.19	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL|1MSE	19LHND|2SELL|39ASPD|4RMIN|5DMG|6CDMG|79VULN|8RCR|9BPWR|aMSE
48	32532 15331	 * 	197.19	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL|1MSE	19LHND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aMSE
49	62532 15331	 * 	197.19	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL|1MSE	19LWND|2SELL|39ASPD|4DMG|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aMSE
50	25132 26521	 * 	196.84	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AME|2ZMB|3CDMG|4VULN|5RMIN|6DMG|7ASPD|8RCR|9LHND|aAART
51	25132 26531	   	196.84	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AME|2ZMB|3CDMG|4VULN|5RMIN|6DMG|7ASPD|8RCR|9LWND|aAART
52	15132 26521	   	196.74	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3CDMG|4VULN|5RMIN|6DMG|7ASPD|8RCR|9LHND|aAART
53	15132 26531	   	196.74	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3CDMG|4VULN|5RMIN|6DMG|7ASPD|8RCR|9LWND|aAART
54	32116 36632	   	196.29	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	19LHND|2SELL|3DUR|49VULN|5FEWX|6RCR|7CDMG|89DMG|9BPWR|aZMB
55	32114 36632	   	196.19	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	19LHND|2SELL|3DUR|49VULN|5DUST|6RCR|7CDMG|89DMG|9BPWR|aZMB
56	32513 15332	 * 	195.86	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR|1SELL	19LHND|2SELL|39ASPD|4RMIN|5ZMB|6CDMG|79VULN|8RCR|9BPWR|aDUR
57	32552 15332	 * 	195.86	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR|1SELL	19LHND|2SELL|39ASPD|4ZMB|5RMIN|6CDMG|79VULN|8RCR|9BPWR|aDUR
58	62513 15332	 * 	195.86	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR|1SELL	19LWND|2SELL|39ASPD|4RMIN|5ZMB|6CDMG|79VULN|8RCR|9BPWR|aDUR
59	22212 31645	   	195.50	DCR|2VULN|2AART|2DMG	1aAME|2aDMG|3FEWX|4RPLT|5CGEN|67AART|8aVULN|9RCR|aBPWR
60	22153 48374	   	195.46	DCR|2VULN|2DMG|2CDMG|1ZMB	1AME|2aDMG|3MBVNT|4TLV|5LHND|6RCR|7aCDMG|8ZMB|9aVULN|aBPWR
61	26323 12862	 * 	195.41	DCR|5VULN|1AART	18AME|2DLOT|3578aVULN|4MBVNT|6RCR|8BPWR|9AART
62	26331 22252	   	195.41	DCR|5VULN|1AART	1AME|2DLOT|3457aVULN|6RCR|8BEXP|9AART
63	26331 24152	   	195.41	DCR|5VULN|1AART	1AME|2DLOT|3458aVULN|6RCR|7FEWX|9AART
64	16531 22252	   	195.31	DCR|5VULN|1AART	1TLV|2DLOT|3457aVULN|6RCR|8BEXP|9AART
65	26323 12162	   	195.31	DCR|5VULN|1AART	1AME|2DLOT|3578aVULN|4MBVNT|6RCR|9AART
66	26331 26162	   	195.31	DCR|5VULN|1AART	1AME|2DLOT|3458aVULN|6RCR|7MBVNT|9AART
67	12212 31645	   	195.30	DCR|2VULN|2AART|2DMG	1aTLV|2aDMG|3FEWX|4RPLT|5CGEN|67AART|8aVULN|9RCR|aBPWR
68	16523 12162	   	195.21	DCR|5VULN|1AART	1TLV|2DLOT|3578aVULN|4MBVNT|6RCR|9AART
69	16321 15351	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	19TLV|2DLOT|3AAC|4DMG|589VULN|6RCR|79DUR|9BPWR|aASPD
70	26331 21452	   	194.81	DCR|4VULN|1AART|2DUR	19AME|2DLOT|3459VULN|6RCR|79DUR|8LEGI|9BPWR|aAART
71	26331 21151	   	194.71	DCR|4VULN|1AART|2DUR	1AME|2DLOT|3458VULN|6RCR|7aDUR|9AART
72	66231 16331	   	194.67	DCR|2AART|2DMG|1VULN|2DUR	17LWND|27DUR|3DMSP|4aAART|57DMG|6RCR|7BPWR|8LIT|9VULN
73	16531 21151	   	194.61	DCR|4VULN|1AART|2DUR	1TLV|2DLOT|3458VULN|6RCR|7aDUR|9AART
74	66231 11152	   	194.57	DCR|2AART|2DMG|1VULN|2DUR|1AAC	18LWND|28DUR|3DMSP|4aAART|58DMG|6RCR|7AAC|8BPWR|9VULN
75	66231 16112	   	194.57	DCR|2AART|2DMG|1VULN|2DUR	17LWND|27DUR|3DMSP|4aAART|57DMG|6RCR|7BPWR|8VULN|9ERES
76	66231 11151	   	194.15	DCR|3DMG|1AART|1VULN|2DUR|1AAC	18LWND|28DUR|3DMSP|4AART|58aDMG|6RCR|7AAC|8BPWR|9VULN
77	66231 16111	   	194.15	DCR|3DMG|1AART|1VULN|2DUR	17LWND|27DUR|3DMSP|4AART|57aDMG|6RCR|7BPWR|8VULN|9ERES
78	51142 62222	   	194.00	DCR|4VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2RPLT|3789VULN|4DUR|5DMG|6CDMG|aRCR
79	32533 13653	   	193.76	DCR|3VULN|2DMG|1ASPD|1SELL	19LHND|2SELL|3ASPD|49DMG|5RCVC|689VULN|7BELT|9BPWR|aRCR
80	66231 12153	   	193.73	DCR|2VULN|2DMG|1AART|1DUR	19LWND|2DUR|38DMSP|4AART|59DMG|6RCR|79VULN|9BPWR|aSNIFST
81	26331 22235	   	193.69	DCR|4VULN|1ASPD|1CDMG	1AME|2DLOT|3457VULN|6RCR|8BEXP|9CDMG|aASPD
82	26331 22512	   	193.69	DCR|4VULN|1DMG|1CDMG	1AME|2DLOT|3457VULN|6RCR|8CDMG|9LIT|aDMG
83	26331 22532	   	193.69	DCR|4VULN|1DMG|1CDMG	1AME|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aLHND
84	26331 22534	   	193.69	DCR|4VULN|1DMG|1CDMG	1AME|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aBEXP
85	26331 22535	   	193.69	DCR|4VULN|1DMG|1CDMG	1AME|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aLWND
86	16531 22235	   	193.59	DCR|4VULN|1ASPD|1CDMG	1TLV|2DLOT|3457VULN|6RCR|8BEXP|9CDMG|aASPD
87	16531 22512	   	193.59	DCR|4VULN|1DMG|1CDMG	1TLV|2DLOT|3457VULN|6RCR|8CDMG|9LIT|aDMG
88	16531 22532	   	193.59	DCR|4VULN|1DMG|1CDMG	1TLV|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aFEWX
89	26331 22531	   	193.59	DCR|4VULN|1DMG|1CDMG	1AME|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aTLV
90	26331 22536	   	193.59	DCR|4VULN|1DMG|1CDMG|1MSE	1AME|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aMSE
91	16221 12122	   	193.58	DCR|3VULN|1AART|1DMG|1DUR	1TLV|2DLOT|3AME|4DMG|578VULN|6RCR|9DUR|aAART
92	16531 22531	   	193.49	DCR|4VULN|1DMG|1CDMG	1aTLV|2DLOT|3457VULN|6RCR|8CDMG|9DMG
93	16531 22533	   	193.49	DCR|4VULN|1DMG|1CDMG	1TLV|2DLOT|3457VULN|6RCR|8CDMG|9DMG|aDUST
94	16321 12151	   	193.48	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1TLV|2DLOT|3AAC|4DMG|578VULN|6RCR|9AART|aDUR
95	16361 12151	   	193.48	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2DLOT|3AAC|4ASPD|578VULN|6RCR|9AART|aDUR
96	25135 11253	   	193.46	DCR|2VULN|2DMG|2CDMG|1ZMB	1AME|2ZMB|36CDMG|4aVULN|59DMG|7RCR|8LWND
97	32535 62323	 * 	193.16	DCR|3DMG|2ASPD|1VULN|1DUR|1SELL	1LHND|2SELL|36ASPD|456DMG|6BPWR|7DUR|8LWND|9RCR|aVULN
98	25135 11116	 * 	193.04	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1AME|2ZMB|36CDMG|4VULN|59DMG|7RCR|8TLV|aASPD
99	51142 22136	   	192.99	DCR|3VULN|2DMG|2ZMB|1AAC|1DUR|1SELL	1AAC|2RPLT|379VULN|4DUR|59DMG|6SELL|89ZMB|9BPWR|aRCR
100	32235 64123	   	192.81	DCR|3DMG|2VULN|2ZMB|1DUR|1SELL	1LHND|2SELL|36ZMB|456DMG|6BPWR|7aVULN|8DUR|9RCR
101	33633 16533	 * 	192.75	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1LHND|2AAC|3CDMG|4DMG|5RCVC|6aVULN|79ASPD|8RCR
102	25312 13165	   	192.67	DCR|2AART|2DMG|1VULN|2ZMB	1aAME|2aZMB|3LWND|4RPLT|59AART|6VULN|7RCR|8aDMG|aBPWR
103	15312 13165	   	192.47	DCR|2AART|2DMG|1VULN|2ZMB	1aTLV|2aZMB|3LWND|4RPLT|59AART|6VULN|7RCR|8aDMG|aBPWR
104	14512 12341	 * 	192.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1TLV|2DUR|3ZMB|4RPLT|58AART|67VULN|9RCR|aCDMG
105	15212 12341	   	192.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3DUR|4RPLT|58AART|67VULN|9RCR|aCDMG
106	25412 13126	   	192.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AME|2ZMB|3FEWX|4RPLT|5AART|6aVULN|7RCR|8DMG|9CDMG
107	36332 32421	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3BEXP|4DMG|57VULN|6RCR|8CDMG|9DMSP|aAART
108	36522 32421	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2DUR|3ASPD|4BEXP|57VULN|6RCR|8CDMG|9DMSP|aAART
109	15412 13126	   	192.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3FEWX|4RPLT|5AART|6aVULN|7RCR|8DMG|9CDMG
110	36622 31125	 * 	191.84	DCR|2VULN|2AART|2CDMG|1DUR	1aLHND|2DUR|3aCDMG|4CGEN|5FEWX|67AART|8RCR|9aVULN|aBPWR
111	36623 31125	   	191.84	DCR|2VULN|2AART|2CDMG|1DUR	1aLHND|2DUR|3aCDMG|4CGEN|5BEXP|67AART|8RCR|9aVULN|aBPWR
112	61231 13653	 * 	191.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1LWND|2DUST|3DMSP|4AART|5DMG|6RCR|7CDMG|8VULN|9DUR|aNUKE
113	25312 13163	 * 	191.73	DCR|2AART|1VULN|1DMG|1NUKE|1ZMB	1AME|2ZMB|3LWND|4RPLT|59AART|6VULN|7RCR|8DMG|aNUKE
114	26331 22312	   	191.70	DCR|5VULN|1DMG	1AME|2DLOT|34579VULN|6RCR|8CGEN|aDMG
115	26331 22434	   	191.70	DCR|5VULN|1ASPD	1AME|2DLOT|34578VULN|6RCR|9ASPD|aRPLT
116	26331 22436	   	191.70	DCR|5VULN|1ASPD	1AME|2DLOT|34578VULN|6RCR|9ASPD|aCGEN
117	52632 11224	 * 	191.66	DCR|2DMG|3CDMG|1AART|2DUR|1AAC|2RMIN	1AAC|28DUR|368CDMG|48DMG|5aRMIN|7RCR|8BPWR|9AART
118	15312 13163	   	191.63	DCR|2AART|1VULN|1DMG|1NUKE|1ZMB	1TLV|2ZMB|3LWND|4RPLT|59AART|6VULN|7RCR|8DMG|aNUKE
119	51123 11661	 * 	191.62	DCR|3VULN|2AART|2AAC|1ZMB	15AAC|2RPLT|389VULN|47AART|6RCR|aZMB
120	16531 22312	   	191.60	DCR|5VULN|1DMG	1TLV|2DLOT|34579VULN|6RCR|8CGEN|aDMG
121	16531 22432	   	191.60	DCR|5VULN|1ASPD	1TLV|2DLOT|34578VULN|6RCR|9ASPD|aDMSP
122	26331 22422	   	191.60	DCR|5VULN|1DMG	1AME|2DLOT|34578VULN|6RCR|9ERES|aDMG
123	26331 22431	   	191.60	DCR|5VULN|1ASPD	1AME|2DLOT|34578VULN|6RCR|9ASPD|aTLV
124	26331 22433	   	191.60	DCR|5VULN|1ASPD|1MSE	1AME|2DLOT|34578VULN|6RCR|9ASPD|aMSE
125	26331 22435	   	191.60	DCR|5VULN|1ASPD	1AME|2DLOT|34578VULN|6RCR|9ASPD|aCANARM
126	16531 22422	   	191.50	DCR|5VULN|1DMG	1TLV|2DLOT|34578VULN|6RCR|9ERES|aDMG
127	16531 22431	   	191.50	DCR|5VULN|1ASPD	1aTLV|2DLOT|34578VULN|6RCR|9ASPD
128	16531 22433	   	191.50	DCR|5VULN|1ASPD	1TLV|2DLOT|34578VULN|6RCR|9ASPD|aDUST
129	26323 14361	   	191.09	DCR|4VULN|1ASPD|2DUR	19AME|2DLOT|3589VULN|4MBVNT|6RCR|79DUR|9BPWR|aASPD
130	26331 21451	   	191.09	DCR|4VULN|1ASPD|2DUR	19AME|2DLOT|3459VULN|6RCR|79DUR|8LEGI|9BPWR|aASPD
131	32513 15336	   	190.89	DCR|2VULN|2ASPD|1CDMG|1AAC|1ZMB|1SELL	19LHND|2SELL|39ASPD|4RMIN|5ZMB|6CDMG|79VULN|8RCR|9BPWR|aAAC
132	16321 15353	   	190.89	DCR|4VULN|1DMG|2DUR|1AAC	19TLV|2DLOT|3AAC|4DMG|589aVULN|6RCR|79DUR|9BPWR
133	16523 14361	   	190.89	DCR|4VULN|1ASPD|2DUR	19TLV|2DLOT|3589VULN|4MBVNT|6RCR|79DUR|9BPWR|aASPD
134	52615 11222	   	190.72	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|4RMIN|58DMG|7RCR|8BPWR|9AART|aRCVC
135	52632 11222	   	190.72	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9AART|aRCVC
136	52615 11221	   	190.39	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|4RMIN|58DMG|7RCR|8BPWR|9AART|aAME
137	52632 11221	   	190.39	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9AART|aAME
138	52632 11225	   	190.39	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9AART|aFEWX
139	52632 11226	   	190.39	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9AART|aBEXP
140	52632 11235	 * 	190.39	DCR|2DMG|3CDMG|1VULN|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9CGEN|aVULN
141	52615 11223	   	190.29	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|4RMIN|58DMG|7RCR|8BPWR|9AART|aTLV
142	52632 11215	   	190.29	DCR|2DMG|3CDMG|1VULN|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9ERES|aVULN
143	52632 11223	   	190.29	DCR|2DMG|3CDMG|1AART|2DUR|1AAC	1AAC|28DUR|368CDMG|48DMG|5RMIN|7RCR|8BPWR|9AART|aTLV
144	12162 42131	   	190.21	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1TLV|2DMG|3MBVNT|47VULN|5ERES|6RCR|8ZMB|9CDMG|aASPD
145	36212 13355	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3DMSP|4RPLT|5AART|68VULN|7RCR|9CDMG|aDMG
146	36332 32443	   	190.17	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3BEXP|4aDMG|57VULN|6RCR|8CDMG|9RMIN
147	32533 13453	 * 	190.14	DCR|2VULN|2DMG|2ASPD|1SELL	19LHND|2SELL|38ASPD|49DMG|5RCVC|69VULN|7BELT|9BPWR|aRCR
148	36212 13166	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	1LHND|2DUR|3DMSP|4RPLT|59AART|6aVULN|7RCR|8DMG
149	52613 15333	   	190.00	DCR|2VULN|1ASPD|1CDMG|2DUR|2ZMB|1AAC|1SELL	1AAC|29DUR|3CDMG|4RMIN|59ZMB|6SELL|79VULN|8RCR|9BPWR|aASPD
150	16221 12121	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2DLOT|3AME|4DMG|578VULN|6RCR|9DUR|aASPD
151	26331 21154	   	189.79	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9AART|aRCVC
152	16321 12121	   	189.76	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1TLV|2DLOT|3AAC|4DMG|578VULN|6RCR|9DUR|aASPD
153	23635 11251	 * 	189.73	DCR|1SPLARM|2DMG|1AART|1VULN|2CDMG	1AME|2LHND|38CDMG|45DMG|6VULN|7AART|9RCR|aSPLARM
154	66212 13163	   	189.70	DCR|2AART|1VULN|1DMG|1NUKE|1DUR	1LWND|2DUR|3DMSP|4RPLT|59AART|6VULN|7RCR|8DMG|aNUKE
155	13635 11251	   	189.63	DCR|1SPLARM|2DMG|1AART|1VULN|2CDMG	1TLV|2LHND|38CDMG|45DMG|6VULN|7AART|9RCR|aSPLARM
156	23635 11252	 * 	189.58	DCR|2DMG|3CDMG|1VULN|1AART	1AME|2LHND|38aCDMG|45DMG|6VULN|7AART|9RCR
157	15135 11116	 * 	189.57	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	18TLV|2ZMB|36CDMG|4VULN|5DMG|7RCR|9aASPD
158	13635 11252	   	189.48	DCR|2DMG|3CDMG|1VULN|1AART	1TLV|2LHND|38aCDMG|45DMG|6VULN|7AART|9RCR
159	33635 11252	   	189.48	DCR|2DMG|3CDMG|1AART|1VULN|1AAC	1LHND|2AAC|38aCDMG|45DMG|6VULN|7AART|9RCR
160	26323 12861	   	189.46	DCR|4VULN|1AART|1DUR	18AME|2DLOT|3578VULN|4MBVNT|6RCR|8BPWR|9AART|aDUR
161	26331 21152	   	189.46	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9AART|aCGEN
162	26331 21153	   	189.46	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9AART|aBEXP
163	26331 21155	   	189.46	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9AART|aLWND
164	26331 21156	   	189.46	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9AART|aDMSP
165	26331 21165	   	189.46	DCR|4VULN|1AART|1DUR	1AME|2DLOT|3458VULN|6RCR|7DUR|9MLV|aAART
