0	Index      	 *	Score 	Summary	Detail	
1	61361 23353	 * 	227.94	DCR|3DMG|2VULN|2ASPD|1CDMG	1RCVC|24aDMG|34LHND|4aBPWR|5aASPD|6LIT|7CDMG|8RCR|9aVULN
32	53224 21242	   	208.81	DCR|3DMG|1VULN|1AART|1ASPD|1CDMG	1LIT|259DMG|3VULN|4AME|6ASPD|7AART|8CDMG|aRCR
33	21133 32522	 * 	207.69	ACR|4VULN|3DMG|1MDPS|2AAC	1aAAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9MDPS
34	21133 42522	   	207.69	ACR|4VULN|3DMG|1MDPS|2AAC	1aAAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS
35	34126 23132	 * 	207.52	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	1LEGI|2ASPD|37DMG|4LIT|5AART|6ZMB|89VULN|aRCR
36	21133 52522	   	207.49	ACR|4VULN|3DMG|1MDPS|2AAC	1aAAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS
37	34112 35633	 * 	206.88	DCR|3DMG|2AART|1MDPS|2ASPD	1LEGI|2aASPD|359DMG|4MDPS|6RCR|78AART
38	34126 26132	 * 	206.01	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	1LEGI|2ASPD|3DMG|4LIT|57AART|6ZMB|89VULN|aRCR
39	53265 21112	 * 	205.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1LIT|2DMG|348VULN|5MLV|6ASPD|7AART|9DUR|aRCR
40	14122 61112	   	205.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1AME|268VULN|3DMG|4LIT|5ASPD|7AART|9DUR|aRCR
41	53222 61112	   	205.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1LIT|2DMG|368VULN|4AME|5ASPD|7AART|9DUR|aRCR
42	53264 21112	   	205.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1LIT|2DMG|348VULN|5TLV|6ASPD|7AART|9DUR|aRCR
43	13424 21132	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AME|25DMG|3DUR|4LIT|6ASPD|7AART|89VULN|aRCR
44	14124 21112	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AME|28VULN|35DMG|4LIT|6ASPD|7AART|9DUR|aRCR
45	16124 21132	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AME|2DUR|35DMG|4LIT|6ASPD|7AART|89VULN|aRCR
46	53224 21112	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|25DMG|38VULN|4AME|6ASPD|7AART|9DUR|aRCR
47	53324 21132	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|25DMG|3DUR|4AME|6ASPD|7AART|89VULN|aRCR
48	53354 21132	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|25DMG|3DUR|4CGEN|6ASPD|7AART|89VULN|aRCR
49	21124 21112	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	1AAC|28VULN|35DMG|4LIT|6ASPD|7AART|9DUR|aRCR
50	21131 32563	 * 	204.97	ACR|5VULN|2DMG|1AART|1AAC	1AAC|25789VULN|38DMG|4RCR|68FEWX|8BPWR|aAART
51	21131 52563	   	204.77	ACR|5VULN|2DMG|1AART|1AAC	1AAC|25789VULN|38DMG|4RCR|68DUST|8BPWR|aAART
52	61612 23313	   	204.73	DCR|3ASPD|2DMG|1VULN|1CDMG	1RCVC|2aDMG|3LIT|46aASPD|5VULN|7CDMG|8RCR|9aLHND|aBPWR
53	21131 62525	   	204.19	ACR|3VULN|2DMG|1MDPS|2ASPD|1AAC	1AAC|258VULN|38DMG|4RCR|68ASPD|7RMIN|8BPWR|9FEWX|aMDPS
54	21131 62552	   	204.19	ACR|3VULN|1MDPS|2DMG|2ASPD|1AAC	1AAC|258VULN|38DMG|4RCR|68ASPD|7RMIN|8BPWR|9LIT|aMDPS
55	34122 52532	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	1LEGI|25ASPD|3DMG|4LIT|6AART|79VULN|8ZMB|aRCR
56	34122 55132	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	1LEGI|25ASPD|3DMG|4LIT|6AART|7ZMB|89VULN|aRCR
57	34126 12532	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	1LEGI|26ASPD|3DMG|4LIT|5AART|79VULN|8ZMB|aRCR
58	34126 15132	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	1LEGI|26ASPD|3DMG|4LIT|5AART|7ZMB|89VULN|aRCR
59	13415 42213	 * 	204.01	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	1AME|2DMG|3DUR|4MDPS|57aVULN|6RCR|8ZMB|9AART
60	16115 42213	   	204.01	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	1AME|2DUR|3DMG|4MDPS|57aVULN|6RCR|8ZMB|9AART
61	16111 42111	 * 	203.87	DCR|2VULN|2DMG|1MDPS|1AART|1ZMB|1DUR	18AME|2DUR|38DMG|4MDPS|5LEGI|6RCR|78VULN|8BPWR|9ZMB|aAART
62	21163 62521	   	203.58	DCR|3DMG|2VULN|2ASPD|1AAC	1AAC|28VULN|359DMG|458FEWX|58BPWR|68ASPD|7RMIN|aRCR
63	53411 23353	   	203.52	DCR|3ASPD|2VULN|1DMG|1CDMG	1aLIT|2DMG|3DMSP|46aASPD|5LHND|7CDMG|8RCR|9aVULN|aBPWR
64	61164 31311	 * 	203.21	DCR|2VULN|2AART|2DMG	1RCVC|29DMG|38AART|4AIRARM|5aVULN|6BEXP|7RCR
65	13135 56121	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1AME|25DMG|3AART|4ERES|6ASPD|7RCR|8BEXP|9aVULN
66	13135 56321	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1AME|25DMG|3AART|4ERES|6ASPD|7RCR|8LHND|9aVULN
67	21568 34124	 * 	203.12	ACR|3VULN|3ASPD|1AART|3DUR|1AAC	1AAC|29aVULN|3MBVNT|4RCR|5AART|6BELT|79aDUR|89aASPD|9aBPWR
68	34161 12521	 * 	203.00	DCR|3VULN|3ASPD|1DMG	1LEGI|268ASPD|3DMG|48FEWX|578VULN|8BPWR|9RCR|aAME
69	34161 12522	   	203.00	DCR|3VULN|3ASPD|1DMG	1LEGI|268ASPD|3DMG|48FEWX|578VULN|8BPWR|9RCR|aCGEN
70	21433 65123	   	202.96	ACR|3VULN|3ASPD|1AART|1AAC|1ZMB|1DUR	1AAC|25aVULN|356ASPD|4RCR|5BPWR|7AART|8DUR|9ZMB
71	34161 12523	   	202.90	DCR|3VULN|3ASPD|1DMG	1LEGI|268ASPD|3DMG|48FEWX|578VULN|8BPWR|9RCR|aDUST
72	21111 42156	   	202.76	DCR|3VULN|1MDPS|2DMG|2CDMG|1AAC	1AAC|28aVULN|38DMG|4MDPS|5LEGI|6RCR|78aDUST|8aBPWR|9aCDMG
73	21133 61232	 * 	202.75	ACR|4VULN|3DMG|1ASPD|1AAC	1AAC|258aVULN|35aDMG|4RCR|5aBPWR|6ASPD|7BEXP|9aFEWX
74	21133 63232	   	202.65	ACR|4VULN|3DMG|1ASPD|1AAC	1AAC|258aVULN|35aDMG|4RCR|5aBPWR|6ASPD|7DUST|9aFEWX
75	21133 65251	   	202.55	ACR|4VULN|3DMG|1ASPD|1AAC	1AAC|2589VULN|35aDMG|4RCR|5BPWR|6ASPD|7LHND
76	13415 42212	 * 	202.43	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1AME|2DMG|3DUR|4MDPS|57VULN|6RCR|8ZMB|9AART|aCDMG
77	16115 42212	   	202.43	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1AME|2DUR|3DMG|4MDPS|57VULN|6RCR|8ZMB|9AART|aCDMG
78	31431 26113	 * 	201.92	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2AART|3ZMB|4CDMG|5DMG|6VULN|7MDPS|8aASPD|9RCR
79	34115 43122	   	201.92	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	1LEGI|28ASPD|3DMG|4MDPS|58VULN|6RCR|78LHND|8BPWR|9CGEN|aAART
80	34126 33622	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2ASPD|3DMG|4LIT|5AART|6CDMG|7RCR|89VULN|aBEXP
81	34126 33351	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2ASPD|3DMG|4LIT|5AART|6CDMG|7RCR|8TLV|9aVULN
82	34126 33621	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2ASPD|3DMG|4LIT|5AART|6CDMG|7RCR|89VULN|aTLV
83	34115 42121	   	201.72	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	1LEGI|28ASPD|3DMG|4MDPS|58VULN|6RCR|78DUST|8BPWR|9CGEN|aAART
84	21431 32563	 * 	201.60	ACR|5VULN|2ASPD|1AART|1AAC	1AAC|25789VULN|38ASPD|4RCR|68FEWX|8BPWR|aAART
85	21133 32512	   	201.51	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9CGEN|aMDPS
86	21133 32556	   	201.51	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9LHND|aMDPS
87	21133 42512	   	201.51	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9CGEN|aMDPS
88	12111 42155	 * 	201.48	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	18AME|2FEWX|38DMG|4MDPS|5LEGI|6RCR|78VULN|8BPWR|9CDMG|aAART
89	21133 32521	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9MDPS|aMBVNT
90	21133 32523	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9MDPS|aLIT
91	21133 32524	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC|1MSE	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9MDPS|aMSE
92	21133 32525	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68aFEWX|9MDPS
93	21133 32526	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9MDPS|aDUST
94	21133 32546	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68FEWX|9DUST|aMDPS
95	21133 42521	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS|aMBVNT
96	21133 42523	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS|aLIT
97	21133 42524	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC|1MSE	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS|aMSE
98	21133 42525	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS|aFEWX
99	21133 42526	   	201.41	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68LWND|9MDPS|aRPLT
100	21133 46212	   	201.32	ACR|4VULN|2DMG|2ASPD|1AAC	1AAC|258aVULN|35DMG|4RCR|5aBPWR|69aLWND|7aASPD
101	21133 65242	   	201.32	ACR|4VULN|2DMG|2ASPD|1AAC	1AAC|258aVULN|35DMG|4RCR|5aBPWR|6aASPD|79aLHND
102	21133 52512	   	201.31	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9CGEN|aMDPS
103	21133 52536	   	201.31	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9FEWX|aMDPS
104	21131 62563	   	201.22	ACR|4VULN|2DMG|2ASPD|1AAC	1AAC|2589VULN|38DMG|4RCR|68ASPD|7RMIN|8BPWR|aCGEN
105	21133 52521	   	201.21	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS|aMBVNT
106	21133 52523	   	201.21	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS|aLIT
107	21133 52524	   	201.21	ACR|4VULN|3DMG|1MDPS|1AAC|1MSE	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS|aMSE
108	21133 52525	   	201.21	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS|aFEWX
109	21133 52526	   	201.21	ACR|4VULN|3DMG|1MDPS|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|68DUST|9MDPS|aRPLT
110	21133 61632	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|25aVULN|35aDMG|4RCR|5aBPWR|68ASPD|7BEXP|9aFEWX
111	21133 62511	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9CGEN|aRPLT
112	21133 62513	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9aCGEN
113	21133 62515	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9CGEN|aMLV
114	21133 62516	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9CGEN|aLWND
115	21133 62531	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9FEWX|aAME
116	21133 62532	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9FEWX|aCGEN
117	21133 62534	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9FEWX|aLIT
118	21133 62535	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9FEWX|aLWND
119	21133 62551	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9LHND|aAME
120	21133 62552	   	201.12	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9LHND|aCGEN
121	21133 61133	   	201.07	ACR|4VULN|2DMG|2ASPD|1AAC|1SELL	1AAC|259aVULN|35DMG|4RCR|5aBPWR|6aASPD|7aBEXP|8SELL
122	21131 62511	   	201.02	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|38aDMG|4RCR|68ASPD|7RMIN|8BPWR|9CGEN
123	21133 63632	   	201.02	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|25aVULN|35aDMG|4RCR|5aBPWR|68ASPD|7DUST|9aFEWX
124	21133 62514	   	201.02	ACR|3VULN|3DMG|2ASPD|1AAC	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9CGEN|aERES
125	21133 62533	   	201.02	ACR|3VULN|3DMG|2ASPD|1AAC|1MSE	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9FEWX|aMSE
126	21133 62553	   	201.02	ACR|3VULN|3DMG|2ASPD|1AAC|1MSE	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9LHND|aMSE
127	34161 12512	   	201.00	DCR|3VULN|3ASPD|1DMG	1LEGI|268ASPD|3DMG|48FEWX|578VULN|8BPWR|9CGEN|aRCR
128	13135 16523	 * 	200.96	DCR|3VULN|2DMG|1AART	1AME|25DMG|3AART|4ERES|6RMIN|7RCR|89aVULN
129	21133 62541	   	200.92	ACR|3VULN|3DMG|2ASPD|1AAC|1MSE	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9MSE|aAME
130	21133 62542	   	200.92	ACR|3VULN|3DMG|2ASPD|1AAC|1MSE	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9MSE|aCGEN
131	21133 62543	   	200.92	ACR|3VULN|3DMG|2ASPD|1AAC|2MSE	1AAC|258VULN|358DMG|4RCR|58BPWR|68ASPD|7RMIN|9aMSE
132	61164 11211	   	200.68	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|29DMG|3AART|4AIRARM|5aVULN|68DUR|7RCR
133	16411 42111	   	200.50	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB|1DUR	18AME|2DUR|38ASPD|4MDPS|5LEGI|6RCR|78VULN|8BPWR|9ZMB|aAART
134	13114 31336	   	200.12	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1AME|2DMG|3AART|4BELT|5VULN|6ZMB|78ASPD|9CDMG|aRCR
135	14152 52313	   	200.01	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	1AME|26aVULN|3DMG|4ZMB|5DUR|7MDPS|8RCR|9AART
136	14413 36313	 * 	200.01	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1AME|27aVULN|3ASPD|4MDPS|5ZMB|6DUR|8RCR|9AART
137	14113 33313	   	199.77	DCR|2VULN|2DMG|1MDPS|1AART|1ZMB|1DUR	1AME|2aVULN|37DMG|4MDPS|5ZMB|6DUR|8RCR|9AART
138	14151 33313	   	199.77	DCR|2VULN|2DMG|1MDPS|1AART|1ZMB|1DUR	1AME|2aVULN|37DMG|4ZMB|5MDPS|6DUR|8RCR|9AART
139	21136 32562	 * 	199.55	ACR|5VULN|3DMG|1AAC	1AAC|2789aVULN|38aDMG|4RCR|58aLHND|6RCVC|8aBPWR
140	53622 32712	 * 	199.29	DCR|2VULN|2DMG|2CDMG|1ASPD	1LIT|2aDMG|3MBVNT|4AME|5ASPD|6aCDMG|7BEXP|8aVULN|9RCR|aBPWR
141	21132 32562	   	199.25	ACR|5VULN|3DMG|1AAC	1AAC|2789aVULN|38aDMG|4RCR|5LEGI|6RCVC|8aBPWR
142	61434 31363	 * 	198.98	DCR|3DMG|2VULN|2CDMG	1RCVC|25aDMG|3MBVNT|45VULN|5aBPWR|67aBEXP|8aCDMG|9RCR
143	21133 32533	 * 	198.94	ACR|4VULN|3DMG|1CDMG|1AAC	1AAC|2578VULN|358DMG|4RCR|58BPWR|689FEWX|aCDMG
144	32112 16313	 * 	198.86	DCR|3VULN|1MDPS|2DMG|1AART|1AAC	1LEGI|2MLV|36DMG|4MDPS|56aVULN|6BPWR|7AAC|8RCR|9AART
145	36112 16313	   	198.86	DCR|3VULN|2DMG|1MDPS|1AART|1AAC	1LEGI|2CGEN|36DMG|4MDPS|56aVULN|6BPWR|7AAC|8RCR|9AART
146	36152 16313	   	198.86	DCR|3VULN|2DMG|1MDPS|1AART|1AAC	1LEGI|2CGEN|36DMG|46aVULN|5MDPS|6BPWR|7AAC|8RCR|9AART
147	21431 62542	   	198.82	ACR|3VULN|2DMG|2ASPD|2DUR|1AAC	1AAC|25aVULN|36ASPD|4RCR|7aDMG|8MBVNT|9aDUR|aBPWR
148	33112 16313	   	198.76	DCR|3VULN|1MDPS|2DMG|1AART|1AAC	1LEGI|2ERES|36DMG|4MDPS|56aVULN|6BPWR|7AAC|8RCR|9AART
149	21415 12521	 * 	198.58	DCR|4VULN|3ASPD|1MDPS|1AAC	1AAC|2578VULN|368ASPD|4MDPS|8BPWR|9RCR|aAME
150	21415 12522	   	198.58	DCR|4VULN|3ASPD|1MDPS|1AAC	1AAC|2578VULN|368ASPD|4MDPS|8BPWR|9RCR|aCGEN
151	21115 13323	 * 	198.50	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|25VULN|3DMG|4MDPS|6aASPD|7DUR|8RCR|9CDMG
152	21415 12523	   	198.48	DCR|4VULN|3ASPD|1MDPS|1AAC|1MSE	1AAC|2578VULN|368ASPD|4MDPS|8BPWR|9RCR|aMSE
153	21133 13633	   	198.44	ACR|4VULN|3DMG|2ZMB|1AAC	1AAC|259aVULN|35aDMG|4RCR|5aBPWR|6RPLT|7RCVC|8aZMB
154	14152 52312	   	198.43	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1AME|26VULN|3DMG|4ZMB|5DUR|7MDPS|8RCR|9AART|aCDMG
155	14413 36312	 * 	198.43	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|27VULN|3ASPD|4MDPS|5ZMB|6DUR|8RCR|9AART|aCDMG
156	34131 12511	   	198.29	ACR|3VULN|3ASPD|2DMG	1LEGI|268ASPD|38DMG|4RCR|578VULN|8BPWR|9CGEN|aRPLT
157	34131 12513	   	198.29	ACR|3VULN|3ASPD|2DMG	1LEGI|268ASPD|38DMG|4RCR|578VULN|8BPWR|9aCGEN
158	34131 12515	   	198.29	ACR|3VULN|3ASPD|2DMG	1LEGI|268ASPD|38DMG|4RCR|578VULN|8BPWR|9CGEN|aMLV
