0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	橙5易伤1伤害1时间1暴击	1基地爆炸2345a易伤6时间7暴击8伤害9核
49	24412 31253	10	   	266.22	橙5易伤2时间	1低血量敌人2345a易伤69时间7核8雷电
50	22312 13416	9	   	265.90	橙3易伤2时间1伤害1等级1暴击	17低血量敌人2伤害347易伤5随机矿67时间7序列升级8等级9暴击a核
51	34412 35333	10	   	265.81	橙4易伤1伤害1时间1暴击	1基地爆炸2345易伤6时间7暴击8伤害9核a雷电
52	34412 31431	9	   	265.63	橙4易伤2时间1等级1攻速	1基地爆炸2345易伤69时间7核8等级a攻速
53	24412 31332	9	   	265.25	橙4易伤3时间1暴击	1低血量敌人2345易伤689时间7核a暴击
54	22314 33463	8	 * 	264.02	橙4易伤1伤害2暴击1等级	17低血量敌人2伤害3479易伤5平台67暴击7序列升级8等级a核
55	22313 23465	9	   	263.39	橙5易伤1伤害1时间	1低血量敌人2伤害3469a易伤5最后敌人7核8时间
56	24412 23261	5	   	263.39	橙5易伤1伤害1时间	1低血量敌人23459易伤6基地爆炸7伤害8核a时间
57	34412 13261	5	   	263.39	橙5易伤1伤害1时间	1基地爆炸23459易伤6低血量敌人7伤害8核a时间
58	24115 32126	4	   	263.29	橙5易伤1伤害1等级	1低血量敌人24589易伤3掉矿6核7等级a伤害
59	24412 34322	5	   	263.29	橙5易伤1伤害1时间	1低血量敌人23456易伤7赏金塔8时间9伤害a核
60	24413 32126	4	   	263.29	橙5易伤1伤害1等级	1低血量敌人23489易伤5掉矿6核7等级a伤害
61	24423 32126	3	   	263.29	橙5易伤1伤害1等级	1低血量敌人23489易伤5掉矿6核7等级a伤害
62	34115 32126	4	   	263.29	橙5易伤1伤害1等级	1基地爆炸24589易伤3掉矿6核7等级a伤害
63	34412 31226	7	   	263.29	橙5易伤1伤害1时间	1基地爆炸23459易伤6时间7核8挖尘a伤害
64	34413 32126	4	   	263.29	橙5易伤1伤害1等级	1基地爆炸23489易伤5掉矿6核7等级a伤害
65	24412 25221	10	   	263.16	橙4易伤1伤害1等级1攻速	1低血量敌人2345易伤6等级7雷电8伤害9攻速a核
66	34412 24221	10	   	263.16	橙4易伤1伤害1等级1攻速	1基地爆炸2345易伤6攻速7等级8雷电9伤害a核
67	24412 31423	10	   	262.93	橙4易伤2时间1等级	1低血量敌人2345易伤6a时间7核8等级9雷电
68	34412 31423	10	   	262.93	橙4易伤2时间1等级	1基地爆炸2345易伤6a时间7核8等级9雷电
69	24412 31222	10	   	262.64	橙5易伤1时间1攻速	1低血量敌人2345a易伤6时间7核8雷电9攻速
70	34412 31222	10	   	262.64	橙5易伤1时间1攻速	1基地爆炸2345a易伤6时间7核8雷电9攻速
71	24412 31333	9	   	262.60	橙4易伤3时间1攻速	1低血量敌人2345易伤689时间7核a攻速
72	24412 31413	10	   	262.00	橙4易伤1时间1等级1暴击	1低血量敌人2345易伤6时间7核8等级9暴击a雷电
73	34412 31413	10	   	262.00	橙4易伤1时间1等级1暴击	1基地爆炸2345易伤6时间7核8等级9暴击a雷电
74	22316 34521	5	   	261.64	橙4易伤2伤害1时间	159低血量敌人29伤害3489易伤6核7平台9序列升级a时间
75	22316 34521	4	   	261.64	橙4易伤2伤害1时间	159低血量敌人29伤害3489易伤6核7平台9序列升级a时间
76	24512 31126	9	   	261.44	橙4易伤2伤害1时间	13低血量敌人2458易伤6时间7核9a伤害
77	24213 22526	7	   	261.40	橙4易伤2伤害1时间1卖塔	19低血量敌人2689易伤3卖塔4最后敌人5时间79伤害9序列升级a核
78	24412 33216	6	   	261.34	橙4易伤2伤害1时间	1低血量敌人2345易伤6时间7a伤害8核9掉矿
79	24412 31334	10	   	261.26	橙4易伤3时间1全技能	1低血量敌人2345易伤689时间7核a全技能
80	31413 22662	3	 * 	261.14	橙4易伤3伤害	178基地爆炸2a最后敌人389a易伤48a伤害5赏金塔6核8a序列升级
81	31413 22662	4	   	261.14	橙4易伤3伤害	178基地爆炸2a最后敌人389a易伤48a伤害5赏金塔6核8a序列升级
82	22312 33465	9	   	260.10	橙4易伤1伤害1等级1时间	1低血量敌人2伤害349a易伤5随机矿6等级7核8时间
83	24412 24322	10	   	260.10	橙4易伤1伤害1等级1时间	1低血量敌人2345易伤6等级7矿等8时间9伤害a核
84	24412 22322	10	   	260.00	橙4易伤1伤害1时间1等级	1低血量敌人2345易伤6等级7掉矿8时间9伤害a核
85	24412 31252	9	   	259.91	橙4易伤3时间	1低血量敌人2345易伤69a时间7核8雷电
86	24412 31362	8	   	259.91	橙4易伤3时间	1低血量敌人2345易伤68a时间7核9雷电
87	24412 34212	10	 * 	259.79	橙4易伤2时间2攻速	18低血量敌人2345易伤68时间78攻速8序列升级9最后敌人a核
88	24412 34222	10	   	259.69	橙4易伤2时间2攻速	18低血量敌人2345易伤68时间78攻速8序列升级9挖尘a核
89	24412 31125	9	   	259.58	橙5易伤1等级1时间	1低血量敌人23458易伤6时间7核9金币生成a等级
90	24412 31135	9	   	259.58	橙5易伤1等级1时间	1低血量敌人23458易伤6时间7核9策反a等级
91	34412 31125	9	   	259.58	橙5易伤1等级1时间	1基地爆炸23458易伤6时间7核9金币生成a等级
92	34412 31135	9	   	259.58	橙5易伤1等级1时间	1基地爆炸23458易伤6时间7核9策反a等级
93	24115 32125	4	   	259.48	橙5易伤1时间1等级	1低血量敌人24589易伤3掉矿6核7等级a时间
94	24412 31115	9	   	259.48	橙5易伤1时间1等级	1低血量敌人23458易伤6时间7核9掉矿a等级
95	24413 32125	4	   	259.48	橙5易伤1时间1等级	1低血量敌人23489易伤5掉矿6核7等级a时间
96	24423 32125	3	   	259.48	橙5易伤1时间1等级	1低血量敌人23489易伤5掉矿6核7等级a时间
97	34115 32125	4	   	259.48	橙5易伤1等级1时间	1基地爆炸24589易伤3掉矿6核7等级a时间
98	34412 31115	9	   	259.48	橙5易伤1等级1时间	1基地爆炸23458易伤6时间7核9掉矿a等级
99	34413 32125	4	   	259.48	橙5易伤1等级1时间	1基地爆炸23489易伤5掉矿6核7等级a时间
100	24412 31421	10	   	259.35	橙4易伤1等级1时间1攻速	1低血量敌人2345易伤6时间7核8等级9雷电a攻速
101	34412 31421	10	   	259.35	橙4易伤1等级1时间1攻速	1基地爆炸2345易伤6时间7核8等级9雷电a攻速
102	22316 34522	5	   	259.04	橙4易伤2伤害1暴击	159低血量敌人29伤害3489易伤6核7平台9序列升级a暴击
103	22316 34522	4	   	259.04	橙4易伤2伤害1暴击	159低血量敌人29伤害3489易伤6核7平台9序列升级a暴击
104	44262 32322	7	 * 	258.86	橙3易伤2伤害2暴击1时间1核弹	1核弹29暴击3立即金币4时间5随机矿69a易伤79伤害8核9序列升级
105	22314 33635	9	   	258.77	橙4易伤1伤害2暴击1攻速	17低血量敌人2伤害347a易伤5平台67暴击7序列升级8核9攻速
106	21434 53122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人2最后敌人3478易伤5立即金币67时间7序列升级9伤害a核
107	21436 53122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人25最后敌人3478易伤67时间7序列升级9伤害a核
108	22313 13162	8	   	258.64	橙4易伤2时间1伤害	1a低血量敌人2伤害348a易伤5最后敌人6金币生成7核9a时间a序列升级
109	22313 13462	7	   	258.64	橙4易伤2时间1伤害	1a低血量敌人2伤害348a易伤5最后敌人6金币生成7核9a时间a序列升级
110	22313 25322	9	   	258.64	橙4易伤2时间1伤害	1a低血量敌人2伤害346a易伤5最后敌人7矿等8a时间9核a序列升级
111	24411 53122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人2348易伤57最后敌人67时间7序列升级9伤害a核
112	24414 13122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人2348易伤57敌人爆炸67时间7序列升级9伤害a核
113	26433 13122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人25敌人爆炸3478易伤67时间7序列升级9伤害a核
114	26434 13122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人26敌人爆炸3478易伤57时间7序列升级9伤害a核
115	26434 23122	10	   	258.64	橙4易伤2时间1伤害	17低血量敌人2敌人爆炸3478易伤57时间6立即金币7序列升级9伤害a核
116	34411 13122	10	   	258.64	橙4易伤2时间1伤害	17基地爆炸2348易伤57最后敌人67时间7序列升级9伤害a核
117	34414 13122	10	   	258.64	橙4易伤2时间1伤害	17基地爆炸2348易伤57敌人爆炸67时间7序列升级9伤害a核
118	56433 13122	10	   	258.64	橙4易伤2时间1伤害	17最后敌人25敌人爆炸3478易伤67时间7序列升级9伤害a核
119	22313 23362	8	   	258.54	橙4易伤2时间1伤害	1a低血量敌人2伤害346a易伤5最后敌人7核8掉矿9a时间a序列升级
120	22313 23415	9	   	258.44	橙4易伤2时间1伤害	1低血量敌人2伤害346a易伤5最后敌人7核89时间
121	22313 23435	8	   	258.44	橙4易伤2时间1伤害	1低血量敌人2伤害346a易伤5最后敌人7核89时间
122	24412 31316	9	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9随机矿a伤害
123	24412 31321	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a金币生成
124	24412 31322	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a随机矿
125	24412 31322	9	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a平台
126	24412 31323	9	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a基地爆炸
127	24412 31325	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a额外掉落
128	24412 31336	8	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9金币生成a伤害
129	24412 31343	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9金币生成a伤害
130	24412 31353	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9基地爆炸a伤害
131	24412 31363	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9敌人爆炸a伤害
132	54411 31133	10	   	258.44	橙4易伤2时间1伤害	15最后敌人2348易伤69时间7核a伤害
133	22313 23462	9	   	258.44	橙4易伤2时间1伤害	1低血量敌人2伤害3469易伤5最后敌人7核8a时间
134	24411 23322	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2346易伤5最后敌人78时间9伤害a核
135	24412 23252	5	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤6基地爆炸7伤害8核9a时间
136	24412 32322	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7基地爆炸9伤害a核
137	24412 33242	6	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤6a时间7伤害8核9最后敌人
138	24412 33252	6	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤69时间7伤害8核a平台
139	24412 33253	6	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤69时间7伤害8核a基地爆炸
140	24412 33612	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤67时间8伤害9最后敌人a核
141	24412 43322	10	   	258.44	橙4易伤2时间1伤害	1低血量敌人2345易伤6敌人爆炸78时间9伤害a核
142	24512 31133	10	   	258.44	橙4易伤2时间1伤害	13低血量敌人2458易伤69时间7核a伤害
143	34412 13252	5	   	258.44	橙4易伤2时间1伤害	1基地爆炸2345易伤6低血量敌人7伤害8核9a时间
144	54413 23322	10	   	258.44	橙4易伤2时间1伤害	1最后敌人2346易伤5低血量敌人78时间9伤害a核
145	24412 31324	9	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a赏金邻近
146	24412 31325	9	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a掉矿
147	24412 31326	10	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤68时间7核9伤害a挖尘
148	24412 33522	10	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤67时间8挖尘9伤害a核
149	24412 33622	10	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤67时间8伤害9挖尘a核
150	24412 53322	10	   	258.34	橙4易伤2时间1伤害	1低血量敌人2345易伤6挖尘78时间9伤害a核
151	34412 33622	10	   	258.34	橙4易伤2时间1伤害	1基地爆炸2345易伤68时间7挖尘9伤害a核
152	24412 31126	9	   	258.11	橙5易伤2时间	1a低血量敌人23458易伤6a时间7核9a金币生成a序列升级
153	24412 31136	9	   	258.11	橙5易伤2时间	1a低血量敌人23458易伤6a时间7核9a策反a序列升级
154	34412 31126	9	   	258.11	橙5易伤2时间	1a基地爆炸23458易伤6a时间7核9a金币生成a序列升级
155	34412 31136	9	   	258.11	橙5易伤2时间	1a基地爆炸23458易伤6a时间7核9a策反a序列升级
156	34412 31353	9	   	258.01	橙4易伤1等级1时间1全技能	1基地爆炸2345易伤6时间7核8全技能9雷电a等级
157	24412 31115	7	   	257.91	橙5易伤2时间	1低血量敌人23458易伤6a时间7核9敌人爆炸
158	24412 31115	8	   	257.91	橙5易伤2时间	1低血量敌人23458易伤6a时间7核9敌人爆炸
159	24412 31116	9	   	257.91	橙5易伤2时间	1a低血量敌人23458易伤6a时间7核9a掉矿a序列升级
160	24412 31131	7	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a基地爆炸
161	24412 31131	8	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a基地爆炸
162	24412 31134	8	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a敌人爆炸
163	24412 31134	7	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a敌人爆炸
164	24412 31136	8	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a策反
165	24412 31136	7	   	257.91	橙5易伤2时间	1低血量敌人23458易伤69时间7核a策反
166	24412 31321	8	   	257.91	橙5易伤2时间	1低血量敌人23459易伤68时间7核a基地爆炸
167	24412 31324	8	   	257.91	橙5易伤2时间	1低血量敌人23459易伤68时间7核a敌人爆炸
168	24412 31326	8	   	257.91	橙5易伤2时间	1低血量敌人23459易伤68时间7核a策反
169	24412 31621	7	   	257.91	橙5易伤2时间	1低血量敌人23459易伤68时间7核a基地爆炸
170	34412 31115	7	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9敌人爆炸
171	34412 31115	8	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9敌人爆炸
172	34412 31116	9	   	257.91	橙5易伤2时间	1a基地爆炸23458易伤6a时间7核9a掉矿a序列升级
173	34412 31121	9	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9金币生成
174	34412 31131	8	   	257.91	橙5易伤2时间	1基地爆炸23458易伤69时间7核a敌人爆炸
175	34412 31131	7	   	257.91	橙5易伤2时间	1基地爆炸23458易伤69时间7核a敌人爆炸
176	34412 31131	9	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9策反
177	34412 31136	8	   	257.91	橙5易伤2时间	1基地爆炸23458易伤69时间7核a策反
178	34412 31136	7	   	257.91	橙5易伤2时间	1基地爆炸23458易伤69时间7核a策反
179	34412 31151	9	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9矿等
180	34412 31161	7	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9金币生成
181	34412 31161	8	   	257.91	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9金币生成
182	34412 31325	7	   	257.91	橙5易伤2时间	18基地爆炸23459易伤6a时间7核
183	34412 31621	7	   	257.91	橙5易伤2时间	1基地爆炸23459易伤68时间7核a敌人爆炸
184	24512 31125	7	   	257.91	橙5易伤2时间	13低血量敌人24589易伤6a时间7核
185	24512 31125	8	   	257.91	橙5易伤2时间	13低血量敌人24589易伤6a时间7核
186	34412 31111	9	   	257.81	橙5易伤2时间	1基地爆炸23458易伤6a时间7核9掉矿
187	34412 31225	7	   	257.81	橙5易伤2时间	1基地爆炸23459易伤6a时间7核8挖尘
188	24412 31226	10	   	257.68	橙4易伤2时间1攻速	1低血量敌人2345易伤6a时间7核8雷电9攻速
189	34412 31226	10	   	257.68	橙4易伤2时间1攻速	1基地爆炸2345易伤6a时间7核8雷电9攻速
190	22311 25366	9	   	257.50	橙4易伤1伤害1时间1暴击	1低血量敌人2伤害3469易伤5矿等7暴击8时间a核
191	22311 43166	9	   	257.50	橙4易伤1伤害1时间1暴击	1低血量敌人2伤害3489易伤5矿等6暴击7时间a核
192	22312 43166	9	   	257.50	橙4易伤1伤害1时间1暴击	1低血量敌人2伤害3489易伤5随机矿6暴击7时间a核
193	34412 35333	9	   	257.50	橙4易伤1伤害1时间1暴击	1基地爆炸2345易伤6时间7暴击8伤害9核a低血量敌人
194	34412 35332	10	   	257.40	橙4易伤1伤害1时间1暴击	1基地爆炸2345易伤6时间7暴击8伤害9核a掉矿
195	34412 35331	10	   	257.26	橙4易伤1伤害1时间1暴击1卖塔	1基地爆炸2345易伤6时间7暴击8伤害9核a卖塔
196	24434 23122	8	 * 	257.26	紫4易伤3时间2伤害	17a低血量敌人237a易伤4核567时间7a序列升级8a伤害9赏金邻近
197	24412 31512	9	   	256.98	橙5易伤1时间1暴击	1低血量敌人2345a易伤6时间7核8随机矿9暴击
198	24412 31612	9	   	256.98	橙5易伤1时间1暴击	1低血量敌人2345a易伤6时间7核8策反9暴击
199	34412 31512	9	   	256.98	橙5易伤1时间1暴击	1基地爆炸2345a易伤6时间7核8随机矿9暴击
200	34412 31612	9	   	256.98	橙5易伤1时间1暴击	1基地爆炸2345a易伤6时间7核8策反9暴击
201	24412 31152	7	   	256.98	橙5易伤1时间1暴击	1低血量敌人23458易伤6时间7核9立即金币a暴击
202	24412 31152	8	   	256.98	橙5易伤1时间1暴击	1低血量敌人23458易伤6时间7核9立即金币a暴击
203	24413 61122	8	   	256.98	橙5易伤1等级1暴击	1低血量敌人23489易伤5随机矿6等级7核a暴击
204	24413 61122	7	   	256.98	橙5易伤1等级1暴击	1低血量敌人23489易伤5随机矿6等级7核a暴击
205	24413 61122	9	   	256.98	橙5易伤1等级1暴击	1低血量敌人23489易伤5随机矿6等级7核a暴击
206	24512 31122	7	   	256.98	橙5易伤1时间1暴击	13低血量敌人24589易伤6时间7核a暴击
207	24512 31122	8	   	256.98	橙5易伤1时间1暴击	13低血量敌人24589易伤6时间7核a暴击
208	24512 32622	5	   	256.98	橙5易伤1时间1暴击	13低血量敌人24569易伤7核8时间a暴击
209	34412 14322	8	   	256.98	橙5易伤1时间1暴击	1基地爆炸23459易伤6双倍矿7核8时间a暴击
210	34412 31152	7	   	256.98	橙5易伤1时间1暴击	1基地爆炸23458易伤6时间7核9立即金币a暴击
211	34412 31152	8	   	256.98	橙5易伤1时间1暴击	1基地爆炸23458易伤6时间7核9立即金币a暴击
212	34412 31322	7	   	256.98	橙5易伤1时间1暴击	18基地爆炸23459易伤6时间7核a暴击
213	34452 31122	7	   	256.98	橙5易伤1时间1暴击	1基地爆炸23589易伤4双倍矿6时间7核a暴击
214	34452 31122	8	   	256.98	橙5易伤1时间1暴击	1基地爆炸23589易伤4双倍矿6时间7核a暴击
215	34462 31122	8	   	256.98	橙5易伤1时间1暴击	1基地爆炸23589易伤4立即金币6时间7核a暴击
216	34462 31122	7	   	256.98	橙5易伤1时间1暴击	1基地爆炸23589易伤4立即金币6时间7核a暴击
217	54411 31122	7	   	256.98	橙5易伤1时间1暴击	15最后敌人23489易伤6时间7核a暴击
218	54411 31122	8	   	256.98	橙5易伤1时间1暴击	15最后敌人23489易伤6时间7核a暴击
219	24115 32122	4	   	256.88	橙5易伤1等级1暴击	1低血量敌人24589易伤3掉矿6核7等级a暴击
220	24413 32122	4	   	256.88	橙5易伤1等级1暴击	1低血量敌人23489易伤5掉矿6核7等级a暴击
221	24423 32122	3	   	256.88	橙5易伤1等级1暴击	1低血量敌人23489易伤5掉矿6核7等级a暴击
222	34115 32122	4	   	256.88	橙5易伤1等级1暴击	1基地爆炸24589易伤3掉矿6核7等级a暴击
223	34413 32122	4	   	256.88	橙5易伤1等级1暴击	1基地爆炸23489易伤5掉矿6核7等级a暴击
224	54115 32122	4	   	256.88	橙5易伤1等级1暴击	1最后敌人24589易伤3掉矿6核7等级a暴击
225	54413 32122	4	   	256.88	橙5易伤1等级1暴击	1最后敌人23489易伤5掉矿6核7等级a暴击
226	54423 32122	3	   	256.88	橙5易伤1等级1暴击	1最后敌人23489易伤5掉矿6核7等级a暴击
227	24412 11631	10	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a最后敌人
228	24412 11632	10	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a立即金币
229	24412 11632	9	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a最后敌人
230	24412 11632	8	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a最后敌人
231	24412 11633	9	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a金币生成
232	24412 11633	10	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a额外掉落
233	24412 11633	8	   	256.80	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a金币生成
234	24412 11631	8	   	256.70	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a赏金邻近
235	24412 11631	9	   	256.70	橙5易伤1伤害1全技能	1低血量敌人23457易伤6全技能8伤害9核a赏金邻近
236	22313 21424	3	 * 	256.17	橙4易伤1伤害3等级	18a低血量敌人2伤害378a易伤4雷电5矿等68a等级8a序列升级9核
237	22343 21424	4	   	256.17	橙4易伤1伤害3等级	18a低血量敌人2伤害378a易伤4雷电5矿等68a等级8a序列升级9核
238	22332 21424	4	   	256.07	橙4易伤1伤害3等级	18a低血量敌人2伤害378a易伤4掉矿5雷电68a等级8a序列升级9核
239	22342 21424	5	   	256.07	橙4易伤1伤害3等级	18a低血量敌人2伤害378a易伤4雷电5掉矿68a等级8a序列升级9核
240	22334 33435	7	 * 	255.86	橙3易伤2时间2等级1伤害	18低血量敌人2伤害38a易伤4掉矿59时间68等级7核8序列升级
241	32316 21122	2	 * 	255.55	橙2易伤3伤害3时间	146基地爆炸29a伤害3掉矿56a时间6a序列升级7a易伤8核
