0	Index      	 *	Score 	Summary	Detail	
1	64112 31511	 * 	211.20	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9VULN|aNUKE
34	66133 23421	 * 	193.17	ACR|4VULN|1AART|1DMG|1CDMG	1MULARM|2RCR|3AART|478aVULN|5TLV|6CDMG|9DMG
35	66133 23523	 * 	193.16	ACR|2VULN|2AART|2DMG|1CDMG	1MULARM|2RCR|38AART|47VULN|5TLV|6CDMG|9aDMG
36	13243 31334	 * 	192.78	DCR|3ASPD|2VULN|1AART|1AAC	1AAC|2BELT|35aASPD|4ERES|6aLWND|7RCR|8aVULN|9AART|aBPWR
37	62612 32533	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2BEXP|3MLV|4aVULN|5CDMG|6RCR|7DMG|8DUR|9AART
38	62622 32533	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2BEXP|3MLV|4DUR|5CDMG|6RCR|7DMG|8AART|9aVULN
39	63612 32613	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3MLV|4aVULN|5CDMG|6RCR|7DMG|8AART|9RMIN
40	63612 32632	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3MLV|49VULN|5CDMG|6RCR|7DMG|8AART|aRMIN
41	62131 32142	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2BEXP|3AART|4aVULN|5LIT|6RCR|7DMG|8DUR|9CDMG
42	63131 31642	 * 	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MULARM|2DUR|3AART|4aVULN|5LIT|6RCR|7LWND|8ASPD|9CDMG
43	63131 32242	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|4aVULN|5LIT|6RCR|7DMG|8LWND|9CDMG
44	63131 32342	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|4aVULN|5LIT|6RCR|7DMG|8BEXP|9CDMG
45	63131 32442	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|4aVULN|5LIT|6RCR|7DMG|8LHND|9CDMG
46	63212 32613	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|4aVULN|5CDMG|6RCR|7DMG|8AART|9RMIN
47	63212 32632	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7DMG|8AART|aRMIN
48	63212 32634	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7DMG|8AART|aLHND
49	63212 32635	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7DMG|8AART|aLWND
50	63212 32643	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|4aVULN|5CDMG|6RCR|7DMG|8AART|9LWND
51	62212 32533	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2BEXP|3TLV|4aVULN|5CDMG|6RCR|7DMG|8DUR|9AART
52	62222 32533	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2BEXP|3TLV|4DUR|5CDMG|6RCR|7DMG|8AART|9aVULN
53	63252 32633	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|4LHND|5CDMG|6RCR|7DMG|8AART|9aVULN
54	63612 32133	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3MLV|4aVULN|5CDMG|6RCR|7DMG|8DUST|9AART
55	63612 32631	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3MLV|49VULN|5CDMG|6RCR|7DMG|8AART|aDUST
56	64131 32142	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUST|3AART|4aVULN|5LIT|6RCR|7DMG|8DUR|9CDMG
57	64622 32233	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUST|3MLV|4DUR|5CDMG|6RCR|7DMG|8aVULN|9AART
58	63212 32133	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|4aVULN|5CDMG|6RCR|7DMG|8DUST|9AART
59	63212 32631	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7DMG|8AART|aDUST
60	64212 32533	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUST|3TLV|4aVULN|5CDMG|6RCR|7DMG|8DUR|9AART
61	64222 32233	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUST|3TLV|4DUR|5CDMG|6RCR|7DMG|8aVULN|9AART
62	64222 32533	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUST|3TLV|4DUR|5CDMG|6RCR|7DMG|8AART|9aVULN
63	13363 11541	   	191.83	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4RMIN|59ASPD|69VULN|7RPLT|8RCR|9BPWR|aMLV
64	13363 11542	   	191.83	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4RMIN|59ASPD|69VULN|7RPLT|8RCR|9BPWR|aFEWX
65	13343 11531	   	191.73	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4ERES|59ASPD|69VULN|7RPLT|8RCR|9BPWR|aMLV
66	13343 11532	   	191.73	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4ERES|59ASPD|69VULN|7RPLT|8RCR|9BPWR|aFEWX
67	63134 24484	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1MULARM|2DUR|3AART|49aVULN|5MBVNT|6DMG|7RCR|8MLV
68	13343 11534	   	191.63	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4ERES|59ASPD|69VULN|7RPLT|8RCR|9BPWR|aTLV
69	13343 11535	   	191.63	DCR|2VULN|2DMG|2ASPD|1AAC	1AAC|2BELT|39DMG|4aERES|59ASPD|69VULN|7RPLT|8RCR|9BPWR
70	63134 24834	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	1MULARM|2DUR|3AART|48aVULN|5MBVNT|6DMG|7RCR|9TLV
71	31164 12621	 * 	191.30	DCR|4VULN|1AART|1CDMG	1CGEN|2468VULN|3TLV|5DUST|7AART|9RCR|aCDMG
72	64112 31512	   	191.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9VULN|aAELBLL
73	64112 31513	   	191.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9VULN|aLHND
74	64112 31522	   	191.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9LHND|aVULN
75	64112 31532	   	191.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9LWND|aVULN
76	12614 32125	 * 	191.06	DCR|3DMG|2VULN|1ASPD|1AAC	1AAC|27DUST|37VULN|4MLV|5LIT|678DMG|7BPWR|9RCR|aASPD
77	16114 32125	   	191.06	DCR|3DMG|2VULN|1ASPD|1AAC	1AAC|27VULN|37TLV|4FEWX|5LIT|678DMG|7BPWR|9RCR|aASPD
78	16124 32125	   	191.06	DCR|3DMG|2VULN|1ASPD|1AAC	1AAC|27VULN|37TLV|4BEXP|5LIT|678DMG|7BPWR|9RCR|aASPD
79	63112 16212	   	190.94	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	1aMULARM|27DUR|3AART|4aZMB|5ASPD|6MLV|8RCR|9aVULN|aBPWR
80	63222 11636	   	190.92	DCR|3VULN|1AART|1DMG|2DUR	1MULARM|24DUR|3TLV|589VULN|6AART|7DMG|aRCR
81	63112 36212	   	190.84	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	1aMULARM|27DUR|3AART|4aZMB|5ASPD|6TLV|8RCR|9aVULN|aBPWR
82	63112 13254	 * 	190.51	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MULARM|2DUR|37AART|4ZMB|5ASPD|6MLV|8RCR|9DMG|aCDMG
83	63112 33254	   	190.41	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MULARM|2DUR|37AART|4ZMB|5ASPD|6TLV|8RCR|9DMG|aCDMG
84	63134 24811	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|48VULN|5MBVNT|6DMG|7RCR|9FEWX|aCDMG
85	63134 24821	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|48VULN|5MBVNT|6DMG|7RCR|9DUST|aCDMG
86	31511 52522	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13CGEN|28VULN|4DUR|5AART|6ASPD|7TLV|9RCR|aDMG
87	35153 36332	 * 	189.86	DCR|2VULN|2DMG|1ASPD|1CDMG	1CGEN|2CDMG|39LIT|49VULN|5ASPD|69DMG|7DUST|8LHND|9BPWR|aRCR
88	62112 13211	   	189.73	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1MULARM|2BEXP|37AART|4ZMB|5ASPD|6MLV|8RCR|9VULN|aDMG
89	23263 11422	   	189.70	DCR|3VULN|1AART|1DMG|1ZMB	1LHND|2ZMB|3CGEN|456VULN|7TLV|8AART|9RCR|aDMG
90	62112 33211	   	189.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1MULARM|2BEXP|37AART|4ZMB|5ASPD|6TLV|8RCR|9VULN|aDMG
91	63212 32614	 * 	189.40	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aMULARM|2DUR|3aTLV|4VULN|5CDMG|6RCR|7aDMG|8AART|9RMIN|aBPWR
92	33636 54134	   	189.39	DCR|4VULN|1AART|1ZMB	1CGEN|26DUST|369aVULN|4MBVNT|5AART|6BPWR|7RCR|8ZMB
93	31164 12622	 * 	189.31	DCR|5VULN|1AART	1CGEN|2468aVULN|3TLV|5DUST|7AART|9RCR
94	16162 31413	 * 	189.26	DCR|3VULN|2ASPD|2AAC|2DUR	15AAC|24aVULN|37TLV|6RCR|8aDUR|9aASPD|aBPWR
95	31165 12421	   	189.11	DCR|3VULN|1AART|1CDMG|2DUR	1CGEN|246VULN|3TLV|58DUR|7AART|9RCR|aCDMG
96	63531 32251	   	188.93	DCR|2DMG|1VULN|1AART|2DUR|1ZMB	18MULARM|28DUR|3LHND|4AART|5LIT|6RCR|78DMG|8BPWR|9VULN|aZMB
97	63121 32251	   	188.93	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18MULARM|28DUR|3AART|4BEXP|5LIT|6RCR|78DMG|8BPWR|9VULN|aZMB
98	31165 12422	   	188.71	DCR|4VULN|1AART|2DUR	1CGEN|246aVULN|3TLV|58DUR|7AART|9RCR
99	53263 13431	 * 	188.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3CGEN|456VULN|7CDMG|8LHND|9ASPD|aRCR
100	53263 13511	 * 	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3CGEN|456VULN|7CDMG|8DMG|9BEXP|aRCR
101	63142 21211	   	187.91	DCR|3DMG|1VULN|1AART|1DUR	1MULARM|2DUR|3AART|4RCVC|57aDMG|6FEWX|8RCR|9VULN
102	63143 31211	   	187.81	DCR|3DMG|1VULN|1AART|1DUR	1MULARM|2DUR|3AART|4RCVC|5DUST|67aDMG|8RCR|9VULN
103	31165 12322	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|246VULN|3TLV|5DUR|7AART|8MLV|9RCR|aDMG
104	31165 43331	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|247VULN|3TLV|5DUR|6DMG|8MLV|9RCR|aAART
105	63632 53211	   	187.60	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1MULARM|2DUR|3MLV|47AART|5ASPD|6AAC|8RCR|9VULN|aDMG
106	31165 12622	   	187.58	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|246VULN|3TLV|5DUR|7AART|8ERES|9RCR|aDMG
107	63232 53211	   	187.50	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1MULARM|2DUR|3TLV|47AART|5ASPD|6AAC|8RCR|9VULN|aDMG
108	64112 31521	   	187.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9LHND|aNUKE
109	64112 31531	   	187.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9LWND|aNUKE
110	63134 24371	   	187.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1MULARM|2DUR|3AART|4VULN|5MBVNT|69DMG|7RCR|8BEXP|aCDMG
111	12614 32124	 * 	187.25	DCR|3DMG|2VULN|1CDMG|1AAC	1AAC|27DUST|37VULN|4MLV|5LIT|678DMG|7BPWR|9RCR|aCDMG
112	16114 32124	   	187.25	DCR|3DMG|2VULN|1CDMG|1AAC	1AAC|27VULN|37TLV|4FEWX|5LIT|678DMG|7BPWR|9RCR|aCDMG
113	16124 32124	   	187.25	DCR|3DMG|2VULN|1CDMG|1AAC	1AAC|27VULN|37TLV|4BEXP|5LIT|678DMG|7BPWR|9RCR|aCDMG
114	63112 16211	   	187.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1MULARM|27DUR|3AART|4ZMB|5ASPD|6MLV|8RCR|9VULN|aDMG
115	15152 35213	 * 	187.20	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	1AAC|2LIT|3RCR|49VULN|5ASPD|67DMG|8DUR|aAART
116	63112 36211	   	187.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1MULARM|27DUR|3AART|4ZMB|5ASPD|6TLV|8RCR|9VULN|aDMG
117	12614 42122	 * 	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|27DUST|37VULN|4MLV|5LIT|67ASPD|7BPWR|8DMG|9CDMG|aRCR
118	16114 42122	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|27VULN|37TLV|4FEWX|5LIT|67ASPD|7BPWR|8DMG|9CDMG|aRCR
119	16124 42122	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|27VULN|37TLV|4BEXP|5LIT|67ASPD|7BPWR|8DMG|9CDMG|aRCR
120	16314 42122	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|27VULN|37ERES|4FEWX|5LIT|67ASPD|7BPWR|8DMG|9CDMG|aRCR
121	16324 42122	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|27VULN|37ERES|4BEXP|5LIT|67ASPD|7BPWR|8DMG|9CDMG|aRCR
122	35135 12215	 * 	186.21	DCR|2VULN|1MDPS|2DMG|1CDMG|1DUR	1CGEN|2CDMG|3LIT|45DMG|6DUR|78VULN|9RCR|aMDPS
123	35132 31351	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3LIT|4DMG|5AART|6BELT|7aVULN|8DUR|9RCR
124	63135 21262	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2DUR|3AART|4aVULN|5FEWX|6DMG|7CDMG|8LIT|9RCR
125	61312 56211	   	186.03	DCR|2VULN|2DMG|1CDMG|1AAC|1ZMB	19MULARM|2AAC|3FEWX|49VULN|5CDMG|6DUST|7RCR|89DMG|9BPWR|aZMB
126	35135 32224	   	186.00	DCR|2VULN|2DMG|1CDMG|1DUR	19CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|aDUR
127	63112 54112	   	185.96	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7LIT|8DMG|9RPLT|aVULN
128	35135 32234	   	185.76	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9SELL|aDUR
129	63153 42132	 * 	185.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1MULARM|2DUR|35AART|4TSLARM|6MDPS|7RCR|8CDMG|9VULN|aDMG
130	31461 23521	 * 	185.68	DCR|3VULN|1MDPS|1AART|1DMG	1CGEN|248VULN|34FEWX|4BPWR|5AART|6ERES|7DMG|9RCR|aMDPS
131	66133 23422	   	185.63	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MULARM|2RCR|3AART|478VULN|5TLV|6CDMG|9DMG|aDUR
132	35135 31314	   	185.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1CGEN|2CDMG|3LIT|45DMG|6RCR|7ERES|8VULN|9DUR|aASPD
133	31333 15421	 * 	185.58	DCR|3VULN|1MDPS|1AART|1ASPD	1CGEN|256VULN|3ERES|4LWND|7ASPD|8AART|9RCR|aMDPS
134	31343 15421	   	185.58	DCR|3VULN|1MDPS|1AART|1ASPD	1CGEN|256VULN|3ERES|4LHND|7ASPD|8AART|9RCR|aMDPS
135	31441 23521	   	185.58	DCR|3VULN|1MDPS|1AART|1DMG	1CGEN|248VULN|3FEWX|5AART|6ERES|7DMG|9RCR|aMDPS
136	35135 32262	   	185.51	DCR|2VULN|1MDPS|2DMG|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9RCVC|aMDPS
137	31333 45421	 * 	185.33	DCR|2VULN|2DMG|1MDPS|1AART	1CGEN|25VULN|3ERES|4LWND|67DMG|8AART|9RCR|aMDPS
138	16262 34333	   	185.27	DCR|3VULN|2AAC|1AART|1DMG	15AAC|24aVULN|3RMIN|6RCR|7FEWX|8AART|9DMG
139	16262 36222	   	185.27	DCR|3VULN|2AAC|1AART|1ASPD	15AAC|247VULN|3RMIN|6RCR|7BPWR|8ASPD|9AART|aFEWX
140	16162 34333	   	185.17	DCR|3VULN|2AAC|1AART|1DMG	15AAC|24aVULN|3TLV|6RCR|7FEWX|8AART|9DMG
141	16262 36223	   	185.17	DCR|3VULN|2AAC|1AART|1ASPD|1SELL	15AAC|247VULN|3RMIN|6RCR|7BPWR|8ASPD|9AART|aSELL
142	16362 34333	   	185.17	DCR|3VULN|2AAC|1AART|1DMG	15AAC|24aVULN|3ERES|6RCR|7FEWX|8AART|9DMG
143	15163 32213	   	185.07	ACR|3VULN|2DMG|1AART|1AAC|1DUR	1AAC|27LIT|3RCR|4TLV|579VULN|67DMG|7BPWR|8DUR|aAART
144	16162 31224	   	185.07	DCR|3VULN|2AAC|1AART|1ASPD	15AAC|24aVULN|37TLV|6RCR|8ASPD|9AART
145	16262 34332	   	185.03	DCR|2VULN|2DMG|2AAC|1AART	15AAC|24VULN|3RMIN|6RCR|7FEWX|8AART|9aDMG
146	62134 24844	   	184.98	DCR|3VULN|1AART|1DMG	1MULARM|2BEXP|3AART|48aVULN|5MBVNT|6DMG|7RCR|9RCVC
147	16162 34332	   	184.93	DCR|2VULN|2DMG|2AAC|1AART	15AAC|24VULN|3TLV|6RCR|7FEWX|8AART|9aDMG
148	16362 34332	   	184.93	DCR|2VULN|2DMG|2AAC|1AART	15AAC|24VULN|3ERES|6RCR|7FEWX|8AART|9aDMG
149	62134 24841	   	184.73	DCR|2VULN|2DMG|1AART	1MULARM|2BEXP|3AART|48VULN|5MBVNT|6aDMG|7RCR|9RCVC
150	64143 31211	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1MULARM|2DUST|3AART|4DUR|5AELBLL|67aDMG|8RCR|9VULN
151	63113 11543	   	184.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5RPLT|6aVULN|7RCR|8BEXP|9DMG
152	63134 24524	   	184.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4aVULN|5MBVNT|6DMG|7RCR|8ZMB|9AELBLL
153	66112 13612	 * 	184.17	ACR|2VULN|2AART|2ASPD|1ZMB	1aMULARM|2RCR|37AART|4ZMB|5aASPD|6MLV|8FEWX|9aVULN|aBPWR
154	33636 54123	   	184.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|26DUST|36VULN|4MBVNT|5AART|6BPWR|7RCR|8ZMB|9DMG|aDUR
155	66112 13412	   	184.07	ACR|2VULN|2AART|2ASPD|1ZMB	1aMULARM|2RCR|37AART|4ZMB|5aASPD|6MLV|8DUST|9aVULN|aBPWR
156	66112 33612	   	184.07	ACR|2VULN|2AART|2ASPD|1ZMB	1aMULARM|2RCR|37AART|4ZMB|5aASPD|6TLV|8FEWX|9aVULN|aBPWR
157	61312 56213	   	184.00	DCR|2VULN|2DMG|1CDMG|1AAC|1DUR	19MULARM|2AAC|3FEWX|49VULN|5CDMG|6DUST|7RCR|89DMG|9BPWR|aDUR
158	54232 36121	 * 	183.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|2MDPS|3CDMG|4LHND|5DUST|6AART|78VULN|9DMG|aRCR
