0	Index      	 *	Score 	Summary	Detail	
1	11542 36333	 * 	223.54	DCR|3VULN|3ASPD|1DMG|1ZMB|1DUR	19aVULN|236ASPD|4DMG|5ZMB|7DUR|8RCR
51	12623 15134	   	204.16	DCR|4VULN|1AART|1DMG	125aVULN|3DUST|4RMIN|6DMG|7LWND|8RCR|9AART
52	12623 42134	 * 	204.16	DCR|4VULN|1AART|1ASPD	125aVULN|3DUST|4RMIN|6ASPD|7FEWX|8RCR|9AART
53	11541 43222	   	203.98	DCR|2VULN|2DMG|2ASPD|1CDMG	18VULN|23ASPD|46DMG|5MLV|7CDMG|9LHND|aRCR
54	11346 62323	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	15VULN|2ASPD|3DUST|4LWND|6RCR|7CDMG|8DMG|9LIT|aAART
55	11521 26333	   	203.48	DCR|3VULN|3ASPD|1ZMB|1DUR	19aVULN|236ASPD|4ZMB|5MLV|7DUR|8RCR
56	12122 33333	   	203.33	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	129VULN|3LHND|4RMIN|5ASPD|6ZMB|7DUR|8RCR|aDMG
57	12213 33416	   	203.24	DCR|4VULN|2CDMG|2DUR|1ZMB	128aVULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|9ZMB
58	12213 33444	   	203.24	DCR|4VULN|2CDMG|2DUR|1ZMB	1289VULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|aZMB
59	11513 21532	   	202.80	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	156VULN|23ASPD|4CGEN|7DUR|8CDMG|9ZMB|aRCR
60	11526 23632	   	202.80	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	156VULN|23ASPD|4ZMB|7CGEN|8CDMG|9DUR|aRCR
61	11533 21532	   	202.80	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	156VULN|23ASPD|4AME|7DUR|8CDMG|9ZMB|aRCR
62	11363 23632	   	202.78	DCR|3VULN|2ASPD|2CDMG|1DUR	158VULN|26ASPD|38DUST|4RCVC|78CDMG|8BPWR|9DUR|aRCR
63	11653 25333	 * 	202.51	DCR|2VULN|2ASPD|1DMG|1NUKE|1DUR	19VULN|25ASPD|3DUR|4MLV|6LWND|7DMG|8RCR|aNUKE
64	12242 26431	   	202.51	DCR|3VULN|2ASPD|1DMG|1ZMB	12aVULN|3aCGEN|4DMG|5ZMB|6aASPD|7BELT|8RCR|9DMSP|aBPWR
65	33323 14563	 * 	202.41	DCR|2VULN|2DMG|1AART|1CDMG	1DMSP|2BEXP|35VULN|4RMIN|67DMG|8CDMG|9RCR|aAART
66	21253 12162	 * 	202.20	DCR|3VULN|1SPLARM|1AART|1ASPD|1DUR	1CANSTR|2AART|378VULN|4SPLARM|5VENFST|6DUR|9RCR|aASPD
67	11526 42312	   	202.09	DCR|4VULN|2ASPD|1ZMB	159aVULN|23ASPD|4ZMB|6RCR|7FEWX|8MLV
68	11526 43212	   	201.99	DCR|4VULN|2ASPD|1ZMB	159aVULN|23ASPD|4ZMB|6RCR|7TLV|8LWND
69	12623 45132	   	201.86	DCR|3VULN|1AART|1ASPD|2DUR	125VULN|3DUST|4RMIN|6ASPD|7aDUR|8RCR|9AART
70	11125 63333	   	201.84	DCR|3VULN|1ASPD|1DMG|2DUR|1ZMB	179VULN|2ASPD|37FEWX|4ZMB|5AME|67DUR|7BPWR|8RCR|aDMG
71	11543 43331	 * 	201.72	DCR|2VULN|2ASPD|1AART|1DMG	15VULN|23ASPD|4DMG|6RCR|7TLV|8DMSP|9DLOT|aAART
72	11542 36313	   	201.48	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|236ASPD|4DMG|5ZMB|7DUR|8RCR|9TLV|aCDMG
73	11522 26133	   	201.43	DCR|3VULN|2ASPD|1DMG|2ZMB|1AAC	169VULN|23ASPD|45ZMB|7AAC|8DMG|aRCR
74	11522 44121	 * 	201.35	DCR|2DMG|2ASPD|3ZMB|1VULN	1VULN|23ASPD|459ZMB|6RCR|7aDMG|8BEXP
75	11522 44221	   	201.35	DCR|2DMG|2ASPD|3ZMB|1VULN	1VULN|23ASPD|459ZMB|6RCR|7aDMG|8LWND
76	11252 13442	   	201.09	DCR|3VULN|2ASPD|2CDMG	189VULN|28ASPD|3LWND|4RMIN|5RCVC|6ERES|78CDMG|8BPWR|aRCR
77	12122 25346	   	200.94	DCR|3VULN|1ASPD|1DMG|1CDMG	12aVULN|3LHND|4RMIN|5ASPD|6LWND|7DMG|8RCR|9CDMG
78	12242 53422	 * 	200.68	DCR|3VULN|3DMG|2ZMB	128VULN|3CGEN|478DMG|58ZMB|6RPLT|8BPWR|9MLV|aRCR
79	11522 21535	 * 	200.64	DCR|2VULN|2ASPD|3ZMB|1CDMG|1DUR	16VULN|23ASPD|459ZMB|7DUR|8CDMG|aRCR
80	16223 42353	 * 	200.57	DCR|3CDMG|1VULN|1ASPD|1DMG|1NUKE|1ZMB	1VULN|2DUST|347CDMG|5ZMB|6DMG|8RCR|9ASPD|aNUKE
81	12123 33626	   	200.47	DCR|3VULN|2DMG|1CDMG	125VULN|3LHND|4RMIN|6CDMG|7RCR|8aDMG|9AME
82	14163 33413	   	200.40	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|2ERES|38FEWX|4RCVC|68CDMG|7RCR|8BPWR|9ZMB|aAART
83	11542 31252	 * 	200.40	DCR|3ASPD|1AART|1VULN|1DMG|1ZMB	1VULN|236ASPD|4DMG|5ZMB|7RCVC|8LIT|9RCR|aAART
84	14363 33413	   	200.20	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|2ERES|38DUST|4RCVC|68CDMG|7RCR|8BPWR|9ZMB|aAART
85	41532 36131	   	200.15	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AME|27VULN|3ASPD|4AART|5RMIN|6ZMB|8RCVC|9RCR|aDMG
86	41532 36133	   	200.15	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1AME|27VULN|3ASPD|4AART|5RMIN|6ZMB|8RCVC|9RCR|aNUKE
87	41532 36332	   	200.08	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	1AME|278VULN|3ASPD|4AART|5RMIN|6ZMB|9RCR|aAAC
88	11363 23355	 * 	200.07	DCR|3VULN|3ASPD|1CDMG	159VULN|269ASPD|3DUST|4RCVC|7CDMG|89CGEN|9BPWR|aRCR
89	14532 36131	   	200.05	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	17VULN|2ERES|3ASPD|4AART|5RMIN|6ZMB|8RCVC|9RCR|aDMG
90	14532 36133	   	200.05	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	17VULN|2ERES|3ASPD|4AART|5RMIN|6ZMB|8RCVC|9RCR|aNUKE
91	12213 33446	 * 	199.96	DCR|4VULN|3CDMG|2DUR	1289VULN|34CGEN|58DUR|68aCDMG|7RCR|8BPWR
92	12623 45133	   	199.95	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	125VULN|3DUST|4RMIN|6ASPD|7DUR|8RCR|9AART|aAAC
93	12253 33332	 * 	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	125VULN|3CGEN|4BEXP|6CDMG|7RCR|8AART|9LIT|aASPD
94	12323 21563	   	199.71	DCR|4VULN|1AART|1CDMG|1DUR	1256VULN|3AELBLL|4DUST|7DUR|8CDMG|9RCR|aAART
95	12633 21563	   	199.71	DCR|4VULN|1AART|1CDMG|1DUR	1256VULN|3DUST|4DMSP|7DUR|8CDMG|9RCR|aAART
96	12643 33332	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	125VULN|3DUST|4CGEN|6CDMG|7RCR|8AART|9LIT|aASPD
97	12122 33346	   	199.52	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	12aVULN|3LHND|4RMIN|5ASPD|6ZMB|7DUR|8RCR|9CDMG
98	12253 33426	   	199.42	DCR|4VULN|2CDMG|1DMG	1258VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|9LHND|aDMG
99	12253 33436	   	199.42	DCR|4VULN|2CDMG|1DMG	1258VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|9LWND|aDMG
100	41523 23232	   	199.41	DCR|3VULN|2ASPD|1CDMG|1DUR	1AME|258VULN|36ASPD|4RMIN|7CDMG|9DUR|aRCR
101	13323 31625	 * 	199.36	DCR|4VULN|3ZMB|2CDMG	1578VULN|2BEXP|348ZMB|68CDMG|8BPWR|9MLV|aRCR
102	16212 33413	   	199.35	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|2DUST|38CDMG|48ERES|6RCVC|7RCR|8BPWR|9ZMB|aAART
103	12143 33426	   	199.32	DCR|4VULN|2CDMG|1DMG	1258VULN|3LHND|48CGEN|68CDMG|7RCR|8BPWR|9LEGI|aDMG
104	12263 33426	   	199.32	DCR|4VULN|2CDMG|1DMG	1258VULN|3CGEN|48LWND|68CDMG|7RCR|8BPWR|9LEGI|aDMG
105	14523 23342	   	199.31	DCR|3VULN|2ASPD|1CDMG|1DUR	159VULN|2ERES|36ASPD|4RMIN|7CDMG|8DUR|aRCR
106	13323 31615	   	199.26	DCR|4VULN|3ZMB|2CDMG	1578VULN|2BEXP|348ZMB|68CDMG|8BPWR|9ERES|aRCR
107	13323 31635	   	199.26	DCR|4VULN|3ZMB|2CDMG	1578VULN|2BEXP|348ZMB|68CDMG|8BPWR|9TLV|aRCR
108	16323 31625	   	199.26	DCR|4VULN|3ZMB|2CDMG	1578VULN|2DUST|348ZMB|68CDMG|8BPWR|9MLV|aRCR
109	13526 16333	   	199.24	DCR|3VULN|3DMG|1DUR	159VULN|2BEXP|3LWND|46aDMG|7DUR|8RCR
110	16323 31615	   	199.16	DCR|4VULN|3ZMB|2CDMG	1578VULN|2DUST|348ZMB|68CDMG|8BPWR|9ERES|aRCR
111	16323 31635	   	199.16	DCR|4VULN|3ZMB|2CDMG	1578VULN|2DUST|348ZMB|68CDMG|8BPWR|9TLV|aRCR
112	12123 33663	   	199.05	DCR|4VULN|1DMG|1CDMG	1259VULN|3LHND|4RMIN|6CDMG|7RCR|8DMG|aRCVC
113	41532 32331	   	198.97	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AME|28VULN|3ASPD|4AART|5RMIN|6ZMB|7DMSP|9RCR|aDMG
114	41532 32333	   	198.97	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1AME|28VULN|3ASPD|4AART|5RMIN|6ZMB|7DMSP|9RCR|aNUKE
115	41532 36231	   	198.97	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	18AME|27VULN|3ASPD|4AART|5RMIN|6ZMB|9RCR|aDMG
116	41532 36233	   	198.97	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	18AME|27VULN|3ASPD|4AART|5RMIN|6ZMB|9RCR|aNUKE
117	12123 33662	   	198.73	DCR|4VULN|1DMG|1CDMG	1259VULN|3aLHND|4RMIN|6CDMG|7RCR|8DMG
118	12123 33665	   	198.73	DCR|4VULN|1DMG|1CDMG	1259VULN|3LHND|4RMIN|6CDMG|7RCR|8DMG|aCGEN
119	25136 51323	   	198.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2BEXP|3ZMB|4ASPD|58VULN|6RCR|7CDMG|9DUR|aDMG
120	12132 51423	 * 	198.69	DCR|1SPLARM|2VULN|2DMG|1AART	12VULN|3LHND|4AART|5RMIN|68DMG|7CGEN|9SPLARM|aRCR
121	12123 33661	   	198.63	DCR|4VULN|1DMG|1CDMG|1SELL	1259VULN|3LHND|4RMIN|6CDMG|7RCR|8DMG|aSELL
122	22136 51323	   	198.61	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2DUST|3ZMB|4ASPD|58VULN|6RCR|7CDMG|9DUR|aDMG
123	12123 43336	 * 	198.53	DCR|3VULN|2ASPD|1AART	125VULN|3LHND|4RMIN|69ASPD|7TLV|8AART|aRCR
124	16223 42331	 * 	198.42	DCR|2VULN|2DMG|3CDMG|1ZMB	19VULN|2DUST|347CDMG|5ZMB|6aDMG|8RCR
125	24611 22513	 * 	198.32	DCR|2AART|2ASPD|1DMG|1CDMG|1ZMB	1CANSTR|2CDMG|3ZMB|4DMG|58ASPD|6LIT|7RCR|9aAART
126	11163 34332	 * 	198.23	DCR|3VULN|2DMG|1ASPD	15aVULN|2ASPD|3FEWX|4RCVC|67DMG|8RCR|9AME
127	12163 11346	   	198.17	DCR|3VULN|1ASPD|1DMG|1CDMG	12aVULN|3LHND|4LWND|5ASPD|6DMG|7RMIN|8RCR|9CDMG
128	11662 22334	   	198.16	DCR|3ASPD|2VULN|1DMG|1DUR	19VULN|256ASPD|3DUR|4RCVC|7MBVNT|8RCR|aDMG
129	11163 34312	   	198.13	DCR|3VULN|2DMG|1ASPD	15aVULN|2ASPD|3FEWX|4RCVC|67DMG|8RCR|9ERES
130	13363 31632	   	198.10	DCR|4VULN|2CDMG|2ZMB|1DUR	1578VULN|2BEXP|38ZMB|4RCVC|68CDMG|8BPWR|9DUR|aRCR
131	16363 31632	   	198.00	DCR|4VULN|2CDMG|2ZMB|1DUR	1578VULN|2DUST|38ZMB|4RCVC|68CDMG|8BPWR|9DUR|aRCR
132	12143 33414	   	198.00	DCR|4VULN|2CDMG|1ZMB|1DUR	1258VULN|3LHND|48CGEN|68CDMG|7RCR|8BPWR|9ZMB|aDUR
133	12253 33414	   	198.00	DCR|4VULN|2CDMG|1ZMB|1DUR	1258VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|9ZMB|aDUR
134	12263 33414	   	198.00	DCR|4VULN|2CDMG|1ZMB|1DUR	1258VULN|3CGEN|48LWND|68CDMG|7RCR|8BPWR|9ZMB|aDUR
135	12333 33416	   	198.00	DCR|4VULN|2CDMG|1ZMB|1DUR	128aVULN|38AELBLL|4MLV|5DUR|68CDMG|7RCR|8BPWR|9ZMB
136	12333 33444	   	198.00	DCR|4VULN|2CDMG|1ZMB|1DUR	1289VULN|38AELBLL|4MLV|5DUR|68CDMG|7RCR|8BPWR|aZMB
137	13235 31261	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2BEXP|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aAME
138	13235 31262	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2BEXP|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aAELBLL
139	13235 31263	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2aBEXP|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR
140	13235 31265	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2BEXP|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aMLV
141	11121 63346	   	197.93	DCR|3VULN|1ASPD|1CDMG|2DUR|1ZMB	17aVULN|2ASPD|37FEWX|4ZMB|5ERES|67DUR|7BPWR|8RCR|9CDMG
142	12143 14532	   	197.86	DCR|3VULN|2DMG|1CDMG|1ZMB	125VULN|3LHND|4CGEN|67DMG|8CDMG|9ZMB|aRCR
143	12253 14532	   	197.86	DCR|3VULN|2DMG|1CDMG|1ZMB	125VULN|3CGEN|4BEXP|67DMG|8CDMG|9ZMB|aRCR
144	13235 31264	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2BEXP|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aERES
145	16235 31261	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2DUST|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aAME
146	16235 31262	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2DUST|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aAELBLL
147	16235 31263	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2DUST|3CDMG|4DMSP|5AART|6ASPD|8DMG|9RCR|aBEXP
148	11146 25333	   	197.82	DCR|3VULN|1ASPD|1DMG|1NUKE	159VULN|2ASPD|3FEWX|4LWND|6MLV|7DMG|8RCR|aNUKE
149	12143 33443	 * 	197.78	DCR|5VULN|2CDMG	12589VULN|3LHND|48CGEN|68CDMG|7RCR|8BPWR|aRMIN
150	12253 33443	   	197.78	DCR|5VULN|2CDMG	12589VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|aRMIN
151	11522 45312	   	197.77	DCR|3VULN|2ASPD|2ZMB|1DUR	19aVULN|23ASPD|45ZMB|6RCR|7DUR|8MLV
152	11346 62322	   	197.66	DCR|2VULN|2DMG|1ASPD|1CDMG	15VULN|2ASPD|3DUST|4LWND|6RCR|7CDMG|8aDMG|9LIT
153	13242 23413	   	197.62	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|26BEXP|38CDMG|48CGEN|7RCR|8BPWR|9ZMB|aAART
154	34253 33413	   	197.62	DCR|3VULN|1AART|2CDMG|1ZMB	1DMSP|258VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|9ZMB|aAART
155	12321 33413	   	197.52	DCR|3VULN|1AART|2CDMG|1ZMB	128VULN|38AELBLL|4DUST|5MLV|68CDMG|7RCR|8BPWR|9ZMB|aAART
156	12631 33413	   	197.52	DCR|3VULN|1AART|2CDMG|1ZMB	128VULN|3DUST|4DMSP|58MLV|68CDMG|7RCR|8BPWR|9ZMB|aAART
157	16242 33413	   	197.52	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|2DUST|38CDMG|468CGEN|7RCR|8BPWR|9ZMB|aAART
158	12643 12132	 * 	197.45	DCR|3VULN|2AART|1DMG	125VULN|3DUST|4CGEN|6DMG|7FEWX|8RCR|9aAART
159	12643 42132	 * 	197.45	DCR|3VULN|2AART|1ASPD	125VULN|3DUST|4CGEN|6ASPD|7FEWX|8RCR|9aAART
160	13212 23413	   	197.42	DCR|3VULN|1AART|2CDMG|1ZMB	158VULN|26BEXP|38CDMG|48ERES|7RCR|8BPWR|9ZMB|aAART
161	11521 23335	   	197.40	DCR|3ASPD|2VULN|1DMG|1ZMB	19VULN|236ASPD|4ZMB|5MLV|7FEWX|8RCR|aDMG
162	11542 34332	   	197.40	DCR|3ASPD|2VULN|1DMG|1ZMB	19VULN|236ASPD|4DMG|5ZMB|7FEWX|8RCR|aLIT
163	11243 23355	   	197.29	DCR|3VULN|3ASPD|1CDMG	159VULN|269ASPD|34LWND|7CDMG|89CGEN|9BPWR|aRCR
164	13253 42353	   	197.28	DCR|3CDMG|1VULN|1ASPD|1DMG|1NUKE	1VULN|2BEXP|357CDMG|4RMIN|6DMG|8RCR|9ASPD|aNUKE
165	12643 12134	   	197.22	DCR|4VULN|1AART|1DMG	125aVULN|3DUST|4CGEN|6DMG|7FEWX|8RCR|9AART
166	11543 42232	   	197.15	DCR|3VULN|2ASPD|1DMG	15aVULN|23ASPD|4DMG|6RCR|7FEWX|8RCVC|9AME
167	12213 33426	   	197.12	DCR|3VULN|2CDMG|1DMG|2DUR	128VULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|9LHND|aDMG
168	12213 33436	   	197.12	DCR|3VULN|2CDMG|1DMG|2DUR	128VULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|9LWND|aDMG
