0	Index      	 *	Score 	Summary	Detail	
1	11142 43323	 * 	291.41	ACR|4VULN|2MLV|1LIT|2ASPD|1CDMG	12ASPD|3679VULN|4RCR|56MLV|6BPWR|8CDMG|aLIT
28	45113 62424	   	272.43	DCR|3VULN|1LIT|1MLV|1AART|1CDMG	1LIT|256VULN|3MLV|4MBVNT|7RCR|8DMSP|9CDMG|aAART
29	45142 12124	   	272.43	DCR|3VULN|1LIT|1MLV|1AART|1CDMG	1LIT|245VULN|3MLV|6MBVNT|7RCR|8RCVC|9CDMG|aAART
30	45142 12331	   	272.43	DCR|3VULN|1LIT|1MLV|1AART|1CDMG	1LIT|245VULN|3MLV|6MBVNT|7RCR|8FEWX|9CDMG|aAART
31	45142 12424	   	272.43	DCR|3VULN|1LIT|1MLV|1AART|1CDMG	1LIT|245VULN|3MLV|6MBVNT|7RCR|8DMSP|9CDMG|aAART
32	11142 42163	 * 	272.29	ACR|2MLV|3VULN|1LIT|2ASPD|1DMG	12ASPD|368VULN|4RCR|56MLV|6BPWR|7DMG|9LIT|aFEWX
33	11142 42161	   	272.14	ACR|2MLV|3VULN|1LIT|2ASPD|1DMG	12ASPD|368VULN|4RCR|56MLV|6BPWR|7DMG|9LIT|aTSLARM
34	11142 42162	   	272.14	ACR|2MLV|3VULN|1LIT|2ASPD|1DMG	12ASPD|368VULN|4RCR|56MLV|6BPWR|7DMG|9LIT|aLEGI
35	11142 42215	   	272.14	ACR|2MLV|3VULN|1LIT|2ASPD|1DMG	12ASPD|36aVULN|4RCR|56MLV|6BPWR|7DMG|8ERES|9LIT
36	41423 33624	   	271.07	DCR|2LIT|2VULN|1MLV|2ASPD	13LIT|25ASPD|4ERES|6RCR|7aVULN|8MLV|9MBVNT
37	45116 33331	   	270.88	DCR|1LIT|2VULN|1MLV|1AART|1CDMG|1ASPD	1LIT|28VULN|3MLV|4MBVNT|5ZMB|6ASPD|7RCR|9CDMG|aAART
38	11142 43115	   	270.79	ACR|4VULN|2MLV|1LIT|2ASPD|1DUR	12ASPD|367aVULN|4RCR|56MLV|6BPWR|8DUR|9LIT
39	11142 43223	   	270.57	ACR|4VULN|2MLV|1LIT|2ASPD|1SELL	12ASPD|3679VULN|4RCR|56MLV|6BPWR|8SELL|aLIT
40	41432 26223	   	270.57	DCR|2LIT|2VULN|1MLV|1ASPD|1CDMG	13LIT|2ASPD|45VULN|6ERES|7RCR|8CDMG|9RMIN|aMLV
41	45113 62333	   	269.83	DCR|3VULN|1LIT|1MLV|1CDMG|1ASPD	1LIT|256VULN|3MLV|4MBVNT|7RCR|8FEWX|9CDMG|aASPD
42	45142 12333	   	269.83	DCR|3VULN|1LIT|1MLV|1CDMG|1ASPD	1LIT|245VULN|3MLV|6MBVNT|7RCR|8FEWX|9CDMG|aASPD
43	13211 25243	   	269.66	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|37VULN|4BEXP|5DMG|6RCR|8FEWX|9LIT|aMLV
44	13211 25443	   	269.66	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|37VULN|4BEXP|5DMG|6RCR|8LWND|9LIT|aMLV
45	13213 25335	 * 	269.65	DCR|1LIT|2VULN|1FLTARM|1MLV|1CDMG|1ASPD	1ASPD|2CDMG|37VULN|4BEXP|5RMIN|6RCR|8MLV|9FLTARM|aLIT
46	41122 26311	   	269.47	DCR|2LIT|2VULN|1MLV|2ASPD	19LIT|26ASPD|3TLV|45VULN|7RCR|8MGNSTR|aMLV
47	11132 23225	   	269.47	DCR|2LIT|2VULN|1MLV|2ASPD	12ASPD|3aVULN|46LWND|5MLV|7RCR|89LIT
48	31111 34433	   	269.46	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1CDMG	1ERES|2ASPD|34VULN|5DUST|6RCR|7MLV|8LIT|9CDMG|aDMG
49	31111 34441	   	269.46	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1CDMG	1ERES|2ASPD|34VULN|5DUST|6RCR|7MLV|8LIT|9DMG|aCDMG
50	31113 34441	   	269.46	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1CDMG	1ERES|2ASPD|34VULN|5LEGI|6RCR|7MLV|8LIT|9DMG|aCDMG
51	31162 26311	   	269.37	DCR|2LIT|2VULN|1MLV|2ASPD	1ERES|26ASPD|35VULN|49LIT|7RCR|8MGNSTR|aMLV
52	31162 26624	 * 	268.54	DCR|3VULN|1LIT|1MLV|2ASPD	1ERES|26ASPD|35aVULN|4LIT|7RCR|8MLV|9MBVNT
53	11112 33445	   	268.46	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	12ASPD|3aVULN|4BEXP|5MLV|6RCR|7RMIN|8LIT|9DMG
54	11212 34422	   	268.46	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	12ASPD|3LHND|4BEXP|5DMG|6RCR|7MLV|8LIT|9aVULN
55	11252 34422	   	268.46	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	12ASPD|3LHND|4FEWX|5DMG|6RCR|7MLV|8LIT|9aVULN
56	41243 43224	   	268.44	DCR|2LIT|2FLTARM|1MLV|1VULN|1ASPD	19LIT|2ASPD|3RPLT|49BEXP|5MLV|6VULN|79FLTARM|8MBVNT|9BPWR|aRCR
57	41313 43224	   	268.44	DCR|2LIT|2FLTARM|1MLV|1VULN|1ASPD	19LIT|2ASPD|39BEXP|4RPLT|5MLV|6VULN|79FLTARM|8MBVNT|9BPWR|aRCR
58	63312 43253	   	268.39	DCR|1LIT|2VULN|2DMG|1MLV|1ASPD	17LWND|27DMG|36LHND|4ASPD|57VULN|7BPWR|8LIT|9RCR|aMLV
59	11512 34422	   	268.36	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	12ASPD|3DUST|4FEWX|5DMG|6RCR|7MLV|8LIT|9aVULN
60	16312 34422	   	268.36	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	14ASPD|2BEXP|3DUST|5DMG|6RCR|7MLV|8LIT|9aVULN
61	16542 33222	 * 	268.12	DCR|3LIT|2DMG|1MLV|2ASPD	1aASPD|2aBEXP|3RMIN|4MLV|57DMG|6RCR|89aLIT|aBPWR
62	41232 61334	   	268.09	DCR|1LIT|2VULN|2DMG|1MLV|1ASPD	1LIT|2ASPD|3RPLT|4MLV|57DMG|6MBVNT|8aVULN|9RCR
63	45113 34621	   	268.03	DCR|3VULN|1LIT|1MLV|1CDMG|1ASPD	1LIT|259VULN|3MLV|4MBVNT|6ASPD|7LHND|8RCR|aCDMG
64	41423 33316	 * 	268.02	DCR|3LIT|2VULN|3ASPD	139LIT|25aASPD|4ERES|6RCR|7aVULN|8aMGNSTR|aBPWR
65	45113 32621	   	267.93	DCR|3VULN|1LIT|1MLV|1CDMG|1ASPD	1LIT|259VULN|3MLV|4MBVNT|6ASPD|7DUST|8RCR|aCDMG
66	53542 33222	   	267.92	DCR|3LIT|2DMG|1MLV|2ASPD|2DUR	1aDUR|2aASPD|3RMIN|4MLV|57DMG|6RCR|89aLIT|aBPWR
67	41125 52331	   	267.86	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1ASPD	1LIT|2ASPD|3TLV|46VULN|5DMG|7RCR|8FEWX|9MLV|aCDMG
68	45423 12114	   	267.12	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|9CGEN|aDMG
69	45423 12123	   	267.12	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|9RPLT|aDMG
70	45423 12214	   	267.12	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|9CGEN|aDMG
71	45423 12223	   	267.12	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|9RPLT|aDMG
72	41433 13326	   	267.02	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|2ASPD|49aVULN|5MBVNT|6FEWX|7RCR|8DMG
73	45423 12134	   	267.02	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|9ERES|aDMG
74	45423 12234	   	267.02	DCR|2LIT|3VULN|1DMG|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|9ERES|aDMG
75	31162 23641	   	266.74	DCR|3VULN|1LIT|1MLV|2ASPD	1ERES|26ASPD|357VULN|4LIT|8RCR|9SPLREG|aMLV
76	42155 32322	   	266.66	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	1LIT|2LWND|3MLV|46ASPD|5DMG|7RCR|8FEWX|9aVULN
77	45423 12143	   	266.23	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|aFEWX
78	45423 12144	   	266.23	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|aLWND
79	45423 12243	   	266.23	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|aFEWX
80	45423 12244	   	266.23	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|aLWND
81	45423 12141	   	266.13	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|aBLAICY
82	45423 12142	   	266.13	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|aLEGI
83	45423 12241	   	266.13	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|aBLAICY
84	45423 12242	   	266.13	DCR|2LIT|4VULN|1ASPD	13LIT|2349VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|aLEGI
85	45423 12412	   	266.03	DCR|2LIT|4VULN|1ASPD|1DUR	13LIT|234aVULN|3BPWR|5ASPD|6MBVNT|7RCR|8DUST|9DUR
86	11141 13413	 * 	265.73	ACR|2LIT|4VULN|3ASPD	12aASPD|357aVULN|4RCR|6CGEN|8LHND|9aLIT|aBPWR
87	31111 34431	   	265.64	DCR|1LIT|2VULN|1MLV|1AART|1ASPD|1CDMG	1ERES|2ASPD|34VULN|5DUST|6RCR|7MLV|8LIT|9CDMG|aAART
88	11141 33413	   	265.63	ACR|2LIT|4VULN|3ASPD	12aASPD|357aVULN|4RCR|6ERES|8LHND|9aLIT|aBPWR
89	45113 62212	   	265.40	DCR|2LIT|3VULN|1MLV	19LIT|256VULN|3MLV|4MBVNT|7RCR|8AART|aCGEN
90	45113 62214	   	265.40	DCR|2LIT|3VULN|1MLV	19LIT|256VULN|3MLV|4MBVNT|7RCR|8AART|aRMIN
91	45113 62233	   	265.40	DCR|2LIT|3VULN|1MLV	1aLIT|256VULN|3MLV|4MBVNT|7RCR|8AART|9LWND
92	45142 12212	   	265.40	DCR|2LIT|3VULN|1MLV	19LIT|245VULN|3MLV|6MBVNT|7RCR|8AART|aCGEN
93	45142 12214	   	265.40	DCR|2LIT|3VULN|1MLV	19LIT|245VULN|3MLV|6MBVNT|7RCR|8AART|aRMIN
94	45142 12233	   	265.40	DCR|2LIT|3VULN|1MLV	1aLIT|245VULN|3MLV|6MBVNT|7RCR|8AART|9LWND
95	45113 22145	   	265.40	DCR|2LIT|3VULN|1MLV	1aLIT|259VULN|3MLV|4MBVNT|68RCVC|7RCR
96	45113 22364	   	265.40	DCR|2LIT|3VULN|1MLV	19LIT|25aVULN|3MLV|4MBVNT|6RCVC|7RCR|8FEWX
97	45113 22445	   	265.40	DCR|2LIT|3VULN|1MLV	1aLIT|259VULN|3MLV|4MBVNT|6RCVC|7RCR|8DMSP
98	45113 62213	   	265.30	DCR|2LIT|3VULN|1MLV	19LIT|256VULN|3MLV|4MBVNT|7RCR|8aAART
99	45142 12213	   	265.30	DCR|2LIT|3VULN|1MLV	19LIT|245VULN|3MLV|6MBVNT|7RCR|8aAART
100	45113 62211	   	265.16	DCR|2LIT|3VULN|1MLV|1SELL	19LIT|256VULN|3MLV|4MBVNT|7RCR|8AART|aSELL
101	45142 12211	   	265.16	DCR|2LIT|3VULN|1MLV|1SELL	19LIT|245VULN|3MLV|6MBVNT|7RCR|8AART|aSELL
102	41433 13328	 * 	264.95	DCR|2LIT|2VULN|1DMG|1NUKE|1ASPD	13LIT|2ASPD|49VULN|5MBVNT|6FEWX|7RCR|8DMG|aNUKE
103	31342 35225	   	264.93	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG|1DUR	1ERES|27ASPD|3DUR|4MLV|5DMG|6RCR|89LIT|aVULN
104	11142 13325	   	264.83	ACR|2LIT|2VULN|1MLV|2ASPD|1DMG	12ASPD|38VULN|4RCR|5MLV|6aLIT|7SPLREG|9DMG
105	41232 61332	 * 	264.76	DCR|2LIT|2DMG|1VULN|1MLV|1ASPD	1aLIT|2ASPD|3RPLT|4MLV|57DMG|6MBVNT|8VULN|9RCR
106	41232 64632	 * 	264.47	DCR|3LIT|1VULN|1MLV|1DMG|1ASPD	18aLIT|2ASPD|3RPLT|4MLV|5DMG|6MBVNT|7VULN|9RCR
107	41432 23612	   	264.33	DCR|2LIT|4VULN|1ASPD	13LIT|2ASPD|457aVULN|6ERES|8RCR|9LHND
108	41432 12145	   	264.26	DCR|3LIT|3VULN|1ASPD	13aLIT|2ASPD|459VULN|6MBVNT|7RCR|8RCVC
109	41432 12245	   	264.26	DCR|3LIT|3VULN|1ASPD	13aLIT|2ASPD|459VULN|6MBVNT|7RCR|8DMSP
110	31164 31251	   	264.16	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1CDMG	1ERES|2ASPD|38VULN|4LIT|5LHND|6DMG|7MLV|9RCR|aCDMG
111	31345 13262	   	264.07	DCR|2LIT|2VULN|1MLV|2ASPD|1DUR	1ERES|29ASPD|3DUR|4MLV|59LIT|6FEWX|7RMIN|89VULN|9BPWR|aRCR
112	31142 24361	   	264.06	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1CDMG	1ERES|2ASPD|36VULN|4MLV|5BASICY|7CDMG|8LIT|9RCR|aDMG
113	41132 52216	   	263.95	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|2ASPD|3TLV|4ZMB|56VULN|7RCR|8AART|aMLV
114	41432 12733	   	263.85	DCR|2LIT|2VULN|1MLV|1ASPD	13LIT|2ASPD|45VULN|6MBVNT|7RCR|8ZMB|9BEXP|aMLV
115	45113 22724	   	263.85	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|25VULN|3MLV|4MBVNT|6RCVC|7RCR|8ZMB|aASPD
116	14212 35335	   	263.78	ACR|2LIT|1FLTARM|1VULN|1MLV|1DMG|1ASPD|1SELL	1ASPD|2BELT|3FLTARM|4RCR|5SELL|6DMG|7aLIT|8VULN|9MLV
117	12424 65541	 * 	263.77	ACR|2LIT|2MLV|2VULN|2ASPD|1CDMG	17ASPD|2MBVNT|3RPLT|4RCR|57MLV|67LIT|7BPWR|89VULN|aCDMG
118	11141 35223	 * 	263.76	ACR|3LIT|3VULN|3ASPD	12aASPD|35aVULN|4RCR|6ERES|7LHND|89aLIT|aBPWR
119	41432 12743	   	263.75	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	13LIT|2ASPD|45VULN|6MBVNT|7RCR|8ZMB|9DUR|aMLV
120	45113 34623	 * 	263.69	DCR|2MLV|3VULN|1LIT|1ASPD	1LIT|259VULN|3aMLV|4MBVNT|6ASPD|7LHND|8RCR
121	45113 32623	   	263.54	DCR|2MLV|3VULN|1LIT|1ASPD	1LIT|259VULN|3aMLV|4MBVNT|6ASPD|7DUST|8RCR
122	41125 32216	   	263.33	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	19LIT|26ASPD|3TLV|4VULN|5DMG|7RCR|8AART|aMLV
123	45423 12121	   	263.31	DCR|2LIT|3VULN|1AART|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8RCVC|9RPLT|aAART
124	45423 12221	   	263.31	DCR|2LIT|3VULN|1AART|1ASPD	13LIT|234VULN|3BPWR|5ASPD|6MBVNT|7RCR|8DMSP|9RPLT|aAART
125	31165 32216	   	263.23	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	1ERES|26ASPD|3VULN|49LIT|5DMG|7RCR|8AART|aMLV
126	41433 32453	   	263.13	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	13LIT|26ASPD|4VULN|5MBVNT|7RCR|8DUST|9DMG|aMLV
127	45116 33312	   	263.02	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1LIT|28aVULN|3MLV|4MBVNT|5ZMB|6ASPD|7RCR|9DUR
128	44114 44345	   	262.96	DCR|2LIT|1FLTARM|1VULN|1MLV|1CDMG|1DUR	18LIT|2FEWX|3MLV|4MBVNT|5VULN|6DUR|7CDMG|9FLTARM|aRCR
129	45114 44345	   	262.96	DCR|2LIT|1FLTARM|1VULN|1MLV|1CDMG|1DUR	18LIT|2VULN|3MLV|4MBVNT|5FEWX|6DUR|7CDMG|9FLTARM|aRCR
130	41232 64134	   	262.96	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	1LIT|28ASPD|3RPLT|4MLV|5DMG|6MBVNT|7aVULN|9RCR
131	11142 43313	   	262.67	ACR|2MLV|3VULN|1LIT|2ASPD|1CDMG	12ASPD|367VULN|4RCR|56MLV|6BPWR|8CDMG|9RCVC|aLIT
132	11142 44323	   	262.67	ACR|2MLV|3VULN|1LIT|2ASPD|1CDMG	12ASPD|369VULN|4RCR|56MLV|6BPWR|7DMSP|8CDMG|aLIT
133	41432 31631	   	262.53	DCR|2LIT|4VULN|1ASPD	13LIT|2ASPD|4567VULN|8RPLT|9RCR|aMBVNT
134	41432 31632	   	262.53	DCR|2LIT|4VULN|1ASPD	13LIT|2ASPD|4567VULN|8RPLT|9RCR|aDUST
135	45113 62334	 * 	262.50	DCR|3VULN|1LIT|1MLV|2CDMG	1LIT|256VULN|3MLV|4MBVNT|7RCR|8FEWX|9aCDMG
136	45113 62344	 * 	262.50	DCR|3VULN|1LIT|1MLV|1DMG	1LIT|256VULN|3MLV|4MBVNT|7RCR|8FEWX|9LSRREG|aDMG
137	45142 12334	   	262.50	DCR|3VULN|1LIT|1MLV|2CDMG	1LIT|245VULN|3MLV|6MBVNT|7RCR|8FEWX|9aCDMG
138	45142 12344	   	262.50	DCR|3VULN|1LIT|1MLV|1DMG	1LIT|245VULN|3MLV|6MBVNT|7RCR|8FEWX|9LSRREG|aDMG
139	41412 13623	   	262.15	DCR|2LIT|2VULN|1MLV|1ASPD	13LIT|2ASPD|4LHND|59VULN|6FEWX|7ZMB|8RCR|aMLV
140	41431 13623	   	262.15	DCR|2LIT|2VULN|1MLV|1ASPD	13LIT|2ASPD|49VULN|5BEXP|6FEWX|7ZMB|8RCR|aMLV
141	11142 12124	   	262.06	ACR|3LIT|2VULN|1MLV|2ASPD	12ASPD|3aVULN|4RCR|5MLV|689LIT|7DUST
142	11142 13313	   	262.06	ACR|3LIT|2VULN|1MLV|2ASPD	12ASPD|38VULN|4RCR|5MLV|69aLIT|7SPLREG
143	42113 83622	   	262.05	DCR|2LIT|2VULN|1MLV|1CDMG	16LIT|2LWND|3MLV|4MBVNT|59VULN|7ZMB|8RCR|aCDMG
144	13211 25143	 * 	261.83	DCR|3VULN|2DMG|1MLV|1CDMG|1ASPD	1ASPD|2CDMG|37aVULN|4BEXP|58DMG|6RCR|9MLV
145	45113 62143	 * 	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8RCVC|aFEWX
146	45113 62144	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8RCVC|aLWND
147	45113 62443	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8DMSP|aFEWX
148	45113 62444	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8DMSP|aLWND
149	45142 12143	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8RCVC|aFEWX
150	45142 12144	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8RCVC|aLWND
151	45142 12443	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8DMSP|aFEWX
152	45142 12444	   	261.70	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8DMSP|aLWND
153	45113 62141	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8RCVC|aTSLARM
154	45113 62142	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8RCVC|aLEGI
155	45113 62312	   	261.60	DCR|4VULN|1LIT|1MLV|1DUR	1LIT|256aVULN|3MLV|4MBVNT|7RCR|8FEWX|9DUR
156	45113 62441	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8DMSP|aTSLARM
157	45113 62442	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2569VULN|3MLV|4MBVNT|7RCR|8DMSP|aLEGI
158	45142 12141	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8RCVC|aTSLARM
159	45142 12142	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8RCVC|aLEGI
160	45142 12312	   	261.60	DCR|4VULN|1LIT|1MLV|1DUR	1LIT|245aVULN|3MLV|6MBVNT|7RCR|8FEWX|9DUR
161	45142 12441	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8DMSP|aTSLARM
162	45142 12442	   	261.60	DCR|4VULN|1LIT|1MLV	1LIT|2459VULN|3MLV|6MBVNT|7RCR|8DMSP|aLEGI
163	22315 23435	 * 	261.46	DCR|1LIT|2VULN|2DMG|2CDMG|1ASPD	1TLV|29VULN|3DUST|4ASPD|59CDMG|6RCR|7VENICY|89DMG|9BPWR|aLIT
164	11433 23362	 * 	261.45	DCR|1LIT|2VULN|3ASPD|2DMG	127ASPD|3RMIN|49DMG|5LIT|6RCR|8aVULN
165	11436 32362	   	261.45	DCR|1LIT|2VULN|3ASPD|2DMG	125ASPD|3RMIN|49DMG|6RCR|7LIT|8aVULN
