0	Index      	 *	Score 	Summary	Detail	
1	43413 13432	 * 	199.98	DCR|3VULN|2AART|1DMG|1CDMG|1ZMB	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|89aVULN
55	43213 32462	   	177.42	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	12AART|3ERES|4ZMB|59VULN|6ASPD|7RCR|8DMG|aDLOT
56	43213 32683	   	177.42	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	12AART|3ERES|4ZMB|5VULN|6ASPD|7RCR|8MBVNT|9aDMG
57	43116 31141	   	177.26	DCR|2AART|2VULN|2DMG	12AART|3LIT|4aVULN|58DMG|6CGEN|7RCR|9FEWX
58	43116 31531	   	177.26	DCR|2AART|2DMG|2VULN	12AART|3LIT|4aVULN|59DMG|6CGEN|7RCR|8LWND
59	43116 31121	   	177.16	DCR|2AART|2VULN|2DMG	12AART|3LIT|4aVULN|58DMG|6CGEN|7RCR|9DUST
60	43443 21132	   	177.16	DCR|2AART|2VULN|2DMG	12AART|39DMG|4ERES|56VULN|7RCR|8MLV|aFEWX
61	53162 12332	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	1RPLT|28LWND|3LHND|4RCR|58DMG|6AART|78VULN|8BPWR|9DMSP|aCDMG
62	53162 12361	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	1RPLT|28LWND|3LHND|4RCR|58DMG|6AART|78VULN|8BPWR|9LSRICY|aCDMG
63	43333 61362	   	177.06	DCR|2AART|2VULN|2DMG	12AART|39TLV|46ERES|59VULN|7RCR|89DMG|9BPWR|aFEWX
64	43333 21332	   	177.06	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|89DMG|aFEWX
65	43333 21334	   	177.06	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|89DMG|aLIT
66	43333 21336	   	177.06	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|89DMG|aCGEN
67	43443 21122	   	177.06	DCR|2AART|2VULN|2DMG	12AART|3aDMG|4ERES|56VULN|7RCR|8MLV|9VENICY
68	43443 21131	   	177.06	DCR|2AART|2VULN|2DMG	12AART|39DMG|4ERES|56VULN|7RCR|8MLV|aDUST
69	43443 21133	   	177.06	DCR|2AART|2VULN|2DMG	12AART|39DMG|4ERES|56VULN|7RCR|8MLV|aDLOT
70	43333 61361	   	176.96	DCR|2AART|2VULN|2DMG	12AART|39TLV|46ERES|59VULN|7RCR|89DMG|9BPWR|aDUST
71	43333 61363	   	176.96	DCR|2AART|2VULN|2DMG	12AART|39TLV|46ERES|59VULN|7RCR|89DMG|9BPWR|aDLOT
72	43333 21322	   	176.96	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|8aDMG|9VENICY
73	43333 21331	   	176.96	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|89DMG|aDUST
74	43333 21333	   	176.96	DCR|2AART|2VULN|2DMG	12AART|3TLV|4ERES|56VULN|7RCR|89DMG|aDLOT
75	41213 21532	 * 	176.57	DCR|3DMG|2VULN|1AART	1AART|2aVULN|3BELT|4aERES|5RMIN|6NUKE|78aDMG|9RCR|aBPWR
76	43432 21262	 * 	176.22	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12AART|3DMG|4DUR|5LIT|69ASPD|7RCR|8CDMG|aVULN
77	43411 53311	   	175.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5ERES|6RCR|7VULN|8CDMG|9LIT|aDUR
78	41265 33111	   	175.90	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|24aVULN|3BELT|5aERES|6ZMB|7CDMG|8aDUR|9RCR|aBPWR
79	52215 14233	   	175.73	DCR|3VULN|1AART|1DMG|1CDMG	1RPLT|2MLV|347VULN|5LHND|6RCR|8AART|9CDMG|aDMG
80	43116 31631	   	175.53	DCR|3VULN|2AART|1DMG	12AART|39LIT|49aVULN|5DMG|6CGEN|7RCR|89BEXP|9BPWR
81	43116 31231	   	175.33	DCR|3VULN|2AART|1DMG	12AART|39LIT|49aVULN|5DMG|6CGEN|7RCR|89DUST|9BPWR
82	43116 31251	   	175.23	DCR|3VULN|2AART|1DMG	12AART|3LIT|49aVULN|5DMG|6CGEN|7RCR|8DUST
83	43333 32361	   	175.13	DCR|3VULN|2AART|3ASPD	12AART|389TLV|4ERES|589VULN|689ASPD|7RCR|89BPWR|aLIT
84	43333 32364	   	175.13	DCR|3VULN|2AART|3ASPD	12AART|389TLV|4ERES|589VULN|689ASPD|7RCR|89BPWR|aLWND
85	43333 32365	   	175.13	DCR|3VULN|2AART|3ASPD	12AART|389TLV|4ERES|589VULN|689ASPD|7RCR|89BPWR|aBEXP
86	43333 32363	   	175.03	DCR|3VULN|2AART|3ASPD	12AART|389TLV|4aERES|589VULN|689ASPD|7RCR|89BPWR
87	32251 31512	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|3MLV|4RCR|5aDMG|68VULN|7DUST|9AART
88	41265 33112	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|24VULN|3BELT|5ERES|6ZMB|7CDMG|8DUR|9RCR|aDMG
89	43432 21232	   	174.91	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12AART|3DMG|4aDUR|5LIT|6ASPD|7RCR|8CDMG|9VULN
90	32451 31512	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|3ERES|4RCR|5aDMG|68VULN|7DUST|9AART
91	62312 24241	 * 	174.86	ACR|2DMG|2AART|1VULN|2CDMG	14aFEWX|2aCDMG|3LWND|5RCR|68AART|7VULN|9aDMG|aBPWR
92	62322 24241	   	174.86	ACR|2DMG|2AART|1VULN|2CDMG	1aFEWX|2aCDMG|34LWND|5RCR|68AART|7VULN|9aDMG|aBPWR
93	41236 63211	   	174.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3BELT|4RCVC|5aDMG|6ERES|7CDMG|8aLWND|9RCR|aBPWR
94	41265 21312	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24VULN|3BELT|5ERES|6LWND|7aDMG|8CDMG|9RCR
95	43443 23333	 * 	174.20	4VULN|3DMG|2AART|2DUR	12AART|38aDMG|48ERES|568aVULN|7RPLT|8aBPWR|9aDUR
96	43413 13132	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8LWND|9VULN|aDUR
97	43413 13333	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8DUR|9VULN|aCGEN
98	43413 13334	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8DUR|9VULN|aRMIN
99	43413 13336	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8DUR|9VULN|aFEWX
100	43413 13412	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8VULN|9FEWX|aDUR
101	43413 13422	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8VULN|9BEXP|aDUR
102	43413 13632	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8LHND|9VULN|aDUR
103	43213 32312	   	173.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12AART|3ERES|4ZMB|5VULN|6ASPD|7RCR|8CDMG|9LIT|aDMG
104	43413 13331	   	173.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8DUR|9VULN|aDUST
105	43413 13512	   	173.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12AART|3DMG|4ZMB|5CDMG|6LIT|7RCR|8NUKE|9ASPD|aVULN
106	43422 21235	   	173.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12AART|3DMG|4LEGI|5LIT|6ASPD|7RCR|8CDMG|9VULN|aZMB
107	43116 31134	   	173.55	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	12AART|3LIT|4VULN|58DMG|6CGEN|7RCR|9DUR|aASPD
108	43432 21611	   	173.55	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	12AART|3aDMG|4DUR|5LIT|6ASPD|7RCR|8VULN|9RPLT
109	43432 21621	   	173.55	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	12AART|3DMG|4DUR|5LIT|6ASPD|7RCR|8aVULN|9DMSP
110	43213 32426	   	173.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12AART|39ERES|4ZMB|5VULN|6ASPD|7RCR|8DMG|aCDMG
111	43213 32436	   	173.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12AART|3ERES|4ZMB|5VULN|6ASPD|7RCR|8DMG|9TLV|aCDMG
112	43433 32633	   	173.45	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	12AART|3aDMG|4DUR|5MLV|6ASPD|7RCR|8ERES|9VULN
113	32266 22512	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LHND|2CDMG|3MLV|4ASPD|58VULN|6RCR|7DUR|9AART|aDMG
114	43116 31111	   	173.32	DCR|2AART|2DMG|1VULN|1CDMG	12AART|39LIT|4VULN|58DMG|6CGEN|7RCR|aCDMG
115	43116 31151	   	173.32	DCR|2AART|2DMG|1VULN|1CDMG	12AART|3LIT|4VULN|58DMG|69CGEN|7RCR|aCDMG
116	43411 53331	 * 	173.31	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	129AART|3DMG|4ZMB|5ERES|6RCR|7VULN|8CDMG|aLWND
117	43411 53332	   	173.31	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	129AART|3DMG|4ZMB|5ERES|6RCR|7VULN|8CDMG|aRMIN
118	43411 53333	   	173.31	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	129AART|3DMG|4ZMB|5ERES|6RCR|7VULN|8CDMG|aMLV
119	43641 21233	 * 	173.18	DCR|3AART|2DMG|1VULN|1ASPD	124AART|3FEWX|59DMG|6RCR|7DUST|8ASPD|aVULN
120	43333 32333	 * 	173.12	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38TLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9DMG|aRCVC
121	43333 32335	   	173.12	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38TLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9DMG|aLHND
122	43333 32336	   	173.12	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38TLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9DMG|aLIT
123	43333 21346	   	173.02	DCR|2AART|2VULN|1DMG|1CDMG	12AART|3TLV|4ERES|56VULN|7RCR|8DMG|9DUST|aCDMG
124	43333 32322	   	173.02	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38TLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9VENICY|aDMG
125	43333 32331	   	173.02	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38aTLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9DMG
126	43333 32332	   	173.02	DCR|2AART|2VULN|1DMG|2ASPD	12AART|38TLV|4ERES|58VULN|68ASPD|7RCR|8BPWR|9DMG|aDUST
127	41241 32362	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	1AART|278VULN|3BELT|4ZMB|5RCR|6RPLT|9MLV|aDMG
128	43411 52333	   	172.88	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3aDMG|4ZMB|5ERES|6RCR|7RMIN|8DUST|9VULN
129	43411 53133	   	172.88	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3aDMG|4ZMB|5ERES|6RCR|7VULN|8DUST|9RMIN
130	41316 35232	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|27VULN|3BASHEA|4DMG|5aCDMG|6LWND|8RCR|9ASPD
131	42241 61313	 * 	172.55	ACR|2AART|2VULN|1DMG|2ZMB	19AART|2BEXP|3BELT|46ZMB|5RCR|7DMG|8aVULN
132	43443 22332	   	172.36	DCR|2AART|2VULN|2DMG	12AART|37DMG|4ERES|56VULN|8MLV|9RCR|aFEWX
133	43443 22331	   	172.26	DCR|2AART|2VULN|2DMG	12AART|37DMG|4ERES|56VULN|8MLV|9RCR|aDUST
134	43443 22333	   	172.26	DCR|2AART|2VULN|2DMG	12AART|37DMG|4ERES|56VULN|8MLV|9RCR|aDLOT
135	41243 41132	   	171.92	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2aVULN|3BELT|4ZMB|5RMIN|68aERES|7aDMG|9RCR|aBPWR
136	32165 33622	   	171.91	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	13LHND|23CDMG|3BPWR|46DMG|5RCR|7LWND|8ZMB|9VULN|aAART
137	43422 21433	   	171.81	DCR|2AART|2DMG|3ASPD|2DUR	12AART|3aDMG|4LEGI|5LIT|68aASPD|7RCR|9aDUR|aBPWR
138	43431 52233	   	171.81	DCR|2AART|2DMG|1VULN|2DUR	12AART|3aDMG|46DUR|5LHND|7RCR|8ERES|9VULN
139	41213 43111	   	171.31	DCR|3VULN|1AART|2CDMG|2DUR	1AART|26aVULN|3BELT|4ERES|5RMIN|7aCDMG|8aDUR|9RCR|aBPWR
140	41241 32313	 * 	171.23	ACR|3VULN|2AART|1ZMB|1DUR	1aAART|278VULN|3BELT|4ZMB|5RCR|6RPLT|9DUR
141	32165 33331	   	171.15	ACR|3DMG|2VULN|2CDMG	13aLHND|23CDMG|3aBPWR|46aDMG|5RCR|7LWND|8LIT|9aVULN
142	43433 33233	   	171.05	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	12AART|3aDMG|4DUR|5MLV|6ASPD|7ERES|8RCR|9VULN
143	32665 33331	   	171.05	ACR|3DMG|2VULN|2CDMG	1aLHND|23CDMG|46aDMG|5RCR|7LWND|8LIT|9aVULN|aBPWR
144	41241 32361	 * 	170.99	ACR|4VULN|1AART|2ZMB	1AART|278aVULN|3BELT|4aZMB|5RCR|6RPLT|9aMLV|aBPWR
145	43423 32433	   	170.78	DCR|3AART|2DMG|1VULN|1ASPD	129AART|38DMG|4LEGI|5MLV|6ASPD|7RCR|aVULN
146	43412 11141	   	170.68	DCR|2AART|2DMG|1VULN|1ZMB	12AART|38DMG|4ZMB|5LIT|6LWND|7RCR|9FEWX|aVULN
147	43413 13135	   	170.59	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	12AART|3DMG|4aZMB|5CDMG|6LIT|7RCR|8LWND|9VULN
148	43213 21113	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8MLV|9DMG|aCGEN
149	43213 21513	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8aCGEN|9DMG
150	43213 41121	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3ERES|4ZMB|5VULN|6LIT|7RCR|89DMG|aMLV
151	43213 41122	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3ERES|4ZMB|5VULN|6LIT|7RCR|89DMG|aCGEN
152	43213 41123	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3ERES|4ZMB|5VULN|6LIT|7RCR|89DMG|aFEWX
153	43213 41126	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|3ERES|4ZMB|5VULN|6aLIT|7RCR|89DMG
154	43213 41136	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|5aVULN|6LIT|7RCR|8DMG|9RPLT
155	43213 41161	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|5aVULN|6LIT|7RCR|8DMG|9CGEN
156	43412 11121	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|38DMG|4ZMB|5LIT|6LWND|7RCR|9DUST|aVULN
157	43412 31141	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	12AART|38DMG|4ZMB|5LIT|6DUST|7RCR|9FEWX|aVULN
158	43411 16213	 * 	170.57	DCR|3AART|2DMG|1CDMG|1ZMB|1ASPD	12aAART|36DMG|4ZMB|5ERES|7ASPD|8CDMG|9RCR
159	43213 21111	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8MLV|9DMG|aTLV
160	43213 21112	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8MLV|9DMG|aDLOT
161	43213 21115	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8MLV|9DMG|aDUST
162	43213 21353	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8DUST|9LHND|aDMG
163	43213 21511	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8CGEN|9DMG|aTLV
164	43213 21512	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8CGEN|9DMG|aDLOT
165	43213 21515	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8CGEN|9DMG|aDUST
166	43213 21613	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8TLV|9DMG|aRCVC
167	43213 21615	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8TLV|9DMG|aLHND
168	43213 21616	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|56VULN|7RCR|8TLV|9DMG|aLIT
169	43213 21242	   	170.44	DCR|3VULN|3AART|1ZMB	128AART|3ERES|4ZMB|569VULN|7RCR|aLHND
