0	Index      	 *	Score 	Summary	Detail	
1	14223 23527	 * 	193.67	DCR|4VULN|2DMG|1AART	1RCVC|278aVULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR
13	14223 23456	   	184.11	DCR|3VULN|2DMG|1AART|1DUR	1RCVC|279VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|aRCR
14	53212 22324	   	182.53	DCR|3VULN|1AART|1DMG|2ASPD|1ZMB	17MLV|2ZMB|3AART|47ASPD|578VULN|6MBVNT|7BPWR|9RCR|aDMG
15	14223 23426	 * 	182.30	DCR|2AART|2VULN|2DMG|1DUR	1RCVC|27VULN|3aAART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR
16	14215 23326	 * 	181.81	DCR|4VULN|1AART|2ASPD|2DUR	1RCVC|278aVULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|9RCR
17	14223 23227	   	181.35	DCR|3VULN|2DMG|1AART	18RCVC|27aVULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR
18	12215 24142	   	180.96	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8CDMG|9DUR|aVULN
19	12215 24612	   	180.96	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8DUR|9CDMG|aVULN
20	12215 24134	 * 	180.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7aASPD|8CDMG|9VULN
21	12215 22362	 * 	180.53	DCR|3DMG|2AART|1VULN	1RCVC|2RPLT|3aAART|459DMG|6RCR|7VULN|8MLV
22	12215 22562	   	180.43	DCR|3DMG|2AART|1VULN	1RCVC|2RPLT|3aAART|459DMG|6RCR|7VULN|8ERES
23	53323 11132	 * 	180.24	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8VULN|9DUR
24	53363 11132	   	180.24	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7aDMG|8VULN|9DUR
25	53313 11132	   	180.14	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7aDMG|8VULN|9DUR
26	53331 23621	 * 	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	14MLV|2ZMB|3RCR|5VULN|6AART|7CDMG|8DUR|9aDMG
27	14223 23521	   	179.57	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aDMSP
28	14223 23522	   	179.57	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aLHND
29	14223 23523	   	179.57	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aBELT
30	14223 23526	   	179.57	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aRMIN
31	14223 23781	   	179.57	DCR|3VULN|2DMG|1AART	1RCVC|27aVULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8FEWX|9RCR
32	12215 42221	   	179.47	DCR|3DMG|2VULN|1AART	1RCVC|2RPLT|3AART|45aDMG|67VULN|8FEWX|9RCR
33	12215 42321	   	179.47	DCR|3DMG|2VULN|1AART	1RCVC|2RPLT|3AART|45aDMG|67VULN|8LWND|9RCR
34	14223 23524	   	179.47	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aDLOT
35	14223 23528	   	179.47	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aERES
36	14223 22127	   	179.37	DCR|3VULN|2DMG|1AART	1RCVC|27aVULN|3AART|4BEXP|58DMG|6MBVNT|9RCR
37	12213 56511	   	178.41	DCR|3DMG|2AART|1VULN|2RCVC	15RCVC|2RPLT|36AART|47aDMG|8RCR|9VULN
38	12215 52511	   	177.81	DCR|3DMG|2AART|1VULN	17RCVC|2RPLT|36AART|45aDMG|8RCR|9VULN
39	66315 11441	   	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|29CDMG|3DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aCGEN
40	12215 41126	   	177.37	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|2RPLT|3AART|45DMG|6aVULN|7TLV|8CDMG|9RCR
41	66315 11443	   	177.37	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|29CDMG|3DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aTLV
42	66315 11444	   	177.37	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|29CDMG|3DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aDUST
43	14223 32311	   	177.27	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|4BEXP|58DMG|68LWND|8BPWR|9CGEN|aRCR
44	14223 33244	   	177.27	DCR|3VULN|2DMG|1AART	1RCVC|279VULN|3AART|4BEXP|57DMG|67LWND|7BPWR|8BELT|aRCR
45	14223 33411	   	177.27	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|4BEXP|57DMG|67LWND|7BPWR|9CGEN|aRCR
46	14223 23546	   	177.17	DCR|3VULN|2DMG|1AART	1RCVC|278VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9FEWX|aRCR
47	53323 11152	 * 	177.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1MLV|2aZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8VULN|9aCANSTR|aBPWR
48	53323 11635	   	177.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1MLV|28ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|9VULN
49	53323 11661	   	177.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1MLV|28ZMB|3RCR|4LWND|5AART|6FLTHEA|79DMG|aVULN
50	53363 11152	   	177.15	ACR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1MLV|2aZMB|3RCR|4LHND|5AART|6FLTHEA|7aDMG|8VULN|9aCANSTR|aBPWR
51	12213 24135	   	176.69	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|2RCVC	15RCVC|2RPLT|3AART|4DMG|6RCR|7ASPD|8CDMG|9aVULN
52	53331 26151	 * 	176.64	ACR|2VULN|2DMG|1AART|1ZMB	14MLV|2ZMB|3RCR|59VULN|6AART|78DMG|aLHND
53	53331 26153	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	14MLV|2ZMB|3RCR|59VULN|6AART|78DMG|aCGEN
54	53212 22326	   	176.57	DCR|4VULN|1AART|2ASPD|1ZMB	17MLV|2ZMB|3AART|47ASPD|578aVULN|6MBVNT|7BPWR|9RCR
55	53331 26152	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	14MLV|2ZMB|3RCR|59VULN|6AART|78DMG|aLEGI
56	53323 11113	 * 	176.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aDUR
57	53363 11113	   	176.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aDUR
58	12215 24163	 * 	176.22	DCR|3DMG|1AART|2ASPD|1CDMG	1RCVC|2RPLT|3AART|45aDMG|6RCR|79ASPD|8CDMG
59	53313 11113	   	176.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aDUR
60	12215 24261	   	176.02	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2RPLT|3AART|45aDMG|6RCR|7ASPD|8CGEN|9VULN
61	12215 22365	   	176.02	DCR|3DMG|1AART|1VULN|1DUR	1RCVC|2RPLT|3AART|459DMG|6RCR|7VULN|8MLV|aDUR
62	14223 22527	   	175.89	DCR|4VULN|1AART|1DMG	1RCVC|278aVULN|3AART|4BEXP|5DMG|6MBVNT|9RCR
63	53131 26125	   	175.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MLV|2ZMB|3TLV|4ASPD|5aVULN|6AART|78DMG|9RCR
64	14212 25324	   	175.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|25VULN|3AART|4ASPD|6ZMB|7RCR|8DUR|9SNIHEL|aDMG
65	31431 26125	   	175.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2TLV|3ERES|4ASPD|5aVULN|6AART|78DMG|9RCR
66	14215 22324	   	175.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|278VULN|3AART|4ASPD|5DUR|6MBVNT|9RCR|aDMG
67	13463 12114	 * 	175.61	DCR|3VULN|1AART|2CDMG|2ZMB|2RCVC	12RCVC|38CDMG|4LIT|589VULN|68ZMB|7AART|8BPWR|aRCR
68	63626 21322	 * 	175.00	ACR|5VULN|1AART|1ASPD	15789VULN|2DUST|3RCR|4RMIN|6ASPD|aAART
69	53331 26126	 * 	174.35	ACR|2DMG|2AART|1VULN|2ZMB	14MLV|29ZMB|3RCR|5VULN|6aAART|78DMG
70	12215 24131	   	174.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8CDMG|9VULN|aDMSP
71	12215 24132	   	174.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8CDMG|9VULN|aLHND
72	12215 24133	   	174.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8CDMG|9VULN|aBELT
73	14215 23325	 * 	174.02	DCR|3VULN|1AART|3ASPD|2DUR	1RCVC|278VULN|3AART|47aASPD|57DUR|6MBVNT|7BPWR|9RCR
74	12215 21134	   	173.92	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9VULN|aASPD
75	12215 21146	   	173.92	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9DUR|aVULN
76	14223 23416	   	173.75	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|89DUR|aRCR
77	12213 22361	   	173.69	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2RPLT|3AART|49DMG|6RCR|7aVULN|8MLV
78	14212 43421	   	173.66	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCVC|25VULN|3AART|4ASPD|6DUR|7CDMG|8MBVNT|9RCR|aDMG
79	53323 26151	   	173.60	ACR|2AART|2DMG|1VULN|1ZMB	1MLV|2ZMB|3RCR|4LWND|5aAART|6RCVC|78DMG|9VULN
80	12213 22561	   	173.59	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2RPLT|3AART|49DMG|6RCR|7aVULN|8ERES
81	53223 21321	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3AART|4BEXP|5DMG|6MBVNT|7RCR|89aVULN
82	62611 32361	 * 	173.50	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|26LHND|3RCR|4RPLT|5ZMB|8AART|9DMG
83	53313 26151	   	173.50	ACR|2AART|2DMG|1VULN|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5aAART|6RCVC|78DMG|9VULN
84	12215 46221	   	173.33	DCR|3DMG|2AART|1VULN	1RCVC|2RPLT|37AART|45aDMG|6VULN|8FEWX|9RCR
85	12215 46321	   	173.33	DCR|3DMG|2AART|1VULN	1RCVC|2RPLT|37AART|45aDMG|6VULN|8LWND|9RCR
86	53323 11142	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8VULN|9BEXP
87	53323 11165	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8VULN|9DMSP
88	53323 12335	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	17MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|8aDMG|9VULN
89	53323 12361	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	17MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|89DMG|aVULN
90	53363 11142	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7aDMG|8VULN|9BEXP
91	53363 11531	   	173.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|79DMG|8RMIN|aVULN
92	53313 11142	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7aDMG|8VULN|9BEXP
93	53313 11165	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7aDMG|8VULN|9DMSP
94	53313 11631	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|79DMG|8CGEN|aVULN
95	53313 12361	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	17MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|89DMG|aVULN
96	53323 11122	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8VULN|9DUST
97	53363 11122	   	173.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7aDMG|8VULN|9DUST
98	53313 11122	   	173.10	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7aDMG|8VULN|9DUST
99	14223 34311	   	173.07	DCR|2AART|2DMG|2VULN	1RCVC|28VULN|37AART|4BEXP|58DMG|68LWND|8BPWR|9CGEN|aRCR
100	14212 25523	   	172.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCVC|25VULN|3AART|4ASPD|69ZMB|7RCR|8RMIN|aDMG
101	12215 22221	   	172.79	DCR|2VULN|2DMG|1AART	18RCVC|2RPLT|3AART|45DMG|6RCR|7aVULN|9RMIN
102	12215 41521	   	172.79	DCR|3DMG|1AART|1VULN|1ZMB	1RCVC|2RPLT|3AART|45aDMG|6VULN|7TLV|8ZMB|9RCR
103	53331 23221	   	172.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2ZMB|3RCR|5VULN|6AART|7CDMG|8BEXP|9aDMG
104	53331 23421	   	172.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2ZMB|3RCR|5VULN|6AART|7CDMG|8LHND|9aDMG
105	14223 23225	   	172.63	DCR|2VULN|2DMG|1AART|1ASPD	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aASPD
106	31222 51431	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2TLV|3LSRREG|46DMG|5RMIN|7RCR|8AART|9aVULN
107	53331 26136	   	172.10	ACR|2DMG|2AART|1VULN|1ZMB	14MLV|2ZMB|3RCR|5VULN|6aAART|78DMG|9RCVC
108	14235 33161	   	171.82	DCR|3VULN|1AART|1DMG|2DUR	1RCVC|279VULN|3AART|4ERES|57DUR|67LWND|7BPWR|8DMG|aRCR
109	14215 23328	 * 	171.52	DCR|3VULN|1AART|3DUR|2ASPD	1RCVC|278VULN|3AART|47ASPD|57aDUR|6MBVNT|7BPWR|9RCR
110	53212 25324	   	171.52	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1MLV|2ZMB|37AART|4ASPD|58VULN|6MBVNT|9RCR|aDMG
111	53212 56121	   	171.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1MLV|2ZMB|3aAART|4ASPD|5VULN|6TLV|78DMG|9RCR
112	53232 46121	   	171.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1MLV|2ZMB|3aAART|4ERES|5VULN|6ASPD|78DMG|9RCR
113	14212 25361	   	171.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8DUR|aRMIN
114	14212 25362	   	171.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8DUR|aMLV
115	14212 25321	   	171.40	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|25aVULN|3AART|4ASPD|6ZMB|7RCR|8DUR|9SNIHEL
116	14212 25363	   	171.40	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8DUR|aDUST
117	12215 24521	   	171.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8ZMB|9RMIN|aVULN
118	53341 12361	 * 	171.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4ERES|5aVULN|6DUST|7CDMG|8AART|9DMG
119	14212 14161	 * 	171.21	DCR|3VULN|2AART|1ZMB|1ASPD	1RCVC|257VULN|38AART|4ASPD|6LIT|9RCR|aZMB
120	12215 22121	   	171.02	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|6RCR|7aVULN|8LHND|9MLV
121	12215 22151	   	171.02	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|6RCR|7aVULN|8LHND|9LIT
122	12215 22351	   	171.02	DCR|2VULN|2DMG|1AART	1RCVC|29RPLT|3AART|45DMG|6RCR|7aVULN|8MLV
123	66315 11432	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	14aVULN|2CDMG|3DUR|5MBVNT|6LHND|79DMG|8RCR
124	12215 22161	   	170.92	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|6RCR|7aVULN|8LHND|9NUKE
125	12215 22551	   	170.92	DCR|2VULN|2DMG|1AART	1RCVC|29RPLT|3AART|45DMG|6RCR|7aVULN|8ERES
126	12215 22231	   	170.86	DCR|3DMG|1AART|1VULN	18RCVC|2RPLT|3AART|45aDMG|6RCR|7VULN|9BEXP
127	14223 23423	   	170.86	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR|aLHND
128	14223 23425	   	170.86	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR|aCGEN
129	14223 23427	   	170.86	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47aBEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR
130	14223 23428	   	170.86	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR|aMLV
131	12213 62516	   	170.84	DCR|2VULN|2DMG|1AART|3RCVC	157RCVC|2RPLT|3AART|46DMG|8RCR|9aVULN
132	22532 56321	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	13FEWX|2BEXP|4DUR|5AART|6RCR|78aVULN|9DMG
133	12215 22211	   	170.76	DCR|3DMG|1AART|1VULN	18RCVC|2RPLT|3AART|45aDMG|6RCR|7VULN|9DUST
134	12215 42223	   	170.76	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|2RPLT|3AART|45DMG|67VULN|8FEWX|9RCR|aDUR
135	12215 42324	   	170.76	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|2RPLT|3AART|45DMG|67VULN|8LWND|9RCR|aDUR
136	14223 23422	   	170.76	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR|aERES
137	14223 23424	   	170.76	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|9RCR|aTLV
138	12515 36221	   	170.73	DCR|2VULN|2DMG|1AART|1DUR	18RCVC|2RPLT|3DUR|47VULN|5aDMG|6AART|9RCR
139	12113 23842	 * 	170.67	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	1RCVC|2RPLT|39CDMG|49DUR|5AART|6MBVNT|79DMG|8RCR|9BPWR|aZMB
140	53323 11112	   	170.67	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aRCVC
141	53363 11112	   	170.67	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aRCVC
142	14223 22125	   	170.66	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9RCR|aASPD
143	14116 33161	   	170.62	DCR|3VULN|1AART|1DMG|2DUR	1RCVC|279VULN|3TLV|47DUR|5AART|67LWND|7BPWR|8DMG|aRCR
144	53313 11112	   	170.57	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aRCVC
145	12215 22111	   	170.56	DCR|3DMG|1AART|1VULN	19RCVC|2RPLT|3AART|45aDMG|6RCR|7VULN|8LHND
146	62362 61442	   	170.53	DCR|3VULN|2DMG|2CDMG	19aVULN|29LHND|35CDMG|4FEWX|6MBVNT|79DMG|8RCR|9BPWR
147	31222 51434	   	170.48	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|3LSRREG|46aDMG|5RMIN|7RCR|8AART|9VULN
148	14212 25533	   	170.45	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19RCVC|25VULN|3AART|4ASPD|6ZMB|7RCR|8RMIN|aDMG
149	33111 45152	 * 	170.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	12ZMB|3BEXP|4DUR|5aVULN|67DMG|8RCR|9CDMG
150	33211 45152	   	170.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4DUR|5aVULN|67DMG|8RCR|9CDMG
151	14223 23256	   	170.23	DCR|2VULN|2DMG|1AART|1DUR	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9DUR|aRCR
152	14223 23446	   	169.93	DCR|2VULN|2DMG|1AART|1DUR	19RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8DUR|aRCR
153	33113 46122	 * 	169.76	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	12ZMB|3BEXP|4DUR|5AART|6ASPD|78DMG|9RCR|aVULN
154	33113 46421	   	169.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	12ZMB|3BEXP|4DUR|5AART|6ASPD|7DMG|8aVULN|9RCR
155	33213 46125	   	169.76	DCR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	12ZMB|3LHND|4DUR|5AART|6ASPD|78DMG|9RCR|aVULN
156	33213 46421	   	169.76	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	12ZMB|3LHND|4DUR|5AART|6ASPD|7DMG|8aVULN|9RCR
157	33613 46122	   	169.76	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	12ZMB|3FEWX|4DUR|5AART|6ASPD|78DMG|9RCR|aVULN
158	53131 26121	   	169.72	DCR|2DMG|2AART|1VULN|1ZMB|1ASPD	1MLV|2ZMB|3TLV|4ASPD|5VULN|6aAART|78DMG|9RCR
159	53131 26421	   	169.72	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1MLV|2ZMB|3TLV|4ASPD|58VULN|6aAART|7DMG|9RCR
160	53431 26121	   	169.72	DCR|2DMG|2AART|1VULN|1ZMB|1ASPD	1MLV|2ZMB|3ERES|4ASPD|5VULN|6aAART|78DMG|9RCR
161	14215 22326	   	169.70	DCR|4VULN|1AART|1ASPD|1DUR	1RCVC|278aVULN|3AART|4ASPD|5DUR|6MBVNT|9RCR
162	12213 21136	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	15RCVC|2RPLT|3AART|4DMG|6RCR|7TLV|8CDMG|9aVULN
