0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22523 32424	8	 * 	300.40	橙4易伤2等级3攻速1伤害1时间	1467易伤247攻速3平台47序列升级57等级8核9时间a伤害
46	22523 32425	9	   	282.32	橙5易伤3等级3攻速	14679易伤247攻速3平台47序列升级57a等级8核
47	23431 31145	1	   	282.11	橙5易伤2伤害2时间	1378a易伤23策反3a序列升级4a时间5额外掉落6a伤害9核
48	23151 31145	3	   	281.91	橙5易伤2伤害2时间	1378a易伤2掉矿4a时间5额外掉落6a伤害9核a序列升级
49	23221 31145	3	   	281.91	橙5易伤2伤害2时间	1478a易伤2掉矿3a时间5额外掉落6a伤害9核a序列升级
50	23261 31145	4	   	281.91	橙5易伤2伤害2时间	1478a易伤2掉矿3a时间5额外掉落6a伤害9核a序列升级
51	21441 62111	1	   	280.59	橙4易伤2时间1等级1伤害	178a易伤27低血量敌人3伤害4攻速57时间6核7序列升级9等级
52	22441 62111	1	   	280.59	橙4易伤2时间1等级1伤害	178a易伤27敌人爆炸3伤害4攻速57时间6核7序列升级9等级
53	21441 62111	2	   	280.39	橙4易伤2时间1等级1伤害	178a易伤27挖尘3伤害4攻速57时间6核7序列升级9等级
54	21541 62111	4	   	280.39	橙4易伤2时间1等级1伤害	178a易伤27挖尘3伤害4攻速57时间6核7序列升级9等级
55	21541 62111	3	   	280.39	橙4易伤2时间1等级1伤害	178a易伤27挖尘3伤害4攻速57时间6核7序列升级9等级
56	22523 32412	9	   	280.33	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9基地爆炸a时间
57	22523 32421	8	   	280.33	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9时间a基地爆炸
58	22523 32423	8	   	280.33	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9时间a双倍矿
59	22122 31562	7	   	280.23	橙4易伤2等级3攻速1时间	135a易伤26a攻速4敌人爆炸7时间8核9a等级a序列升级
60	22221 41562	4	   	280.23	橙4易伤2等级3攻速1时间	156a易伤27a攻速3时间4基地爆炸8核9a等级a序列升级
61	22221 41562	5	   	280.23	橙4易伤2等级3攻速1时间	156a易伤27a攻速3时间4基地爆炸8核9a等级a序列升级
62	22523 32412	8	   	280.23	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9挖青a时间
63	22523 32425	8	   	280.23	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9时间a挖尘
64	22523 32452	9	   	280.23	橙4易伤2等级3攻速1时间	1467易伤247攻速3平台47序列升级57等级8核9挖尘a时间
65	22132 41362	3	   	280.13	橙4易伤2等级3攻速1时间	136a易伤27a攻速4时间5挖尘8核9a等级a序列升级
66	22242 53362	5	   	280.13	橙4易伤2等级3攻速1时间	156a易伤24a攻速3时间7挖尘8核9a等级a序列升级
67	22211 41362	4	   	280.13	橙4易伤2等级3攻速1时间	156a易伤27a攻速3时间4挖尘8核9a等级a序列升级
68	22211 41362	5	   	280.13	橙4易伤2等级3攻速1时间	156a易伤27a攻速3时间4挖尘8核9a等级a序列升级
69	22523 32136	10	   	280.09	橙4易伤2等级3攻速1时间1卖塔	1467易伤247攻速3平台47序列升级57等级8卖塔9核a时间
70	22241 31145	3	   	279.82	橙4易伤2伤害2时间2攻速	178a易伤24攻速3a时间5额外掉落6a伤害9核a序列升级
71	22241 31145	4	   	279.82	橙4易伤2伤害2时间2攻速	178a易伤24攻速3a时间5额外掉落6a伤害9核a序列升级
72	22531 31145	2	   	279.82	橙4易伤2伤害2时间2攻速	178a易伤23攻速4a时间5额外掉落6a伤害9核a序列升级
73	22242 46222	9	   	279.46	橙3易伤2等级3时间2攻速	15a易伤24攻速39a时间6a等级7核8挖青a序列升级
74	22146 14312	9	   	279.46	橙4易伤1等级1伤害1时间1暴击	137a易伤2攻速4等级5时间6暴击8核9伤害
75	22111 46262	8	   	279.44	橙4易伤2等级2时间	139a易伤2攻速4双倍矿5a时间6a等级7核8挖青a序列升级
76	21134 43342	2	   	279.34	橙4易伤2等级2时间	1369易伤27挖尘49等级59时间8核9序列升级a攻速
77	22161 62632	1	 * 	278.49	橙3易伤2伤害2时间1等级	138易伤26敌人爆炸4全技能58时间78伤害8序列升级9等级a核
78	22233 61122	5	   	278.18	橙2易伤2等级3时间2攻速1暴击	18易伤28攻速39a时间4暴击5全技能6核78等级8序列升级
79	34153 32224	8	   	278.05	橙4易伤2等级2伤害	13平台27伤害4679易伤57等级7序列升级8低血量敌人a核
80	34153 32324	7	   	278.05	橙4易伤2等级2伤害	13平台27伤害4679易伤57等级7序列升级8最后敌人a核
81	34153 32332	8	   	278.05	橙4易伤2等级2伤害	13平台27伤害467a易伤57等级7序列升级8随机矿9核
82	36431 32224	8	   	278.05	橙4易伤2等级2伤害	1平台27等级37伤害4679易伤5立即金币7序列升级8低血量敌人a核
83	36431 32324	7	   	278.05	橙4易伤2等级2伤害	1平台27等级37伤害4679易伤5立即金币7序列升级8最后敌人a核
84	36431 32332	8	   	278.05	橙4易伤2等级2伤害	1平台27等级37伤害467a易伤5立即金币7序列升级8随机矿9核
85	21321 31145	4	   	277.95	橙4易伤2等级2伤害	178a易伤2挖尘3a等级4双倍矿5额外掉落6a伤害9核a序列升级
86	21631 31145	3	   	277.95	橙4易伤2等级2伤害	178a易伤2挖尘3立即金币4a等级5额外掉落6a伤害9核a序列升级
87	21131 36145	2	   	277.85	橙4易伤2等级2伤害	138a易伤27挖尘4a等级5额外掉落6a伤害9核a序列升级
88	21311 31145	4	   	277.85	橙4易伤2等级2伤害	178a易伤24挖尘3a等级5额外掉落6a伤害9核a序列升级
89	14331 31145	3	 * 	277.85	橙4易伤3等级2伤害	1挖青278a易伤34a等级5额外掉落6a伤害9核a序列升级
90	21331 31145	3	   	277.85	橙4易伤3等级2伤害	178a易伤2挖尘34a等级5额外掉落6a伤害9核a序列升级
91	21421 62262	1	 * 	277.75	橙5易伤3时间1伤害	1789a易伤27a低血量敌人3伤害4掉矿57a时间6核7a序列升级
92	22146 14322	8	   	277.74	橙5易伤1等级1时间1暴击	1379a易伤2攻速4等级5时间6暴击8核
93	22523 32435	8	   	277.73	橙4易伤2等级3攻速1暴击	1467易伤247攻速39平台47序列升级57等级8核a暴击
94	22523 32136	9	   	277.49	橙4易伤2等级3攻速1暴击1卖塔	1467易伤247攻速3平台47序列升级57等级8卖塔9核a暴击
95	24113 56311	9	   	277.16	橙3易伤2等级3时间1暴击	167易伤2最后敌人39平台47等级567时间67序列升级8暴击a核
96	24563 13231	10	   	277.09	橙5易伤2伤害1时间	1467a易伤27最后敌人37伤害5全技能7序列升级8时间9核
97	14563 13231	10	   	276.89	橙5易伤2伤害1时间	1挖青2467a易伤37伤害5全技能7序列升级8时间9核
98	22232 12242	10	   	276.83	橙2易伤2等级3时间2攻速1暴击	1a易伤2a攻速356时间4暴击7雷电8a等级9核a序列升级
99	23151 32525	3	 * 	276.80	橙4易伤3时间2伤害	138a易伤2掉矿49a时间5额外掉落6a伤害7核a序列升级
100	23221 32525	3	   	276.80	橙4易伤3时间2伤害	148a易伤2掉矿39a时间5额外掉落6a伤害7核a序列升级
101	23261 32525	4	   	276.80	橙4易伤3时间2伤害	148a易伤2掉矿39a时间5额外掉落6a伤害7核a序列升级
102	22523 61341	6	   	276.62	橙4易伤2等级2暴击2攻速	1479易伤24攻速3平台49序列升级59等级6核89暴击a低血量敌人
103	22523 61362	6	   	276.62	橙4易伤2等级2暴击2攻速	147a易伤24攻速3平台4a序列升级5a等级6核8a暴击9随机矿
104	22141 42251	10	   	275.90	橙3易伤2等级2时间2攻速	139易伤29攻速45等级6掉矿7全技能89时间9序列升级a核
105	22151 42251	10	   	275.90	橙3易伤2等级2时间2攻速	139易伤29攻速4掉矿56等级7全技能89时间9序列升级a核
106	14532 25332	6	 * 	275.71	橙3易伤3时间2伤害2暴击	1挖青267易伤39伤害47暴击578时间7序列升级a核
107	22233 61116	5	   	275.06	橙3易伤2等级2攻速1时间1暴击	18a易伤28攻速3时间4暴击5全技能6核78等级8序列升级9随机矿
108	22636 13341	10	   	274.90	橙4易伤2伤害2攻速1时间	167a易伤27攻速3随机矿47伤害5全技能7序列升级8核9时间
109	22321 26162	7	   	274.90	橙5易伤2等级2攻速	1589a易伤2a攻速3低血量敌人4基地爆炸6a等级7核a序列升级
110	22321 26662	8	   	274.90	橙5易伤2等级2攻速	1589a易伤2a攻速3低血量敌人4基地爆炸6a等级7核a序列升级
111	22421 36162	7	   	274.90	橙5易伤2等级2攻速	1589a易伤2a攻速3最后敌人4基地爆炸6a等级7核a序列升级
112	22142 33346	1	   	274.80	橙5易伤2等级1时间	13459易伤2敌人爆炸69等级79挖尘8核9序列升级a时间
113	22144 21126	6	   	274.80	橙5易伤2等级2攻速	1378a易伤2a攻速4a等级5加一6额外掉落9核a序列升级
114	22146 13322	8	   	273.98	橙4易伤2时间1等级1暴击	139a易伤2攻速4等级57时间6暴击8核
115	22146 14321	8	   	273.98	橙4易伤2时间1等级1暴击	1379易伤2攻速4等级5a时间6暴击8核
116	22523 61221	9	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a基地爆炸
117	22523 61222	10	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a低血量敌人
118	22523 61223	9	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a双倍矿
119	22523 61223	10	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a敌人爆炸
120	22523 61225	10	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a双倍矿
121	22523 61226	10	   	273.87	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a策反
122	22523 61221	10	   	273.77	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a挖尘
123	22523 61225	9	   	273.77	橙3易伤2等级2时间3攻速	149易伤247攻速3平台49序列升级59等级6核89时间a挖尘
124	24563 13333	8	   	273.33	橙4易伤2伤害2时间	1467易伤27最后敌人37伤害5全技能7序列升级8核9a时间
125	24563 13223	8	   	273.33	橙4易伤2伤害2时间	1467易伤27最后敌人37伤害5全技能7序列升级8a时间9核
126	24563 13233	9	   	273.33	橙4易伤2伤害2时间	1467易伤27最后敌人37伤害5全技能7序列升级8a时间9核
127	26163 12623	1	   	273.33	橙4易伤2伤害2时间	1358易伤2a时间4全技能68最后敌人78伤害8序列升级9核
128	21161 22623	1	   	273.28	橙3易伤3时间2伤害2全技能	138易伤2低血量敌人46全技能58a时间78伤害8序列升级9核
129	21361 33661	8	   	273.15	橙3易伤2等级2伤害1时间	159易伤2挖尘39等级4敌人爆炸6时间79伤害8核9序列升级a低血量敌人
130	21361 33663	8	   	273.15	橙3易伤2等级2伤害1时间	159易伤2挖尘39等级4a敌人爆炸6时间79伤害8核9序列升级
131	14563 13333	8	   	273.13	橙4易伤2伤害2时间	1挖青2467易伤37伤害5全技能7序列升级8核9a时间
132	14563 13223	8	   	273.13	橙4易伤2伤害2时间	1挖青2467易伤37伤害5全技能7序列升级8a时间9核
133	14563 13233	9	   	273.13	橙4易伤2伤害2时间	1挖青2467易伤37伤害5全技能7序列升级8a时间9核
134	21361 33662	8	   	273.05	橙3易伤2等级2伤害1时间	159易伤2a挖尘39等级4敌人爆炸6时间79伤害8核9序列升级
135	22146 13312	9	   	272.99	橙3易伤2时间1等级1伤害1暴击	13a易伤2攻速4等级57时间6暴击8核9伤害
136	22162 21562	7	   	272.80	橙4易伤2等级2攻速1时间	135a易伤2a攻速46基地爆炸7时间8核9a等级a序列升级
137	36133 32524	7	   	272.80	橙4易伤2等级2攻速1时间	13平台27等级47攻速5679易伤7序列升级8时间a核
138	22441 62113	1	   	272.77	橙3易伤3时间1等级1伤害	178易伤27敌人爆炸3伤害4攻速57a时间6核7序列升级9等级
139	36123 36243	9	   	272.76	橙3易伤3伤害3等级	13平台28a等级4a矿等589伤害6核78a易伤8a序列升级
140	36143 31243	9	   	272.76	橙3易伤3伤害3等级	13平台28a等级4a金币生成589伤害6核78a易伤8a序列升级
141	36313 31243	9	   	272.76	橙3易伤3伤害3等级	1平台28a等级34a金币生成589伤害6核78a易伤8a序列升级
142	36323 31243	9	   	272.76	橙3易伤3伤害3等级	1平台28a等级3a金币生成4双倍矿589伤害6核78a易伤8a序列升级
143	36335 31243	9	   	272.76	橙3易伤3伤害3等级	1平台28a等级3a金币生成489伤害5双倍矿6核78a易伤8a序列升级
144	22111 53362	5	   	272.70	橙4易伤2等级2攻速1时间	136a易伤2a攻速4双倍矿5时间7挖尘8核9a等级a序列升级
145	22135 53362	3	   	272.70	橙4易伤2等级2攻速1时间	136a易伤2a攻速4时间5双倍矿7挖尘8核9a等级a序列升级
146	22262 53362	5	   	272.70	橙4易伤2等级2攻速1时间	156a易伤2a攻速3时间4立即金币7挖尘8核9a等级a序列升级
147	34153 32334	8	   	272.66	橙3易伤3伤害2等级	13平台27a伤害467易伤57等级7序列升级8随机矿9核
148	36431 32334	8	   	272.66	橙3易伤3伤害2等级	1平台27等级37a伤害467易伤5立即金币7序列升级8随机矿9核
149	21441 62113	2	   	272.57	橙3易伤3时间1等级1伤害	178易伤27挖尘3伤害4攻速57a时间6核7序列升级9等级
150	21541 62113	4	   	272.57	橙3易伤3时间1等级1伤害	178易伤27挖尘3伤害4攻速57a时间6核7序列升级9等级
151	21541 62113	3	   	272.57	橙3易伤3时间1等级1伤害	178易伤27挖尘3伤害4攻速57a时间6核7序列升级9等级
152	34153 32134	8	   	272.56	橙3易伤3伤害2等级	13平台27a伤害467易伤57等级7序列升级8掉矿9核
153	36431 32134	8	   	272.56	橙3易伤3伤害2等级	1平台27等级37a伤害467易伤5立即金币7序列升级8掉矿9核
154	34453 32131	10	   	272.41	橙3易伤3伤害2等级1卖塔	1平台237伤害467易伤57等级7序列升级8卖塔9核a低血量敌人
155	34453 32132	10	   	272.41	橙3易伤3伤害2等级1卖塔	1平台237伤害467易伤57等级7序列升级8卖塔9核a金币生成
156	34453 32132	9	   	272.41	橙3易伤3伤害2等级1卖塔	1平台237伤害467易伤57等级7序列升级8卖塔9核a基地爆炸
157	34453 32133	9	   	272.41	橙3易伤3伤害2等级1卖塔	1平台237伤害467易伤57等级7序列升级8卖塔9核a金币生成
158	22523 32261	10	   	272.39	橙4易伤2等级3攻速	1467易伤247攻速3平台47序列升级57等级8双倍矿9雷电a核
159	22523 32433	10	   	272.39	橙4易伤2等级3攻速	1467易伤247攻速3平台47序列升级57等级8核9矿等a雷电
160	22523 32443	10	   	272.39	橙4易伤2等级3攻速	1467易伤247攻速3平台47序列升级57等级8核9金币生成a雷电
161	34453 32131	9	   	272.31	橙3易伤3伤害2等级1卖塔	1平台237伤害467易伤57等级7序列升级8卖塔9核a挖尘
162	22421 62263	1	   	272.19	橙4易伤2时间1等级1伤害	178a易伤27敌人爆炸3伤害4掉矿57时间6核7序列升级9等级
163	34453 32133	10	   	272.17	橙3易伤3伤害2等级2卖塔	1平台237伤害467易伤57等级7序列升级8a卖塔9核
164	22142 51633	8	   	272.14	橙3易伤2等级2时间1暴击	139易伤2攻速49等级5基地爆炸6低血量敌人79时间8核9序列升级a暴击
165	21421 62263	2	   	271.99	橙4易伤2时间1等级1伤害	178a易伤27挖尘3伤害4掉矿57时间6核7序列升级9等级
166	21521 62263	3	   	271.99	橙4易伤2时间1等级1伤害	178a易伤27挖尘3伤害4掉矿57时间6核7序列升级9等级
167	22261 31145	4	   	271.98	橙4易伤2伤害2时间	178a易伤2攻速3a时间4立即金币5额外掉落6a伤害9核a序列升级
168	22111 46222	9	   	271.62	橙3易伤2等级3时间	13a易伤2攻速4双倍矿59a时间6a等级7核8挖青a序列升级
169	22262 46222	9	   	271.62	橙3易伤2等级3时间	15a易伤2攻速39a时间4立即金币6a等级7核8挖青a序列升级
170	22144 54221	9	   	271.52	橙3易伤2等级3时间	137易伤2攻速47等级5加一679时间7序列升级8挖青a核
171	21121 62115	1	   	271.24	橙4易伤2等级2时间	1378易伤2低血量敌人47敌人爆炸57时间6核7序列升级9a等级
172	21131 62115	1	   	271.24	橙4易伤2等级2时间	1378易伤2低血量敌人47基地爆炸57时间6核7序列升级9a等级
173	21214 62115	1	   	271.24	橙4易伤2等级2时间	1578易伤2低血量敌人37基地爆炸47时间6核7序列升级9a等级
174	22214 62115	1	   	271.24	橙4易伤2等级2时间	1578易伤2敌人爆炸37基地爆炸47时间6核7序列升级9a等级
175	24533 34321	8	   	271.15	橙4易伤1等级1伤害1时间1暴击	1679易伤2最后敌人3伤害4暴击5等级8核a时间
176	14121 62115	2	   	271.14	橙4易伤2等级2时间	1挖青2378易伤47敌人爆炸57时间6核7序列升级9a等级
177	14131 62115	2	   	271.14	橙4易伤2等级2时间	1挖青2378易伤47基地爆炸57时间6核7序列升级9a等级
178	14231 62115	5	   	271.14	橙4易伤2等级2时间	1挖青2578易伤37基地爆炸47时间6核7序列升级9a等级
179	21214 62115	2	   	271.14	橙4易伤2等级2时间	1578易伤2挖尘37基地爆炸47时间6核7序列升级9a等级
180	21214 62115	3	   	271.14	橙4易伤2等级2时间	1578易伤2挖尘37基地爆炸47时间6核7序列升级9a等级
181	14533 34321	8	   	271.05	橙4易伤1等级1伤害1时间1暴击	1挖青2679易伤3伤害4暴击5等级8核a时间
182	21111 62115	1	   	271.04	橙4易伤2等级2时间	1378易伤2低血量敌人47挖尘57时间6核7序列升级9a等级
183	21134 43341	2	   	271.04	橙4易伤2等级2时间	1369易伤27挖尘49等级59时间8核9序列升级a低血量敌人
184	22111 62115	1	   	271.04	橙4易伤2等级2时间	1378易伤2敌人爆炸47挖尘57时间6核7序列升级9a等级
185	23144 34183	7	   	271.04	橙4易伤2等级2时间	137a易伤2掉矿47等级5加一67时间7序列升级8随机矿9核
186	23144 34483	8	   	271.04	橙4易伤2等级2时间	137a易伤2掉矿47等级5加一67时间7序列升级8随机矿9核
187	23144 34513	7	   	271.04	橙4易伤2等级2时间	137a易伤2掉矿47等级5加一67时间7序列升级8核9矿等
188	23144 34523	7	   	271.04	橙4易伤2等级2时间	137a易伤2掉矿47等级5加一67时间7序列升级8核9金币生成
189	23144 71213	8	   	271.04	橙4易伤2等级2时间	138a易伤2掉矿48等级5加一6核78时间8序列升级9矿等
190	23144 71223	8	   	271.04	橙4易伤2等级2时间	138a易伤2掉矿48等级5加一6核78时间8序列升级9金币生成
191	24111 62115	1	   	271.04	橙4易伤2等级2时间	1378易伤2基地爆炸47挖尘57时间6核7序列升级9a等级
192	23144 44472	5	   	271.04	橙4易伤2等级2时间	1389易伤2掉矿49等级5加一6额外掉落79时间9序列升级a核
193	14111 62115	2	   	270.94	橙4易伤2等级2时间	1挖青2378易伤47挖尘57时间6核7序列升级9a等级
194	34531 21362	4	   	270.65	橙3易伤2等级2伤害1暴击	1平台2a伤害3a策反457易伤6核8暴击9a等级a序列升级
195	36123 36263	10	   	270.65	橙3易伤2等级2伤害1暴击	13平台28等级4矿等58伤害6核78a易伤8序列升级9暴击
196	36143 31263	10	   	270.65	橙3易伤2等级2伤害1暴击	13平台28等级4金币生成58伤害6核78a易伤8序列升级9暴击
197	36313 31263	10	   	270.65	橙3易伤2等级2伤害1暴击	1平台28等级34金币生成58伤害6核78a易伤8序列升级9暴击
198	36323 31263	10	   	270.65	橙3易伤2等级2伤害1暴击	1平台28等级3金币生成4双倍矿58伤害6核78a易伤8序列升级9暴击
199	36335 31263	10	   	270.65	橙3易伤2等级2伤害1暴击	1平台28等级3金币生成48伤害5双倍矿6核78a易伤8序列升级9暴击
200	21121 62111	1	 * 	270.57	橙5易伤2时间1等级	1378a易伤2低血量敌人47敌人爆炸57时间6核7序列升级9等级
201	21131 62111	1	   	270.57	橙5易伤2时间1等级	1378a易伤2低血量敌人47基地爆炸57时间6核7序列升级9等级
202	42114 62111	1	   	270.57	橙5易伤2时间1等级	17基地爆炸2敌人爆炸3578a易伤47时间6核7序列升级9等级
203	21214 62111	1	   	270.57	橙5易伤2时间1等级	1578a易伤2低血量敌人37基地爆炸47时间6核7序列升级9等级
204	22214 62111	1	   	270.57	橙5易伤2时间1等级	1578a易伤2敌人爆炸37基地爆炸47时间6核7序列升级9等级
205	36333 31221	9	   	270.55	橙3易伤3等级2伤害1暴击	1平台258等级3金币生成48伤害6核78a易伤8序列升级9暴击
206	14121 62111	2	   	270.47	橙5易伤2时间1等级	1挖青2378a易伤47敌人爆炸57时间6核7序列升级9等级
207	14124 62111	1	   	270.47	橙5易伤2时间1等级	1挖青27时间3578a易伤47基地爆炸6核7序列升级9等级
208	14131 62111	2	   	270.47	橙5易伤2时间1等级	1挖青2378a易伤47基地爆炸57时间6核7序列升级9等级
209	14214 62111	2	   	270.47	橙5易伤2时间1等级	1挖青2578a易伤37基地爆炸47时间6核7序列升级9等级
210	14214 62111	3	   	270.47	橙5易伤2时间1等级	1挖青2578a易伤37基地爆炸47时间6核7序列升级9等级
211	14231 62111	5	   	270.47	橙5易伤2时间1等级	1挖青2578a易伤37基地爆炸47时间6核7序列升级9等级
212	14234 62111	4	   	270.47	橙5易伤2时间1等级	1挖青2578a易伤37基地爆炸47时间6核7序列升级9等级
213	15114 62111	1	   	270.47	橙5易伤2时间1等级	1挖青27基地爆炸3578a易伤47时间6核7序列升级9等级
214	21214 62111	3	   	270.47	橙5易伤2时间1等级	1578a易伤2挖尘37基地爆炸47时间6核7序列升级9等级
215	21214 62111	2	   	270.47	橙5易伤2时间1等级	1578a易伤2挖尘37基地爆炸47时间6核7序列升级9等级
216	41114 62111	2	   	270.47	橙5易伤2时间1等级	17基地爆炸2挖尘3578a易伤47时间6核7序列升级9等级
