0	Index      	 *	Score 	Summary	Detail	
1	32336 35522	 * 	267.86	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1ASPD	1ASPD|2BEXP|3RPLT|49VULN|5DMG|6CDMG|7RCR|8LIT|aMLV
27	21315 33526	   	252.37	DCR|3VULN|1LIT|1DMG|1NUKE	1DUST|259VULN|3BEXP|4DMG|6RCR|7LHND|8LIT|aNUKE
28	22342 32561	 * 	251.53	DCR|3LIT|2MLV|1VULN|1ASPD	17DUST|2RPLT|347LIT|57MLV|6AART|7BPWR|8RCR|9ASPD|aVULN
29	16142 43225	   	251.51	DCR|2LIT|2VULN|1MLV|1ASPD	19ERES|2MBVNT|39VULN|4MLV|5RPLT|6ASPD|79LIT|8RCVC|9BPWR|aRCR
30	36251 12226	   	251.31	DCR|3VULN|1LIT|2ASPD|1DMG	13ASPD|2RPLT|489VULN|5DMG|6LWND|7LIT|aRCR
31	36251 32226	   	251.31	DCR|3VULN|1LIT|2ASPD|1DMG	13ASPD|2RPLT|489VULN|5DMG|6LHND|7LIT|aRCR
32	16146 14522	   	250.68	DCR|3VULN|1LIT|1MLV|1CDMG	1ERES|2MBVNT|389VULN|4MLV|5FRZARM|6CDMG|7LIT|aRCR
33	21361 15522	   	250.20	DCR|2LIT|2VULN|1MLV	1DUST|29VULN|3BEXP|48LIT|5LWND|6ZMB|7RCR|aMLV
34	21363 15522	   	250.20	DCR|2LIT|2VULN|1MLV	1DUST|29VULN|3BEXP|48LIT|5FEWX|6ZMB|7RCR|aMLV
35	32362 14322	   	249.59	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1ASPD|2BEXP|3RPLT|4AART|5LIT|6RCR|79VULN|8MLV|aCDMG
36	33362 14322	   	249.59	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1ASPD|2FEWX|3RPLT|4AART|5LIT|6RCR|79VULN|8MLV|aCDMG
37	33166 21342	   	249.49	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1ASPD|2FEWX|38VULN|4DLOT|5LIT|6RCR|7CDMG|9CGEN|aMLV
38	34362 14322	   	249.49	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD|1DUR	1ASPD|2DUR|3RPLT|4AART|5LIT|6RCR|79VULN|8MLV|aCDMG
39	51312 35253	   	249.29	DCR|1LIT|2VULN|1MLV|1DMG	1LHND|28VULN|35BEXP|4DMG|6RCR|7ZMB|9LIT|aMLV
40	36411 52133	 * 	248.60	DCR|1LIT|2VULN|1MLV|2ASPD	1aASPD|2RPLT|3aVULN|4RMIN|5DMSP|6RCR|7LIT|8MLV|9aTLV|aBPWR
41	36412 52133	   	248.60	DCR|1LIT|2VULN|1MLV|2ASPD	1aASPD|2RPLT|3aVULN|45RMIN|6RCR|7LIT|8MLV|9aTLV|aBPWR
42	22341 32226	   	248.50	DCR|2LIT|3VULN|1ASPD	1DUST|2RPLT|34LIT|5ZMB|6ASPD|789VULN|aRCR
43	32113 33522	   	248.40	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5LWND|6RCR|7LHND|8LIT|aMLV
44	32112 33322	   	248.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|38VULN|5DUST|6RCR|7LHND|9LIT|aMLV
45	32112 33522	   	248.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5DUST|6RCR|7LHND|8LIT|aMLV
46	32112 34322	   	248.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|38VULN|5DUST|6RCR|7LWND|9LIT|aMLV
47	32112 34522	   	248.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5DUST|6RCR|7LWND|8LIT|aMLV
48	51361 13322	   	247.77	DCR|3VULN|1LIT|1MLV	1LHND|279VULN|3BEXP|4LIT|5LWND|6ZMB|8RCR|aMLV
49	33166 31513	   	247.69	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1ASPD|2FEWX|3aVULN|4DLOT|5LIT|6AART|7RCR|8CDMG|9MLV
50	21361 13322	   	247.67	DCR|3VULN|1LIT|1MLV	1DUST|279VULN|3BEXP|4LIT|5LWND|6ZMB|8RCR|aMLV
51	61361 13322	   	247.67	DCR|3VULN|1LIT|1MLV|1DUR	1DUR|279VULN|3BEXP|4LIT|5LWND|6ZMB|8RCR|aMLV
52	51115 33363	   	246.79	DCR|2LIT|2VULN|1DMG|1CDMG	17LHND|25VULN|3FEWX|4DMG|6RCR|8aLIT|9CDMG
53	51315 33363	   	246.79	DCR|2LIT|2VULN|1DMG|1CDMG	17LHND|25VULN|3BEXP|4DMG|6RCR|8aLIT|9CDMG
54	11236 43223	   	246.69	DCR|2LIT|2VULN|1DMG|1CDMG	1ERES|2aDUST|3RMIN|4CGEN|5CDMG|6RCR|7aLIT|8DMG|9aVULN|aBPWR
55	14236 43223	 * 	246.69	DCR|2LIT|2VULN|1DMG|2DUR|1CDMG	1ERES|2aDUR|3RMIN|4CGEN|5CDMG|6RCR|7aLIT|8DMG|9aVULN|aBPWR
56	21615 33363	   	246.69	DCR|2LIT|2VULN|1DMG|1CDMG	1DUST|25VULN|37LHND|4DMG|6RCR|8aLIT|9CDMG
57	22341 32264	   	246.42	DCR|2LIT|2VULN|1DMG|1ASPD	1DUST|2RPLT|34LIT|5ZMB|6ASPD|78VULN|9DMG|aRCR
58	21662 11235	   	245.89	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1DUST|29VULN|3LHND|4LIT|5AART|6MLV|7CDMG|8RCR|aASPD
59	16331 62125	   	245.64	DCR|2LIT|2MLV|2VULN	19ERES|2MBVNT|3RPLT|46VULN|5NUKE|79LIT|89MLV|9BPWR|aRCR
60	16336 73324	   	244.96	DCR|2LIT|2VULN|1MLV	1ERES|2MBVNT|3RPLT|45VULN|6RCR|7FEWX|8MLV|9aLIT
61	32113 22322	   	244.80	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5LWND|6LIT|7LHND|8RCR|aMLV
62	32113 24322	   	244.80	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5LWND|6LIT|7FEWX|8RCR|aMLV
63	13131 26216	 * 	244.76	ACR|2LIT|3VULN|1FLTARM	17ERES|28FEWX|379VULN|4RCVC|5RCR|67LIT|7BPWR|aFLTARM
64	32113 25322	   	244.70	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|2BEXP|39VULN|5LWND|6LIT|7LEGI|8RCR|aMLV
65	14342 25212	 * 	244.69	DCR|2LIT|2VULN|3DUR|1DMG|1CDMG	1ERES|235DUR|45VULN|5BPWR|6aLIT|7RCR|8DMG|9CDMG
66	16142 84127	   	244.54	DCR|2MLV|3VULN|1LIT	1ERES|2MBVNT|379VULN|48MLV|5RPLT|6LIT|aRCR
67	12125 32253	   	244.23	DCR|3VULN|1LIT|1MLV	1ERES|2BEXP|358VULN|4LWND|6RCR|7NUKE|9LIT|aMLV
68	12155 32253	   	244.23	DCR|3VULN|1LIT|1MLV	1ERES|2BEXP|358VULN|4FEWX|6RCR|7NUKE|9LIT|aMLV
69	13155 32253	   	244.23	DCR|3VULN|1LIT|1MLV	1ERES|2FEWX|358VULN|4BEXP|6RCR|7NUKE|9LIT|aMLV
70	16138 81342	   	244.05	DCR|3VULN|1LIT|1DMG|1ASPD	1ERES|2MBVNT|38aVULN|4RCVC|5DMG|6LIT|7RCR|9ASPD
71	16146 16114	   	243.99	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG	1ERES|2MBVNT|37VULN|4MLV|5FRZARM|6CDMG|8ASPD|9RCR|aLIT
72	32654 21133	   	243.99	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG	1ASPD|2BEXP|3BASHEA|46VULN|5CDMG|7TSLARM|8LIT|9RCR|aMLV
73	33654 21133	   	243.99	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG	1ASPD|2FEWX|3BASHEA|46VULN|5CDMG|7TSLARM|8LIT|9RCR|aMLV
74	32121 63643	   	243.52	DCR|2LIT|2VULN|3ASPD	168ASPD|258BEXP|39VULN|46ERES|68BPWR|78LIT|aRCR
75	32126 63613	   	243.52	DCR|2LIT|2VULN|3ASPD	168ASPD|289BEXP|35VULN|46ERES|68BPWR|78LIT|aRCR
76	32142 35253	   	242.88	DCR|1LIT|2VULN|1MLV|1ASPD	1ASPD|2BEXP|38VULN|4CGEN|5TLV|6RCR|7ZMB|9LIT|aMLV
77	32152 35253	   	242.88	DCR|1LIT|2VULN|1MLV|1ASPD	1ASPD|25BEXP|38VULN|4FEWX|6RCR|7ZMB|9LIT|aMLV
78	32412 35253	   	242.88	DCR|1LIT|2VULN|1MLV|1ASPD	1ASPD|2BEXP|3CGEN|48VULN|5TLV|6RCR|7ZMB|9LIT|aMLV
79	12112 35253	   	242.78	DCR|1LIT|2VULN|1MLV|1ASPD	1ERES|2BEXP|38VULN|4ASPD|5TLV|6RCR|7ZMB|9LIT|aMLV
80	12215 35253	   	242.78	DCR|1LIT|2VULN|1MLV|1ASPD	1ERES|2BEXP|3RMIN|48VULN|5ASPD|6RCR|7ZMB|9LIT|aMLV
81	32122 35253	   	242.78	DCR|1LIT|2VULN|1MLV|1ASPD	1ASPD|2BEXP|38VULN|4ERES|5TLV|6RCR|7ZMB|9LIT|aMLV
82	22631 62324	   	242.68	DCR|1LIT|2VULN|1MLV|1ASPD	1DUST|2RPLT|3ZMB|4aVULN|5NUKE|6RCR|7ASPD|8MLV|9LIT
83	51334 34122	   	242.54	DCR|3VULN|1MLV|1DMG|1CDMG	1LHND|258VULN|36BEXP|4CDMG|7RCR|9MLV|aDMG
84	16142 62131	 * 	242.46	DCR|4VULN|1MLV|1DMG	1ERES|2MBVNT|3678VULN|4MLV|5RPLT|9DMG|aRCR
85	16142 62641	   	242.46	DCR|4VULN|1MLV|1DMG	1ERES|2MBVNT|3679VULN|4MLV|5RPLT|8DMG|aRCR
86	61334 34122	   	242.44	DCR|3VULN|1MLV|1DMG|1CDMG|1DUR	1DUR|258VULN|36BEXP|4CDMG|7RCR|9MLV|aDMG
87	41615 33333	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	1FEWX|25VULN|37LHND|4DMG|6RCR|8LIT|9CGEN|aMLV
88	51115 33333	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3FEWX|4DMG|6RCR|8LIT|9CGEN|aMLV
89	51312 34522	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	1LHND|29VULN|35BEXP|4DMG|6RCR|7LWND|8LIT|aMLV
90	51312 36253	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	1LHND|28VULN|35BEXP|4DMG|6RCR|7CGEN|9LIT|aMLV
91	51315 33333	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3BEXP|4DMG|6RCR|8LIT|9CGEN|aMLV
92	51315 33352	   	242.36	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3BEXP|4DMG|6RCR|8LIT|9LWND|aMLV
93	22331 13552	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|2RPLT|3LIT|4GSSTOX|5aVULN|6RCR|7MLV|8LWND|9DMG
94	21115 33551	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3FEWX|4DMG|6RCR|7aLHND|8LIT|9MLV
95	21115 33552	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3FEWX|4DMG|6RCR|7LHND|8LIT|9MLV|aTLV
96	21115 33553	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3FEWX|4DMG|6RCR|7LHND|8LIT|9MLV|aFLTHEA
97	21312 33522	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|29VULN|35BEXP|4DMG|6RCR|7LHND|8LIT|aMLV
98	21312 34522	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|29VULN|35BEXP|4DMG|6RCR|7LWND|8LIT|aMLV
99	21315 33551	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3BEXP|4DMG|6RCR|7aLHND|8LIT|9MLV
100	21315 33552	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3BEXP|4DMG|6RCR|7LHND|8LIT|9MLV|aTLV
101	21315 33553	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3BEXP|4DMG|6RCR|7LHND|8LIT|9MLV|aFLTHEA
102	21315 33562	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3BEXP|4DMG|6RCR|7LHND|8LIT|9RCVC|aMLV
103	21315 36253	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|3BEXP|4DMG|6RCR|78CGEN|9LIT|aMLV
104	21615 33333	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|37LHND|4DMG|6RCR|8LIT|9CGEN|aMLV
105	41615 33313	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	1FEWX|25VULN|37LHND|4DMG|6RCR|8LIT|9ERES|aMLV
106	51115 33313	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3FEWX|4DMG|6RCR|8LIT|9ERES|aMLV
107	51115 33433	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3FEWX|4DMG|6RCR|8DLOT|9LIT|aMLV
108	51315 33313	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG	17LHND|25VULN|3BEXP|4DMG|6RCR|8LIT|9ERES|aMLV
109	51315 33342	   	242.26	DCR|1LIT|2VULN|1MLV|1DMG|1DUR	17LHND|25VULN|3BEXP|4DMG|6RCR|8LIT|9DUR|aMLV
110	22311 13552	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|2RPLT|3LIT|4VENICY|5aVULN|6RCR|7MLV|8LWND|9DMG
111	22331 13261	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	18DUST|2RPLT|3LIT|4GSSTOX|59VULN|6RCR|7MLV|aDMG
112	22331 13352	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG|1DUR	1DUST|2RPLT|3LIT|4GSSTOX|5aVULN|6RCR|7MLV|8DUR|9DMG
113	22331 13652	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|2RPLT|3LIT|4GSSTOX|5aVULN|6RCR|7MLV|8LEGI|9DMG
114	21315 36153	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	18DUST|25VULN|3BEXP|4DMG|6RCR|7CGEN|9LIT|aMLV
115	21615 33313	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|37LHND|4DMG|6RCR|8LIT|9ERES|aMLV
116	21615 33433	   	242.16	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|25VULN|37LHND|4DMG|6RCR|8DLOT|9LIT|aMLV
117	22311 13261	   	242.06	DCR|1LIT|2VULN|1MLV|1DMG	18DUST|2RPLT|3LIT|4VENICY|59VULN|6RCR|7MLV|aDMG
118	22311 13352	   	242.06	DCR|1LIT|2VULN|1MLV|1DMG|1DUR	1DUST|2RPLT|3LIT|4VENICY|5aVULN|6RCR|7MLV|8DUR|9DMG
119	22311 13652	   	242.06	DCR|1LIT|2VULN|1MLV|1DMG	1DUST|2RPLT|3LIT|4VENICY|5aVULN|6RCR|7MLV|8LEGI|9DMG
120	12136 41112	 * 	242.01	DCR|1LIT|2VULN|1MLV|2CDMG|1SELL	17ERES|2BEXP|37VULN|4RCVC|57CDMG|6RCR|7BPWR|8LIT|9SELL|aMLV
121	13136 41112	 * 	242.01	DCR|1LIT|2VULN|1MLV|2CDMG|1SELL	17ERES|2FEWX|37VULN|4RCVC|57CDMG|6RCR|7BPWR|8LIT|9SELL|aMLV
122	11136 41112	 * 	241.91	DCR|1LIT|2VULN|1MLV|2CDMG|1SELL	17ERES|2DUST|37VULN|4RCVC|57CDMG|6RCR|7BPWR|8LIT|9SELL|aMLV
123	14136 41112	 * 	241.91	DCR|1LIT|2VULN|1MLV|2CDMG|1DUR|1SELL	17ERES|2DUR|37VULN|4RCVC|57CDMG|6RCR|7BPWR|8LIT|9SELL|aMLV
124	16332 83125	 * 	241.57	DCR|2MLV|1LIT|2VULN|1DMG	19ERES|2MBVNT|3RPLT|49VULN|5RCVC|6LIT|7DMG|89MLV|9BPWR|aRCR
125	16142 84145	   	241.42	DCR|2MLV|1LIT|2VULN|1DMG	1ERES|2MBVNT|37VULN|48MLV|5RPLT|6LIT|9DMG|aRCR
126	16533 43325	   	241.36	DCR|2LIT|2VULN|1MLV	1ERES|2MBVNT|3CGEN|4aLIT|59VULN|6LWND|7MLV|8RCR
127	32111 63252	   	241.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|26BEXP|36VULN|5RMIN|6BPWR|7LIT|8BELT|9MLV|aRCR
128	33111 63252	   	241.30	DCR|1LIT|2VULN|1MLV|2ASPD	14ASPD|26FEWX|36VULN|5RMIN|6BPWR|7LIT|8BELT|9MLV|aRCR
129	16112 42125	 * 	241.10	DCR|2MLV|1LIT|2VULN|2ASPD	19ERES|2MBVNT|39VULN|46ASPD|5RPLT|7LIT|89MLV|9BPWR|aRCR
130	16335 42125	   	241.10	DCR|2MLV|1LIT|2VULN|2ASPD	19ERES|2MBVNT|3RPLT|49VULN|56ASPD|7LIT|89MLV|9BPWR|aRCR
131	16112 42175	   	241.00	DCR|1LIT|2VULN|1MLV|2ASPD	1ERES|2MBVNT|39VULN|46ASPD|5RPLT|7LIT|8MLV|aRCR
132	36421 33243	 * 	240.98	DCR|2LIT|3ASPD|1VULN|2CDMG	15aASPD|2RPLT|3VULN|4aLIT|6BELT|7aCDMG|8RCR|9AART|aBPWR
133	32131 62652	   	240.75	DCR|3VULN|1LIT|1DMG|1ASPD	1ASPD|26BEXP|36aVULN|4RCVC|5RMIN|6BPWR|7DMG|8LIT|9RCR
134	33131 62652	   	240.75	DCR|3VULN|1LIT|1DMG|1ASPD	1ASPD|26FEWX|36aVULN|4RCVC|5RMIN|6BPWR|7DMG|8LIT|9RCR
135	33362 14633	   	240.37	DCR|2LIT|2VULN|1ASPD|1CDMG	1ASPD|2FEWX|3RPLT|4AART|58LIT|6RCR|79VULN|aCDMG
136	16138 81311	   	240.36	DCR|1LIT|2VULN|1MLV|1DMG	1ERES|2MBVNT|38VULN|4RCVC|5DMG|6LIT|7RCR|9AART|aMLV
137	16138 81323	   	240.36	DCR|1LIT|2VULN|1MLV|1DMG	1ERES|2MBVNT|38VULN|4RCVC|5DMG|6LIT|7RCR|9LWND|aMLV
138	33166 21343	   	240.27	DCR|2LIT|2VULN|1ASPD|1CDMG	1ASPD|2FEWX|38VULN|4DLOT|5aLIT|6RCR|7CDMG|9CGEN
139	33166 21432	   	240.27	DCR|2LIT|2VULN|1ASPD|1CDMG	1ASPD|2FEWX|39VULN|4DLOT|58LIT|6RCR|7CDMG|aCGEN
140	33166 21433	   	240.17	DCR|2LIT|2VULN|1ASPD|1CDMG|1DUR	1ASPD|2FEWX|39VULN|4DLOT|58LIT|6RCR|7CDMG|aDUR
141	26113 65323	   	239.66	DCR|2LIT|2VULN|1MLV	18aDUST|2DMSP|3LWND|4aVULN|5CGEN|6MLV|7aLIT|9RCR|aBPWR
142	36411 52223	   	239.64	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2RPLT|389VULN|4RMIN|5DMSP|6RCR|7LIT|aCDMG
143	36412 52223	   	239.64	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2RPLT|389VULN|45RMIN|6RCR|7LIT|aCDMG
144	11126 65323	   	239.56	DCR|2LIT|2VULN|1MLV	15aERES|28DUST|3aVULN|45LWND|5aBPWR|6MLV|7aLIT|9RCR
145	33166 21332	   	239.54	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2FEWX|389VULN|4DLOT|5LIT|6RCR|7CDMG|aCGEN
146	33166 21334	   	239.54	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2aFEWX|389VULN|4DLOT|5LIT|6RCR|7CDMG
147	33166 21335	   	239.54	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2FEWX|389VULN|4DLOT|5LIT|6RCR|7CDMG|aRPLT
148	33166 21336	   	239.54	DCR|3VULN|1LIT|1ASPD|1CDMG	1ASPD|2FEWX|389VULN|4DLOT|5LIT|6RCR|7CDMG|aLWND
149	21315 26313	   	239.49	DCR|2LIT|2VULN|1DMG|1ASPD	1DUST|25VULN|3BEXP|4DMG|67LIT|8ASPD|9AART|aRCR
150	21362 25263	   	239.49	DCR|2LIT|2VULN|1DMG|1ASPD	1DUST|29VULN|3BEXP|46LIT|5AART|7DMG|8ASPD|aRCR
151	33166 21333	   	239.44	DCR|3VULN|1LIT|1ASPD|1CDMG|1DUR	1ASPD|2FEWX|389VULN|4DLOT|5LIT|6RCR|7CDMG|aDUR
152	32113 33524	   	239.17	DCR|2LIT|2VULN|2ASPD	14ASPD|2BEXP|39VULN|5LWND|6RCR|7LHND|8aLIT
153	33113 33524	   	239.17	DCR|2LIT|2VULN|2ASPD	14ASPD|2FEWX|39VULN|5LWND|6RCR|7LHND|8aLIT
154	13131 26231	 * 	239.10	ACR|2LIT|3VULN|1MLV	17ERES|28FEWX|37aVULN|4RCVC|5RCR|67LIT|7BPWR|9MLV
155	32112 33324	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2BEXP|38VULN|5DUST|6RCR|7LHND|9aLIT
156	32112 33524	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2BEXP|39VULN|5DUST|6RCR|7LHND|8aLIT
157	32112 34324	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2BEXP|38VULN|5DUST|6RCR|7LWND|9aLIT
158	32112 34524	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2BEXP|39VULN|5DUST|6RCR|7LWND|8aLIT
159	33112 33324	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2FEWX|38VULN|5DUST|6RCR|7LHND|9aLIT
160	33112 33524	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2FEWX|39VULN|5DUST|6RCR|7LHND|8aLIT
161	33112 34324	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2FEWX|38VULN|5DUST|6RCR|7LWND|9aLIT
162	33112 34524	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2FEWX|39VULN|5DUST|6RCR|7LWND|8aLIT
163	35113 34324	   	239.07	DCR|2LIT|2VULN|2ASPD	14ASPD|2DUST|38VULN|5LHND|6RCR|7LWND|9aLIT
164	13131 26513	   	239.00	ACR|2LIT|3VULN|1MLV	17ERES|2FEWX|37aVULN|4RCVC|5RCR|67LIT|7BPWR|8MULARM|9MLV
165	13131 64343	   	239.00	ACR|2LIT|3VULN|1MLV	1ERES|2FEWX|369VULN|4RCVC|5RCR|7MLV|8aLIT
166	13213 64326	   	238.93	DCR|3VULN|1LIT|1MLV	1ERES|2FEWX|3RMIN|46aVULN|5CGEN|7MLV|8LIT|9RCR
167	51162 32611	   	238.93	DCR|3VULN|1LIT|1MLV	1LHND|28aVULN|3FEWX|4LIT|5AART|6SNITOX|7MLV|9RCR
