0	Index      	 *	Score 	Summary	Detail	
1	54162 12323	 * 	282.81	DCR|4VULN|1TLV|1DMG|1CDMG	1235VULN|4CANHEL|6CDMG|7DMG|8TLV|9CGEN|aRCR
16	63133 12234	   	271.18	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aASPD
17	63133 12236	   	271.18	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aCDMG
18	63153 12234	   	271.18	ACR|DCR|1TLV|1DMG|1AEPOI|1ASPD|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aASPD
19	63153 12236	   	271.18	ACR|DCR|1TLV|1DMG|1AEPOI|1CDMG|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aCDMG
20	63134 12234	   	271.08	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aASPD
21	63134 12236	   	271.08	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aCDMG
22	54162 13323	   	269.69	DCR|4VULN|1TLV|1CDMG	1235VULN|4CANHEL|6CDMG|7ZMB|8TLV|9CGEN|aRCR
23	54131 24123	   	269.06	DCR|4VULN|1TLV|1AEBURN	123aVULN|4AEBURN|5DUST|6BEXP|7TLV|8RCR|9SPLARM
24	21131 13156	   	268.83	DCR|DCR|1TLV|1VULN|1DUR	1ERES|2TLV|3VULN|4LHND|5MDPS|6RAT|7aRCR|8ZMB|9DUR
25	54111 21182	   	268.70	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7RAT|8TLV|9RCR|aFEWX
26	54111 21181	   	268.60	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7RAT|8TLV|9RCR|aMSLREG
27	54111 21183	   	268.60	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7RAT|8TLV|9RCR|aAETHUN
28	54111 25122	   	268.60	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7TLV|8MDPS|9RAT|aRCR
29	52341 31235	 * 	268.43	DCR|2VULN|1TLV|2ASPD|1AEBURN|2DUR	17VULN|27DUR|3AEBURN|4BLASTR|5AAC|67ASPD|7BPWR|8RCR|9CGEN|aTLV
30	54133 16122	   	268.08	DCR|3VULN|1TLV|1DMG|1AEBURN	123VULN|4AEBURN|5DMG|6MLV|7RCR|8SNITOX|9ERES|aTLV
31	54133 16322	   	268.08	DCR|3VULN|1TLV|1DMG|1AEBURN	123VULN|4AEBURN|5DMG|6MLV|7RCR|8VENFST|9ERES|aTLV
32	21145 13241	 * 	267.98	DCR|3VULN|1TLV|1DMG|1AEPOI	1ERES|2TLV|356VULN|4AIRHEA|7MDPS|8RCR|9AEPOI|aDMG
33	51132 13616	 * 	267.17	DCR|2TLV|2VULN|2DMG|1SELL	1aVULN|2ERES|3aDMG|4LHND|5SELL|68TLV|7RCR|9aLWND|aBPWR
34	51122 13616	 * 	267.07	DCR|2TLV|2VULN|2DMG|1SELL	1aVULN|2ERES|3aDMG|4DUST|5SELL|68TLV|7RCR|9aLWND|aBPWR
35	63223 25152	   	266.30	ACR|DCR|2TLV|2DUR|1CDMG	1AAC|2aRCR|38DUR|48ERES|5RCVC|6RPLT|78TLV|8BPWR|9CDMG
36	31316 33354	   	266.16	DCR|3VULN|1TLV|1AEBURN|1AART	1AART|2ZMB|3AEBURN|4RCVC|589VULN|6RCR|7AME|aTLV
37	54121 21184	   	266.06	DCR|3VULN|1TLV|1DMG|1AART	123VULN|4RMIN|5MBVNT|6DMG|7RAT|8TLV|9RCR|aAART
38	21324 33258	   	265.78	DCR|DCR|1TLV|1VULN|1ASPD	1ERES|2TLV|3ASPD|4BEXP|5MBVNT|68RCR|7BASICY|9ZMB|aVULN
39	51132 13136	 * 	265.66	DCR|3VULN|1TLV|2DMG|1SELL	19aVULN|2ERES|3aDMG|4LHND|5SELL|6TLV|7RCR|8aLWND|aBPWR
40	51122 13136	 * 	265.56	DCR|3VULN|1TLV|2DMG|1SELL	19aVULN|2ERES|3aDMG|4DUST|5SELL|6TLV|7RCR|8aLWND|aBPWR
41	63112 12426	 * 	265.45	ACR|DCR|1TLV|1VULN|1DMG	1AAC|27RCR|3MLV|45RMIN|6DMG|8SNIFST|9TLV|aVULN
42	63133 12232	   	264.47	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aFLTHEA
43	63153 12232	   	264.47	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aFLTHEA
44	36145 33132	 * 	264.42	DCR|2TLV|2VULN|2AART|1CDMG	12AART|3RCVC|4DLOT|5CDMG|69TLV|7RCR|8aVULN
45	63134 12232	   	264.37	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aFLTHEA
46	63154 12232	   	264.37	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5ERES|6DMG|8DUR|9TLV|aFLTHEA
47	21144 34212	   	263.97	DCR|2VULN|1TLV|1DMG|1AEPOI|1CDMG	1ERES|2TLV|39VULN|4AIRHEA|5ZMB|6AEPOI|7DMG|8RCR|aCDMG
48	23131 26562	 * 	263.27	DCR|2TLV|2VULN|1DMG|1ASPD	19ERES|2DMG|39VULN|4LHND|5MDPS|6LWND|79TLV|8RCR|9BPWR|aASPD
49	23122 13656	   	262.93	DCR|2TLV|2VULN|1DMG|1CDMG|1SELL	1ERES|2DMG|3aVULN|4DUST|5SELL|68TLV|7RCR|9CDMG
50	54115 21123	   	262.75	DCR|4VULN|1TLV|1ASPD	123aVULN|4ASPD|5TLV|6BEXP|7RMIN|8RCR|9SPLARM
51	54113 24111	   	262.75	DCR|4VULN|1TLV|1ASPD	123aVULN|4ASPD|5CGEN|6BEXP|7TLV|8RCR|9ERES
52	54113 24123	   	262.75	DCR|4VULN|1TLV|1ASPD	123aVULN|4ASPD|5CGEN|6BEXP|7TLV|8RCR|9MULFIG
53	54113 26111	   	262.75	DCR|4VULN|1TLV|1ASPD	123aVULN|4ASPD|5CGEN|6BEXP|7RCR|8TLV|9ERES
54	54113 26123	   	262.75	DCR|4VULN|1TLV|1ASPD	123aVULN|4ASPD|5CGEN|6BEXP|7RCR|8TLV|9MULFIG
55	54162 11323	   	262.75	DCR|4VULN|1TLV|1CDMG	1235VULN|4CANHEL|6CDMG|7AME|8TLV|9CGEN|aRCR
56	63313 32335	   	262.09	ACR|DCR|1TLV|1VULN|1DUR	1AAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT|aZMB
57	54131 23134	   	261.76	DCR|3VULN|1TLV|1AEBURN|1ASPD	123VULN|4AEBURN|5DUST|6BEXP|7LIT|8TLV|9ASPD|aRCR
58	54131 24133	   	261.76	DCR|3VULN|1TLV|1AEBURN|1ASPD	123VULN|4AEBURN|5DUST|6BEXP|7TLV|8RCR|9FEWX|aASPD
59	54132 41323	   	261.76	DCR|3VULN|1TLV|1AEBURN|1CDMG	123VULN|4AEBURN|5CDMG|6RMIN|7TLV|8VENFST|9CGEN|aRCR
60	54111 25141	   	261.66	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7TLV|8MDPS|9RCR|aLWND
61	54111 25143	   	261.66	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7TLV|8MDPS|9RCR|aCGEN
62	54111 25144	   	261.66	DCR|3VULN|1TLV|1DMG|1ASPD	123VULN|4ASPD|5MBVNT|6DMG|7TLV|8MDPS|9RCR|aAAC
63	54132 11323	   	261.66	DCR|3VULN|1TLV|1AEBURN|1CDMG|1NUKE	123VULN|4AEBURN|5CDMG|6NUKE|7TLV|8VENFST|9CGEN|aRCR
64	54132 11423	   	261.66	DCR|3VULN|1TLV|1AEBURN|1CDMG|1NUKE	123VULN|4AEBURN|5CDMG|6NUKE|7TLV|8SPLREG|9CGEN|aRCR
65	54121 25142	   	261.66	DCR|3VULN|1TLV|1DMG|1CDMG	123VULN|4RMIN|5MBVNT|6DMG|7TLV|8MDPS|9RCR|aCDMG
66	54112 23236	   	261.62	DCR|3VULN|1TLV|1DMG|1ASPD|1SELL	123VULN|4ASPD|5LWND|6SELL|7LIT|8DMG|9RCR|aTLV
67	21145 13243	   	261.56	DCR|3VULN|1TLV|1AEPOI|1CDMG	1ERES|2TLV|356VULN|4AIRHEA|7MDPS|8RCR|9AEPOI|aCDMG
68	54132 11234	   	261.56	DCR|3VULN|1TLV|1AEBURN|1CDMG|1NUKE	123VULN|4AEBURN|5CDMG|6NUKE|7TLV|8DUST|9MDPS|aRCR
69	54132 11362	   	261.56	DCR|3VULN|1TLV|1AEBURN|1CDMG|1NUKE	123VULN|4AEBURN|5CDMG|6NUKE|7TLV|8VENFST|9RCR|aERES
70	31316 32354	   	261.53	DCR|2VULN|1TLV|1DMG|1AEBURN|1AART	1AART|2ZMB|3AEBURN|48RCVC|59VULN|6RCR|7DMG|aTLV
71	63133 11634	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD	1AAC|28RCR|3MLV|4AEFBLL|5CGEN|6DMG|7BEXP|9TLV|aASPD
72	63133 11636	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG	1AAC|28RCR|3MLV|4AEFBLL|5CGEN|6DMG|7BEXP|9TLV|aCDMG
73	63133 12134	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8BEXP|9TLV|aASPD
74	63133 12136	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8BEXP|9TLV|aCDMG
75	63133 12534	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8FEWX|9TLV|aASPD
76	63133 12536	   	261.52	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8FEWX|9TLV|aCDMG
77	63153 12134	   	261.52	ACR|DCR|1TLV|1DMG|1AEPOI|1ASPD	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8BEXP|9TLV|aASPD
78	63153 12136	   	261.52	ACR|DCR|1TLV|1DMG|1AEPOI|1CDMG	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8BEXP|9TLV|aCDMG
79	63134 12134	   	261.42	ACR|DCR|1TLV|1AEFBLL|1DMG|1ASPD	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8BEXP|9TLV|aASPD
80	63134 12136	   	261.42	ACR|DCR|1TLV|1AEFBLL|1DMG|1CDMG	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8BEXP|9TLV|aCDMG
81	63233 33113	 * 	261.34	ACR|DCR|1TLV|3DUR|3CDMG	1AAC|2aRCR|389DUR|489LWND|5CGEN|6TLV|789CDMG|89BPWR
82	63313 33113	   	261.34	ACR|DCR|1TLV|3DUR|3CDMG	1AAC|2aRCR|389FEWX|489DUR|5CGEN|6TLV|789CDMG|89BPWR
83	21422 23156	 * 	260.42	DCR|2TLV|1VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|28TLV|3DUR|4DUST|5SELL|68DMG|7RCR|8BPWR|9CDMG|aVULN
84	23422 13156	 * 	260.42	DCR|2TLV|1VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|28DMG|3DUR|4DUST|5SELL|68TLV|7RCR|8BPWR|9CDMG|aVULN
85	54133 63131	 * 	260.37	4VULN|1TLV|2DMG|1AEBURN|2DUR|1AART	1238VULN|4AEBURN|58DMG|68DUR|7AART|8BPWR|9TLV|aLHND
86	54133 63132	   	260.37	4VULN|1TLV|2DMG|1AEBURN|2DUR|1AART	1238VULN|4AEBURN|58DMG|68DUR|7AART|8BPWR|9TLV|aCGEN
87	54133 63133	   	260.27	4VULN|1TLV|2DMG|1AEBURN|2DUR|1AART	1238VULN|4AEBURN|58DMG|68DUR|7AART|8BPWR|9TLV|aMDPS
88	54111 31184	   	259.64	DCR|3VULN|1TLV|1ASPD|1AART	123VULN|4ASPD|5MBVNT|6MLV|7RAT|8TLV|9RCR|aAART
89	54111 41184	   	259.64	DCR|3VULN|1TLV|1ASPD|1AART	123VULN|4ASPD|5MBVNT|6AAC|7RAT|8TLV|9RCR|aAART
90	63232 22463	 * 	259.38	ACR|2TLV|2VULN|1AEFBLL|1DUR	1AAC|2RCR|3DUR|4LWND|5aVULN|6AEFBLL|7LHND|89TLV
91	21231 13226	   	259.17	DCR|DCR|1TLV|1VULN	1ERES|2TLV|3FEWX|4LHND|5MDPS|6RAT|7aRCR|8VULN|9ZMB
92	21324 33248	   	258.84	DCR|DCR|1TLV|1VULN|1ASPD	1ERES|2TLV|3ASPD|4BEXP|5MBVNT|68RCR|7BASICY|9AME|aVULN
93	21324 37248	   	258.84	DCR|DCR|1TLV|1VULN|1ASPD	1ERES|2TLV|3ASPD|4BEXP|5MBVNT|68RCR|7SPLARM|9AME|aVULN
94	21324 33234	   	258.74	DCR|DCR|1TLV|1VULN|1ASPD	19ERES|2TLV|3ASPD|4BEXP|5MBVNT|68RCR|7BASICY|aVULN
95	21324 37234	   	258.74	DCR|DCR|1TLV|1VULN|1ASPD	19ERES|2TLV|3ASPD|4BEXP|5MBVNT|68RCR|7SPLARM|aVULN
96	63311 26236	 * 	258.07	ACR|3VULN|1TLV|1DMG|1DUR	1AAC|2RCR|38FEWX|4DUR|58LHND|678VULN|8BPWR|9DMG|aTLV
97	54126 33233	   	257.77	DCR|3VULN|1TLV|1AEPOI|1DUR	123VULN|4RMIN|5DUST|6MLV|7AEPOI|8DUR|9TLV|aRCR
98	54131 12124	   	257.77	DCR|3VULN|1TLV|1AEBURN|1DUR	123VULN|4AEBURN|5DUST|6LIT|7DUR|8TLV|9AAC|aRCR
99	54131 12114	   	257.67	DCR|3VULN|1TLV|1AEBURN|1DUR	123VULN|4AEBURN|5DUST|6LIT|7DUR|8TLV|9ERES|aRCR
100	54131 12141	   	257.67	DCR|3VULN|1TLV|1AEBURN|1DUR	123VULN|4AEBURN|5DUST|6LIT|7DUR|8TLV|9MULHEA|aRCR
101	36321 13526	   	257.61	DCR|2TLV|2VULN|2AART	12AART|3BASHEA|49TLV|5aVULN|6ZMB|7DUST|8RCR
102	63133 12231	   	257.53	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aAME
103	63133 12235	   	257.53	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aRPLT
104	63133 12353	   	257.53	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|58CGEN|6DMG|9DUR|aTLV
105	63133 12653	   	257.53	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|38MLV|4AEFBLL|5CGEN|6DMG|9DUR|aTLV
106	63153 12231	   	257.53	ACR|DCR|1TLV|1AEPOI|1DMG|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aAME
107	63153 12235	   	257.53	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aRPLT
108	63153 12353	   	257.53	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|58CGEN|6DMG|9DUR|aTLV
109	63133 12233	   	257.43	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8DUR|9TLV|aDUST
110	63134 12231	   	257.43	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aAME
111	63134 12235	   	257.43	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aRPLT
112	63153 12233	   	257.43	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8DUR|9TLV|aDUST
113	63154 12231	   	257.43	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5ERES|6DMG|8DUR|9TLV|aAME
114	63514 12231	 * 	257.43	ACR|DCR|1TLV|1DMG|1AEBURN|1DUR	1AAC|27RCR|3RMIN|4AEBURN|5ERES|6DMG|8DUR|9TLV|aAME
115	63134 12233	   	257.33	ACR|DCR|1TLV|1AEFBLL|1DMG|1DUR	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8DUR|9TLV|aDUST
116	63154 12233	   	257.33	ACR|DCR|1TLV|1DMG|1AEPOI|1DUR	1AAC|27RCR|3MLV|4AEPOI|5ERES|6DMG|8DUR|9TLV|aDUST
117	63514 12232	   	257.33	ACR|DCR|1TLV|1DMG|1AEBURN|1DUR	1AAC|27RCR|3RMIN|4AEBURN|5ERES|6DMG|8DUR|9TLV|aMSLREG
118	63514 12233	   	257.33	ACR|DCR|1TLV|1DMG|1AEBURN|1DUR	1AAC|27RCR|3RMIN|4AEBURN|5ERES|6DMG|8DUR|9TLV|aDUST
119	23132 13156	 * 	257.27	DCR|2TLV|1VULN|2DMG|2AEBURN|1SELL	1ERES|2aDMG|3VULN|4LHND|5SELL|6aTLV|7RCR|8LWND|9aAEBURN|aBPWR
120	52126 11314	 * 	257.16	DCR|2TLV|2VULN|3DUR	1aVULN|247DUR|34aFEWX|4aBPWR|5RPLT|6aTLV|8RCVC|9RCR
121	52226 11314	   	256.86	DCR|2TLV|2VULN|3DUR	1aVULN|247DUR|34aDUST|4aBPWR|5RPLT|6aTLV|8RCVC|9RCR
122	54111 31181	   	255.58	DCR|3VULN|1TLV|1ASPD	123VULN|4ASPD|5MBVNT|6MLV|7RAT|8TLV|9RCR|aFLTARM
123	21441 31211	 * 	255.53	DCR|2TLV|1VULN|2ASPD|1DMG|1DUR	17ERES|27TLV|3DUR|4BLASTR|5AAC|67ASPD|7BPWR|8RCR|9VULN|aDMG
124	21441 31212	 * 	255.53	DCR|2TLV|1VULN|2ASPD|1AEPOI|1DUR	17ERES|27TLV|3DUR|4BLASTR|5AAC|67ASPD|7BPWR|8RCR|9VULN|aAEPOI
125	63412 21115	 * 	255.51	ACR|3VULN|1TLV|3DUR|1SELL	1AAC|2RCR|3SELL|4RCVC|589DUR|689VULN|789LWND|89BPWR|aTLV
126	63412 22115	 * 	255.51	ACR|3VULN|1TLV|3DUR|1SELL	1AAC|2RCR|3SELL|4RCVC|589DUR|689VULN|789FEWX|89BPWR|aTLV
127	63433 42112	 * 	255.51	ACR|3VULN|1TLV|3DUR|1SELL	1AAC|2RCR|3SELL|489DUR|589VULN|6789LHND|89BPWR|aTLV
128	54115 32323	   	255.45	DCR|3VULN|1TLV|1ASPD|1CDMG	123VULN|4ASPD|5TLV|6RCVC|7FLTFST|8CDMG|9CGEN|aRCR
129	54111 35142	   	255.25	DCR|3VULN|1TLV|1ASPD|1CDMG	123VULN|4ASPD|5MBVNT|6MLV|7TLV|8MDPS|9RCR|aCDMG
130	54111 45142	   	255.25	DCR|3VULN|1TLV|1ASPD|1CDMG	123VULN|4ASPD|5MBVNT|6AAC|7TLV|8MDPS|9RCR|aCDMG
131	63313 32331	   	255.15	ACR|DCR|1TLV|1VULN|1DUR	1AAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT|aRMIN
132	63313 32336	   	255.15	ACR|DCR|1TLV|1VULN|1DUR	1aAAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT
133	31316 34523	   	255.11	DCR|2VULN|1TLV|1AEBURN|1CDMG|1AART	1AART|2ZMB|3AEBURN|4RCVC|5aVULN|6RCR|7CDMG|8TLV|9AME
134	31316 34532	   	255.11	DCR|2VULN|1TLV|1AEBURN|1CDMG|1AART	1AART|2ZMB|3AEBURN|4RCVC|59VULN|6RCR|7CDMG|8TLV|aMLV
135	54121 21182	   	255.05	DCR|3VULN|1TLV|1DMG	123VULN|4RMIN|5MBVNT|6DMG|7RAT|8TLV|9RCR|aFEWX
136	63313 32332	   	255.05	ACR|DCR|1TLV|1VULN|1DUR|1MSE	1AAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT|aMSE
137	63313 32333	   	255.05	ACR|DCR|1TLV|1VULN|1DUR	1AAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT|aDUST
138	63313 32334	   	255.05	ACR|DCR|1TLV|1VULN|1DUR	1AAC|29RCR|3FEWX|4DUR|5CGEN|6TLV|7VULN|8BELT|aAETHUN
139	31316 34531	   	255.01	DCR|2VULN|1TLV|1AEBURN|1CDMG|1AART	1AART|2ZMB|3AEBURN|4RCVC|59VULN|6RCR|7CDMG|8TLV|aSNITOX
140	31316 34533	   	255.01	DCR|2VULN|1TLV|1AEBURN|1CDMG|1AART	1AART|2ZMB|3AEBURN|4RCVC|59VULN|6RCR|7CDMG|8TLV|aAEWIND
141	54121 21181	   	254.95	DCR|3VULN|1TLV|1DMG	123VULN|4RMIN|5MBVNT|6DMG|7RAT|8TLV|9RCR|aMSLREG
142	54121 21183	   	254.95	DCR|3VULN|1TLV|1DMG	123VULN|4RMIN|5MBVNT|6DMG|7RAT|8TLV|9RCR|aAETHUN
143	63133 11632	   	254.80	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|28RCR|3MLV|4AEFBLL|5CGEN|6DMG|7BEXP|9TLV|aFLTHEA
144	63133 12132	   	254.80	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8BEXP|9TLV|aFLTHEA
145	63133 12335	   	254.80	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|3MLV|4AEFBLL|58CGEN|6DMG|9TLV|aZMB
146	63133 12532	   	254.80	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|3MLV|4AEFBLL|5CGEN|6DMG|8FEWX|9TLV|aFLTHEA
147	63133 12635	   	254.80	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|38MLV|4AEFBLL|5CGEN|6DMG|9TLV|aZMB
148	63153 11632	   	254.80	ACR|DCR|1TLV|1DMG|1AEPOI	1AAC|28RCR|3MLV|4AEPOI|5CGEN|6DMG|7BEXP|9TLV|aFLTHEA
149	63153 12132	   	254.80	ACR|DCR|1TLV|1DMG|1AEPOI	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8BEXP|9TLV|aFLTHEA
150	63153 12335	   	254.80	ACR|DCR|1TLV|1DMG|1AEPOI	1AAC|27RCR|3MLV|4AEPOI|58CGEN|6DMG|9TLV|aZMB
151	63153 12532	   	254.80	ACR|DCR|1TLV|1DMG|1AEPOI	1AAC|27RCR|3MLV|4AEPOI|5CGEN|6DMG|8FEWX|9TLV|aFLTHEA
152	63134 12132	   	254.70	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8BEXP|9TLV|aFLTHEA
153	63134 12532	   	254.70	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|27RCR|3MLV|4AEFBLL|5ERES|6DMG|8FEWX|9TLV|aFLTHEA
154	63154 12132	   	254.70	ACR|DCR|1TLV|1AEPOI|1DMG	1AAC|27RCR|3MLV|4AEPOI|5ERES|6DMG|8BEXP|9TLV|aFLTHEA
155	63134 11632	   	254.70	ACR|DCR|1TLV|1AEFBLL|1DMG	1AAC|28RCR|3MLV|4AEFBLL|5ERES|6DMG|7BEXP|9TLV|aFLTHEA
156	63331 22636	 * 	254.35	ACR|3VULN|2TLV	1AAC|2RCR|39FEWX|4LEGI|5LHND|69aVULN|7MDPS|89TLV|9BPWR
157	54115 21133	 * 	254.25	DCR|3VULN|1TLV|2ASPD	123VULN|4aASPD|5TLV|6BEXP|7RMIN|8RCR|9FEWX
